Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2011,5104.115,2291.276,1181.219,1110.057,1104.703,1104.703,0.0,163.373,0.0,0.0,0.0,0.0,0.0,252.845,1.046,135.57,130.386,3812.197,664.609,1093.878,-429.269,,,627.309,391.623,289.056,102.567,,99.07,1291.918,,917.565,78.183,52.469,,786.913,0.0,0.0,,,,,123.165,,36.177,0.0,1040.73,0.0,0.0,,,,123.863,,,,,3.605,84.081,123.863,1164.593,0.0,647.804,3.021,644.783,0.0,3342.399,-50.681,3939.522,0.0,3939.522,5104.115,
12/31/2011,5507.933,2432.264,1310.906,1121.358,1179.043,1179.043,0.0,139.627,0.0,0.0,0.0,0.0,0.0,334.572,0.0,164.192,194.595,4085.506,758.034,1213.54,-455.506,0.0,0.0,664.393,386.388,288.772,97.616,,113.813,1422.427,,977.261,72.205,27.676,0.0,877.38,0.0,0.0,0.0,0.0,,,232.444,0.0,259.104,0.0,1209.705,0.0,0.0,0.0,0.0,,345.342,0.0,0.0,0.0,0.0,3.339,82.899,345.342,1555.047,0.0,695.754,3.031,692.723,0.0,3582.526,-325.394,3952.886,0.0,3952.886,5507.933,
03/31/2012,5668.125,2491.195,1328.535,1162.66,1234.177,1234.177,0.0,187.081,0.0,0.0,0.0,0.0,0.0,284.289,0.362,164.074,169.584,4196.742,784.975,1267.679,-482.704,0.0,,686.408,383.325,289.904,93.421,,138.647,1471.383,,837.47,109.983,47.861,,679.626,0.0,0.0,,,,,183.775,,169.739,0.0,1021.245,0.0,0.0,,,,279.631,,,,,2.978,106.914,279.631,1300.876,0.0,734.403,3.044,731.359,0.0,3826.177,-193.331,4367.249,0.0,4367.249,5668.125,
06/30/2012,5654.219,2346.142,1050.245,1295.897,1296.175,1296.175,0.0,207.712,0.0,0.0,0.0,0.0,0.0,302.323,,167.462,187.172,4152.352,837.683,1352.836,-515.153,0.0,0.0,664.184,375.741,289.211,86.53,,120.981,1501.867,,879.741,104.411,33.37,,741.96,0.0,0.0,,,,,271.354,,309.629,0.0,1151.095,0.0,0.0,,,,410.791,,,,,3.073,98.089,410.791,1561.886,0.0,410.965,2.993,407.972,0.0,4078.109,-396.741,4092.333,0.0,4092.333,5654.219,
09/30/2012,6107.039,2631.748,1324.739,1307.009,1363.454,1363.454,0.0,213.741,0.0,0.0,0.0,0.0,0.0,332.588,12.838,154.927,164.492,4541.531,878.561,1430.185,-551.624,0.0,0.0,686.947,388.986,301.403,87.583,,130.196,1565.508,,1052.766,111.42,46.912,,894.434,0.0,0.0,,,,,222.822,,155.053,0.0,1275.588,0.0,0.0,,,,259.081,,,,,4.593,99.435,259.081,1534.669,0.0,407.403,2.999,404.404,0.0,4355.01,-190.043,4572.37,0.0,4572.37,6107.039,
12/31/2012,6521.571,2863.758,1570.077,1293.681,1345.661,1345.661,0.0,183.085,0.0,0.0,0.0,0.0,0.0,421.79,3.436,178.824,218.552,4814.294,971.486,1545.278,-573.792,0.0,,735.791,396.66,309.185,87.475,,156.871,1707.277,,1096.711,108.707,29.57,0.0,958.434,0.0,0.0,0.0,0.0,,,280.619,0.0,175.628,0.0,1377.33,0.0,0.0,0.0,0.0,,289.858,0.0,0.0,0.0,0.0,2.777,111.453,289.858,1667.188,0.0,460.277,3.017,457.26,0.0,4633.789,-239.683,4854.383,0.0,4854.383,6521.571,
03/31/2013,6709.302,2744.446,1474.86,1269.586,1495.996,1495.996,0.0,206.338,0.0,0.0,0.0,0.0,0.0,389.86,5.065,164.967,204.554,4836.64,1008.198,1618.36,-610.162,0.0,,864.464,529.85,407.349,122.501,,164.582,1872.662,,975.135,132.501,29.281,,813.353,0.0,0.0,,,,,250.708,,139.353,0.0,1225.843,0.0,0.0,,,,267.525,,,,,14.841,113.331,267.525,1493.368,0.0,506.367,3.025,503.342,0.0,4917.998,-208.431,5215.934,0.0,5215.934,6709.302,
06/30/2013,7012.32,2900.569,1678.205,1222.364,1560.856,1560.856,0.0,224.371,0.0,0.0,0.0,0.0,0.0,448.165,0.085,165.942,210.139,5133.961,1017.705,1664.38,-646.675,0.0,0.0,860.654,534.638,412.647,121.991,,159.989,1878.359,,1046.083,94.069,35.027,,916.987,0.0,0.0,,,,,311.214,,195.572,0.0,1357.297,0.0,0.0,,,,331.275,,,,,14.548,121.155,331.275,1688.572,0.0,429.942,3.013,426.929,0.0,5218.408,-324.602,5323.748,0.0,5323.748,7012.32,
09/30/2013,7617.149,3360.599,2031.119,1329.48,1637.126,1637.126,0.0,254.06,0.0,0.0,0.0,0.0,0.0,487.42,0.0,160.746,201.36,5739.205,1011.803,1692.467,-680.664,0.0,0.0,866.141,536.1,417.959,118.141,,169.295,1877.944,,1233.984,114.825,34.385,,1084.774,0.0,0.0,,,,,368.054,,237.627,0.0,1602.038,0.0,0.0,,,,366.835,,,,,14.794,114.414,366.835,1968.873,0.0,485.33,3.024,482.306,0.0,5538.035,-375.089,5648.276,0.0,5648.276,7617.149,
12/31/2013,8134.718,3747.473,2213.006,1534.467,1648.785,1648.785,0.0,226.487,0.0,0.0,0.0,0.0,0.0,525.137,0.0,147.149,257.802,6147.882,1081.164,1800.5,-719.336,0.0,,905.672,575.51,444.236,131.274,,183.013,1986.836,,1400.031,113.394,24.312,0.0,1262.325,0.0,0.0,0.0,0.0,,,374.477,0.0,164.49,0.0,1774.508,0.0,0.0,0.0,0.0,,224.419,0.0,0.0,0.0,0.0,21.17,38.759,224.419,1998.927,0.0,549.683,6.077,543.606,0.0,5862.367,-276.259,6135.791,0.0,6135.791,8134.718,
03/31/2014,8279.299,3864.984,1935.991,1928.993,1703.605,1703.605,0.0,267.349,0.0,0.0,0.0,0.0,0.0,454.802,0.034,140.568,249.82,6290.74,1090.885,1830.906,-740.021,0.0,,897.674,569.917,445.182,124.735,,187.155,1988.559,,1197.645,176.374,31.238,,990.033,0.0,0.0,,,,,305.221,,91.859,0.0,1502.866,0.0,0.0,,,,153.476,,,,,20.275,41.342,153.476,1656.342,0.0,578.997,6.084,572.913,0.0,6211.245,-167.285,6622.957,0.0,6622.957,8279.299,
06/30/2014,8687.294,4129.221,1992.442,2136.779,1822.636,1822.636,0.0,297.944,0.0,0.0,0.0,0.0,0.0,490.889,1.668,123.295,255.321,6740.69,1086.116,1854.734,-768.618,0.0,0.0,860.488,570.493,449.541,120.952,,165.032,1946.604,,1271.997,119.145,18.823,,1134.029,0.0,0.0,,,,,295.665,,54.419,0.0,1567.662,0.0,0.0,,,,128.803,,,,,19.862,54.522,128.803,1696.465,0.0,519.136,6.079,513.057,0.0,6583.153,-111.46,6990.829,0.0,6990.829,8687.294,
09/30/2014,9227.043,4618.479,2617.619,2000.86,1809.038,1809.038,0.0,338.093,0.0,0.0,0.0,0.0,0.0,494.416,0.234,142.733,232.225,7260.026,1101.468,1909.333,-807.865,0.0,0.0,865.549,547.468,437.776,109.692,,175.114,1967.017,,1466.671,130.04,15.123,,1321.508,0.0,0.0,,,,,274.793,,33.33,0.0,1741.464,0.0,0.0,,,,103.869,,,,,18.041,52.498,103.869,1845.333,0.0,566.591,6.089,560.502,0.0,6938.777,-123.658,7381.71,0.0,7381.71,9227.043,
12/31/2014,11479.0,3774.7,2010.1,1764.6,1968.7,1968.7,0.0,324.6,0.0,0.0,0.0,0.0,0.0,352.6,3.9,234.2,349.9,6420.6,1247.2,2099.3,-852.1,0.0,,3811.2,3367.3,2413.6,953.7,,205.8,5058.4,,1570.7,145.7,23.8,0.0,1401.2,700.0,650.0,,,,50.0,321.4,81.0,10.0,0.0,2592.1,937.5,937.5,,,,209.2,0.0,0.0,0.0,0.0,11.8,106.4,1146.7,3738.8,0.0,561.7,6.1,555.6,0.0,7301.6,-123.1,7740.2,0.0,7740.2,11479.0,
03/31/2015,11383.4,3349.8,1271.4,2078.4,2059.9,2059.9,0.0,388.2,0.0,0.0,0.0,0.0,0.0,608.6,8.0,153.3,324.0,6406.5,1268.0,2163.1,-895.1,0.0,,3708.9,3332.0,2403.6,928.4,,215.6,4976.9,,1337.4,181.4,,,1156.0,150.0,0.0,,,,150.0,396.7,47.3,12.6,0.0,1884.1,925.0,925.0,,,,395.8,,,,,237.3,98.6,1320.8,3204.9,0.0,613.3,6.1,607.2,0.0,7684.5,-119.3,8178.5,0.0,8178.5,11383.4,
06/30/2015,11797.6,3566.5,1089.3,2477.2,2162.2,2162.2,0.0,386.5,0.0,0.0,0.0,0.0,0.0,656.2,3.5,159.8,311.3,6771.4,1277.3,2235.1,-957.8,0.0,,3748.9,3311.4,2405.3,906.1,,274.2,5026.2,,1472.5,169.0,33.2,,1270.3,150.0,0.0,,,,150.0,334.0,50.3,16.5,0.0,1956.5,912.5,912.5,,,,387.8,,,,,233.6,87.4,1300.3,3256.8,0.0,526.7,6.1,520.6,0.0,8104.6,-90.5,8540.8,0.0,8540.8,11797.6,
09/30/2015,12267.6,4050.7,1476.7,2574.0,2135.7,2135.7,0.0,420.9,0.0,0.0,0.0,0.0,0.0,630.6,0.4,203.7,258.7,7237.9,1278.9,2292.3,-1013.4,0.0,,3750.8,3285.0,2403.6,881.4,,261.7,5029.7,,1783.7,160.1,63.4,,1560.2,50.0,50.0,,,,,294.7,53.0,0.2,0.0,2128.4,900.0,900.0,,,,412.2,,,,,230.0,129.0,1312.2,3440.6,0.0,438.5,6.1,432.4,0.0,8501.8,-113.3,8827.0,0.0,8827.0,12267.6,
12/31/2015,13061.0,4949.0,2125.0,2824.0,2253.0,2253.0,0.0,369.0,0.0,0.0,0.0,0.0,0.0,338.0,2.0,348.0,331.0,7909.0,1271.0,2350.0,-1079.0,0.0,,3881.0,3269.0,2405.0,864.0,,262.0,5152.0,,1973.0,165.0,17.0,0.0,1791.0,406.0,350.0,,,,56.0,335.0,49.0,14.0,0.0,2714.0,877.0,877.0,,,,192.0,0.0,0.0,0.0,0.0,3.0,126.0,1069.0,3783.0,0.0,459.0,6.0,453.0,0.0,8925.0,-106.0,9278.0,0.0,9278.0,13061.0,
03/31/2016,12735.9,4451.7,1523.8,2927.9,2319.1,2319.1,0.0,432.2,0.0,0.0,0.0,0.0,0.0,367.9,5.9,295.0,351.2,7570.9,1270.0,2405.6,-1135.6,0.0,,3895.0,3324.1,2461.8,862.3,,270.0,5165.0,,1530.3,213.2,11.6,,1305.5,162.5,0.0,,,,162.5,357.6,67.6,7.3,0.0,2050.4,858.4,858.4,,,,214.8,,,,,9.1,130.8,1073.2,3123.6,0.0,307.5,6.1,301.4,0.0,9366.4,-61.6,9612.3,0.0,9612.3,12735.9,
06/30/2016,13140.1,4481.2,1684.5,2796.7,2427.4,2427.4,0.0,451.1,0.0,0.0,0.0,0.0,0.0,399.2,2.9,328.7,386.0,7758.9,1287.4,2478.6,-1191.2,0.0,,4093.8,3419.3,2457.9,961.4,59.6,283.3,5381.2,,1723.3,164.5,34.6,,1524.2,68.8,0.0,,,,68.8,327.9,175.6,8.2,0.0,2120.0,840.0,840.0,,,,317.2,,,,,3.0,130.4,1157.2,3277.2,0.0,339.8,6.1,333.7,0.0,9618.8,-95.7,9862.9,0.0,9862.9,13140.1,
09/30/2016,13716.7,4858.6,1550.3,3308.3,2492.1,2492.1,0.0,423.6,0.0,0.0,0.0,0.0,0.0,425.5,16.8,385.3,388.0,8199.8,1323.3,2578.6,-1255.3,0.0,,4193.6,3418.9,2482.0,936.9,60.6,312.0,5516.9,,1939.5,171.5,14.7,,1753.3,75.0,0.0,,,,75.0,286.2,158.3,0.1,0.0,2300.7,821.6,821.6,,,,302.1,,,,,3.7,140.0,1123.7,3424.4,0.0,285.3,6.1,279.2,0.0,10063.2,-56.2,10292.3,0.0,10292.3,13716.7,
12/31/2016,14262.0,5169.0,2034.0,3135.0,2556.0,2556.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,526.0,17.0,425.0,492.0,8600.0,1311.0,2624.0,-1313.0,0.0,0.0,4351.0,3505.0,2554.0,951.0,62.0,342.0,5662.0,,2027.0,175.0,10.0,,1842.0,81.0,0.0,,,,81.0,310.0,151.0,0.0,0.0,2418.0,797.0,797.0,,,,319.0,0.0,0.0,0.0,0.0,6.0,162.0,1116.0,3534.0,0.0,364.0,6.0,358.0,0.0,10478.0,-114.0,10728.0,0.0,10728.0,14262.0,
03/31/2017,13629.0,4274.0,1308.0,2966.0,2644.0,2644.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,529.0,54.0,458.0,427.0,7842.0,1306.0,,,45.0,45.0,4436.0,3486.0,2563.0,923.0,65.0,373.0,5787.0,,1738.0,189.0,12.0,,1537.0,437.0,350.0,,,,87.0,410.0,128.0,0.0,0.0,2585.0,772.0,772.0,,,,289.0,,,,,6.0,155.0,1061.0,3646.0,0.0,65.0,6.0,59.0,0.0,9935.0,-17.0,9983.0,0.0,9983.0,13629.0,
06/30/2017,13938.0,4378.0,1157.0,3221.0,2680.0,2680.0,0.0,409.0,0.0,0.0,0.0,0.0,0.0,632.0,43.0,457.0,520.0,8099.0,1284.0,,,129.0,129.0,4426.0,3470.0,2576.0,894.0,69.0,387.0,5839.0,,1828.0,179.0,15.0,,1634.0,244.0,150.0,,,,94.0,343.0,133.0,0.0,0.0,2415.0,747.0,747.0,,,,293.0,,,,,5.0,155.0,1040.0,3455.0,0.0,134.0,6.0,128.0,0.0,10316.0,33.0,10483.0,0.0,10483.0,13938.0,
09/30/2017,14580.0,4713.0,1577.0,3136.0,2889.0,2889.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,552.0,24.0,464.0,443.0,8557.0,1304.0,,,190.0,190.0,4529.0,3565.0,2608.0,957.0,72.0,404.0,6023.0,,2166.0,186.0,23.0,,1957.0,100.0,0.0,,,,100.0,334.0,114.0,2.0,0.0,2600.0,723.0,723.0,,,,278.0,,,,,5.0,157.0,1001.0,3601.0,0.0,214.0,6.0,208.0,0.0,10721.0,44.0,10979.0,0.0,10979.0,14580.0,
12/31/2017,15221.0,5056.0,1925.0,3131.0,2865.0,2865.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,833.0,20.0,418.0,699.0,9111.0,1324.0,2840.0,-1516.0,161.0,161.0,4625.0,3685.0,2704.0,981.0,74.0,428.0,6110.0,,2276.0,210.0,48.0,,2018.0,175.0,75.0,,,,100.0,388.0,104.0,0.0,0.0,2839.0,698.0,698.0,,,,1015.0,0.0,0.0,0.0,0.0,146.0,765.0,1713.0,4552.0,0.0,55.0,6.0,49.0,0.0,10544.0,70.0,10669.0,0.0,10669.0,15221.0,
03/31/2018,15045.0,4830.0,1440.0,3390.0,3145.0,3145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,10.0,394.0,918.0,8990.0,1333.0,,,6.0,6.0,4716.0,3668.0,2713.0,955.0,77.0,567.0,6055.0,,2009.0,293.0,74.0,,1642.0,100.0,0.0,,,,100.0,360.0,70.0,0.0,0.0,2469.0,673.0,673.0,,,,915.0,,,,,113.0,732.0,1588.0,4057.0,0.0,69.0,6.0,63.0,0.0,10856.0,63.0,10988.0,0.0,10988.0,15045.0,
06/30/2018,14806.0,4247.0,901.0,3346.0,3204.0,3204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0,0.0,367.0,812.0,8303.0,1345.0,,,6.0,6.0,5152.0,4096.0,3036.0,1060.0,74.0,615.0,6503.0,,2111.0,217.0,174.0,,1720.0,100.0,0.0,,,,100.0,326.0,77.0,25.0,0.0,2537.0,649.0,649.0,,,,972.0,,,,,145.0,725.0,1621.0,4158.0,0.0,61.0,6.0,55.0,0.0,10681.0,-94.0,10648.0,0.0,10648.0,14806.0,
09/30/2018,15274.0,4763.0,1339.0,3424.0,3187.0,3187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0,0.0,391.0,770.0,8727.0,1362.0,,,18.0,18.0,5167.0,4058.0,3037.0,1021.0,75.0,643.0,6547.0,,2282.0,223.0,158.0,,1901.0,100.0,0.0,,,,100.0,311.0,72.0,48.0,0.0,2693.0,624.0,624.0,,,,979.0,,,,,157.0,702.0,1603.0,4296.0,0.0,125.0,6.0,119.0,0.0,11041.0,-188.0,10978.0,0.0,10978.0,15274.0,
12/31/2018,15846.0,4511.0,1161.0,3350.0,3190.0,3190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.0,15.0,442.0,897.0,8610.0,1394.0,3184.0,-1790.0,6.0,6.0,5836.0,4631.0,3481.0,1150.0,74.0,674.0,7236.0,,2390.0,215.0,162.0,,2013.0,9.0,0.0,,,,9.0,311.0,62.0,9.0,0.0,2710.0,736.0,736.0,,,,976.0,0.0,0.0,0.0,0.0,183.0,722.0,1712.0,4422.0,0.0,53.0,6.0,47.0,0.0,11485.0,-114.0,11424.0,0.0,11424.0,15846.0,
03/31/2019,16096.0,3668.0,950.0,2718.0,3377.0,3377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.0,30.0,464.0,816.0,7883.0,2123.0,,,6.0,6.0,6084.0,4823.0,3638.0,1185.0,73.0,694.0,8213.0,,2148.0,262.0,130.0,,1756.0,216.0,0.0,197.0,13.0,184.0,19.0,356.0,64.0,1.0,0.0,2720.0,1395.0,727.0,668.0,17.0,651.0,845.0,,,,,177.0,603.0,2240.0,4960.0,0.0,70.0,6.0,64.0,0.0,11140.0,-74.0,11136.0,0.0,11136.0,16096.0,
06/30/2019,15517.0,3003.0,1660.0,1343.0,3386.0,3386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817.0,28.0,468.0,782.0,7206.0,2184.0,,,6.0,6.0,6121.0,4812.0,3651.0,1161.0,74.0,739.0,8311.0,,2283.0,254.0,108.0,,1921.0,241.0,0.0,213.0,12.0,201.0,28.0,300.0,63.0,0.0,0.0,2824.0,1413.0,718.0,695.0,16.0,679.0,723.0,,,,,44.0,616.0,2136.0,4960.0,0.0,44.0,6.0,38.0,0.0,10583.0,-70.0,10557.0,0.0,10557.0,15517.0,
09/30/2019,15844.0,3077.0,2343.0,734.0,3438.0,3438.0,0.0,,0.0,0.0,0.0,0.0,0.0,876.0,12.0,492.0,848.0,7391.0,2223.0,,,6.0,6.0,6224.0,4886.0,3694.0,1192.0,73.0,761.0,8453.0,,2395.0,246.0,111.0,,2038.0,243.0,0.0,205.0,10.0,195.0,38.0,281.0,71.0,4.0,0.0,2919.0,1457.0,709.0,748.0,14.0,734.0,766.0,,,,,57.0,634.0,2223.0,5142.0,0.0,41.0,6.0,35.0,0.0,10820.0,-159.0,10702.0,0.0,10702.0,15844.0,
12/31/2019,16204.0,3424.0,2645.0,779.0,3256.0,3256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,8.0,585.0,896.0,7611.0,2235.0,4277.0,-2042.0,0.0,0.0,6358.0,5020.0,3979.0,1041.0,17.0,728.0,8593.0,,2411.0,239.0,152.0,,2020.0,251.0,0.0,213.0,11.0,202.0,38.0,321.0,23.0,2.0,0.0,2983.0,1460.0,700.0,760.0,15.0,745.0,739.0,0.0,0.0,0.0,0.0,35.0,679.0,2199.0,5182.0,0.0,38.0,5.0,33.0,0.0,11022.0,-38.0,11022.0,0.0,11022.0,16204.0,
03/31/2020,17429.0,4282.0,3886.0,396.0,3220.0,3220.0,0.0,,0.0,0.0,0.0,0.0,0.0,823.0,0.0,594.0,810.0,8325.0,2249.0,,,393.0,393.0,6462.0,5019.0,4014.0,1005.0,40.0,809.0,9104.0,,2241.0,289.0,197.0,,1755.0,235.0,0.0,197.0,,197.0,38.0,396.0,42.0,36.0,0.0,2872.0,3164.0,2430.0,734.0,,734.0,780.0,,,,,31.0,671.0,3944.0,6816.0,0.0,46.0,5.0,41.0,0.0,10831.0,-264.0,10613.0,0.0,10613.0,17429.0,
06/30/2020,18216.0,4582.0,4422.0,160.0,3208.0,3208.0,0.0,,0.0,0.0,0.0,0.0,0.0,741.0,4.0,669.0,732.0,8531.0,2347.0,,,429.0,429.0,6909.0,5417.0,4391.0,1026.0,,819.0,9685.0,,2625.0,359.0,330.0,,1936.0,244.0,0.0,206.0,,206.0,38.0,343.0,46.0,17.0,0.0,3212.0,3223.0,2421.0,802.0,,802.0,809.0,,,,,28.0,718.0,4032.0,7244.0,0.0,88.0,5.0,83.0,0.0,11072.0,-188.0,10972.0,0.0,10972.0,18216.0,
