Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1995,81601.0,10529.0,9893.0,636.0,21111.0,,6162.0,,,,,3899.0,,,,41701.0,16844.0,45605.0,-28761.0,,,,23056.0,,,,,,23056.0,39900.0,,15166.0,15166.0,,,,11278.0,,,,,,2085.0,,,2085.0,28529.0,11749.0,,,,,16477.0,,,16477.0,28226.0,56755.0,253.0,7195.0,,,,,17398.0,24846.0,0.0,24846.0,81601.0,
09/30/1995,77502.0,6951.0,6440.0,511.0,14710.0,,6520.0,,,,,9461.0,,,,37642.0,16433.0,44476.0,-28043.0,,,,23427.0,,,,,,23427.0,39860.0,,15133.0,15133.0,,,,11076.0,,,,,,2807.0,,,2807.0,29016.0,10436.0,,,,,16386.0,,,16386.0,26822.0,55838.0,253.0,7024.0,,,-1140.0,,15527.0,21664.0,0.0,21664.0,77502.0,
12/31/1995,80292.0,7701.0,1746.0,5955.0,16450.0,,6323.0,,,,,10217.0,,,,40691.0,16579.0,43981.0,-27402.0,844.0,,,22178.0,,,,,,22178.0,39601.0,,4511.0,4511.0,,,,11569.0,,,,,,15568.0,,,15568.0,31648.0,10060.0,,,,,16161.0,,,16161.0,26221.0,57869.0,253.0,7488.0,,,-41.0,,14723.0,22423.0,0.0,22423.0,80292.0,
03/31/1996,77766.0,6396.0,1449.0,4947.0,21968.0,,6958.0,,,,,3532.0,,,,38854.0,16207.0,43235.0,-27028.0,,,,22705.0,,,,,,22705.0,38912.0,,15855.0,15855.0,,,,12343.0,,,,,,2134.0,,,2134.0,30332.0,9604.0,,,,,16010.0,,,16010.0,25614.0,55946.0,253.0,7816.0,,,-1354.0,,15105.0,21820.0,0.0,21820.0,77766.0,
06/30/1996,77474.0,6377.0,1634.0,4743.0,16246.0,,6720.0,,,,,9593.0,,,,38936.0,16337.0,42810.0,-26473.0,,,,22201.0,,,,,,22201.0,38538.0,,14875.0,14875.0,,,,13580.0,,,,,,2174.0,,,2174.0,30629.0,9478.0,,,,,15839.0,,,15839.0,25317.0,55946.0,253.0,7921.0,,,-2699.0,,16053.0,21528.0,0.0,21528.0,77474.0,
09/30/1996,77996.0,7002.0,1602.0,5400.0,15843.0,,7166.0,,,,,9368.0,,,,39379.0,16676.0,42113.0,-25437.0,,,,21941.0,,,,,,21941.0,38617.0,,15494.0,15494.0,,,,13462.0,,,,,,2115.0,,,2115.0,31071.0,9669.0,,,,,15888.0,,,15888.0,25557.0,56628.0,253.0,7998.0,,,-3939.0,,17056.0,21368.0,0.0,21368.0,77996.0,
12/31/1996,81132.0,8137.0,7687.0,450.0,16515.0,,5870.0,,,,,10173.0,,,,40695.0,17407.0,41893.0,-24486.0,830.0,,,22200.0,,,,,,22200.0,40437.0,,4767.0,4767.0,,,,12957.0,,,,,,16276.0,,,16276.0,34000.0,9872.0,,,,,15632.0,,,15632.0,25504.0,59504.0,253.0,7752.0,,,-135.0,,13758.0,21628.0,0.0,21628.0,81132.0,
03/31/1997,76527.0,6463.0,5959.0,504.0,15739.0,,5786.0,78.0,4435.0,1273.0,0.0,9332.0,,,,37320.0,17062.0,41010.0,-23948.0,,,,22145.0,0.0,,,,,22145.0,39207.0,,15777.0,15777.0,,,,13243.0,,,,,,2221.0,,,2221.0,31241.0,10402.0,,,,,14933.0,,,14933.0,25335.0,56576.0,253.0,7906.0,,,-2125.0,,13917.0,19951.0,0.0,19951.0,76527.0,
06/30/1997,78819.0,6861.0,6503.0,358.0,16060.0,,5913.0,87.0,4224.0,1602.0,0.0,9805.0,,,,38639.0,17647.0,42031.0,-24384.0,,,,22533.0,0.0,,,,,22533.0,40180.0,,16037.0,16037.0,,,,14028.0,,,,,,2494.0,,,2494.0,32559.0,11675.0,,,,,14476.0,,,14476.0,26151.0,58710.0,253.0,8290.0,,,-3609.0,,15175.0,20109.0,0.0,20109.0,78819.0,
09/30/1997,78293.0,6486.0,5926.0,560.0,16078.0,,5981.0,112.0,4498.0,1371.0,0.0,9645.0,,,,38190.0,17921.0,42030.0,-24109.0,,,,22182.0,0.0,,,,,22182.0,40103.0,,15831.0,15831.0,,,,12518.0,,,,,,2241.0,,,2241.0,30590.0,13623.0,,,,,14324.0,,,14324.0,27947.0,58537.0,253.0,8758.0,,,-5230.0,,15975.0,19756.0,0.0,19756.0,78293.0,
12/31/1997,81499.0,7553.0,7106.0,447.0,18106.0,,5139.0,23.0,4026.0,1090.0,0.0,9620.0,,,,40418.0,18347.0,42133.0,-23786.0,236.0,,,22498.0,0.0,,,,,22498.0,41081.0,,5215.0,5215.0,,,,13230.0,,,,,,15062.0,,,15062.0,33507.0,13696.0,,,,,14480.0,,,14480.0,28176.0,61683.0,252.0,8601.0,,,-946.0,,11909.0,19816.0,0.0,19816.0,81499.0,
03/31/1998,77944.0,5889.0,5495.0,394.0,16248.0,,5392.0,,4104.0,1288.0,,10042.0,,,,37571.0,18223.0,42097.0,-23874.0,0.0,,,22150.0,,,,,,22150.0,40373.0,,15356.0,15356.0,,,,12667.0,,,,,,1969.0,,,1969.0,29992.0,15029.0,,,,,14058.0,,,14058.0,29087.0,59079.0,252.0,8788.0,,,-11.815,,9836.815,18865.0,0.0,18865.0,77944.0,
06/30/1998,77112.0,5471.0,5084.0,387.0,15816.0,,5621.0,,4352.0,1269.0,,10103.0,,,,37011.0,18453.0,42436.0,-23983.0,,,,21648.0,,,,,,21648.0,40101.0,,15023.0,15023.0,,,,13271.0,,,,,,1756.0,,,1756.0,30050.0,14590.0,,,,,13895.0,,,13895.0,28485.0,58535.0,252.0,9107.0,,,-4519.0,,13737.0,18577.0,0.0,18577.0,77112.0,
09/30/1998,79719.0,5869.0,5553.0,316.0,17682.0,,5548.0,,4354.0,1194.0,,9703.0,,,,38802.0,19005.0,43781.0,-24776.0,0.0,,,21912.0,,,,,,21912.0,40917.0,,16485.0,16485.0,,,,13237.0,,,,,,1790.0,,,1790.0,31512.0,15239.0,,,,,14333.0,,,14333.0,29572.0,61084.0,252.0,9804.0,,,-6638.0,,15217.0,18635.0,0.0,18635.0,79719.0,
12/31/1998,86100.0,5768.0,5375.0,393.0,18958.0,,5200.0,4112.0,,1088.0,0.0,12434.0,,,,42360.0,19631.0,44870.0,-25239.0,281.0,,,23828.0,0.0,,,,,23828.0,43740.0,,6252.0,6252.0,,,,13905.0,,,,,,16670.0,,,16670.0,36827.0,15508.0,,,,,14332.0,,,14332.0,29840.0,66667.0,247.0,10121.0,,,-1987.0,,11052.0,19433.0,0.0,19433.0,86100.0,
03/31/1999,81751.0,5356.0,4855.0,501.0,18194.0,,5241.0,3969.0,,1272.0,,11010.0,,,,39801.0,18866.0,43898.0,-25032.0,0.0,,,23084.0,0.0,,,,,23084.0,41950.0,,16791.0,16791.0,,,,13708.0,,,,,,2782.0,,,2782.0,33281.0,16285.0,,,,,13879.0,,,13879.0,30164.0,63445.0,247.0,10332.0,,,-4003.0,,11730.0,18306.0,0.0,18306.0,81751.0,
06/30/1999,83347.0,7241.0,5465.0,1776.0,19727.0,,5039.0,3767.0,,1272.0,,11445.0,,,,43452.0,17253.0,40015.0,-22762.0,0.0,,,22642.0,0.0,,,,,22642.0,39895.0,,17851.0,17851.0,,,,14713.0,,,,,,3397.0,,,3397.0,35961.0,14330.0,,,,,13898.0,,,13898.0,28228.0,64189.0,247.0,11638.0,,,-6430.0,,13703.0,19158.0,0.0,19158.0,83347.0,
09/30/1999,85375.0,6026.0,4582.0,1444.0,20379.0,,5130.0,3838.0,,1292.0,,11342.0,,,,42877.0,17463.0,40812.0,-23349.0,0.0,,,25035.0,0.0,,,,,25035.0,42498.0,,19904.0,19904.0,,,,14096.0,,,,,,3778.0,,,3778.0,37778.0,13807.0,,,,,13722.0,,,13722.0,27529.0,65307.0,247.0,11850.0,,,-7733.0,,15704.0,20068.0,0.0,20068.0,85375.0,
12/31/1999,87495.0,5831.0,5043.0,788.0,21398.0,,4868.0,0.0,3706.0,1162.0,0.0,11058.0,,,,43155.0,17590.0,39616.0,-22026.0,113.0,,,26637.0,7344.0,1045.0,6299.0,,,19293.0,44340.0,,6400.0,6400.0,,0.0,,14230.0,14230.0,0.0,0.0,,,0.0,,,0.0,39578.0,14124.0,14124.0,0.0,0.0,,13282.0,0.0,,13282.0,27406.0,66984.0,247.0,11762.0,,,-9537.0,,18039.0,20511.0,0.0,20511.0,87495.0,
03/31/2000,82764.0,3606.0,3285.0,321.0,19735.0,,5070.0,3765.0,,1305.0,0.0,10728.0,,,,39139.0,16959.0,39117.0,-22158.0,0.0,,,26666.0,,,,,,26666.0,43625.0,,17885.0,17885.0,,,,13844.0,13844.0,0.0,0.0,,,3882.0,,,3882.0,35611.0,14295.0,14295.0,0.0,0.0,,13340.0,,,13340.0,27635.0,63246.0,247.0,12449.0,,,-11922.0,,18744.0,19518.0,0.0,19518.0,82764.0,
06/30/2000,82949.0,3261.0,2987.0,274.0,21145.0,,4759.0,3721.0,,1038.0,0.0,10272.0,,,,39437.0,16634.0,38506.0,-21872.0,0.0,,,26878.0,,,,,,26878.0,43512.0,,17857.0,17857.0,,,,12315.0,12315.0,0.0,0.0,,,3690.0,,,3690.0,33862.0,16859.0,16859.0,0.0,0.0,,13054.0,,,13054.0,29913.0,63775.0,247.0,12570.0,,,-13505.0,,19862.0,19174.0,0.0,19174.0,82949.0,
09/30/2000,83876.0,3033.0,2880.0,153.0,21898.0,,4909.0,3697.0,,1212.0,0.0,10197.0,,,,40037.0,16329.0,38086.0,-21757.0,0.0,,,27510.0,,,,,,27510.0,43839.0,,18315.0,18315.0,,,,10695.0,10695.0,0.0,0.0,,,3802.0,,,3802.0,32812.0,18676.0,18676.0,0.0,0.0,,12841.0,,,12841.0,31517.0,64329.0,247.0,12895.0,,,-14864.0,,21269.0,19547.0,0.0,19547.0,83876.0,
12/31/2000,88349.0,3722.0,3563.0,159.0,29152.0,,4765.0,0.0,3319.0,1446.0,0.0,6241.0,,,,43880.0,16714.0,38455.0,-21741.0,27755.0,,,,848.0,848.0,0.0,,,-848.0,44469.0,,8192.0,8192.0,,,,10205.0,10205.0,0.0,0.0,,,18009.0,,,18009.0,36406.0,18371.0,18371.0,0.0,0.0,,12948.0,0.0,,12948.0,31319.0,67725.0,247.0,12400.0,,,-13800.0,23784.0,-2007.0,20624.0,0.0,20624.0,88349.0,
03/31/2001,84790.0,3867.0,3793.0,74.0,9145.0,,5012.0,3374.0,,1638.0,0.0,23951.0,,,,41975.0,16514.0,38365.0,-21851.0,12056.0,,,14245.0,,1278.0,,,,14245.0,42815.0,,17824.0,17824.0,,,,10910.0,10910.0,0.0,0.0,,,4168.0,,,4168.0,32902.0,17923.0,17923.0,0.0,0.0,,12499.0,,,12499.0,30422.0,63324.0,247.0,12938.0,,,-14789.0,,23070.0,21466.0,0.0,21466.0,84790.0,
06/30/2001,83940.0,3780.0,3691.0,89.0,9381.0,,4858.0,3338.0,,1520.0,0.0,22555.0,,,,40574.0,16611.0,38338.0,-21727.0,12290.0,,,14465.0,,,,,,14465.0,43366.0,,17497.0,17497.0,,,,8536.0,8536.0,0.0,0.0,,,3916.0,,,3916.0,29949.0,18770.0,18770.0,0.0,0.0,,12630.0,,,12630.0,31400.0,61349.0,247.0,13701.0,,,-17896.0,,26539.0,22591.0,0.0,22591.0,83940.0,
09/30/2001,85094.0,4012.0,3715.0,297.0,26677.0,,4838.0,1451.0,,3387.0,0.0,4782.0,,,,40309.0,16820.0,39075.0,-22255.0,12246.0,,,15719.0,,,,,,15719.0,44785.0,,18380.0,18380.0,,,,10907.0,10907.0,0.0,0.0,,,3589.0,,,3589.0,32876.0,17654.0,17654.0,0.0,0.0,,12587.0,,,12587.0,30241.0,63117.0,0.0,13852.0,,,-19444.0,,27569.0,21977.0,0.0,21977.0,85094.0,
12/31/2001,90303.0,6393.0,6330.0,63.0,25757.0,,4304.0,,3045.0,1259.0,0.0,6007.0,,,,42461.0,16504.0,38375.0,-21871.0,12246.0,,,19092.0,1634.0,1278.0,356.0,,,17458.0,47842.0,,7047.0,7047.0,,,,11188.0,,,,,,16884.0,,,16884.0,35119.0,15963.0,,,,,15773.0,,,15773.0,31736.0,66855.0,0.0,14248.0,,,-20114.0,30142.0,-828.0,23448.0,0.0,23448.0,90303.0,
03/31/2002,83056.0,3967.0,3833.0,134.0,22880.0,,4407.0,3137.0,,1270.0,0.0,6131.0,,,,37385.0,16629.0,39375.0,-22746.0,11745.0,,,17297.0,1786.0,1436.0,350.0,,,15511.0,45671.0,,17606.0,17606.0,,,,8243.0,8243.0,0.0,0.0,,,4235.0,,,4235.0,30084.0,16665.0,16665.0,0.0,0.0,,13256.0,,,13256.0,29921.0,60005.0,0.0,14444.0,,,-21549.0,,30156.0,23051.0,0.0,23051.0,83056.0,
06/30/2002,84211.0,3567.0,3453.0,114.0,23619.0,,3842.0,2788.0,,1054.0,0.0,5695.0,,,,36723.0,14712.0,36379.0,-21667.0,11932.0,,,20844.0,1729.0,1421.0,308.0,,,19115.0,47488.0,,19403.0,19403.0,,,,9571.0,9571.0,0.0,0.0,,,3623.0,,,3623.0,32597.0,16270.0,16270.0,0.0,0.0,,13949.0,,,13949.0,30219.0,62816.0,0.0,14520.0,,,-23074.0,,29949.0,21395.0,0.0,21395.0,84211.0,
09/30/2002,83956.0,5222.0,5216.0,6.0,22905.0,,3424.0,2390.0,,1034.0,0.0,5765.0,,,,37316.0,14451.0,36056.0,-21605.0,11212.0,,,20977.0,1717.0,1437.0,280.0,,,19260.0,46640.0,,18435.0,18435.0,,,,7971.0,7971.0,0.0,0.0,,,3833.0,,,3833.0,30239.0,17773.0,17773.0,0.0,0.0,,13852.0,,,13852.0,31625.0,61864.0,0.0,14572.0,,,-23322.0,,30842.0,22092.0,0.0,22092.0,83956.0,
12/31/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2003,95720.0,5577.0,4195.0,1382.0,24227.0,,3318.0,,2253.0,1065.0,0.0,6615.0,,,,39737.0,14363.0,36261.0,-21898.0,10805.0,,,30815.0,6394.0,5485.0,909.0,,,24421.0,55983.0,,21346.0,21346.0,,,,5767.0,,,,,,4673.0,,,4673.0,31786.0,20036.0,,,,,19325.0,,,19325.0,39361.0,71147.0,0.0,15257.0,,,-19919.001,32314.0,-3078.999,24573.0,0.0,24573.0,95720.0,
06/30/2003,96938.0,5821.0,4842.0,979.0,25613.0,,3361.0,,2286.0,1075.0,0.0,5000.0,,,,39795.0,14560.0,36705.0,-22145.0,10466.0,,,32117.0,218.0,6233.0,-6015.0,,,31899.0,57143.0,,22008.0,22008.0,,,,4873.0,,,,,,4630.0,,,4630.0,31511.0,18972.0,,,,,19882.0,,,19882.0,38854.0,70365.0,0.0,15413.0,,,-19940.0,33699.0,-2599.0,26573.0,0.0,26573.0,96938.0,
09/30/2003,97190.0,6171.0,5451.0,720.0,24712.0,,3282.0,,2173.0,1109.0,0.0,6401.0,,,,40566.0,14489.0,36721.0,-22232.0,9698.0,,,32437.0,7325.0,6597.0,728.0,,,25112.0,56624.0,,22178.0,22178.0,,,,5935.0,,,,,,4483.0,,,4483.0,32596.0,17089.0,,,,,20179.0,,,20179.0,37268.0,69864.0,0.0,15674.0,,,-21068.0,35197.0,-2477.0,27326.0,0.0,27326.0,97190.0,
12/31/2003,104457.0,7647.0,7290.0,357.0,27609.0,,2942.0,,1950.0,992.0,,6800.0,,,,44998.0,14689.0,37122.0,-22433.0,10741.0,,,34029.0,7495.0,6921.0,574.0,,,26534.0,59459.0,,8460.0,8460.0,,,,6646.0,6635.0,11.0,11.0,,,22794.0,,,22794.0,37900.0,16986.0,16939.0,47.0,47.0,,21707.0,,,21707.0,38693.0,76593.0,,16269.0,,,-24034.0,37525.0,-1896.0,27864.0,,27864.0,104457.0,
