Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,Price/Share,Market Cap,Enterprise Value,EV/Total Revenues,EV/EBITDA,Source: Bloomberg
06/30/1998,,,,,36.357017,210.537177,,,12.333333,1597.345463,1798.269465,,,
09/30/1998,,,,,19.145811,42.757348,,,9.583333,1240.476279,1428.376267,,,
12/31/1998,16.939252,7.35186,7.35186,7.35186,17.613775,29.150684,2.922497,29.109843,12.083333,1558.677461,1745.554472,3.343161,7.329181,
03/31/1999,16.095133,7.299349,7.872708,6.423393,14.560342,21.504061,2.852989,26.407378,12.125,1562.033476,1774.768479,3.281734,6.96441,
06/30/1999,14.702869,6.572892,6.993423,6.234141,12.345779,19.609099,2.711591,25.671781,11.958333,1511.646907,1756.512901,3.126781,6.544117,
09/30/1999,13.167939,6.74884,7.113187,6.080328,13.014954,18.709314,2.505391,17.91677,11.5,1428.472515,1690.30351,2.909836,5.990882,
12/31/1999,14.128521,6.268442,6.871384,5.632299,13.799343,21.497772,2.79851,14.480432,13.375,1639.520295,1886.183302,3.153636,6.280202,
03/31/2000,17.508013,6.953374,8.131109,6.042783,17.467491,26.435813,3.585984,17.004723,18.208333,2183.388496,2433.603502,3.889385,7.57851,
06/30/2000,20.870536,8.27971,9.476673,7.47452,25.006118,39.690478,4.375489,20.261169,23.375,2769.271259,3076.155247,4.755865,9.17524,
09/30/2000,20.454545,9.612553,10.460338,8.667285,22.028622,34.674169,4.415387,20.748292,24.75,2918.616757,3211.64875,4.809902,9.093312,
12/31/2000,22.933071,10.170071,11.249125,8.58661,23.070456,33.812552,5.02827,21.649002,29.125,3382.179433,3642.159439,5.350074,10.068251,
03/31/2001,21.477273,9.820425,10.673395,8.521133,19.704224,26.918787,4.825781,17.373761,28.35,3318.102118,3489.111112,5.106064,9.535175,
06/30/2001,23.333333,10.085277,10.870232,9.284497,17.445619,,5.350901,16.923701,32.2,3778.11736,4084.214366,5.866531,10.895335,
09/30/2001,20.992907,10.096548,10.823398,8.798197,15.157286,306.451005,4.814847,12.238483,29.6,3439.524121,3701.544112,5.219007,9.689196,
12/31/2001,22.293706,9.510191,10.324901,8.701996,15.512621,145.929121,5.146251,13.407792,31.88,3654.287479,3641.178476,5.110232,9.728124,
03/31/2002,21.282894,9.895511,10.535847,9.4027,14.101761,186.887968,5.122744,15.18314,32.35,3699.525694,3671.177695,5.076493,9.75368,
06/30/2002,21.472049,9.997494,10.607453,9.15904,13.335686,70.825758,5.428131,16.218475,34.57,3947.996663,3933.649663,5.426629,10.512495,
09/30/2002,16.065476,8.94218,10.591128,7.938345,9.349212,33.979463,4.284983,14.821789,26.99,3067.590764,3007.377766,4.224011,8.273801,
12/31/2002,14.58046,8.013041,8.556303,7.25555,8.381341,27.054841,3.522798,13.661568,25.37,2794.802775,2971.734775,3.675033,8.136233,
03/31/2003,14.710983,8.339782,9.10403,7.682335,8.993222,35.827592,3.454816,12.618217,25.45,2774.928542,2721.727546,3.314709,7.602209,
06/30/2003,16.035088,8.147567,8.513122,7.722336,9.300303,33.100874,3.621926,13.942348,27.42,2978.238648,2926.832646,3.507848,8.308068,
09/30/2003,16.011561,8.827291,9.386798,8.197555,8.321381,22.632545,3.493296,13.092466,27.7,3010.0139,2901.041901,3.355322,8.201405,
12/31/2003,16.220994,8.47126,9.419662,8.001727,8.059551,18.812969,3.900043,13.043797,29.36,3190.397404,3290.806404,4.054425,8.960354,
03/31/2004,17.081522,9.667226,10.211918,8.800583,7.592183,21.408428,4.000676,18.369262,31.43,3410.467844,3465.274839,4.101242,8.921624,
06/30/2004,16.138298,8.512236,9.132391,7.981306,7.253637,20.125838,3.785984,25.915944,30.34,3250.027052,3377.059057,3.915281,8.261959,
09/30/2004,15.290322,7.942003,8.259204,7.419771,6.71802,18.017992,3.544191,48.041819,28.44,3053.617122,3150.644127,3.642397,7.545441,
12/31/2004,18.313253,7.82439,8.29749,7.332924,7.106601,22.315066,3.822072,11.135354,30.4,3253.068034,3289.724034,3.84279,8.097045,
03/31/2005,17.475309,7.766682,8.024638,7.404784,6.973505,27.004946,3.652038,8.430936,28.31,3016.668529,3024.368529,3.64272,7.664701,
06/30/2005,18.874214,7.814497,8.398815,7.342414,7.013136,26.872105,3.836372,7.41352,30.01,3200.198987,3231.930987,3.873977,8.402985,
09/30/2005,20.386503,8.924482,9.463937,8.299052,7.001933,20.768415,4.076031,6.987043,33.23,3561.895297,3525.808297,4.069253,8.623721,
12/31/2005,20.351648,9.212455,9.834768,8.527306,7.337876,23.281254,4.368881,21.402141,37.04,3964.867507,3882.350507,4.315622,9.21983,
