Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,Price/Share,Market Cap,Enterprise Value,EV/Total Revenues,EV/EBITDA,Source: Bloomberg
03/31/2006,21.222826,9.576749,9.968163,9.184154,7.478543,23.190589,4.417449,21.436641,39.05,4166.722665,4060.769665,4.336025,9.730263,
06/30/2006,17.119565,8.418024,9.75391,7.457554,6.416205,23.863916,3.485449,20.130918,31.5,3303.601348,3290.440348,3.444658,7.955976,
09/30/2006,18.679558,8.274214,9.439272,7.801258,6.645032,79.299744,3.694454,24.064055,33.81,3450.326247,3502.296247,3.643,9.148915,
12/31/2006,18.459016,9.454816,9.819008,9.102335,6.627659,86.151429,3.595973,12.153862,33.78,3508.517013,3503.665013,3.577439,9.102273,
03/31/2007,19.326316,9.657721,10.151786,9.09851,7.20722,101.288277,3.775174,13.103135,36.72,3782.003017,3775.448017,3.757136,9.566064,
06/30/2007,19.165,9.968548,10.463459,9.641441,7.101617,155.608344,3.757053,12.064115,38.33,3948.387901,3933.100901,3.763881,9.657351,
09/30/2007,18.465116,9.257368,10.143742,7.91465,7.486325,871.679387,3.711781,11.748295,39.7,4038.490511,4060.006511,3.734754,9.450227,
12/31/2007,18.967742,9.637044,10.232119,8.662191,7.296643,106.271763,3.679858,12.984429,41.16,4188.382855,4134.305855,3.666322,9.633933,
03/31/2008,17.8,9.615168,10.396923,8.416315,6.530482,55.422965,3.360394,12.186782,39.16,3991.894504,3876.275504,3.316109,8.960498,
06/30/2008,15.645455,8.139182,9.363975,7.447134,5.670289,82.07505,2.857412,10.816908,34.42,3474.072755,3379.214755,2.810165,7.824212,
09/30/2008,13.283251,7.362247,8.244928,6.118219,7.536046,,2.350736,9.485674,28.85,2937.505373,3091.106373,2.529543,7.312092,
12/31/2008,7.808802,5.488522,7.134702,4.250476,4.096919,,1.380691,5.620403,16.96,1734.528729,1897.854729,1.551196,4.552772,
03/31/2009,10.600439,5.260263,6.344462,4.509631,5.22242,,1.805395,8.000029,22.26,2289.582205,2431.857205,1.97965,6.378274,
06/30/2009,11.622202,6.808902,7.503911,6.196923,5.272583,,1.96237,10.954516,24.09,2478.736177,2615.401177,2.134641,7.177497,
09/30/2009,12.818768,7.58941,8.051369,6.760633,5.448306,,2.173122,7.906798,26.37,2701.428097,2794.961097,2.304347,7.231801,
12/31/2009,13.477802,7.264824,7.669157,6.858055,5.359526,,2.336839,9.206208,27.5,2830.938952,2894.563952,2.461469,7.526362,
03/31/2010,13.516719,7.12485,7.626456,6.552985,6.499497,,2.399871,9.386712,26.38,2722.996782,2910.985782,2.650502,7.388963,
06/30/2010,10.820396,6.669809,7.60203,5.898671,4.923814,,2.022316,5.491162,20.71,2134.153405,2377.739405,2.324583,5.889357,
09/30/2010,12.90395,6.10638,6.773659,5.751941,5.167853,,2.339822,6.460261,22.76,2342.381065,2560.814065,2.636109,6.765173,
12/31/2010,15.203192,7.288567,7.872387,6.849891,5.516735,,2.747044,7.770604,26.17,2713.124791,2920.034791,3.067444,7.896809,
03/31/2011,15.255656,8.068671,8.440418,7.706575,5.391513,,2.795606,7.668484,26.75,2797.898461,3021.477461,3.154417,8.481555,
06/30/2011,14.153341,8.084815,8.504673,7.563562,4.70577,,2.512143,7.432202,23.84,2486.4303,2716.7413,2.853273,7.935706,
09/30/2011,10.486545,6.54996,8.168325,5.635215,3.439581,,1.907077,6.003932,17.53,1819.025693,2059.876693,2.229246,6.427072,
12/31/2011,,6.223465,7.5132,5.407213,,,,,15.15,,,,,
03/31/2012,,,,,4.108516,,,,22.41,2334.73796,2635.82496,,,
06/30/2012,,,,,3.886131,,,,21.85,2275.042102,2532.788102,,,
09/30/2012,,,,,3.470577,,,,20.69,2151.111906,2300.667906,,,
12/31/2012,11.507205,7.038879,7.038879,7.038879,4.265019,,2.145868,6.623948,20.23,2113.02706,2372.70406,2.508926,7.070921,
03/31/2013,13.485358,8.081564,8.578035,7.3176,4.779857,,2.519382,8.066304,23.67,2480.444487,2812.188487,2.980921,8.407995,
06/30/2013,15.726951,8.925186,10.068561,7.956826,5.363069,,2.94604,9.547268,27.41,2868.174753,3148.141753,3.366744,9.439224,
09/30/2013,17.350531,9.779116,10.428979,9.326276,5.163279,,3.006536,14.551487,27.16,2840.789906,3139.571906,3.455897,10.290979,
12/31/2013,19.372284,10.391453,11.340356,9.776715,5.331407,,3.300648,11.827806,28.8,3018.21071,3205.75971,3.649686,11.361214,
03/31/2014,21.527357,11.069092,12.608199,10.202358,5.574885,,3.568873,12.551941,30.54,3209.996579,3420.770579,3.968918,12.650264,
06/30/2014,22.377825,12.069155,12.838187,11.33999,5.523186,,3.659903,11.837072,30.92,3243.485614,3454.989614,4.059607,12.814673,
09/30/2014,20.986734,12.444952,12.966832,11.763988,5.163705,,3.455195,9.282652,29.36,3072.776408,3309.908408,3.866201,11.882807,
12/31/2014,,12.462296,13.566307,11.365702,,,,,32.93,,,,,
03/31/2015,,,,,5.738669,,,,33.89,3558.399673,3711.377673,,,
06/30/2015,,,,,5.55618,,,,33.49,3505.949813,3639.607813,,,
09/30/2015,,,,,4.735597,,,,28.9,3009.997511,3102.509511,,,
12/31/2015,17.302072,10.173313,10.173313,10.173313,4.604011,,3.106415,12.663176,28.65,2982.551724,3036.563724,3.277071,10.172436,
03/31/2016,16.571764,9.342778,10.253521,8.303885,4.538524,,2.940222,12.216065,28.85,3001.697875,3091.658875,3.160572,9.842881,
06/30/2016,15.571748,10.396651,11.049035,9.128911,4.446941,,2.760242,11.981321,28.78,2969.596293,3050.729293,2.942427,9.189525,
09/30/2016,15.413226,9.985524,10.473438,8.80441,4.459418,,2.675222,12.027188,29.63,3030.887752,3074.586752,2.802452,8.734423,
12/31/2016,14.258085,8.189002,8.763396,7.354965,4.849356,,2.439772,10.935545,28.28,2884.522755,3003.253755,2.626666,8.307733,
03/31/2017,12.947504,7.881351,8.486317,7.435191,4.385021,,2.26962,9.869414,26.34,2686.658612,2807.094612,2.452119,7.666997,
06/30/2017,13.976866,7.758001,8.151627,7.424626,4.537634,,2.451847,10.427869,28.25,2866.10132,2960.095321,2.617652,8.112584,
09/30/2017,14.51376,8.079874,8.588054,7.66492,4.583746,,2.603998,10.333958,29.7,2996.839593,3039.420593,2.727122,8.36122,
12/31/2017,12.776706,9.112062,10.256981,8.464866,4.792377,150.124653,3.186582,9.218418,36.08,3648.029064,3531.928064,3.202331,9.539718,
03/31/2018,11.327029,8.949832,9.63676,8.372186,4.237366,53.912332,2.970834,8.228268,33.4,3388.282272,3256.327272,2.978507,8.880739,
06/30/2018,8.220533,7.023096,8.820308,5.992357,2.940725,37.602516,2.10452,5.410122,23.32,2350.006818,2173.818818,2.019392,6.058851,
09/30/2018,8.377833,6.147461,7.566367,5.792023,2.929864,,2.114281,24.070497,24.12,2424.064342,2659.865342,2.403262,7.547751,
12/31/2018,11.982053,7.758413,8.406155,7.008754,3.122743,,2.266032,116.130409,26.55,2676.568742,2837.249742,2.498289,8.178115,
03/31/2019,13.737075,8.51985,9.295908,7.731286,3.305675,,2.408918,,29.31,2967.633778,3279.663778,2.782028,9.036206,
06/30/2019,13.759048,9.648721,10.174802,9.111093,3.590468,,2.531862,,32.5,3276.402415,3549.900415,2.85279,9.573368,
09/30/2019,12.976733,9.699515,10.444969,9.28232,3.448937,,2.466259,9.948306,32.41,3278.204444,3523.735444,2.761364,9.317483,
12/31/2019,12.177956,9.371615,9.856957,8.803932,3.165462,,2.388951,12.076667,32.59,3296.132362,3480.162362,2.622789,8.80394,
03/31/2020,6.54823,8.060902,10.047398,3.809193,1.84621,,1.344759,6.770358,19.05,1925.473206,2133.438206,1.547061,5.404749,
06/30/2020,7.911184,6.184967,7.290989,5.058851,2.187263,,1.624457,,23.7,2376.826619,2511.314619,1.770701,6.012662,
09/05/2020,7.84442273226918,,,,2.16880517260578,,1.61074835472032,,23.5,2354.6093604909,2489.0973604909,1.75503600220756,5.95946896119409,
09/30/2020,8.91840607210626,,,,2.18198700092851,,1.70247814970992,,,,,1.79971870859934,7.32077620989526,
12/31/2020,8.90151515151515,,,,2.18401486988848,,1.66692317712389,,,,,1.7621329402547,,
