Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,6712.331055,118.484999,105.015999,13.469,1418.275024,,,367.519989,,,,,71.038002,,,,,,1975.317993,1176.501953,2465.274902,-1288.772949,2990.141113,,,570.369995,,,,,,570.369995,4737.013062,,139.009003,139.009003,,,2192.072998,,,,,,888.65799,,,888.65799,3219.73999,1084.182007,,,,,542.067017,,,,542.067017,1626.249023,4845.989014,3.37,323.338013,,,-114.489998,,1654.124031,1866.342046,0.0,1866.342046,6712.331059,
12/31/1992,6498.751953,73.058999,71.015999,2.043,1362.384033,,,344.381989,,,,,58.903,,,,,,1838.728027,1169.160034,2446.797119,-1277.636963,2901.393066,,,589.471008,,,,,,589.471008,4660.024108,,150.434998,150.434998,,,1953.993042,,,,,,992.113952,,,992.113952,3096.541992,1015.401001,,,,,733.927979,,,,733.927979,1749.32898,4845.870972,3.268,323.338013,,,-109.635002,,1435.910026,1652.881037,0.0,1652.881037,6498.752009,
03/31/1993,6473.437988,74.151,68.583,5.568,1351.69104,,,359.697998,,,,,73.491997,,,,,,1859.031982,1167.98999,2478.445068,-1310.454956,2860.715088,,,585.700989,,,,,,585.700989,4614.406067,,124.447998,124.447998,,,2029.697021,,,,,,959.288086,,,959.288086,3113.433105,916.502014,,,,,751.052002,,,,751.052002,1667.554016,4780.987122,3.235,325.330994,,,-112.672997,,1476.558006,1692.451003,0.0,1692.451003,6473.438125,
06/30/1993,6391.722168,73.818998,72.030998,1.788,1316.599976,,,380.924011,,,,,67.942001,,,,,,1839.285034,1170.607056,2515.626953,-1345.02002,2788.001953,,,593.828003,,,,,,593.828003,4552.437012,,156.044006,156.044006,,,1879.541016,,,,,,936.550964,,,936.550964,2972.135986,886.606995,,,,,764.341003,,,,764.341003,1650.947998,4623.083984,3.165,328.022003,,,-97.265999,,1534.717049,1768.638053,0.0,1768.638053,6391.722037,
09/30/1993,6486.416016,91.924003,91.911003,0.013,1313.302002,,,385.654999,,,,,77.664001,,,,,,1868.545044,1174.453979,2538.808105,-1364.354004,2823.717041,,,619.700012,,,,,,619.700012,4617.871033,,128.274994,128.274994,,,1949.040039,,,,,,953.155914,,,953.155914,3030.470947,861.979004,,,,,803.343018,,,,803.343018,1665.322021,4695.792969,3.096,327.925995,,,-95.199997,,1554.800949,1790.622947,0.0,1790.622947,6486.415916,
12/31/1993,6793.815918,55.806,54.653,1.153,1406.807983,,,394.743988,,,,,79.390999,,,,,,1936.749023,555.038025,1136.848999,-581.810974,2895.951904,,,1406.077026,,,,,,1406.077026,4857.066956,,187.479996,187.479996,,,2081.87207,,,,,,1004.029037,,,1004.029037,3273.381104,847.315979,,,,,801.523987,,,,801.523987,1648.839966,4922.221069,3.037,360.100006,,,-118.390999,,1626.849007,1871.595014,0.0,1871.595014,6793.816083,
03/31/1994,6743.213867,97.337002,96.066002,1.271,1366.286987,,,411.842987,,,,,79.889999,,,,,,1955.357056,551.468994,1149.994019,-598.525024,2824.355957,,,1412.031982,,,,,,1412.031982,4787.856934,,136.970001,136.970001,,,1884.958008,,,,,,1085.644012,,,1085.644012,3107.572021,945.609009,,,,,891.497986,,,,891.497986,1837.106995,4944.679016,2.978,358.671997,,,-118.893997,,1555.779007,1798.535007,0.0,1798.535007,6743.214023,
06/30/1994,6835.724121,81.143999,79.792999,1.351,403.821991,,,431.79599,,,,,1052.078003,,,,,,1968.839966,554.85498,1172.310059,-617.455017,2868.978027,,,1443.051025,,,,,,1443.051025,4866.884033,,619.049011,619.049011,,,2099.355957,,,,,,559.615051,,,559.615051,3278.02002,803.489014,,,,,926.60199,,,,926.60199,1730.091003,5008.111023,2.91,358.436005,,,0.0,,1466.266968,1827.612972,0.0,1827.612972,6835.723995,
09/30/1994,6971.766113,65.715998,65.016998,0.699,1382.569946,,,432.914001,,,,,86.362999,,,,,,1967.562988,561.062012,1195.470947,-634.408997,2936.045898,,,1507.094971,,,,,,1507.094971,5004.202881,,660.783997,660.783997,,,2269.908936,,,,,,535.467957,,,535.467957,3466.160889,803.234985,,,,,870.252991,,,,870.252991,1673.487976,5139.648865,2.872,358.089996,,,-205.865997,,1677.021027,1832.117026,0.0,1832.117026,6971.76589,
12/31/1994,7399.720215,75.745003,75.106003,0.639,1472.365967,,,430.640991,,,,,104.991997,,,,,,2083.743896,578.650024,1218.015991,-639.366028,3086.400879,,,1650.925049,,,,,,1650.925049,5315.975952,,242.089996,242.089996,,,2626.230957,,,,,,1110.148041,,,1110.148041,3978.468994,779.21698,,,,,896.965027,,,,896.965027,1676.182007,5654.651001,2.838,358.537994,,,-360.203003,,1743.895996,1745.068988,0.0,1745.068988,7399.719989,
03/31/1995,7494.537109,87.243998,86.558998,0.685,1470.25,,,442.730011,,,,,102.777,,,,,,2103.000977,585.614014,1242.659058,-657.044983,3119.697998,,,1686.223999,,,,,,1686.223999,5391.536011,,714.367004,714.367004,,,2737.763916,,,,,,575.101013,,,575.101013,4027.231934,777.81897,,,,,897.10199,,,,897.10199,1674.920959,5702.152893,2.759,356.529999,,,-369.437988,,1802.532959,1792.38397,0.0,1792.38397,7494.536863,
06/30/1995,7651.920898,138.189993,136.804993,1.385,386.471985,,,418.320007,,,,,1185.041992,,,,,,2128.023926,554.390015,1166.079956,-611.690002,3228.854004,,,1740.652954,,,,,,1740.652954,5523.896973,,723.182983,723.182983,,,2303.756104,,,,,,574.908813,,,574.908813,3601.8479,1051.527954,,,,,1117.891968,,,,1117.891968,2169.419922,5771.267822,2.687,356.042999,,,-351.352997,,1873.27597,1880.652973,0.0,1880.652973,7651.920795,
09/30/1995,7689.475098,136.817998,135.156998,1.661,1500.83606,,,331.020996,,,,,97.276001,,,,,,2065.950928,508.192993,1077.656006,-569.463013,3320.318115,,,1795.012939,,,,,,1795.012939,5623.524048,,754.245972,754.245972,,,2008.463989,,,,,,648.446045,,,648.446045,3411.156006,1051.015991,,,,,1144.171997,,,,1144.171997,2195.187988,5606.343994,2.649,354.852997,,,-348.615997,,2074.245026,2083.131025,0.0,2083.131025,7689.475019,
12/31/1995,7844.647949,88.552997,85.351997,3.201,1595.259033,,,311.270996,,,,,106.014,,,,,,2101.096924,495.001007,1072.229004,-577.228027,3390.596924,,,1857.953003,,,,,,1857.953003,5743.550934,,216.714996,216.714996,,,2138.064941,,,,,,1146.79599,,,1146.79599,3501.575928,1048.515015,,,,,1223.457031,,,,1223.457031,2271.972046,5773.547974,2.594,353.636993,,,-425.135986,,2140.005005,2071.100012,0.0,2071.100012,7844.647986,
03/31/1996,7860.042969,90.671002,88.511002,2.16,1623.470947,,,303.842987,,,,,137.660995,,,,,,2155.645996,496.464996,1083.437012,-586.971985,3305.968018,,,1901.963989,,,,,,1901.963989,5704.397003,,769.14801,769.14801,,,2327.074951,,,,,,588.624939,,,588.624939,3684.8479,849.171997,,,,,1217.442017,,,,1217.442017,2066.614014,5751.461914,2.549,352.774994,,,-440.351013,,2193.607971,2108.580952,0.0,2108.580952,7860.042866,
06/30/1996,7888.458008,93.783003,92.787003,0.996,1703.564941,,,289.309998,,,,,104.268997,,,,,,2190.927002,494.217987,1086.10498,-591.887024,3879.789062,,,1323.524048,,,,,,1323.524048,5697.531097,,741.690002,741.690002,,,2390.440918,,,,,,561.949158,,,561.949158,3694.080078,801.455017,,,,,1254.411011,,,,1254.411011,2055.866028,5749.946106,2.504,350.246002,,,-473.368988,,2259.130951,2138.511965,0.0,2138.511965,7888.458071,
09/30/1996,7983.257812,135.358998,134.031998,1.327,1712.07605,,,275.373993,,,,,110.389,,,,,,2233.197998,494.540985,1095.718994,-601.177979,3291.191895,,,1964.327026,,,,,,1964.327026,5750.059906,,716.585999,716.585999,,,1951.902954,,,,,,565.208069,,,565.208069,3233.697021,1300.220947,,,,,1275.786011,,,,1275.786011,2576.006958,5809.703979,2.461,349.733002,,,-507.946991,,2329.306976,2173.553987,0.0,2173.553987,7983.257967,
12/31/1996,8155.722168,136.770996,135.270996,1.5,1680.015991,,,281.941986,,,,,123.336998,,,,,,2222.065918,486.028992,1093.500977,-607.471985,3450.230957,,,1997.395996,,,,,,1997.395996,5933.655945,,245.274002,245.274002,,,1911.480957,,,,,,1148.534103,,,1148.534103,3305.289062,1300.43396,,,,,1310.953003,,,,1310.953003,2611.386963,5916.676025,2.415,353.597992,,,-535.963989,,2418.996948,2239.045951,0.0,2239.045951,8155.721976,
03/31/1997,8184.793945,155.054003,142.718002,12.336,1729.578979,,,263.946991,,,,,135.244003,,,,,,2283.823975,482.703003,1102.196045,-619.492981,3396.833984,,,2021.432983,,,,,,2021.432983,5900.969971,,850.953979,850.953979,,,1986.192993,,,,,,525.968018,,,525.968018,3363.11499,1299.155029,,,,,1386.010986,,,,1386.010986,2685.166016,6048.281006,2.375,352.84201,,,-675.671021,,2456.967041,2136.513031,0.0,2136.513031,8184.794037,
06/30/1997,8288.49707,132.216996,130.742996,1.474,1746.537964,,,255.791,,,,,131.776001,,,,,,2266.322021,484.881989,1093.042969,-608.161011,3442.412109,,,2094.881104,,,,,,2094.881104,6022.175201,,827.393982,827.393982,,,2173.449951,,,,,,513.437073,,,513.437073,3514.281006,1172.052979,,,,,1213.332031,,,,1213.332031,2385.38501,5899.666016,302.337006,351.190002,,,-796.155029,,2531.458984,2388.830963,0.0,2388.830963,8288.496979,
09/30/1997,8242.293945,127.094999,125.139999,1.955,328.194,,,251.287003,,,,,1712.44104,,,,,,2419.01709,484.994995,1104.552979,-619.557983,3201.266113,,,2137.016113,,,,,,2137.016113,5823.277222,,866.994995,866.994995,,,2176.025879,,,,,,470.728149,,,470.728149,3513.749023,1171.301025,,,,,1268.448975,,,,1268.448975,2439.75,5953.499023,2.291,349.554993,,,-951.28302,,2888.231995,2288.794967,0.0,2288.794967,8242.293991,
12/31/1997,7893.38916,138.794998,137.072998,1.722,1895.333984,,,249.207001,,,,,180.179001,,,,,,2463.514893,497.260986,1120.324951,-623.064026,2581.349121,,,2351.263916,,,,,,2351.263916,5429.874023,,263.415985,263.415985,,,1982.988037,,,,,,1126.828888,,,1126.828888,3373.23291,1068.39502,,,,,1579.18396,,,,1579.18396,2647.578979,6020.81189,2.259,351.365997,,,-1162.629028,,2681.581055,1872.577024,0.0,1872.577024,7893.388913,
03/31/1998,8313.597656,151.796997,117.199997,34.597,2073.591064,,,241.552994,,,,,209.617996,,,,,,2676.559082,495.188995,1132.14502,-636.955994,2473.188965,,,2668.660889,,,,,,2668.660889,5637.038849,,937.531982,937.531982,,,1718.448975,,,,,,547.120117,,,547.120117,3203.101074,1626.869995,,,,,1306.412964,,,,1306.412964,2933.282959,6136.384033,302.192993,348.458008,,,-1211.724976,,2738.287964,2177.213989,0.0,2177.213989,8313.598022,
06/30/1998,8072.967773,117.264999,115.321999,1.943,2048.470947,,,240.044998,99.080002,60.208,80.757004,,165.834,,,,,,2571.61499,491.552002,1145.366943,-653.815002,2327.915039,,,2681.885986,208.945999,,,,,2472.939987,5501.353027,,845.562012,845.562012,,,1761.161987,,,,,,516.737915,,,516.737915,3123.461914,1627.126953,,,,,1293.875977,,,,1293.875977,2921.00293,6044.464844,302.145996,345.201996,,,-1436.295044,,2817.450073,2028.503021,0.0,2028.503021,8072.967865,
09/30/1998,8232.344727,146.903999,144.973999,1.93,1782.27002,,,235.567993,93.096001,54.671001,87.801003,,950.398987,,,,,,3115.141113,470.109985,1133.112061,-663.002014,1938.581055,,,2708.512939,213.778,,,,,2494.73494,5117.203979,,842.510986,842.510986,,,1844.077026,,,,,,528.214966,,,528.214966,3214.802979,1710.532959,,,,,1595.998047,,,,1595.998047,3306.531006,6521.333984,2.11,341.536011,,,-1513.969971,,2881.334961,1711.011001,0.0,1711.011001,8232.344985,
12/31/1998,7661.039062,128.985998,125.683998,3.302,1783.192017,,,266.734009,106.863998,54.000999,105.869003,,330.050995,,,,,,2508.962891,477.476013,1153.572998,-676.096985,1999.338989,,,2675.260986,222.979996,,,,,2452.280991,5152.075989,,265.144012,265.144012,,,1259.192993,,,,,,1197.475006,,,1197.475006,2721.812012,1712.937012,,,,,1578.287964,,,,1578.287964,3291.224976,6013.036987,2.065,339.510986,,,-1679.196045,,2985.62207,1648.002012,0.0,1648.002012,7661.038999,
03/31/1999,7842.303,131.341,129.687,1.654,1962.33,419.002,,260.727,148.261,42.985001,112.466,,350.659,,,,,,2705.057,1307.873,2906.263,-1598.39,1941.355,,,1888.018,223.213,223.213,0.0,,,1664.805,5137.246,,830.084,830.084,,,1483.599,,,,,,618.694,,,618.694,2932.377,1710.427,,,,,1304.123,,,,1304.123,3014.55,5946.927,312.01,337.145,,,-1812.06,3146.946,-88.665,1895.376,0.0,1895.376,7842.303,
06/30/1999,7773.126953,133.641993,132.692993,0.949,1914.833008,,,259.858002,105.583,36.569,117.706001,,239.679993,,,,,,2548.012939,467.013,1164.718018,-697.705017,1954.98999,,,2803.111084,227.873993,,,,,2575.237091,5225.114075,,776.664978,776.664978,,,1273.197021,,,,,,577.381897,,,577.381897,2627.243896,1898.942017,,,,,1692.833984,,,,1692.833984,3591.776001,6219.019897,1.974,335.265015,,,-1905.333008,,3122.20105,1554.107057,0.0,1554.107057,7773.126954,
09/30/1999,7881.425781,152.930007,152.057007,0.873,1965.360962,,,242.677994,106.527,39.259998,96.890999,,269.302002,,,,,,2630.270996,473.558014,1182.546997,-708.989014,1925.890991,,,2851.706055,227.507004,,,,,2624.199051,5251.15506,,825.622009,825.622009,,,1315.31604,,,,,,604.85907,,,604.85907,2745.797119,1847.807983,,,,,1719.978027,,,,1719.978027,3567.786011,6313.58313,1.93,333.667999,,,-2000.937988,,3233.182983,1567.842994,0.0,1567.842994,7881.426124,
12/31/1999,8222.671875,256.684004,254.270004,2.414,2211.919922,,,257.451996,41.148998,122.725998,93.577003,0.0,616.518005,,,,,,3342.573975,484.181,1187.197998,-703.017029,1907.43103,,,2488.486084,226.764008,,,,,2261.722076,4880.098114,,233.947006,233.947006,,,1320.332031,,,,,,1318.484879,,,1318.484879,2872.763916,1997.855957,,,,,1416.442017,,,,1416.442017,3414.297974,6287.06189,311.869995,340.720001,,,-2061.149902,,3344.169922,1935.610016,0.0,1935.610016,8222.671906,
03/31/2000,7818.661133,238.189003,219.063004,19.125999,2041.050049,,,262.595001,42.811001,121.442001,98.342003,0.0,152.869995,,,,,,2694.704102,484.812012,1200.383057,-715.570984,2010.562012,,,2628.583008,229.179993,,,,,2399.403015,5123.957031,,903.565002,903.565002,,,974.369995,,,,,,645.895081,,,645.895081,2523.830078,2037.859985,,,,,1764.849976,,,,1764.849976,3802.709961,6326.540039,1.838,336.816986,,,-2268.422119,,3421.888062,1492.120929,0.0,1492.120929,7818.660968,
06/30/2000,7759.188965,299.506007,296.695007,2.811,1867.337036,,,260.667999,39.050999,123.120003,98.497002,0.0,173.013,,,,,,2600.523926,486.140015,1182.350952,-696.210999,1983.529053,,,2688.996094,229.039001,229.039001,0.0,,,2459.957092,5158.665161,,825.341003,825.341003,,,956.924988,,,,,,593.68689,,,593.68689,2375.952881,2201.591064,,,,,1819.354004,,,,1819.354004,4020.945068,6396.897949,1.825,334.404999,,,-2465.571045,,3491.63208,1362.291034,0.0,1362.291034,7759.188983,
09/30/2000,7768.899902,269.143015,265.403015,3.74,1845.295044,,,287.450989,122.558998,48.683998,116.208,0.0,138.740005,,,,,,2540.628906,491.661011,1180.015991,-688.35498,2027.359009,,,2709.250977,227.557007,,,,,2481.69397,5228.270996,,937.158997,937.158997,,,955.70697,,,,,,648.62207,,,648.62207,2541.488037,2070.058105,,,,,1807.572998,,,,1807.572998,3877.631104,6419.119141,1.805,333.273987,,,-2566.551025,,3581.253052,1349.781013,0.0,1349.781013,7768.900154,
12/31/2000,7901.266113,213.505005,198.255005,15.25,1906.430054,,,167.968994,67.989998,38.708,61.271,0.0,338.803986,,,,,,2626.708008,491.312012,1195.31897,-704.007019,1980.875977,,,2802.370117,203.447006,203.447006,0.0,,,2598.923111,5274.558105,,254.425003,254.425003,,,1277.94104,,,,,,1349.210861,,,1349.210861,2881.576904,1881.947021,,,,,1542.766968,,,,1542.766968,3424.713989,6306.290894,311.765991,333.635986,,,-2677.988037,,3627.561035,1594.974976,0.0,1594.974976,7901.265869,
03/31/2001,7873.652832,195.958002,194.386002,1.572,1862.54895,,,184.733994,71.808998,46.304001,66.621002,0.0,383.770996,,,,,,2627.011963,492.748993,1215.828979,-723.080017,1916.666016,,,2837.226074,219.858994,219.858994,0.0,,,2617.367081,5246.641083,,1004.468994,1004.468994,,,1229.188965,,,,,,603.676025,,,603.676025,2837.333984,1911.635986,,,,,1562.137939,,,,1562.137939,3473.773926,6311.10791,311.723999,331.309998,,,-2743.5979,,3663.108887,1562.544983,0.0,1562.544983,7873.652893,
06/30/2001,8103.744141,203.080993,199.608994,3.472,1848.859985,,,166.917007,71.033997,43.316002,52.567001,0.0,380.664001,,,,,,2599.521973,516.942993,1239.366943,-722.424011,1849.532959,,,3137.746094,568.257996,568.257996,0.0,,,2569.488098,5504.222046,,1171.172974,1171.172974,,,1109.458984,,,,,,729.419067,,,729.419067,3010.051025,2006.963989,,,,,1484.824951,,,,1484.824951,3491.78894,6501.839966,311.656006,328.371002,,,-2795.643066,,3757.520081,1601.904022,0.0,1601.904022,8103.743988,
09/30/2001,8229.90625,300.419012,292.312012,8.107,1873.795044,,,164.630005,57.316002,45.448002,61.866001,0.0,382.187012,,,,,,2721.031006,509.850006,1297.552002,-787.702026,1790.646973,,,3208.37793,566.075012,566.075012,0.0,,,2642.302917,5508.874908,,1191.435059,1191.435059,,,756.578979,,,,,,712.457886,,,712.457886,2660.471924,2436.35791,,,,,1556.957031,,,,1556.957031,3993.314941,6653.786865,311.632996,326.80899,,,-2864.625977,,3802.302979,1576.118988,0.0,1576.118988,8229.905853,
12/31/2001,8318.470703,233.377997,231.587997,1.79,2009.603027,,,163.011993,55.679001,48.498001,58.834999,0.0,150.615005,,,,,,2556.60791,534.594971,1261.102051,-726.507019,1898.975952,,,3328.291992,635.872986,635.872986,0.0,,,2692.419006,5761.862915,,1425.80896,1425.80896,,,1072.057007,1070.500007,1.557,1.557,,,585.176025,,,585.176025,3083.041992,2419.149902,,,,,1614.92395,,,,1614.92395,4034.073853,7117.115845,311.627014,330.316986,,,-2943.689941,,3503.100952,1201.355011,0.0,1201.355011,8318.470856,
03/31/2002,8250.364258,274.867998,264.322998,10.545,1993.155029,,,172.804001,62.779999,50.904999,59.118999,0.0,148.063004,,,,,,2588.889893,537.849976,1280.417969,-742.567993,1816.209961,,,3307.414062,668.90802,668.90802,0.0,,,2638.506042,5661.473999,,1367.090942,1367.090942,,,1234.772949,,,,,,611.288208,,,611.288208,3213.1521,2233.843994,,,,,1607.956055,,,,1607.956055,3841.800049,7054.952148,311.575989,325.351013,,,-3003.823975,,3562.30896,1195.411987,0.0,1195.411987,8250.364136,
06/30/2002,8306.557617,252.589005,240.643005,11.946,2037.156982,,,193.533005,67.185997,57.098,69.249001,0.0,161.117004,,,,,,2644.395996,554.489014,1329.661011,-775.171997,1780.53894,,,3327.134033,668.552002,668.552002,0.0,,,2658.582031,5662.161987,,1280.707031,1280.707031,,,1459.165039,,,,,,576.812012,,,576.812012,3316.684082,2129.0271,,,,,1637.938965,,,,1637.938965,3766.966064,7083.650146,311.562988,324.298004,,,-3069.072998,,3656.119995,1222.90799,0.0,1222.90799,8306.558136,
09/30/2002,8756.451172,281.117999,268.487,12.631,2098.891113,,,206.498001,72.703003,57.523998,76.271004,0.0,172.567993,,,,,,2759.074951,595.875,1387.785034,-791.909973,1799.052002,,,3602.448975,809.690002,809.690002,0.0,,,2792.758972,5997.375977,,1313.603027,1313.603027,,,1568.571045,,,,,,567.712891,,,567.712891,3449.886963,2379.564941,,,,,1699.149048,,,,1699.149048,4078.713989,7528.600952,311.498993,323.338013,,,-3151.829102,,3744.842102,1227.850006,0.0,1227.850006,8756.450958,
12/31/2002,8732.314453,318.647006,315.156006,3.491,1850.82605,,,210.888,54.848999,80.074997,75.963997,0.0,172.264008,,,,,,2552.625,622.244019,1426.521973,-804.278015,1686.167969,,,3871.2771,827.241028,827.241028,0.0,,,3044.036072,6179.689087,,1248.337036,1248.337036,,,1647.338013,1645.014013,2.324,2.324,,,454.634033,,,454.634033,3350.309082,2316.843994,2314.798994,2.045,2.045,,1901.833984,,,,1901.833984,4218.677979,7568.987061,311.455994,323.338013,,,-3198.414062,,3726.947083,1163.327026,0.0,1163.327026,8732.314087,
