Date,Revenue,Sales & Services Revenue,Financing Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2012,540.807,540.807,,,-244.195,244.195,296.612,0.0,-201.158,201.158,,0.0,95.454,-0.54,0.54,0.65,-0.11,,,0.0,94.914,-27.61,,67.304,0.0,0.0,0.0,67.304,-0.173,67.131,0.0,0.0,67.131,67.131,0.0,66.7,1.01,1.01,1.01,67.225,1.0,1.0,1.0,
06/30/2012,501.962,501.962,,,-247.472,247.472,254.49,0.0,-214.561,207.459,,7.102,39.929,-0.662,0.662,0.959,-0.297,,,0.0,39.267,-9.137,,30.13,21.645,21.645,0.0,8.485,-0.4,8.085,0.0,0.0,8.085,34.064,4.334,66.141,0.12,0.45,0.515021,66.141,0.12,0.45,0.515021,
09/30/2012,479.92,479.92,,,-239.453,239.453,240.467,0.0,-191.019,191.019,,0.0,49.448,-0.93,0.93,1.491,-0.561,,,0.0,48.518,-14.522,,33.996,2.174,2.174,0.0,31.822,0.167,31.989,0.0,0.0,31.989,34.163,0.0,64.873,0.49,0.52,0.52,65.109,0.49,0.52,0.52,
12/31/2012,500.666,500.666,,,-240.244,240.244,260.422,0.0,-193.227,183.743,,9.484,67.195,-0.529,0.529,0.759,-0.23,,,0.0,66.666,-14.604,,52.062,0.838,0.838,0.0,51.224,-0.938,50.286,0.0,0.0,50.286,57.064,5.94,64.302,0.78,0.79,0.887437,64.536,0.78,0.79,0.882042,
03/31/2013,503.825,503.825,,,-236.828,236.828,266.997,0.0,-191.349,189.32,,2.029,75.648,-0.341,0.341,0.756,-0.415,,,0.0,75.307,-16.615,,58.692,1.532,1.532,0.0,57.16,-0.339,56.821,0.0,0.0,56.821,59.624,1.271,63.976,0.89,0.91,0.931974,64.279,0.88,0.91,0.929773,
06/30/2013,479.964,479.964,,,-245.698,245.698,234.266,0.0,-259.628,192.301,,67.327,-25.362,-0.159,0.159,0.605,-0.446,,,0.0,-25.521,6.512,,-19.009,12.357,12.357,0.0,-31.366,-0.944,-32.31,0.0,0.0,-32.31,34.143,54.096,63.751,-0.51,-0.32,0.535568,63.751,-0.51,-0.32,0.528551,
09/30/2013,450.913,450.913,,,-241.737,241.737,209.176,0.0,-198.905,189.158,,9.747,10.271,-0.417,0.417,1.0,-0.583,,,0.0,9.854,-1.703,,8.151,15.328,15.328,0.0,-7.177,0.045,-7.132,0.0,0.0,-7.132,14.21,6.014,63.983,-0.11,0.13,0.22209,64.51,-0.11,0.13,0.22209,
12/31/2013,491.269,491.269,,,-242.997,242.997,248.272,0.0,-189.71,185.046,,4.664,58.562,-0.742,0.742,1.052,-0.31,,,0.0,57.82,-8.492,,49.328,0.92,0.92,0.0,48.408,-0.253,48.155,0.0,0.0,48.155,51.952,2.877,64.196,0.75,0.76,0.809272,64.719,0.74,0.75,0.794454,
03/31/2014,496.117,496.117,,,-242.631,242.631,253.486,0.0,-183.949,183.949,,0.0,69.537,-0.468,0.468,1.073,-0.605,,,0.0,69.069,-12.918,,56.151,0.607,0.607,0.0,55.544,-0.019,55.525,0.0,0.0,55.525,56.132,0.0,64.284,0.86,0.87,0.87,64.841,0.86,0.87,0.87,
06/30/2014,485.073,485.073,,,-256.073,256.073,229.0,0.0,-186.102,169.716,,16.386,42.898,-0.274,0.274,0.507,-0.233,,,0.0,42.624,-4.586,,38.038,0.102,0.102,0.0,37.936,-0.452,37.484,0.0,0.0,37.484,47.686,10.1,64.988,0.58,0.58,0.733766,64.988,0.58,0.58,0.733766,
09/30/2014,462.044,462.044,,,-246.331,246.331,215.713,0.0,-191.07,177.753,,13.317,24.643,0.004,-0.004,0.393,-0.397,,,0.0,24.647,-4.21,,20.437,0.0,0.0,0.0,20.437,0.003,20.44,0.0,0.0,20.44,30.892,10.452,64.601,0.32,0.32,0.478197,65.429,0.31,0.31,0.469746,
12/31/2014,484.88,484.88,,,-250.809,250.809,234.071,0.0,-185.101,174.913,,10.188,48.97,-0.052,0.052,0.352,-0.3,,,0.0,48.918,-6.116,,42.802,0.0,0.0,0.0,42.802,-0.389,42.413,0.0,0.0,42.413,48.95,6.537,63.876,0.66,0.66,0.766329,65.47,0.65,0.65,0.749847,
03/31/2015,489.83,489.83,,,-253.186,253.186,236.644,0.0,-187.194,180.212,,6.982,49.45,-1.495,1.495,2.813,-1.318,,,0.0,47.955,-6.327,,41.628,-5.576,-5.576,0.0,47.204,-0.084,47.12,0.0,0.0,47.12,45.423,3.879,64.511,0.73,0.65,0.704112,65.265,0.72,0.64,0.699435,
06/30/2015,473.189,473.189,,,-249.729,249.729,223.46,0.0,-189.613,175.407,,14.206,33.847,-1.707,1.707,1.755,-0.048,,,0.0,32.14,-1.884,,30.256,0.0,0.0,0.0,30.256,-0.33,29.926,0.0,0.0,29.926,37.163,7.237,65.213,0.46,0.46,0.569871,65.213,0.46,0.46,0.569871,
09/30/2015,441.413,441.413,,,-245.077,245.077,196.336,0.0,-188.089,164.016,,24.073,8.247,-2.199,2.199,2.326,-0.127,,,0.0,6.048,-0.662,,5.386,0.0,0.0,0.0,5.386,0.079,5.465,0.0,0.0,5.465,24.477,19.012,64.346,0.08,0.08,0.380397,64.729,0.08,0.08,0.373717,
12/31/2015,456.203,456.203,,,-241.021,241.021,215.182,0.0,-271.559,159.163,,112.396,-56.377,-1.607,1.607,1.847,-0.24,,,0.0,-57.984,7.514,,-50.47,0.0,0.0,0.0,-50.47,-0.117,-50.587,0.0,0.0,-50.587,43.977,94.564,64.252,-0.79,-0.79,0.684446,64.654,-0.79,-0.79,0.672616,
03/31/2016,474.221,474.221,,,-252.867,252.867,221.354,0.0,-160.507,161.483,,-0.976,60.847,-1.381,1.381,1.408,-0.027,,,0.0,59.466,-7.536,,51.93,0.0,0.0,0.0,51.93,-0.005,51.925,0.0,0.0,51.925,45.593,-6.332,63.107,0.81,0.81,0.722471,64.353,0.81,0.81,0.711605,
06/30/2016,471.7,471.7,,,-247.813,247.813,223.887,0.0,-248.747,169.388,,79.359,-24.86,0.034,-0.034,0.353,-0.387,,,0.0,-24.826,15.225,,-9.601,0.0,0.0,0.0,-9.601,-0.368,-9.969,0.0,0.0,-9.969,41.208,51.177,64.036,-0.16,-0.16,0.643513,64.371,-0.16,-0.16,0.635032,
09/30/2016,449.892,449.892,,,-250.673,250.673,199.219,0.0,-166.112,161.065,,5.047,33.107,-1.057,1.057,2.115,-1.058,,,0.0,32.05,-6.901,,25.149,0.0,0.0,0.0,25.149,0.003,25.152,0.0,0.0,25.152,28.765,3.613,63.419,0.4,0.4,0.453571,63.896,0.39,0.39,0.446545,
12/31/2016,333.958,333.958,,,-179.148,179.148,154.81,0.0,-156.28,101.167,,55.113,-1.47,-1.312,1.312,2.3,-0.988,,,0.0,-2.782,10.082,0.0,7.3,-7.455,-7.455,0.0,14.755,-0.342,14.413,0.0,0.0,14.413,41.133,34.175,63.569,0.23,0.11,0.647061,64.028,0.23,0.11,0.643751,
03/31/2017,332.675,332.675,,,-182.216,182.216,150.459,0.0,-106.494,103.69,,2.804,43.965,-0.306,0.306,1.995,-1.689,,,0.0,43.659,-7.343,0.0,36.316,-3.706,-3.706,0.0,40.022,-0.163,39.859,0.0,0.0,39.859,37.861,1.708,63.666,0.63,0.57,0.594682,64.266,0.62,0.56,0.586577,
06/30/2017,315.216,315.216,,,-159.333,159.333,155.883,0.0,-104.142,95.857,,8.285,51.741,-1.55,1.55,2.734,-1.184,,,0.0,50.191,-6.1,-0.694,43.397,0.043,0.043,0.0,43.354,-0.495,42.859,0.0,0.0,42.859,48.141997,5.239997,64.034,0.68,0.68,0.751819,64.034,0.67,0.67,0.751819,
09/30/2017,293.143,293.143,,,-173.176,173.176,119.967,0.0,-90.081,88.944,,1.137,29.886,0.202,-0.202,1.916,-2.118,,,0.0,30.088,-4.475,-0.044,25.569,12.653,12.653,0.0,12.916,-0.131,12.785,0.0,0.0,12.785,26.248,0.81,62.785,0.2,0.41,0.418062,63.432,0.2,0.4,0.41277,
12/31/2017,308.211,308.211,,,-157.443,157.443,150.768,0.0,-90.849,89.423,,1.426,59.919,-1.116,1.116,2.481,-1.365,0.0,,0.0,58.803,-110.276,0.006,-51.467,29.315,29.315,0.0,-80.782,-0.374,-81.156,0.0,0.0,-81.156,50.253,102.094,61.234,-1.33,-0.85,0.820672,62.023,-1.33,-0.85,0.796067,
03/31/2018,310.07,310.07,,,-159.312,159.312,150.758,0.0,-98.254,97.633,,0.621,52.504,-1.521,1.521,2.85,-1.329,0.0,,0.0,50.983,-8.024,-0.1,42.859,3.571,3.571,0.0,39.288,0.046,39.334,0.0,0.0,39.334,43.382,0.477,61.03,0.64,0.7,0.710831,61.965,0.63,0.69,0.697698,
06/30/2018,319.787,319.787,,,-155.673,155.673,164.114,0.0,-98.947,97.064,,1.883,65.167,-6.358,6.358,7.373,-1.015,,,0.0,58.809,38.673,0.0,97.482,34.607,34.607,0.0,62.875,-0.069,62.806,0.0,0.0,62.806,52.990999,-44.422001,61.659,1.03,1.6,0.85942,61.659,1.02,1.58,0.85942,
09/30/2018,236.939,236.939,,,-111.534,111.534,125.405,0.0,-128.637,89.164,,39.473,-3.232,-3.949,3.949,4.918,-0.969,0.0,,0.0,-7.181,2.33,,-4.851,4.734,4.734,0.0,-9.585,0.055,-9.53,0.0,0.0,-9.53,26.725,31.521,60.328,-0.16,-0.08,0.442995,61.202,-0.16,-0.08,0.435032,
12/31/2018,253.961,211.487,41.334,1.14,-118.077,118.077,135.884,0.0,-77.215,89.251,,-12.036,58.669,-4.955,3.833,5.006,-1.173,,,1.122,53.714,-11.857,,41.857,24.351,24.351,0.0,17.506,-0.211,17.295,0.0,0.0,17.295,36.403728,-5.242272,59.185,0.29,0.71,0.620136,60.0,0.29,0.7,0.612629,
03/31/2019,258.703,216.616,35.935,6.152,-120.192,120.192,138.511,0.0,-92.932,90.746,,2.186,45.579,-3.009,3.724,4.786,-1.062,,,-0.715,42.57,-7.843,0.0,34.727,-3.139,-3.139,0.0,37.866,0.039,37.905,0.0,0.0,37.905,39.38298,4.61698,58.061,0.65,0.6,0.679578,58.802,0.64,0.59,0.668517,
06/30/2019,264.24,264.24,,,-121.979,121.979,142.261,0.0,-87.447,90.181,0.0,-2.734,54.814,-4.17,4.424,5.188,-0.764,-0.254,0.0,0.0,50.644,-15.508,0.0,35.136,-14.658,-14.658,0.0,49.794,-0.296,49.498,0.0,0.0,49.498,37.399,2.559,56.555,0.88,0.62,0.668517,57.284,0.86,0.62,0.664672,
09/30/2019,254.613,254.613,,,-128.034,128.034,126.579,0.0,-100.838,99.087,,1.751,25.741,-4.627,4.65,5.328,-0.678,-0.023,0.0,0.0,21.114,-3.706,0.0,17.408,3.156,3.156,0.0,14.252,0.109,14.361,0.0,0.0,14.361,18.925,1.408,55.493,0.26,0.32,0.341034,56.14,0.26,0.31,0.33508,
12/31/2019,266.172,214.153,45.992,6.027,-127.258,127.258,138.914,0.0,-98.603,96.648,,1.955,40.311,-31.438,3.851,5.066,-1.215,,0.0,27.587,8.873,-7.57,,1.303,-4.117,-4.117,0.0,5.42,0.105,5.525,0.0,0.0,5.525,30.61333,29.20533,53.89,0.1,0.03,0.568071,54.28,0.1,0.03,0.56805,
03/31/2020,271.487,222.019,44.143,5.325,-118.712,118.712,152.775,0.0,-98.288,96.434,,1.854,54.487,105.881,4.409,5.191,-0.782,,,-110.29,160.368,-6.937,0.0,153.431,2.719,2.719,0.0,150.712,0.12,150.832,0.0,0.0,150.832,42.97769,-110.57331,52.955,2.85,2.9,0.811589,53.319,2.83,2.88,0.806193,
06/30/2020,259.729,259.729,,,-116.05,116.05,143.679,0.0,-121.958,103.669,0.0,18.289,21.721,25.103,2.912,3.925,-1.013,-1.124,,-26.891,46.824,24.571,0.0,71.395,327.557,327.557,0.0,-256.162,0.11,-256.052,0.0,0.0,-256.052,30.502,-41.003,52.274,-4.9,1.37,0.583502,52.65,-4.9,1.36,0.581216,
09/30/2020,255.333,,,,,,125.7515025,,,,,,26.65,,,,,,,,23.433,,,19.8,,,,,,19.8,,,19.8,19.1,,,0.55,0.55,0.408,,0.55,0.55,0.408,
12/31/2020,271.333,,,,,,143.263824,,,,,,43.05,,,,,,,,41.4,,,32.4,,,,,,32.4,,,32.4,33.9,,,0.71,0.71,0.655,,0.71,0.71,0.655,
