Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,552.877014,0.0,0.0,0.0,66.588997,,,69.573997,,,,,22.57,,,,,158.733002,278.549988,752.231995,-473.682007,0.0,115.594002,,,,115.594002,394.14399,,21.236,21.236,,,,3.255,,,,,,33.778001,,,33.778001,58.269001,106.426003,,,,,54.056,,,,54.056,160.482002,218.751003,0.0,333.097992,,,0.0,,1.028,334.125992,0.0,334.125992,552.876995,
06/30/1994,588.455017,0.0,0.0,0.0,87.538002,,,69.686996,,,,,23.316999,,,,,180.542007,282.791992,761.89801,-479.105988,0.0,125.121002,,,,125.121002,407.912994,,34.178001,34.178001,,,,2.505,,,,,,38.051999,,,38.051999,74.735001,105.089996,,,,,55.993,,,,55.993,161.082996,235.817997,0.0,333.097992,,,0.0,,19.539,352.636992,0.0,352.636992,588.454988,
09/30/1994,604.593018,0.0,0.0,0.0,88.037003,,,66.850998,,,,,49.078999,,,,,203.966995,284.766998,771.424011,-486.657013,0.0,115.859001,,,,115.859001,400.625999,,25.979,25.979,,,,3.751,,,,,,42.451999,,,42.451999,72.181999,104.710999,,,,,58.035,,,,58.035,162.745998,234.927998,0.0,333.097992,,,0.0,,36.567001,369.664993,0.0,369.664993,604.592991,
12/31/1994,593.890991,0.0,0.0,0.0,65.961998,,,69.018997,,,,,53.051998,,,,,188.033005,291.622009,777.961975,-486.339996,0.0,114.236,,,,114.236,405.858009,,19.200001,19.200001,,,,6.696,,,,,,29.715999,,,29.715999,55.612,103.746002,,,,,58.264,,,,58.264,162.010002,217.622002,0.0,331.764008,,,0.0,,44.505001,376.269009,0.0,376.269009,593.89101,
03/31/1995,670.629028,0.0,0.0,0.0,97.015999,,,110.399002,,,,,21.440001,,,,,228.854996,366.764008,864.262024,-497.497986,0.0,75.010002,,,,75.010002,441.77401,,26.311001,26.311001,,,,113.136002,,,,,,48.453999,,,48.453999,187.901001,3.155,,,,,100.142998,,,,100.142998,103.297998,291.198999,0.0,331.764008,,,0.0,,47.666,379.430008,0.0,379.430008,670.629007,
06/30/1995,703.901001,0.0,0.0,0.0,111.684998,,,120.709,,,,,19.049,,,,,251.442993,373.26001,878.700989,-505.44101,0.0,79.197998,,,,79.197998,452.458008,,25.891001,25.891001,,,,108.734001,,,,,,64.026991,,,64.026991,198.651993,1.125,,,,,109.806,,,,109.806,110.931,309.582993,0.0,331.764008,,,0.0,,62.554001,394.318008,0.0,394.318008,703.901001,
09/30/1995,736.79303,0.0,0.0,0.0,119.862,,,114.078003,,,,,45.269001,,,,,279.209015,379.209015,896.604004,-517.39502,0.0,78.375,,,,78.375,457.584015,,23.507,23.507,,,,104.585999,,,,,,71.731998,,,71.731998,199.824997,0.518,,,,,123.776001,,,,123.776001,124.294001,324.118998,0.0,331.764008,,,0.0,,80.910004,412.674011,0.0,412.674011,736.793009,
12/31/1995,789.370972,0.0,0.0,0.0,94.759003,,,113.402,,,,,106.194,,,,,314.355011,392.222992,919.862,-527.638977,0.0,82.792999,,,,82.792999,475.015991,,26.211,26.211,,,,106.667,,,,,,40.457998,,,40.457998,173.335999,124.986,,,,,67.503998,,,,67.503998,192.489998,365.825996,0.0,331.764008,,,0.0,,91.780998,423.545006,0.0,423.545006,789.371002,
03/31/1996,706.758972,0.0,0.0,0.0,97.785004,,,119.842003,,,,,22.094,,,,,239.720993,386.065002,924.754028,-538.689026,0.0,80.973,,,,80.973,467.038002,,25.507999,25.507999,,,,6.71,,,,,,57.843997,,,57.843997,90.061996,124.871002,,,,,69.013,,,,69.013,193.884003,283.945999,0.0,331.764008,,,0.0,,91.049004,422.813011,0.0,422.813011,706.75901,
06/30/1996,746.367981,0.0,0.0,0.0,132.382004,,,114.785004,,,,,23.893,,,,,271.059998,393.708008,942.223022,-548.515015,0.0,81.599998,,,,81.599998,475.308006,,28.716999,28.716999,,,,5.344,,,,,,71.76,,,71.76,105.820999,124.871002,,,,,71.124001,,,,71.124001,195.995003,301.816002,0.0,331.764008,,,0.0,,112.788002,444.55201,0.0,444.55201,746.368011,
09/30/1996,750.599976,2.364,2.364,0.0,133.559006,,,113.082001,,,,,20.136,,,,,269.140991,396.540985,957.856018,-561.315002,0.0,84.917999,,,,84.917999,481.458984,,28.832001,28.832001,,,,0.19,,,,,,57.199999,,,57.199999,86.222,124.806999,,,,,73.058998,,,,73.058998,197.865997,284.087997,0.0,331.764008,,,0.0,,134.748001,466.512009,0.0,466.512009,750.600006,
12/31/1996,768.91803,0.0,0.0,0.0,134.207001,,,113.774002,,,,,23.184999,,,,,271.165985,408.820007,981.213989,-572.393982,0.0,88.931999,,,,88.931999,497.752007,,36.419998,36.419998,,,,5.533,,,,,,46.190999,,,46.190999,88.143997,125.889999,,,,,73.906998,,,,73.906998,199.796997,287.940994,0.0,331.764008,,,0.0,,149.212997,480.977005,0.0,480.977005,768.917999,
03/31/1997,762.741028,8.424,8.424,0.0,108.458,,,118.280998,,,,,22.319,,,,,257.481995,413.045013,998.770996,-585.726013,0.0,92.213997,,,,92.213997,505.25901,,29.677999,29.677999,,,,1.213,,,,,,43.427001,,,43.427001,74.318001,125.835999,,,,,78.225998,,,,78.225998,204.061996,278.379997,0.0,331.769989,,,0.0,,152.591003,484.360992,0.0,484.360992,762.74099,
06/30/1997,1121.176025,8.484,8.484,0.0,164.011993,,,132.850006,,,,,21.599001,,,,,326.945007,589.297974,1190.708984,-601.411011,0.0,204.932999,,,,204.932999,794.230972,,45.763,45.763,,,,101.313004,,,,,,57.270996,,,57.270996,204.347,275.934998,,,,,131.694,,,,131.694,407.628998,611.975998,0.0,331.769989,,,0.0,,177.429993,509.199982,0.0,509.199982,1121.17598,
09/30/1997,1145.796997,15.045,15.045,0.0,176.863998,,,128.746994,,,,,19.226,,,,,339.881989,603.322998,1239.67395,-636.351013,0.0,202.591995,,,,202.591995,805.914993,,47.415001,47.415001,,,,1.431,,,,,,65.886001,,,65.886001,114.732002,351.76001,,,,,134.964996,,,,134.964996,486.725006,601.457008,0.0,336.165985,,,0.0,,208.173996,544.339981,0.0,544.339981,1145.796989,
12/31/1997,1105.713013,18.660999,18.660999,0.0,147.432007,,,132.582993,,,,,23.336,,,,,322.011993,591.419983,1242.677002,-651.257019,0.0,192.281006,,,,192.281006,783.700989,,49.598999,49.598999,,,,1.431,,,,,,57.205002,,,57.205002,108.235001,310.674988,,,,,124.967003,,,,124.967003,435.641991,543.876991,0.0,336.227997,,,0.0,,225.608002,561.835999,0.0,561.835999,1105.71299,
03/31/1998,1121.718994,4.03,4.03,0.0,130.037994,,,148.425003,22.958,,,,24.304001,,,,,306.796997,619.611023,1289.279053,-669.66803,0.0,195.311005,,,,195.311005,814.922028,,38.936001,38.936001,,,,31.538,,,,,,52.642996,,,52.642996,123.116997,311.34201,,,,,128.156006,,,,128.156006,439.498016,562.615013,0.0,336.406006,,,0.0,,222.697998,559.104004,0.0,559.104004,1121.719017,
06/30/1998,1200.217041,15.873,15.873,0.0,178.244003,,,154.658997,25.306999,12.342,119.455002,,23.287001,,,,,372.062988,611.77002,1299.973999,-688.203979,0.0,216.384003,170.149994,,,46.234009,828.154022,,50.07,50.07,,,,41.535999,,,,,,66.233006,,,66.233006,157.839005,311.739014,,,,,130.154999,,,,130.154999,441.894012,599.733017,0.0,347.006989,,,0.0,,253.477005,600.483994,0.0,600.483994,1200.21701,
09/30/1998,1236.387939,12.195,12.195,0.0,193.936005,,,145.947006,25.306999,11.95,111.039001,,21.702999,,,,,373.781006,634.241028,1338.366943,-704.125977,0.0,228.365997,209.848999,,,18.516998,862.607025,,46.912998,46.912998,,,,20.65,,,,,,80.694006,,,80.694006,148.257004,313.720001,,,,,132.617004,,,,132.617004,446.337006,594.594009,0.0,348.276001,,,0.0,,293.518005,641.794006,0.0,641.794006,1236.388016,
12/31/1998,1588.588989,14.586,14.586,0.0,171.511002,,,157.104004,25.306999,12.342,127.903999,-8.449,26.187,,,,,369.388,777.528015,1502.511963,-724.984009,0.0,441.673004,375.977997,,,65.695007,1219.201019,,57.720001,57.720001,,,,15.657,,,,,,78.856001,,,78.856001,152.233002,602.112976,,,,,166.544006,,,,166.544006,768.656982,920.889984,0.0,349.710999,,,0.0,,317.988007,667.699005,0.0,667.699005,1588.588989,
03/31/1999,1596.803955,8.987,8.987,0.0,166.214005,166.214005,,172.315994,23.27,10.803,136.291,-8.668,28.09,,,,,375.606995,780.828003,1524.501953,-743.674011,0.0,440.368988,347.346985,347.346985,0.0,93.022003,1221.196991,,,,,,,14.527,,,,,,141.931999,,,141.931999,156.459,601.882996,,,,,168.194,,,,168.194,770.076996,926.535995,0.0,350.403015,,,,319.86499,0.0,670.268005,0.0,670.268005,1596.804001,
06/30/1999,1668.962,0.0,0.0,0.0,224.78,224.78,,175.417,24.597,11.541,139.279,-8.237,27.09,,,,,427.287,779.873,1541.977,-762.104,0.0,461.802,345.308,345.308,0.0,116.494,1241.675,,,,,,,24.728,,,,,,164.352,,,164.352,189.08,602.176,,,,,170.269,,,,170.269,772.445,961.525,0.0,352.369,,,,355.068,0.0,707.437,0.0,707.437,1668.962,
09/30/1999,1733.473999,0.599,0.599,0.0,231.141998,231.141998,,172.246002,24.718,10.635,145.384003,0.0,25.761999,,,,,429.748993,809.664001,1596.81897,-787.155029,0.0,494.061005,374.113007,374.113007,0.0,119.947998,1303.725006,,,,,,,41.194,,,,,,178.195999,,,178.195999,219.389999,603.289978,,,,,171.065002,,,,171.065002,774.35498,993.74498,0.0,346.782013,,,,392.946991,0.0,739.729004,0.0,739.729004,1733.473984,
12/31/1999,1742.573975,3.403,3.403,0.0,197.554001,,,172.865005,25.862,9.972,143.776001,0.0,29.542999,,,,,403.36499,846.992981,1653.208008,-806.215027,0.0,492.216003,406.824005,,,85.391998,1339.208984,,55.872002,55.872002,,,,39.722,,,,,,87.101997,,,87.101997,182.695999,602.010986,,,,,183.860992,,,,183.860992,785.871979,968.567978,0.0,354.513,,,0.0,,419.493011,774.006012,0.0,774.006012,1742.57399,
03/31/2000,1766.405,0.0,0.0,0.0,194.152,194.152,,186.924,26.913,9.057,157.954,0.0,30.765,,,,,411.841,858.853,1686.66,-827.807,0.0,495.711,373.509,373.509,0.0,122.202,1354.564,,,,,,,61.204,,,,,,143.63,,,143.63,204.834,601.654,,,,,184.026,,,,184.026,785.68,990.514,0.0,355.143,,,0.0,420.748,0.0,775.891,0.0,775.891,1766.405,
06/30/2000,1838.118,3.363,3.363,0.0,233.394,233.394,,192.787,27.356,10.37,162.546,0.0,27.717,,,,,457.261,877.374,1728.253,-850.879,0.0,503.483,378.97,378.97,0.0,124.513,1380.857,,,,,,,84.892,,,,,,151.626,,,151.626,236.518,601.748,,,,,186.899,,,,186.899,788.647,1025.165,0.0,356.161,,,0.0,456.792,0.0,812.953,0.0,812.953,1838.118,
09/30/2000,1854.288,5.355,5.355,0.0,231.143,231.143,,192.381,27.325,10.127,162.752,0.0,34.632,,,,,463.511,891.294,1764.517,-873.223,0.0,499.483,375.399,375.399,0.0,124.084,1390.777,,,,,,,52.439,,,,,,164.138,,,164.138,216.577,601.313,,,,,187.798,,,,187.798,789.111,1005.688,0.0,356.304,,,0.0,492.296,0.0,848.6,0.0,848.6,1854.288,
12/31/2000,1841.439,0.0,0.0,0.0,180.915,,,207.534,26.692,9.548,177.066,-5.772,36.552,,,,,425.001,914.072,1813.601,-899.529,0.0,502.366,409.456,374.994,34.462,92.91,1416.438,,59.029,59.029,,,,49.933,,,,,,80.151,,,80.151,189.113,601.58,,,,,187.46,,,,187.46,789.04,978.153,0.0,357.014,,,0.0,,506.272,863.286,0.0,863.286,1841.439,
03/31/2001,2157.119,234.534,234.534,0.0,185.81,185.81,,226.522,27.155,8.595,196.621,0.0,40.496,,,,,687.362,945.652,1871.376,-925.724,0.0,524.105,394.178,394.178,0.0,129.927,1469.757,,,,,,,112.084,,,,,,133.261,,,133.261,245.345,852.041,,,,,184.961,,,,184.961,1037.002,1282.347,0.0,379.774,,,0.0,494.998,0.0,874.772,0.0,874.772,2157.119,
06/30/2001,2234.584,0.0,0.0,0.0,274.559,274.559,,240.341,25.946,7.71,212.65,0.0,26.351,,,,,541.251,1029.682,1976.491,-946.809,0.0,663.651,590.417,590.417,0.0,73.234,1693.333,,,,,,,43.65,,,,,,191.514,,,191.514,235.164,854.711,,,,,200.628,,,,200.628,1055.339,1290.503,0.0,416.812,,,0.0,527.269,0.0,944.081,0.0,944.081,2234.584,
09/30/2001,2258.41,0.0,0.0,0.0,277.469,277.469,,232.013,26.106,6.983,205.741,0.0,29.74,,,,,539.222,1066.399,2031.922,-965.523,0.0,652.789,579.394,579.394,0.0,73.395,1719.188,,,,,,,2.639,,,,,,210.937,,,210.937,213.576,834.638,,,,,211.122,,,,211.122,1045.76,1259.336,0.0,432.667,,,0.0,566.407,0.0,999.074,0.0,999.074,2258.41,
12/31/2001,2224.58,1.379,1.379,0.0,215.184,,,231.003,23.668,5.659,207.696,0.0,48.666,,,,,496.232,1082.189,2074.422,-992.233,0.0,646.159,606.968,571.186,35.782,39.191,1728.348,,79.572,79.572,,,,4.49,,,,,,107.975,,,107.975,192.037,797.385,,,,,212.946,,,,212.946,1010.331,1202.368,0.0,437.505,,,0.0,,584.707,1022.212,0.0,1022.212,2224.58,
03/31/2002,2236.343,11.137,11.137,0.0,200.592,200.592,,253.515,24.51,7.757,227.868,0.0,50.068,,,,,515.312,1074.943,2097.548,-1022.605,0.0,646.088,610.735,576.407,34.328,35.353,1721.031,,74.53,74.53,,,,6.119,,,,,,109.068,,,109.068,189.717,821.088,,,,,221.866,,,,221.866,1042.954,1232.671,0.0,436.312,,,0.0,567.36,0.0,1003.672,0.0,1003.672,2236.343,
06/30/2002,2301.541,4.756,4.756,0.0,281.778,281.778,,252.715,23.538,6.7,230.342,0.0,34.466,,,,,573.715,1053.714,2091.534,-1037.82,0.0,674.112,614.534,581.615,32.919,59.578,1727.826,,80.288,80.288,,,,8.618,,,,,,121.63,,,121.63,210.536,801.351,,,,,229.494,,,,229.494,1030.845,1241.381,0.0,446.272,,,0.0,613.888,0.0,1060.16,0.0,1060.16,2301.541,
09/30/2002,2321.994,6.077,6.077,0.0,281.044,281.044,,241.695,23.677,9.363,216.918,0.0,48.984,,,,,577.8,1062.538,2119.669,-1057.131,0.0,681.656,627.055,593.706,33.349,54.601,1744.194,,81.653,81.653,,,,9.699,,,,,,132.385,,,132.385,223.737,773.48,,,,,233.005,,,,233.005,1006.485,1230.222,0.0,446.282,,,0.0,645.49,0.0,1091.772,0.0,1091.772,2321.994,
12/31/2002,2273.028,14.498,14.498,0.0,232.884,232.884,,239.726,23.724,8.967,212.694,0.0,53.539,,,,,540.647,1067.576,2146.48,-1078.904,0.0,664.805,609.421,577.449,31.972,55.384,1732.381,,73.186,73.186,,,,26.191,,,,,,112.948,,,112.948,212.325,733.471,,,,,244.222,,,,244.222,977.693,1190.018,0.0,447.641,,,0.0,642.734,-7.365,1083.01,0.0,1083.01,2273.028,
03/31/2003,2268.875,4.226,4.226,0.0,222.286,222.286,,247.868,22.997,9.329,221.59,0.0,58.88,,,,,533.26,1067.292,2172.933,-1105.641,0.0,668.323,610.9,580.081,30.819,57.423,1735.615,,63.901,63.901,,,,8.96,,,,,,130.863,,,130.863,203.724,758.938,,,,,260.043,,,,260.043,1018.981,1222.705,0.0,447.813,,,0.0,605.722,-7.365,1046.17,0.0,1046.17,2268.875,
06/30/2003,2306.973,6.907,6.907,0.0,296.525,296.525,,237.802,22.354,9.257,211.226,0.0,45.53,,,,,586.764,1058.537,2186.696,-1128.159,0.0,661.672,608.147,579.094,29.053,53.525,1720.209,,74.893,74.893,,,,9.439,,,,,,123.133,,,123.133,207.465,746.701,,,,,266.784,,,,266.784,1013.485,1220.95,0.0,448.017,,,0.0,645.371,-7.365,1086.023,0.0,1086.023,2306.973,
09/30/2003,2331.182,53.574,53.574,0.0,312.843,312.843,,212.681,22.548,10.591,185.896,-6.354,33.274,,,,,612.372,1046.334,2190.708,-1144.374,0.0,672.476,607.422,577.491,29.931,65.054,1718.81,,82.702,82.702,,,,1.249,,,,,,123.036,,,123.036,206.987,719.759,,,,,281.482,,,,281.482,1001.241,1208.228,0.0,448.223,,,0.0,682.096,-7.365,1122.954,0.0,1122.954,2331.182,
12/31/2003,2319.225098,125.133003,125.133003,0.0,231.514008,231.514008,,213.843002,23.819,12.535,183.479004,-5.99,40.160999,,,,,610.651001,1042.432007,2205.465088,-1163.032959,17.667999,648.473999,602.728027,577.585999,25.142029,45.745972,1708.574005,,76.575996,76.575996,,,,12.332,,,,,,133.843011,,,133.843011,222.751007,717.072998,,,,,249.554001,,,,249.554001,966.626999,1189.378006,0.0,435.89801,,,0.0,702.643005,-8.694031,1129.846985,0.0,1129.846985,2319.224991,
03/31/2004,2265.718,52.78,52.78,,226.059,226.059,,229.663,24.537,15.4,196.534,-6.808,54.568,,,,,563.07,1038.686,2222.22,-1183.534,,663.962,603.948,580.252,23.696,60.014,1702.648,,71.411,71.411,,,,13.036,,,,,,137.025,,,137.025,221.472,718.578,,,,,234.923,,,,234.923,953.501,1174.973,,412.007,,,,687.432,-8.694,1090.745,,1090.745,2265.718,
06/30/2004,2312.96,85.802,85.802,0.0,259.889,259.889,,228.724,24.588,13.918,195.677,-5.459,42.46,,,,,616.875,1041.057,2242.291,-1201.234,0.0,655.028,598.91,578.431,20.479,56.118,1696.085,,77.482,77.482,,,,11.967,11.967,0.0,0.0,,,109.585,,,109.585,199.034,713.238,713.238,0.0,0.0,,272.6,,,,272.6,985.838,1184.872,0.0,413.303,,,0.0,723.479,-8.694,1128.088,0.0,1128.088,2312.96,
09/30/2004,2388.217,135.477,135.477,,286.024,286.024,,208.69,25.254,15.109,174.36,-6.033,49.789,,,,,679.98,1044.89,2270.304,-1225.414,,663.347,596.779,577.076,19.703,66.568,1708.237,,89.94,89.94,,,,6.713,,,,,,124.096,,,124.096,220.749,714.955,,,,,284.987,,,,284.987,999.942,1220.691,,408.374,,,,767.846,-8.694,1167.526,,1167.526,2388.217,
12/31/2004,2355.852,161.62,161.62,0.0,219.589,219.589,,209.309,24.347,17.412,173.013,-5.463,33.735,,,,,624.253,1065.215,2309.537,-1244.322,26.501,639.883,588.262,567.495,20.767,51.621,1731.599,,89.949,89.949,,,,10.497,,,,,,103.367,,,103.367,203.813,713.661,,,,,284.951,,,,284.951,998.612,1202.425,0.0,367.098,,,0.0,795.299,-8.97,1153.427,0.0,1153.427,2355.852,
12/31/2005,2433.316,101.745,76.745,25.0,230.093,225.012,,222.728,31.158,17.99,185.681,-12.101,47.475,,,,,602.041,1166.351,2501.774,-1335.423,27.883,637.041,588.007,569.263,18.744,49.034,1831.275,,93.445,93.445,,,,8.153,8.069,0.084,0.084,,,98.524,,,98.524,200.122,709.159,708.583,0.576,0.576,,350.35,,,,350.35,1059.509,1259.631,0.0,240.998,,,0.0,948.012,-15.325,1173.685,0.0,1173.685,2433.316,
03/31/2006,2434.959,31.153,31.153,,245.228,241.587,,241.445,34.375,17.182,201.464,-11.576,67.055,,,,,584.881,1205.505,2563.178,-1357.673,15.318,629.255,587.959,570.336,17.623,41.296,1850.078,,93.347,93.347,,,,11.927,,,,,,110.26,,,110.26,215.534,705.862,,,,,326.56,,,,326.56,1032.422,1247.956,,238.857,,,,963.471,-15.325,1187.003,,1187.003,2434.959,
06/30/2006,2502.016,20.386,20.386,,295.053,292.559,,243.714,37.845,18.195,199.529,-11.855,48.614,,,,,607.767,1256.0,2641.697,-1385.697,10.836,627.413,587.182,570.336,16.846,40.231,1894.249,,99.526,99.526,,,,29.313,,,,,,121.737,,,121.737,250.576,705.359,,,,,326.796,,,,326.796,1032.155,1282.731,,205.982,,,,1028.628,-15.325,1219.285,,1219.285,2502.016,
09/30/2006,2532.696,22.829,22.829,,296.001,293.702,,244.537,40.202,17.975,198.541,-12.181,44.922,,,,,608.289,1279.366,2695.56,-1416.194,10.713,634.328,582.96,570.336,12.624,51.368,1924.407,,89.65,89.65,,,,147.326,,,,,,122.719,,,122.719,359.695,579.824,,,,,331.107,,,,331.107,910.931,1270.626,,187.061,,,,1092.196,-17.187,1262.07,,1262.07,2532.696,
12/31/2006,2506.421,32.282,32.282,,244.92,242.399,,256.287,37.935,19.271,213.302,-14.221,58.865,,,,,592.354,1295.491,2739.327,-1443.836,10.355,608.221,581.486,570.538,10.948,26.735,1914.067,,85.237,85.237,,,,134.346,134.178,0.168,0.168,,,95.489,,,95.489,315.072,579.308,578.688,0.62,0.62,,358.069,,,,358.069,937.377,1252.449,,147.939,,,,1142.084,-36.051,1253.972,,1253.972,2506.421,
03/31/2007,2560.527,18.108,18.108,,252.805,250.511,,281.467,40.181,21.138,234.955,-14.807,68.828,,,,,621.208,1314.583,2786.007,-1471.424,9.493,615.243,586.5,575.67,10.83,28.743,1939.319,,90.933,90.933,,,,387.958,,,,,,148.783,,,148.783,627.674,578.683,,,,,353.053,,,,353.053,931.736,1559.41,,62.234,,,,974.106,-35.223,1001.117,,1001.117,2560.527,
