Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2000,20525.480469,1091.299988,497.549011,593.750977,83.507004,,,,0.0,,,,,88.184998,,,,,,,1262.991943,86.478996,133.740997,-47.262001,243.643005,18932.369141,18930.810547,,,,,1.558594,19262.491142,,161.397003,161.397003,,,,0.0,,,,,502.316986,,,,502.316986,663.713989,0.0,,,,,201.863007,,,,,201.863007,201.863007,865.576996,0.0,21492.369141,,,0.0,,-1832.468994,19659.900146,0.0,19659.900146,20525.477142,
12/31/2000,19195.220703,1026.275024,460.362,565.913025,128.011002,,,,0.0,,,,,32.146,,,,,,,1186.432007,105.601997,140.386993,-34.785,209.145004,17694.039062,17656.640625,,,,,37.398438,18008.786064,,193.951996,193.951996,,,,0.0,0.0,0.0,0.0,,471.527008,,,,471.527008,665.479004,0.0,0.0,0.0,0.0,,59.134998,,,,,59.134998,59.134998,724.614002,0.0,21670.849609,,,,,-3200.238037,18470.611572,0.0,18470.611572,19195.225574,
03/31/2001,17885.320312,909.929993,363.648987,546.281006,161.149994,,,,0.0,0.0,0.0,0.0,0.0,29.181999,,,,,,,1100.261963,114.736,,,333.729004,16336.589844,16286.30957,,,,,50.280273,16785.054848,,204.378006,204.378006,,,,0.0,0.0,0.0,0.0,,447.343979,,,,447.343979,651.721985,0.0,0.0,0.0,0.0,,109.654999,,,,,109.654999,109.654999,761.376984,0.0,21699.990234,,,,,-4576.042969,17123.947266,0.0,17123.947266,17885.324249,
06/30/2001,6768.748,798.174,450.014,348.16,189.622,189.622,,,0.0,0.0,0.0,0.0,0.0,29.065,,,,,,,1016.861,133.073,,,458.123,5160.691,5067.158,,,,,93.533,5751.887,,222.655,222.655,,,,0.0,0.0,0.0,0.0,,435.252,,,,435.252,657.907,0.0,0.0,0.0,0.0,,138.387,,,,,138.387,138.387,796.294,0.0,21734.88,,,,-15731.033,-31.393,5972.454,0.0,5972.454,6768.748,
09/30/2001,6394.666016,714.782974,565.71698,149.065994,228.376007,,,,0.0,0.0,0.0,0.0,0.0,41.007999,,,,,,,984.166992,133.636993,,,471.81601,4805.045898,4700.76416,,,,,104.281738,5410.498901,,247.192001,247.192001,,,,0.0,0.0,0.0,0.0,,442.625015,,,,442.625015,689.817017,0.0,0.0,0.0,0.0,,146.203003,,,,,146.203003,146.203003,836.02002,0.0,21704.589844,,,,,-16145.94043,5558.649414,0.0,5558.649414,6394.669434,
12/31/2001,7537.507812,726.696991,306.053986,420.643005,314.923004,,,,0.0,0.0,0.0,0.0,0.0,48.938999,,,,,,,1090.55896,532.546021,625.781006,-93.235001,201.781006,5712.62207,5691.168945,,,,,21.453125,6446.949097,,313.446991,313.446991,,,,0.0,0.0,0.0,0.0,,520.39798,,,,520.39798,833.844971,0.0,0.0,0.0,0.0,,197.589005,,,,,197.589005,197.589005,1031.433975,0.0,23051.779297,,,,,-16545.710938,6506.068359,0.0,6506.068359,7537.502335,
03/31/2002,7528.834961,305.755005,186.117004,119.638,282.701996,,,,0.0,0.0,0.0,0.0,0.0,86.093002,,,,,,,674.549988,612.744995,,,198.352997,6043.187012,6029.803223,5149.14502,880.658203,,,13.383789,6854.285004,,302.152008,302.152008,,,,0.0,0.0,0.0,0.0,,493.236969,,,,493.236969,795.388977,0.0,0.0,0.0,0.0,,252.153,,,,,252.153,252.153,1047.541977,0.0,23064.830078,,,,,-16583.539062,6481.291016,0.0,6481.291016,7528.832993,
06/30/2002,2692.450928,281.652,177.292999,104.359001,247.098007,,,,0.0,0.0,0.0,0.0,0.0,81.961998,,,,,,,610.711975,608.796021,,,110.814003,1362.130981,1350.764038,780.346985,570.417053,,,11.366943,2081.741005,,290.747009,290.747009,,,,0.0,0.0,0.0,0.0,,488.450989,,,,488.450989,779.197998,0.0,0.0,0.0,0.0,,225.987,,,,,225.987,225.987,1005.184998,0.0,23067.769531,,,,,-21380.5,1687.269531,0.0,1687.269531,2692.454529,
09/30/2002,2598.923096,327.035995,212.649994,114.386002,206.0,,,,0.0,0.0,0.0,0.0,0.0,74.721001,,,,,,,607.757019,620.424988,,,55.023998,1315.717041,1305.261963,790.749023,514.512939,,,10.455078,1991.166027,,297.307007,297.307007,,,,0.0,0.0,0.0,0.0,,439.942993,,,,439.942993,737.25,0.0,0.0,0.0,0.0,,244.347,,,,,244.347,244.347,981.597,0.0,23070.759766,,,,,-21453.439453,1617.320312,0.0,1617.320312,2598.917313,
12/31/2002,2391.318115,403.903992,282.287994,121.615997,134.123993,,,,0.0,0.0,0.0,0.0,0.0,66.276001,,,,,,,604.304016,609.354004,802.309021,-192.955002,36.741001,1140.918945,1129.602051,667.310974,462.291077,,,11.316895,1787.01395,,278.545013,278.545013,,,,0.0,0.0,0.0,0.0,,386.799957,,,,386.799957,665.344971,0.0,-0.559,0.559,0.559,,146.548004,,,,,146.548004,146.548004,811.892975,0.0,23072.449219,,,,,-21493.029297,1579.419922,0.0,1579.419922,2391.312897,
03/31/2003,2368.191895,475.137985,317.97699,157.160995,119.422997,,,,0.0,0.0,0.0,0.0,0.0,71.420998,,,,,,,665.981995,592.651978,,,22.764999,1086.792969,1075.412964,,,,,11.380005,1702.209946,,287.447998,287.447998,,,,0.0,0.0,0.0,0.0,,365.700012,,,,365.700012,653.14801,0.0,0.0,0.0,0.0,,179.871002,,,,,179.871002,179.871002,833.019012,0.0,23078.580078,,,,-21533.609375,-9.791016,1535.179688,0.0,1535.179688,2368.1987,
06/30/2003,2226.410889,512.203011,397.626007,114.577003,101.122002,,,,0.0,0.0,0.0,0.0,0.0,69.995003,,,,,,,683.320007,591.447998,,,22.528,929.11499,897.919983,,,,,31.195007,1543.090988,,281.194,281.194,,,,0.0,0.0,0.0,0.0,,355.649017,,,,355.649017,636.843018,0.0,0.0,0.0,0.0,,191.057007,,,,,191.057007,191.057007,827.900024,0.0,23083.300781,,,,-21676.460938,-8.328125,1398.511719,0.0,1398.511719,2226.411743,
09/30/2003,2214.927979,598.838013,380.824005,218.014008,99.660004,,,,0.0,0.0,0.0,0.0,0.0,62.658001,,,,,,,761.156006,578.692017,,,23.249001,851.830994,820.224976,,,,,31.606018,1453.772011,,287.028015,287.028015,,,,0.0,0.0,0.0,0.0,,348.313965,,,,348.313965,635.34198,0.0,0.0,0.0,0.0,,199.264008,,,,,199.264008,199.264008,834.605988,0.0,23096.650391,,,,-21707.179688,-9.150391,1380.320312,0.0,1380.320312,2214.9263,
12/31/2003,2100.217041,723.685974,393.786987,329.898987,100.120003,100.120003,,,0.0,0.0,0.0,0.0,0.0,56.601002,,,,,,,880.406982,520.218994,805.203979,-284.984985,21.749001,677.84198,618.036011,401.371002,216.665009,,,59.805969,1219.809975,,290.587006,290.587006,,,,0.0,0.0,0.0,0.0,,264.618988,,,,264.618988,555.205994,0.0,0.0,0.0,0.0,,132.529007,,,,,132.529007,132.529007,687.735001,0.0,23128.339844,,,,-21730.019531,-14.660156,1383.660156,28.829,1412.489157,2100.224157,
03/31/2004,2201.637939,657.866989,406.68399,251.182999,107.209,107.209,,,0.0,0.0,0.0,0.0,0.0,62.320999,,,,,,,827.396973,505.450989,,,59.124001,809.666016,746.830017,522.755981,224.074036,,,62.835999,1374.241005,,255.091995,255.091995,,,,0.0,0.0,0.0,0.0,,285.989975,,,,285.989975,541.08197,0.0,0.0,0.0,0.0,,135.460007,,,,,135.460007,135.460007,676.541977,0.0,23232.109375,,,,-21731.0,-3.990234,1497.119141,27.982,1525.101141,2201.643118,
06/30/2004,2429.086914,573.785004,326.272003,247.513,147.945999,147.945999,,,0.0,0.0,0.0,0.0,0.0,75.166,,,,,,,796.896973,504.657013,,,11.401,1116.131958,1017.369995,727.870972,289.499023,,,98.761963,1632.189971,,303.789001,303.789001,,,,0.0,0.0,0.0,0.0,,310.020996,,,,310.020996,613.809998,0.0,0.0,0.0,0.0,,155.666,,,,,155.666,155.666,769.475998,0.0,23346.089844,,,,-21709.0,-9.419922,1627.669922,31.937,1659.606922,2429.08292,
09/30/2004,2457.509,605.707,231.447,374.26,183.418,183.418,,,0.0,0.0,0.0,0.0,0.0,68.639,,,,,,,857.764,499.222,,,6.833,1093.69,992.437,725.41,267.027,,,101.253,1599.745,,334.916,334.916,,,,0.0,0.0,0.0,0.0,,312.407,,,,312.407,647.323,0.0,0.0,0.0,0.0,,155.75,,,,,155.75,155.75,803.073,0.0,23300.0,,,,-21.669,-21656.931,1621.4,33.037,1654.437,2457.51,
12/31/2004,2592.874,737.425,330.641,406.784,198.317,198.317,,,0.0,0.0,0.0,0.0,0.0,70.381,,,,,,,1006.123,512.621,853.337,-340.716,46.765,1027.365,969.265,725.427,243.838,,,58.1,1586.751,,382.025,382.025,,,,0.0,0.0,0.0,0.0,,317.57,,,,317.57,699.595,0.0,0.0,0.0,0.0,,165.005,,,,,165.005,165.005,864.6,0.0,23253.364,,,0.0,-21553.829,-7.538,1691.997,36.277,1728.274,2592.874,
03/31/2005,2705.908,820.712,389.377,431.335,257.735,257.735,,,,,,,,83.765,,,,,,,1162.212,508.744,869.952,-361.208,24.607,1010.345,944.455,722.997,221.458,,,65.89,1543.696,,404.069,404.069,,,,0.0,0.0,0.0,0.0,,345.775,,,,345.775,749.844,0.0,0.0,0.0,0.0,,162.786,,,,,162.786,162.786,912.63,0.0,23270.427,,,,-21504.654,-10.328,1755.445,37.833,1793.278,2705.908,
06/30/2005,3118.663,881.539,449.579,431.96,279.985,279.985,,,,,,,,126.763,,,,,,,1288.287,522.884,906.652,-383.768,25.196,1282.296,1217.31,972.05,245.26,,,64.986,1830.376,,480.284,480.284,,,,0.0,,,,,366.643,,,,366.643,846.927,0.0,,,,,161.87,,,,,161.87,161.87,1008.797,0.0,23549.198,,,,-21463.359,-14.619,2071.22,38.646,2109.866,3118.663,
09/30/2005,2979.138,748.18,309.944,438.236,271.21,271.21,,,0.0,0.0,0.0,0.0,0.0,107.481,,,,,,,1126.871,528.291,932.778,-404.487,25.8,1298.176,1231.422,1006.441,224.981,,,66.754,1852.267,,476.151,476.151,,,,0.0,0.0,0.0,0.0,,378.043,,,,378.043,854.194,0.0,0.0,0.0,0.0,,161.975,,,,,161.975,161.975,1016.169,0.0,23363.25,,,,-21418.785,-20.991,1923.474,39.495,1962.969,2979.138,
12/31/2005,3180.721,854.832,476.826,378.006,279.766,279.766,,,0.0,0.0,0.0,0.0,0.0,99.21,,,,,,,1233.808,558.272,981.818,-423.546,26.419,1362.222,1294.265,1068.963,225.302,,,67.957,1946.913,,567.848,567.848,,,,0.0,0.0,0.0,0.0,,385.828,,,,385.828,953.676,0.0,0.0,0.0,0.0,,162.118,,,,,162.118,162.118,1115.794,0.0,23368.706,,,,-21308.512,-36.752,2023.442,41.485,2064.927,3180.721,
03/31/2006,3209.835,759.433,431.25,328.183,265.511,265.511,,,0.0,0.0,0.0,0.0,0.0,104.553,,,,,,,1129.497,557.005,,,50.972,1472.361,1455.054,1188.009,267.045,,,17.307,2080.338,,541.9,541.9,,,,,0.0,0.0,0.0,,414.835,,,,414.835,956.735,0.0,0.0,0.0,0.0,,181.649,,,,,181.649,181.649,1138.384,0.0,23168.862,,,,-21127.597,-11.448,2029.817,41.634,2071.451,3209.835,
06/30/2006,3858.625,682.963,426.425,256.538,297.036,297.036,,,0.0,0.0,0.0,0.0,0.0,360.168,,,,,,,1340.167,583.328,1054.564,-471.236,0.0,1935.13,1672.811,1343.866,328.945,,,262.319,2518.458,,668.358,668.358,,,,174.0,174.0,0.0,0.0,,428.949,,,,428.949,1271.307,0.0,0.0,0.0,0.0,,178.735,,,,,178.735,178.735,1450.042,0.0,23286.682,,,,-20915.239,-9.706,2361.737,46.846,2408.583,3858.625,
09/30/2006,3983.208,659.814,439.25,220.564,326.844,326.844,,,0.0,0.0,0.0,0.0,0.0,359.438,,,,,,,1346.096,591.626,1088.91,-497.284,0.0,2045.486,1767.782,1441.923,325.859,,,277.704,2637.112,,691.036,691.036,,,,199.0,199.0,0.0,0.0,,448.375,,,,448.375,1338.411,0.0,0.0,0.0,0.0,,187.059,,,,,187.059,187.059,1525.47,0.0,23318.64,,,0.0,-20899.965,-8.379,2410.296,47.442,2457.738,3983.208,
12/31/2006,3974.253,677.405,478.749,198.656,241.57,241.57,,,0.0,0.0,0.0,0.0,0.0,413.389,,,,,,,1332.364,605.292,1130.803,-525.511,0.0,2036.597,1775.923,1442.493,333.43,,,260.674,2641.889,,681.996,681.996,,,,199.0,199.0,0.0,0.0,,478.281,,,,478.281,1359.277,0.0,0.0,0.0,0.0,,190.4,,,,,190.4,190.4,1549.677,0.0,23314.755,,,,-20929.497,-8.398,2376.86,47.716,2424.576,3974.253,
03/31/2007,3625.422,670.953,523.024,147.929,219.562,219.562,,,0.0,0.0,0.0,0.0,0.0,207.918,,,,,,,1098.433,581.346,,,103.751,1841.892,1539.117,1262.351,276.766,,,302.775,2526.989,,301.711,301.711,,,,0.0,0.0,0.0,0.0,,532.21,,,,532.21,833.921,0.0,0.0,0.0,0.0,,243.334,,,,,243.334,243.334,1077.255,0.0,23333.896,,,,-20829.745,-5.134,2499.017,49.15,2548.167,3625.422,
06/30/2007,3689.869,750.825,656.517,94.308,205.996,205.996,,,0.0,0.0,0.0,0.0,0.0,234.45,,,,,,,1191.271,581.14,,,105.5,1811.958,1503.947,1261.944,242.003,,,308.011,2498.598,,319.987,319.987,,,,0.0,0.0,0.0,0.0,,552.606,,,,552.606,872.593,0.0,0.0,0.0,0.0,,248.445,,,,,248.445,248.445,1121.038,0.0,23362.596,,,,-20834.462,-6.987,2521.147,47.684,2568.831,3689.869,
09/30/2007,4026.472,1122.407,1061.312,61.095,220.232,220.232,,,0.0,0.0,0.0,0.0,0.0,193.37,,,,,,,1536.009,599.202,,,0.0,1891.261,1481.213,1267.967,213.246,,122.866,287.182,2490.463,,317.21,317.21,,,,0.0,0.0,0.0,0.0,,531.969,,,,531.969,849.179,1262.608,1262.608,0.0,0.0,,242.045,,,,,242.045,1504.653,2353.832,0.0,22436.041,,,0.0,-20815.457,-0.27,1620.314,52.326,1672.64,4026.472,
12/31/2007,4036.955,1376.722,1376.722,0.0,208.799,208.799,,,0.0,0.0,0.0,0.0,0.0,177.894,,,,,,,1763.415,621.917,1229.735,-607.818,0.0,1651.623,1204.212,1082.42,121.792,,,447.411,2273.54,,398.124,398.124,,,,0.0,0.0,0.0,0.0,,586.865,,,,586.865,984.989,1265.296,1265.296,0.0,0.0,,235.586,,,,,235.586,1500.882,2485.871,0.0,22558.294,,,0.0,-21064.718,3.023,1496.599,54.485,1551.084,4036.955,
03/31/2008,3066.441,484.51,483.025,1.485,174.354,174.354,,,0.0,,,,,270.555,,,,,,,929.419,606.669,,,0.0,1530.353,1089.17,1020.874,68.296,,112.718,328.465,2137.022,,314.859,314.859,,,,140.0,,,,,610.585,,,,610.585,1065.444,1263.451,,,,,235.031,,,,,235.031,1498.482,2563.926,0.0,21474.412,,,0.0,-21052.769,18.654,440.297,62.218,502.515,3066.441,
06/30/2008,2949.313,621.565,621.017,0.548,125.138,125.138,,,,,,,,626.407,,,,,,,1373.11,435.971,857.837,-421.866,0.0,1140.232,679.91,617.524,62.386,,112.137,348.185,1576.203,,318.11,318.11,,,,0.0,,,,,625.262,,,,625.262,943.372,1263.199,,,,,239.54,,,,,239.54,1502.739,2446.111,0.0,21551.602,,,,-21117.891,10.776,444.487,58.715,503.202,2949.313,
09/30/2008,2690.172,652.319,403.525,248.794,68.189,68.189,,,,,,,,787.443,,,,,,,1507.951,374.097,630.108,-256.011,0.0,808.124,384.362,355.057,29.305,,125.307,298.455,1182.221,,264.832,264.832,,,,0.0,,,,,704.315,,,,704.315,969.147,1263.613,,,,,232.561,,,,,232.561,1496.174,2465.321,0.0,21471.127,,,,-21317.195,10.969,164.901,59.95,224.851,2690.172,
12/31/2008,2366.872,789.068,789.068,,83.749,83.749,,,,,,,,752.018,,,,,,,1624.835,385.498,696.234,-310.736,,356.539,321.965,283.109,38.856,,,34.574,742.037,,30.69,30.69,,,,0.0,,,,,946.188,,,,946.188,976.878,568.712,,,,,302.861,,,,,302.861,871.573,1848.451,0.0,21892.195,,,,-21439.988,17.006,469.213,49.208,518.421,2366.872,
03/31/2009,2432.643,942.386,942.386,0.0,80.783,80.783,0.0,,0.0,0.0,0.0,0.0,0.0,678.667,23.419,,505.86,2.284,,149.388,1701.836,372.723,654.592,-281.869,0.0,358.084,323.75,289.448,34.302,,,32.05,730.807,,206.548,11.252,,,195.296,0.0,0.0,,,,717.543,219.944,,73.259,60.541,924.091,569.044,569.044,,,,312.964,3.766,,,,15.995,882.008,1806.099,0.0,21945.398,0.306,21945.092,,-21374.968,11.819,582.249,44.295,626.544,2432.643,
06/30/2009,2550.173,1308.352,1308.352,0.0,77.372,77.372,0.0,,0.0,0.0,0.0,0.0,0.0,431.151,23.175,,263.991,4.727,,143.985,1816.875,370.107,668.391,-298.284,0.0,363.191,327.014,289.681,37.333,,,31.45,733.298,,245.667,27.63,,,218.037,0.0,0.0,,,,710.773,222.106,,60.357,54.996,956.44,570.707,570.707,,,,302.327,3.61,,,,16.254,873.034,1829.474,0.0,22008.549,0.306,22008.243,,-21340.094,5.853,674.308,46.391,720.699,2550.173,
09/30/2009,2621.463,1432.306,1432.306,0.0,73.247,73.247,0.0,,0.0,0.0,0.0,0.0,0.0,391.205,25.068,,240.202,4.99,,125.935,1896.758,372.413,683.507,-311.094,0.0,352.292,314.895,290.214,24.681,,,32.407,724.705,,252.572,23.661,,,228.911,0.0,0.0,0.0,0.0,,700.918,224.541,,70.584,44.167,953.49,571.526,571.526,0.0,0.0,,314.347,3.114,,,,16.108,885.873,1839.363,0.0,22009.502,0.307,22009.195,,-21286.483,9.039,732.058,50.042,782.1,2621.463,
12/31/2009,2470.144,1477.351,1477.166,0.185,63.133,63.133,0.0,,0.0,0.0,0.0,0.0,0.0,168.574,18.868,0.0,,12.695,,83.722,1709.058,403.821,731.195,-327.374,0.0,357.265,312.4,289.98,22.42,,,32.17,761.086,,243.967,16.228,0.0,0.0,227.739,0.0,0.0,0.0,0.0,,642.507,245.734,0.0,144.777,0.0,886.474,574.378,574.378,0.0,0.0,,410.628,0.0,0.0,0.0,0.0,20.117,985.006,1871.48,0.0,21736.517,0.308,21736.209,,-21194.435,7.659,549.741,48.923,598.664,2470.144,
03/31/2010,2492.188,1550.431,1090.03,460.401,58.528,58.528,0.0,,0.0,0.0,0.0,0.0,0.0,134.481,20.042,,,,,114.439,1743.44,398.563,,,0.0,350.185,308.07,288.399,19.671,,,42.115,748.748,,180.259,14.862,,,165.397,0.0,0.0,,,,668.582,255.374,,158.611,0.0,848.841,575.545,575.545,,,,435.356,,,,,21.371,1010.901,1859.742,0.0,21719.523,0.309,21719.214,,-21143.079,7.038,583.482,48.964,632.446,2492.188,
06/30/2010,2391.965,1337.279,862.923,474.356,16.194,16.194,0.0,,0.0,0.0,0.0,0.0,0.0,766.77,13.349,,681.749,,,71.672,2120.243,190.807,395.636,-204.829,0.0,80.915,55.793,52.527,3.266,,,25.122,271.722,,165.043,15.623,,,149.42,0.0,0.0,,,,777.803,203.911,,172.479,340.515,942.846,575.933,575.933,,,,397.044,,,,,20.654,972.977,1915.823,0.0,21519.352,0.31,21519.042,,-21107.866,12.404,423.89,52.252,476.142,2391.965,
09/30/2010,2924.082,2549.143,2060.195,488.948,16.826,16.826,0.0,,0.0,0.0,0.0,0.0,0.0,90.935,11.696,,,,,44.633,2656.904,191.426,410.954,-219.528,0.0,75.752,55.47,52.527,2.943,,,20.282,267.178,,162.997,5.975,,,157.022,0.0,0.0,0.0,0.0,,448.759,205.003,,271.284,0.0,611.756,578.262,578.262,0.0,0.0,,488.608,,,,,12.321,1066.87,1678.626,0.0,21566.843,0.312,21566.531,,-20322.963,1.576,1245.456,,1245.456,2924.082,
12/31/2010,2444.006,2060.866,1559.628,501.238,14.874,14.874,0.0,,0.0,0.0,0.0,0.0,0.0,102.217,9.939,0.0,,2.873,,78.12,2177.957,190.319,422.61,-232.291,0.0,75.73,55.146,52.527,2.619,,,17.711,266.049,,195.235,13.84,0.0,0.0,181.395,0.0,0.0,0.0,0.0,,457.478,205.56,0.0,309.696,0.0,652.713,581.626,581.626,0.0,0.0,,533.237,0.0,0.0,0.0,0.0,17.981,1114.863,1767.576,,21041.232,0.313,21040.919,,-20363.468,-1.334,676.43,0.0,676.43,2444.006,
03/31/2011,2330.603,1946.84,1440.826,506.014,15.852,15.852,0.0,,0.0,0.0,0.0,0.0,0.0,97.406,,,,,,97.406,2060.098,193.145,,,0.0,77.36,54.823,54.823,0.0,,,22.537,270.505,,159.627,15.99,,,143.637,0.0,0.0,,,,485.462,213.484,,317.944,0.0,645.089,583.852,583.852,,,,556.334,,,,,24.906,1140.186,1785.275,,20869.816,0.315,20869.501,,-20322.697,-1.791,545.328,0.0,545.328,2330.603,
