Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,7398,-6595,803,-798,5,-30.0,,159,134,-63,71,0,,71,0,,71,,,71,,0.16,0.16,444.298004,0.16,0.16,0.16,444.298004,
06/30/1990,8655,-7726,929,-809,120,-8.0,,190,302,-122,180,0,,180,0,,180,,,180,,0.405,0.405,444.678009,0.405,0.405,0.405,444.678009,
09/30/1990,6278,-6038,240,-777,-537,-40.0,,218,-359,145,-214,0,,-214,0,,-214,,,-214,,-0.475,-0.475,450.235992,-0.475,-0.475,-0.475,450.235992,
12/31/1990,7466,-6434,1032,-939,93,-380.0,,357,70,-39,31,0,,31,0,0.0,31,0.0,0.0,31,0.07,0.07,0.07,448.799988,0.07,0.07,0.07,448.799988,
03/31/1991,5538,-5326,212,-945,-733,-68.0,,262,-539,198,-341,-257,,-598,0,,-598,,,-341,,-0.76,-1.33,449.109985,-0.76,-0.76,-1.33,449.109985,
06/30/1991,7519,-7176,343,-880,-537,-70.0,,287,-320,108,-212,0,,-212,0,,-212,,,-212,,-0.475,-0.475,448.809998,-0.475,-0.475,-0.475,448.809998,
09/30/1991,7152,-6628,524,-864,-340,-79.0,,337,-82,0,-82,0,,-82,0,,-82,,,-82,,-0.18,-0.18,459.90799,-0.18,-0.18,-0.18,459.90799,
12/31/1991,7953,-7302,651,-1024,-373,-23.0,,527,131,-34,97,0,,97,0,0.0,97,0.0,0.0,97,0.165,0.165,0.165,584.0,0.165,0.165,0.165,584.0,
03/31/1992,7896,-7494,402,-1044,-642,-83.0,,440,-285,54,-231,218,0.0,-13,-9,,-22,,,-240,,-0.41,-0.035,584.135986,-0.41,-0.41,-0.035,584.135986,
06/30/1992,8977,-7986,991,-1057,-66,-54.0,,334,214,-36,178,0,0.0,178,-20,,158,,,158,,0.27,0.27,589.26001,0.27,0.27,0.27,589.26001,
09/30/1992,8837,-7729,1108,-967,141,-60.0,,278,359,-157,202,0,0.0,202,-20,,182,,,182,,0.31,0.31,590.932007,0.31,0.31,0.31,590.932007,
12/31/1992,9791,-8352,1439,-1181,258,,,388,646,-290,356,0,0.0,356,-20,0.0,336,0.0,0.0,336,0.56,0.56,0.56,591.799988,0.56,0.56,0.56,591.799988,
03/31/1993,10613,-8796,1817,-1178,639,-50.0,,291,880,-350,530,-4966,0.0,-4436,-20,,-4456,,,510,,0.785,-6.84,651.291992,0.785,0.785,-6.84,651.291992,
06/30/1993,10667,-8781,1886,-1260,626,-39.0,,535,1122,-437,685,0,0.0,685,-20,,665,,,665,,0.93,0.93,715.200012,0.93,0.93,0.93,715.200012,
09/30/1993,9347,-7965,1382,-1181,201,-49.0,,460,612,-189,423,0,0.0,423,-20,,403,,,403,,0.565,0.565,715.799988,0.565,0.565,0.565,715.799988,
12/31/1993,11633,-10232,1401,-514,887,,,337,1224,-447,777,0,0.0,777,-20,,757,0.0,0.0,757,1.055,1.055,1.055,747.299988,1.055,1.055,1.055,747.299988,
03/31/1994,12894,-10343,2551,-1335,1216,-2.0,,329,1543,-605,938,0,0.0,938,-20,,918,,,918,,1.275,1.275,720.200012,1.275,1.275,1.275,720.200012,
06/30/1994,12699,-10063,2636,-1359,1277,-67.0,,383,1593,-637,956,0,0.0,956,-20,,936,,,936,,1.305,1.305,718.200012,1.305,1.305,1.305,718.200012,
09/30/1994,11261,-9225,2036,-1271,765,-100.0,,398,1063,-412,651,0,0.0,651,-20,,631,,,631,,0.88,0.88,717.599976,0.88,0.88,0.88,717.599976,
12/31/1994,13882,-11054,2828,-1516,1312,-59.0,0.0,378,1631,-463,1168,0,0.0,1168,-20,0.0,1148,0.0,0.0,1148,1.6,1.6,1.6,717.400024,1.6,1.6,1.6,717.400024,
03/31/1995,13209,-10808,2401,-1590,811,-245.0,,404,970,-378,592,-96,0.0,496,-14,,482,,,578,0.795,0.795,0.665,725.0,0.795,0.795,0.665,725.0,
06/30/1995,12516,-10139,2377,-1637,285,-270.0,,223,238,-103,135,0,0.0,135,-3,,132,,,132,0.175,0.175,0.175,757.400024,0.175,0.175,0.175,757.400024,
09/30/1995,11542,-9955,1587,-1254,333,-218.0,,467,582,-228,354,0,0.0,354,-2,,352,,,352,0.455,0.455,0.455,774.599976,0.455,0.455,0.455,774.599976,
12/31/1995,13923,-12622,1301,-746,1010,-262.0,,911,1659,-619,1040,0,0.0,1040,-2,,1038,,,1038,1.35,1.35,1.35,756.0,1.35,1.35,1.35,756.0,
03/31/1996,14493,-11616,2877,-1398,1479,-272.0,,463,1670,-665,1005,0,0.0,1005,-1,,1004,,,1004,1.33,1.33,1.33,761.0,1.31,1.31,1.31,761.0,
06/30/1996,15839,-12331,3508,-1526,1982,-262.0,,0,1720,-683,1037,0,0.0,1037,-1,,1036,,,1036,1.4,1.4,1.4,747.700012,1.38,1.38,1.38,747.700012,
09/30/1996,13832,-10975,2857,-2026,831,-244.0,,524,1111,-431,680,0,0.0,680,-1,,679,,,679,0.94,0.94,0.94,728.299988,0.93,0.93,0.93,728.299988,
12/31/1996,15169,-13232,1937,-1194,743,-229.0,,1077,1591,-593,998,-191,0.0,807,0,,807,,,998,1.51,1.41,1.14,717.5,1.51,1.38,1.12,717.5,
03/31/1997,15566,-12646,2920,-1532,1388,-234.0,,550,1704,-675,1029,0,0.0,1029,0,,1029,,,1029,1.47,1.47,1.47,697.700012,1.45,1.45,1.45,708.400024,
06/30/1997,14388,-11798,2590,-1525,1065,-254.0,,0,811,-328,483,0,0.0,483,0,,483,730.0,-292.0,921,1.35,0.71,0.71,678.900024,1.34,0.7,0.7,688.099976,
09/30/1997,12495,-10145,2350,-2054,296,-251.0,,681,726,-285,441,0,0.0,441,0,,441,,,441,0.66,0.66,0.66,671.0,0.65,0.65,0.65,681.0,
12/31/1997,16173,-14850,1323,-1034,289,-267.0,,1294,1316,-464,852,0,0.0,852,0,,852,,,852,1.21,1.3,1.3,654.299988,1.19,1.29,1.28,654.299988,
03/31/1998,16352,-13404,2948,-1446,1502,-278.0,,448,1672,-620,1052,0,0.0,1052,0,,1052,,,1052,1.63,1.63,1.63,646.099976,1.6,1.6,1.6,656.299988,
06/30/1998,17001,-13677,3324,-1404,1920,-318.0,,0,1602,-599,1003,0,0.0,1003,0,,1003,,,1003,1.55,1.55,1.55,646.299988,1.51,1.51,1.51,662.900024,
09/30/1998,14482,-11283,3199,-2249,950,-346.0,,475,1079,-397,682,0,0.0,682,0,,682,,,682,1.05,1.05,1.05,647.299988,1.02,1.02,1.02,665.5,
