Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
12/31/1989,-1.161,39.162998,12.752,0,-0.517,1.024,,-0.386,0.0,-193.673996,0,18.566999,,53.016998,49.223999,19.669001,,,,,,0.0,,,,,,,,,,0.0,,,,
03/31/1990,106.566002,40.164001,13.856,0,-0.058,1.027,,-1.309,0.0,29.615,0,34.737,,-39.223,5.454,22.302999,,,,,,0.0,,,,,,,,,,0.0,,,,
06/30/1990,64.112999,9.041,14.147,0,-0.062,1.016,,2.695,0.0,130.098999,0,-24.693001,,-16.325001,-29.187,-22.618,,,,,,0.0,,,,,,,,,,0.0,,,,
09/30/1990,-39.813999,-18.712999,14.059,0,-0.068,-1.862,,3.315,0.0,37.018002,0,-36.59,,0.666,-29.952,-7.687,,,,,,0.0,,,,,,,,,,0.0,,,,
12/31/1990,-25.308001,27.559,13.837,0,-0.011,0.62,,-1.941,0.0,-139.242004,0,25.805,,17.648001,31.431999,-1.015,,,,,,0.0,,,,,,,,,,0.0,,,,
03/31/1991,115.974998,49.307999,14.626,0,-0.016,0.63,,-0.836,0.0,-35.421001,0,32.028999,,-9.315,15.477,49.493,,,,,,0.0,,,,,,,,,,0.0,,,,
06/30/1991,69.434998,2.512,12.794,0,-0.127,0.887,,-1.388,0.0,137.138,0,-22.412001,,-2.99,-33.546001,-23.433001,,,,,,0.0,,,,,,,,,,0.0,,,,
09/30/1991,-32.577999,-10.861,14.14,0,0.033,0.335,,-0.761,0.0,22.642,0,-26.879999,,11.556,-21.868999,-20.913,,,,,,0.0,,,,,,,,,,0.0,,,,
12/31/1991,-9.573,31.094999,13.556,0,0.0,2.649,,2.423,0.0,-121.401001,0,20.131001,,20.132,34.773998,-12.932,,,,,,0.0,,,,,,,,,,0.0,,,,
03/31/1992,125.416,44.417,14.6,0,0.0,1.382,,-0.719,0.0,-6.755,0,41.521999,,-13.039,19.457001,24.551001,,,,,,0.0,,,,,,,,,,0.0,,,,
06/30/1992,47.880001,10.816,15.091,0,0.0,0.92,,-0.813,0.0,99.333,0,-33.105,,5.566,-11.616,-38.312,,,,,,0.0,,,,,,,,,,0.0,,,,
09/30/1992,-58.750999,-14.726,14.1,0,-0.216,12.756,,5.238,0.0,30.548,0,-39.744999,,1.117,-41.132999,-26.690001,,,,,,0.0,,,,,,,,,,0.0,,,-58.750999,
12/31/1992,-21.818001,31.290001,14.498,0,0.0,0.886,,-3.306,0.0,-137.641998,0,29.049,,11.293,40.285999,-8.172,,,,,,0.0,,,,,,,,,,0.0,,,,
03/31/1993,157.203995,50.863998,15.246,0,0.0,-0.686,,3.565,0.0,-50.945,0,49.888,,12.662,21.926001,54.683998,,,,,,0.0,,,,,,,,,,0.0,,,,
06/30/1993,33.907001,5.086,15.24,0,0.0,2.0,,-4.007,0.0,122.503998,0,-35.953999,,-4.359,-22.497999,-44.105,,,,,,0.0,,,,,,,,,,0.0,,,,
09/30/1993,-49.436001,-13.146,15.823,0,0.0,6.137,,30.183001,0.0,8.022,0,-44.476002,,7.631,-27.941999,-31.667999,,,,,,0.0,,,,,,,,,,0.0,,,-49.436001,
12/31/1993,-11.905,38.987999,15.225,0,0.0,1.744,,-31.612,0.0,-126.579002,0,25.851,,18.691999,27.746,18.040001,,,,,,0.0,,,,,,,,,,0.0,,,,
03/31/1994,198.878006,48.403999,16.218,0,0.0,-0.406,,-1.567,0.0,-36.594002,0,54.504002,,-18.457001,36.869999,99.905998,,,,,,0.0,,,,,,,,,,0.0,,,,
06/30/1994,82.122002,2.604,16.643,0,0.0,4.34,,-4.226,0.0,159.091003,0,-33.717999,,4.865,-38.171001,-29.306,,,,,,0.0,,,,,,,,,,0.0,,,,
09/30/1994,-66.499001,-15.597,16.598,0,0.0,-20.277,,-3.194,0.0,49.931,0,-50.84,,-11.614,-25.423,-6.083,,,,,,0.0,,,,,,,,,,0.0,,,-66.499001,
12/31/1994,-1.759,25.127001,16.518,0,0.0,4.524,,-3.894,0.0,-102.724998,0,24.809999,,1.981,20.736,11.164,,-19.721001,0.0,0.0,,-19.721001,,,,,,,,,,0.0,,,,
03/31/1995,185.636002,45.819,16.837,0,0.0,3.426,,-11.517,0.0,5.325,0,51.34,,-7.696,22.353001,59.749001,,-21.653,0.0,0.0,,-21.653,,,,,,,,,,0.0,,,,
06/30/1995,71.485001,4.563,16.124001,0,0.0,2.863,,7.552,0.0,100.571999,0,-9.166,,-14.095,-16.700001,-20.228001,,-23.826,0.0,0.0,,-23.826,,,,,,,,,,0.0,,,,
09/30/1995,-29.827,-13.355,16.929001,0,0.0,0.189,,-3.653,0.0,12.46,0,-9.137,,12.906,-27.165001,-19.000999,,-30.740999,0.0,0.0,,-30.740999,,,,-30.740999,,,,,,0.0,,,-60.567999,
12/31/1995,-40.354,36.116001,16.655001,0,0.0,0.28,,-29.635,0.0,-127.293999,0,-4.596,,53.957001,35.132,-20.969,,-19.783001,0.0,0.0,,-19.783001,,,,,,,,,,0.0,,,,
03/31/1996,93.999001,62.014999,17.877001,0,0.0,1.887,,18.26,0.0,-105.057999,0,64.745003,,38.883999,31.874001,-36.485001,,-18.429001,0.0,0.0,,-18.429001,,,,,,,,,,0.0,,,,
06/30/1996,41.133999,14.247,18.094999,0,0.0,0.159,,-14.502,0.0,128.983002,0,-5.008,,-80.088997,-8.1,-12.651,,-17.993,0.0,0.0,,-17.993,,,,,,,,,,0.0,,,,
09/30/1996,12.599,-8.94,18.007999,0,0.0,11.343,,-0.743,0.0,53.456001,0,-19.759001,,30.841999,-54.244999,-17.363001,,-29.415001,0.0,0.0,,-29.415001,,,,-29.415001,,,,,,0.0,,,-16.816001,
12/31/1996,-5.336,37.490002,18.451,0,-0.027,1.379,,9.041,0.0,-123.210999,0,-14.274,-4.549,49.169998,39.598999,-18.405001,,-15.874,0.0,0.0,0.0,-15.874,-2.203,0.0,0.632,-17.445,10.694,-16.082001,26.4,0.0,-0.025,0.401,0.0,0.0,-12.087,
03/31/1997,99.294998,63.257999,18.393,0,-0.035,3.285,,6.656,0.0,-71.428001,0,49.294998,-11.948,-53.258999,25.018999,70.058998,,-15.333,0.0,0.0,0.0,-15.333,-0.308,0.0,-15.104,-30.745001,-44.362999,-16.091,-28.325001,0.0,0.0,0.053,0.0,0.0,24.187,
06/30/1997,88.607002,11.735,18.648001,0,-0.082,4.595,,7.697,0.0,146.328995,0,-17.617001,-8.045,-17.989,-34.863998,-21.799999,,-21.895,0.0,0.0,0.0,-21.895,0.0,0.409,-0.4,-21.886,-16.549999,-16.441,-0.7,0.0,0.0,0.591,0.0,0.0,50.171001,
