Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,EBITDA Surprise %,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
11/30/1989,,,6.704,,6.704,6.704,,,,,,,,,,,,
02/28/1990,,,23.249001,,23.249001,23.249001,,,,,,,,,,,,
05/31/1990,,,8.289,,8.289,8.289,,,,,,,,,,,,
08/31/1990,,,0.0,,-5.71,-5.71,,,,,,,,,,,,
11/30/1990,,,4.821,,4.821,4.821,,,,,,,,,,,,
02/28/1991,,,27.879,,27.879,27.879,,,,,,,,,,,,
05/31/1991,,,3.494,,3.494,3.494,,,,,,,,,,,,
08/31/1991,,,0.0,,-0.68,-0.68,,,,,,,,,,,,
11/30/1991,,,5.5,,5.5,5.5,,,,,,,,,,,,
02/29/1992,,,23.216999,,23.216999,23.216999,,,,,,,,,,,,
05/31/1992,,,2.529,,2.529,2.529,,,,,,,,,,,,
08/31/1992,,,0.0,,0.905,0.905,,,,,,,,,,,,
11/30/1992,,,5.89,,5.89,5.89,,,,,,,,,,,,
02/28/1993,,,31.122999,,31.123,31.123,,,,,,,,,,,,
05/31/1993,,,2.643,,2.643,2.643,,,,,,,,,,,,
08/31/1993,,,0.0,,-1.66,-1.66,,,,,,,,,,,,
11/30/1993,,,7.705,,7.705,7.705,,,,,,,,,,,,
02/28/1994,,,26.280001,,26.279999,26.279999,,,,,,,,,,,,
05/31/1994,,,5.585,,5.585,5.585,,,,,,,,,,,,
08/31/1994,,,0.0,,-3.817,-3.817,,,,,,,,,,,,
11/30/1994,,,7.681,,7.681,7.681,,,,,,,,,,,,
02/28/1995,,,28.18,,28.180001,28.180001,,,,,,,,,,,,
05/31/1995,,,8.933,,8.933,8.933,,,,,,,,,,,,
08/31/1995,,,0.0,,-2.418,-2.418,,,,,,,,,,,,
11/30/1995,,,8.316,,8.316,8.316,,,,,,,,,,,,
02/29/1996,,,38.436001,,38.435999,38.435999,,,,,,,,,,,,
05/31/1996,,,11.6,,11.6,11.6,,,,,,,,,,,,
08/31/1996,,,0.0,,-5.944,-5.944,,,,,,,,,,,,
11/30/1996,,,12.067,,12.067,12.067,,,,,,,,,,,,
02/28/1997,,,38.133999,,38.134001,38.134001,,,,,,,,,,,,
05/31/1997,,,13.698,,13.698,13.698,,,,,,,,,,,,
