Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,2386,-1947.0,439.0,-255.0,184.0,-102,0.0,52.0,134.0,-51.0,83.0,0.0,-6.0,77,0.0,,77,,,77.0,,0.33,0.33,234.0,0.33,0.33,0.33,234.0,
06/30/1990,2333,-1958.0,375.0,-268.0,107.0,-104,0.0,169.0,172.0,-3.0,169.0,0.0,-4.0,165,0.0,,165,,,165.0,,0.7,0.7,234.0,0.7,0.7,0.7,234.0,
09/30/1990,2806,-2297.0,509.0,-296.0,213.0,-102,0.0,53.0,164.0,-35.0,129.0,0.0,-8.0,121,0.0,,121,,,121.0,,0.52,0.52,234.0,0.52,0.52,0.52,234.0,
12/31/1990,3120,-2673.0,447.0,-326.0,121.0,-111,0.0,26.0,36.0,5.0,41.0,0.0,-3.0,38,0.0,,38,,,38.0,0.16,0.16,0.16,234.348495,0.16,0.16,0.16,234.348495,
03/31/1991,2417,-1940.0,477.0,-275.0,202.0,-91,0.0,41.0,152.0,-74.0,78.0,0.0,-3.0,75,0.0,,75,,,75.0,,0.32,0.32,235.0,0.32,0.32,0.32,235.0,
06/30/1991,2427,-2014.0,413.0,-305.0,108.0,-103,0.0,26.0,31.0,-26.0,5.0,0.0,0.0,5,0.0,,5,,,5.0,,0.02,0.02,235.0,0.02,0.02,0.02,235.0,
09/30/1991,2376,-2000.0,376.0,-294.0,82.0,-97,0.0,46.0,31.0,-21.0,10.0,0.0,-1.0,9,0.0,,9,,,9.0,,0.04,0.04,235.0,0.04,0.04,0.04,235.0,
12/31/1991,2465,-2114.0,351.0,-290.0,61.0,-104,0.0,47.0,4.0,-18.0,-14.0,0.0,-2.0,-16,0.0,,-16,,,-16.0,-0.07,-0.07,-0.07,234.604004,-0.07,-0.07,-0.07,234.604004,
03/31/1992,2136,-1785.0,351.0,-260.0,91.0,-101,0.0,36.0,26.0,-10.0,16.0,24.0,,40,0.0,,40,,,16.0,,0.07,0.17,234.634995,0.07,0.07,0.17,234.634995,
06/30/1992,2380,-1923.0,457.0,-279.0,178.0,-99,0.0,41.0,120.0,-54.0,66.0,0.0,0.0,66,0.0,,66,,,66.0,,0.28,0.28,238.0,0.28,0.28,0.28,238.0,
09/30/1992,2231,-1832.0,399.0,-228.0,171.0,-96,0.0,-29.0,46.0,-34.0,12.0,0.0,-1.0,11,-8.0,,3,,,3.0,,0.01,0.01,240.393005,0.01,0.01,0.01,240.393005,
01/01/1993,2148,-1712.0,436.0,-317.0,119.0,-83,0.0,126.0,162.0,-55.0,107.0,0.0,-4.0,103,-9.0,,94,,,94.0,0.39,0.39,0.39,241.0,0.39,0.39,0.39,241.0,
