Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1989,146.832001,2.606,2.606,,5.814,,,108.221001,,,,,4.053,,,,,120.694,23.693001,35.811001,-12.118,,,,2.445,,,,2.445,26.138001,,26.448,26.448,,,,9.33,,,,,,11.201,,,11.201,46.979,34.755001,,,,,5.946,,,,,,5.946,40.701001,87.680001,,42.098,,,,,17.054001,59.152,,59.152,146.832002,
09/30/1989,149.975006,5.337,5.337,,5.698,,,109.334,,,,,4.0,,,,,124.369003,23.354,36.334,-12.98,,,,2.252,,,,2.252,25.606,,33.452,33.452,,,,3.582,,,,,,12.516,,,12.516,49.549999,34.727001,,,,,5.996,,,,,,5.996,40.723001,90.273,,42.098,,,,,17.604,59.702,,59.702,149.975,
12/31/1989,191.554001,33.187,33.187,,11.463,,,114.824997,,,,,3.966,,,,,163.440994,25.802,40.979,-15.177,,,,2.311,,,,2.311,28.113,,48.658001,48.658001,,,,12.475,,,,,,23.009996,,,23.009996,84.142998,34.942001,,,,,6.448,,,,,,6.448,41.390001,125.532999,,42.125999,,,,,23.895,66.021,,66.021,191.553999,
03/03/1990,156.787003,23.83,23.83,,7.318,,,92.990997,,,,,3.866,,,,,128.005005,27.358999,42.834,-15.475,,,,1.423,,,,1.423,28.781999,,29.709999,29.709999,,,,2.782,,,,,,17.114999,,,17.114999,49.606998,35.098999,,,,,5.931,,,,,,5.931,41.029999,90.636997,,42.166,,,,,23.983999,66.149999,,66.149999,156.786996,
06/02/1990,165.341003,19.120001,19.120001,,7.965,,,104.429001,,,,,4.475,,,,,135.988998,27.848,45.081001,-17.233,,,,1.504,,,,1.504,29.352,,41.569,41.569,,,,1.872,,,,,,15.953001,,,15.953001,59.394001,35.132999,,,,,5.858,,,,,,5.858,40.990999,100.385,,42.194,,,,,22.761999,64.955999,,64.955999,165.341,
09/01/1990,177.324997,1.432,1.432,,9.354,,,125.940002,,,,,3.734,,,,,140.460007,34.817001,52.484001,-17.667,,,,2.048,,,,2.048,36.865001,,45.674999,45.674999,,,,9.445,,,,,,15.225002,,,15.225002,70.345001,35.308998,,,,,5.851,,,,,,5.851,41.159998,111.504999,,42.215,,,,,23.605,65.82,,65.82,177.324999,
12/01/1990,234.436005,6.087,6.087,,16.142,,,167.865005,,,,,3.355,,,,,193.449005,38.869999,58.5,-19.629999,,,,2.117,,,,2.117,40.986999,,76.667999,76.667999,,,,30.164,,,,,,19.663004,,,19.663004,126.495003,35.358002,,,,,5.456,,,,,,5.456,40.814002,167.309004,,42.215,,,,,24.912001,67.127001,,67.127001,234.436005,
03/02/1991,185.528,27.063,27.063,,8.716,,,95.683998,,,,,8.143,,,,,139.606003,39.571999,60.879002,-21.306999,,,,6.35,,,,6.35,45.921999,,41.900002,41.900002,,,,4.758,,,,,,28.325,,,28.325,74.983002,35.381001,,,,,18.423,,,,,,18.423,53.804001,128.787003,,42.214001,,,,,14.527,56.741001,,56.741001,185.528004,
06/01/1991,195.589996,20.129999,20.129999,,11.679,,,110.297997,,,,,8.351,,,,,150.457993,38.979,62.372002,-23.393,,,,6.153,,,,6.153,45.132,,51.077999,51.077999,,,,3.692,,,,,,30.354002,,,30.354002,85.124001,35.335999,,,,,17.799999,,,,,,17.799999,53.135998,138.259998,,42.397999,,,,,14.932,57.329999,,57.329999,195.589997,
08/31/1991,214.875,16.282,16.282,,19.561001,,,121.593002,,,,,8.519,,,,,165.955002,42.777,68.315002,-25.538,,,,6.143,,,,6.143,48.920001,,60.527,60.527,,,,38.652,,,,,,30.231995,,,30.231995,129.410995,7.926,,,,,17.646,,,,,,17.646,25.572,154.982996,,43.193001,,,,,16.698999,59.892,,59.892,214.874996,
