Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Maintenance Expense,Other Property Expense,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,Disposal of Con Assets,Disposal of Uncon Assets,Disposal of Assets from Disc Ops,Abnormal Losses/(Gains),Net Income to Partners,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Amortization of Financing Costs,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
12/31/2002,576.601,541.288,,,,,0.0,0.0,0.0,35.313,-306.371,178.132,,,,0.646,118.049,2.175,,7.369,270.23,-130.99,149.473,-26.628,8.145,139.24,0.0,,-12.824,,,152.064,,111.991,,0.0,96.308,96.308,,188.409032,0.486995,0.439251,0.439251,190.074756,0.506093,0.458348,0.458348,,,,,,,,,,453.73,,453.73,,,,,,,453.73,2.387113,2.387113,0.525191,22.001084,22.001084,36.975955,
03/31/2003,534.863,495.065,,,,,,18.826,,20.972,-316.292,163.231,,,,3.044,120.947,4.363,,24.707,218.571,-129.794,151.197,-21.38,-0.023,88.777,-1.963,,-7.337,,,94.151,,70.822,,,55.14,55.14,,195.907365,0.276919,0.248272,0.248272,196.61359,0.276919,0.248272,0.248272,,,,,,,,,,168.603,,168.603,,,,,,,168.603,0.857535,0.857535,0.572935,66.811916,66.811916,66.571931,
06/30/2003,556.227,504.739,,,,,,21.274,,30.214,-328.577,171.509,,,,4.03,122.831,4.059,,26.148,227.65,-125.667,151.261,-25.594,,101.983,-2.064,,15.511,,,84.408,,65.975,,,50.292,50.292,,197.966955,0.257821,0.315114,0.315114,198.794303,0.248272,0.305566,0.305566,,,,,,,,,,186.422,,186.422,,,,,,,186.422,0.937763,0.937763,0.572935,61.095956,61.095956,60.841685,
09/30/2003,559.554,515.416,,,,,,19.102,,25.036,-329.348,173.656,,,,4.03,126.269,2.132,,23.261,230.206,-140.667,149.036,-24.015,15.646,89.539,-2.422,,10.746,,,76.371,,58.404,,,42.721,42.721,,198.101035,0.219625,0.257821,0.315114,199.037927,0.210076,0.248272,0.305566,,,,,,,,,,179.345,,179.345,,,,,,,179.345,0.901059,0.901059,0.572935,63.584646,63.584646,63.285347,
03/31/2004,584.313,539.181,,,,,,17.913,,27.219,-355.843,180.621,,,,3.564,138.385,3.415,,29.858,228.47,-149.814,153.386,-17.072,13.5,78.656,-2.01,,0.118,,,76.528,,56.187,,,48.351,48.351,,211.803889,0.229174,0.229174,0.229174,212.813865,0.229174,0.229174,0.229174,,,,,,,,,,194.603,,194.603,,,,,,,194.603,0.914428,0.914428,0.62068,67.876304,67.876304,67.554175,
06/30/2004,601.583,548.63,,,,,,18.49,,34.463,-361.382,180.127,,,,3.46,145.513,3.306,,28.976,240.201,-125.491,156.946,-19.836,-11.619,114.71,-6.632,,0.612,,,107.466,,78.545,,,70.711,70.711,,215.262961,0.324663,0.324663,0.324663,216.109196,0.324663,0.324663,0.324663,,,,,,,,,,208.557,,208.557,,,,,,,208.557,0.965054,0.965054,0.62068,64.315592,64.315592,64.063747,
09/30/2004,613.326,561.81,,,,,0.0,17.932,0.0,33.584,-367.696,190.466,,,,3.615,143.428,3.41,,26.777,245.63,-135.486,160.508,-23.901,-1.121,110.144,-2.196,,-1.933,,,109.881,,81.975,,0.0,74.141,74.141,,215.790913,0.343761,0.334212,0.334212,216.671244,0.343761,0.334212,0.334212,,,,,,,,,,276.399,,276.399,,,,,,,276.399,1.275661,1.275661,0.62068,48.655575,48.655575,48.457888,
12/31/2004,821.377,741.006,,,,,0.0,18.402,0.0,61.969,-472.271,252.324,,,,6.143,190.656,7.287,,15.861,349.106,-167.701,188.005,-20.304,0.0,129.167,-0.932,,-14.727,,,142.962,,126.286,,0.0,107.444,107.444,,228.307396,0.467897,0.515642,0.515642,229.236297,0.467897,0.515642,0.515642,,,,,,,,,,382.719,,382.719,,,,,,,382.719,1.669539,1.669539,0.62068,37.176728,37.176728,37.026082,
03/31/2005,741.97,686.729,,,,,0.0,19.68,0.0,35.561,-472.375,217.974,,,,3.787,210.298,2.3,,38.016,269.595,-166.804,195.204,-17.927,-10.473,102.791,-4.686,,-3.253,,,101.358,,75.464,,0.0,57.067,57.067,,230.796997,0.248272,0.238723,0.238723,231.734297,0.248272,0.238723,0.238723,,,,,,,,,,333.781,,333.781,,,,,,,333.781,1.440361,1.440361,0.668425,46.406753,46.406753,46.219051,
06/30/2005,752.084,694.565,,,,,0.0,17.505,0.0,40.014,-463.261,214.103,,,,4.454,204.494,-1.696,,41.906,288.823,-181.192,197.782,-14.456,-2.134,107.631,-2.734,,-119.942,,,224.839,,173.218,,0.0,154.811,154.811,,230.630719,0.668425,0.257821,0.257821,231.555717,0.668425,0.257821,0.257821,,,,,,,,,,335.169,,335.169,,,,,,,335.169,1.447466,1.447466,0.668425,46.17896,46.17896,45.994488,
09/30/2005,783.009,720.369,,,,,0.0,19.746,0.0,42.894,-484.171,233.911,,,,4.993,203.022,2.727,,39.518,298.838,-182.543,201.15,-18.662,0.055,116.295,-3.796,,-10.3,,,122.799,,92.883,,0.0,74.358,74.358,,230.977565,0.324663,0.286468,0.286468,231.953894,0.324663,0.286468,0.286468,,,,,,,,,,323.461,,323.461,,,,,,,323.461,1.394506,1.394506,0.668425,47.932737,47.932737,47.73098,
12/31/2005,889.79,818.431,,,,,0.0,20.835,0.0,50.24,-541.623,276.881,,,,4.462,232.097,4.796,,23.387,348.167,-187.584,204.956,-30.762,13.39,160.583,-5.013,,-21.692,,,177.262,,134.184,,0.0,115.659,115.659,,230.246882,0.506093,0.429702,0.429702,231.213483,0.496544,0.420153,0.420153,,,,,,,,,,418.957,,418.957,,,,,,,418.957,1.811992,1.811992,0.668425,36.888941,36.888941,36.734725,
03/31/2006,787.649,725.182,,,,,0.0,20.169,0.0,42.298,-488.445,231.109,,,,4.493,209.447,-0.006,,43.402,299.204,-139.799,204.072,-19.692,-44.581,159.405,-1.639,122.59,-0.163,,,157.929,34.414,122.59,-25.399,0.0,104.017,104.017,,231.000332,0.448799,0.448799,0.448799,232.019402,0.448799,0.448799,0.448799,,213.542,48.032,,,-34.322,,,,358.857,,283.631,-3.8,,,-8.489,24.1,-16.533,278.909,1.144139,1.125091,0.725718,63.429216,64.503089,46.715308,
06/30/2006,798.738,727.9,,,,,0.0,19.399,0.0,51.439,-488.689,223.041,,,,5.005,211.363,4.466,,44.814,310.049,-173.262,200.743,-19.882,-7.599,136.787,-3.22,101.263,0.023,,,133.544,28.848,101.263,-25.323,0.0,82.868,82.868,,231.429659,0.35331,0.35331,0.35331,232.356693,0.35331,0.35331,0.35331,,210.448,50.915,,,-7.711,,,,358.44,,283.443,-1.5,,,-22.26,24.5,-14.755,269.428,1.14189,1.085428,0.725718,63.55414,66.860074,46.856579,
09/30/2006,818.736,755.798,,,,,0.0,20.78,0.0,42.158,-497.412,233.24,,,,4.422,211.39,0.393,,47.967,321.324,-170.84,206.195,-25.898,-9.457,150.484,-2.536,112.995,-0.056,,,148.004,31.855,112.995,-25.296,0.0,94.592,94.592,,231.647051,0.410604,0.410604,0.410604,232.559828,0.410604,0.410604,0.410604,,209.023,50.386,,,-9.457,,,,369.506,,369.506,-7.8,,,-34.32,26.8,-18.026,336.16,1.488167,1.353868,0.725718,48.765909,53.603332,45.49601,
12/31/2006,927.031,854.297,,,,,,21.94,,50.794,-289.472,282.093,,,,2.732,224.002,4.647,,23.905,389.652,-94.351,210.848,-35.116,-81.381,295.301,-3.975,,-0.242,,,291.568,,226.992,,0.0,204.668,204.668,,231.771661,0.88805,0.88805,0.88805,247.850959,0.878501,0.878501,0.878501,,,,,,,,,,450.42,,450.42,,,,,,,450.42,1.817302,1.817302,0.725718,39.933831,39.933831,37.343129,
03/31/2007,852.141,759.37,,,,,0.0,20.875,0.0,71.896,-503.175,236.3,,,,3.899,215.271,0.542,,47.163,348.966,-200.705,222.478,-21.773,0.0,148.261,-1.285,112.787,0.162,,,146.814,31.076,112.787,-19.645,0.0,98.381,98.381,,232.951306,0.420153,0.420153,0.420153,233.84928,0.420153,0.420153,0.420153,,212.488,53.314,,,2.38,,,,392.4,,310.785,-5.1,,,-7.034,20.9,-27.036,292.515,1.251154,1.177603,0.80211,64.109581,68.113758,47.61786,
06/30/2007,855.932,778.704,,,,,0.0,17.542,0.0,59.686,-522.381,240.339,,,,6.119,230.611,1.424,,43.888,333.551,-235.695,243.654,-7.459,-0.5,97.856,0.528,74.22,-0.017,,,98.401,21.048,74.22,-19.9,0.0,59.917,59.917,,233.952312,0.257821,0.257821,0.257821,234.828699,0.257821,0.257821,0.257821,,226.853,73.693,,-2.88,,,,,373.034,,296.304,-5.6,,,-13.359,27.3,-33.922,270.723,1.189502,1.086808,0.80211,67.432407,73.804191,50.305174,
09/30/2007,907.145,825.609,,,,,0.0,34.952,0.0,46.584,-528.446,248.151,,,,4.887,224.662,3.134,,47.612,378.699,-147.467,238.155,-8.491,-82.197,231.232,-0.648,179.227,0.026,,,230.558,50.119,179.227,-19.672,0.0,164.937,164.937,,233.642358,0.70662,0.70662,0.70662,234.423145,0.70662,0.70662,0.70662,,220.984,72.095,,-84.043,,,,,418.71,,332.392,-8.3,,,-59.915,19.2,-35.968,247.409,1.336792,0.995013,0.80211,60.002563,80.612961,44.758134,
