Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Maintenance Expense,Other Property Expense,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,Disposal of Con Assets,Disposal of Uncon Assets,Disposal of Assets from Disc Ops,Abnormal Losses/(Gains),Net Income to Partners,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Amortization of Financing Costs,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
03/31/1994,104.987,97.230003,,,,,,0.0,0.0,7.757,-59.447,36.792999,,,,0.0,18.319,0.0,,4.335,45.540001,-27.585001,28.381001,,-0.796,17.955,0.0,,2.281,,,15.674001,,8.534,,,8.534,8.534,,47.958281,0.18143,0.229174,0.229174,47.958281,0.18143,0.229174,0.229174,,,,,,,,,,21.836,,21.836,,,,,,,21.836,0.455312,0.455312,0.453669,99.639145,99.639145,94.435794,
06/30/1994,111.808998,104.378998,,,,,,0.0,0.0,7.43,-62.335999,38.835999,,,,0.0,19.128,0.0,,4.372,49.473,-29.747,28.726,,1.021,19.726,0.0,,6.874,,,12.852,,6.749,,,6.749,6.749,,48.814922,0.133685,0.276919,0.276919,48.814922,0.133685,0.276919,0.276919,,,,,,,,,,22.299999,,22.299999,,,,,,,22.299999,0.456828,0.456828,0.453669,99.308686,99.308686,92.470856,
09/30/1994,120.528,110.639999,,,,,,0.0,0.0,9.888,-69.042999,43.487999,,,,0.0,19.497,0.0,,6.058,51.485001,-29.018001,30.540001,,-1.522,22.467,0.0,,6.117,,,16.35,,8.604,,,8.604,8.604,,49.429653,0.171881,0.296017,0.296017,49.429653,0.171881,0.296017,0.296017,,,,,,,,,,24.563999,,24.563999,,,,,,,24.563999,0.496949,0.496949,0.453669,91.291002,91.291002,87.42876,
12/31/1994,136.352005,116.478996,,,,,,0.0,0.0,19.872999,-68.551999,40.507999,,,,0.0,19.000999,4.238,,4.805,67.799999,-63.881001,35.333,,28.548,3.918999,0.0,,2.708,,,1.210999,,-0.51,,,-0.51,-0.51,,50.711472,-0.009549,0.047745,0.047745,50.711472,-0.009549,0.047745,0.047745,,,,,,,,,,29.514999,,29.514999,,,,,,,29.514999,0.582018,0.582018,0.453574,77.931222,77.931222,72.763003,
03/31/1995,129.490005,119.263,,,,,,0.0,0.0,10.227,-70.625001,44.096001,,,,0.0,21.107,0.0,,5.422,58.864998,-36.280999,38.932999,,-2.652,22.583999,0.0,,0.0,,,22.583999,,12.647,,,12.647,12.647,,51.710536,0.248272,0.248272,0.248272,51.710536,0.248272,0.248272,0.248272,,,,,,,,,,25.48,,25.48,,,,,,,25.48,0.492743,0.492743,0.470285,95.44217,95.44217,91.993724,
06/30/1995,130.764999,124.244003,,,,,,0.0,0.0,6.521,-72.650001,43.527,,,,0.0,22.09,0.0,,7.033,58.115,-33.628999,36.723999,,-3.095,24.486001,0.0,,0.248,,,24.238001,,13.947,,,13.947,13.947,,58.287196,0.238723,0.238723,0.238723,58.287196,0.238723,0.238723,0.238723,,,,,,,,,,28.99,,28.99,,,,,,,28.99,0.497365,0.497365,0.470285,94.555247,94.555247,91.462572,
09/30/1995,138.042007,131.546005,,,,,,0.0,0.0,6.496,-73.850999,49.806999,,,,0.0,22.014999,0.0,,2.029,64.190998,-36.639999,36.467999,,0.172,27.551,0.0,,2.636,,,24.915,,14.774,,,14.774,14.774,,56.887036,0.238723,0.26737,0.26737,56.887036,0.238723,0.26737,0.26737,,,,,,,,,,31.799999,,31.799999,,,,,,,31.799999,0.559003,0.559003,0.470285,84.129224,84.129224,85.242142,
12/31/1995,155.360001,147.608994,,,,,,0.0,0.0,7.751,-85.394999,46.592999,,,,0.0,27.527,2.939,,8.336,69.964998,-79.348999,38.098999,,41.25,-9.384001,0.0,,0.401,,,-9.785001,,17.903,,,16.413,16.413,,57.406469,0.26737,0.276919,0.276919,57.406469,0.26737,0.276919,0.276919,,,,,,,,,,38.321999,,38.321999,,,,,,,38.321999,0.667555,0.667555,0.470285,70.448762,70.448762,70.888788,
03/31/1996,139.444,130.076996,,,,,,0.0,0.0,9.367,-78.371002,50.123001,,,,0.0,24.672001,0.0,,3.576,61.073002,-36.738002,38.566002,,-1.828,24.335,0.0,,0.265,,,24.07,,15.185,,,13.154001,13.154001,,61.139872,0.219625,0.219625,0.219625,61.139872,0.219625,0.219625,0.219625,,,,,,,,,,29.726999,,29.726999,,,,,,,29.726999,0.486213,0.486213,0.470285,96.723975,96.723975,91.717967,
06/30/1996,143.761002,133.447006,,,,,,0.0,0.0,10.314,-80.709999,51.273998,,,,0.0,26.635,0.0,,2.801,63.051001,-38.411001,40.568001,,-2.157,24.64,0.0,,0.0,,,24.64,,15.443,,,13.412,13.412,,61.326282,0.219625,0.219625,0.219625,61.326282,0.219625,0.219625,0.219625,,,,,,,,,,30.892,,30.892,,,,,,,30.892,0.503732,0.503732,0.470285,93.360096,93.360096,88.259094,
09/30/1996,202.436005,187.873001,,,,,,0.0,0.0,14.563,-119.721003,77.549004,,,,0.0,37.605999,1.116,,3.45,82.715002,-52.657002,56.212002,,-3.555,30.058,0.0,,2.53,,,27.528,,17.007999,,,14.783999,14.783999,,84.194829,0.171881,0.190978,0.190978,84.194829,0.171881,0.190978,0.190978,,,,,,,,,,45.604,,45.604,,,,,,,45.604,0.541648,0.541648,0.144666,26.708504,26.708504,30.995089,
12/31/1996,262.063995,251.475998,,,,,,0.0,0.0,10.588,-137.389998,51.099998,,,,0.0,46.867001,2.344,,37.078999,124.674,-110.629997,66.835999,,43.793999,14.044003,0.0,,0.726,,,13.318003,,37.619999,,,31.211999,31.211999,,101.240729,0.305566,0.315115,0.315115,101.240729,0.305566,0.315115,0.315115,,,,,,,,,,66.245003,,66.245003,,,,,,,66.245003,0.654332,0.654332,0.470285,71.872512,71.872512,69.642987,
03/31/1997,242.414001,231.356995,,,,,0.0,0.0,0.0,11.057,-130.707999,77.377998,,,,0.0,43.354,0.975,,9.001,111.705997,-67.159999,67.917999,-0.721,-0.037,44.545998,0.0,,23.247,,,21.298998,,14.639,,,8.233,8.233,,101.553849,0.076391,0.219625,0.219625,101.969606,0.076391,0.219625,0.219625,,,,,,,,,,53.992001,,53.992001,,,,,,,53.992001,0.529491,0.529491,0.470762,88.908377,88.908377,88.403835,
06/30/1997,245.054993,233.610992,,,,,0.0,0.0,0.0,11.444,-130.600004,84.621002,,,,0.0,44.129002,1.85,,0.0,114.454998,-65.300996,67.075996,-1.792,0.017,49.154002,0.0,,1.467,,,47.687002,,31.358,,,24.951,24.951,,102.126685,0.248272,0.257821,0.257821,102.498458,0.238723,0.257821,0.257821,,,,,,,,,,57.416,,57.416,,,,,,,57.416,0.560165,0.560165,0.482221,86.085541,86.085541,84.71332,
09/30/1997,259.78299,242.382996,,,,,0.0,0.0,0.0,17.4,-142.211004,89.522003,,,,0.0,48.185001,-0.135,,4.639,117.572002,-61.863002,68.940002,-7.077,0.0,55.709,0.0,,-27.215,,,82.924,,53.743,,,44.642,44.642,,103.452496,0.429702,0.26737,0.26737,103.855677,0.429702,0.26737,0.26737,,,,,,,,,,63.173,,63.173,,,,,,,63.173,0.608277,0.608277,0.482221,79.276515,79.276515,82.867678,
12/31/1997,306.915009,295.22699,,,,,0.0,0.0,0.0,11.688,-173.618,100.045998,,,,0.0,65.232002,3.302,,5.038,133.297001,-74.302999,83.889,-9.586,0.0,58.994001,0.0,,2.443,,,56.551001,,37.497002,,,30.163002,30.163002,,111.334005,0.26737,0.276919,0.276919,111.738241,0.26737,0.276919,0.276919,,,,,,,,,,83.468002,,83.468002,,,,,,,83.468002,0.746996,0.746996,0.482221,64.554664,64.554664,94.9214,
03/31/1998,300.256989,284.402008,,,,,0.0,0.0,0.0,15.855,-166.590001,99.970001,,,,0.0,58.305,2.722,,5.593,133.667004,-87.101004,91.910004,-4.809,0.0,46.566,0.0,,0.0,,,46.566,,31.282,,,23.947999,23.947999,,114.865295,0.210076,0.210076,0.210076,115.271072,0.210076,0.210076,0.210076,,,,,,,,,,69.014999,,69.014999,,,,,,,69.014999,0.598719,0.598719,0.482221,80.542047,80.542047,77.916393,
06/30/1998,310.375,288.985992,,,,,0.0,0.0,0.0,21.389,-165.148997,99.518997,,,,0.0,58.313,0.733,,6.584,145.226002,-99.558002,92.510002,-0.171,7.219,45.668,0.0,,-7.024,,,52.692,,34.800999,,,27.466999,27.466999,,117.243577,0.238723,0.200527,0.200527,117.689695,0.238723,0.200527,0.200527,,,,,,,,,,73.719002,,73.719002,,,,,,,73.719002,0.626385,0.626385,0.482221,76.984768,76.984768,75.677912,
09/30/1998,322.338013,298.839996,,,,,0.0,0.0,0.0,23.497999,-174.800999,110.735001,,,,0.0,61.106998,-1.857,,4.816,147.537003,-93.578001,97.331001,-3.817,0.064,53.959001,0.0,,0.022,,,53.937001,,36.557999,,,28.965999,28.965999,,122.68398,0.238723,0.238723,0.238723,123.024329,0.238723,0.238723,0.238723,,,,,,,,,,79.841003,,79.841003,,,,,,,79.841003,0.648985,0.648985,0.482221,74.303768,74.303768,103.46188,
12/31/1998,472.588989,457.639008,,,,,0.0,0.0,0.0,14.95,-256.807,153.949997,,,,0.0,90.717003,5.016,,7.124,215.782005,-118.410007,138.167007,-19.757,0.0,97.371998,0.0,,-0.144,,,97.515998,,72.428001,,,53.217001,53.217001,,174.654233,0.305566,0.305566,0.305566,174.970501,0.305566,0.305566,0.305566,,,,,,,,,,141.121994,,141.121994,,,,,,,141.121994,0.806547,0.806547,0.482221,59.788264,59.788264,59.58674,
03/31/1999,446.093,424.572,,,,,,,,21.521,-249.195,130.122,,,,,89.76,1.843,,27.47,196.898,-127.695,141.122,-13.427,,69.203,,,1.774,,,,,45.325,,,34.954,34.954,,176.969259,0.200527,0.200527,0.200527,177.159722,0.200527,0.200527,0.200527,,,,,,,,,,114.26,,114.26,,,,,,,114.26,0.644955,0.644955,0.482221,74.768142,74.768142,82.79888,
06/30/1999,454.006,430.535,,,,,,,,23.471,-247.363,147.956,,,,,89.765,2.951,,6.691,183.172,-129.683,142.734,-13.051,,53.489,3.374,,0.043,,,56.82,,23.78,,,14.991,14.991,,181.530817,0.210076,0.210076,0.210076,181.810786,0.210076,0.210076,0.210076,,,,,,,,,,125.099,,125.099,,,,,,,125.099,0.688072,0.688072,0.482221,70.082829,70.082829,69.974909,
09/30/1999,471.171,449.741,,,,,,,,21.43,-256.389,155.571,,,,,93.402,2.043,,5.373,214.782,-137.421,144.015,-18.594,12.0,77.361,,,0.41,,,,,51.18,,,42.435,42.435,,181.665861,0.229174,0.238723,0.305566,181.740038,0.229174,0.238723,0.305566,,,,,,,,,,130.865,,130.865,,,,,,,130.865,0.720067,0.720067,0.482221,66.968863,66.968863,66.94153,
12/31/1999,517.971985,486.670013,,,,,0.0,0.0,0.0,31.302,-299.677003,95.653999,,,,65.843002,109.276001,-1.668,,30.572001,218.295006,-152.436002,148.968002,-11.406,14.874,65.859004,0.0,,-7.522,,,73.381003,,59.592999,,,50.426998,50.426998,,181.34714,0.286468,0.305566,0.305566,196.603302,0.286468,0.305566,0.305566,,,,,,,,,,218.694,,218.694,,,,,,,218.694,1.112362,1.112362,0.482221,43.351063,43.351063,39.987075,
03/31/2000,477.851,453.344,,,,,0.0,0.0,0.0,24.507,-270.707,160.979,,,,0.0,98.488,2.131,,9.109,207.144,-133.574,158.659,-17.989,-7.096,73.57,0.0,,12.782,,,60.788,,37.464,,,28.243,28.243,,181.405777,0.152783,0.200527,0.200527,181.452903,0.152783,0.200527,0.200527,,,,,,,,,,170.225,,170.225,,,,,,,170.225,0.938122,0.938122,0.482221,51.402755,51.402755,52.367161,
06/30/2000,487.659,455.286,,,,,0.0,0.0,0.0,32.373,-271.357,160.628,,,,0.0,99.14,2.214,,9.375,216.302,-138.107,155.207,-15.538,-1.562,78.195,0.0,,0.0,,,78.195,,50.229,,,41.012,41.012,,181.875987,0.229174,0.229174,0.229174,182.025743,0.229174,0.229174,0.229174,,,,,,,,,,180.468,,180.468,,,,,,,180.468,0.991442,0.991442,0.482221,48.638304,48.638304,48.598089,
09/30/2000,493.926,454.645,,,,,0.0,0.0,0.0,39.281,-274.513,155.214,,,,0.0,106.983,3.326,,8.99,219.413,-139.597,160.668,-20.92,-0.151,79.816,0.0,,0.0,,,79.816,,51.21,,,42.025,42.025,,180.919859,0.229174,0.229174,0.229174,181.027724,0.229174,0.229174,0.229174,,,,,,,,,,192.453,,192.453,,,,,,,192.453,1.063113,1.063113,0.482221,45.359288,45.359288,45.332107,
12/31/2000,561.315,523.774,,,,,0.0,0.0,0.0,37.541,-303.606,108.835,,,,65.797,115.454,1.973,,11.547,257.709,-131.501,161.144,-29.32,-0.323,126.208,0.0,,0.209,,,125.999,,84.433,,0.0,75.248,75.248,,180.055887,0.420153,0.420153,0.420153,181.103126,0.420153,0.420153,0.420153,,,,,,,,,,250.012,,250.012,,,,,,,250.012,1.380495,1.380495,0.482221,34.930991,34.930991,34.061965,
03/31/2001,490.676,465.528,,,,,0.0,0.0,0.0,25.148,-281.303,165.099,,,,0.0,106.515,2.904,,6.785,209.373,-143.482,157.924,-11.731,-2.711,65.891,0.0,,1.663,,,64.228,,40.124,,0.0,30.939,30.939,,180.126052,0.171881,0.18143,0.18143,180.311413,0.171881,0.18143,0.18143,,,,,,,,,,177.569,,177.569,,,,,,,177.569,0.984791,0.984791,0.482221,48.966819,48.966819,48.916759,
06/30/2001,488.27,460.965,,,,,0.0,0.0,0.0,27.305,-279.09,163.338,,,,0.0,106.748,2.243,,6.761,209.18,-136.095,149.97,-13.903,0.028,73.085,0.0,,0.0,,,73.085,,45.923,,0.0,36.746,36.746,,180.632916,0.200527,0.200527,0.200527,180.966985,0.200527,0.200527,0.200527,,,,,,,,,,189.195,,189.195,,,,,,,189.195,1.045467,1.045467,0.501319,47.951637,47.951637,47.796189,
09/30/2001,500.647,467.204,,,,,0.0,0.0,0.0,33.443,-286.188,158.763,,,,0.0,111.196,2.677,,13.552,214.459,-142.388,149.044,-6.787,0.131,72.071,0.0,,0.22,,,71.851,,52.75,,0.0,36.251,36.251,,180.906245,0.200527,0.200527,0.200527,181.204708,0.200527,0.200527,0.200527,,,,,,,,,,210.241,,210.241,,,,,,,210.241,1.16024,1.16024,0.501319,43.208163,43.208163,43.137162,
12/31/2001,569.242,532.495,,,,,0.0,0.0,0.0,36.747,-321.836,182.901,,,,0.0,129.098,0.591,,9.246,247.406,-165.563,150.687,-32.066,46.942,292.89,0.0,282.297,-0.346,,,293.236,-7.012,60.352,-77.445,0.0,43.853,43.853,,180.825747,0.248272,0.248272,0.506093,181.201092,0.238723,0.238723,0.496544,,452.428,138.814,-2.61,,,63.645,,,273.112,,273.112,,,,,,,273.112,1.507232,1.507232,0.501319,33.260883,33.260883,52.591977,
03/31/2002,494.947,467.45,,,,,0.0,0.0,0.0,27.497,-293.506,166.594,,,,0.623,110.715,3.202,,12.372,201.441,-138.428,147.862,-9.434,0.0,63.013,0.0,,0.0,,,63.013,,46.505,,0.0,30.006,30.006,,182.162931,0.162332,0.162332,0.162332,182.773471,0.162332,0.162332,0.162332,,,,,,,,,,145.272,,145.272,,,,,,,145.272,0.79482,0.79482,0.501319,63.073218,63.073218,62.862768,
06/30/2002,511.532,479.549,,,,,,,,31.983,-292.067,159.099,,,,1.174,115.105,1.455,,15.234,219.465,37.43,150.09,-1.074,-186.446,256.895,,,-1.435,,,,,189.506,,,173.17,173.17,,182.674572,0.945343,0.935795,0.849854,198.406736,0.926246,0.916697,0.830756,,,,,,,,,,-144.993008,,-144.993008,,,,,,,-144.993008,-0.730787,-0.730787,0.525191,,,,
09/30/2002,541.072,499.123,,,,,,,,41.949,-313.952,170.831,,,,0.79,123.526,2.182,,16.623,227.12,-130.622,151.841,-22.933,1.714,96.498,,,-2.248,,,,,74.586,,,58.903,58.903,,194.296661,0.305566,0.296017,0.296017,195.060572,0.305566,0.296017,0.296017,,,,,,,,,,454.160008,,454.160008,,,,,,,454.160008,2.328302,2.328302,0.525191,22.556813,22.556813,22.468474,
