Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/29/1989,,267,,1903,1984,108,4262,,3077,4439,-1362,871,3948,8210,,1111,426,716,2253,2841,504,3345,5598,3,0,,2609,2612,8210,
07/29/1989,,188,,1778,1422,334,3722,,2520,3595,-1075,1433,3953,7675,,778,410,615,1803,2705,493,3198,5001,3,0,,2671,2674,7675,
10/28/1989,,121,,1947,1783,707,4558,,2601,3755,-1154,1101,3702,8260,,1014,679,751,2444,2648,460,3108,5552,3,0,,2705,2708,8260,
02/03/1990,,92,,2274,1491,196,4053,,2666,3736,-1070,1083,3749,7802,,706,449,839,1994,3003,479,3482,5476,7,0,124.0,2195,2326,7802,
05/05/1990,,143,0.0,2077,1658,227,4105,,2728,3863,-1135,1089,3817,7922,,812,535,739,2086,3004,473,3477,5563,11,0,,2348,2359,7922,
08/04/1990,,134,0.0,1980,1636,247,3997,,2788,3963,-1175,830,3618,7615,,769,387,651,1807,2953,479,3432,5239,11,0,,2365,2376,7615,
11/03/1990,,122,,2065,1991,196,4374,,2840,4083,-1243,842,3682,8056,,878,773,662,2313,2981,490,3471,5784,9,0,,2263,2272,8056,
02/02/1991,,80,,2494,1628,175,4377,,2985,4180,-1195,933,3918,8295,,729,333,680,1742,3565,509,4074,5816,12,0,123.0,2344,2479,8295,
05/04/1991,,233,,2212,1818,183,4446,,3020,4285,-1265,933,3953,8399,,707,154,676,1537,3838,501,4339,5876,12,0,,2511,2523,8399,
08/03/1991,,301,,2066,1749,240,4356,,3082,4422,-1340,935,4017,8373,,672,89,677,1438,3876,513,4389,5827,10,0,,2536,2546,8373,
11/02/1991,,56,,2151,2138,222,4567,,3127,4544,-1417,942,4069,8636,,845,86,715,1646,3908,505,4413,6059,10,0,,2567,2577,8636,
02/01/1992,,207,,2404,1741,222,4574,,3151,4540,-1389,1003,4154,8728,,662,79,781,1522,3918,491,4409,5931,16,0,138.0,2643,2797,8728,
05/02/1992,,357,,2098,1883,224,4562,,3139,4601,-1462,1009,4148,8710,,726,63,707,1496,3894,490,4384,5880,15,0,,2815,2830,8710,
08/01/1992,,299,0.0,1980,1792,223,4294,0.0,3179,4712,-1533,812,3991,8285,,664,85,772,1521,3099,500,3599,5120,14,0,,3151,3165,8285,
10/31/1992,,360,0.0,2056,2201,349,4966,0.0,3168,4776,-1608,737,3905,8871,,902,96,1248,2246,3222,479,3701,5947,12,0,,2912,2924,8871,
01/30/1993,,17,155.0,2367,1791,324,4654,0.0,3158,4731,-1573,733,3891,8545,,723,252,1000,1975,2879,121,3000,4975,389,0,158.0,3023,3570,8545,
05/01/1993,,320,0.0,2086,1981,308,4695,0.0,3170,4798,-1628,725,3895,8590,,866,261,894,2021,2826,502,3328,5349,19,0,,3222,3241,8590,
07/31/1993,,184,0.0,1965,1942,291,4382,0.0,3290,4982,-1692,727,4017,8399,,791,170,812,1773,2823,516,3339,5112,14,0,3273.0,0,3287,8399,
10/31/1993,,74,0.0,2099,2362,292,4827,0.0,3380,5144,-1764,721,4101,8928,,1021,347,871,2239,2822,515,3337,5576,11,0,,3341,3352,8928,
01/29/1994,,15,31.0,2394,2020,219,4679,0.0,3411,5047,-1636,710,4121,8800,,870,113,788,1771,2822,188,3010,4781,380,0,145.0,3494,4019,8800,
04/30/1994,,109,0.0,2142,2215,224,4690,0.0,3484,5185,-1701,701,4185,8875,,1008,47,764,1819,2809,555,3364,5183,0,0,,3692,3692,8875,
07/30/1994,,86,0.0,2009,2076,234,4405,0.0,3662,5445,-1783,691,4353,8758,,849,198,795,1842,2652,525,3177,5019,0,0,,3739,3739,8758,
10/29/1994,,26,0.0,2102,2565,227,4920,0.0,3794,5660,-1866,688,4482,9402,,1090,305,797,2192,2881,510,3391,5583,375,0,,3444,3819,9402,
01/28/1995,,15,40.0,2436,2207,212,4910,0.0,3866,5794,-1928,696,4562,9472,,837,169,889,1895,2875,193,3068,4963,374,0,129.0,4006,4509,9472,
04/29/1995,,110,0.0,2134,2054,452,4750,0.0,3307,5041,-1734,1233,4540,9290,,882,171,652,1705,2847,179,3026,4731,372,0,,4187,4559,9290,
07/29/1995,,255,0.0,2024,1957,465,4701,0.0,3416,5224,-1808,1227,4643,9344,,825,21,643,1489,3046,170,3216,4705,370,0,,4269,4639,9344,
10/28/1995,,28,0.0,2151,2974,267,5420,0.0,4259,6475,-2216,765,5024,10444,,1231,53,825,2109,3456,204,3660,5769,368,0,,4307,4675,10444,
02/03/1996,,12,147.0,2403,2134,401,5097,0.0,3744,5617,-1873,1281,5025,10122,,692,132,778,1602,3333,236,3569,5171,366,0,124.0,4461,4951,10122,
05/04/1996,,171,0.0,2150,2390,177,4888,0.0,3792,5744,-1952,760,4552,9440,,948,25,679,1652,3313,248,3561,5213,356,0,,3871,4227,9440,
08/03/1996,,268,0.0,2142,2314,174,4898,0.0,4076,6119,-2043,844,4920,9818,,843,225,713,1781,3430,270,3700,5481,354,0,,3983,4337,9818,
11/02/1996,,143,0.0,2199,2951,173,5466,0.0,4148,6275,-2127,875,5023,10489,,1260,269,787,2316,3878,591,4469,6785,349,0,,3355,3704,10489,
02/01/1997,,12,90.0,2425,2380,128,5035,0.0,4159,6372,-2213,865,5024,10059,,872,256,795,1923,3849,290,4139,6062,347,0,118.0,3532,3997,10059,
05/03/1997,,109,0.0,2060,2636,126,4931,0.0,4185,6489,-2304,862,5047,9978,,1072,361,704,2137,3722,625,4347,6484,32,0,,3462,3494,9978,
08/02/1997,,26,0.0,1901,2553,131,4611,0.0,4202,6600,-2398,859,5061,9672,,959,394,708,2061,3521,639,4160,6221,26,0,,3425,3451,9672,
11/01/1997,,23,0.0,1957,3102,135,5217,0.0,4225,6720,-2495,839,5064,10281,,1323,560,748,2631,3517,653,4170,6801,22,0,,3458,3480,10281,
01/31/1998,,199,0.0,2164,2433,82,4878,0.0,4224,6787,-2563,828,5052,9930,,842,233,791,1866,3512,726,4238,6104,17,0,115.0,3694,3826,9930,
05/02/1998,,282,0.0,1877,2752,78,4989,0.0,4239,6896,-2657,820,5059,10048,,1113,248,631,1992,3470,731,4201,6193,38,0,,3817,3855,10048,
08/01/1998,,338,0.0,1764,2575,71,4748,0.0,4310,7066,-2756,811,5121,9869,,965,48,714,1727,3469,740,4209,5936,33,0,,3900,3933,9869,
10/31/1998,,32,0.0,1856,3300,99,5287,0.0,4479,7125,-2646,1054,5533,10820,,1458,451,791,2700,3868,761,4629,7329,28,0,,3463,3491,10820,
01/30/1999,,112,0.0,2144,2655,76,4987,0.0,4513,7260,-2747,1033,5546,10533,,1017,98,944,2059,3825,791,4616,6675,22,0,167.0,3669,3858,10533,
05/01/1999,,152,0.0,1906,2930,69,5057,0.0,4506,7356,-2850,1013,5519,10576,,1238,104,754,2096,3791,795,4586,6682,48,0,,3846,3894,10576,
07/31/1999,,178,0.0,1790,2718,65,4751,0.0,4592,7545,-2953,1005,5597,10348,,946,292,905,2143,3549,803,4352,6495,41,0,,3812,3853,10348,
10/30/1999,,34,0.0,1817,3382,70,5303,0.0,4698,7623,-2925,1024,5722,11025,,1415,440,920,2775,3567,815,4382,7157,35,0,,3833,3868,11025,
01/29/2000,,41,0.0,2173,2817,84,5115,0.0,4769,7797,-3028,1051,5820,10935,,1030,259,1126,2415,3560,854,4414,6829,29,0,163.0,3914,4106,10935,
04/29/2000,,40,0.0,1913,3191,83,5227,0.0,4809,7945,-3136,1044,5853,11080,,1323,309,924,2556,3709,855,4564,7120,63,0,,3897,3960,11080,
