Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Security Deposits,Other ST Liabilities,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2007,,144.961,279.422,5959.151,6788.965,-829.814,18.711,18.711,0.0,0.0,0.0,6402.245,259.818,141.647,,146.93,26.343,6976.983,,250.098,37.274,37.274,,3266.517,1618.181,1648.336,,3553.889,223.417,799.726,2281.796,118.155,3423.094,6976.983,
06/30/2007,,245.632,349.534,5597.901,6452.128,-854.227,0.0,,0.0,,,6193.067,223.968,166.449,,148.696,27.084,6759.264,,239.927,,,,3045.494,1704.792,1340.702,38.994,3324.415,232.5,722.764,2300.438,179.147,3434.849,6759.264,
09/30/2007,,322.301,360.272,5664.09,6548.426,-884.336,0.0,0.0,0.0,0.0,0.0,6346.663,296.799,159.269,,157.235,103.212,7063.178,,293.788,39.246,39.246,,3330.796,1975.92,1354.876,,3663.83,232.5,698.282,2261.545,207.021,3399.348,7063.178,
12/31/2007,,488.339,356.194,5833.372,6750.058,-916.686,0.0,0.0,0.0,0.0,0.0,6677.905,220.224,184.27,0.0,149.812,30.192,7262.403,,265.354,40.842,40.842,,3494.844,1268.055,2226.789,,3801.04,232.5,697.411,2275.443,256.009,3461.363,7262.403,
03/31/2008,,559.131,366.385,5987.215,6928.628,-941.413,0.0,,0.0,0.0,0.0,6912.731,256.62,181.91,,272.124,65.869,7689.254,,275.574,46.404,46.404,,3986.174,3986.174,0.0,,4308.152,223.412,690.268,2197.071,270.351,3381.102,7689.254,
06/30/2008,,1442.708,373.202,5292.389,6186.619,-894.23,0.0,0.0,0.0,,,7108.299,339.755,209.926,0.0,230.041,38.771,7926.792,,326.96,57.08,57.08,,4119.675,4119.675,0.0,,4503.715,232.5,710.482,2194.136,285.959,3423.077,7926.792,
09/30/2008,,693.805,433.649,5468.306,6397.137,-928.831,0.0,,0.0,0.0,0.0,6595.76,285.932,,,249.393,186.733,7317.818,,353.561,57.489,57.489,,3758.223,2373.814,1384.409,,4169.273,232.5,452.258,2224.85,238.937,3148.545,7317.818,
03/31/2009,,881.431,432.503,4963.368,5949.909,-986.541,0.0,0.0,0.0,0.0,0.0,6277.302,263.003,145.266,,208.069,19.295,6912.935,,325.967,48.941,48.941,,3232.714,1827.526,1405.188,,3607.622,232.5,420.253,2763.306,-110.746,3305.313,6912.935,
06/30/2009,,1072.543,434.008,4821.303,5835.793,-1014.49,0.0,0.0,0.0,0.0,0.0,6327.854,185.906,142.288,,205.761,23.439,6885.248,,300.208,50.841,50.841,,3242.286,1858.424,1383.862,,3593.335,232.5,420.611,2727.364,-88.562,3291.913,6885.248,
09/30/2009,,348.349,459.612,5522.156,6584.837,-1062.681,0.0,0.0,0.0,0.0,0.0,6330.117,174.651,135.164,,207.289,26.045,6873.266,,298.509,52.576,52.576,,3172.001,1773.789,1398.212,,3523.086,232.5,425.137,2692.08,0.463,3350.18,6873.266,
12/31/2009,,214.426,462.13,5594.852,6708.66,-1113.808,0.0,0.0,0.0,0.0,0.0,6271.408,187.169,155.958,0.0,208.515,18.908,6841.958,,284.759,53.283,53.283,,3212.596,2116.042,1096.554,,3550.638,232.5,351.304,2732.708,-25.192,3291.32,6841.958,
03/31/2010,,147.838,606.838,5623.945,6780.943,-1156.998,0.0,0.0,0.0,0.0,0.0,6378.621,153.389,142.393,,213.119,21.949,6909.471,,292.393,52.263,52.263,,3313.72,2349.827,963.893,,3658.376,232.5,351.485,2697.512,-30.402,3251.095,6909.471,
06/30/2010,,131.155,687.201,5638.415,6834.736,-1196.321,0.0,0.0,0.0,0.0,0.0,6456.771,214.539,156.655,,205.872,26.155,7059.992,,292.472,53.555,53.555,,2994.655,2049.868,944.787,,3340.682,232.5,367.972,3135.374,-16.536,3719.31,7059.992,
09/30/2010,,228.349,690.088,5651.955,6871.262,-1219.307,0.0,,0.0,0.0,0.0,6570.392,176.436,159.093,,188.65,29.155,7123.726,,300.711,57.089,57.089,,3066.907,2098.822,968.085,,3424.707,232.5,367.736,3093.328,5.455,3699.019,7123.726,
12/31/2010,,242.098,883.241,5638.083,6906.176,-1268.093,0.0,0.0,,0.0,0.0,6763.422,198.424,167.735,0.0,213.323,29.991,7372.895,,281.919,57.555,57.555,,3331.299,2368.865,962.434,,3670.773,232.5,381.399,3063.73,24.493,3702.122,7372.895,
03/31/2011,,346.242,911.003,5527.742,6841.289,-1313.547,0.0,0.0,0.0,0.0,0.0,6784.987,203.626,170.867,,229.621,31.662,7420.763,,238.199,56.42,56.42,,3426.051,2464.787,961.264,0.0,3720.67,232.5,397.361,3027.197,43.035,3700.093,7420.763,
06/30/2011,,171.765,3012.144,23984.465,25748.754,-1764.289,359.228,0.0,359.228,0.0,0.0,27527.602,260.893,197.475,,1080.146,68.39,29134.506,,702.378,,,,12119.952,8640.091,3479.861,1241.931,14064.261,582.2,716.705,16388.818,-2617.478,15070.245,29134.506,
09/30/2011,,0.0,2900.646,23684.202,25592.354,-1908.152,354.254,0.0,354.254,0.0,0.0,26939.102,216.749,216.423,,1136.232,77.798,28586.304,,633.044,,,,12147.277,8739.732,3407.545,1204.017,13984.338,582.2,669.136,16370.173,-3019.543,14601.966,28586.304,
12/31/2011,,0.0,2857.755,22629.63,24787.537,-2157.907,322.834,0.0,322.834,0.0,0.0,25810.219,176.072,147.999,0.0,1517.63,71.992,27723.912,,639.49,,,,11382.408,8187.998,3194.41,1246.54,13268.438,582.5,793.835,16353.622,-3274.483,14455.474,27723.912,
03/31/2012,,0.0,2452.939,24321.584,26578.485,-2256.901,247.241,0.0,247.241,0.0,0.0,27021.764,343.736,163.679,,1246.817,91.957,28867.953,,674.084,,,,12380.921,8207.651,4173.27,1262.288,14317.293,582.2,833.005,16374.858,-3239.403,14550.66,28867.953,
06/30/2012,,0.0,2220.172,24166.196,26422.297,-2256.101,245.654,0.0,245.654,0.0,0.0,26632.022,293.631,168.008,,1170.718,151.184,28415.563,,600.019,,,,12433.585,7951.311,4482.274,1212.392,14245.996,582.2,702.596,16378.044,-3493.273,14169.567,28415.563,
09/30/2012,,0.0,2242.075,24071.852,26461.066,-2389.214,243.979,0.0,243.979,0.0,0.0,26557.906,158.188,181.855,,1505.958,172.515,28576.422,,625.873,,,,12578.06,8051.643,4526.417,1197.968,14401.901,582.2,692.772,16400.406,-3500.857,14174.521,28576.422,
12/31/2012,,0.0,2195.782,23328.463,25809.123,-2480.66,188.0,0.0,188.0,0.0,0.0,25712.245,100.81,171.084,0.0,1149.08,176.926,27310.145,,611.77,,,,11790.794,7713.963,4076.831,1134.245,13536.809,582.2,704.319,16416.473,-3929.656,13773.336,27310.145,
03/31/2013,,0.0,3635.214,18302.862,20595.808,-2292.946,188.0,0.0,188.0,0.0,0.0,22126.076,785.359,139.691,,975.568,48.605,24075.299,,589.034,482.5,,482.5,9074.123,6759.706,2314.417,719.109,10864.766,100.0,709.638,16466.11,-4065.215,13210.533,24075.299,
06/30/2013,,0.0,3884.766,18475.956,20898.865,-2422.909,189.636,0.0,189.636,0.0,0.0,22550.358,385.424,124.98,,950.164,26.642,24037.568,,651.081,,,,8417.31,6134.197,2283.113,646.675,9715.066,100.0,523.076,17944.815,-4245.389,14322.502,24037.568,
