Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,Price/Share,Market Cap,Market Cap / Deposits,Enterprise Value,EV/Total Revenues,EV/EBITDA,Source: Bloomberg
05/28/1999,,14.358703,14.358703,14.358703,4.105238,,,,67.9375,32250.74672,0.946825,226591.74672,10.196272,14.326742,
08/27/1999,,14.251553,14.49017,13.600507,3.398562,,,,61.5625,29217.438732,0.771682,211723.438732,9.234274,13.571145,
11/26/1999,10.93529,13.716791,14.257089,12.747245,3.692756,,1.449177,,77.3125,34703.183453,0.604532,208320.183453,8.213547,12.546385,
02/25/2000,13.261516,12.956246,13.907858,12.663906,3.897955,,1.55357,1.459486,89.25,40066.64483,0.684292,239668.64483,8.724424,13.688311,
05/26/2000,11.444672,14.101683,14.808803,11.960046,2.838217,,1.144808,,69.8125,31737.600049,0.517497,226937.600049,7.74214,11.823977,
08/25/2000,18.652344,12.710662,13.301623,12.016124,4.516782,,1.814022,,119.375,57331.516359,0.990541,251568.516359,7.930162,12.080701,
11/24/2000,12.834646,11.719161,12.325189,8.07298,2.532762,,1.196565,4.159222,81.5,39249.415515,0.501417,179034.415515,5.425285,8.062434,
02/23/2001,16.033389,8.523906,8.882815,8.051163,2.830861,,1.369792,4.232995,96.04,49364.559634,0.575714,205451.559634,5.948566,8.787868,
05/25/2001,17.587074,8.661267,8.906627,8.349392,2.790468,,1.418271,9.875116,97.96,50838.975079,0.589021,204222.975079,5.919507,8.764558,
08/31/2001,16.618257,8.441703,8.681694,8.220488,2.245815,,1.229211,3.980662,80.1,40222.320692,0.447253,190859.320692,5.782039,8.606183,
11/30/2001,20.892019,8.467245,8.785716,3.319998,2.324852,,1.459106,,89.0,44551.726089,0.477597,65742.726089,2.111334,3.304319,
02/22/2002,20.572917,3.457513,11.842446,3.046097,2.128878,2.516689,1.464169,,79.0,39318.677515,0.449876,198641.677515,7.26667,11.837297,
05/31/2002,19.648438,12.006817,14.36409,11.714215,1.978872,2.33264,1.490339,,75.45,38128.401082,0.446437,214989.401082,8.460153,14.40272,
08/30/2002,19.471033,14.374194,16.838755,14.141364,2.024387,2.386608,1.610224,,77.3,38042.369981,0.428468,226063.369981,9.44923,16.815187,
11/29/2002,19.619403,16.429067,16.912193,5.664626,1.962892,2.633682,1.71099,,78.87,38745.44034,0.413518,72523.44034,3.173337,5.637267,
02/28/2003,16.039261,5.553174,18.199424,5.103208,1.734293,2.301461,1.472796,,69.45,33775.662473,0.354243,234062.662473,10.068077,18.186687,
05/30/2003,17.602592,18.352252,20.288162,17.948813,1.96898,2.58278,1.736748,,81.5,39462.298819,0.375049,255928.298819,11.127801,20.273154,
