Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Unsecured Debt,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1994,3.039,1.407,1.118,0.0,-0.01,0.524,,,,,,,,,,,,,,,,,,,,,
06/30/1994,3.979,1.418,1.258,0.0,-0.007,1.31,,,,,,,,,,,,,,,,,,,,,
09/30/1994,3.255,1.404,1.415,0.0,-0.004,0.44,,,,,,,,,,,,,,,,,,,,,
12/31/1994,1.233,1.155,1.475,0.0,0.004,-1.401,,,,,,,,,,,,,,,,,,,,,
03/31/1995,3.845,1.456,1.5,0.0,0.124,0.765,,,,,,,,,,,,,,,,,,,,,
06/30/1995,4.074,1.406,1.554,0.0,-0.134,1.248,,,,,,,,,,,,,,,,,,,,,
09/30/1995,2.689,1.29,1.612,0.0,-0.001,-0.212,,,,,,,,,,,,,,,,,,,,,
12/31/1995,5.296,1.433,1.77,0.0,0.011,2.082,,,,,,,,,,,,,,,,,,,,,
03/31/1996,5.768,2.601,1.884,0.0,-0.007,1.29,,0.0,-5.074,0.0,0.0,0.0,0.0,,-5.506,-10.58,6.804,-3.241,,9.939,,,0.0,0.0,0.106,1.992,
06/30/1996,2.497,2.629,2.021,0.0,-0.014,-2.139,,0.0,-6.722,0.0,0.0,0.0,0.0,,-2.982,-9.704,7.981,-4.021,,12.545,,,0.0,0.0,-0.543,0.774,
09/30/1996,6.01,3.025,2.203,0.0,-0.102,0.884,,0.0,-39.791,0.0,0.0,0.0,0.0,,-4.502,-44.292999,47.154999,-4.287,,34.702999,,,16.469,0.0,0.27,8.872,
12/31/1996,1.729,1.71,2.65,0.0,0.053,-2.684,,0.0,-51.347,0.0,0.0,0.0,0.0,,6.082,-45.264999,36.790001,-4.631,,-5.115002,,,48.101002,0.0,-1.565,-6.746,
03/31/1997,14.197,4.037,2.844,0.0,0.949,6.367,,0.0,-31.792999,-0.332,0.0,0.0,0.0,0.0,0.0,-32.125,24.264,-5.775,-0.012,2.263,,,26.0,0.0,1.788,6.336,
06/30/1997,10.735,4.727,4.231,0.0,1.423,0.354,,0.0,-68.911003,-1.119,0.0,0.0,0.0,0.0,2.742,-67.288002,55.335999,-6.478,-1.454,21.036,,,44.529999,0.0,-2.298,-1.217,
09/30/1997,13.1,8.743,4.427,0.0,0.625,-0.695,,0.0,-17.358,-1.212,0.0,0.0,0.0,0.05,0.0,-18.52,6.039,-10.609,-0.405,-122.975,,,140.082001,0.0,-0.054,0.619,
12/31/1997,5.012,9.895,4.801,0.0,-0.027,-9.657,,2.645,-67.959,-2.563,0.0,0.0,0.0,0.019,-2.742,-70.599998,68.142998,-11.053,-1.207,63.67,,,16.737,0.0,-0.004,2.555,
03/31/1998,16.124001,19.555,5.456,0.0,-9.294,0.407,,26.735001,-71.775002,-1.121,0.0,0.0,0.0,0.009,0.0,-46.152,30.148001,-12.021,-0.476,43.229998,,,0.007,0.0,-0.592,0.12,
06/30/1998,16.561001,10.798,5.929,0.0,-0.46,0.294,,3.927,-49.830002,-1.721,0.0,0.0,0.0,-21.264999,0.0,-68.889,48.353001,-12.34,78.226997,-27.188,,,9.678,0.0,-0.024,-3.975,
09/30/1998,20.937,10.061,6.6,0.0,1.498,2.778,,0.0,-49.818001,-1.983,0.0,0.0,0.0,-2.046,0.0,-53.847,38.578999,-12.552,-2.381,54.092999,,,0.048,0.0,-0.629,5.669,
12/31/1998,11.379,10.176,7.061,0.0,3.832,-9.69,,0.0,-58.622002,-3.5,0.0,0.0,0.0,-5.383,0.0,-67.504997,57.645,-12.578,1.673,69.113997,,,0.493,0.0,-1.057,1.519,
03/31/1999,26.707001,13.66,9.411,0.0,2.339,1.297,,0.0,-34.965,-2.608,0.0,0.0,0.0,-2.587,0.0,-40.16,25.902,-13.176,-2.205,43.231999,,,0.029,0.0,-1.978,12.449,
06/30/1999,37.445,25.025999,12.37,0.0,2.249,-2.199,,0.0,-50.223999,-4.04,0.0,0.0,0.0,-6.814,0.0,-61.077999,6.045,-27.393999,-3.137,38.122001,,,0.042,0.0,-1.588,-17.587,
09/30/1999,36.091,24.642,13.112,0.0,2.683,-4.346,,0.0,-60.112,-4.247,0.0,0.0,0.0,-22.655001,0.0,-87.014,59.726002,-27.408001,-5.112,-110.880997,,,205.285004,-1.378,-0.781,8.803,
12/31/1999,51.058998,26.518,13.719,0.0,9.364,1.458,,5.39,-16.070999,-10.641,0.0,0.0,0.0,-7.038,0.0,-28.360001,7.834,-27.007,-8.765,99.145004,,,,-54.779999,-0.758,30.533001,
03/31/2000,39.150002,22.32,13.762,0.0,8.131,-5.064,,0.0,-40.159,-3.07,0.0,0.0,0.0,-2.589,0.0,-45.819,-19.639,-27.153,-7.978,27.233,,,0.012,-10.635,-1.119,-26.308001,
06/30/2000,47.540001,16.117001,14.625,6.91,9.378,0.511,,7.492,-94.970001,-3.533,0.0,15.673,0.0,-22.134001,0.0,-97.473,60.032001,-27.136999,-8.292,28.128002,,,68.231003,0.0,-0.899,10.099,
09/30/2000,40.991001,24.580999,14.777,0.0,7.501,-5.867,,0.0,-103.360001,-6.318,0.0,0.0,0.0,-26.195,0.0,-135.873001,93.844002,-27.148001,-9.909,114.640001,,,23.400999,-2.553,-4.588,-1.038,
12/31/2000,50.851002,24.593,16.266001,-6.91,20.393999,-3.493,,34.612999,-65.734001,-6.214,0.0,0.0,0.0,-18.766001,0.0,-56.098999,69.365997,-27.641001,-12.031,107.801998,,,0.0,,1.266,64.116997,
03/31/2001,52.188999,23.146,15.896,0.0,9.13,4.018,,0.0,-28.959999,-2.771,0.0,14.394,0.0,-1.383,0.0,-18.721001,-81.778999,-28.549,-14.906,-38.260999,,,0.0,-0.033,-0.03,-48.311001,
06/30/2001,39.683998,24.149,16.872999,0.0,9.776,-11.113,,21.546,-7.612,-4.135,0.0,0.2,0.0,-31.070999,0.0,-21.072001,-58.162998,-28.742001,-10.088,-10.360001,,,0.038,-0.005,-9.006,-39.550999,
09/30/2001,42.5,26.849001,16.972,0.0,11.399,-12.72,,16.004,-66.024002,-4.304,0.0,50.756001,0.0,4.465,0.0,0.898,-20.25,-28.774,-10.045,173.121154,,173.121154,0.015,-0.111,4.252,23.153,
12/31/2001,49.683998,26.52,17.764999,0.0,11.259,-5.861,,107.433998,-230.106995,-4.627,0.0,2.233,0.0,1.655,0.0,-123.413002,65.307999,-28.796,-9.794,108.369995,,,0.012,-0.117,-4.369,-8.426,
03/31/2002,26.561001,25.277,17.309,0.0,8.754,-24.778999,,46.702999,-49.238998,-3.656,0.0,-1.059,0.0,-8.205,0.0,-15.456,-9.296,-29.459999,-9.888,31.285999,,,3.5,-2.808,-1.926,1.809,
06/30/2002,64.178001,22.99,18.037001,0.0,8.549,14.602,,103.477997,-83.153999,0.0,0.0,16.207001,0.0,3.218,0.0,39.749001,-64.366997,-29.646,-9.96,-24.615999,,,0.0,0.0,-0.145,39.560001,
09/30/2002,41.862,27.448999,18.812,0.0,9.401,-13.8,,112.550003,-83.248001,-8.358,0.0,22.209999,0.0,-23.087999,0.0,20.066,-84.279999,-29.790001,-10.114,-50.798,,,6.432,0.0,-0.01,-22.351999,
12/31/2002,41.689999,34.811001,20.222,0.0,-0.237,-13.106,,160.298996,-71.760002,-6.52,0.0,0.005,0.0,-17.049,0.0,64.974998,-97.086998,-30.073999,-9.912,-57.101,,,0.0,0.0,0.0,9.578,
03/31/2003,34.049,17.924,18.863001,0.0,15.089,-17.827,,31.58,-99.042,-2.84,0.0,25.753,0.0,0.583,0.0,-43.966,-18.257,-31.379999,-8.806,96.710999,,,0.968,-75.75,0.0,-28.174,
06/30/2003,63.099998,26.992001,18.9,1.969,7.011,8.228,,66.268997,-57.469002,-3.662,0.0,19.476999,0.0,3.243,0.0,27.858,-73.306999,-31.455,-8.921,46.150002,,,72.394997,-151.475998,0.0,17.650999,
09/30/2003,60.650002,31.166,18.516001,0.0,10.8,0.168,,47.483002,-112.834999,0.0,0.0,3.102,0.0,4.275,0.0,-57.974998,-2.712,-30.973,-8.085,-7.653,,,124.004997,-80.0,-0.006,-0.037,
12/31/2003,22.846001,54.707001,18.743999,-1.969,-53.945999,5.31,,91.700996,-139.852005,0.0,0.0,69.310997,0.0,3.92,0.0,25.08,-63.944,-31.07,-17.893,-16.324,,,2.355,-0.82,-0.192,-16.018,
03/31/2004,33.912998,22.816999,20.344,0.0,1.893,-11.141,,30.854,-63.334999,0.0,0.0,0.602,0.0,17.448,0.0,-14.431,-5.813,-31.775999,-7.159,33.502998,,,10.761,-7.784,-3.358,13.669,
06/30/2004,74.040001,26.457001,19.922001,0.0,-0.677,28.337999,,32.055,-138.289993,0.0,0.0,10.544,0.0,-0.558,0.0,-96.249001,-15.949,-32.210999,-6.949,25.875,,,0.74,-3.047,-0.357,-38.158001,
09/30/2004,37.806,37.746,20.506,0.0,-5.924,-14.522,,66.566,-67.166,0.0,0.0,34.384,0.0,-14.047,0.0,19.737,-12.742,-32.26,-6.954,-27.512,,,188.332,-134.571,0.223,44.801,
12/31/2004,34.188,49.307,21.164,0.81,-23.459,-13.634,,187.703,-127.83,0.0,0.0,18.479,0.0,-21.773,0.0,56.579,-45.628,-33.223,-6.673,-7.884,,,2.541,0.0,-0.389,45.139,
03/31/2005,19.97,38.348,22.266,,-8.376,-32.268,,59.24,-56.69,,0.0,2.394,,-1.352,0.0,3.592,-65.291,-34.654,-6.531,-26.836,-25.0,-1.836,3.128,0.0,-0.398,-41.729,
06/30/2005,78.244,43.88,20.628,0.0,0.003,13.733,,33.743,-60.002,0.0,0.0,0.538,0.0,-388.111,0.0,-413.832,308.249,-34.736,-6.517,348.77,,,0.426,0.0,0.306,-27.339,
09/30/2005,46.352,32.063,20.482,0.0,-2.433,-3.76,,56.929,-99.93,0.0,0.0,0.819,0.0,7.728,0.0,-34.454,-6.918,-37.036,-6.799,-178.599,,,272.557,-54.0,-3.041,4.98,
12/31/2005,60.837,48.356,21.073,0.0,-7.902,-0.69,,87.223,-110.04,0.0,0.0,-12.207,0.0,-5.06,0.0,-40.084,-9.527,-34.577,-6.574,29.502,,,2.206,0.0,-0.084,11.226,
