Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/30/1989,602.132019,,,-453.928986,,,148.203033,,-114.875,,,,33.327999,-11.622,,5.926,,0.0,,5.696,21.705999,-7.12,14.586,0.0,,,14.585999,0.0,14.586,0.0,,14.586,14.586,,1190.975952,0.012031,0.012031,,1190.975952,0.012031,0.012031,0.012031,
07/31/1989,746.195984,,,-562.426025,,,183.769958,,-128.802994,,,,54.966999,-11.258,,4.664,,0.0,,6.594,43.708999,-13.781,29.927999,0.0,,,29.927999,0.0,29.927999,0.0,,29.927999,29.927999,,1191.647949,0.025,0.025,,1191.647949,0.025,0.025,0.025,
10/31/1989,702.669983,,,-534.333984,,,168.335999,,-127.666,,,,40.669998,-11.056,,4.709,,0.0,,6.347,29.613998,-9.337,20.277,0.0,,,20.276998,0.0,20.277,0.0,,20.277,20.277,,1195.328003,0.016875,0.016875,,1195.328003,0.016875,0.016875,0.016875,
01/31/1990,599.549011,,,-453.475006,,,146.074005,,-122.361,,,,23.712999,-9.946,,3.929,,0.0,,6.017,13.766999,-3.646,10.121,0.0,,,10.120999,0.0,10.121,0.0,,10.121,10.121,,1195.904064,0.008438,0.008438,0.008438,1195.904064,0.008438,0.008438,0.008438,
04/30/1990,720.90802,,,-547.724976,,,173.183044,,-131.251007,,,,41.931999,-10.167,,3.781,,0.0,,6.386,31.764999,-9.783,21.982,0.0,,,21.981999,0.0,21.982,0.0,,21.982,21.982,,1197.088013,0.018281,0.018281,,1197.088013,0.018281,0.018281,0.018281,
07/31/1990,818.052002,,,-615.715027,,,202.336975,,-148.858994,,,,53.478001,-11.64,,4.14,,0.0,,7.5,41.838001,-11.878,29.959999,0.0,,,29.960001,0.0,29.959999,0.0,,29.959999,29.959999,,1202.176025,0.025,0.025,,1202.176025,0.025,0.025,0.025,
10/31/1990,708.124023,,,-533.372986,,,174.751038,,-143.296005,,,,31.455,-11.791,,4.786,,0.0,,7.005,19.664,-5.583,14.081,0.0,,,14.081,0.0,14.081,0.0,,14.081,14.081,,1209.280029,0.011875,0.011875,,1209.280029,0.011875,0.011875,0.011875,
01/31/1991,586.023987,,,-433.61499,,,152.408997,,-133.942993,,,,18.466,-11.482,,4.712,,0.0,,6.77,6.984,-1.92,5.064,0.0,,,5.064,0.0,5.064,0.0,,5.064,5.064,,1171.375968,0.004375,0.004375,0.004375,1171.375968,0.004375,0.004375,0.004375,
04/30/1991,693.351013,,,-525.932983,,,167.41803,,-147.125,,,,20.292999,-3.863,,3.863,,0.0,,0.0,16.429999,-4.954,11.476,0.0,,,11.475999,0.0,11.476,0.0,,11.476,11.476,,1168.832031,0.009531,0.009531,,1168.832031,0.009531,0.009531,0.009531,
07/31/1991,863.008972,,,-654.192993,,,208.815979,,-168.740005,,,,40.076,-3.801,,3.801,,0.0,,0.0,36.275,-10.991,25.284,0.0,,,25.284,0.0,25.284,0.0,,25.284,25.284,,1169.567993,0.021562,0.021562,,1169.567993,0.021562,0.021562,0.021562,
10/31/1991,790.273987,,,-601.789001,,,188.484985,,-165.298004,,,,23.187,-4.019,,4.019,,0.0,,0.0,19.168,-6.176,12.992,0.0,,,12.992,0.0,12.992,0.0,,12.992,12.992,,1169.375977,0.01125,0.01125,,1169.375977,0.01125,0.01125,0.01125,
01/31/1992,709.612976,,,-539.073975,,,170.539001,,-160.917999,,,,9.621,-12.923,,5.255,,0.0,,7.668,-3.302,-39.963001,-43.264999,0.0,,,-43.265001,0.0,-43.264999,0.0,,-43.264999,-43.264999,,1165.599968,-0.036875,-0.036875,-0.036875,1165.599968,-0.036875,-0.036875,-0.036875,
04/30/1992,883.28302,,,-670.067993,,,213.215027,,-174.854004,,,,38.361,-3.647,,3.647,,0.0,,0.0,34.714,-10.935,23.778999,0.0,,,23.779,0.0,23.778999,0.0,,23.778999,23.778999,,1168.927979,0.020156,0.020156,,1168.927979,0.020156,0.020156,0.020156,
07/31/1992,1061.64502,,,-814.903992,,,246.741028,,-198.063004,,,,48.678001,-4.222,,4.222,,0.0,,0.0,44.456001,-14.738,29.718,0.0,,,29.718001,0.0,29.718,0.0,,29.718,29.718,,1169.199951,0.025625,0.025625,,1169.199951,0.025625,0.025625,0.025625,
10/31/1992,991.192017,,,-759.820007,,,231.372009,,-199.115997,,,,32.256001,-4.048,,4.048,,0.0,,0.0,28.208001,-9.308,18.9,0.0,,,18.900001,0.0,18.9,0.0,,18.9,18.9,,1169.328003,0.01625,0.01625,,1169.328003,0.01625,0.01625,0.01625,
01/31/1993,910.297974,,,-700.960999,,,209.336975,,-187.141006,,,,22.195999,-3.682,,3.682,,0.0,,0.0,18.513999,-6.191,12.323,0.0,,,12.322999,0.0,12.323,0.0,,12.323,12.323,,1167.463616,0.010625,0.010625,0.010625,1167.463616,0.010625,0.010625,0.010625,
04/30/1993,992.112,,,-757.945007,,,234.166992,,-187.084,,,,47.083,-3.825,,3.825,,0.0,,0.0,43.258,-13.81,29.448,0.0,,,29.448,0.0,29.448,0.0,,29.448,29.448,,1172.767944,0.025,0.025,,1172.767944,0.025,0.025,0.025,
07/31/1993,1241.69104,,,-949.210999,,,292.480042,,-220.384003,,,,72.096001,-3.545,,3.545,,0.0,,0.0,68.551001,-23.591,44.959999,0.0,,,44.960001,0.0,44.959999,0.0,,44.959999,44.959999,,1178.447998,0.038125,0.038125,,1178.447998,0.038125,0.038125,0.038125,
10/31/1993,1158.369995,,,-882.75,,,275.619995,,-223.274994,,,,52.345001,-4.834,,4.834,,0.0,,0.0,47.511001,-15.866,31.645,0.0,,,31.645001,0.0,31.645,0.0,,31.645,31.645,,1183.248047,0.026875,0.026875,,1183.248047,0.026875,0.026875,0.026875,
01/31/1994,1145.828003,,,-866.810974,,,279.017029,,-233.938995,,,,45.077999,-6.074,,6.074,,0.0,,0.0,39.003999,-13.271,25.733,0.0,,,25.732999,0.0,25.733,0.0,,25.733,25.733,,1184.784064,0.021875,0.021875,0.021875,1184.784064,0.021875,0.021875,0.021875,
04/30/1994,1397.008057,,,-1060.300049,,,336.708008,,-248.705002,,,,88.002998,-8.383,,8.383,,0.0,,0.0,79.619998,-27.867001,51.752998,0.0,,,51.752997,0.0,51.752998,0.0,,51.752998,51.752998,,1185.696045,0.04375,0.04375,,1185.696045,0.04375,0.04375,0.04375,
07/30/1994,1647.019043,,,-1243.458984,,,403.560059,,-286.444,,,,117.115997,-7.345,,7.345,,0.0,,0.0,109.770998,-38.419998,71.350998,0.0,,,71.350999,0.0,71.350998,0.0,,71.350998,71.350998,,1220.608032,0.05875,0.05875,,1220.608032,0.05875,0.05875,0.05875,
10/31/1994,1579.005005,,,-1197.859009,,,381.145996,,-291.743988,,,,89.402,-5.852,,5.852,,0.0,,0.0,83.55,-29.358999,54.191002,0.0,,,54.191001,0.0,54.191002,0.0,,54.191002,54.191002,,1275.192017,0.0425,0.0425,,1275.192017,0.0425,0.0425,0.0425,
01/31/1995,1487.489014,,,-1096.359009,,,391.130005,,-314.247009,,,,76.883003,-6.293,,6.293,,0.0,,0.0,70.590003,-24.325001,46.264999,0.0,,,46.265002,0.0,46.264999,0.0,,46.264999,46.264999,,1275.943968,0.03625,0.03625,0.03625,1275.943968,0.03625,0.03625,0.03625,
