Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1992,3042.0,,-2512.0,,,530.0,,-252.0,,,,278.0,-36.0,,84.0,,,,-48.0,242.0,-142.0,100.0,0.0,,,100.0,0.0,100.0,0.0,,100.0,100.0,,519.684021,0.19,0.19,,519.684021,0.19,0.19,0.19,
09/30/1992,3098.0,,-2668.0,,,430.0,,-285.0,,,,145.0,-56.0,,92.0,,,,-36.0,89.0,16.0,105.0,0.0,,,105.0,0.0,105.0,0.0,,105.0,105.0,,520.176025,0.205,0.205,,520.176025,0.205,0.205,0.205,
12/31/1992,3081.0,,-2585.0,,,496.0,,-263.0,,,,233.0,-20.0,,94.0,,-15.0,,-59.0,213.0,-69.0,144.0,20.0,,,124.0,0.0,124.0,0.0,,124.0,124.0,,520.440002,0.24,0.275,0.275,520.440002,0.24,0.275,0.275,
03/31/1993,3029.0,,-2554.0,,,475.0,,-274.0,,,,201.0,-18.0,,64.0,,1.0,,-47.0,183.0,-122.0,61.0,0.0,,,61.0,0.0,61.0,0.0,,61.0,61.0,,520.710022,0.115,0.115,,520.710022,0.115,0.115,0.115,
06/30/1993,3230.0,,-2711.0,,,519.0,,-266.0,,,,253.0,-29.0,,71.0,,3.0,,-45.0,224.0,-101.0,123.0,2.0,,,121.0,0.0,121.0,0.0,,121.0,121.0,,521.872009,0.23,0.235,,521.872009,0.23,0.235,0.235,
09/30/1993,3170.0,,-2727.0,,,443.0,,-265.0,,,,178.0,-56.0,,70.0,,-2.0,,-12.0,122.0,-81.0,41.0,0.0,,,41.0,0.0,41.0,0.0,,41.0,41.0,,522.544006,0.08,0.08,,522.544006,0.08,0.08,0.08,
12/31/1993,2880.0,,-2569.0,,,311.0,,-331.0,,,,-20.0,29.0,,73.0,,0.0,,-102.0,9.0,11.0,20.0,0.0,,,20.0,0.0,20.0,0.0,,20.0,20.0,,522.96399,0.04,0.04,0.04,522.96399,0.04,0.04,0.04,
03/31/1994,2884.0,,-2406.0,,,478.0,,-226.0,,,,252.0,-24.0,,76.0,,,,-52.0,228.0,-101.0,127.0,0.0,,,127.0,0.0,127.0,0.0,,127.0,127.0,,522.85199,0.245,0.245,,522.85199,0.245,0.245,0.245,
06/30/1994,2995.0,,-2560.0,,,435.0,,-230.0,,,,205.0,-44.0,,69.0,,,,-25.0,161.0,-85.0,76.0,0.0,,,76.0,0.0,76.0,0.0,,76.0,76.0,,523.054016,0.145,0.145,,523.054016,0.145,0.145,0.145,
09/30/1994,3315.0,,-2801.0,,,514.0,,-262.0,,,,252.0,-18.0,,42.0,,,,-24.0,234.0,-115.0,119.0,0.0,,,119.0,0.0,119.0,0.0,,119.0,119.0,,523.138,0.225,0.225,,523.138,0.225,0.225,0.225,
12/31/1994,3017.0,,-2511.0,,,506.0,,-257.0,,,,249.0,-20.0,,63.0,,,,-43.0,229.0,-67.0,162.0,0.0,,,162.0,0.0,162.0,0.0,,162.0,162.0,,523.200012,0.31,0.31,0.31,523.200012,0.31,0.31,0.31,
03/31/1995,3087.0,,-2538.0,,,549.0,,-227.0,,,,322.0,-39.0,,68.0,,,,-29.0,283.0,-172.0,111.0,0.0,,,111.0,0.0,111.0,0.0,,111.0,111.0,,523.349976,0.215,0.215,,523.349976,0.215,0.215,0.215,
06/30/1995,3591.0,,-3082.0,,,509.0,,-222.0,,,,287.0,-31.0,,68.0,,,,-37.0,256.0,-143.0,113.0,0.0,,,113.0,0.0,113.0,0.0,,113.0,113.0,,524.05603,0.21,0.21,,524.05603,0.21,0.21,0.21,
09/30/1995,3369.0,,-2800.0,,,569.0,,-253.0,,,,316.0,-25.0,,63.0,,,,-38.0,291.0,-155.0,136.0,0.0,,,136.0,0.0,136.0,0.0,,136.0,136.0,,524.307983,0.26,0.26,,524.307983,0.26,0.26,0.26,
12/31/1995,3321.0,,-2776.0,,,545.0,,-262.0,,,,283.0,-49.0,,66.0,,,,-17.0,234.0,-125.0,109.0,0.0,,,109.0,0.0,109.0,0.0,,109.0,109.0,,524.18402,0.21,0.21,0.21,524.18402,0.21,0.21,0.21,
03/31/1996,3595.0,,-2967.0,,,628.0,,-258.0,,,,370.0,511.0,,59.0,,,,-570.0,881.0,-186.0,695.0,0.0,,,695.0,0.0,695.0,0.0,,695.0,695.0,,524.617981,1.325,1.325,0.4,524.617981,1.325,1.325,0.4,
06/30/1996,3937.0,,-3215.0,,,722.0,,-248.0,,,,474.0,-31.0,,59.0,,,,-28.0,443.0,-222.0,221.0,0.0,,,221.0,0.0,221.0,0.0,,221.0,221.0,,525.89801,0.42,0.42,0.42,525.89801,0.42,0.42,0.42,
09/30/1996,3852.0,,-3148.0,,,704.0,,-247.0,,,,457.0,-22.0,,53.0,,,,-31.0,435.0,-248.0,187.0,0.0,,,187.0,0.0,187.0,0.0,,187.0,187.0,,526.359985,0.355,0.355,0.395,526.359985,0.355,0.355,0.395,
12/31/1996,4347.0,,-3585.0,,,762.0,,-274.0,,,,488.0,-75.0,,46.0,,,,29.0,413.0,-213.0,200.0,0.0,,,200.0,0.0,200.0,0.0,,200.0,200.0,,526.46399,0.38,0.38,0.48,526.46399,0.38,0.38,0.48,
03/31/1997,3944.0,,-3152.0,,,792.0,,-275.0,,,,517.0,-24.0,,54.0,,,,-30.0,493.0,-266.0,227.0,0.0,,,227.0,0.0,227.0,0.0,,227.0,227.0,,527.064026,0.43,0.43,0.47,531.609985,0.43,0.43,0.47,
06/30/1997,3709.0,,-2955.0,,,754.0,,-272.0,,,,482.0,60.0,,49.0,,,,-109.0,542.0,-235.0,307.0,0.0,,,307.0,0.0,307.0,0.0,,307.0,307.0,,526.685974,0.585,0.585,0.405,530.726013,0.575,0.575,0.395,
09/30/1997,3844.0,,-3083.0,,,761.0,,-280.0,,,,481.0,-15.0,,50.0,,,,-35.0,466.0,-250.0,216.0,0.0,,,216.0,0.0,216.0,0.0,,216.0,216.0,,527.005981,0.41,0.41,0.47,531.567993,0.405,0.405,0.465,
12/31/1997,3713.0,,-2999.0,,,714.0,,-309.0,,,,405.0,-6.0,,45.0,,,,-39.0,399.0,-190.0,209.0,0.0,,,209.0,0.0,209.0,0.0,,209.0,209.0,,526.383972,0.395,0.395,0.385,531.197998,0.395,0.395,0.385,
03/31/1998,3093.0,,-2484.0,,,609.0,,-259.0,,,,350.0,115.0,,46.0,,,,-161.0,465.0,-209.0,256.0,0.0,,,256.0,-13.0,243.0,0.0,,243.0,243.0,,524.512024,0.465,0.465,0.325,528.734009,0.46,0.46,0.325,
06/30/1998,2964.0,,-2386.0,,,578.0,,-248.0,,,,330.0,2.0,,34.0,,,,-36.0,332.0,-161.0,171.0,0.0,,,171.0,-13.0,158.0,0.0,,158.0,158.0,,520.765991,0.305,0.305,0.295,525.429993,0.3,0.3,0.29,
09/30/1998,2890.0,,-2503.0,,,387.0,,-232.0,,,,155.0,-47.0,,56.0,,,,-9.0,108.0,-62.0,46.0,0.0,,,46.0,0.0,46.0,0.0,,46.0,46.0,,513.557983,0.09,0.09,0.13,517.317993,0.09,0.09,0.13,
12/31/1998,2598.0,,-2660.0,,,-62.0,,-445.0,,,,-507.0,23.0,,64.0,,,,-87.0,-484.0,248.0,-236.0,0.0,,,-236.0,26.0,-210.0,0.0,,-210.0,-210.0,,507.578003,-0.415,-0.415,0.0,507.578003,-0.415,-0.415,0.0,
03/31/1999,2421.0,,-2077.0,,,344.0,,-283.0,,,,61.0,38.0,,67.0,,25.0,,-130.0,99.0,-29.0,70.0,0.0,,,70.0,0.0,70.0,0.0,,70.0,70.0,,504.216003,0.14,0.14,0.035,506.85199,0.14,0.14,0.035,
06/30/1999,3172.0,,-2611.0,,,561.0,,-284.0,,,,277.0,-93.0,,73.0,,15.0,,5.0,184.0,-116.0,68.0,0.0,,,68.0,0.0,68.0,0.0,,68.0,68.0,,505.161987,0.135,0.135,0.23,509.279999,0.135,0.135,0.23,
09/30/1999,3739.0,,-3003.0,,,736.0,,-255.0,,,,481.0,-67.0,,70.0,,,,-3.0,414.0,-193.0,221.0,0.0,,,221.0,0.0,221.0,0.0,,221.0,221.0,,506.612,0.435,0.435,0.435,510.890015,0.435,0.435,0.435,
12/31/1999,4239.0,,-3416.0,,,823.0,,-289.0,,,,534.0,-46.0,,69.0,,,,-23.0,488.0,-238.0,250.0,0.0,,,250.0,0.0,250.0,0.0,,250.0,250.0,,506.626008,0.495,0.495,0.425,508.441986,0.49,0.49,0.42,
03/31/2000,4735.0,,-3836.0,,,899.0,,-298.0,,,,601.0,-59.0,,61.0,,18.0,,-20.0,542.0,-292.0,250.0,0.0,,,250.0,0.0,250.0,0.0,0.0,250.0,250.0,,507.436005,0.495,0.495,0.535,509.354004,0.49,0.49,0.53,
06/30/2000,5331.0,,-4051.0,,,1280.0,,-362.0,,,,918.0,-30.0,,99.0,,21.0,,-90.0,888.0,-446.0,442.0,0.0,,,442.0,0.0,442.0,0.0,0.0,442.0,442.0,,507.971985,0.87,0.87,0.865,511.947998,0.865,0.865,0.86,
09/30/2000,5109.0,,-3727.0,,,1382.0,,-438.0,,,,944.0,-6.0,,99.0,,9.0,,-102.0,938.0,-512.0,426.0,0.0,,,426.0,0.0,426.0,0.0,,426.0,426.0,,509.880005,0.835,0.835,0.99,514.783997,0.83,0.83,0.98,
12/31/2000,5660.0,,-3962.0,,,1698.0,,-304.0,,,,1394.0,7.0,,110.0,,10.0,,-127.0,1401.0,-657.0,744.0,0.0,,,744.0,0.0,744.0,0.0,,744.0,744.0,,509.959992,1.455,1.455,1.375,514.864014,1.44,1.44,1.36,
03/31/2001,5290.0,,-3997.0,,,1293.0,0.0,-202.0,135.0,,67.0,1091.0,-77.0,,97.0,,0.0,-27.0,7.0,1014.0,-526.0,488.0,-28.0,,,516.0,0.0,516.0,0.0,0.0,516.0,516.0,,511.112,1.01,0.955,0.955,514.322,1.005,0.95,0.95,
06/30/2001,5334.0,,-3883.0,,,1451.0,,-219.0,151.0,,68.0,1232.0,-25.0,,95.0,,,-94.0,24.0,1207.0,-588.0,619.0,0.0,,,619.0,0.0,619.0,0.0,0.0,619.0,619.0,,511.618,1.21,1.21,1.24,515.364,1.2,1.2,1.23,
09/30/2001,5534.0,,-4290.0,,,1244.0,,-441.0,203.0,,238.0,803.0,-82.0,,74.0,,2.0,15.0,-9.0,721.0,-347.0,374.0,10.0,,,364.0,0.0,364.0,0.0,0.0,364.0,364.0,,555.643982,0.655,0.675,0.68,559.533996,0.65,0.67,0.675,
12/31/2001,6667.0,,-6087.0,,,580.0,,-57.0,124.0,,-67.0,523.0,-210.0,,72.0,,9.0,65.0,64.0,313.0,-183.0,130.0,-32.0,,,162.0,0.0,162.0,0.0,0.0,162.0,162.0,,585.928,0.275,0.22,0.22,590.032,0.275,0.22,0.22,
03/31/2002,7667.0,,-6962.0,,,705.0,0.0,-577.0,472.0,,105.0,128.0,-77.0,,107.0,,1.0,-20.0,-11.0,51.0,-149.0,-98.0,4.0,,,-102.0,0.0,-102.0,0.0,0.0,-102.0,-102.0,,764.674012,-0.135,-0.135,-0.13,764.674012,-0.135,-0.135,-0.13,
06/30/2002,10367.0,,-8898.0,,,1469.0,,-663.0,423.0,,240.0,806.0,-69.0,,106.0,,-6.0,-29.0,-2.0,737.0,-371.0,366.0,15.0,,,351.0,0.0,351.0,0.0,0.0,351.0,351.0,,767.825988,0.455,0.475,0.48,773.421998,0.455,0.475,0.48,
09/30/2002,12997.0,,-11655.0,,,1342.0,,-1059.0,,,,283.0,38.0,134.0,134.0,,-6.0,,-166.0,321.0,-386.0,-65.0,42.0,,,-107.0,-9.0,-116.0,0.0,0.0,-116.0,-116.0,,961.402,-0.12,-0.075,0.47,961.402,-0.12,-0.075,0.47,
12/31/2002,20253.0,,-17890.0,,,2363.0,,-1153.0,,,,1210.0,-87.0,219.0,219.0,,35.0,,-167.0,1123.0,-564.0,559.0,987.0,,,-428.0,0.0,-428.0,0.0,0.0,-428.0,-428.0,170.0,1356.862,-0.315,0.41,0.535,1363.05,-0.315,0.41,0.535,
03/31/2003,27019.0,,-23623.0,,,3396.0,,-596.0,,,,2800.0,-224.0,239.0,239.0,,,,-15.0,2576.0,-1306.0,1270.0,42.0,,,1228.0,-7.0,1221.0,,,1221.0,1221.0,28.0,1359.076,0.9,0.93,0.93,1365.488,0.895,0.925,0.925,
06/30/2003,21934.0,,-19219.0,,,2715.0,,-1017.0,,,,1698.0,89.0,218.0,218.0,,-26.0,,-281.0,1787.0,-685.0,1102.0,-91.0,,,1193.0,-6.0,1187.0,0.0,0.0,1187.0,1187.0,115.0,1360.056,0.875,0.81,0.8905,1368.376,0.865,0.8,0.885,
09/30/2003,22525.0,,-19409.0,,,3116.0,,-949.0,,,,2167.0,146.0,190.0,190.0,,34.0,,-370.0,2313.0,-1061.0,1252.0,-57.0,,,1309.0,-3.0,1306.0,0.0,0.0,1306.0,1306.0,,1361.378,0.96,0.92,0.92,1372.526,0.95,0.91,0.91,
12/31/2003,22212.0,,,,,,,,,,,1765.0,-261.0,,261.0,,,,,1504.0,,985.0,-36.0,,,,,1021.0,0.0,0.0,1021.0,1021.0,,1379.73,0.74,0.715,0.715,1379.73,0.74,0.715,0.715,
03/31/2004,25991.0,,-22349.0,,,3642.0,,-939.0,,,,2703.0,275.0,145.0,145.0,,-16.0,,-404.0,2978.0,-1361.0,1617.0,-13.0,,,1630.0,-14.0,1616.0,0.0,0.0,1616.0,1616.0,31.0,1371.082,1.18,1.17,1.17,1388.996,1.165,1.155,1.155,
06/30/2004,27343.0,,-23138.0,,,4205.0,,-973.0,,,,3232.0,245.0,159.0,159.0,,-33.0,,-371.0,3477.0,-1457.0,2020.0,-62.0,,,2082.0,-7.0,2075.0,0.0,0.0,2075.0,2075.0,20.0,1379.38,1.505,1.46,1.46,1398.022,1.485,1.44,1.44,
09/30/2004,30271.0,,-26102.0,,,4169.0,,-783.0,,,,3386.0,282.0,101.0,101.0,,-4.0,,-379.0,3668.0,-1649.0,2019.0,5.0,,,2014.0,-8.0,2006.0,0.0,0.0,2006.0,2006.0,40.0,1383.652,1.45,1.45,1.465,1403.432,1.43,1.43,1.445,
12/31/2004,35101.0,,-30175.0,,,4926.0,,-1177.0,,,,3749.0,381.0,,289.0,,17.0,,-687.0,4130.0,-1795.0,2483.0,48.0,,,2287.0,-3.0,2432.0,0.0,0.0,2432.0,2432.0,,1392.158,1.745,1.78,1.78,1414.862,1.72,1.755,1.755,
03/31/2005,33476.0,,-28898.0,,,4578.0,,-758.0,,,,3820.0,1130.0,138.0,138.0,,-3.0,,-1265.0,4950.0,-2017.0,2933.0,11.0,,,2922.0,-10.0,2912.0,0.0,0.0,2912.0,2912.0,13.02,1397.892,2.085,2.09,2.1,1420.372,2.05,2.06,2.07,
06/30/2005,37365.0,,-31981.0,,,5384.0,,-701.0,,,,4683.0,754.0,127.0,127.0,,21.0,,-902.0,5437.0,-2301.0,3136.0,-7.0,,,3143.0,-5.0,3138.0,0.0,0.0,3138.0,3138.0,5.19,1396.724,2.25,2.24,2.24,1419.288,2.21,2.21,2.21,
09/30/2005,44453.0,,-37853.0,,,6600.0,,-798.0,,,,5802.0,758.0,122.0,122.0,,34.0,,-914.0,6560.0,-2750.0,3810.0,4.0,,,3806.0,-6.0,3800.0,0.0,0.0,3800.0,3800.0,,1393.943,2.73,2.73,2.73,1417.796,2.68,2.68,2.68,
12/31/2005,47111.0,,-40327.0,,,6784.0,,-844.0,,,,5940.0,693.0,,110.0,,-4.0,,-799.0,6633.0,-2839.0,3794.0,103.0,,,3691.0,-12.0,3679.0,0.0,0.0,3679.0,3679.0,,1385.03,2.66,2.73,2.74,1407.38,2.61,2.69,2.7,
03/31/2006,42916.0,,-37247.0,,,5669.0,,-738.0,,,,4931.0,884.0,115.0,115.0,,22.0,,-1021.0,5815.0,-2506.0,3309.0,0.0,,,3309.0,-18.0,3291.0,0.0,0.0,3291.0,3291.0,,1382.925,2.38,2.38,2.38,1404.704,2.34,2.34,2.34,
06/30/2006,43227.0,,-34606.0,,,8621.0,,-817.0,,,,7804.0,899.0,360.0,360.0,,18.0,,-1277.0,8703.0,-3496.0,5207.0,0.0,,,5207.0,-21.0,5186.0,0.0,0.0,5186.0,5186.0,,1654.758,3.13,3.13,3.15,1678.445,3.09,3.09,3.11,
09/30/2006,43978.0,,-36083.0,,,7895.0,,-921.0,,,,6974.0,984.0,308.0,308.0,,-50.0,,-1242.0,7958.0,-4061.0,3897.0,0.0,,,3897.0,-21.0,3876.0,0.0,0.0,3876.0,3876.0,,1652.623,2.35,2.35,2.73,1675.839,2.31,2.31,2.68,
12/31/2006,37457.0,,-30311.0,,,7146.0,,-1579.0,,,,5567.0,366.0,141.0,304.0,,-20.0,,-487.0,5933.0,-2720.0,3213.0,0.0,,,3213.0,-16.0,3197.0,0.0,0.0,3197.0,3197.0,,1649.96,1.94,1.94,2.11,1672.38,1.91,1.91,2.08,
03/31/2007,37479.0,,-31764.0,,,5715.0,,-868.0,,,,4847.0,1240.0,307.0,307.0,,1.0,,-1548.0,6087.0,-2520.0,3567.0,0.0,,,3567.0,-21.0,3546.0,0.0,0.0,3546.0,3546.0,,1647.352,2.15,2.15,1.86,1668.847,2.12,2.12,1.83,
06/30/2007,43301.0,,-36021.0,,,7280.0,,-944.0,,,,6336.0,-2799.0,319.0,319.0,,-179.0,,2659.0,3537.0,-3217.0,320.0,0.0,,,320.0,-19.0,301.0,0.0,0.0,301.0,301.0,,1635.848,0.18,0.18,2.94,1657.999,0.18,0.18,2.9,
09/30/2007,42108.0,,-36163.0,,,5945.0,,-868.0,,,,5077.0,1312.0,391.0,391.0,,-20.0,,-1683.0,6389.0,-2691.0,3698.0,0.0,,,3698.0,-25.0,3673.0,0.0,0.0,3673.0,3673.0,,1622.456,2.26,2.26,2.33,1644.267,2.23,2.23,2.3,
12/31/2007,48612.0,,-41515.0,,,7097.0,,-974.0,,,,6123.0,1223.0,-106.0,236.0,,-3.0,,-1114.0,7346.0,-2953.0,4393.0,0.0,,,4393.0,-22.0,4371.0,0.0,0.0,4371.0,4371.0,,1612.91,2.73,2.73,2.79,1612.91,2.69,2.69,2.75,
03/31/2008,51026.0,,-44018.0,,,7008.0,,-939.0,,,,6069.0,1499.0,207.0,207.0,,-43.0,,-1663.0,7568.0,-3410.0,4158.0,0.0,,,4158.0,-19.0,4139.0,0.0,0.0,4139.0,4139.0,,1562.198,2.65,2.65,2.65,1582.025,2.62,2.62,2.62,
06/30/2008,67320.0,,-58208.0,,,9112.0,0.0,-1032.0,629.0,,403.0,8080.0,1732.0,,210.0,,0.0,-1812.0,-130.0,9812.0,-4356.0,5456.0,0.0,,,5456.0,-17.0,5439.0,0.0,0.0,5439.0,5439.0,,1534.975,3.54,3.54,3.54,1555.447,3.5,3.5,3.5,
09/30/2008,66022.0,,-56625.0,,,9397.0,,-894.0,513.0,,381.0,8503.0,979.0,239.0,239.0,,54.0,,-1272.0,9482.0,-4279.0,5203.0,0.0,,,5203.0,-15.0,5188.0,0.0,0.0,5188.0,5188.0,,1510.897,3.43,3.43,3.45,1528.187,3.39,3.39,3.41,
12/31/2008,41056.0,,-35861.0,,,5195.0,,-1138.0,,,,4057.0,-34442.0,279.0,279.0,,106.0,,34057.0,-30385.0,-1360.0,-31745.0,0.0,,,-31745.0,-19.0,-31764.0,0.0,0.0,-31764.0,-31764.0,33678.0,1486.204,-21.37,-21.37,1.29,1486.204,-21.37,-21.37,1.29,
03/31/2009,27681.0,27681.0,-24938.0,22708.0,2230.0,2743.0,0.0,-807.0,475.0,,332.0,1936.0,56.0,229.0,269.0,-40.0,131.0,-373.0,-43.0,1992.0,-1176.0,816.0,0.0,0.0,0.0,816.0,-16.0,800.0,0.0,0.0,800.0,759.05,-40.95,1485.89,0.54,0.54,0.510839,1495.247,0.54,0.54,0.510839,
06/30/2009,32132.0,32132.0,-29928.0,27581.0,2347.0,2204.0,0.0,-878.0,476.0,,402.0,1326.0,612.0,219.0,229.0,-10.0,-142.0,-632.0,-57.0,1938.0,-1063.0,875.0,0.0,0.0,0.0,875.0,-16.0,859.0,0.0,0.0,859.0,1290.4,431.4,1486.496,0.58,0.58,0.868082,1495.7,0.57,0.57,0.858427,
09/30/2009,36635.0,36635.0,-33536.0,31209.0,2327.0,3099.0,0.0,-965.0,427.0,,538.0,2134.0,779.0,288.0,297.0,-9.0,-17.0,-981.0,-69.0,2913.0,-1426.0,1487.0,0.0,0.0,0.0,1487.0,-17.0,1470.0,0.0,0.0,1470.0,1376.4,-93.6,1488.352,0.98,0.98,0.924781,1498.204,0.97,0.97,0.907525,
12/31/2009,39568.0,39568.0,-35869.0,33478.0,2391.0,3699.0,0.0,-1319.0,452.0,,867.0,2380.0,359.0,308.0,338.0,-30.0,-18.0,-545.0,-104.0,2739.0,-1425.0,1314.0,0.0,0.0,0.0,1314.0,-29.0,1285.0,0.0,0.0,1285.0,1924.2,639.2,1489.811,0.86,0.86,1.291573,1500.983,0.86,0.86,1.285854,
03/31/2010,41601.0,41601.0,-37183.0,34865.0,2318.0,4418.0,0.0,-1008.0,444.0,,564.0,3410.0,580.0,258.0,264.0,-6.0,36.0,-868.0,-6.0,3990.0,-1878.0,2112.0,0.0,0.0,0.0,2112.0,-14.0,2098.0,0.0,0.0,2098.0,2160.05,62.05,1492.861,1.41,1.41,1.44692,1503.565,1.4,1.4,1.441269,
06/30/2010,42269.0,42269.0,-37817.0,35537.0,2280.0,4452.0,0.0,953.0,438.0,,-1391.0,5405.0,789.0,300.0,314.0,-14.0,54.0,-1088.0,-55.0,6194.0,-2011.0,4183.0,0.0,0.0,0.0,4183.0,-19.0,4164.0,0.0,0.0,4164.0,2936.65,-1227.35,1489.814,2.79,2.79,1.971152,1501.257,2.77,2.77,1.952452,
09/30/2010,43664.0,43664.0,-39563.0,37317.0,2246.0,4101.0,0.0,484.0,493.0,,-977.0,4585.0,689.0,217.0,230.0,-13.0,-10.0,-1004.0,108.0,5274.0,-2205.0,3069.0,0.0,0.0,0.0,3069.0,-14.0,3055.0,0.0,0.0,3055.0,1403.05,-1651.95,1481.522,2.06,2.06,0.947033,1493.08,2.05,2.05,0.943596,
12/31/2010,48218.0,48218.0,-43987.0,41771.0,2216.0,4231.0,0.0,-13.0,630.0,,-617.0,4218.0,74.0,208.0,239.0,-31.0,12.0,-173.0,-121.0,4292.0,-2239.0,2053.0,0.0,0.0,0.0,2053.0,-12.0,2041.0,0.0,0.0,2041.0,2263.85,222.85,1453.532,1.4,1.4,1.557482,1465.794,1.39,1.39,1.542034,
03/31/2011,53148.0,53148.0,-48056.0,45986.0,2070.0,5092.0,0.0,-171.0,499.0,,-328.0,4921.0,875.0,191.0,230.0,-39.0,-36.0,-1017.0,-13.0,5796.0,-2754.0,3042.0,0.0,0.0,0.0,3042.0,-14.0,3028.0,0.0,0.0,3028.0,3236.55,208.55,1432.285,2.11,2.11,2.259711,1445.477,2.09,2.09,2.234278,
