Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1997,34.941002,,,-3.441,,,31.500002,,-14.208,,,,,,17.292,3.135,,,,0.0,,-3.135,20.427,-7.354,13.073,0.0,,,13.073,0.0,13.073,0.0,,13.073,13.073,,164.016003,0.08,0.08,0.08,176.388004,0.075,0.075,0.075,
12/31/1997,42.953999,,,-4.378,,,38.575999,,-18.02,,,,,,20.556,-1.035,,,,0.0,,1.035,19.521,-7.027,12.494,0.0,,,12.494,0.0,12.494,0.0,,12.494,12.494,,178.782005,0.07,0.07,0.083333,178.782005,0.07,0.07,0.083333,
03/31/1998,49.301998,,,-4.849,,,44.452998,,-22.645,,,,,,21.808001,-2.625,,0.0,,0.0,,2.625,19.183001,-6.906,12.277,0.0,,,12.277001,0.0,12.277,0.0,,12.277,12.277,,166.496004,0.07,0.07,0.09,179.231996,0.07,0.07,0.09,
06/30/1998,56.203999,,,-4.681,,,51.522998,,-28.341,,,,,,23.181999,-8.15,,0.0,,0.0,,8.15,15.032,-5.412,9.62,0.0,,,9.619999,0.0,9.62,0.0,,9.62,9.62,,167.479996,0.06,0.06,0.095,181.671997,0.05,0.05,0.095,
09/30/1998,67.621002,,,-3.908,,,63.713002,,-37.301998,,,,,,26.410999,-0.008,,0.0,,0.0,,0.008,26.402999,-9.505,16.898001,0.0,,,16.897999,0.0,16.898001,0.0,,16.898001,16.898001,,168.876007,0.1,0.1,0.12,183.636002,0.09,0.09,0.11,
12/31/1998,75.51,,,-3.243,,,72.267,0.0,-39.747,28.514,21.517,,,11.233,32.52,2.333,,0.0,,0.0,,-2.333,34.853,-12.547,22.306,0.0,,,22.306,0.0,22.306,0.0,0.0,22.306,22.306,,371.68,0.06,0.06,0.06,371.68,0.06,0.06,0.06,
03/31/1999,85.039001,,,-4.522,,,80.517001,,-43.362999,,,,,,37.153999,3.109,,0.404,-3.513,0.0,,0.0,40.262999,-14.495,25.768,0.0,,,25.767999,0.0,25.768,0.0,,25.768,25.768,,172.983994,0.15,0.15,0.16,187.363998,0.14,0.14,0.15,
06/30/1999,94.415001,,,-3.101,,,91.314001,,-50.194,,,,,,41.119999,2.294,,4.081,-6.375,0.0,,0.0,43.413999,-15.629,27.785,0.0,,,27.784999,0.0,27.785,0.0,,27.785,27.785,,175.082001,0.16,0.16,0.17,188.981995,0.15,0.15,0.16,
09/30/1999,105.779999,,,-3.303,,,102.476999,,-57.141998,,,,,,45.334999,0.518,,3.975,-6.793,0.0,,2.3,45.852999,-16.507,29.346001,0.0,,,29.345999,0.0,29.346001,0.0,,29.346001,29.346001,,177.084,0.17,0.17,0.2,193.136002,0.15,0.15,0.18,
12/31/1999,118.051,,,-3.654,,,114.397,0.0,-64.202,47.78,35.95,,,16.422,50.195,-1.162,,4.162,-7.162,0.0,,4.162,53.195,-19.15,34.045,0.0,,,34.045,0.0,34.045,0.0,0.0,34.045,34.045,,200.742,0.17,0.17,0.17,200.742,0.17,0.17,0.17,
03/31/2000,127.514999,,,-5.129,,,122.385999,,-72.775002,,,,,,49.611,5.453,,4.143,-9.032,0.0,,-0.564,55.064,-16.518999,38.544998,0.0,,,38.545001,0.0,38.544998,0.0,0.0,38.544998,38.544998,,183.151001,0.21,0.21,0.24,208.309006,0.19,0.19,0.21,
06/30/2000,106.085999,,,-8.404,,,97.681998,,-81.779999,,,,,,15.902,5.488,,4.246,-9.76,0.0,,0.026,21.390001,-6.417,14.973,0.0,,,14.973001,0.0,14.973,0.0,0.0,14.973,14.973,,185.356003,0.08,0.08,0.11,203.315994,0.07,0.07,0.1,
09/30/2000,113.490997,,,-8.854,,,104.636997,,-78.725998,,,,,,25.910999,4.97,,4.25,-9.885,0.0,,0.665,30.881,-9.264,21.617001,0.0,,,21.617,0.0,21.617001,0.0,0.0,21.617001,21.617001,,185.626999,0.12,0.12,0.15,192.878998,0.11,0.11,0.14,
12/31/2000,123.354,,,-6.667,,,116.687,0.0,-95.885,65.283,49.771,,,30.602,20.802,6.88,,,,,,-6.88,27.682,-8.305,19.377,,,,19.377,,19.377,,0.0,19.377,19.377,,194.252,0.1,0.1,0.1,194.252,0.1,0.1,0.1,
03/31/2001,132.811996,,,-7.312,,,125.499997,,-89.903999,,,,,,35.596001,4.591,,4.362,-13.047,0.0,,4.094,40.187001,-11.252,28.934999,0.0,,,28.935001,0.0,28.934999,0.0,0.0,28.934999,28.934999,,184.832001,0.16,0.16,0.19,195.669006,0.15,0.15,0.17,
06/30/2001,147.274002,,,-7.223,,,140.051002,,-106.278999,,,,,,33.771999,1.155,,4.465,-11.311,0.0,,5.691,34.926999,-12.033,22.893999,0.0,,,22.893999,0.0,22.893999,0.0,0.0,22.893999,22.893999,,184.490005,0.12,0.12,0.19,194.001007,0.12,0.12,0.19,
09/30/2001,153.494995,,,-7.573,,,145.921995,,-113.538002,,,,,,32.383999,7.891,,6.4,-9.757,0.0,,-4.534,40.274999,-12.485,27.790001,0.0,,,27.789999,0.0,27.790001,0.0,0.0,27.790001,27.790001,,186.307999,0.15,0.15,0.22,196.835007,0.14,0.14,0.21,
12/31/2001,158.048996,,,-7.742,,,150.306996,,-116.127998,,,,,,34.179001,2.981999,,5.326,-7.891,0.0,,-0.417,37.161,-11.52,25.641001,0.0,,,25.641,0.0,25.641001,0.0,0.0,25.641001,25.641001,,191.697006,0.14,0.14,0.22,191.697006,0.13,0.13,0.21,
03/31/2002,142.309998,,,-4.752,,,137.557998,,-106.615997,,,,,,30.941999,2.842,,4.608,-7.324,0.0,,-0.126,33.783999,-7.095,26.688999,0.0,,,26.689,0.0,26.688999,0.0,0.0,26.688999,26.688999,,184.173996,0.14,0.14,0.16,187.464996,0.14,0.14,0.16,
06/30/2002,117.456001,,,-4.758,,,112.698001,,-102.421997,,,,,,10.276,0.573,,4.612,-6.869,0.0,,1.684,10.849,0.0,10.849,0.0,,,10.849,0.0,10.849,0.0,0.0,10.849,10.849,,179.934998,0.06,0.06,0.07,181.261993,0.06,0.06,0.07,
09/30/2002,118.898003,,,-4.375,,,114.523003,,-97.154999,,,,,,17.368,1.944,,4.303,-7.068,0.0,,0.821,19.312,-2.497,16.815001,0.0,,,16.815,0.0,16.815001,0.0,0.0,16.815001,16.815001,,175.126999,0.1,0.1,0.1,175.891006,0.1,0.1,0.1,
12/31/2002,148.783997,,,-5.145,,,143.638997,,-98.364998,,,,,,45.273998,3.938,,4.64,-9.682,0.0,,1.104,49.211998,-9.645,39.567001,0.0,,,39.566998,0.0,39.567001,0.0,0.0,39.567001,39.567001,,173.052002,0.23,0.23,0.23,173.052002,0.23,0.23,0.23,
03/31/2003,143.490997,,,-4.731,,,138.759997,,-100.832001,,,,,,37.928001,1.46,,4.549,-5.663,0.0,,-0.346,39.388001,-9.059,30.329,0.0,,,30.329001,0.0,30.329,0.0,0.0,30.329,30.329,,167.300003,0.18,0.18,0.19,170.401993,0.18,0.18,0.19,
06/30/2003,143.049,,,-5.036,,,138.013,,-102.515,,,,,,35.498,1.618,,4.523,-4.512,0.0,,-1.629,37.116,-7.772,29.344,0.0,,,29.344,0.0,29.344,0.0,0.0,29.344,29.344,,165.409,0.18,0.18,0.18,171.925,0.17,0.17,0.17,
09/30/2003,144.341003,,,-5.35,,,138.991004,,-100.275002,,,,,,38.716,1.021,,4.558,-5.302,0.0,,-0.277,39.737,-8.742,30.995001,0.0,,,30.995,0.0,30.995001,0.0,0.0,30.995001,30.995001,,164.309998,0.19,0.19,0.2,171.110992,0.18,0.18,0.19,
12/31/2003,157.744003,,,-4.919,,,152.825003,,-110.578003,,,,,,42.247002,2.199,,9.208,-5.643,0.0,,-5.764,44.446002,-8.171,36.275002,0.0,,,36.275002,0.0,36.275002,0.0,0.0,36.275002,36.275002,,172.384995,0.22,0.22,0.23,172.384995,0.21,0.21,0.22,
03/31/2004,161.31,,,-7.27,,,154.04,,-137.343,,,,,,16.697,-4.893,-1.341,4.344,-5.685,0.0,,6.234,11.804,-2.479,9.325,0.0,,,9.325,0.0,9.325,0.0,0.0,9.325,9.325,4.69235,166.457,0.06,0.06,0.09,172.584,0.05,0.05,0.08,
06/30/2004,178.302002,,,-4.925,,,173.377002,,-136.285004,,,,,,37.091999,2.749,,0.008,-2.567,0.0,,-0.19,39.840999,-8.366,31.475,0.0,,,31.474999,0.0,31.475,0.0,0.0,31.475,31.475,,170.326996,0.18,0.18,0.2,176.272995,0.18,0.18,0.2,
09/30/2004,187.578003,,,-5.396,,,182.182003,,-135.858994,,,,,,46.323002,3.307,,0.007,-2.587,0.0,,-0.727,49.630002,-11.182,38.448002,0.0,,,38.448002,0.0,38.448002,0.0,0.0,38.448002,38.448002,,169.147995,0.23,0.23,0.25,172.869995,0.22,0.22,0.24,
12/31/2004,213.967,,,-11.866,,,202.101,,-142.822,,,,,,59.279,3.879,,0.008,-11.687,0.0,,7.8,63.158,-10.86,52.298,0.0,,,52.298,0.0,52.298,0.0,0.0,52.298,52.298,,169.54,0.31,0.31,0.31,176.576,0.3,0.3,0.29,
03/31/2005,201.89,,,-9.201,,,192.689,,-149.047,,,,,,43.642,5.088,-4.624,0.008,-4.632,0.0,,-0.464,48.73,-10.17,38.56,0.0,,,38.56,0.0,38.56,0.0,0.0,38.56,38.56,3.6387,170.139,0.23,0.23,0.25,175.913,0.22,0.22,0.24,
06/30/2005,211.229,,,-11.365,,,199.864,,-150.801,,,,,,49.063,4.983,-5.353,0.016,-5.369,0.0,,0.37,54.046,-26.16,27.886,0.0,,,27.886,0.0,27.886,0.0,0.0,27.886,27.886,3.90065,169.698,0.16,0.16,0.18,175.146,0.16,0.16,0.18,
09/30/2005,226.947,,,-15.916,,,211.031,,-166.238,128.551,96.632,,,37.687,44.793,5.57,-5.682,1.06,-6.742,0.0,,0.112,50.363,-9.41,40.953,,,,40.953,0.0,40.953,0.0,0.0,40.953,40.953,,172.87,0.24,0.24,0.3,178.21,0.23,0.23,0.29,
12/31/2005,268.656,,,-21.51,,,247.146,,-181.357,,,,,,65.789,5.541,-5.529,1.342,-6.871,0.0,,-0.012,71.33,-13.005,58.325,0.0,,,58.325,0.0,58.325,0.0,0.0,58.325,58.325,9.03312,172.22,0.33,0.33,0.38,185.77,0.32,0.32,0.37,
03/31/2006,259.998,,,-22.129,,,237.869,,-188.895,150.178,110.027,,,38.717,48.974,6.399,-7.102,0.5,-7.602,0.0,,0.703,55.373,-13.91,41.463,0.0,,,41.463,0.0,41.463,0.0,0.0,41.463,41.463,,178.169,0.23,0.23,0.27,185.988,0.22,0.22,0.26,
06/30/2006,275.468,,,-24.241,,,251.227,,-201.886,159.456,117.002,,,42.43,49.341,10.31,-10.167,0.135,-10.302,0.0,,-0.143,59.651,-14.68,44.971,0.0,,,44.971,0.0,44.971,0.0,0.0,44.971,44.971,,183.023,0.25,0.25,0.28,191.425,0.23,0.23,0.26,
09/30/2006,277.851,,,-24.344,,,253.507,,-207.44,162.976,118.027,,,44.464,46.067,11.015,-12.388,0.137,-12.525,0.0,,1.373,57.082,-13.422,43.66,0.0,,,43.66,0.0,43.66,0.0,0.0,43.66,43.66,,183.008,0.24,0.24,0.28,188.917,0.23,0.23,0.27,
12/31/2006,321.002,,,-27.984,,,293.018,0.0,-233.056,186.402,133.709,,,46.654,59.962,11.013,,,-10.781,,,-0.232,70.975,-18.072,52.903,,,,52.903,0.0,52.903,0.0,0.0,52.903,52.903,,184.55,0.29,0.29,0.322931,184.55,0.29,0.29,0.322931,
03/31/2007,308.088,,,-29.414,,,278.674,,-239.243,188.552,130.649,,,50.691,39.431,10.138,-11.151,0.224,-11.375,0.0,,1.013,49.569,-11.936,37.633,0.0,,,37.633,0.0,37.633,0.0,0.0,37.633,37.633,,179.282,0.21,0.21,0.26,184.357,0.2,0.2,0.25,
06/30/2007,334.364,,,-31.864,,,302.5,,-247.766,196.348,140.376,,,51.418,54.734,12.508,-12.403,0.098,-12.501,0.0,,-0.105,67.242,-13.852,53.39,0.0,,,53.39,0.0,53.39,0.0,0.0,53.39,53.39,,179.774,0.3,0.3,0.3,185.434,0.29,0.29,0.29,
09/30/2007,349.931,,,-36.006,,,313.925,,-253.941,200.669,146.031,,,53.272,59.984,13.461,-13.418,0.254,-13.672,0.0,,-0.043,73.445,-12.75,60.695,0.0,,,60.695,0.0,60.695,0.0,0.0,60.695,60.695,7.03,180.189,0.34,0.34,0.34,186.747,0.33,0.33,0.33,
12/31/2007,399.559,,,-40.323,,,359.236,,-301.178,234.069,173.353,,,67.109,58.058,11.995,-11.995,0.161,-12.156,0.0,,9.401,60.652,2.113,62.765,0.0,,,62.765,0.0,62.765,0.0,0.0,62.765,62.765,,186.759,0.336075,0.336075,0.415707,192.982,0.325238,0.325238,0.402302,
03/31/2008,377.034,,,-40.431,,,336.603,,-306.312,229.082,166.445,,,77.23,30.291,8.471,-10.262,0.055,-10.317,0.0,,1.791,38.762,-4.384,34.378,0.0,,,34.378,0.0,34.378,0.0,0.0,34.378,34.378,,185.486,0.19,0.19,0.25,189.987,0.18,0.18,0.24,
06/30/2008,391.73,,,-45.857,,,345.873,,-316.983,237.311,169.244,,,79.672,28.89,6.322,-7.544,0.055,-7.599,0.0,,1.222,35.212,-0.563,34.649,0.0,,,34.649,0.0,34.649,0.0,0.0,34.649,34.649,,183.595,0.19,0.19,0.26,188.021,0.18,0.18,0.24,
09/30/2008,398.893,,,-42.288,,,356.605,,-308.906,230.938,169.072,,,77.968,47.699,3.181,-7.173,0.143,-7.316,0.0,,3.992,50.88,-1.731,49.149,,,,49.149,,49.149,,0.0,49.149,49.149,,182.228,0.27,0.27,0.37,185.666,0.26,0.26,0.36,
12/31/2008,415.697,,,-46.556,,,369.141,,-304.88,228.917,164.808,,,75.963,64.261,7.808,-6.083,0.191,-6.274,0.0,,-1.725,72.069,-11.969,60.1,0.0,,,60.1,0.0,60.1,0.0,0.0,60.1,60.1,,183.086,0.33,0.33,0.37,183.086,0.33,0.33,0.37,
03/31/2009,369.058,108.96,260.098,-45.216,33.117,12.099,323.842,0.0,-318.839,222.078,163.589,58.489,71.037,25.724,5.003,1.169,-2.591,0.124,-2.715,,,1.422,6.172,0.755,6.927,0.0,0.0,0.0,6.927,0.0,6.927,0.0,0.0,6.927,20.4015,13.4745,180.347,0.04,0.04,0.113124,182.373,0.04,0.04,0.113124,
06/30/2009,392.828,113.802,279.026,-44.061,32.638,11.423,348.767,0.0,-309.041,226.682,167.13,59.552,75.16,7.199,39.726,5.069,-4.359,0.034,-4.393,,,-0.71,44.795,-2.276,42.519,0.0,0.0,0.0,42.519,0.0,42.519,0.0,0.0,42.519,43.775634,1.256634,181.567,0.23,0.23,0.241099,184.74,0.23,0.23,0.236802,
09/30/2009,401.042,120.941,280.101,-45.418,33.876,11.542,355.624,0.0,-299.524,225.487,168.233,57.254,68.865,5.172,56.1,5.625,-3.974,0.085,-4.059,,,-1.651,61.725,-8.302,53.423,0.0,0.0,0.0,53.423,0.0,53.423,0.0,0.0,53.423,53.459758,0.036758,182.531,0.29,0.29,0.29288,186.334,0.29,0.29,0.290197,
12/31/2009,451.16,126.442,324.718,-52.615,52.615,,398.545,0.0,-320.697,244.429,180.101,64.328,66.918,9.35,77.848,3.352,-3.469,0.183,-3.652,,,0.117,81.2,6.948,88.148,0.0,0.0,0.0,88.148,0.0,88.148,0.0,0.0,88.148,90.764867,2.616867,186.702,0.47,0.47,0.486148,186.702,0.47,0.47,0.484016,
03/31/2010,414.272,128.611,285.661,-48.699,36.341,12.358,365.573,0.0,-313.498,231.139,170.52,60.619,77.702,4.657,52.075,3.933,-3.5,0.056,-3.556,,,-0.433,56.008,-8.659,47.349,0.0,0.0,0.0,47.349,,47.349,0.0,0.0,47.349,47.679218,0.330218,184.018,0.26,0.26,0.259101,188.842,0.25,0.25,0.251749,
06/30/2010,458.433,141.099,317.334,-53.555,41.138,12.417,404.878,0.0,-331.06,247.406,186.601,60.805,79.543,4.111,73.818,0.875,-3.752,0.085,-3.837,,,2.877,74.693,-27.136,47.557,0.0,0.0,0.0,47.557,,47.557,0.0,0.0,47.557,47.78389,0.22689,185.256,0.26,0.26,0.257934,189.278,0.25,0.25,0.251199,
09/30/2010,472.233,146.347,325.886,-57.798,45.259,12.539,414.435,0.0,-332.958,242.138,174.734,67.404,87.399,3.421,81.477,5.7,-3.507,0.131,-3.638,,,-2.193,87.177,0.602,87.779,0.0,0.0,0.0,87.779,,87.779,,0.0,87.779,87.835638,0.056638,186.558,0.47,0.47,0.470822,191.004,0.46,0.46,0.460297,
12/31/2010,529.724,156.907,372.817,-63.368,63.368,,466.356,0.0,-353.01,267.946,197.899,70.047,82.003,3.061,113.346,2.596,-3.36,0.186,-3.546,,0.0,0.764,115.942,-22.186,93.756,0.0,0.0,0.0,93.756,0.624,94.38,0.0,0.0,94.38,94.420912,0.040912,191.627,0.49,0.49,0.492733,191.627,0.49,0.49,0.490213,
03/31/2011,490.888,119.249,371.639,-59.977,47.278,12.699,430.911,0.0,-350.028,255.947,205.544,50.403,90.548,3.533,80.883,7.572,,,-3.939,,,-3.633,88.455,-15.108,73.347,0.0,0.0,0.0,73.347,0.156,73.503,0.0,0.0,73.503,73.779279,0.276279,187.571,0.39,0.39,0.393341,191.5,0.38,0.38,0.381443,
06/30/2011,530.79,127.782,403.008,-71.833,59.291,12.542,458.957,0.0,-363.367,268.056,211.396,56.66,91.374,3.937,95.59,5.088,,,-3.727,,,-1.361,100.678,-19.27,81.408,0.0,0.0,0.0,81.408,0.536,81.944,0.0,0.0,81.944,82.594,0.65,187.691,0.44,0.44,0.440053,191.412,0.43,0.43,0.433396,
09/30/2011,565.348,132.758,432.59,-79.689,65.01,14.679,485.659,0.0,-380.98,279.874,223.967,55.907,96.676,4.43,104.679,-1.861,,,-3.085,,,4.946,102.818,-10.642,92.176,0.0,0.0,0.0,92.176,0.0,92.176,0.0,0.0,92.176,108.48,16.304,186.979,0.49,0.49,0.580172,189.73,0.49,0.49,0.575933,
12/31/2011,619.366,197.405,421.961,-79.16,79.16,,540.206,0.0,-404.392,311.114,233.231,77.883,88.764,4.514,135.814,2.732,,,-3.068,,,0.336,138.546,-29.847,108.699,0.0,0.0,0.0,108.699,0.0,108.699,0.0,0.0,108.699,108.764,0.065,188.588,0.58,0.58,0.576728,188.588,0.58,0.58,0.576728,
03/31/2012,589.495,146.606,442.889,-86.343,69.808,16.535,503.152,0.0,-422.402,308.313,248.457,59.856,103.622,10.467,80.75,3.8,,,-3.078,,,-0.722,84.55,-16.283,68.267,0.0,0.0,0.0,68.267,,68.267,,0.0,68.267,71.907,3.64,185.73,0.37,0.37,0.387159,188.884,0.36,0.36,0.379271,
06/30/2012,615.21,154.756,460.454,-94.358,77.258,17.1,520.852,0.0,-438.66,323.438,262.139,61.299,110.028,5.194,82.192,3.353,,,-2.828,,,-0.525,85.545,6.461,92.006,0.0,0.0,0.0,92.006,0.0,92.006,0.0,0.0,92.006,71.891,-20.115,186.372,0.49,0.49,0.385739,189.279,0.49,0.49,0.383728,
09/30/2012,641.422,160.681,480.741,-106.068,83.138,22.93,535.354,0.0,-452.939,328.388,263.136,65.252,114.713,9.838,82.415,8.483,,,-2.059,,,-6.424,90.898,-12.653,78.245,0.0,0.0,0.0,78.245,0.0,78.245,0.0,0.0,78.245,70.705,-7.54,186.864,0.42,0.42,0.378377,189.671,0.41,0.41,0.370247,
12/31/2012,739.996,168.341,571.655,-117.368,117.368,,622.628,0.0,-477.207,345.949,287.097,58.852,122.208,9.05,145.421,3.815,,,-2.187,,0.0,-1.628,149.236,-35.207,114.029,0.0,0.0,0.0,114.029,0.0,114.029,0.0,0.0,114.029,114.354,0.325,188.662,0.6,0.6,0.606132,188.662,0.6,0.6,0.601723,
03/31/2013,672.899,164.078,508.821,-114.914,90.205,24.709,557.985,0.0,-501.377,360.467,297.682,62.785,130.492,10.418,56.608,1.196,,,-1.962,,,0.766,57.804,1.884,59.688,0.0,0.0,0.0,59.688,0.0,59.688,0.0,0.0,59.688,59.688,0.0,186.658,0.32,0.32,0.32,189.011,0.32,0.32,0.32,
06/30/2013,730.384,180.274,550.11,-127.24,102.898,24.342,603.144,0.0,-527.256,384.439,317.096,67.343,132.299,10.518,75.888,1.375,,,-2.021,,,0.646,77.263,-12.802,64.461,0.0,0.0,0.0,64.461,0.0,64.461,0.0,0.0,64.461,64.461,0.0,187.229,0.34,0.34,0.34,188.486,0.34,0.34,0.34,
09/30/2013,712.731,181.904,530.827,-123.933,99.603,24.33,588.798,0.0,-501.431,363.996,300.416,63.58,127.049,10.386,87.367,3.438,,,-2.079,,,-1.359,90.805,-14.075,76.73,0.0,0.0,0.0,76.73,0.0,76.73,0.0,0.0,76.73,76.015,-0.715,187.459,0.41,0.41,0.405502,188.98,0.41,0.41,0.405502,
12/31/2013,802.42,195.495,606.925,-136.708,136.708,,665.712,0.0,-504.858,368.014,301.486,66.528,126.498,10.346,160.854,1.164,,,-2.132,0.0,0.0,0.968,162.018,-23.374,138.644,0.0,0.0,0.0,138.644,0.0,138.644,0.0,0.0,138.644,136.304,-2.34,184.858667,0.75,0.75,0.737342,186.5,0.74,0.74,0.727453,
03/31/2014,750.819,199.637,551.182,-134.326,110.02,24.306,616.493,0.0,-544.606,388.884,316.496,72.388,133.618,22.104,71.887,-3.132,,,-2.153,,,5.285,68.755,-12.816,55.939,0.0,0.0,0.0,55.939,0.0,55.939,0.0,0.0,55.939,67.009925,11.070925,183.997,0.3,0.3,0.36419,185.681,0.3,0.3,0.359623,
06/30/2014,781.56,202.727,578.833,-175.256,120.861,54.395,606.304,0.0,-551.885,396.554,321.539,75.015,140.375,14.956,54.419,-3.391,4.843,6.984,-2.141,,,-1.452,51.028,1.996,53.024,0.0,0.0,0.0,53.024,0.0,53.024,0.0,0.0,53.024,76.261528,23.237528,169.973,0.31,0.31,0.448668,170.891,0.31,0.31,0.445979,
09/30/2014,758.994,207.575,551.419,-135.985,112.026,23.959,623.009,0.0,-564.412,413.455,318.252,95.203,137.877,13.08,58.597,-10.375,8.14,10.551,-2.411,,,2.235,48.222,-0.69,47.532,0.0,0.0,0.0,47.532,0.0,47.532,0.0,0.0,47.532,64.162972,16.630972,164.229,0.29,0.29,0.390692,165.713,0.29,0.29,0.39036,
12/31/2014,851.483,217.164,634.319,-174.652,174.652,,676.831,0.0,-559.423,401.294,323.978,77.316,141.947,16.182,117.408,-9.707,8.015,10.731,-2.716,0.0,0.0,1.692,107.701,-12.473,95.228,0.0,0.0,0.0,95.228,0.0,95.228,0.0,0.0,95.228,104.782905,9.554905,163.215,0.58,0.58,0.641993,163.215,0.58,0.58,0.638542,
03/31/2015,760.802,206.224,554.578,-132.606,113.874,18.732,628.196,0.0,-576.464,388.431,306.405,82.026,144.641,43.392,51.732,-16.135,8.286,11.12,-2.834,,,7.849,35.597,-6.71,28.887,0.0,0.0,0.0,28.887,0.0,28.887,0.0,0.0,28.887,53.464744,24.577744,160.323,0.18,0.18,0.333481,162.036,0.18,0.18,0.331681,
