Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1989,129.477005,-68.906998,60.570007,-54.977001,5.593,-1.65,0.0,0.0,3.943,-1.433,2.51,0.0,0.0,2.51,0.0,,2.51,,,2.51,,0.06,0.06,39.678001,0.06,0.06,0.06,39.678001,
12/31/1989,199.699005,-105.106003,94.593002,-71.503998,23.089001,-2.851,0.0,0.0,20.238001,-7.273,12.965,0.0,0.0,12.965,0.0,,12.965,,,12.965001,,0.33,0.33,39.875999,0.33,0.33,0.33,39.875999,
03/31/1990,162.378998,-82.824997,79.554001,-60.818001,18.736,-2.129,0.0,0.0,16.607,-5.932,10.675,0.0,0.0,10.675,0.0,,10.675,,,10.675,,0.27,0.27,39.950001,0.27,0.27,0.27,39.950001,
06/30/1990,295.947998,-157.313004,138.634994,-83.029999,55.605,-2.578,0.0,0.0,53.027,-18.966999,34.060001,0.0,0.0,34.060001,0.0,,34.060001,,,34.060001,0.85,0.85,0.85,40.018501,0.85,0.85,0.85,40.018501,
09/30/1990,141.347,-76.533997,64.813004,-57.945,6.868,-2.243,0.0,0.0,4.625,-1.83,2.795,0.0,0.0,2.795,0.0,,2.795,,,2.795,,0.07,0.07,40.540001,0.07,0.07,0.07,40.540001,
12/31/1990,221.481995,-117.334999,104.146996,-77.949997,26.197001,-3.442,0.0,0.0,22.755001,-8.275,14.48,0.0,0.0,14.48,0.0,,14.48,,,14.480001,,0.36,0.36,40.613998,0.36,0.36,0.36,40.613998,
03/31/1991,166.429993,-83.237999,83.191994,-63.370998,19.820999,-2.38,0.0,0.0,17.440999,-6.426,11.015,0.0,0.0,11.015,0.0,,11.015,,,11.014999,,0.27,0.27,40.762001,0.27,0.27,0.27,40.762001,
06/30/1991,330.618988,-175.300003,155.318985,-96.333,58.986,-2.184,0.0,0.0,56.802,-20.927999,35.874001,0.0,0.0,35.874001,0.0,,35.874001,,,35.874001,0.88,0.88,0.88,40.8335,0.88,0.88,0.88,40.8335,
09/30/1991,152.932007,-82.460999,70.471008,-63.417999,7.053,-2.45,0.0,0.0,4.603,-1.731,2.872,0.0,0.0,2.872,0.0,,2.872,,,2.872,,0.06,0.06,44.800999,0.06,0.06,0.06,44.800999,
12/31/1991,246.759003,-134.139999,112.619003,-85.296997,27.322001,-2.372,0.0,0.0,24.950001,-9.067,15.883,0.0,0.0,15.883,0.0,,15.883,,,15.883,,0.36,0.36,44.859001,0.36,0.36,0.36,44.859001,
03/31/1992,176.087006,-82.689003,93.398003,-75.319,18.079,-1.942,0.0,0.0,16.137,-6.096,10.041,0.0,0.0,10.041,0.0,,10.041,,,10.041,,0.22,0.22,44.986,0.22,0.22,0.22,44.986,
06/30/1992,300.617004,-164.425003,136.192001,-82.305,53.887001,-1.941,0.0,0.0,51.946001,-19.329,32.617001,0.0,0.0,32.617001,0.0,,32.617001,,,32.617001,0.74,0.74,0.74,43.0835,0.74,0.74,0.74,43.0835,
09/30/1992,142.182007,-72.865997,69.31601,-68.247002,1.069,-1.674,0.0,3.934,3.329,-1.6,1.729,-4.063,0.0,-2.334,0.0,,-2.334,,,1.729,,0.04,-0.05,45.235001,0.04,0.04,-0.05,45.235001,
12/31/1992,203.059006,-105.302002,97.757004,-97.468002,0.289,-1.973,0.0,18.464001,16.780001,-6.525,10.255,-0.509,0.0,9.746,0.0,,9.746,,,10.255001,,0.22,0.21,45.290001,0.22,0.22,0.21,45.290001,
03/31/1993,164.632004,-76.515999,88.116005,-79.107002,9.009,-1.659,0.0,0.0,7.35,-2.939,4.411,0.145,0.0,4.556,0.0,,4.556,,,4.411,,0.1,0.1,45.363998,0.1,0.1,0.1,45.363998,
06/30/1993,326.548004,-167.858994,158.68901,-156.742996,1.946,-2.44,0.0,-22.893999,-23.387999,6.441,-16.947001,-7.693,0.0,-24.639999,0.0,,-24.639999,,,-16.946999,-0.37,-0.37,-0.54,45.346001,-0.37,-0.37,-0.54,45.346001,
09/30/1993,101.950996,-47.131001,54.819996,-43.007,11.813,-1.365,0.0,-8.539,1.909,,1.909,0.569,0.0,2.478,0.0,,2.478,,,,,0.04,0.05,45.438999,0.04,0.04,0.05,45.438999,
12/31/1993,161.621994,-73.873001,87.748993,-68.178001,19.570999,-1.822,0.0,-7.02,10.728999,,10.729,-6.857,0.0,3.872,0.0,,3.872,,,,,0.24,0.09,45.448002,0.24,0.24,0.09,45.448002,
03/31/1994,126.537003,-59.167,67.370003,-53.377998,13.992,-0.989,0.0,-18.124001,-5.121001,,-5.121,6.861,0.0,1.74,0.0,,1.74,,,,,-0.11,0.04,45.450001,-0.11,-0.11,0.04,45.450001,
06/30/1994,259.759003,-133.584,126.175003,-109.577003,16.598,-2.627,0.0,6.466,20.437,,20.437,-44.695999,0.0,-24.259001,0.0,,-24.259001,,,,0.44,0.44,-0.54,45.473999,0.44,0.44,-0.54,45.473999,
09/30/1994,98.023003,-44.888,53.135002,-37.054001,16.080999,,0.0,-12.492,3.589,,3.589,-2.273,0.0,1.316,0.0,,1.316,,,,,0.08,0.03,45.487999,0.08,0.08,0.03,45.487999,
