Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2015,138807.0,69780.0,18453.0,51327.0,9394.0,9394.0,0.0,0.0,0.0,0.0,0.0,0.0,4990.0,,,,0.0,3674.0,84164.0,27008.0,37112.0,-10104.0,4409.0,4409.0,23226.0,19823.0,15610.0,4213.0,3403.0,0.0,54643.0,,10939.0,1315.0,948.0,,8676.0,3008.0,2000.0,9.0,9.0,,999.0,3415.0,108.0,,2694.0,17362.0,2225.0,1994.0,231.0,231.0,,7437.0,,,,,1754.0,5575.0,9662.0,27024.0,0.0,30722.0,0.68549,30721.31451,0.0,81990.0,-929.0,111783.0,0.0,111783.0,138807.0,
09/30/2015,144281.0,72767.0,18068.0,54699.0,9749.0,9749.0,0.0,0.0,0.0,0.0,0.0,0.0,5587.0,,,,287.0,2542.0,88103.0,28338.0,38908.0,-10570.0,4813.0,4813.0,23027.0,19698.0,15675.0,4023.0,3329.0,0.0,56178.0,,11239.0,1549.0,215.0,,9475.0,3237.0,2000.0,238.0,238.0,,999.0,3981.0,133.0,,3266.0,18457.0,1994.0,1994.0,0.0,0.0,,7589.0,,,,,1976.0,5480.0,9583.0,28040.0,0.0,31864.0,0.687693,31863.312307,0.0,85969.0,-1592.0,116241.0,0.0,116241.0,144281.0,
12/31/2015,147461.0,73066.0,16549.0,56517.0,11556.0,11556.0,0.0,491.0,,,,,5001.0,0.0,,251.0,1903.0,3098.0,90114.0,29016.0,40146.0,-11130.0,5183.0,5183.0,23148.0,19716.0,15869.0,3847.0,3181.0,0.0,57347.0,,12853.0,1931.0,302.0,,10620.0,3225.0,2000.0,225.0,225.0,,1000.0,3232.0,151.0,0.0,2428.0,19310.0,1995.0,1995.0,0.0,0.0,,5825.0,0.0,0.0,0.0,0.0,189.0,5485.0,7820.0,27130.0,0.0,32982.0,0.687348,32981.312652,0.0,89223.0,-1874.0,120331.0,0.0,120331.0,147461.0,
03/31/2016,149747.0,75264.0,15111.0,60153.0,10818.0,10818.0,0.0,0.0,0.0,0.0,0.0,0.0,4873.0,,,233.0,1804.0,3069.0,90955.0,30162.0,41995.0,-11833.0,5577.0,5577.0,23053.0,19523.0,15866.0,3657.0,3297.0,0.0,58792.0,,11349.0,1667.0,330.0,,9352.0,3221.0,2998.0,223.0,223.0,,,3114.0,131.0,,2171.0,17684.0,1987.0,1987.0,0.0,0.0,,6507.0,,,,,599.0,5777.0,8494.0,26178.0,0.0,33695.0,0.686792,33694.313208,0.0,91168.0,-1294.0,123569.0,0.0,123569.0,149747.0,
06/30/2016,154292.0,78460.0,13627.0,64833.0,11686.0,11686.0,0.0,0.0,0.0,0.0,0.0,0.0,4092.0,,,253.0,576.0,3516.0,94238.0,31413.0,43904.0,-12491.0,5820.0,5820.0,22821.0,19293.0,15841.0,3452.0,3275.0,0.0,60054.0,,12155.0,1716.0,185.0,,10254.0,2219.0,1999.0,220.0,220.0,,0.0,2967.0,151.0,,2065.0,17341.0,1984.0,1984.0,0.0,0.0,,7088.0,,,,,651.0,6286.0,9072.0,26413.0,0.0,34293.0,0.686778,34292.313222,0.0,94737.0,-1151.0,127879.0,0.0,127879.0,154292.0,
09/30/2016,159948.0,83056.0,9406.0,73650.0,11979.0,11979.0,0.0,559.0,,,,,2952.0,,,273.0,416.0,2311.0,98546.0,32753.0,46094.0,-13341.0,5705.0,5705.0,22944.0,19395.0,16028.0,3367.0,3276.0,0.0,61402.0,,13370.0,2175.0,171.0,,11024.0,0.0,0.0,0.0,0.0,,0.0,953.0,169.0,,0.0,14323.0,3938.0,3938.0,,,,7584.0,,,,,393.0,7022.0,11522.0,25845.0,0.0,35337.0,0.689136,35336.310864,0.0,99798.0,-1032.0,134103.0,0.0,134103.0,159948.0,
12/31/2016,167497.0,86333.0,12918.0,73415.0,14137.0,14137.0,0.0,268.0,,,,,4670.0,0.0,,383.0,95.0,4575.0,105408.0,34234.0,47527.0,-13293.0,5878.0,5878.0,21977.0,19775.0,16468.0,3307.0,1819.0,0.0,62089.0,,15535.0,2041.0,554.0,,12940.0,0.0,0.0,0.0,0.0,,,1221.0,202.0,,0.0,16756.0,3935.0,3935.0,0.0,0.0,,7770.0,0.0,0.0,0.0,0.0,226.0,7342.0,11705.0,28461.0,0.0,36307.0,0.691293,36306.308707,0.0,105131.0,-2402.0,139036.0,0.0,139036.0,167497.0,
03/31/2017,172756.0,92439.0,18132.0,74307.0,12913.0,12913.0,0.0,280.0,,,,,3162.0,,,365.0,56.0,3106.0,108794.0,35936.0,50321.0,-14385.0,6131.0,6131.0,21895.0,19684.0,16547.0,3137.0,1846.0,0.0,63962.0,,13950.0,2306.0,803.0,,10841.0,0.0,0.0,,,,,1306.0,323.0,,0.0,15256.0,3937.0,3937.0,0.0,0.0,,8614.0,,,,,604.0,7687.0,12551.0,27807.0,0.0,37698.0,0.692108,37697.307892,0.0,109420.0,-2169.0,144949.0,0.0,144949.0,172756.0,
06/30/2017,178621.0,94713.0,15711.0,79002.0,14003.0,14003.0,0.0,398.0,,,,,3272.0,,,376.0,874.0,2398.0,112386.0,37676.0,53341.0,-15665.0,6642.0,6642.0,21917.0,19537.0,16604.0,2933.0,2004.0,0.0,66235.0,,17058.0,2488.0,133.0,,14437.0,0.0,0.0,,,,0.0,1627.0,345.0,,0.0,18685.0,3955.0,3939.0,16.0,16.0,,7695.0,,,,,369.0,6981.0,11650.0,30335.0,0.0,38509.0,0.692876,38508.307124,0.0,111505.0,-1728.0,148286.0,0.0,148286.0,178621.0,
09/30/2017,189536.0,100143.0,10581.0,89562.0,15295.0,15295.0,0.0,765.0,,,,,3142.0,,,505.0,282.0,2860.0,119345.0,40120.0,56358.0,-16238.0,7269.0,7269.0,22802.0,19614.0,16731.0,2883.0,,2683.0,70191.0,,18842.0,2674.0,221.0,,15947.0,0.0,0.0,,,,0.0,1851.0,346.0,,0.0,20693.0,3964.0,3941.0,23.0,23.0,,7779.0,,,,,151.0,7282.0,11743.0,32436.0,0.0,39609.0,0.69479,39608.30521,0.0,118237.0,-746.0,157100.0,0.0,157100.0,189536.0,
12/31/2017,197295.0,101871.0,10715.0,91156.0,18336.0,18336.0,0.0,749.0,,,,,3352.0,0.0,,680.0,369.0,2983.0,124308.0,42383.0,59647.0,-17264.0,7813.0,7813.0,22791.0,19439.0,16747.0,2692.0,,2672.0,72987.0,,22399.0,3137.0,881.0,,18381.0,0.0,0.0,,,,0.0,1784.0,340.0,0.0,0.0,24183.0,3969.0,3943.0,26.0,26.0,,16641.0,0.0,0.0,0.0,0.0,430.0,15871.0,20610.0,44793.0,0.0,40247.0,0.694783,40246.305217,0.0,113247.0,-992.0,152502.0,0.0,152502.0,197295.0,
03/31/2018,206935.0,102885.0,12658.0,90227.0,16777.0,16777.0,0.0,636.0,,,,,3463.0,,,678.0,37.0,3426.0,123761.0,48845.0,67801.0,-18956.0,10976.0,10976.0,23353.0,20671.0,17862.0,2809.0,,2004.0,83174.0,,22064.0,3526.0,1343.0,,17195.0,1329.0,1329.0,,,,,2001.0,315.0,,0.0,25394.0,3973.0,3944.0,29.0,29.0,,16743.0,,,,,394.0,16034.0,20716.0,46110.0,0.0,41487.0,0.694945,41486.305055,0.0,120008.0,-670.0,160825.0,0.0,160825.0,206935.0,
06/30/2018,211610.0,102254.0,14148.0,88106.0,17043.0,17043.0,0.0,698.0,,,,,4162.0,,,685.0,201.0,3961.0,124157.0,51672.0,71876.0,-20204.0,11487.0,11487.0,24294.0,20557.0,17895.0,2662.0,,3052.0,87453.0,,27966.0,3369.0,1189.0,,23408.0,0.0,0.0,,,,,1937.0,358.0,,0.0,29903.0,3981.0,3947.0,34.0,34.0,,15726.0,,,,,479.0,14889.0,19707.0,49610.0,0.0,42243.0,0.695946,42242.304054,0.0,121282.0,-1525.0,162000.0,0.0,162000.0,211610.0,
09/30/2018,221538.0,106416.0,13443.0,92973.0,17897.0,17897.0,0.0,1212.0,,,,,4177.0,,,682.0,170.0,4007.0,129702.0,55300.0,77128.0,-21828.0,12673.0,12673.0,23863.0,20343.0,17895.0,2448.0,,2838.0,91836.0,,29301.0,3789.0,0.0,,25512.0,0.0,0.0,,,,,2000.0,317.0,,0.0,31301.0,3986.0,3948.0,38.0,38.0,,16411.0,,,,,1318.0,14776.0,20397.0,51698.0,0.0,43111.0,0.695957,43110.304043,0.0,128405.0,-1676.0,169840.0,0.0,169840.0,221538.0,
12/31/2018,232792.0,109140.0,16701.0,92439.0,20838.0,20838.0,0.0,1107.0,,,,,4591.0,0.0,,737.0,355.0,4236.0,135676.0,59719.0,82507.0,-22788.0,13859.0,13859.0,23538.0,20108.0,17888.0,2220.0,,2693.0,97116.0,,32603.0,4378.0,69.0,,28156.0,0.0,0.0,,,,0.0,2017.0,396.0,0.0,0.0,34620.0,4012.0,3950.0,62.0,62.0,,16532.0,0.0,0.0,0.0,0.0,1264.0,14872.0,20544.0,55164.0,0.0,45049.0,0.695556,45048.304444,0.0,134885.0,-2306.0,177628.0,0.0,177628.0,232792.0,
03/31/2019,245349.0,113488.0,19148.0,94340.0,19149.0,19149.0,0.0,1053.0,,,,,4517.0,,,750.0,111.0,4406.0,138207.0,69365.0,94095.0,-24730.0,14474.0,14474.0,23303.0,20006.0,17943.0,2063.0,,2547.0,107142.0,,31740.0,3710.0,761.0,,27269.0,1142.0,0.0,1142.0,,1142.0,,2028.0,391.0,,0.0,34910.0,12272.0,3952.0,8320.0,114.0,8206.0,14695.0,,,,,1282.0,13022.0,26967.0,61877.0,0.0,46532.0,0.694782,46531.305218,0.0,138720.0,-1780.0,183472.0,0.0,183472.0,245349.0,
06/30/2019,257101.0,121056.0,16587.0,104469.0,20965.0,20965.0,0.0,964.0,,,,,4452.0,,,585.0,352.0,4100.0,147437.0,74604.0,101143.0,-26539.0,12112.0,12112.0,22948.0,19902.0,18000.0,1902.0,,2461.0,109664.0,,33863.0,3925.0,536.0,,29402.0,1064.0,0.0,1064.0,,1064.0,,2073.0,387.0,,0.0,37000.0,13162.0,3954.0,9208.0,120.0,9088.0,14747.0,,,,,1892.0,12468.0,27909.0,64909.0,0.0,47937.0,0.69405,47936.30595,0.0,145346.0,-1091.0,192192.0,0.0,192192.0,257101.0,
09/30/2019,263044.0,121177.0,16032.0,105145.0,20889.0,20889.0,0.0,1401.0,,,,,4891.0,,,564.0,192.0,4699.0,148358.0,79593.0,107746.0,-28153.0,12488.0,12488.0,22605.0,19816.0,18069.0,1747.0,,2225.0,114686.0,,36088.0,4142.0,131.0,,31815.0,1125.0,0.0,1125.0,,1125.0,,2011.0,364.0,,0.0,39224.0,13748.0,3956.0,9792.0,126.0,9666.0,15103.0,,,,,1747.0,12992.0,28851.0,68075.0,0.0,49040.0,0.690906,49039.309094,0.0,147125.0,-1196.0,194969.0,0.0,194969.0,263044.0,
12/31/2019,275909.0,119675.0,18498.0,101177.0,25326.0,25326.0,0.0,999.0,,,,,6578.0,0.0,,721.0,2166.0,4412.0,152578.0,84587.0,115148.0,-30561.0,13078.0,13078.0,25666.0,22603.0,20624.0,1979.0,,2342.0,123331.0,,41745.0,5561.0,274.0,,35910.0,1199.0,0.0,1199.0,,1199.0,0.0,2277.0,358.0,0.0,0.0,45221.0,14768.0,3869.0,10899.0,685.0,10214.0,14478.0,0.0,0.0,0.0,0.0,1701.0,12419.0,29246.0,74467.0,0.0,50552.0,0.688335,50551.311665,0.0,152122.0,-1232.0,201442.0,0.0,201442.0,275909.0,
03/31/2020,273403.0,117229.0,19644.0,97585.0,21825.0,21825.0,0.0,889.0,,,,,7075.0,,,730.0,1910.0,5165.0,147018.0,87966.0,120903.0,-32937.0,12367.0,12367.0,26052.0,22574.0,20734.0,1840.0,,2748.0,126385.0,,36753.0,4099.0,913.0,,31741.0,1312.0,0.0,1312.0,,1312.0,,2124.0,350.0,,0.0,40189.0,15492.0,3862.0,11630.0,1154.0,10476.0,14063.0,,,,,2079.0,11634.0,29555.0,69744.0,0.0,53688.0,0.683972,53687.316028,0.0,151068.0,-1097.0,203659.0,0.0,203659.0,273403.0,
06/30/2020,278492.0,121080.0,17742.0,103338.0,21201.0,21201.0,0.0,815.0,,,,,5973.0,,,895.0,394.0,5579.0,149069.0,90315.0,125859.0,-35544.0,12961.0,12961.0,26147.0,22521.0,20824.0,1697.0,,2731.0,129423.0,,39681.0,4064.0,975.0,,34642.0,1416.0,0.0,1416.0,,1416.0,,2561.0,397.0,,0.0,43658.0,14727.0,2847.0,11880.0,1171.0,10709.0,12785.0,,,,,1797.0,10591.0,27512.0,71170.0,0.0,55937.0,0.688335,55936.311665,,151681.0,-296.0,207322.0,0.0,207322.0,278492.0,
