Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1998,555.075012,,,-511.457001,,,43.618011,,-20.975,,,,22.643,-24.681999,,27.375999,,0.0,,-2.694,-2.039,-2.772,-4.811,0.0,,,-4.811,0.0,-4.811,0.0,,-4.811,-4.811,,,,,,,,,,
09/30/1998,557.497986,,,-516.317017,,,41.180969,,-16.790001,,,,24.391001,-45.966002,52.692001,52.692001,,0.0,,-6.726,-21.575001,6.903,-14.672,0.0,,,-14.672001,0.0,-14.672,0.0,,-14.672,-14.672,,,,,,,,,,
12/31/1998,582.604004,,,-513.166016,,,69.437988,,-18.353001,,,,51.084999,-42.683,47.368999,47.368999,,0.0,,-4.686,8.401999,-3.284,5.118,0.0,,,5.118,0.0,5.118,0.0,,5.118,5.118,,,,,,,,,,
03/31/1999,691.457,,,-580.224,,,111.233,,-23.587,,,,87.646,-46.474,52.89,52.89,,0.0,,-6.416,41.172,-14.235,26.937,0.0,,,26.937,-1.887,25.05,0.0,,25.05,25.05,,,,,,,,,,
06/30/1999,664.400024,,,-601.127014,,,63.27301,,-21.457001,,,,41.816002,-49.478002,,50.622002,,0.0,,-1.144,-7.662,1.133,-6.529,3.453,,,-9.982,-2.898,-12.88,0.0,,-12.88,-12.88,,,,,,,,,,
09/30/1999,678.343018,,,-612.724976,,,65.618042,,-21.679001,,,,43.938999,-48.120001,,51.949001,,0.0,,-3.829,-4.181002,-0.15,-4.331,1.036,,,-5.367002,-2.726,-8.093,0.0,,-8.093,-8.093,,,,,,,,,,
12/31/1999,709.445984,,,-635.01001,,,74.435974,,-23.337999,,,,51.098,-48.460001,,50.526001,,0.0,,-2.066,2.637999,-2.449,0.189,3.62,,,-3.431001,-6.274,-9.705,0.0,,-9.705,-9.705,,,,,,,,,,
03/31/2000,658.311,,,-579.584,,,78.727,,-28.782,,,,49.945,-48.138,51.959,51.959,,0.0,,-3.821,1.807,142.988,144.795,82.251,,,62.544,-3.656,58.888,0.0,,58.888,58.888,,,,,,,,,,
06/30/2000,673.020996,,,-611.025024,,,61.995972,,-22.802999,,,,39.193001,-45.146001,,51.470001,-4.56,0.0,,-1.764,-5.953001,-0.336,-6.289,-8.82,,,2.530999,-2.181,0.35,0.0,0.0,0.35,0.35,,,,,,,,,,
09/30/2000,677.591003,,,-619.213989,,,58.377014,,-20.625999,,,,37.750999,-48.653001,,51.456001,-0.179,0.0,,-2.624,-10.902002,1.113,-9.789,-2.94,,,-6.849002,-1.444,-8.293,,,-8.293,-8.293,,,,,,,,,,
12/31/2000,655.56897,,,-595.530029,,,60.03894,,-25.579,,,,34.459999,-26.828001,,28.853001,,0.0,,-2.025,7.631999,-0.997,6.635,0.0,,,6.634999,-2.575,4.06,0.0,0.0,4.06,4.06,,,,,,,,,,
03/31/2001,684.999,,,-616.256,,,68.743,,-32.352,,,,36.391,129.916,44.24,44.24,,0.0,,-174.156,166.307,-39.007,127.3,7.38,,,119.92,-2.883,117.037,0.0,0.0,117.037,117.037,,27.524626,,,,,,,,
03/31/2002,675.766,,,-594.838,,,80.928,,-26.283,,,,54.645,-24.079,24.384,24.903,-0.519,0.0,,-0.305,30.566,-4.585,25.981,0.0,,,25.981,-3.666,22.315,0.0,0.0,22.315,22.315,,52.018,0.43,0.43,0.43,53.731,0.42,0.42,0.42,
06/30/2002,656.940002,,,-583.698975,,,73.241028,,-20.777,,,,52.464001,-22.708,25.489,26.038,-0.549,0.0,,-2.781,29.756001,-1.448,28.308001,0.0,,,28.308001,-3.811,24.497,0.0,0.0,24.497,24.497,,52.122002,0.47,0.47,0.47,53.859001,0.45,0.45,0.45,
