Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/26/2006,14859.0,7465.0,1779.0,5686.0,569.0,569.0,,,218.0,,,,,410.0,,,,8662.0,1275.0,2237.0,-962.0,2702.0,,2702.0,2220.0,1018.0,1018.0,0.0,,1202.0,6197.0,,459.0,459.0,,,,0.0,0.0,0.0,0.0,,,683.0,,,,683.0,1142.0,0.0,0.0,0.0,0.0,,317.0,,,,,317.0,317.0,1459.0,0.0,8099.0,,,0.0,5243.0,58.0,13400.0,0.0,13400.0,14859.0,
06/25/2006,14713.0,5871.0,1155.0,4716.0,695.0,695.0,,,259.0,0.0,0.0,259.0,0.0,449.0,,,,7274.0,1420.0,1021.0,-1021.0,3607.0,,3607.0,2412.0,1236.0,1236.0,0.0,,1176.0,7439.0,,501.0,501.0,,,,0.0,0.0,0.0,0.0,,,835.0,,,,835.0,1336.0,0.0,0.0,0.0,0.0,,379.0,,,,,379.0,379.0,1715.0,0.0,7325.0,,,0.0,5684.0,-11.0,12998.0,0.0,12998.0,14713.0,
09/24/2006,15208.0,5721.0,1607.0,4114.0,700.0,700.0,,,250.0,30.0,13.0,207.0,0.0,378.0,,,,7049.0,1482.0,2566.0,-1084.0,4228.0,,4228.0,2449.0,1230.0,1230.0,0.0,,1219.0,8159.0,,420.0,420.0,,,,0.0,0.0,0.0,0.0,,,1002.0,,,,1002.0,1422.0,0.0,0.0,0.0,0.0,,380.0,,,,,380.0,380.0,1802.0,0.0,7242.0,,,0.0,6100.0,64.0,13406.0,0.0,13406.0,15208.0,
12/31/2006,16338.0,5947.0,2649.0,3298.0,693.0,693.0,,,330.0,,,,,409.0,,,,7379.0,1559.0,2724.0,-1165.0,4598.0,,4598.0,2802.0,1320.0,1320.0,0.0,,1482.0,8959.0,,471.0,471.0,,,,0.0,0.0,0.0,0.0,,,1287.0,,,,1287.0,1758.0,0.0,0.0,0.0,0.0,,405.0,,,,,405.0,405.0,2163.0,0.0,7427.0,,,0.0,6549.0,199.0,14175.0,0.0,14175.0,16338.0,
04/01/2007,17254.0,6551.0,3353.0,3198.0,714.0,714.0,,,347.0,,,,,466.0,,,,8078.0,1582.0,1224.0,-1224.0,4751.0,,4751.0,2843.0,1320.0,1320.0,0.0,,1523.0,9176.0,,566.0,566.0,,,,0.0,0.0,0.0,0.0,,,1260.0,,,,1260.0,1826.0,0.0,0.0,0.0,0.0,,398.0,,,,,398.0,398.0,2224.0,0.0,7758.0,,,0.0,7075.0,197.0,15030.0,0.0,15030.0,17254.0,
07/01/2007,18446.0,7308.0,3716.0,3592.0,764.0,764.0,,,396.0,,,,,580.0,,,,9048.0,1631.0,2899.0,-1268.0,4954.0,,4954.0,2813.0,1322.0,1322.0,0.0,,1491.0,9398.0,,566.0,566.0,,,,0.0,,,,,,1540.0,,,,1540.0,2106.0,0.0,-80.0,80.0,80.0,,408.0,,,,,408.0,408.0,2514.0,0.0,8034.0,,,0.0,7640.0,258.0,15932.0,0.0,15932.0,18446.0,
09/30/2007,18495.0,6581.0,2411.0,4170.0,715.0,715.0,,,469.0,54.0,322.0,562.0,0.0,1056.0,,,,8821.0,1788.0,3130.0,-1342.0,5234.0,,5234.0,2652.0,1325.0,1325.0,0.0,,1327.0,9674.0,,635.0,635.0,,,,0.0,-6.0,6.0,6.0,,,1623.0,,,,1623.0,2258.0,0.0,-194.0,194.0,194.0,,402.0,,,,,402.0,402.0,2660.0,0.0,7057.0,,,0.0,8541.0,237.0,15835.0,0.0,15835.0,18495.0,
12/30/2007,18348.0,7068.0,2968.0,4100.0,703.0,703.0,,,522.0,,,,,805.0,,,,9098.0,1794.0,3220.0,-1426.0,4265.0,,4265.0,3191.0,1499.0,1499.0,0.0,,1692.0,9250.0,,536.0,536.0,,,,0.0,,,,,,1581.0,,,,1581.0,2117.0,0.0,-97.0,97.0,97.0,,621.0,,,,,621.0,621.0,2738.0,0.0,6400.0,,,0.0,9076.0,134.0,15610.0,0.0,15610.0,18348.0,
03/30/2008,18152.0,6128.0,2803.0,3325.0,728.0,728.0,,,612.0,,,,,883.0,,,,8351.0,1817.0,3327.0,-1510.0,4436.0,,4436.0,3548.0,1520.0,1520.0,0.0,,2028.0,9801.0,,658.0,658.0,,,,0.0,,,,,,1380.0,,,,1380.0,2038.0,0.0,-105.0,105.0,105.0,,637.0,,,,,637.0,637.0,2675.0,0.0,5976.0,,,0.0,9616.0,-115.0,15477.0,0.0,15477.0,18152.0,
06/29/2008,19597.0,6614.0,2970.0,3644.0,917.0,917.0,,,618.0,,,,,912.0,,,,9061.0,1912.0,3508.0,-1596.0,4567.0,,4567.0,4057.0,1520.0,1520.0,0.0,,2537.0,10536.0,,653.0,653.0,,,,0.0,,,,,,1458.0,,,,1458.0,2111.0,0.0,-123.0,123.0,123.0,,660.0,,,,,660.0,660.0,2771.0,0.0,6783.0,,,0.0,10104.0,-61.0,16826.0,0.0,16826.0,19597.0,
09/28/2008,24712.0,6411.0,1840.0,4571.0,4187.0,4187.0,,,521.0,27.0,199.0,295.0,0.0,753.0,,,,11872.0,2162.0,3851.0,-1689.0,4858.0,,4858.0,5820.0,4621.0,1517.0,3104.0,,1199.0,12840.0,,570.0,570.0,,,,1.0,0.0,1.0,1.0,,,1869.0,,,,1869.0,2440.0,0.0,-142.0,142.0,142.0,,4328.0,,,,,4328.0,4328.0,6768.0,0.0,7511.0,,,0.0,10717.0,-284.0,17944.0,0.0,17944.0,24712.0,
12/28/2008,23455.0,9009.0,3826.0,5183.0,943.0,943.0,0.0,,458.0,,,,0.0,600.0,,996.0,301.0,11010.0,2262.0,4034.0,-1772.0,4048.0,,4048.0,6135.0,4574.0,1494.0,3080.0,,565.0,12445.0,,1035.0,376.0,48.0,264.0,347.0,2.0,0.0,2.0,2.0,,,1045.0,3666.0,,240.0,642.0,2082.0,155.0,0.0,155.0,155.0,,4081.0,,,,,175.0,4236.0,6318.0,0.0,7413.0,0.1649,7412.8351,0.0,10794.0,-1070.0,17137.0,0.0,17137.0,23455.0,
03/29/2009,24084.0,9415.0,3892.0,5523.0,804.0,804.0,0.0,,409.0,,,,,604.0,,941.0,324.0,11232.0,2282.0,4150.0,-1868.0,4560.0,,4560.0,6010.0,4625.0,1502.0,3123.0,,444.0,12852.0,,866.0,444.0,109.0,,313.0,2.0,0.0,2.0,2.0,,,1389.0,3599.0,,276.0,968.0,2257.0,162.0,0.0,162.0,162.0,,4552.0,,,,,677.0,4714.0,6971.0,0.0,7648.0,,,0.0,10241.0,-776.0,17113.0,0.0,17113.0,24084.0,
06/28/2009,25713.0,9880.0,3721.0,6159.0,943.0,943.0,0.0,,375.0,,,,,533.0,,822.0,247.0,11731.0,2311.0,4283.0,-1972.0,5801.0,,5801.0,5870.0,4650.0,1512.0,3138.0,,398.0,13982.0,,1020.0,561.0,0.0,,459.0,2.0,0.0,2.0,2.0,,,1350.0,3528.0,,263.0,903.0,2372.0,169.0,0.0,169.0,169.0,,4461.0,,,,,670.0,4630.0,7002.0,0.0,7988.0,,,0.0,10716.0,7.0,18711.0,0.0,18711.0,25713.0,
09/27/2009,27445.0,11069.0,2717.0,8352.0,700.0,700.0,0.0,,453.0,15.0,199.0,239.0,0.0,348.0,,843.0,170.0,12570.0,2387.0,4468.0,-2081.0,6673.0,,6673.0,5815.0,4557.0,1492.0,3065.0,,415.0,14875.0,,1145.0,636.0,29.0,0.0,480.0,2.0,0.0,2.0,2.0,,,1666.0,3464.0,,3.0,1167.0,2813.0,187.0,0.0,187.0,187.0,,4129.0,0.0,0.0,0.0,0.0,662.0,4316.0,7129.0,0.0,8493.0,,,0.0,11235.0,588.0,20316.0,0.0,20316.0,27445.0,
12/27/2009,28903.0,12164.0,3660.0,8504.0,616.0,616.0,0.0,,350.0,14.0,148.0,188.0,0.0,444.0,,1118.0,245.0,13574.0,2384.0,4573.0,-2189.0,6764.0,,6764.0,6181.0,4632.0,1490.0,3142.0,,431.0,15329.0,,1258.0,415.0,458.0,,385.0,2.0,0.0,2.0,2.0,,,1688.0,3775.0,,,1121.0,2948.0,197.0,0.0,197.0,197.0,,4405.0,,,,,630.0,4602.0,7550.0,0.0,8817.0,0.1674,8816.8326,0.0,11792.0,744.0,21353.0,0.0,21353.0,28903.0,
03/28/2010,28497.0,11156.0,2553.0,8603.0,680.0,680.0,0.0,,402.0,14.0,169.0,219.0,0.0,414.0,,1376.0,210.0,12652.0,2374.0,,,7057.0,,7057.0,6414.0,4576.0,1483.0,3093.0,,462.0,15845.0,,1677.0,545.0,764.0,,368.0,2.0,0.0,2.0,2.0,,,1651.0,3687.0,,,1059.0,3330.0,206.0,0.0,206.0,206.0,,4241.0,,,,,554.0,4447.0,7777.0,0.0,7613.0,,,0.0,12287.0,820.0,20720.0,0.0,20720.0,28497.0,
06/27/2010,29401.0,9968.0,2541.0,7427.0,798.0,798.0,0.0,,446.0,14.0,219.0,213.0,0.0,402.0,,1774.0,189.0,11614.0,2382.0,,,7618.0,,7618.0,7787.0,4516.0,1476.0,3040.0,,1497.0,17787.0,,2208.0,640.0,1135.0,,433.0,2.0,0.0,2.0,2.0,,,2980.0,3587.0,,,2379.0,5190.0,215.0,0.0,215.0,215.0,,4110.0,,,,,523.0,4325.0,9515.0,0.0,6611.0,,,0.0,12746.0,529.0,19886.0,0.0,19886.0,29401.0,
09/26/2010,30572.0,10279.0,3547.0,6732.0,730.0,730.0,0.0,,528.0,15.0,284.0,229.0,0.0,596.0,,1922.0,264.0,12133.0,2373.0,4840.0,-2467.0,8123.0,,8123.0,7943.0,4510.0,1488.0,3022.0,,1511.0,18439.0,,2674.0,764.0,1443.0,0.0,467.0,2.0,0.0,2.0,2.0,,,2792.0,3485.0,,0.0,2150.0,5468.0,221.0,0.0,221.0,221.0,,4025.0,0.0,0.0,0.0,0.0,540.0,4246.0,9714.0,0.0,6856.0,,,0.0,13305.0,697.0,20858.0,0.0,20858.0,30572.0,
12/26/2010,31291.0,10509.0,4711.0,5798.0,657.0,657.0,0.0,,574.0,24.0,291.0,259.0,0.0,591.0,,1979.0,255.0,12331.0,2361.0,,,8598.0,,8598.0,8001.0,4502.0,1519.0,2983.0,,1520.0,18960.0,,1012.0,522.0,10.0,,480.0,1091.0,1089.0,2.0,2.0,,,1840.0,3821.0,,,1209.0,3943.0,222.0,0.0,222.0,222.0,,4390.0,,,,,569.0,4612.0,8555.0,0.0,7818.0,,,0.0,14161.0,757.0,22736.0,0.0,22736.0,31291.0,
03/27/2011,33824.0,13025.0,6367.0,6658.0,715.0,715.0,0.0,,606.0,21.0,305.0,280.0,0.0,504.0,,1917.0,174.0,14850.0,2114.0,,,9081.0,,9081.0,7779.0,3591.0,1417.0,2174.0,,2271.0,18974.0,,1293.0,666.0,69.0,,558.0,1102.0,1100.0,2.0,2.0,,,1990.0,3733.0,,,1472.0,4385.0,211.0,0.0,211.0,211.0,,4227.0,,,,,494.0,4438.0,8823.0,0.0,9325.0,,,0.0,14840.0,802.0,24967.0,34.0,25001.0,33824.0,
06/26/2011,35100.0,10728.0,5746.0,4982.0,832.0,832.0,0.0,,753.0,18.0,347.0,388.0,0.0,520.0,,1884.0,210.0,12833.0,2267.0,,,9493.0,,9493.0,10507.0,6293.0,3195.0,3098.0,,2330.0,22267.0,,1413.0,761.0,84.0,,568.0,1093.0,1092.0,1.0,1.0,,,1958.0,3630.0,,,1417.0,4464.0,184.0,0.0,184.0,184.0,,4151.0,,,,,521.0,4335.0,8799.0,0.0,10011.0,,,0.0,15516.0,744.0,26271.0,30.0,26301.0,35100.0,
09/25/2011,36422.0,11652.0,5462.0,6190.0,993.0,993.0,0.0,,765.0,15.0,384.0,366.0,0.0,883.0,,1703.0,322.0,14293.0,2414.0,5427.0,-3013.0,9261.0,,9261.0,10454.0,6531.0,3432.0,3099.0,,2220.0,22129.0,,1613.0,969.0,0.0,0.0,644.0,995.0,994.0,1.0,1.0,,,2681.0,3541.0,,2.0,2025.0,5289.0,170.0,0.0,170.0,170.0,,3991.0,0.0,0.0,0.0,0.0,448.0,4161.0,9450.0,0.0,10394.0,,,0.0,16204.0,353.0,26951.0,21.0,26972.0,36422.0,
12/25/2011,37606.0,11540.0,4964.0,6576.0,1035.0,1035.0,0.0,,714.0,14.0,235.0,465.0,0.0,745.0,,1626.0,236.0,14034.0,2607.0,,,10438.0,,10438.0,10527.0,6717.0,3624.0,3093.0,,2184.0,23572.0,,1556.0,974.0,40.0,,542.0,929.0,928.0,1.0,1.0,,,2509.0,3535.0,,,1966.0,4994.0,149.0,0.0,149.0,149.0,,3966.0,,,,,431.0,4115.0,9109.0,0.0,10749.0,,,0.0,17237.0,495.0,28481.0,16.0,28497.0,37606.0,
03/25/2012,41531.0,15079.0,5998.0,9081.0,1189.0,1189.0,0.0,,781.0,19.0,365.0,397.0,0.0,812.0,,1318.0,327.0,17861.0,2760.0,,,11489.0,,11489.0,9421.0,6609.0,3607.0,3002.0,,1494.0,23670.0,,2001.0,1250.0,179.0,,572.0,1040.0,1039.0,1.0,1.0,,,2137.0,3894.0,,,1579.0,5178.0,137.0,0.0,137.0,137.0,,4346.0,,,,,452.0,4483.0,9661.0,0.0,11983.0,,,0.0,19090.0,809.0,31882.0,-12.0,31870.0,41531.0,
06/24/2012,42445.0,13395.0,3412.0,9983.0,1250.0,1250.0,0.0,,820.0,17.0,318.0,485.0,0.0,912.0,,1677.0,400.0,16377.0,2888.0,,,13152.0,,13152.0,10028.0,7688.0,3843.0,3845.0,,663.0,26068.0,,1724.0,1116.0,,,608.0,969.0,968.0,1.0,1.0,,,2823.0,3809.0,,,2276.0,5516.0,136.0,0.0,136.0,136.0,,4188.0,,,,,379.0,4324.0,9840.0,0.0,12096.0,,,0.0,19868.0,620.0,32584.0,21.0,32605.0,42445.0,
09/30/2012,43012.0,12374.0,3807.0,8567.0,1459.0,1459.0,0.0,,1030.0,19.0,531.0,480.0,0.0,782.0,,1412.0,473.0,15645.0,2851.0,5923.0,-3072.0,14463.0,,14463.0,10053.0,6855.0,3917.0,2938.0,,1786.0,27367.0,,1962.0,1298.0,0.0,0.0,664.0,0.0,0.0,0.0,0.0,,,3340.0,3739.0,,7.0,2695.0,5302.0,60.0,0.0,60.0,60.0,,4105.0,0.0,0.0,0.0,0.0,359.0,4165.0,9467.0,0.0,11956.0,,,0.0,20701.0,866.0,33523.0,22.0,33545.0,43012.0,
12/30/2012,44841.0,13275.0,4293.0,8982.0,1647.0,1647.0,0.0,,1277.0,18.0,607.0,652.0,0.0,904.0,,1327.0,595.0,17103.0,2874.0,,,15096.0,,15096.0,9768.0,6755.0,3929.0,2826.0,,1686.0,27738.0,,2275.0,1657.0,,,618.0,1.0,0.0,1.0,1.0,,,2729.0,3516.0,,,1996.0,5005.0,31.0,0.0,31.0,31.0,,4451.0,,,,,935.0,4482.0,9487.0,0.0,12282.0,,,0.0,22172.0,880.0,35334.0,20.0,35354.0,44841.0,
03/31/2013,47599.0,13493.0,4093.0,9400.0,1889.0,1889.0,0.0,,1484.0,14.0,671.0,799.0,0.0,900.0,,1229.0,582.0,17766.0,2971.0,,,17046.0,,17046.0,9816.0,6710.0,3975.0,2735.0,,1877.0,29833.0,,2307.0,1628.0,,,679.0,0.0,0.0,0.0,0.0,,,2956.0,3697.0,,,2442.0,5263.0,22.0,0.0,22.0,22.0,,4686.0,,,,,989.0,4708.0,9971.0,0.0,12991.0,,,0.0,23599.0,1021.0,37611.0,17.0,37628.0,47599.0,
06/30/2013,46809.0,11461.0,2533.0,8928.0,1949.0,1949.0,0.0,,1727.0,8.0,874.0,845.0,0.0,835.0,,1446.0,506.0,15972.0,2974.0,,,18941.0,,18941.0,8922.0,6685.0,3995.0,2690.0,,791.0,30837.0,,2563.0,1850.0,,,713.0,1.0,0.0,1.0,1.0,,,2464.0,3679.0,,,1982.0,5028.0,20.0,0.0,20.0,20.0,,4178.0,,,,,499.0,4198.0,9226.0,0.0,12316.0,,,0.0,24564.0,698.0,37578.0,5.0,37583.0,46809.0,
09/29/2013,45516.0,14966.0,6142.0,8824.0,2142.0,2142.0,0.0,,1302.0,2.0,631.0,669.0,0.0,1145.0,,1059.0,572.0,19555.0,2995.0,6168.0,-3173.0,14440.0,,14440.0,8526.0,6529.0,3976.0,2553.0,,938.0,25961.0,,2393.0,1554.0,,,839.0,0.0,0.0,0.0,0.0,,,2820.0,3666.0,,0.0,2319.0,5213.0,17.0,0.0,17.0,17.0,,4199.0,0.0,,,,533.0,4216.0,9429.0,0.0,9874.0,,,0.0,25461.0,753.0,36088.0,-1.0,36087.0,45516.0,
12/29/2013,46282.0,17280.0,8292.0,8988.0,1327.0,1327.0,0.0,,1064.0,4.0,434.0,626.0,0.0,914.0,,1346.0,510.0,20585.0,2562.0,5862.0,-3300.0,14330.0,,14330.0,8805.0,6702.0,4212.0,2490.0,,757.0,25697.0,,2081.0,1375.0,,,706.0,1.0,0.0,1.0,1.0,,,3231.0,3566.0,,,2761.0,5313.0,13.0,0.0,13.0,13.0,,3929.0,,,,,363.0,3942.0,9255.0,0.0,9506.0,,,0.0,26737.0,784.0,37027.0,0.0,37027.0,46282.0,
03/30/2014,47875.0,16628.0,6337.0,10291.0,2217.0,2217.0,0.0,,1147.0,2.0,505.0,640.0,0.0,1016.0,,1161.0,521.0,21008.0,2573.0,5989.0,-3416.0,15425.0,,15425.0,8869.0,6925.0,4226.0,2699.0,,783.0,26867.0,,2290.0,1551.0,,,739.0,1.0,0.0,1.0,1.0,,,3610.0,3367.0,,,2985.0,5901.0,12.0,0.0,12.0,12.0,,3709.0,,,,,342.0,3721.0,9622.0,0.0,9347.0,0.1686,9346.8314,0.0,28097.0,810.0,38254.0,-1.0,38253.0,47875.0,
06/29/2014,48355.0,18153.0,7944.0,10209.0,2084.0,2084.0,0.0,,1185.0,2.0,480.0,703.0,0.0,986.0,,1195.0,535.0,22408.0,2555.0,6070.0,-3515.0,14563.0,,14563.0,8829.0,6791.0,4183.0,2608.0,,843.0,25947.0,,2640.0,1900.0,,,740.0,1.0,0.0,1.0,1.0,,,3380.0,3168.0,,,2675.0,6021.0,11.0,0.0,11.0,11.0,,3536.0,,,,,368.0,3547.0,9568.0,0.0,8346.0,0.1678,8345.8322,0.0,29618.0,825.0,38789.0,-2.0,38787.0,48355.0,
09/28/2014,48574.0,17565.0,7907.0,9658.0,2412.0,2412.0,0.0,,1458.0,1.0,656.0,801.0,0.0,978.0,,1174.0,401.0,22413.0,2487.0,5680.0,-3193.0,14457.0,,14457.0,9217.0,7068.0,4488.0,2580.0,,975.0,26161.0,,2985.0,2183.0,0.0,0.0,802.0,0.0,0.0,0.0,0.0,,,3028.0,2967.0,,0.0,1666.0,6013.0,0.0,0.0,0.0,0.0,,3395.0,0.0,0.0,0.0,0.0,428.0,3395.0,9408.0,0.0,7736.0,0.1669,7735.8331,0.0,30799.0,634.0,39169.0,-3.0,39166.0,48574.0,
12/28/2014,48447.0,17788.0,6325.0,11463.0,2239.0,2239.0,0.0,,1761.0,1.0,753.0,1007.0,0.0,973.0,,1329.0,528.0,22761.0,2531.0,,,13815.0,,13815.0,9340.0,6910.0,4413.0,2497.0,,1101.0,25686.0,,3268.0,2482.0,,,786.0,0.0,0.0,,,,,3137.0,2763.0,,,2252.0,6405.0,0.0,0.0,,,,3223.0,,,,,460.0,3223.0,9628.0,0.0,6334.0,0.1654,6333.8346,0.0,32061.0,428.0,38823.0,-4.0,38819.0,48447.0,
03/29/2015,47173.0,15555.0,5492.0,10063.0,2058.0,2058.0,0.0,,1861.0,1.0,903.0,957.0,0.0,1266.0,,1049.0,733.0,20740.0,2523.0,,,14055.0,,14055.0,9855.0,6870.0,4388.0,2482.0,,1936.0,26433.0,,2427.0,1683.0,,,744.0,1096.0,1096.0,,,,,2646.0,2667.0,,,1868.0,6169.0,0.0,0.0,,,,3170.0,,,,,503.0,3170.0,9339.0,0.0,4956.0,0.1633,4955.8367,0.0,32411.0,472.0,37839.0,-5.0,37834.0,47173.0,
06/28/2015,52295.0,21331.0,9987.0,11344.0,1961.0,1961.0,0.0,,1583.0,1.0,755.0,827.0,0.0,1053.0,,1275.0,581.0,25928.0,2574.0,,,13894.0,,13894.0,9899.0,6664.0,4259.0,2405.0,,1960.0,26367.0,,2109.0,1412.0,,,697.0,1000.0,1000.0,,,,,2974.0,2576.0,,,2294.0,6083.0,9913.0,9913.0,,,,3103.0,,,,,527.0,13016.0,19099.0,0.0,,,,0.0,32699.0,503.0,33202.0,-6.0,33196.0,52295.0,
09/27/2015,50796.0,17321.0,7560.0,9761.0,1964.0,1964.0,0.0,,1492.0,1.0,550.0,941.0,0.0,1322.0,,1453.0,687.0,22099.0,2534.0,5894.0,-3360.0,13626.0,,13626.0,12537.0,9221.0,5479.0,3742.0,,1863.0,28697.0,,2161.0,1300.0,,,861.0,1000.0,1000.0,0.0,0.0,,,2939.0,2496.0,,0.0,1725.0,6100.0,9969.0,9969.0,0.0,0.0,,3313.0,0.0,0.0,0.0,0.0,817.0,13282.0,19382.0,0.0,,,,0.0,31226.0,195.0,31421.0,-7.0,31414.0,50796.0,
12/27/2015,50229.0,16528.0,6913.0,9615.0,1323.0,1323.0,0.0,,1216.0,1.0,458.0,757.0,0.0,1271.0,,1616.0,664.0,20338.0,2484.0,,,14063.0,,14063.0,13344.0,9737.0,5669.0,4068.0,,1991.0,29891.0,,2254.0,1359.0,,,895.0,1000.0,1000.0,,,,,3249.0,2630.0,,,2610.0,6503.0,9950.0,9950.0,,,,3543.0,,,,,913.0,13493.0,19996.0,0.0,0.0,0.0,0.0,0.0,30172.0,69.0,30241.0,-8.0,30233.0,50229.0,
03/27/2016,50060.0,16402.0,5775.0,10627.0,1738.0,1738.0,0.0,,1427.0,5.0,573.0,849.0,0.0,590.0,,2203.0,590.0,20157.0,2391.0,,,13582.0,,13582.0,13930.0,9553.0,5657.0,3896.0,,2174.0,29903.0,,2237.0,1452.0,,,785.0,1949.0,1949.0,,,,,2840.0,2526.0,,,2049.0,7026.0,9993.0,9993.0,,,,3404.0,,,,,878.0,13397.0,20423.0,0.0,0.0,0.0,0.0,0.0,29485.0,160.0,29645.0,-8.0,29637.0,50060.0,
06/26/2016,50786.0,17110.0,5885.0,11225.0,1939.0,1939.0,0.0,,1338.0,3.0,694.0,641.0,0.0,592.0,,2075.0,592.0,20979.0,2341.0,,,13922.0,,13922.0,13544.0,9326.0,5657.0,3669.0,,2143.0,29807.0,,2446.0,1572.0,,,874.0,1749.0,1749.0,,,,,2648.0,2426.0,,,2113.0,6843.0,10024.0,10024.0,,,,3281.0,,,,,855.0,13305.0,20148.0,0.0,169.0,0.1473,168.8527,0.0,30134.0,344.0,30647.0,-9.0,30638.0,50786.0,
09/25/2016,52359.0,18648.0,5946.0,12702.0,2219.0,2219.0,0.0,,1556.0,1.0,847.0,708.0,0.0,558.0,,2030.0,558.0,22981.0,2306.0,6040.0,-3734.0,13702.0,,13702.0,13370.0,9179.0,5679.0,3500.0,,2161.0,29378.0,,2792.0,1858.0,,,934.0,1749.0,1749.0,0.0,0.0,,,2770.0,2377.0,,0.0,2261.0,7311.0,10008.0,10008.0,0.0,0.0,,3272.0,0.0,0.0,0.0,0.0,895.0,13280.0,20591.0,0.0,414.0,0.1476,413.8524,0.0,30936.0,428.0,31778.0,-10.0,31768.0,52359.0,
12/25/2016,52366.0,10812.0,6885.0,3927.0,2085.0,2085.0,0.0,,1910.0,0.0,1016.0,894.0,0.0,972.0,,2312.0,972.0,15779.0,2270.0,,,18973.0,,18973.0,15344.0,9024.0,5686.0,3338.0,,4008.0,36587.0,,2513.0,1648.0,,,865.0,1749.0,1749.0,,,,,3732.0,2278.0,,,3245.0,7994.0,9935.0,9935.0,,,,3231.0,,,,,953.0,13166.0,21160.0,0.0,214.0,0.1478,213.8522,0.0,30815.0,186.0,31215.0,-9.0,31206.0,52366.0,
03/26/2017,56079.0,9982.0,7124.0,2858.0,4177.0,4177.0,0.0,,2066.0,73.0,1018.0,975.0,0.0,683.0,,2458.0,683.0,16908.0,3065.0,,,18876.0,,18876.0,17230.0,10581.0,6497.0,4084.0,,4191.0,39171.0,,4079.0,1289.0,,,2790.0,1998.0,1998.0,,,,,4068.0,2220.0,,,3555.0,10145.0,9939.0,9939.0,,,,4661.0,,,,,2441.0,14600.0,24745.0,0.0,346.0,0.1477,345.8523,0.0,30768.0,230.0,31344.0,-10.0,31334.0,56079.0,
06/25/2017,64379.0,20863.0,14909.0,5954.0,3500.0,3500.0,0.0,,2002.0,80.0,902.0,1020.0,0.0,656.0,,2747.0,656.0,27021.0,3164.0,,,16889.0,,16889.0,17305.0,10403.0,6523.0,3880.0,,4155.0,37358.0,,2597.0,1508.0,,,1089.0,2495.0,2495.0,,,,,4071.0,2111.0,,,3558.0,9163.0,19403.0,19403.0,,,,4530.0,,,,,2419.0,23933.0,33096.0,0.0,225.0,0.1476,224.8524,0.0,30778.0,291.0,31294.0,-11.0,31283.0,64379.0,
09/24/2017,65486.0,37308.0,35029.0,2279.0,3576.0,3576.0,0.0,,2035.0,103.0,799.0,1133.0,0.0,674.0,,2900.0,674.0,43593.0,3216.0,7419.0,-4203.0,1873.0,603.0,1270.0,16804.0,10360.0,6623.0,3737.0,379.0,3165.0,21893.0,,3154.0,1971.0,,,1183.0,2495.0,2495.0,,,,,5258.0,2003.0,,0.0,4756.0,10907.0,19398.0,19398.0,,,,4435.0,0.0,0.0,0.0,0.0,2432.0,23833.0,34740.0,0.0,274.0,0.1474,273.8526,0.0,30088.0,384.0,30746.0,0.0,30746.0,65486.0,
12/24/2017,64351.0,35403.0,33362.0,2041.0,3053.0,3053.0,0.0,,1872.0,96.0,712.0,1064.0,0.0,638.0,,1241.0,638.0,40966.0,3224.0,,,4447.0,,4447.0,15714.0,10186.0,6638.0,3548.0,,4287.0,23385.0,,2726.0,1685.0,,,1041.0,3465.0,3465.0,,,,,5836.0,1906.0,,3867.0,5349.0,12027.0,19381.0,19381.0,,,,9019.0,,,,,3246.0,28400.0,40427.0,0.0,265.0,0.148,264.852,0.0,23273.0,386.0,23924.0,0.0,23924.0,64351.0,
