Date,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
08/26/1995,401.022003,-231.082001,169.940002,,-137.287994,32.652,,,-0.267,32.385,-9.715,22.67,0.0,0.0,22.67,0.0,,22.67,,,22.67,,0.226667,0.226667,99.755997,0.226667,0.226667,0.226667,99.755997,
11/25/1995,443.597992,-256.925995,186.671997,,-149.304001,37.368,,,0.219,37.587,-11.277,26.309999,0.0,0.0,26.309999,0.0,,26.309999,,,26.31,,0.263333,0.263333,100.437,0.263333,0.263333,0.263333,100.437,
02/24/1996,433.5,-253.664993,179.835007,,-149.445007,30.389999,,,1.678,32.067999,-9.62,22.448,0.0,0.0,22.448,0.0,,22.448,,,22.447999,,0.223333,0.223333,100.143002,0.223333,0.223333,0.223333,100.143002,
05/25/1996,490.738007,-286.65799,204.080017,,-166.203995,37.875999,,,2.35,40.225999,-12.068,28.158001,0.0,0.0,28.158001,0.0,,28.158001,,,28.157999,0.286667,0.286667,0.286667,98.415,0.286667,0.286667,0.286667,98.415,
08/31/1996,440.11499,-248.843002,191.271988,,-158.542007,32.73,-3.028,,3.703,33.404999,-10.69,22.715,0.0,0.0,22.715,0.0,,22.715,0.0,0.0,22.715,0.23,0.23,0.23,98.297997,0.226667,0.226667,0.226667,99.776997,
11/30/1996,477.165985,-277.403992,199.761993,,-161.559998,38.202,-3.028,,3.731,38.904999,-12.449,26.455999,0.0,0.0,26.455999,0.0,,26.455999,0.0,0.0,26.455999,0.27,0.27,0.27,98.574005,0.266667,0.266667,0.266667,100.250999,
03/01/1997,478.885986,-273.653015,205.232971,,-163.117004,42.116001,-3.028,,3.209,42.297001,-13.535,28.761999,0.0,0.0,28.761999,0.0,,28.761999,0.0,0.0,28.762001,0.29,0.29,0.29,99.230999,0.286667,0.286667,0.286667,100.817997,
05/31/1997,543.914978,-307.454987,236.459991,,-186.056,50.403999,-3.027,,6.818,54.194999,-17.343,36.852001,0.0,0.0,36.852001,0.0,,36.852001,0.0,0.0,36.851999,0.37,0.37,0.37,99.944997,0.36,0.36,0.36,102.012006,
08/30/1997,481.273987,-280.001007,201.27298,,-163.123001,38.150002,-2.519,,4.243,39.874002,-13.158,26.716,0.0,0.0,26.716,0.0,,26.716,0.0,0.0,26.716002,0.265,0.265,0.265,100.605,0.26,0.26,0.26,102.884995,
11/30/1997,529.046021,-337.050995,191.995026,,-184.746002,7.249,-2.519,,-36.396999,-31.666999,10.45,-21.216999,0.0,0.0,-21.216999,0.0,,-21.216999,79.0,-26.1,31.683,0.315,-0.21,-0.21,101.092003,0.315,-0.21,-0.21,101.092003,
02/28/1998,517.570007,-292.716003,224.854004,,-176.220993,48.632999,-2.519,,4.992,51.105999,-16.865,34.241001,0.0,0.0,34.241001,0.0,,34.241001,0.0,0.0,34.241,0.34,0.34,0.34,100.966003,0.335,0.335,0.335,102.816002,
05/31/1998,557.911987,-310.707001,247.204987,,-187.970993,59.234001,-2.519,,6.786,63.501001,-20.955999,42.544998,0.0,0.0,42.544998,0.0,,42.544998,0.0,0.0,42.545002,0.42,0.42,0.42,100.903999,0.415,0.415,0.415,102.825996,
08/29/1998,263.601013,-145.936996,117.664017,,-124.207001,-6.543,-2.837,,-1.271,-10.651,4.462,-9.481,4.818,0.0,-4.663,0.0,,-4.663,0.0,0.0,-6.189,-0.095,-0.095,-0.045,98.949997,-0.095,-0.095,-0.045,98.949997,
11/28/1998,272.910004,-185.578995,87.331009,,-125.767998,-38.437,0.0,,-84.132004,-122.569004,39.584999,-84.121002,-1.75,0.0,-85.871002,0.0,,-85.871002,125.699997,-40.223999,2.491993,0.015,-0.895,-0.91,94.153999,0.015,-0.895,-0.91,94.153999,
02/27/1999,273.009003,-145.729004,127.279999,,-102.126999,25.153,0.0,,0.01,25.163,-5.761,12.241,2.261,0.0,14.502,0.0,,14.502,0.0,0.0,19.402,0.13,0.13,0.155,93.692001,0.13,0.13,0.155,94.498001,
05/29/1999,326.615997,-180.177002,146.438995,,-122.165001,24.274,-12.875,,3.882,15.281,-7.917,16.827999,8.043,0.0,24.871,0.0,,24.871,-12.37,4.33,-0.676,0.095,0.18,0.265,93.753998,0.095,0.18,0.265,94.334,
08/28/1999,280.747009,-156.455002,124.292007,,-110.083,14.209,-4.502,,-25.530001,-15.823001,4.906,-10.917,2.435,0.0,-8.482,0.0,0.0,-8.482,26.1,-5.9,9.283,0.1,-0.115,-0.09,93.982002,0.1,-0.115,-0.09,93.982002,
11/27/1999,261.270996,-141.274002,119.996994,,-104.195,15.802,-4.71,,2.677,13.769,-4.828,8.941,6.245,0.0,15.186,0.0,0.0,15.186,0.0,0.0,8.941,0.09,0.09,0.16,94.124001,0.09,0.09,0.16,95.272003,
02/26/2000,277.044006,-153.600998,123.443008,,-112.349998,11.093,-3.39,,-33.609001,-25.906001,9.067,-16.839001,327.631989,0.0,310.792999,0.0,0.0,310.792999,42.130001,-10.523,14.768001,0.15,-0.18,3.29,94.594002,0.15,-0.18,3.23,96.162003,
05/27/2000,301.493011,-144.860992,156.632019,,-126.839996,29.792,-3.196,,20.225,46.821,-15.28,31.541,0.0,0.0,31.541,0.0,0.0,31.541,-10.305,3.208,24.444,0.25,0.33,0.33,95.419998,0.245,0.32,0.32,97.888,
08/26/2000,278.19101,-133.229004,144.962006,,-107.695999,37.265999,-3.357,,8.292,42.200999,-14.77,27.431,0.0,0.0,27.431,0.0,0.0,27.431,0.0,0.0,27.430998,0.29,0.29,0.29,95.377998,0.28,0.28,0.28,97.477997,
11/25/2000,325.143005,-157.617004,167.526001,,-118.002998,49.522999,-3.126,,10.091,56.487998,-19.771,36.716999,0.0,0.0,36.716999,0.0,0.0,36.716999,-2.512,0.728,34.932998,0.37,0.39,0.39,94.646004,0.36,0.38,0.38,96.499001,
02/24/2001,326.854004,-158.492004,168.362,,-122.057999,46.304001,-3.55,,24.966,67.720001,-26.716,41.004002,0.0,0.0,41.004002,0.0,0.0,41.004002,-9.127,3.623,35.500001,0.37,0.43,0.43,94.695,0.37,0.43,0.43,96.273003,
05/26/2001,305.087006,-144.440994,160.646011,,-118.338997,42.306999,-2.993,,14.465,53.778999,-18.822001,34.957001,0.0,0.0,34.957001,0.0,0.0,34.957001,-0.616,0.216,34.556999,0.38,0.38,0.38,93.115997,0.37,0.37,0.37,94.136002,
08/25/2001,205.626999,-103.383003,102.243996,,-85.498001,16.746,-2.69,,-2.862,11.194,-3.918,7.276,0.986,0.0,8.262,0.0,0.0,8.262,7.928,-2.775,12.429,0.13,0.08,0.09,92.040001,0.13,0.08,0.09,92.815002,
11/24/2001,205.281998,-103.581001,101.700996,,-87.609001,14.092,-2.624,,0.07,11.538,-4.037,7.501,0.429,0.0,7.93,0.0,0.0,7.93,4.444,-1.573,10.372,0.11,0.08,0.09,91.530998,0.11,0.08,0.09,91.969002,
02/23/2002,197.147995,-98.475998,98.671997,,-79.492996,19.179001,-2.829,,2.261,18.611001,-6.515,12.096,-1.662,0.0,10.434,0.0,0.0,10.434,2.353,-0.824,13.625001,0.15,0.13,0.11,91.316002,0.15,0.13,0.11,92.428001,
05/25/2002,202.242996,-104.236,98.006996,,-80.572998,17.434,-2.071,,-5.081,10.282,-3.599,6.683,-0.62,0.0,6.063,0.0,0.0,6.063,9.284,-3.249,12.718,0.14,0.07,0.07,90.869003,0.14,0.07,0.07,91.778999,
08/31/2002,198.511993,-100.154999,98.356995,,-78.573997,19.783001,-2.053,,-3.954,13.776001,7.679,21.455,-1.676,0.0,19.778999,0.0,0.0,19.778999,-2.935,-3.348,15.172001,0.17,0.24,0.22,89.473999,0.17,0.24,0.22,89.807999,
11/30/2002,203.57,-102.302,101.268,,-86.901,14.367,-1.276,,-0.18,12.911,-4.52,8.391,-3.659,,4.732,0.0,0.0,4.732,4.599,-1.60965,11.38035,0.134,0.1,0.05,87.127,0.134,0.08,0.05,87.335,
03/01/2003,186.645004,-87.178001,99.467003,,-89.363998,10.103,-1.221,,-8.522,0.359999,0.686,1.046,-3.123,0.0,-2.077,0.0,0.0,-2.077,14.968,-4.35,11.664,0.13,0.01,-0.02,86.75,0.13,0.01,-0.02,86.945,
08/30/2003,201.438,-92.33,109.108,,-91.627,17.481,-1.122,,-0.559,15.8,-4.424,11.376,-1.5,,9.876,,0.0,9.876,5.906,-2.0671,15.2149,0.18,0.13,0.12,84.697,0.17,0.13,0.12,85.816,
11/29/2003,217.921005,-96.084,121.837005,,-99.711998,22.125,-0.661,,29.243,50.707,-14.198,36.508999,-0.022,0.0,36.487,0.0,0.0,36.487,-23.962999,6.71,19.256001,0.23,0.43,0.43,84.553001,0.22,0.42,0.42,86.427002,
02/28/2004,243.505997,-102.325996,141.18,,-102.291,38.889,-0.198,,25.882,64.573,-20.702,43.870998,-0.258,0.0,43.612999,0.0,0.0,43.612999,-21.621,6.846,29.096,0.35,0.52,0.51,84.920998,0.33,0.5,0.5,87.681999,
05/29/2004,257.755005,-106.836998,150.918007,,-114.749001,36.168999,-0.227,,0.29,36.231999,-9.763,26.469,-0.35,0.0,26.118999,0.0,0.0,26.118999,4.092,-1.463,29.097999,0.34,0.31,0.31,84.707001,0.34,0.31,0.3,86.277,
08/28/2004,250.465,-101.946,148.519,,-98.645,49.874,-0.083,,2.303,52.094,-15.628,36.466,-0.058,,36.408,,0.0,36.408,0.935,-0.32725,37.07375,0.447,0.44,0.43,83.782,0.447,0.43,0.43,85.211,
11/27/2004,266.828,-106.505,160.323,0.0,-118.198,42.125,-0.335,,-32.405,9.385,-11.964,-2.579,-0.255,,-2.834,0.0,0.0,-2.834,35.242,-12.3347,20.3283,0.232698,-0.03,-0.03,87.02,0.232698,-0.03,-0.03,87.02,
02/26/2005,256.332,-102.946,153.386,,-122.13,31.256,-0.113,0.0,1.494,32.637,-9.246,23.391,3.43,0.0,26.821,0.0,0.0,26.821,7.55,-2.81,28.131,0.31,0.26,0.3,89.307,0.31,0.26,0.3,90.69,
05/28/2005,261.028992,-109.115997,151.912994,,-125.426003,26.487,-0.289,0.0,3.87,30.067999,-8.495,21.573,-0.372,0.0,21.201,0.0,0.0,21.201,9.227,-3.43,27.37,0.31,0.25,0.24,87.099998,0.31,0.25,0.24,87.839996,
08/27/2005,235.059998,-99.102997,135.957001,,-112.169998,23.787001,-0.097,0.0,-3.815,19.875001,-5.707,14.168,-0.082,0.0,14.086,0.0,0.0,14.086,11.029,-3.943,21.254001,0.25,0.17,0.17,84.602997,0.25,0.17,0.17,85.296997,
11/26/2005,253.396,-101.171,152.225,,-118.776,33.449,-0.146,0.0,-3.103,30.2,-10.322,19.878,0.017,0.0,19.895,0.0,0.0,19.895,8.678,-3.0373,25.5187,0.31,0.24,0.24,82.833,0.31,0.24,0.24,83.584,
02/25/2006,262.105,-103.003,159.102,,-120.913,38.189,-0.096,0.0,-2.206,35.887,-10.949,24.938,1.575,0.0,26.513,0.0,0.0,26.513,9.384,-3.207,31.115,0.38,0.3,0.32,82.174,0.37,0.3,0.32,83.319,
05/27/2006,289.309,-115.151,174.158,,-133.899,40.259,-0.144,0.0,2.351,42.466,-10.558,31.908,-0.047,0.0,31.861,0.0,0.0,31.861,7.068,-2.528,36.448,0.44,0.38,0.38,83.681,0.43,0.37,0.37,85.365,
08/26/2006,268.113,-104.763,163.35,,-130.742,32.608,-0.099,0.0,-0.962,31.547,-11.434,20.113,0.007,0.0,20.12,0.0,0.0,20.12,10.04,-3.657,26.496,0.33,0.25,0.25,82.074,0.32,0.24,0.24,83.542,
11/25/2006,272.789,-113.493,159.296,,-133.176,26.12,-0.083,0.0,1.557,27.594,-7.997,19.597,-0.004,0.0,19.593,0.0,0.0,19.593,5.524,0.0,25.121,0.31,0.24,0.24,81.535,0.31,0.24,0.24,83.151,
02/24/2007,265.756012,-108.674004,157.082008,,-133.136993,23.945,-0.185,0.0,-1.217,22.543,-3.021,19.521999,3.229,0.0,22.750999,0.0,0.0,22.750999,10.676,-3.737,26.460999,0.33,0.24,0.29,79.794998,0.33,0.24,0.28,81.301003,
05/26/2007,298.514008,-117.101997,181.41201,,-143.964996,37.446999,-0.199,0.0,-6.097,31.150998,-3.112,28.039,-0.095,0.0,27.944,0.0,0.0,27.944,8.919,-4.856,32.101998,0.41,0.36,0.36,77.569,0.4,0.35,0.35,79.011002,
09/01/2007,291.494,-124.559,166.935,,-135.681,31.254,-1.415,0.0,1.651,31.49,-11.434,20.056,0.02,0.0,20.076,0.0,0.0,20.076,8.472,-2.965,25.563,0.34,0.27,0.27,75.237,0.33,0.26,0.26,77.078,
11/30/2007,277.333,,,,,38.4,,,,48.8,,16.9,,,16.9,,,16.9,,,,0.405,,,,0.405,,,,
02/29/2008,,,,,,,,,,47.6,,,,,,,,,,,,0.414,,,,0.414,,,,
