Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,1812.079956,1811.119995,1811.119995,,0.47766,0.127048,0.111202,0.083062,0.083125,,0.083062,0.083125,0.083125,0.028125,0.039092,,0.515651,1.135767,,
06/30/1990,1815.52002,1801.248047,1801.248047,,0.479667,0.117918,0.100819,0.08,0.08,,0.08,0.08,0.08,0.035,0.017654,,0.694952,1.186327,,
09/30/1990,1815.18396,1806.407959,1806.407959,,0.439436,0.115533,0.099424,0.0775,0.0775,,0.0775,0.0775,0.0775,0.035,0.209587,,0.526558,1.233814,,
12/31/1990,1776.199952,1795.692016,1795.692016,,0.445511,0.107869,0.089325,0.0725,0.0725,0.0725,0.0725,0.0725,0.0725,0.035,0.068609,,0.518185,1.17149,,
03/31/1991,1743.687988,1759.23999,1759.23999,,0.539608,0.150576,0.132841,0.09875,0.09875,,0.09875,0.09875,0.09875,0.035,0.081171,,0.634919,1.139768,,
06/30/1991,1710.151978,1739.223999,1739.223999,,0.524889,0.145755,0.127701,0.09625,0.09625,,0.09625,0.09625,0.09625,0.04125,0.058417,,0.647369,1.085459,,
09/30/1991,1695.0,1686.488037,1686.488037,,0.526419,0.140114,0.120546,0.0925,0.0925,,0.0925,0.0925,0.0925,0.04125,0.284022,,0.669676,1.092389,,
12/31/1991,1614.312008,1654.656008,1654.656008,,0.52313,0.14988,0.127338,0.08875,0.08875,0.08875,0.08875,0.08875,0.08875,0.04125,0.103707,,0.574362,0.833854,,
03/31/1992,1611.040039,1612.063965,1612.063965,,0.633908,0.195216,0.167115,0.12,0.12,,0.12,0.12,0.12,0.04125,0.101919,,0.425439,0.883777,,
06/30/1992,1597.800049,1607.823975,1607.823975,,0.634149,0.180803,0.159532,0.115,0.115,,0.115,0.115,0.115,0.04875,0.067545,,0.50557,0.920328,,
09/30/1992,1592.343994,1586.359985,1586.359985,,0.642855,0.176694,0.154568,0.11,0.11,,0.11,0.11,0.11,0.04875,0.224161,,0.465038,0.95708,,
12/31/1992,1596.135984,1594.239992,1594.239992,,0.623746,0.158759,0.145963,0.105,0.105,0.105,0.105,0.105,0.105,0.04875,0.04924,,0.331488,1.000479,,
03/31/1993,1559.264038,1584.255981,1584.255981,,0.687768,0.206911,0.186018,0.08125,0.14125,,0.08125,0.14125,0.14125,0.04875,0.063374,,0.181817,0.875734,,
06/30/1993,1559.33606,1573.33606,1573.33606,,0.714024,0.204978,0.181652,0.13625,0.13625,,0.13625,0.13625,0.13625,0.05625,0.07697,,0.204125,0.953354,,
09/30/1993,1544.063965,1565.079956,1565.079956,,0.678496,0.198776,0.17571,0.12875,0.12875,,0.12875,0.12875,0.12875,0.05625,0.249252,,0.238397,0.952163,,
12/31/1993,1548.439944,1548.800048,1548.800048,,0.688533,0.186273,0.162707,0.1225,0.1225,0.1225,0.1225,0.1225,0.1225,0.05625,0.226304,,0.277311,1.021609,,
03/31/1994,1545.135986,1548.0,1548.0,,0.750388,0.237209,0.212468,0.16375,0.16375,,0.16375,0.16375,0.16375,0.05625,0.09186,,0.146783,1.122167,,
06/30/1994,1536.319946,1540.0,1540.0,,0.746104,0.232403,0.211039,0.15625,0.15125,,0.15625,0.15125,0.15125,0.06375,0.177922,,0.140205,1.18517,,
09/30/1994,1522.640015,1540.232056,1540.232056,,0.711062,0.219383,0.196009,0.14625,0.1475,,0.14625,0.1475,0.1475,0.06375,0.27379,,0.16478,1.209807,,
12/31/1994,1488.119992,1493.36804,1493.36804,,0.757215,0.231557,0.206513,0.135,0.14,0.14,0.135,0.14,0.14,0.06375,0.285529,,0.107921,1.057979,,
