Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/2004,177.341,94.378,,82.963,,-495.632,0.004,-13.315,-921.073,621.651,-182.899,-66.045,,,971.537,-1946.224,725.743,,,182.899,-384.336,
06/30/2004,136.018,95.21,,40.808,,-25.323,1.187,-11.869,-837.537,754.682,68.214,-75.686,-9.959,,,,,-1.049,,-64.678,35.009,
09/30/2004,260.014,74.844,,185.17,,-131.706,,-10.427,-713.629,593.057,-0.389,-44.805,-9.928,-0.029,0.001,,,-34.986,,0.389,83.503,
12/31/2004,259.979,86.128,,-564.524,,-103.803,7.626,-22.798,-814.735,737.559,-11.455,-41.467,-9.789,-0.023,0.0,0.0,0.0,-27.844999,,-3.810001,114.709,
03/31/2005,76.703,114.398,,,,-441.003,0.029,-13.618,-1006.412,643.988,-64.99,32.252,-9.795,-0.041,,,1.7,-24.602,,64.99,-332.048,
06/30/2005,117.464,127.624,,,,33.305,0.059,-8.206,-636.146,659.219,18.379,-125.033,-11.005,,,,0.445,-96.094,,-18.379,25.736,
09/30/2005,422.852,100.287,,,,-90.383,0.208,-14.493,-588.499,464.77,47.631,-191.971,-10.776,-0.074,,,2.587,-134.638,,-49.07,140.498,
12/31/2005,285.519,137.046,,,,-50.607,13.93,-19.742,-843.231,874.787,-76.351,-20.611,-10.474,-0.064,,,,-84.501,,74.428,214.301,
03/31/2006,57.003,162.472,,,,-121.631,1.632,-12.26,-1085.78,907.313,67.464,-140.236,-10.409,-0.018,,-1.0,1.825,-63.584,,-67.05,-204.864,
06/30/2006,247.256,151.136,,,,-189.811,,-11.706,-954.804,791.926,-15.227,-44.649,-12.86,-0.02,,,,-101.062,,69.293,12.796,
09/30/2006,307.278,151.303,,,,-215.473,,-9.081,-620.496,470.772,-56.668,-108.169,-12.568,-0.021,,,,-154.767,,59.187,-16.364,
12/31/2006,308.726,252.507,,,,442.404,169.781,-41.659,-724.936,742.569,296.649,-410.595,-12.32,,,-1.0,0.736,-103.038,,-294.973,340.535,
03/31/2007,170.593,179.457,,,,-523.141,1.186,-16.151,-935.804,637.799,-210.171,124.711,-12.233,-0.021,,,1.44,-75.002,,210.527,-227.837,
06/30/2007,345.564,166.28,,,,-28.699,0.07,-17.272,-881.504,923.141,-53.134,-66.629,-14.498,-0.021,0.0,0.0,5.934,-115.686,0.0,57.642,250.236,
09/30/2007,320.682,187.191,,,,-404.321,,-7.486,-903.758,633.606,-126.683,-111.285,-14.146,0.0,0.0,0.0,0.097,-125.882,0.0,28.646,-194.924,
12/31/2007,1203.561,653.746,94.307,-409.778,865.286,-1208.585,1.385,-58.676,-3664.748,2851.131,-337.677,-177.684,-55.038,-0.042,0.0,0.0,9.381,-316.57,0.0,184.585,-182.708,
03/31/2008,450.192,186.83,,,,-189.911,1.251,-15.455,-1005.106,809.096,20.303,-44.651,-14.173,0.0,,,0.599,-10.0,,-21.077,215.63,
06/30/2008,-16.532,189.954,,,,-26.119,,-14.033,-808.124,753.741,42.297,-21.34,-16.567,0.0,0.0,0.0,4.621,0.0,0.0,-9.394,-63.991,
09/30/2008,380.711,-111.429,,,,-46.787,,-8.771,-855.986,812.174,5.796,-236.848,-16.463,0.0,0.0,0.0,0.517,-59.0,0.0,-161.902,97.076,
12/31/2008,184.764,182.441,,,,-66.186,,-18.321,-399.442,481.861,-130.284,-131.573,-16.469,0.0,0.0,0.0,0.0,0.0,0.0,-115.049,-12.995,
03/31/2009,-264.569,80.581,,,,-35.155,0.137,-13.286,-495.163,419.267,53.89,-76.621,-16.489,0.0,0.0,0.0,0.0,-3.0,0.0,-57.132,-376.345,
06/30/2009,90.812,193.322,,,,41.085,0.149,-14.776,-510.376,588.246,-22.158,12.946,-17.771,0.0,0.0,0.0,0.0,0.0,0.0,30.717,144.843,
09/30/2009,386.796,144.73,,,,116.157,0.027,-10.304,-555.169,657.317,24.286,-76.284,-17.701,0.0,0.0,0.0,0.0,-31.949,0.0,-26.634,426.669,
12/31/2009,56.886,11.941,,,,19.38,1.235,-17.519,-357.031,426.402,-33.707,2.855,-17.635,0.0,0.0,0.0,0.0,-1.869,0.0,22.359,79.121,
03/31/2010,121.893,157.223,,,,-383.821,0.041,-13.196,-956.719,538.76,47.293,-124.083,-17.588,0.0,0.0,0.0,,-100.339,0.0,-6.156,-386.011,
06/30/2010,196.391,164.675,,,,195.968,0.005,-14.636,-617.153,836.577,-8.825,-321.177,-17.876,0.0,0.0,0.0,0.0,-212.475,0.0,-90.826,71.182,
09/30/2010,147.177,141.67,,,,87.365,0.072,-14.268,-693.057,755.217,39.401,-69.958,-17.238,0.0,0.0,0.0,0.0,-56.345,0.0,3.625,164.584,
12/31/2010,75.281,-184.391,,,,91.612,0.262,-9.111,-582.08,698.967,-16.426,-184.684,-16.916,0.0,0.0,0.0,0.0,-153.81,0.0,-13.958,-17.791,
03/31/2011,183.626,141.741,,,,-166.45,0.034,-6.213,-753.489,569.958,23.26,-227.258,-16.122,0.0,0.0,0.0,0.0,-180.594,0.0,-30.542,-210.082,
06/30/2011,122.141,165.016,,-0.99,,183.256,3.154,-10.828,-744.169,962.076,-26.977,-128.716,-17.558,0.0,0.0,0.0,0.0,-111.197,0.0,0.039,176.681,
09/30/2011,74.037,74.037,,,,-123.191,,-8.735,-715.823,589.764,11.603,-99.251,-17.178,0.0,0.0,0.0,0.0,-78.152,0.0,-3.921,-148.405,
12/31/2011,345.613,159.152,,,,-51.129,1.258,-10.594,-735.195,667.548,25.854,-187.294,-16.527,0.0,0.0,0.0,0.0,-168.905,0.0,-1.862,107.19,
03/31/2012,1.021,163.26,,,,18.576,1.811,-7.126,-820.554,843.241,1.204,-121.495,-15.941,0.0,0.0,0.0,0.0,-103.629,0.0,-1.925,-101.898,
06/30/2012,183.49,169.17,,,,32.841,0.0,-15.242,-637.551,689.459,-3.825,-174.154,-19.408,0.0,0.0,0.0,2.387,-155.066,0.0,-2.067,42.177,
09/30/2012,244.648,126.288,,,,-149.708,0.647,-17.679,-1308.651,1175.384,0.591,-129.426,-17.284,0.0,0.0,0.0,2.464,-111.774,0.0,-2.832,-34.486,
12/31/2012,250.539,24.987,,,,-351.592,,-16.493,-1317.74,981.967,0.674,-62.049,-16.76,0.0,0.0,0.0,0.0,-44.191,0.0,-1.098,-163.102,
03/31/2013,51.681,117.78,,,,-18.511,0.042,-11.712,-1058.854,1051.91,0.103,662.051,-16.789,0.0,698.093,0.0,0.0,-6.617,0.0,-12.636,695.221,
06/30/2013,221.981,133.523,,,,-325.091,0.0,-10.194,-864.986,551.477,-1.388,-231.12,-20.155,0.0,0.0,-23.72,0.0,-186.507,0.0,-0.738,-334.23,
09/30/2013,450.376,128.788,,,,-297.989,0.115,-11.616,-1510.991,1274.252,-49.749,-136.085,-18.833,0.0,0.0,-8.59,0.0,-106.5,0.0,-2.162,16.302,
12/31/2013,303.523,108.816,,,,248.853,1.268,-18.807,-429.107,918.242,-222.743,-121.889,-18.351,0.0,0.0,-1.324,0.0,-93.388,0.0,-8.826,430.487,
03/31/2014,127.178,137.245,,,,-191.137,0.0,-13.105,-871.825,715.534,-21.741,-547.313,-18.18,0.0,0.0,-467.33,0.0,-26.107,0.0,-35.696,-611.272,
06/30/2014,134.59,143.61,,,,225.732,0.128,-17.762,-633.179,935.306,-58.761,-67.364,-20.753,0.0,0.0,0.0,0.0,-55.751,0.0,9.14,292.958,
09/30/2014,252.896,140.297,,,,-178.123,0.045,-28.012,-609.246,488.461,-29.371,-62.377,-19.449,0.0,0.0,0.0,0.0,-34.008,0.0,-8.92,12.396,
12/31/2014,-120.848,49.755,,,,207.417,,-24.725,-689.035,985.892,-64.715,-179.179,-19.113,0.0,0.0,0.0,0.0,-99.317,0.0,-60.749,-92.61,
03/31/2015,-177.666,50.044,,,,54.015,0.01,-22.157,-787.438,796.309,67.291,-129.84,-18.834,0.0,0.0,0.0,0.0,-84.329,0.0,-26.677,-253.491,
06/30/2015,346.562,32.789,,136.107,,1.735,3.397,-40.094,-927.645,979.697,-13.62,-116.026,-21.616,0.0,0.0,0.0,0.0,-103.423,0.0,9.013,232.271,
09/30/2015,360.578,-7.022,,,,14.624,,-27.195,-504.669,507.049,39.439,-128.702,-20.456,0.0,0.0,0.0,0.0,-30.921,0.0,-77.325,246.5,
