Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/30/2003,3660.508057,449.743012,134.238007,315.505005,148.759995,,,,0.0,0.0,0.0,0.0,0.0,2399.947998,,,,,2998.450928,169.020996,363.848999,-194.828003,0.0,,493.036011,486.444,395.093994,91.350006,,6.592011,662.057007,,22.487,22.487,,,,0.0,0.0,0.0,0.0,,2455.019104,,,,2455.019104,2477.506104,0.0,0.0,0.0,0.0,,28.402,,,,,28.402,28.402,2505.908104,0,220.481003,,,0.0,920.482971,13.636048,1154.600022,0.0,1154.600022,3660.508126,
02/29/2004,4275.062012,537.195007,208.621002,328.574005,115.725998,,,,0.0,0.0,0.0,0.0,0.0,2963.812988,,,,,3616.733887,169.054001,370.028015,-200.973999,0.0,,489.273987,482.723999,395.093994,87.630005,,6.549988,658.327988,,20.5,20.5,,,,0.0,0.0,0.0,0.0,,3032.208008,,,,3032.208008,3052.708008,0.0,0.0,0.0,0.0,,26.841999,,,,,26.841999,26.841999,3079.550007,0,223.815994,,,0.0,955.682983,16.013001,1195.511978,0.0,1195.511978,4275.061985,
05/31/2004,3950.202881,523.839996,219.492004,304.347992,135.764008,,,,0.0,0.0,0.0,0.0,0.0,2620.843018,,,,,3280.447021,171.345993,380.253998,-208.908005,0.0,,498.410004,490.203003,405.652008,84.550995,,8.207001,669.755997,,22.589001,22.589001,,,,0.0,0.0,0.0,0.0,,2699.314075,,,,2699.314075,2721.903076,0.0,0.0,0.0,0.0,,28.327,,,,,28.327,28.327,2750.230076,0,230.944,,,0.0,971.737976,-2.708984,1199.972992,0.0,1199.972992,3950.203068,
08/31/2004,3938.754883,592.867981,213.132996,379.734985,165.770004,165.770004,,,0.0,0.0,0.0,0.0,0.0,2513.704102,,,,,3272.342041,171.572998,388.321014,-216.748001,0.0,,494.839996,486.665009,405.688995,80.976014,,8.174987,666.412994,,24.583,24.583,,,,0.0,0.0,0.0,0.0,,2626.157967,,,,2626.157967,2650.740967,0.0,0.0,0.0,0.0,,32.641998,,,,,32.641998,32.641998,2683.382965,0,235.537994,,,0.0,1014.078979,5.755005,1255.371978,0.0,1255.371978,3938.754943,
11/30/2004,4035.096924,597.680008,231.906998,365.77301,182.729996,182.729996,,,0.0,0.0,0.0,0.0,0.0,2589.631104,,,,,3370.041016,173.841995,378.227997,-204.386002,0.0,,491.213989,483.411011,405.716003,77.695008,,7.802978,665.055984,,25.438,25.438,,,,0.0,0.0,0.0,0.0,,2681.975086,,,,2681.975086,2707.413086,0.0,0.0,0.0,0.0,,37.949001,,,,,37.949001,37.949001,2745.362087,0,238.412003,,,0.0,1051.762939,-0.439941,1289.735001,0.0,1289.735001,4035.097088,
02/28/2005,4629.165,693.381,279.112,414.269,146.827,146.827,,,0.0,0.0,0.0,0.0,0.0,3124.905,,,,,3965.113,176.578,377.401,-200.823,0.0,,487.474,480.039,405.992,74.047,,7.435,664.052,,23.385,23.385,,,,0.0,0.0,0.0,0.0,,3233.308,,,,3233.308,3256.693,0.0,0.0,0.0,0.0,,41.081,,,,,41.081,41.081,3297.774,0,240.899,,,0.0,1095.349,-4.857,1331.391,0.0,1331.391,4629.165,
05/31/2005,4617.418,303.388,77.669,225.719,161.849,161.849,,,0.0,0.0,0.0,0.0,0.0,3056.77,,,,,3522.007,205.319,408.089,-202.77,404.152,,485.94,477.45,405.992,71.458,,8.49,1095.411,,30.385,30.385,,,,0.0,0.0,0.0,0.0,,3149.954,,,,3149.954,3180.339,0.0,0.0,0.0,0.0,,51.403,,,,,51.403,51.403,3231.742,0,244.486,,,0.0,1147.611,-6.421,1385.676,0.0,1385.676,4617.418,
08/31/2005,4095.842,797.174,337.321,459.853,189.317,189.317,,,0.0,0.0,0.0,0.0,0.0,2414.738,,,,,3401.229,213.573,427.037,-213.464,0.0,,481.04,474.254,405.842,68.412,,6.786,694.613,,28.978,28.978,,,,0.0,0.0,0.0,0.0,,2554.524,,,,2554.524,2583.502,0.0,0.0,0.0,0.0,,54.407,,,,,54.407,54.407,2637.909,0,252.301,,,0.0,1213.377,-7.745,1457.933,0.0,1457.933,4095.842,
11/30/2005,4120.028,792.507,315.816,476.691,210.401,210.401,,,0.0,0.0,0.0,0.0,0.0,2419.373,,,,,3422.281,218.9,442.949,-224.049,0.0,,478.847,472.322,405.842,66.48,,6.525,697.747,,25.346,25.346,,,,0.0,0.0,0.0,0.0,,2517.088,,,,2517.088,2542.434,0.0,0.0,0.0,0.0,,56.476,,,,,56.476,56.476,2598.91,0,268.762,,,0.0,1265.291,-12.935,1521.118,0.0,1521.118,4120.028,
02/28/2006,5719.595,934.542,135.718,798.824,155.321,155.321,,,0.0,0.0,0.0,0.0,0.0,3930.338,,,,,5020.201,223.561,459.342,-235.781,0.0,,475.833,469.492,405.842,63.65,,6.341,699.394,,28.005,28.005,,,,0.0,0.0,0.0,0.0,,4052.746,,,,4052.746,4080.751,0.0,0.0,0.0,0.0,,58.254,,,,,58.254,58.254,4139.005,0,273.59,,,0.0,1319.074,-12.074,1580.59,0.0,1580.59,5719.595,
05/31/2006,5549.302,577.43,137.423,440.007,189.835,189.835,,,0.0,0.0,0.0,0.0,0.0,3677.036,,,,,4444.301,234.664,481.718,-247.054,384.481,,485.856,466.546,405.842,60.704,,19.31,1105.001,,46.668,46.668,,,,0.0,0.0,0.0,0.0,,3791.704,,,,3791.704,3838.372,0.0,0.0,0.0,0.0,,56.087,,,,,56.087,56.087,3894.459,0,288.198,,,0.0,1380.971,-14.326,1654.843,0.0,1654.843,5549.302,
08/31/2006,5864.74,653.233,343.911,309.322,194.891,194.891,,,0.0,0.0,0.0,0.0,0.0,3863.125,,,,,4711.249,237.131,496.221,-259.09,430.793,,485.567,465.815,405.842,59.973,,19.752,1153.491,,47.067,47.067,,,,0.0,0.0,0.0,0.0,,4017.778,,,,4017.778,4064.845,0.0,0.0,0.0,0.0,,54.321,,,,,54.321,54.321,4119.166,0,297.953,,,0.0,1455.176,-7.555,1745.574,0.0,1745.574,5864.74,
11/30/2006,5871.239,519.1,129.269,389.831,215.563,215.563,,,0.0,0.0,0.0,0.0,0.0,3851.354,,,,,4586.017,246.638,516.508,-269.87,543.827,,494.757,475.083,405.842,69.241,,19.674,1285.222,,39.908,39.908,,,,0.0,0.0,0.0,0.0,,3945.545,,,,3945.545,3985.453,0.0,0.0,0.0,0.0,,58.179,,,,,58.179,58.179,4043.632,0,321.66,,,0.0,1507.826,-1.879,1827.607,0.0,1827.607,5871.239,
02/28/2007,5771.814,647.809,80.921,566.888,163.673,163.673,,,0.0,0.0,0.0,0.0,0.0,3632.159,,,,,4443.641,253.485,535.397,-281.912,578.896,,495.792,476.211,407.712,68.499,,19.581,1328.173,,55.954,55.954,,,,0.0,0.0,0.0,0.0,,3755.53,,,,3755.53,3811.484,0.0,0.0,0.0,0.0,,57.294,,,,,57.294,57.294,3868.778,0,352.748,,,0.0,1554.254,-3.966,1903.036,0.0,1903.036,5771.814,
05/31/2007,6246.519,591.125,79.353,511.772,186.273,186.273,,,0.0,0.0,0.0,0.0,0.0,4083.921,,,,,4861.319,256.087,548.038,-291.951,633.086,,496.027,474.925,407.712,67.213,,21.102,1385.2,,46.961,46.961,,,,0.0,0.0,0.0,0.0,,4190.509,,,,4190.509,4237.47,0.0,0.0,0.0,0.0,,56.801,,,,,56.801,56.801,4294.271,0,366.804,,,0.0,1595.105,-9.661,1952.248,0.0,1952.248,6246.519,
08/31/2007,5557.937,449.253,110.614,338.639,210.982,210.982,,,,,,,,3599.626,,,,,4259.861,260.943,565.235,-304.292,510.465,,526.668,505.075,440.308,64.767,,21.593,1298.076,,91.807,91.807,,,,0.0,,,,,3753.683,,,,3753.683,3845.49,0.0,,,,,68.325,,,,,68.325,68.325,3913.815,0,412.63,,,0.0,1235.588,-4.096,1644.122,0.0,1644.122,5557.937,
11/30/2007,5026.355,466.954,52.926,414.028,213.787,213.787,,,,,,,,3548.863,,,,,4229.604,264.902,582.762,-317.86,9.117,,522.732,503.008,433.115,69.893,,19.724,796.751,,63.359,63.359,,,,0.0,,,,,3648.381,,,,3648.381,3711.74,0.0,,,,,70.204,,,,,70.204,70.204,3781.944,0,420.259,,,0.0,815.147,9.005,1244.411,0.0,1244.411,5026.355,
02/29/2008,5872.015,408.0,159.79,248.21,158.042,158.042,,,,,,,,4482.232,,,,,5048.274,274.366,605.137,-330.771,18.913,,530.462,511.427,433.115,78.312,,19.035,823.741,,34.456,34.456,,,,0.0,,,,,4613.394,,,,4613.394,4647.85,0.0,,,,,72.174,,,,,72.174,72.174,4720.024,0,425.167,,,0.0,718.053,8.771,1151.991,0.0,1151.991,5872.015,
05/31/2008,5309.791,392.964,164.237,228.727,184.686,184.686,,,0.0,0.0,0.0,0.0,0.0,3888.261,,,,,4465.911,275.297,618.398,-343.101,41.798,,526.785,507.816,433.316,74.5,,18.969,843.88,,40.251,40.251,,,,0.0,0.0,0.0,0.0,,3997.021,,,,3997.021,4037.272,0.0,0.0,0.0,0.0,,75.877,,,,,75.877,75.877,4113.149,0,,,,0.0,745.351,16.047,761.398,0.0,761.398,4874.547,
08/31/2008,5229.61,464.135,61.582,402.553,197.128,197.128,0.0,,0.0,0.0,0.0,0.0,0.0,3714.137,0.0,,14.499,3714.137,4375.4,275.628,632.612,-356.984,55.011,55.011,523.571,504.268,433.316,70.952,,4.804,854.21,,197.897,35.041,55.227,,107.629,0.0,0.0,,,,3705.785,,,10.772,3693.513,3903.682,0.0,0.0,,,,75.803,19.75,,,,45.281,75.803,3979.485,0,447.252,3.608,443.644,0.0,780.57,22.303,1250.125,0.0,1250.125,5229.61,
11/30/2008,5111.86,401.677,330.633,71.044,219.438,219.438,0.0,,0.0,0.0,0.0,0.0,0.0,3599.239,4.691,,15.501,3594.548,4220.354,283.029,652.393,-369.364,77.038,77.038,531.439,511.075,433.316,77.759,,4.863,891.506,,156.778,38.858,,,117.92,0.0,0.0,,,,3594.73,,,9.501,3572.884,3751.508,0.0,0.0,,,,75.629,21.105,,,,45.023,75.629,3827.137,0,454.853,3.608,451.245,0.0,808.875,20.995,1284.723,0.0,1284.723,5111.86,
02/28/2009,5775.468,489.57,428.407,61.163,165.154,165.154,0.0,,0.0,0.0,0.0,0.0,0.0,4218.163,0.0,,15.578,4203.152,4872.887,280.956,664.806,-383.85,82.221,82.221,539.404,519.345,434.073,85.272,,4.481,902.581,,179.785,37.484,18.996,,123.305,0.0,0.0,,,,4185.862,,,10.812,4158.947,4365.647,0.0,0.0,,,,78.672,22.633,,,,45.227,78.672,4444.319,0,460.298,3.608,456.69,0.0,827.726,43.125,1331.149,0.0,1331.149,5775.468,
05/31/2009,5127.415,492.479,472.769,19.71,177.958,177.958,0.0,,0.0,0.0,0.0,0.0,0.0,3569.389,2.198,0.0,16.487,3557.011,4239.826,274.53,670.007,-395.477,82.234,82.234,530.825,509.957,433.316,76.641,,4.381,887.589,,172.398,37.334,0.0,0.0,135.064,0.0,0.0,0.0,0.0,,3529.495,0.0,0.0,12.773,3502.794,3701.893,0.0,0.0,0.0,0.0,,84.044,25.73,0.0,0.0,0.0,45.541,84.044,3785.937,0,470.037,3.61,466.427,0.0,829.501,41.94,1341.478,0.0,1341.478,5127.415,
08/31/2009,4707.743,329.176,315.323,13.853,201.33,201.33,0.0,,0.0,0.0,0.0,0.0,0.0,3073.363,0.0,,17.706,3069.264,3603.869,268.317,678.615,-410.298,304.874,304.874,530.683,508.826,433.316,75.51,,4.151,1103.874,,216.626,33.301,58.223,,125.102,0.0,0.0,,,,3043.028,,,13.041,3015.638,3259.654,0.0,0.0,,,,83.227,26.155,,,,44.031,83.227,3342.881,0,482.295,3.614,478.681,0.0,839.366,43.201,1364.862,0.0,1364.862,4707.743,
11/30/2009,4657.132,287.315,225.304,62.011,221.711,221.711,0.0,,0.0,0.0,0.0,0.0,0.0,3053.18,0.0,,18.488,3053.18,3562.206,262.024,681.963,-419.939,317.43,317.43,515.472,493.037,421.559,71.478,,3.947,1094.926,,175.01,36.494,1.739,,136.777,0.0,0.0,,,,3011.719,,,7.743,2985.52,3186.729,0.0,0.0,,,,78.213,26.58,,,,43.89,78.213,3264.942,0,489.467,3.614,485.853,0.0,853.084,49.639,1392.19,0.0,1392.19,4657.132,
02/28/2010,5788.031,395.026,279.261,115.765,159.131,159.131,0.0,,0.0,0.0,0.0,0.0,0.0,4162.374,0.0,,19.723,4139.153,4716.531,264.273,694.783,-430.51,294.088,294.088,513.139,489.644,421.559,68.085,,3.772,1071.5,,187.357,35.081,23.531,,128.745,0.0,0.0,,,,4125.066,,,5.786,4101.811,4312.423,0.0,0.0,,,,78.488,27.305,,,,45.397,78.488,4390.911,0,495.622,3.614,492.008,0.0,852.936,48.562,1397.12,0.0,1397.12,5788.031,
05/31/2010,5226.3,366.8,284.3,82.5,186.6,186.6,0.0,,0.0,0.0,0.0,0.0,0.0,3605.7,6.7,0.0,21.1,3595.2,4159.1,269.3,714.1,-444.8,290.1,290.1,507.8,483.2,421.6,61.6,,3.5,1067.2,,200.5,37.3,0.0,0.0,163.2,0.0,0.0,0.0,0.0,,3541.7,0.0,0.0,7.8,3521.2,3742.2,0.0,0.0,0.0,0.0,,82.1,27.4,0.0,0.0,0.0,46.9,82.1,3824.3,0,503.3,3.6,499.7,0.0,856.3,42.4,1402.0,0.0,1402.0,5226.3,
08/31/2010,5039.0,450.1,272.9,177.2,208.6,208.6,0.0,,0.0,0.0,0.0,0.0,0.0,3341.2,0.0,,21.3,3341.2,3999.9,268.0,722.3,-454.3,266.3,266.3,504.8,480.0,421.6,58.4,,3.5,1039.1,,238.0,34.4,54.8,,148.8,0.0,0.0,,,,3282.2,,,8.1,3255.0,3520.2,0.0,0.0,,,,81.8,27.9,,,,45.8,81.8,3602.0,0,509.8,3.6,506.2,0.0,873.0,54.2,1437.0,0.0,1437.0,5039.0,
11/30/2010,5022.7,463.5,233.2,230.3,224.6,224.6,0.0,,0.0,0.0,0.0,0.0,0.0,3325.8,5.1,,23.3,3320.7,4013.9,279.5,745.3,-465.8,226.4,226.4,502.9,475.8,421.6,54.2,,3.8,1008.8,,217.0,33.8,,,183.2,0.0,0.0,,,,3268.7,,,9.2,3242.9,3485.7,0.0,0.0,,,,87.5,28.1,,,,50.2,87.5,3573.2,0,515.9,3.6,512.3,0.0,894.5,39.1,1449.5,0.0,1449.5,5022.7,
02/28/2011,5962.8,469.7,236.0,233.7,141.6,141.6,0.0,,0.0,0.0,0.0,0.0,0.0,4253.5,0.0,,25.0,4241.3,4864.8,303.7,785.2,-481.5,182.6,182.6,611.7,583.1,508.6,74.5,,3.6,1098.0,,186.9,35.7,2.1,,149.1,0.0,0.0,,,,4203.6,,,19.7,4188.0,4390.5,0.0,0.0,,,,104.1,33.2,,,,51.2,104.1,4494.6,0,525.9,3.6,522.3,0.0,913.0,29.3,1468.2,0.0,1468.2,5962.8,
05/31/2011,5393.8,464.0,119.0,345.0,161.1,161.1,0.0,,0.0,0.0,0.0,0.0,0.0,3632.8,1.4,0.0,25.4,3625.5,4257.9,308.7,804.2,-495.5,207.3,207.3,619.9,590.9,513.7,77.2,,3.6,1135.9,,217.9,45.4,0.0,0.0,172.5,0.0,0.0,0.0,0.0,,3570.4,0.0,0.0,23.1,3552.5,3788.3,0.0,0.0,0.0,0.0,,109.3,34.1,0.0,0.0,0.0,52.1,109.3,3897.6,0,539.2,3.6,535.6,0.0,919.5,37.5,1496.2,0.0,1496.2,5393.8,
08/31/2011,4991.5,485.1,113.1,372.0,197.9,197.9,0.0,,0.0,0.0,0.0,0.0,0.0,3150.4,0.0,,25.9,3150.4,3833.4,310.5,822.4,-511.9,232.9,232.9,614.7,584.9,513.6,71.3,,3.9,1158.1,,242.4,38.5,57.8,,146.1,0.0,0.0,,,,3094.7,,,31.7,3073.1,3337.1,0.0,0.0,,,,115.1,34.5,,,,48.9,115.1,3452.2,0,543.6,3.6,540.0,0.0,951.5,44.2,1539.3,0.0,1539.3,4991.5,
11/30/2011,4932.0,411.1,96.1,315.0,221.5,221.5,0.0,,0.0,0.0,0.0,0.0,0.0,3107.4,12.9,,27.7,3094.5,3740.0,316.0,832.6,-516.6,265.2,265.2,610.8,579.3,513.6,65.7,,3.8,1192.0,,202.1,54.9,,,147.2,0.0,0.0,,,,3046.1,,,37.1,3021.5,3248.2,0.0,0.0,,,,125.1,35.0,,,,53.0,125.1,3373.3,0,549.0,3.6,545.4,0.0,975.8,33.9,1558.7,0.0,1558.7,4932.0,
02/29/2012,6094.9,503.3,146.5,356.8,135.8,135.8,0.0,,0.0,0.0,0.0,0.0,0.0,4233.1,0.0,,28.0,4224.5,4872.2,316.8,846.5,-529.7,295.4,295.4,610.5,579.3,518.1,61.2,,3.2,1222.7,,208.5,46.0,17.1,,145.4,0.0,0.0,,,,4163.9,,,40.2,4144.4,4372.4,0.0,0.0,,,,127.1,35.4,,,,51.5,127.1,4499.5,0,557.3,3.6,553.7,0.0,995.0,43.1,1595.4,0.0,1595.4,6094.9,
05/31/2012,6479.6,316.3,108.8,207.5,142.4,142.4,0.0,,0.0,0.0,0.0,0.0,0.0,4617.2,5.6,0.0,29.2,4610.0,5075.9,324.3,858.0,-533.7,473.7,473.7,605.7,573.2,517.4,55.8,,3.3,1403.7,,200.6,69.7,0.0,0.0,130.9,0.0,0.0,0.0,0.0,,4545.1,0.0,0.0,40.6,4528.2,4745.7,0.0,0.0,0.0,0.0,,129.4,35.9,0.0,0.0,0.0,52.9,129.4,4875.1,0,564.7,3.6,561.1,0.0,1002.1,37.7,1604.5,0.0,1604.5,6479.6,
08/31/2012,5710.9,390.9,149.0,241.9,153.1,153.1,0.0,,0.0,0.0,0.0,0.0,0.0,3756.4,0.0,,30.5,3756.4,4300.4,326.9,831.5,-504.6,480.4,480.4,603.2,568.7,517.4,51.3,,4.0,1410.5,,217.1,40.7,61.0,,115.4,0.0,0.0,,,,3702.6,,,45.3,3680.4,3919.7,0.0,0.0,,,,135.8,42.2,,,,48.3,135.8,4055.5,0,585.1,3.6,581.5,0.0,1033.0,37.3,1655.4,0.0,1655.4,5710.9,
11/30/2012,5724.2,301.2,122.6,178.6,169.3,169.3,0.0,,0.0,0.0,0.0,0.0,0.0,3798.3,11.9,,31.3,3786.4,4268.8,351.8,839.6,-487.8,504.3,504.3,599.3,564.4,517.4,47.0,,3.6,1455.4,,160.4,43.6,,,116.8,0.0,0.0,,,,3728.2,,,46.5,3697.2,3888.6,0.0,0.0,,,,137.4,42.8,,,,48.1,137.4,4026.0,0,597.7,3.6,594.1,0.0,1060.8,39.7,1698.2,0.0,1698.2,5724.2,
02/28/2013,7507.5,570.6,100.4,470.2,125.1,125.1,0.0,,0.0,0.0,0.0,0.0,0.0,5623.9,0.0,,32.6,5617.1,6319.6,341.7,836.8,-495.1,227.0,227.0,619.2,583.8,533.9,49.9,,2.8,1187.9,,196.8,47.6,9.9,,139.3,0.0,0.0,,,,5559.7,,,47.0,5544.7,5756.5,0.0,0.0,,,,145.1,49.6,,,,48.5,145.1,5901.6,0,608.3,3.6,604.7,0.0,964.9,32.7,1605.9,0.0,1605.9,7507.5,
05/31/2013,6163.7,505.5,107.3,398.2,133.4,133.4,0.0,,0.0,0.0,0.0,0.0,0.0,4193.7,49.9,0.0,34.1,4141.5,4832.6,346.0,850.5,-504.5,369.1,369.1,616.0,579.1,533.9,45.2,,2.8,1331.1,,180.9,42.7,0.0,0.0,138.2,0.0,0.0,0.0,0.0,,4087.3,0.0,0.0,53.3,4074.0,4268.2,0.0,0.0,0.0,0.0,,121.8,19.7,0.0,0.0,0.0,48.8,121.8,4390.0,0,663.2,3.7,659.5,0.0,1088.5,22.0,1773.7,0.0,1773.7,6163.7,
08/31/2013,6031.2,559.2,111.6,447.6,154.7,154.7,0.0,,0.0,0.0,0.0,0.0,0.0,3984.4,0.0,,36.3,3982.4,4698.3,350.5,872.8,-522.3,365.6,365.6,616.8,576.0,533.9,42.1,,4.5,1332.9,,195.3,40.4,25.6,,129.3,0.0,0.0,,,,3955.1,,,58.3,3948.3,4150.4,0.0,0.0,,,,132.4,21.8,,,,52.3,132.4,4282.8,0,719.1,3.7,715.4,0.0,1034.2,-4.9,1748.4,0.0,1748.4,6031.2,
11/30/2013,6019.4,463.4,213.0,250.4,178.8,178.8,0.0,,0.0,0.0,0.0,0.0,0.0,4021.6,31.6,,36.1,3989.9,4663.8,351.4,878.2,-526.8,375.9,375.9,628.3,583.6,540.0,43.6,,8.6,1355.6,,172.2,36.4,,,135.8,0.0,0.0,,,,3946.9,,,61.6,3930.9,4119.1,0.0,0.0,,,,139.9,23.7,,,,54.6,139.9,4259.0,0,753.5,3.6,749.9,0.0,993.2,13.7,1760.4,0.0,1760.4,6019.4,
02/28/2014,7069.4,585.7,271.3,314.4,129.6,129.6,0.0,,0.0,0.0,0.0,0.0,0.0,5004.0,0.0,,36.3,4996.0,5719.3,345.1,889.8,-544.7,377.8,377.8,627.2,580.5,540.0,40.5,,10.4,1350.1,,206.9,34.7,8.1,,164.1,0.0,0.0,,,,4932.0,,,61.7,4924.2,5138.9,0.0,0.0,,,,142.3,25.5,,,,55.1,142.3,5281.2,0,779.9,3.6,776.3,0.0,983.7,24.6,1788.2,0.0,1788.2,7069.4,
05/31/2014,6370.1,551.2,152.5,398.7,149.4,149.4,0.0,,0.0,0.0,0.0,0.0,0.0,4301.9,17.2,0.0,37.1,4272.7,5002.5,342.2,906.8,-564.6,385.6,385.6,639.8,580.9,540.3,40.6,,21.8,1367.6,,220.5,48.8,0.0,0.0,171.7,0.0,0.0,0.0,0.0,,4218.4,0.0,0.0,55.7,4204.9,4438.9,0.0,0.0,0.0,0.0,,154.2,41.9,0.0,0.0,0.0,56.6,154.2,4593.1,0,798.0,3.6,794.4,0.0,957.5,21.5,1777.0,0.0,1777.0,6370.1,
08/31/2014,6286.6,559.3,462.6,96.7,168.9,168.9,0.0,,0.0,0.0,0.0,0.0,0.0,4143.8,0.0,,36.2,4143.8,4872.0,346.6,924.4,-577.8,396.5,396.5,671.5,606.0,563.4,42.6,,29.3,1414.6,,256.4,40.1,60.2,,156.1,0.0,0.0,,,,4087.6,,,60.0,4078.1,4344.0,0.0,0.0,,,,157.0,38.9,,,,58.1,157.0,4501.0,0,815.9,3.6,812.3,0.0,943.7,26.0,1785.6,0.0,1785.6,6286.6,
11/30/2014,6274.5,529.0,140.4,388.6,205.6,205.6,0.0,,0.0,0.0,0.0,0.0,0.0,4125.3,7.4,,38.7,4117.9,4859.9,344.4,932.0,-587.6,398.5,398.5,671.7,602.6,563.8,38.8,,30.4,1414.6,,214.2,39.8,,,174.4,0.0,0.0,,,,4065.1,,,58.9,4050.6,4279.3,0.0,0.0,,,,160.9,41.3,,,,60.7,160.9,4440.2,0,847.6,3.6,844.0,0.0,964.3,22.4,1834.3,0.0,1834.3,6274.5,
02/28/2015,7344.2,620.8,265.3,355.5,148.4,148.4,0.0,,0.0,0.0,0.0,0.0,0.0,5188.2,0.0,,0.0,5177.0,5957.4,347.7,952.0,-604.3,408.6,408.6,630.5,599.4,563.8,35.6,,31.1,1386.8,,236.9,40.1,10.8,,186.0,0.0,0.0,,,,5111.1,,,17.6,5111.1,5348.0,0.0,0.0,,,,124.2,43.7,,,,62.9,124.2,5472.2,0,871.9,3.6,868.3,0.0,978.3,21.8,1872.0,0.0,1872.0,7344.2,
05/31/2015,6467.5,536.6,170.0,366.6,176.6,176.6,0.0,,0.0,0.0,0.0,0.0,0.0,4375.0,12.9,0.0,,4362.1,5088.2,353.9,973.4,-619.5,399.8,399.8,625.6,593.9,561.5,32.4,0.0,31.7,1379.3,,262.1,51.7,0.0,0.0,210.4,0.0,0.0,0.0,0.0,,4310.9,0.0,0.0,1.8,4299.7,4573.0,0.0,0.0,0.0,0.0,,109.0,44.8,0.0,0.0,0.0,62.4,109.0,4682.0,0,883.7,3.6,880.1,0.0,894.3,7.5,1785.5,0.0,1785.5,6467.5,
08/31/2015,5983.0,537.7,455.9,81.8,206.6,206.6,0.0,,0.0,0.0,0.0,0.0,0.0,3843.9,0.0,,,3843.9,4588.2,350.1,980.2,-630.1,416.2,416.2,628.5,594.5,561.5,33.0,,34.0,1394.8,,263.7,43.0,29.4,,191.3,0.0,0.0,,,,3782.7,,,18.2,3781.6,4046.4,0.0,0.0,,,,145.8,63.2,,,,64.4,145.8,4192.2,0,900.6,3.6,897.0,0.0,876.4,13.8,1790.8,0.0,1790.8,5983.0,
11/30/2015,6016.8,476.4,412.3,64.1,241.1,241.1,0.0,,0.0,0.0,0.0,0.0,0.0,3885.0,65.5,,0.0,3819.5,4602.5,352.7,985.1,-632.4,436.5,436.5,625.1,592.8,561.5,31.3,,32.3,1414.3,,241.4,47.4,,,194.0,0.0,0.0,,,,3768.5,,,14.4,3752.7,4009.9,0.0,0.0,,,,148.6,67.2,,,,67.0,148.6,4158.5,0,924.1,3.6,920.5,0.0,913.9,20.3,1858.3,0.0,1858.3,6016.8,
02/29/2016,7067.5,327.2,253.1,74.1,353.4,353.4,0.0,,0.0,0.0,0.0,0.0,0.0,4823.0,8.4,,,4813.2,5503.6,350.0,996.2,-646.2,428.6,428.6,785.3,729.7,656.2,73.5,24.5,31.1,1563.9,,275.3,55.8,,,219.5,0.0,0.0,,,,4763.9,,,18.3,4763.9,5039.2,0.0,0.0,,,,154.2,69.8,,,,66.1,154.2,5193.4,0,937.0,3.6,933.4,0.0,899.6,37.5,1874.1,0.0,1874.1,7067.5,
05/31/2016,6440.8,352.1,131.5,220.6,408.6,408.6,0.0,,0.0,0.0,0.0,0.0,0.0,4102.9,10.5,0.0,,4092.4,4863.6,353.0,1012.2,-659.2,441.1,441.1,783.1,726.6,657.1,69.5,24.9,31.6,1577.2,,304.5,56.7,0.0,0.0,247.8,0.0,0.0,0.0,0.0,,4061.4,0.0,0.0,22.1,4035.1,4365.9,0.0,0.0,0.0,0.0,,163.2,72.8,0.0,0.0,0.0,68.3,163.2,4529.1,0,956.3,3.6,952.7,0.0,926.2,29.2,1911.7,0.0,1911.7,6440.8,
