Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2001,104.542999,38.344002,21.018,-0.293,,,-0.293,45.473999,,,45.473999,,2.422,2.421999,25.83,,,-23.408001,,,0.0,0.0,0.0,,,,,1e-06,-110.944999,-4.325,-85.127998,,,,0.0,0.0,0.0,-21.492001,,-3.98,,,
06/30/2001,62.978001,20.635,21.657,0.433,,0.008263,0.424737,20.253,,,20.253,,-55.423,-55.423001,1.38,,,-56.803001,,,0.0,0.0,0.0,,,,,0.0,-7.555001,-4.325,-32.519001,,,,0.0,0.0,0.0,29.289,,0.0,,,
09/30/2001,27.336,23.051001,22.417,7.02,,13.737,-6.717,-25.152,,,-25.152,,-467.80899,-467.80899,0.0,,,-467.80899,,,0.0,0.0,0.0,,,,,0.0,440.472999,-4.325,447.814999,,,,0.0,0.0,0.0,-3.017,,0.0,,,
12/31/2001,56.441002,19.104,29.684,17.636,,,17.636,-9.983,,,-9.983,,-84.968002,-77.268003,5.519,,,-82.787003,,,0.0,0.0,0.0,,,,,-7.699999,30.797001,-4.325,34.095001,,,,0.0,0.0,0.0,1.027,,2.27,,,
03/31/2002,50.229,17.601999,30.577999,-0.293,,,-0.293,2.342,,,2.342,,-33.278999,-33.279001,5.608,,,-38.887001,,,0.0,0.0,0.0,,,,,2e-06,-19.219997,-4.325,-9.907997,,,,0.0,0.0,0.0,-4.987,,-2.27,,,
06/30/2002,71.805,22.816999,29.653999,6.464,,9.11,-2.646,12.87,,,12.87,,-34.243999,-34.244001,5.185,,,-39.429001,,,0.0,0.0,0.0,,,,,2e-06,-36.206,-4.325,-32.046,,,,0.0,0.0,0.0,0.165,,1.355,,,
09/30/2002,57.577999,16.0,31.152,5.74,,12.772,-7.032,4.686,,,4.686,,-40.674,-33.173999,11.39,,,-44.563999,,,0.0,0.0,0.0,,,,,-7.500001,-16.754997,-4.325,-17.755997,,,,0.0,0.0,0.0,5.326,,0.149,,,
12/31/2002,81.882004,41.509998,31.273001,15.296,,,15.296,-6.197,,,-6.197,,76.816002,87.201004,135.796005,,,-48.595001,,,0.0,0.0,0.0,,,,,-10.385002,-149.798,-4.325,-145.694,,,,0.0,0.0,0.0,0.221,,8.9,,,
03/31/2003,58.587002,28.936001,30.785,11.324,,,11.324,-12.458,,,-12.458,,-15.629,-15.629,6.135,,,-21.764,,,0.0,0.0,0.0,,,,,0.0,-33.356002,-4.325,-28.900002,,,,0.0,0.0,0.0,-0.131,,9.602,,,
06/30/2003,65.386998,27.775999,29.32,-4.167,,13.265,-17.432,12.458,,,12.458,,-35.084,-35.084,0.298,,,-35.382,,,0.0,0.0,0.0,,,,,0.0,-33.802998,-4.325,-29.499998,,,,0.0,0.0,0.0,0.022,,-3.5,,,
09/30/2003,75.625,27.351999,31.693001,11.85,,,11.85,4.73,,,4.73,,-69.253998,-69.253998,0.542,,,-69.795998,,,0.0,0.0,0.0,,,,,0.0,-21.925,-4.325,-17.6,,,,0.0,0.0,0.0,0.0,,-15.554,,,
