Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Source: Bloomberg
09/30/1983,1.745455,,2.745455,2.745455,1.745455,,,,
12/31/1983,1.618182,-7.291667,1.745455,2.018182,1.454546,,,,
03/31/1984,1.509091,-6.741573,1.636364,2.000001,1.363637,,,,
06/30/1984,1.454546,-3.614458,1.527273,1.527273,1.381819,,,,
09/30/1984,1.709091,17.5,1.454546,2.018182,1.309091,,,,
12/31/1984,1.4,-18.085106,1.69091,1.781819,1.381819,,,,
03/31/1985,2.145455,53.246753,1.418182,2.218182,1.4,,,,
06/30/1985,2.49091,16.101695,2.145455,2.49091,1.945455,,,,
09/30/1985,2.540001,1.970803,2.509092,2.818183,2.418182,,,,
12/31/1985,3.300001,29.92126,2.540001,3.680001,2.440001,,,,
03/31/1986,4.780001,44.848485,3.300001,5.080001,3.300001,,,,
06/30/1986,4.360001,-8.786611,4.820001,4.840001,3.280001,,,,
09/30/1986,3.725001,-14.56422,4.380001,4.380001,3.200001,,,,
12/31/1986,4.250001,14.09396,3.725001,4.350001,3.550001,,,,
03/31/1987,4.150001,-2.352941,4.250001,4.900001,4.100001,,,,
06/30/1987,3.500001,-15.662651,4.075001,4.425001,3.150001,,,,
09/30/1987,3.300001,-5.714286,3.525001,3.950001,3.100001,,,,
12/31/1987,2.175001,-34.090909,3.350001,3.375001,1.9,,,,
03/31/1988,2.200001,1.149425,2.150001,2.575001,2.100001,,,,
06/30/1988,2.400001,9.090909,2.175001,2.400001,1.9,,,,
09/30/1988,2.350001,-2.083333,2.375001,2.425001,2.175001,,,,
12/31/1988,2.225001,-5.319149,2.325001,2.400001,2.050001,,,,
03/31/1989,2.650001,19.101124,2.200001,2.975001,2.075001,,,,
06/30/1989,2.575001,-2.830189,2.625001,2.725001,2.375001,105.407629,,,
09/30/1989,3.150001,22.330097,2.575001,3.250001,2.550001,129.102743,,,
12/31/1989,2.475001,-21.428571,3.150001,3.150001,2.400001,100.670628,,,
03/31/1990,2.950001,19.191919,2.450001,3.050001,2.425001,121.658002,41.02292,,
06/30/1990,3.350001,13.559322,2.975001,3.350001,2.625001,135.959744,40.359444,,
09/30/1990,2.400001,-28.358209,3.325001,3.325001,2.275001,97.439999,40.359444,,
12/31/1990,2.600001,8.333333,2.425001,2.600001,2.100001,105.832997,40.359444,,
03/31/1991,3.775001,45.192308,2.600001,3.825001,2.525001,164.533375,40.359444,,
06/30/1991,3.725001,-1.324503,3.775001,4.050001,3.350001,159.988753,40.359444,,
09/30/1991,4.225001,13.422819,3.750001,4.300001,3.450001,181.484867,43.582557,,
12/31/1991,4.850001,14.792899,4.225001,4.875001,4.050001,210.053493,43.582557,,
03/31/1992,4.975001,2.57732,4.850001,5.350001,4.725001,220.118874,43.582557,,
06/30/1992,3.875001,-22.110553,4.975001,4.975001,3.825001,168.659374,43.447908,,
09/30/1992,4.650001,20.0,3.900001,4.875001,3.800001,207.227252,43.447908,,
12/31/1992,5.200001,11.827957,4.600001,5.400001,4.250001,233.35001,43.447908,,
03/31/1993,5.600001,7.692308,5.200001,5.950001,5.075001,251.972,44.876836,,
06/30/1993,5.500001,-1.785714,5.650001,5.650001,4.850001,255.420003,46.357148,,
09/30/1993,5.875001,6.818182,5.500001,6.025002,5.450001,274.59751,46.593933,,
12/31/1993,6.218752,5.851064,5.906251,6.312502,5.531251,291.43549,46.593933,,
03/31/1994,5.125001,-17.58794,6.062502,6.312502,5.093751,240.5675,46.862262,,
06/30/1994,4.718751,-7.926829,5.062501,5.500001,4.531251,229.406755,46.862262,,
09/30/1994,5.093751,7.94702,4.750001,5.718751,4.625001,248.249,48.634017,,
12/31/1994,5.312501,4.294479,5.093751,5.500001,4.937501,260.099995,48.737056,,
03/31/1995,5.906251,11.176471,5.281251,5.937501,5.125001,320.690073,48.960056,,
06/30/1995,6.750002,14.285714,5.906251,7.156252,5.781251,333.072012,49.195449,,
09/30/1995,7.437502,10.185185,6.718752,7.656252,6.625002,415.756261,49.343928,,
12/31/1995,6.875002,-7.563025,7.406252,7.843752,6.843752,423.03251,55.901197,,
03/31/1996,7.281252,5.909091,6.875002,7.781252,6.625002,448.029875,61.45327,,
06/30/1996,8.062502,10.729614,7.250002,8.406252,6.875002,497.295002,61.610493,,
09/30/1996,8.000002,-0.775194,8.093752,8.500002,7.000002,578.880005,72.251309,,
12/31/1996,9.625002,20.3125,7.968752,9.843752,7.937502,701.393016,72.425992,,
03/31/1997,10.562503,9.74026,9.593752,12.843753,9.437502,880.743542,72.873288,,
06/30/1997,13.453128,27.366864,10.500003,13.500003,10.500003,988.266078,73.213208,,
09/30/1997,17.583333,30.700703,13.453128,18.0,13.031253,1303.439101,74.129236,,
12/31/1997,18.645833,6.042654,17.645833,18.770833,14.979167,1534.762557,74.129236,,
