Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
12/31/1989,,3.529,3.76,-0.006,-3.364,3.919,,,,,,,,,,,,,,,,,
03/31/1990,,3.632,4.022,0.205,-3.015,4.844,,,,,,,,,,,,,,,,,
06/30/1990,,3.735,4.722,0.071,1.331,9.859,,,,,,,,,,,,,,,,,
09/30/1990,,7.265,4.917,0.273,3.525,15.98,,,,,,,,,,,,,,,15.98,,
12/31/1990,,3.908,4.315,-0.173,-4.0,4.05,,,,,,,,,,,,,,,,,
03/31/1991,,4.324,4.709,0.175,-1.669,7.539,,,,,,,,,,,,,,,,,
06/30/1991,,5.037,4.909,-0.296,-3.705,5.945,,,,,,,,,,,,,,,,,
09/30/1991,,8.909,6.323,0.017,-0.508,14.741,,,,,,,,,,,,,,,14.741,,
12/31/1991,,4.095,4.686,-0.258,2.945,11.468,,,,,,,,,,,,,,,,,
03/31/1992,,4.193,4.895,-0.084,0.293,9.297,,,,,,,,,,,,,,,,,
06/30/1992,,5.891,5.197,-0.095,2.764,13.757,,,,,,,,,,,,,,,,,
09/30/1992,,10.808,6.085,0.388,-0.943,16.338,,,,,,,,,,,,,,,16.338,,
12/31/1992,,4.77,4.52,-0.151,-1.434,7.705,,,,,,,,,,,,,,,,,
03/31/1993,,4.534,5.586,0.251,-8.083,2.288,,,,,,,,,,,,,,,,,
06/30/1993,,6.456,5.374,0.949,13.28,26.059,,,,,,,,,,,,,,,,,
09/30/1993,,12.102,5.706,0.519,0.639,18.966,,,,,,,,,,,,,,,18.966,,
12/31/1993,,6.427,5.238,-0.018,-16.934,-5.287,,,,,,,,,,,,,,,,,
03/31/1994,,9.092,5.531,0.014,-12.215,2.422,,,,,,,,,,,,,,,,,
06/30/1994,,11.068,5.384,0.105,9.075,25.632,,,,,,,,,,,,,,,,,
09/30/1994,,17.808,6.234,-0.029,5.041,29.054,,,,,,,,,,,,,,,29.054,,
12/31/1994,,11.954,5.28,-0.793,-16.855,-0.414,,,-8.234,,,,,,,,,,,,,,
03/31/1995,,14.129,6.349,1.796,-20.608999,1.665,,,-11.753,,,,,,,,,,,,,,
06/30/1995,,18.959999,6.519,0.4,-0.198,25.681,,,-13.119,,,,,,,,,,,,,,
09/30/1995,,24.912,7.655,0.053,-3.736,28.884,-17.05,0.272,-14.97,0.0,0.0,-2.352,-2.368,0.0,-0.35,0.493,-5.583,2.892,0.0,0.18,9.466,,
12/31/1995,,16.910999,7.082,0.041,-13.484,10.55,,,-14.094,,,,,,,,,,,,,,
03/31/1996,,18.292,8.186,0.453,-11.015,15.916,,,-12.932,,,,,,,,,,,,,,
06/30/1996,,24.007,8.926,0.918,-18.055,15.796,,,-10.893,,,,,,,,,,,,,,
09/30/1996,,31.187,10.41,0.0,-16.851,24.746,-15.189,0.172,-14.783,0.0,0.0,-0.578,-1.165,0.0,-0.003,0.0,-4.234,3.046,0.0,0.026,8.392,,
12/31/1996,,24.34,9.304,-2.406,8.939,40.176998,,,-11.519,,,,,,,,,,,,,,
03/31/1997,,25.511999,9.575,2.04,-0.713,36.414001,,,-10.692,,,,,,,,,,,,,,
06/30/1997,,7.738,10.264,31.155001,-15.909,33.248001,,,-9.321,,,,,,,,,,,,,,
