Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,EV/Total Revenues,Price/Share,Enterprise Value,Source: Bloomberg
12/31/1982,,,,,,,,,,,,
03/31/1983,,,,,,,,,,,,
06/30/1983,,,,,,,,,,,,
09/30/1983,,,,,,,,,,,,
12/31/1983,,,,,,,,,,0.302469,,
03/31/1984,,,,,,,,,,0.257202,,
06/30/1984,,,,,,,,,,0.257202,,
09/30/1984,,,,,,,,,,0.3107,,
12/31/1984,,,,,,,,,,0.283951,,
03/31/1985,,,,,,,,,,0.351852,,
06/30/1985,,,,,,,,,,0.447531,,
09/30/1985,,,,,,,,,,0.432099,,
12/31/1985,,,,,,,,,,0.570988,,
03/31/1986,,,,,,,,,,0.805556,,
06/30/1986,,,,,,,,,,0.909722,,
09/30/1986,,,,,,,,,,0.951389,,
12/31/1986,,,,,,,,,,0.861111,,
03/31/1987,,,,,,,,,,0.777778,,
06/30/1987,,,,,,,,,,0.833333,,
09/30/1987,,,,,,,,,,0.909722,,
12/31/1987,,,,,,,,,,0.847222,,
03/31/1988,,,,,,,,,,0.763889,,
06/30/1988,,,,,,,,,,0.864583,,
09/30/1988,,,,,,,,,,0.770833,,
12/31/1988,,,,,,,,,,0.638889,,
03/31/1989,,,,,,,,,,0.847222,,
06/30/1989,,,,,,,,,,0.84375,,
09/30/1989,,,,,,,,,,1.055556,,
12/31/1989,,,,,,,,,,1.069444,,
03/31/1990,,,,,1.935332,,,,,0.96875,1492.299989,
06/30/1990,,1616.445092,1722.89999,1473.699998,2.336197,,,,,1.222222,1692.100024,
09/30/1990,,1817.982377,1975.275045,1655.95004,2.594363,,,,,1.267361,1688.90007,
12/31/1990,13.346354,1722.016855,1831.000063,1593.200056,2.898103,,0.916631,,1.333511,1.423611,1809.575043,
03/31/1991,15.439276,1903.845967,2032.20007,1692.900059,3.156551,,1.034085,,1.432162,1.659722,1961.775024,
06/30/1991,19.248188,1928.96468,2049.600048,1809.900024,2.877329,,0.879801,,1.34122,1.475694,1875.024986,
09/30/1991,20.240586,1829.162493,1934.974984,1733.324991,2.631381,,0.761867,,1.20989,1.34375,1738.61252,
12/31/1991,47.787611,1777.217788,1860.600021,1677.950019,3.085297,,0.818116,,1.271597,1.5,1860.600021,
03/31/1992,51.595746,1754.288313,1902.800022,1665.425018,2.500744,,0.704936,,1.152514,1.347222,1723.699953,
06/30/1992,24.042554,1801.346798,1903.699959,1706.60002,2.788419,,0.740539,,1.148244,1.569444,1869.800045,
09/30/1992,16.234568,1981.935584,2056.650052,1934.899958,3.054091,,0.831791,,1.205674,1.826389,1996.474927,
12/31/1992,13.869048,2238.418909,2413.837522,2025.350026,3.669334,,1.053424,,1.507804,2.427083,2596.287444,
03/31/1993,13.881491,2533.579891,2704.687556,2313.862546,4.011915,,1.244546,,1.676844,2.895833,2975.224932,
06/30/1993,10.856354,2726.016232,3025.549948,2505.52496,3.475996,,1.210896,,1.610159,2.729167,2841.124938,
09/30/1993,12.170088,3191.896038,3528.899937,2782.412454,3.471977,,1.521282,,1.94921,3.458333,3640.149909,
12/31/1993,11.126374,3594.905965,3946.574903,3390.71241,3.208846,,1.495961,,1.787694,3.375,3476.349933,
03/31/1994,8.158263,3028.143216,3413.262454,2656.21247,2.257485,,1.046715,,1.400046,2.427083,2844.612479,
06/30/1994,10.488959,3095.607232,3304.249969,2835.599979,2.511345,,1.156384,,1.464349,2.770833,3121.258994,
09/30/1994,12.588339,3359.660228,3513.364993,3175.162449,2.533981,,1.175318,,1.462041,2.96875,3290.762585,
12/31/1994,10.174419,3276.678864,3460.100092,3050.125074,2.337492,,1.075464,,1.346298,2.916667,3239.99991,
