Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2006,1650.0,1137.0,,0.0,0.0,513.0,-464.0,464.0,241.0,223.0,0.0,,1186.0,-713.0,,174.0,70.0,469.0,473.0,-106.0,,,0.0,,114.0,114.0,0.0,0.0,-8.0,367.0,-95.0,272.0,-9.0,,,281.0,0.0,281.0,-1.0,0.0,280.0,280.0,,379.838,0.74,0.71,0.69,385.605,0.73,0.7,0.68,
06/30/2006,1504.0,966.0,,0.0,0.0,538.0,-443.0,443.0,212.0,231.0,0.0,,1061.0,-702.0,,167.0,69.0,466.0,359.0,-84.0,,,0.0,,114.0,114.0,0.0,0.0,-30.0,275.0,-80.0,195.0,9.0,,,186.0,-1.0,185.0,-4.0,0.0,181.0,181.0,,380.141,0.48,0.5,0.54,385.59,0.47,0.49,0.53,
09/30/2006,1589.0,995.0,,0.0,0.0,594.0,-520.0,520.0,236.0,284.0,0.0,,1069.0,-709.0,,180.0,74.0,455.0,360.0,-95.0,,,0.0,,114.0,114.0,0.0,0.0,-19.0,265.0,-44.0,221.0,-11.0,,,232.0,-1.0,231.0,-5.0,0.0,226.0,226.0,,380.806,0.59,0.56,0.56,387.602,0.58,0.55,0.55,
12/31/2006,1527.0,986.0,,0.0,0.0,541.0,-410.0,635.0,410.0,225.0,0.0,,1117.0,-788.0,,183.0,68.0,537.0,329.0,-102.0,,,0.0,,109.0,109.0,0.0,0.0,-7.0,247.0,-54.0,173.0,-10.0,,,203.0,-1.0,182.0,-4.0,0.0,178.0,178.0,,382.06,0.47,0.44,0.47,388.11,0.46,0.43,0.46,
03/31/2007,1546.0,1103.0,,0.0,0.0,443.0,-355.0,355.0,233.0,122.0,0.0,,1191.0,-802.0,,197.0,78.0,527.0,389.0,-93.0,,,0.0,,120.0,120.0,0.0,0.0,-27.0,296.0,-69.0,227.0,18.0,,,209.0,-1.0,208.0,-5.0,0.0,203.0,203.0,,384.793,0.53,0.58,0.66,389.168,0.52,0.57,0.65,
06/30/2007,1573.0,1000.0,,0.0,0.0,573.0,-395.0,395.0,202.0,193.0,0.0,,1178.0,-800.0,,180.0,72.0,548.0,378.0,-99.0,,,0.0,,120.0,120.0,0.0,0.0,-21.0,279.0,-31.0,248.0,-101.0,,,349.0,,349.0,-4.0,0.0,345.0,345.0,,385.3,0.89,0.63,0.63,390.109,0.88,0.62,0.62,
09/30/2007,1774.0,1044.0,,0.0,0.0,730.0,-492.0,492.0,257.0,235.0,0.0,,1282.0,-761.0,,186.0,73.0,502.0,521.0,-94.0,,,0.0,,117.0,117.0,0.0,0.0,-23.0,427.0,-88.0,339.0,11.0,,,328.0,-1.0,327.0,-5.0,0.0,322.0,322.0,,379.896,0.85,0.88,0.73,384.575,0.84,0.87,0.72,
12/31/2007,1606.0,1069.0,,0.0,0.0,537.0,-382.0,382.0,196.0,186.0,0.0,,1224.0,-907.0,,274.0,75.0,558.0,317.0,-93.0,,,,,117.0,117.0,0.0,0.0,-24.0,224.0,-83.0,141.0,-222.0,,,363.0,-1.0,362.0,-4.0,0.0,358.0,358.0,,372.943,1.18,0.828642,0.61,377.27,1.17,0.581562,0.6,
03/31/2008,1526.0,1154.0,,,,372.0,-298.0,298.0,243.0,55.0,,,1228.0,-748.0,,188.0,75.0,485.0,480.0,-100.0,,,,,108.0,108.0,,,-8.0,380.0,-129.0,251.0,-14.0,,,265.0,-5.0,260.0,,0.0,260.0,260.0,0.0,372.782,0.7,0.66,0.66,376.602,0.69,0.65,0.65,
06/30/2008,1014.0,1014.0,,,0.0,0.0,-498.0,498.0,189.0,309.0,,0.0,516.0,-735.0,,185.0,72.0,478.0,-219.0,502.0,,,,7.0,108.0,108.0,,,-603.0,283.0,-94.0,189.0,-6.0,,,195.0,-5.0,190.0,0.0,0.0,190.0,190.0,,373.158,0.5,0.49,0.5,374.902,0.5,0.49,0.5,
09/30/2008,2971.0,1050.0,,,0.0,1921.0,-1825.0,1825.0,305.0,1520.0,,0.0,1146.0,-762.0,,190.0,77.0,495.0,384.0,-117.0,,,,7.0,119.0,119.0,0.0,0.0,5.0,267.0,-57.0,210.0,2.0,,,208.0,-5.0,203.0,0.0,0.0,203.0,203.0,,374.29,0.54,0.54,0.45,375.096,0.54,0.54,0.45,
12/31/2008,2506.0,1006.0,,0.0,0.0,1500.0,-1254.0,1254.0,350.0,904.0,0.0,0.0,1252.0,-701.0,,189.0,64.0,448.0,551.0,-117.0,,,0.0,9.0,120.0,120.0,0.0,0.0,6.0,434.0,-153.0,281.0,-1.0,,,282.0,-5.0,277.0,0.0,0.0,277.0,277.0,,374.388,0.74,0.737203,0.46,374.72,0.74,0.737203,0.46,
03/31/2009,1992.0,1107.0,,,0.0,885.0,-935.0,935.0,258.0,677.0,,0.0,1057.0,-645.0,,193.0,72.0,380.0,412.0,-71.0,82.0,-7.0,,7.0,89.0,89.0,,,-11.0,341.0,-98.0,243.0,-3.0,-3.0,0.0,246.0,-5.0,241.0,,0.0,241.0,240.0,2.0,375.112,0.64,0.63,0.639809,375.409,0.64,0.63,0.635328,
06/30/2009,1783.0,913.0,,,0.0,870.0,-799.0,799.0,186.0,613.0,,0.0,984.0,-880.0,,184.0,67.0,629.0,104.0,-106.0,98.0,-1.0,,1.0,99.0,99.0,,,8.0,-2.0,31.0,29.0,32.0,32.0,0.0,-3.0,-4.0,-7.0,0.0,0.0,-7.0,122.0,97.0,375.881,-0.02,0.07,0.324571,376.206,-0.02,0.07,0.324571,
09/30/2009,2089.0,989.0,,,0.0,1100.0,-1007.0,1007.0,259.0,748.0,,0.0,1082.0,-911.0,,189.0,69.0,653.0,171.0,-95.0,103.0,-1.0,,1.0,104.0,104.0,,,-8.0,76.0,-25.0,51.0,25.0,25.0,0.0,26.0,-6.0,20.0,0.0,0.0,20.0,171.0,126.0,376.384,0.05,0.12,0.454323,376.716,0.05,0.12,0.454323,
12/31/2009,1872.0,1045.0,,,0.0,827.0,-813.0,813.0,220.0,593.0,,0.0,1059.0,-811.0,,200.0,72.0,539.0,248.0,-89.0,94.0,-5.0,,5.0,99.0,99.0,,,-5.0,159.0,-30.0,129.0,-28.0,-28.0,0.0,157.0,-4.0,153.0,0.0,0.0,153.0,171.0,46.0,376.91,0.4,0.331644,0.453689,377.252,0.4,0.325779,0.447713,
03/31/2010,2582.0,1118.0,,,0.0,1464.0,-1239.0,1239.0,230.0,1009.0,,0.0,1343.0,-867.0,,124.0,72.0,671.0,476.0,-103.0,110.0,-1.0,,1.0,111.0,111.0,,,-7.0,373.0,-126.0,247.0,-8.0,-8.0,0.0,255.0,-5.0,250.0,,0.0,250.0,341.0,99.0,377.717,0.66,0.64,0.902792,377.986,0.66,0.64,0.901914,
06/30/2010,1473.0,793.0,,,0.0,680.0,-550.0,550.0,258.0,292.0,,0.0,923.0,-697.0,,125.0,53.0,519.0,226.0,-134.0,130.0,-1.0,,1.0,131.0,132.0,-1.0,,4.0,92.0,-7.0,85.0,-7.0,-7.0,0.0,92.0,-7.0,85.0,0.0,0.0,85.0,235.0,157.0,381.896,0.22,0.2,0.615351,382.075,0.22,0.2,0.610914,
09/30/2010,2127.0,848.0,,,0.0,1279.0,-708.0,708.0,322.0,386.0,,0.0,1419.0,-897.0,,127.0,56.0,714.0,522.0,-197.0,168.0,-3.0,,3.0,171.0,171.0,,,29.0,325.0,-19.0,306.0,53.0,53.0,0.0,253.0,-5.0,248.0,0.0,0.0,248.0,365.0,64.0,482.552,0.51,0.62,0.756395,482.762,0.51,0.62,0.752571,
12/31/2010,2478.0,1324.0,,,0.0,1154.0,-1066.0,1066.0,425.0,641.0,,0.0,1412.0,-770.0,,180.0,57.0,533.0,642.0,-193.0,177.0,-3.0,,3.0,180.0,180.0,,,16.0,449.0,-111.0,338.0,-21.0,-21.0,0.0,359.0,-4.0,355.0,0.0,0.0,355.0,375.0,41.0,483.145,0.73,0.691304,0.776165,483.382,0.73,0.686556,0.771375,
03/31/2011,2853.0,1536.0,,,0.0,1317.0,-1146.0,1146.0,475.0,671.0,,0.0,1707.0,-902.0,,208.0,73.0,621.0,805.0,-180.0,172.0,-2.0,,2.0,174.0,174.0,,,8.0,625.0,-223.0,402.0,-3.0,-3.0,0.0,405.0,-4.0,401.0,,0.0,401.0,396.0,-2.0,484.138,0.82,0.82,0.817949,484.345,0.82,0.82,0.815871,
06/30/2011,2533.0,1665.0,,,0.0,868.0,-848.0,848.0,414.0,434.0,,0.0,1685.0,-1090.0,,237.0,75.0,778.0,595.0,-298.0,262.0,-2.0,,2.0,264.0,266.0,-2.0,,36.0,297.0,-96.0,201.0,1.0,1.0,0.0,200.0,-4.0,196.0,0.0,-1.0,195.0,260.0,64.0,561.652,0.35,0.35,0.46292,562.019,0.35,0.35,0.46292,
09/30/2011,2904.0,1675.0,,,0.0,1229.0,-965.0,965.0,603.0,362.0,,0.0,1939.0,-1172.0,,252.0,90.0,830.0,767.0,-208.0,239.0,-1.0,,1.0,240.0,242.0,-2.0,,-31.0,559.0,-110.0,449.0,0.0,0.0,0.0,449.0,-5.0,444.0,0.0,-2.0,442.0,509.0,67.0,577.595,0.76,0.76,0.88124,578.054,0.76,0.76,0.875906,
12/31/2011,3040.0,1597.0,,,0.0,1443.0,-1117.0,1117.0,454.0,663.0,,0.0,1923.0,-1064.0,,263.0,88.0,713.0,859.0,-228.0,232.0,-2.0,,2.0,234.0,234.0,,,-4.0,631.0,-226.0,405.0,0.0,0.0,0.0,405.0,-4.0,401.0,0.0,0.0,401.0,403.0,2.0,578.153,0.69,0.69,0.697047,579.347,0.69,0.69,0.693452,
03/31/2012,3260.0,1714.0,,,0.0,1546.0,-1307.0,1307.0,424.0,883.0,,0.0,1953.0,-902.0,,264.0,91.0,547.0,1051.0,-247.0,229.0,-1.0,,1.0,230.0,232.0,-2.0,,18.0,804.0,-259.0,545.0,0.0,0.0,0.0,545.0,-4.0,541.0,0.0,0.0,541.0,415.79527,-125.20473,579.041,0.93,0.93,0.718076,579.527,0.93,0.93,0.713954,
06/30/2012,3007.0,1605.0,,,0.0,1402.0,-1198.0,1198.0,411.0,787.0,,0.0,1809.0,-1237.0,,271.0,87.0,879.0,572.0,-207.0,234.0,-2.0,,2.0,236.0,239.0,-3.0,,-27.0,365.0,-88.0,277.0,6.0,6.0,0.0,271.0,,271.0,0.0,-2.0,269.0,292.0,17.0,579.881,0.46,0.47,0.503552,580.593,0.46,0.47,0.49928,
09/30/2012,3119.0,1693.0,,,0.0,1426.0,-1153.0,1153.0,570.0,583.0,,0.0,1966.0,-1302.0,,278.0,90.0,934.0,664.0,-292.0,247.0,-1.0,,1.0,248.0,250.0,-2.0,,45.0,372.0,-17.0,355.0,0.0,0.0,0.0,355.0,,355.0,0.0,-2.0,353.0,481.0,128.0,580.585,0.61,0.61,0.828475,582.636,0.61,0.61,0.828475,
12/31/2012,3211.0,1796.0,,,0.0,1415.0,-1176.0,1176.0,432.0,744.0,,0.0,2035.0,-1213.0,,287.0,98.0,828.0,822.0,-281.0,246.0,-1.0,,1.0,247.0,247.0,,,35.0,541.0,-181.0,360.0,0.0,0.0,0.0,360.0,-1.0,359.0,0.0,0.0,359.0,289.0,-70.0,581.492,0.61,0.61,0.496997,583.644,0.6,0.6,0.480064,
03/31/2013,3279.0,1950.0,,,0.0,1329.0,-1220.0,1220.0,529.0,691.0,,0.0,2059.0,-1366.0,,284.0,96.0,986.0,693.0,-129.0,250.0,-1.0,,1.0,251.0,254.0,-3.0,,-121.0,564.0,-151.0,413.0,0.0,0.0,0.0,413.0,0.0,413.0,0.0,-2.0,411.0,452.0,41.0,582.64,0.7,0.7,0.775779,657.02,0.65,0.65,0.712403,
06/30/2013,2860.0,1655.0,,,0.0,1205.0,-1013.0,1013.0,441.0,572.0,,0.0,1847.0,-1089.0,,286.0,86.0,717.0,758.0,-245.0,258.0,,,,258.0,260.0,-2.0,,-13.0,513.0,-109.0,404.0,-1.0,-1.0,0.0,405.0,,405.0,0.0,-2.0,403.0,308.0,-94.0,589.834,0.68,0.68,0.522181,664.615,0.63,0.63,0.488565,
09/30/2013,3074.0,1739.0,,,0.0,1335.0,-1049.0,1049.0,1049.0,,,0.0,2025.0,-1179.0,,284.0,86.0,809.0,846.0,-361.0,240.0,-7.0,6.0,1.0,247.0,247.0,,,121.0,485.0,-81.0,404.0,-7.0,-7.0,0.0,411.0,-1.0,410.0,0.0,-2.0,408.0,423.0,22.0,631.046,0.65,0.64,0.670316,664.343,0.62,0.61,0.643115,
12/31/2013,2819.0,1857.0,1857.0,,0.0,962.0,-784.0,784.0,480.0,304.0,,0.0,2035.0,-2014.0,,297.0,90.0,1627.0,21.0,-289.0,244.0,-3.0,2.0,1.0,247.0,247.0,,,45.0,-268.0,166.0,-102.0,-4.0,-4.0,0.0,-98.0,0.0,-98.0,0.0,0.0,-98.0,384.69808,486.69808,630.192,-0.16,-0.16,0.610446,630.192,-0.16,-0.16,0.610446,
03/31/2014,1194.0,2162.0,,,0.0,-968.0,736.0,-736.0,758.0,-1494.0,,0.0,1930.0,-1207.0,,300.0,101.0,806.0,723.0,-285.0,258.0,-4.0,3.0,1.0,262.0,262.0,,,27.0,438.0,-114.0,324.0,8.0,8.0,0.0,316.0,0.0,316.0,0.0,-2.0,314.0,380.0,58.0,630.749,0.5,0.51,0.602458,663.939,0.49,0.5,0.587357,
06/30/2014,1849.0,1830.0,,,0.0,19.0,-403.0,403.0,232.0,171.0,,0.0,1446.0,-768.0,,230.0,77.0,461.0,678.0,-282.0,206.0,-2.0,2.0,,208.0,208.0,,,76.0,396.0,-166.0,230.0,1.0,1.0,0.0,229.0,0.0,229.0,0.0,-1.0,228.0,311.0,82.0,653.132,0.35,0.35,0.476167,665.792,0.34,0.34,0.463162,
09/30/2014,1879.0,1860.0,,,0.0,0.0,-413.0,413.0,240.0,173.0,,0.0,1466.0,-778.0,,233.0,78.0,467.0,688.0,-77.0,213.0,,,,213.0,213.0,,,-136.0,611.0,-201.0,410.0,-87.0,-87.0,0.0,497.0,0.0,497.0,0.0,-2.0,495.0,313.0,-95.0,664.432,0.74,0.61,0.471079,666.402,0.74,0.61,0.467443,
12/31/2014,1946.0,1946.0,1946.0,,0.0,0.0,-458.0,458.0,217.0,241.0,,0.0,1488.0,-788.0,,235.0,79.0,474.0,700.0,-134.0,206.0,,,,206.0,206.0,,,-72.0,566.0,-158.0,408.0,-287.0,-287.0,0.0,695.0,0.0,695.0,0.0,0.0,695.0,355.0,-53.0,665.205,1.04,0.62,0.53367,667.263,1.04,0.62,0.53367,
03/31/2015,2230.0,,,,0.0,0.0,-582.0,582.0,253.0,329.0,,0.0,1648.0,-758.0,,216.0,86.0,456.0,890.0,-121.0,209.0,,,,209.0,209.0,,,-88.0,769.0,-217.0,552.0,-95.0,-95.0,0.0,647.0,0.0,647.0,0.0,-3.0,644.0,516.0,-33.0,666.974,0.97,0.83,0.773643,668.732,0.96,0.82,0.770653,
06/30/2015,1781.0,1765.0,,,0.0,16.0,-384.0,384.0,214.0,170.0,,0.0,1397.0,-759.0,,216.0,76.0,467.0,638.0,-317.0,210.0,-5.0,5.0,,215.0,215.0,,,107.0,321.0,-71.0,250.0,1007.0,1007.0,0.0,-757.0,0.0,-757.0,0.0,-1.0,-758.0,328.0,79.0,668.415,-1.13,0.37,0.490713,671.286,-1.13,0.37,0.487685,
09/30/2015,1878.0,,,,0.0,0.0,-405.0,405.0,228.0,177.0,,0.0,1473.0,-787.0,,226.0,79.0,482.0,686.0,-146.0,221.0,,,,221.0,221.0,,,-75.0,540.0,-144.0,396.0,3.0,3.0,0.0,393.0,0.0,393.0,0.0,-2.0,391.0,344.0,-50.0,670.763,0.58,0.59,0.512849,673.702,0.58,0.59,0.512849,
12/31/2015,1780.0,,,,0.0,,-347.0,347.0,168.0,179.0,,0.0,1433.0,-816.0,,225.0,58.0,533.0,617.0,-179.0,226.0,,,,226.0,226.0,,,-47.0,438.0,-33.0,405.0,6.0,6.0,0.0,399.0,0.0,399.0,0.0,-1.0,398.0,294.0,-110.0,673.028,0.59,0.6,0.436832,676.548,0.59,0.6,0.436832,
03/31/2016,2011.0,,,,0.0,0.0,-430.0,430.0,197.0,233.0,,0.0,1581.0,-758.0,,229.0,79.0,450.0,823.0,-163.0,224.0,,,,224.0,224.0,,,-61.0,660.0,-179.0,481.0,0.0,0.0,0.0,481.0,0.0,481.0,0.0,-2.0,479.0,456.0,-23.0,675.441,0.71,0.71,0.675114,678.817,0.71,0.71,0.675114,
06/30/2016,1785.0,,,,0.0,0.0,-330.0,330.0,183.0,147.0,,0.0,1455.0,-730.0,,231.0,74.0,425.0,725.0,-50.0,224.0,,,,224.0,224.0,,,-174.0,675.0,-192.0,483.0,0.0,0.0,0.0,483.0,0.0,483.0,0.0,-1.0,482.0,379.0,-103.0,677.145,0.71,0.71,0.559703,680.729,0.71,0.71,0.558692,
09/30/2016,1889.0,,,,0.0,0.0,-378.0,378.0,227.0,151.0,,0.0,1511.0,-725.0,,232.0,76.0,417.0,786.0,-174.0,223.0,,,,223.0,223.0,,,-49.0,612.0,-139.0,473.0,0.0,0.0,0.0,473.0,0.0,473.0,0.0,-1.0,472.0,426.0,-46.0,678.114,0.7,0.7,0.628213,680.348,0.69,0.69,0.622388,
12/31/2016,1832.0,,,,0.0,,-359.0,359.0,184.0,175.0,,0.0,1473.0,-759.0,,234.0,72.0,453.0,714.0,-111.0,217.0,,,,217.0,217.0,,,-106.0,603.0,-138.0,465.0,0.0,0.0,0.0,465.0,0.0,465.0,0.0,-2.0,463.0,408.0,-55.0,679.641,0.68,0.68,0.600317,681.863,0.68,0.68,0.599339,
03/31/2017,1951.0,,,,0.0,0.0,-406.0,406.0,191.0,215.0,,0.0,1545.0,-787.0,,242.0,75.0,470.0,758.0,-226.0,217.0,,,,217.0,217.0,,,9.0,532.0,-129.0,403.0,0.0,0.0,0.0,403.0,0.0,403.0,0.0,0.0,403.0,425.0,22.0,680.882,0.59,0.59,0.62419,683.084,0.59,0.59,0.622207,
06/30/2017,1725.0,,,,0.0,0.0,-319.0,319.0,183.0,136.0,,0.0,1406.0,-748.0,,246.0,70.0,432.0,658.0,-290.0,222.0,,,,222.0,222.0,,,68.0,368.0,-76.0,292.0,0.0,0.0,0.0,292.0,0.0,292.0,0.0,0.0,292.0,356.0,64.0,683.841,0.43,0.43,0.520589,686.351,0.43,0.43,0.520589,
09/30/2017,1845.0,,,,0.0,0.0,-345.0,345.0,202.0,143.0,,0.0,1500.0,-764.0,,257.0,69.0,438.0,736.0,-265.0,230.0,,,,230.0,230.0,,,35.0,471.0,-116.0,355.0,0.0,0.0,0.0,355.0,0.0,355.0,0.0,0.0,355.0,388.0,33.0,686.563,0.52,0.52,0.565134,688.746,0.51,0.51,0.557913,
12/31/2017,1926.0,,,,0.0,0.0,-374.0,374.0,183.0,191.0,,0.0,1552.0,-803.0,,263.0,78.0,462.0,749.0,-208.0,232.0,,,,232.0,232.0,,,-24.0,541.0,-463.0,78.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,78.0,384.0,306.0,689.563,0.11,0.11,0.556874,691.046,0.11,0.11,0.552807,
03/31/2018,2126.0,,,,0.0,0.0,-455.0,455.0,214.0,241.0,,0.0,1671.0,-820.0,,269.0,83.0,468.0,851.0,-282.0,234.0,-5.0,5.0,,239.0,239.0,,,48.0,569.0,-117.0,452.0,0.0,0.0,0.0,452.0,0.0,452.0,0.0,-1.0,451.0,516.0,65.0,694.514,0.65,0.65,0.742966,695.322,0.65,0.65,0.742966,
06/30/2018,1848.0,,,,0.0,0.0,-337.0,337.0,189.0,148.0,,0.0,1511.0,-853.0,,273.0,74.0,506.0,658.0,-1.0,235.0,,,,235.0,235.0,,,-234.0,657.0,-142.0,515.0,0.0,0.0,0.0,515.0,0.0,515.0,0.0,0.0,515.0,384.0,-131.0,699.006,0.74,0.74,0.549352,700.976,0.73,0.73,0.543118,
09/30/2018,1872.0,,,,0.0,0.0,-355.0,355.0,206.0,149.0,,0.0,1517.0,-831.0,,275.0,77.0,479.0,686.0,-138.0,236.0,-8.0,5.0,3.0,244.0,244.0,,,-98.0,548.0,-103.0,445.0,0.0,0.0,0.0,445.0,0.0,445.0,0.0,-1.0,444.0,421.0,-23.0,703.73,0.63,0.63,0.598241,710.517,0.62,0.62,0.587629,
12/31/2018,1939.0,,,,0.0,0.0,-397.0,397.0,190.0,207.0,,0.0,1542.0,-885.0,,277.0,78.0,530.0,657.0,-146.0,245.0,,,,245.0,245.0,,,-99.0,511.0,-96.0,415.0,0.0,0.0,0.0,415.0,0.0,415.0,0.0,0.0,415.0,382.0,-33.0,720.234,0.57,0.57,0.530383,727.387,0.57,0.57,0.524632,
03/31/2019,2079.0,,,,0.0,0.0,-444.0,444.0,194.0,250.0,,0.0,1635.0,-854.0,,284.0,80.0,490.0,781.0,-189.0,230.0,-11.0,5.0,6.0,241.0,241.0,,,-41.0,592.0,-126.0,466.0,0.0,0.0,0.0,466.0,0.0,466.0,0.0,0.0,466.0,508.0,42.0,721.023,0.65,0.65,0.704555,729.953,0.64,0.64,0.697538,
06/30/2019,1803.0,,,,0.0,0.0,-306.0,306.0,168.0,138.0,,0.0,1497.0,-857.0,,300.0,75.0,482.0,640.0,-115.0,237.0,-9.0,6.0,3.0,246.0,246.0,,,-122.0,525.0,-84.0,441.0,0.0,0.0,0.0,441.0,0.0,441.0,0.0,0.0,441.0,422.0,-19.0,721.785,0.61,0.61,0.584662,730.915,0.6,0.6,0.574005,
09/30/2019,1933.0,,,,0.0,0.0,-344.0,344.0,194.0,150.0,,0.0,1589.0,-863.0,,306.0,77.0,480.0,726.0,-133.0,250.0,-9.0,6.0,3.0,259.0,259.0,,,-117.0,593.0,-118.0,475.0,0.0,0.0,0.0,475.0,0.0,475.0,0.0,0.0,475.0,445.0,-30.0,722.259,0.66,0.66,0.616122,731.151,0.65,0.65,0.608969,
12/31/2019,1954.0,,,,0.0,0.0,-338.0,338.0,153.0,185.0,,0.0,1616.0,-923.0,,309.0,81.0,533.0,693.0,-248.0,214.0,-34.0,6.0,28.0,248.0,248.0,,,34.0,445.0,-81.0,364.0,0.0,0.0,0.0,364.0,0.0,364.0,0.0,0.0,364.0,431.0,67.0,748.745,0.49,0.49,0.57563,754.762,0.48,0.48,0.56877,
03/31/2020,2054.0,,,,0.0,0.0,-364.0,364.0,163.0,201.0,,0.0,1690.0,-873.0,,317.0,80.0,476.0,817.0,-123.0,244.0,-4.0,3.0,1.0,248.0,248.0,,,-121.0,694.0,-140.0,554.0,0.0,0.0,0.0,554.0,0.0,554.0,0.0,-1.0,553.0,513.0,-40.0,767.948,0.72,0.72,0.668014,768.738,0.72,0.72,0.667967,
06/30/2020,1739.0,,,,0.0,0.0,-271.0,271.0,138.0,133.0,,0.0,1468.0,-873.0,,319.0,67.0,487.0,595.0,-177.0,247.0,-6.0,5.0,1.0,253.0,253.0,,,-70.0,418.0,-74.0,344.0,0.0,0.0,0.0,344.0,0.0,344.0,0.0,-1.0,343.0,410.0,67.0,768.768,0.45,0.45,0.533321,769.408,0.45,0.45,0.533321,
09/30/2020,2037.0,,,,,,,,,,,,,,,,,,877.0,,,,,,,,,,,,,465.333,,,,,,465.333,,,465.333,462.667,,,0.603,0.603,0.609,,0.603,0.603,0.609,
12/31/2020,1908.333,,,,,,,,,,,,,,,,,,799.0,,,,,,,,,,,,,392.333,,,,,,392.333,,,392.333,391.0,,,0.507,0.507,0.556,,0.507,0.507,0.556,
