Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1991,173.399994,-118.699997,54.699997,-48.900002,5.8,-1.0,,0.4,5.2,-2.4,2.8,0.0,,2.8,0.0,,2.8,,,2.8,,0.038,0.038,75.0,0.038,0.038,0.038,75.0,
06/30/1991,185.800003,-126.0,59.800003,-50.099998,9.7,-0.8,,0.6,9.5,-4.4,5.1,0.0,,5.1,0.0,,5.1,,,5.1,,0.068,0.068,75.0,0.068,0.068,0.068,75.0,
09/30/1991,199.5,-137.600006,61.899994,-49.599998,12.3,-0.7,,-19.9,-8.299999,3.6,-4.7,0.0,,-4.7,0.0,,-4.7,,,-4.7,,-0.062,-0.062,75.0,-0.062,-0.062,-0.062,75.0,
12/31/1991,199.0,-137.5,61.5,-51.299999,10.2,-0.9,,0.0,9.3,-4.8,4.5,0.0,,4.5,0.0,,4.5,,,4.5,,0.06,0.06,75.0,0.06,0.06,0.06,75.0,
03/31/1992,195.800003,-132.600006,63.199997,-53.799999,9.4,-0.5,,0.2,9.1,-4.2,4.9,0.0,,4.9,0.0,,4.9,,,4.9,,0.064,0.064,75.749998,0.064,0.064,0.064,75.749998,
06/30/1992,201.800003,-138.199997,63.600006,-52.400002,11.2,-0.4,,0.5,11.3,-4.8,6.5,0.0,,6.5,0.0,,6.5,,,6.5,,0.082,0.082,79.875002,0.082,0.082,0.082,79.875002,
09/30/1992,210.899994,-144.5,66.399994,-53.400002,13.0,-0.4,,2.0,14.6,-6.3,8.3,0.0,,8.3,0.0,,8.3,,,8.3,,0.104,0.104,79.875002,0.104,0.104,0.104,79.875002,
12/31/1992,205.300003,-140.100006,65.199997,-52.599998,12.6,-0.6,,0.4,12.4,-5.3,7.1,0.0,,7.1,0.0,,7.1,,,7.1,,0.086,0.086,79.910002,0.086,0.086,0.086,79.910002,
03/31/1993,228.199997,-159.5,68.699997,-57.700001,11.0,-1.2,,0.7,10.5,-4.5,6.0,0.0,,6.0,0.0,,6.0,,,6.0,,0.074,0.074,82.294998,0.074,0.074,0.074,82.294998,
06/30/1993,240.899994,-167.600006,73.299988,-58.0,15.3,-2.1,,2.2,15.4,-6.8,8.6,0.0,,8.6,0.0,,8.6,,,8.6,,0.104,0.104,82.5,0.104,0.104,0.104,82.5,
09/30/1993,260.200012,-184.899994,75.300018,-56.599998,18.700001,-2.2,,0.5,17.000001,-7.3,9.7,0.0,,9.7,0.0,,9.7,,,9.700001,,0.118,0.118,81.999998,0.118,0.118,0.118,81.999998,
12/31/1993,249.100006,-173.699997,75.400009,-59.700001,15.7,-2.4,,1.6,14.9,-6.6,8.3,0.0,,8.3,0.0,,8.3,,,8.3,,0.102,0.102,81.999998,0.102,0.102,0.102,81.999998,
03/31/1994,240.399994,-171.399994,69.0,-55.599998,13.4,-2.3,,0.7,11.8,-5.2,6.6,0.0,0.0,6.6,0.0,,6.6,,,6.6,,0.082,0.082,81.499996,0.082,0.082,0.082,81.499996,
06/30/1994,269.700012,-190.800003,78.900009,-62.200001,16.700001,-2.1,,3.1,17.700001,-7.6,10.1,0.0,0.0,10.1,0.0,,10.1,,,10.100001,,0.122,0.122,81.999998,0.122,0.122,0.122,81.999998,
09/30/1994,307.399994,-222.5,84.899994,-66.800003,18.1,-2.4,,2.2,17.9,-7.8,10.1,0.0,0.0,10.1,0.0,,10.1,,,10.1,,0.122,0.122,81.999998,0.122,0.122,0.122,81.999998,
12/31/1994,309.200012,-223.100006,86.100006,-70.400002,15.7,-2.2,,1.8,15.3,-6.4,8.9,0.0,0.0,8.9,0.0,,8.9,,,8.9,,0.11,0.11,81.499996,0.11,0.11,0.11,81.499996,
03/31/1995,303.100006,-219.199997,83.900009,-70.400002,13.5,-2.3,,0.1,11.3,-4.5,6.8,0.0,0.0,6.8,0.0,,6.8,,,6.8,,0.084,0.084,81.499996,0.084,0.084,0.084,81.499996,
06/30/1995,314.899994,-223.5,91.399994,-74.400002,17.0,-2.5,,1.8,16.3,-6.1,10.2,0.0,0.0,10.2,0.0,,10.2,,,10.2,,0.124,0.124,81.999998,0.124,0.124,0.124,81.999998,
09/30/1995,333.700012,-243.600006,90.100006,-80.099998,10.0,-2.4,,-34.200001,-26.600001,10.8,-15.8,0.0,0.0,-15.8,0.0,,-15.8,,,-15.800001,,-0.192,-0.192,81.999998,-0.192,-0.192,-0.192,81.999998,
12/31/1995,484.100006,-362.600006,121.5,-109.5,12.0,-7.8,,-0.9,3.3,-1.3,2.0,0.0,0.0,2.0,0.0,,2.0,,,2.0,,0.024,0.024,82.5,0.024,0.024,0.024,82.5,
03/31/1996,516.0,-380.399994,135.600006,-118.400002,17.200001,-8.6,,-0.5,8.1,-3.6,4.5,0.0,0.0,4.5,0.0,,4.5,3.3,0.0,7.8,0.094,0.054,0.054,83.999996,0.094,0.054,0.054,83.999996,
06/30/1996,532.200012,-389.299988,142.900024,-119.0,23.9,-7.8,,-0.6,15.499999,-7.1,8.4,0.0,0.0,8.4,0.0,,8.4,3.2,0.0,11.6,0.14,0.102,0.102,82.355003,0.124,0.092,0.092,102.5,
09/30/1996,541.0,-394.600006,146.399994,-121.0,25.4,-5.7,,1.5,21.2,-9.7,11.5,0.0,0.0,11.5,0.0,,11.5,2.5,0.0,14.0,0.142,0.116,0.116,99.139996,0.136,0.112,0.112,102.5,
12/31/1996,555.200012,-401.600006,153.600006,-125.5,28.1,-5.0,,-0.3,22.8,-10.4,12.4,0.0,0.0,12.4,0.0,,12.4,2.3,0.0,14.700001,0.146,0.124,0.124,100.500002,0.142,0.12,0.12,103.999996,
03/31/1997,526.700012,-380.399994,146.300018,-121.5,24.799999,-6.1,,1.6,20.299999,-9.3,11.0,0.0,0.0,11.0,0.0,,11.0,1.1,0.0,12.099999,0.118,0.108,0.108,101.850004,0.116,0.106,0.106,103.999996,
06/30/1997,542.599976,-394.100006,148.499969,-127.400002,21.1,-6.0,,2.8,17.9,-8.3,9.6,0.0,0.0,9.6,0.0,,9.6,3.8,0.0,13.4,0.132,0.0948,0.0948,101.274996,0.13,0.094,0.094,103.699999,
09/30/1997,554.799988,-401.799988,153.0,-128.5,24.5,-5.4,,-9.8,9.3,-5.4,3.9,0.0,0.0,3.9,0.0,,3.9,8.325,0.0,12.224999,0.12,0.04,0.04,101.700001,0.12,0.04,0.04,105.100002,
12/31/1997,551.200012,-407.299988,143.900024,-141.399994,2.5,-5.5,,-49.599998,-52.599998,-2.4,-55.0,0.0,0.0,-55.0,0.0,,-55.0,64.425003,0.0,9.425004,0.09,-0.54,-0.54,101.999998,0.09,-0.54,-0.54,101.999998,
03/31/1998,549.099976,-398.0,151.099976,-128.0,23.1,-24.9,,-66.300003,-68.100002,26.200001,-41.900002,0.0,0.0,-41.900002,0.0,,-41.900002,47.32,,5.419998,0.133,-1.05,-1.05,40.0,0.133,-1.05,-1.05,40.0,
