Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1996,4.988,0.286,3.608,0.986,,,0.986,0.108,,,,0.108,,,-5.694,,,,-5.694,,,,,,,,,,5.694,,,,,,,,,,,,
06/30/1996,3.099,0.411,3.922,0.523,,,0.523,-1.757,,,,-1.757,,,-5.468,,,,-5.468,,,,,,,,,,5.468,,,,,,,,,,,,
09/30/1996,2.53,0.0,4.366,-0.916,,,-0.916,-0.92,,,,-0.92,,-6.251,-6.251,,,,-6.251,,,,,,,,,,0.0,,,,,,,,,-3.721,,,
12/31/1996,5.283,-2.466,5.04,2.888,,,2.888,-0.179,,,,-0.179,,-7.033,-7.033,,,,-7.033,,,,,,,,,,0.0,,,,,,,,,-1.75,,,
03/31/1997,5.411,-0.516,5.722,0.159,,,0.159,0.046,,,,0.046,,-23.656,-5.426,0.0,,,-5.426,,,0.0,0.0,0.0,,,,,-18.23,16.559,0.0,16.658,0.066,0.066,0.0,-0.165,,-1.686,,,
06/30/1997,1.46,-0.969,6.243,1.066,,,1.066,-4.88,,,,-4.88,,-42.358002,-7.532,0.0,,,-7.532,,,0.0,0.0,0.0,,,,,-34.826002,39.716,0.0,39.913,0.0,0.0,0.0,-0.197,,-1.182,,,
09/30/1997,6.505,-0.325,6.53,1.005,,,1.005,-0.705,,,,-0.705,,-36.556999,-7.66,0.0,,,-7.66,,,0.0,0.0,0.0,,,,,-28.896999,31.709001,0.0,32.072001,0.587,0.587,0.0,-0.95,,1.657,,,
12/31/1997,9.044,-2.711,8.612,-1.547,,,-1.547,4.69,,,,4.69,,-129.947006,-17.702,0.0,,,-17.702,,,0.0,0.0,0.0,,,,,-112.245006,143.171,0.0,143.666,0.133,0.133,0.0,-0.628,,22.268,,,
03/31/1998,0.459,-1.037,7.52,3.348,,0.181,3.167,-9.372,-4.264,-0.039,-2.135,-2.934,,-55.819,-12.622,,,,-12.622,,,,,,,,,,-43.197,56.063,,56.15,,,,-0.087,,0.703,,14.558,
06/30/1998,11.507,-0.261,12.122,1.312,,,1.312,-1.666,,,,-1.666,,-37.375,-11.976,0.0,,,-11.976,,,0.0,0.0,0.0,,,,,-25.399,38.144996,0.0,-95.793997,134.511993,134.511993,0.0,-0.573,,12.277,,,
09/30/1998,24.372,-4.614,12.84,10.958,,2.577,8.381,5.188,-10.129,-0.385,1.367,14.335,,-53.682,-15.026,0.0,,,-15.026,,,0.0,0.0,0.0,,,,,-38.656,15.243,0.0,14.873,0.478,0.478,0.0,-0.108,,-14.067,,15.242,
12/31/1998,22.399,-1.322,12.926,6.613999,,,6.613999,4.181,,,,4.181,,-34.63299,-19.235001,0.0,,,-19.235001,,,0.0,0.0,0.0,,,,,-15.397989,13.427009,0.0,12.417009,1.521,1.521,0.0,-0.511,,1.193,,,
