Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/02/1991,662.633972,51.821999,51.821999,,88.524002,,,223.598007,,,,,51.008999,,,,,414.953003,203.128998,316.031006,-112.902,11.542,,33.009998,,,,33.009998,247.680996,,166.677002,166.677002,,,,40.416,,,,,56.981003,,,56.981003,264.074005,31.334999,,,,31.018999,,,,,,31.018999,62.353998,326.428003,,35.59,,,,,300.615997,336.205997,,336.205997,662.634001,
02/01/1992,637.015015,106.911003,106.911003,,43.995998,,,186.75,,,,,58.550999,,,,,396.208008,181.753006,285.998993,-104.246002,32.68,,26.374001,,,,26.374001,240.807007,,135.147995,135.147995,,,,4.82,,,,,73.951011,,,73.951011,213.919006,31.198999,,,,29.688999,,,,,,29.688999,60.887998,274.807004,,48.367001,,,0.0,,313.841003,362.208004,,362.208004,637.015008,
05/02/1992,665.692017,98.251999,98.251999,,47.192001,,,212.703995,,,,,54.577999,,,,,412.726013,191.440002,302.290985,-110.850998,33.638,,27.888,,,,27.888,252.966003,,142.727997,142.727997,,,,4.823,,,,,78.178999,,,78.178999,225.729996,31.063,,,,30.188999,,,,,,30.188999,61.251999,286.981995,,51.435001,,,,,327.274994,378.709995,,378.709995,665.69199,
08/01/1992,703.656982,98.871002,98.871002,,42.792999,,,227.360001,,,,,59.094002,,,,,428.118011,200.572006,318.424011,-117.851997,41.43,,33.536999,,,,33.536999,275.539005,,160.692993,160.692993,,,,4.828,,,,,76.761004,,,76.761004,242.281998,30.924,,,,30.688999,,,,,,30.688999,61.612999,303.894997,,51.785,,,,,347.97699,399.76199,,399.76199,703.656986,
10/31/1992,709.401978,64.584,64.584,,45.034,,,242.927002,,,,,68.996002,,,,,421.540985,213.242004,338.428986,-125.186996,41.967999,,32.651001,,,,32.651001,287.861004,,156.371002,156.371002,,,,4.827,,,,,74.139003,,,74.139003,235.337006,26.382,,,,31.188999,,,,,,31.188999,57.570999,292.908005,,52.120998,,,,,364.372986,416.493984,,416.493984,709.401989,
01/30/1993,737.250977,149.548004,98.786003,50.762001,0.0,,,208.445007,,,,,75.592003,,,,,433.584991,214.059998,343.165985,-129.106003,57.658001,,31.948,,,,31.948,303.665999,,147.225006,147.225006,,,,4.828,,,,,81.448993,,,81.448993,233.501999,26.246,,,,32.194,,,,,,32.194,58.44,291.941999,0.0,61.952999,,,0.0,,383.355988,445.308987,0.0,445.308987,737.250986,
05/01/1993,781.593994,91.758999,52.730999,39.028,0.0,,,248.800995,,,,,70.185997,,,,,410.746002,224.688995,362.006012,-137.317001,107.214996,,38.944,,,,38.944,370.847992,,184.722,184.722,,,,4.738,,,,,74.411002,,,74.411002,263.871002,27.445999,,,,26.1,,,,,,26.1,53.546,317.417002,0.0,62.902,,,0.0,,401.274994,464.176994,0.0,464.176994,781.593996,
07/31/1993,799.58197,60.228003,43.191002,17.037001,0.0,,,284.554993,,,,,76.536003,,,,,421.319,238.979996,384.688995,-145.709,104.666,,34.617001,,,,34.617001,378.262997,,178.445999,178.445999,,,,5.002,,,,,78.817016,,,78.817016,262.265015,26.944,,,,26.6,,,,,,26.6,53.544001,315.809015,0.0,63.271,,,0.0,,420.502014,483.773014,0.0,483.773014,799.582029,
10/30/1993,823.947021,58.894001,25.82,33.074001,0.0,,,298.834991,,,,,78.819,,,,,436.548004,256.328003,411.093994,-154.766006,93.011002,,38.060001,,,,38.060001,387.399006,,185.529007,185.529007,,,,5.003,,,,,86.452002,,,86.452002,276.984009,22.538,,,,27.1,,,,,,27.1,49.638,326.622009,0.0,62.966,,,0.0,,434.359009,497.325008,0.0,497.325008,823.947018,
01/29/1994,829.232971,97.68,52.389999,45.290001,0.0,,,259.527008,,,,,83.097,,,,,440.303986,254.334,416.028992,-161.695007,83.695,,50.900002,,,,50.900002,388.929002,,147.638,147.638,,,,5.005,,,,,105.75501,,,105.75501,258.39801,22.298,,,,26.437,,,,,,26.437,48.735,307.13301,0.0,64.482002,,,0.0,,457.618011,522.100013,0.0,522.100013,829.233023,
04/30/1994,876.327026,74.792,29.834999,44.957001,0.0,,,297.878998,,,,,106.456001,,,,,479.127014,265.300995,436.651001,-171.350006,83.913002,,47.986,,,,47.986,397.199997,,187.910004,187.910004,,,,5.006,,,,,99.84599,,,99.84599,292.761993,22.117001,,,,26.937,,,,,,26.937,49.054001,341.815994,0.0,65.067001,,,0.0,,469.444,534.511002,0.0,534.511002,876.326996,
06/30/1994,892.870972,122.916004,80.440002,42.476002,0.0,,,313.915009,,,,,87.960999,,,,,524.791992,270.036011,451.505005,-181.468994,49.446999,,48.596001,,,,48.596001,368.07901,,199.955994,199.955994,,,,5.007,,,,,88.157001,,,88.157001,293.119995,21.937,,,,27.437,,,,,,27.437,49.374001,342.493996,0.0,65.197998,,,0.0,,485.178986,550.376984,0.0,550.376984,892.870979,
10/29/1994,902.309998,66.154999,18.466,47.688999,0.0,,,333.782013,,,,,93.228996,,,,,493.165985,278.760986,470.845001,-192.084,78.196999,,52.186001,,,,52.186001,409.143986,,193.895004,193.895004,,,,13.506,,,,,94.122006,,,94.122006,301.52301,17.473,,,,27.937,,,,,,27.937,45.41,346.93301,0.0,65.197998,,,0.0,,490.178986,555.376984,0.0,555.376984,902.309994,
01/28/1995,840.809021,84.103001,43.923,40.18,0.0,,,258.552002,,,,,89.059998,,,,,431.714996,286.252991,483.372009,-197.119003,76.987999,,45.853001,,,,45.853001,409.09399,,137.621994,137.621994,,,,5.002,,,,,97.276,,,97.276,239.899994,17.298,,,,24.789,,,,,,24.789,42.087,281.986994,0.0,65.464996,,,0.0,,493.356995,558.821991,0.0,558.821991,840.808985,
04/29/1995,872.963989,62.335001,30.385,31.950001,0.0,,,320.183014,,,,,76.633003,,,,,459.151001,285.747009,493.859985,-208.113007,78.486,,49.580002,,,,49.580002,413.813011,,186.201004,186.201004,,,,5.004,,,,,86.449995,,,86.449995,277.654999,17.118,,,,24.789,,,,,,24.789,41.907,319.561998,0.0,66.019997,,,0.0,,487.381989,553.401985,0.0,553.401985,872.963984,
06/30/1995,842.921021,43.604,22.860001,20.743999,0.0,,,316.897003,,,,,67.933998,,,,,428.434998,280.881989,500.212006,-219.330002,78.146004,,55.458,,,,55.458,414.485992,,160.858002,160.858002,,,,5.004,,,,,86.930997,,,86.930997,252.792999,15.939,,,,24.789,,,,,,24.789,40.728,293.520999,0.0,66.063004,,,0.0,,483.337006,549.400009,0.0,549.400009,842.921008,
10/28/1995,844.291992,66.693998,40.931999,25.761999,0.0,,,359.343994,,,,,81.648003,,,,,507.686005,277.339996,508.298004,-230.957993,8.872,,50.394001,,,,50.394001,336.605997,,194.899002,194.899002,,,,0.72,,,,,82.538987,,,82.538987,278.15799,15.758,,,,24.789,,,,,,24.789,40.547,318.704989,0.0,65.933998,,,0.0,,459.653015,525.587013,0.0,525.587013,844.292003,
02/03/1996,681.745972,59.171001,25.117001,34.054001,0.0,,,220.850006,,,,,125.540001,,,,,405.561005,234.587997,435.531006,-200.942993,7.309,,34.287998,,,,34.287998,276.184996,,40.471001,40.471001,,,,57.691002,,,,,107.942001,,,107.942001,206.104004,38.102001,,,,18.511,,,,,,18.511,56.613001,262.717005,0.0,65.237999,,,0.0,,353.790985,419.028984,0.0,419.028984,681.745989,
05/04/1996,679.517029,60.936001,24.360001,36.576,0.0,,,237.091003,,,,,113.487999,,,,,411.515015,225.936005,435.73999,-209.804001,7.952,,34.113998,,,,34.113998,268.002003,,46.924999,46.924999,,,,65.880997,,,,,98.325001,,,98.325001,211.130997,35.623001,,,,18.511,,,,,,18.511,54.134001,265.264997,0.0,67.643997,,,0.0,,346.608002,414.251999,0.0,414.251999,679.516996,
08/03/1996,730.508972,205.456993,170.289993,35.167,0.0,,,215.054993,,,,,47.812,,,,,468.324005,218.406006,437.20401,-218.798004,8.353,,35.425999,,,,35.425999,262.185004,,61.194,61.194,,,,0.363,,,,,92.010001,,,92.010001,153.567001,139.604996,,,,18.511,,,,,,18.511,158.115995,311.682997,0.0,72.057999,,,0.0,,346.768005,418.826004,0.0,418.826004,730.509001,
11/02/1996,728.030029,106.071995,65.117996,40.953999,0.0,,,248.158005,,,,,52.687,,,,,406.916992,211.304993,437.248993,-225.944,79.524002,,30.284,,,,30.284,321.112995,,60.661999,60.661999,,,,0.015,,,,,91.798007,,,91.798007,152.475006,138.132004,,,,18.511,,,,,,18.511,156.643003,309.11801,0.0,73.952003,,,0.0,,344.959991,418.911995,0.0,418.911995,728.030005,
02/01/1997,710.396973,134.834995,78.978996,55.855999,0.0,,,193.977005,,,,,37.414001,,,,,366.226013,200.393997,438.933014,-238.539001,119.974998,,23.802,,,,23.802,344.170995,,55.500999,55.500999,,,,0.016,,,,,86.565002,,,86.565002,142.082001,138.128006,,,,9.152,,,,,,9.152,147.280006,289.362007,0.0,73.364998,,,0.0,,347.670013,421.035011,0.0,421.035011,710.397018,
05/03/1997,712.294006,111.305,59.032001,52.272999,0.0,,,215.408005,,,,,37.618999,,,,,364.332001,193.205002,440.235992,-247.031006,132.597,,22.16,,,,22.16,347.962002,,62.881001,62.881001,,,,0.016,,,,,84.032992,,,84.032992,146.929993,138.123993,,,,9.152,,,,,,9.152,147.275993,294.205986,0.0,73.183998,,,0.0,,344.903992,418.08799,0.0,418.08799,712.293976,
08/02/1997,730.450012,93.872002,37.583,56.289001,0.0,,,200.548996,,,,,41.158001,,,,,335.57901,186.841003,443.005005,-256.164001,186.975006,,21.055,,,,21.055,394.87101,,65.884003,65.884003,,,,0.016,,,,,91.066993,,,91.066993,156.966995,138.123993,,,,9.152,,,,,,9.152,147.275993,304.242989,0.0,74.117996,,,0.0,,352.088989,426.206985,0.0,426.206985,730.449974,
11/01/1997,766.098022,74.099998,31.0,43.099998,0.0,,,254.177994,,,,,36.139999,,,,,364.417999,181.367004,446.35199,-264.984985,199.248001,,21.065001,,,,21.065001,401.680006,,101.730003,101.730003,,,,0.016,,,,,81.068999,,,81.068999,182.815002,138.119995,,,,9.152,,,,,,9.152,147.271996,330.086998,0.0,74.738998,,,0.0,,361.272003,436.011002,0.0,436.011002,766.098,
01/31/1998,709.737976,97.257997,12.349,84.908997,0.0,,,175.785004,,,,,32.838001,,,,,305.881012,186.003998,443.016998,-257.013,207.190994,,10.662,,,,10.662,403.856992,,53.623001,53.623001,,,,0.016,,,,,89.034003,,,89.034003,142.673004,138.115997,,,,12.139,,,,,,12.139,150.254997,292.928001,0.0,74.643997,,,-25.382,,367.547985,416.809982,0.0,416.809982,709.737984,
05/02/1998,737.911987,117.674004,48.93,68.744003,0.0,,,206.554001,,,,,43.609001,,,,,367.837006,175.654007,426.195007,-250.541,178.914993,,15.506,,,,15.506,370.075,,83.098999,83.098999,,,,0.016,,,,,109.730002,,,109.730002,192.845001,138.112,,,,12.139,,,,,,12.139,150.250999,343.096001,0.0,75.362,,,-27.181999,348.386993,-1.750984,394.81601,0.0,394.81601,737.91201,
08/01/1998,736.721008,98.584,47.174,51.41,0.0,,,194.990997,,,,,39.393002,,,,,332.967987,174.369003,432.865997,-258.497009,211.393005,,17.990999,,,,17.990999,403.753008,,82.771004,82.771004,,,,0.016,,,,,103.996993,,,103.996993,186.783997,135.112,,,,12.139,,,,,,12.139,147.250999,334.034996,0.0,75.797997,,,-29.162001,357.714996,-1.664995,402.685997,0.0,402.685997,736.720993,
10/31/1998,707.077026,105.354,32.632999,72.721001,0.0,,,217.0,,,,,35.727001,,,,,358.080994,172.423004,439.071014,-266.64801,152.158997,,24.414,,,,24.414,348.996,,83.197998,83.197998,,,,0.016,,,,,96.407096,,,96.407096,179.621094,122.278999,,,,12.139,,,,,,12.139,134.417999,314.039093,0.0,75.824997,,,-39.404999,357.290985,-0.673981,393.037003,0.0,393.037003,707.076096,
01/31/1999,684.648987,144.531998,43.789001,100.742996,0.0,,,171.326996,0.0,0.0,171.326996,,45.681,,,,,361.540009,154.582993,391.152008,-236.569,145.882004,,22.643999,0.0,,,22.643999,323.108995,,61.806,61.806,,,,0.016,,,,,107.444007,,,107.444007,169.266006,119.474998,,,,12.336,,,,,,12.336,131.810999,301.077005,0.0,75.607002,,,-39.404999,,347.369995,383.571999,0.0,383.571999,684.649004,
05/01/1999,683.598999,90.204004,22.002001,68.202003,0.0,,,204.395996,,,,,46.539001,,,,,341.139008,149.600006,393.307007,-243.707001,170.057007,,22.802999,,,,22.802999,342.460012,,84.288002,84.288002,,,,0.016,,,,,101.927001,,,101.927001,186.231003,96.139999,,,,12.336,,,,,,12.336,108.476,294.707003,0.0,76.007004,,,-39.444,354.156006,-1.826996,388.892014,0.0,388.892014,683.599016,
07/31/1999,730.039978,67.257,29.006001,38.250999,0.0,,,197.490005,,,,,50.238998,,,,,314.985992,148.173996,399.023987,-250.850006,239.005005,,27.875,,,,27.875,415.054001,,89.694,89.694,,,,0.016,,,,,121.993995,,,121.993995,211.703995,96.139999,,,,12.336,,,,,,12.336,108.476,320.179995,0.0,76.740997,,,-39.444,376.381012,-3.818024,409.859985,0.0,409.859985,730.03998,
10/30/1999,753.474976,55.413999,12.842,42.571999,0.0,,,262.488007,,,,,53.528,,,,,371.429993,153.621002,410.786011,-257.165009,199.865005,,28.559,,,,28.559,382.045008,,98.054001,98.054001,,,,0.017,,,,,133.538405,,,133.538405,231.609406,96.136002,,,,6.942,,,,,,6.942,103.078001,334.687407,0.0,79.154999,,,-40.824001,384.657013,-4.202,418.786011,0.0,418.786011,753.473418,
01/29/2000,784.796021,75.638001,34.299,41.339001,0.0,,,260.791992,0.0,0.0,260.791992,0.0,57.890999,,,,,394.321014,190.923996,450.401001,-259.47699,74.489998,,125.060997,97.404999,97.404999,0.0,27.655998,390.474991,,88.721001,88.721001,,,,1.92,,,,,142.304006,,,142.304006,232.945007,105.212997,,,,10.375,,,,,,10.375,115.587997,348.533004,0.0,87.088997,,,-40.824001,,389.998012,436.263008,0.0,436.263008,784.796012,
04/29/2000,841.482971,102.451,62.634998,39.816002,,,,292.208008,,,,,59.319,,,,,453.977997,191.447998,459.802002,-268.354004,73.794998,,122.262001,96.206001,96.206001,0.0,26.056,387.504997,,147.757996,147.757996,,,,1.939,-9.261,11.2,11.2,,130.256007,,,130.256007,279.953003,104.819,104.819,0.0,0.0,10.375,,,,,,10.375,115.194,395.147003,0.0,88.830002,,,-40.824001,402.156006,-3.825993,446.336014,0.0,446.336014,841.483017,
07/29/2000,844.242004,136.159,99.209,36.950001,,,,255.921997,,,,,55.938999,,,,,448.019989,201.462997,477.18399,-275.721008,72.764,,121.995003,95.008003,95.008003,0.0,26.987,396.222,,117.039001,117.039001,,,,3.088,-8.112,11.2,11.2,,132.563993,,,132.563993,252.690994,107.528999,107.528999,0.0,0.0,10.375,,,,,,10.375,117.903999,370.594994,0.0,89.830002,,,-41.536999,428.600006,-3.246021,473.646988,0.0,473.646988,844.241982,
10/28/2000,875.554993,100.612999,58.258999,42.354,0.0,,,306.063995,,,,,50.178001,,,,,456.855011,221.253006,505.56601,-284.312988,75.606003,,121.841003,93.809998,93.809998,0.0,28.031006,418.700012,,136.085007,136.085007,,,,5.221,-11.078,16.299,16.299,,127.379998,,,127.379998,268.686005,113.740997,113.740997,0.0,0.0,10.375,,,,,,10.375,124.115997,392.802002,0.0,90.222,,,-41.536999,436.498993,-2.430988,482.753006,0.0,482.753006,875.555008,
02/03/2001,852.767029,105.361,56.543999,48.817001,0.0,,,259.127014,0.0,0.0,259.127014,0.0,67.426003,,,,,431.914001,217.863007,504.071014,-286.208008,76.460999,,126.528999,92.519997,92.519997,0.0,34.009003,420.853004,,94.880997,94.880997,,,,4.954,,,,,123.689997,,,123.689997,223.524994,113.540001,,,,21.433001,,,,,,21.433001,134.973001,358.497995,0.0,92.050003,,,-41.536999,,442.755993,493.268997,1.0,494.268997,852.766993,
05/05/2001,922.104004,158.745003,103.678001,55.067001,0.0,,,311.605988,,,,,74.803001,,,,,545.153992,233.703995,529.896973,-296.192993,22.693001,,120.553001,91.297997,91.297997,0.0,29.255005,376.949997,,144.871002,144.871002,,,,5.957,-14.52,20.476999,20.476999,,130.813996,,,130.813996,281.641998,117.074997,117.074997,0.0,0.0,21.433001,,,,,,21.433001,138.507998,420.149996,0.0,95.370003,,,-41.536999,452.678986,-5.557972,500.954018,1.0,501.954018,922.104013,
08/04/2001,888.710022,170.843002,125.536003,45.306999,0.0,,,276.01001,,,,,66.393997,,,,,513.247009,238.645004,545.429016,-306.783997,17.334999,,119.483002,90.077003,90.077003,0.0,29.405998,375.463005,,105.459999,105.459999,,,,6.492,-15.633999,22.125999,22.125999,,119.887005,,,119.887005,231.839005,118.061996,118.061996,0.0,0.0,21.433001,,,,,,21.433001,139.494997,371.334002,0.0,95.584999,,,-41.536999,467.539001,-5.211018,516.375984,1.0,517.375984,888.709986,
11/03/2001,1298.218018,97.542,56.577999,40.964001,0.0,,,433.738007,,,,,109.060997,,,,,640.341003,326.216003,648.258972,-322.042999,10.199,,321.462006,285.011993,113.044998,171.966995,36.450012,657.877009,,149.432999,149.432999,,,,160.100006,135.627007,24.473,24.473,,175.51799,,,175.51799,485.050995,205.197998,205.197998,0.0,0.0,34.474998,,,,,,34.474998,239.672997,724.723991,0.0,111.753998,,,-1.899,467.699005,-5.060015,572.493988,1.0,573.493988,1298.217979,
02/02/2002,1143.917,84.991,36.64,48.351,,,,300.407,,,,,99.346,,,,,484.744,316.012,657.067,-341.055,22.015,,321.146,282.037,110.243,171.794,39.109,659.173,,107.891,107.891,,,,63.675,,,,,168.131,,,168.131,339.697,208.491,,,,44.927,,,,,,44.927,253.418,593.115,,114.456,,,,439.905,-4.559,549.802,1.0,550.802,1143.917,
05/04/2002,1186.887939,93.941998,37.398998,56.542999,,,,338.700012,,,,,112.405998,,,,,545.047974,310.18399,657.03302,-346.848999,22.85,,308.806,280.432007,108.807999,171.624008,28.373993,641.839991,,149.554993,149.554993,,,,71.904999,40.931999,30.973,30.973,,194.399017,,,194.399017,415.859009,165.979004,165.979004,0.0,0.0,33.687,,,,,,33.687,199.666004,615.525013,,119.250999,,,,456.216003,-5.042999,570.424004,0.939,571.363004,1186.888017,
08/03/2002,1201.880981,181.898998,120.890999,61.007999,,,,308.351013,,,,,127.497002,,,,,617.747009,303.098999,652.023987,-348.924988,29.014999,,252.020004,236.903,65.444,171.459,15.117004,584.134003,,141.119003,141.119003,,,,10.334,-18.795,29.129,29.129,,224.618988,,,224.618988,376.071991,189.992004,189.992004,0.0,0.0,8.787,,,,,,8.787,198.779004,574.850995,,211.714996,,,-18.271,437.790009,-4.753017,626.480988,0.549,627.029988,1201.880983,
11/02/2002,1210.459961,97.822002,46.256001,51.566002,,,,383.057007,,,,,113.836998,,,,,594.716003,323.890991,672.005005,-348.114014,33.813999,,258.039001,240.453003,69.158997,171.294006,17.585999,615.743992,,180.307999,180.307999,,,,37.905998,8.328999,29.577,29.577,,218.562004,,,218.562004,436.776001,202.608002,202.608002,0.0,0.0,8.787,,,,,,8.787,211.395001,648.171002,0.0,211.975998,,,-84.136002,438.291992,-4.356003,561.775986,0.513,562.288986,1210.459988,
02/01/2003,1139.156006,152.312,102.026001,50.285999,0.0,,,286.471985,0.0,0.0,286.471985,0.0,89.230003,,,,,528.013977,319.872986,668.16803,-348.295013,23.472,,267.796997,239.731995,68.594002,171.137993,28.065002,611.141983,,147.951996,147.951996,,,,12.595,,,,,170.742005,,,170.742005,331.289001,203.044998,,,,42.867001,,,,,,42.867001,245.911999,577.201,0.0,212.554993,,,-84.136002,,433.215012,561.634003,0.321,561.955003,1139.156003,
05/03/2003,1207.812,152.242,97.629,54.613,,,,342.448,,,,,99.365,,,,,594.055,321.073,681.106,-360.033,24.864,,267.82,239.567,68.594,170.973,28.253,613.757,,206.401,206.401,,,,13.644,-20.327,33.971,33.971,,162.952,,,162.952,382.997,203.45,203.45,0.0,0.0,49.492,,,,,,49.492,252.942,635.939,,213.208,,,-84.136,446.824,-4.023,571.873,,571.873,1207.812,
08/02/2003,1207.176,191.1,139.874,51.226,,,,307.052,,,,,98.348,,,,,596.5,320.411,694.817,-374.406,24.275,,265.99,239.402,68.594,170.808,26.588,610.676,,184.013,184.013,,,,14.626,-20.752,35.378,35.378,,159.796,,,159.796,358.435,204.102,204.102,0.0,0.0,53.372,,,,,,53.372,257.474,615.909,,213.59,,,-84.136,465.469,-3.656,591.267,,591.267,1207.176,
11/01/2003,1223.221,127.311,72.287,55.024,,,,408.17,,,,,80.749,,,,,616.23,319.322,698.052,-378.73,23.641,23.641,264.028,239.237,68.594,170.643,24.791,606.991,,195.553,195.553,,,,14.523,,,,,156.305,,,156.305,366.381,200.588,,,,61.986,,,,,,61.986,262.574,628.955,0.0,214.106,,,-84.136,467.628,-3.332,594.266,,594.266,1223.221,
01/31/2004,1173.07,179.469,123.781,55.688,0.0,,,309.995,0.0,0.0,,,76.202,,,,,565.666,328.009,775.5,-447.491,14.521,,264.874,237.434,66.956,170.478,27.44,607.404,,135.777,135.777,,,,17.278,,,,,146.433,,,146.433,299.488,202.819,,,,83.354,,,,,,83.354,286.173,585.661,0.0,214.351,,,-84.136,460.098,-2.904,587.409,0.0,587.409,1173.07,
