Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1989,117.961998,,-83.403999,,34.557999,,-24.743,,,,9.815,-4.16,,4.218,,-0.154,0.096,5.655,-2.226,,3.429,0.0,,,3.429,,3.429,0.0,,3.429,3.429,,36.457984,0.095238,0.095238,,36.457984,0.095238,0.095238,0.095238,
12/31/1989,145.039001,,-103.225998,,41.813004,,-28.624001,,,,13.189,-4.981,,5.218,,0.011,-0.248,8.208,-3.383,,4.825,0.0,,,4.825,,4.825,0.0,,4.825,4.825,,36.515258,0.130952,0.130952,,36.515258,0.130952,0.130952,0.130952,
03/31/1990,142.689987,,-103.480003,,39.209984,,-28.847,,,,10.36299,-5.344,,5.304,,-0.001,0.041,5.01899,-1.652,,3.36699,0.0,,,3.366991,,3.36699,0.0,,3.36699,3.36699,,36.670196,0.092857,0.092857,,36.670196,0.092857,0.092857,0.092857,
06/30/1990,151.004,,-110.34,,40.664,,-31.065,,,,9.599,-5.47,,5.547,,0.121,-0.198,4.129,-1.693,,2.436,0.0,,,2.436,0.0,2.436,0.0,,2.436,2.436,,36.7164,0.066667,0.066667,0.066667,36.7164,0.066667,0.066667,0.066667,
09/30/1990,131.594986,,-95.269997,,36.324989,,-28.854,,,,7.470991,-5.875,,5.78,,0.0,0.095,1.595991,-0.627,,0.968991,0.0,,,0.968991,,0.968991,0.0,,0.968991,0.968991,,36.762597,0.02619,0.02619,,36.762597,0.02619,0.02619,0.02619,
12/31/1990,167.18399,,-124.042,,43.141991,,-34.487999,,,,8.653989,-6.837,,6.625,,0.0,0.212,1.816989,-1.644,,0.172989,0.0,,,0.172989,,0.172989,0.0,,0.172989,0.172989,,36.766799,0.004762,0.004762,,36.766799,0.004762,0.004762,0.004762,
03/31/1991,149.063995,,-119.899002,,29.164993,,-34.692001,,,,-5.52701,-7.0,,6.202,,0.0,0.798,-12.527011,1.054,,-11.47301,0.0,,,-11.473011,,-11.47301,0.0,,-11.47301,-11.47301,,36.783598,-0.311905,-0.311905,,36.783598,-0.311905,-0.311905,-0.311905,
06/30/1991,139.098,,-111.117,,27.981,,-35.194,,,,-7.213,-4.319,,5.31,,0.0,-0.991,-11.532,2.099,,-9.433,0.0,,,-9.433,0.0,-9.433,0.0,,-9.433,-9.433,,36.8046,-0.257143,-0.257143,-0.257143,36.8046,-0.257143,-0.257143,-0.257143,
09/30/1991,135.824005,,-101.306,,34.518005,,-31.174999,,,,3.343,-5.623,,5.448,,0.0,0.175,-2.28,0.935,,-1.345,0.0,,,-1.345,,-1.345,0.0,,-1.345,-1.345,,36.851221,-0.035714,-0.035714,,36.851221,-0.035714,-0.035714,-0.035714,
12/31/1991,163.341995,,-119.962997,,43.378998,,-35.832001,,,,7.547,-5.058,,5.413,,0.0,-0.355,2.489,-1.01,,1.479,0.0,,,1.479,,1.479,0.0,,1.479,1.479,,36.851221,0.040476,0.040476,,36.851221,0.040476,0.040476,0.040476,
03/31/1992,151.992996,,-108.934998,,43.057999,,-34.722,,,,8.336,-5.435,,5.071,,0.0,0.364,2.901,-1.19,,1.711,0.0,,,1.711,,1.711,0.0,,1.711,1.711,,36.860846,0.045238,0.045238,,36.860846,0.045238,0.045238,0.045238,
06/30/1992,153.295,,-109.628,,43.667,,-35.346,,,,8.321,-5.538,,5.143,,0.0,0.395,2.783,-1.141,,1.642,0.0,,,1.642,0.0,1.642,0.0,,1.642,1.642,,39.375,0.042857,0.042857,0.042857,39.375,0.042857,0.042857,0.042857,
09/30/1992,144.744995,,-105.168999,,39.575996,,-36.263,,,,3.313,-5.625,,5.506,,0.0,0.119,-2.312,0.948,,-1.364,0.0,,,-1.364,,-1.364,0.0,,-1.364,-1.364,,45.340679,-0.030952,-0.030952,,45.340679,-0.030952,-0.030952,-0.030952,
12/31/1992,177.313995,,-127.906998,,49.406998,,-37.791,,,,11.616,-6.066,,5.931,,0.0,0.135,5.55,-2.215,,3.335,0.0,,,3.335,,3.335,0.0,,3.335,3.335,,45.373263,0.07381,0.07381,,45.373263,0.07381,0.07381,0.07381,
