Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,78.413002,21.997999,49.616001,20.927999,,20.927999,-14.129,,,-14.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,28.837,35.485001,47.165001,-81.903999,,-81.903999,28.091,,,28.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,88.316002,37.567001,70.897003,-20.888,,-20.888,0.74,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,93.967003,33.737,,23.179004,,23.179004,37.050999,,,37.050999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,37.931,25.636999,45.891998,16.934,,16.934,-50.532001,,,-50.532001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,50.941002,-105.143997,41.497002,117.904999,,117.904999,-3.317,,,-3.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,49.07,43.59,44.429001,1.681,,1.681,-40.630001,,,-40.630001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,98.025002,24.76,17.848,57.374,,57.374,-1.957,,,-1.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.025002,,,
03/31/1992,66.694,-1.064,43.245998,19.174999,,19.174999,5.337,,,5.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,119.533997,27.454,42.577999,38.178001,,38.178001,11.324,,,11.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,82.367996,14.695,37.555,35.193001,,35.193001,-5.075,,,-5.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,15.563,31.242001,41.443001,-8.571,,-8.571,-48.550999,,,-48.550999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.563,,,
03/31/1993,35.519001,23.841,42.834999,12.008,,12.008,-43.165001,,,-43.165001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,100.848,22.688999,41.641998,33.451,,33.451,3.066,,,3.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,79.563004,20.179001,42.666,14.784,,14.784,1.934,,,1.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,147.042999,20.099001,49.07,39.290999,,39.290999,38.583,,,38.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.042999,,,
03/31/1994,144.589005,23.688,50.429001,28.767,,28.767,41.705002,,,41.705002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,18.882,27.516001,49.488998,0.956,,0.956,-59.078999,,,-59.078999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,119.418999,37.269001,48.282001,4.154,,4.154,29.714001,,,29.714001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,54.393002,18.155001,50.685001,14.082,,14.082,-28.528999,,,-28.528999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.393002,,,
