Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1998,4146.887,59.512001,59.512001,0.0,416.86499,,,312.609009,,,,,57.400002,,,,,,846.385986,1214.894043,1950.256958,-735.362976,0.0,,2085.606934,,,,,2085.606934,3300.500977,,152.686996,152.686996,,,,284.269989,,,,,,181.644015,,,,181.644015,618.601,1043.140991,,,,,205.395004,,,205.395004,1248.535995,1867.136995,1801.093018,601.89502,,,0.0,,-123.237999,2279.750039,0.0,2279.750039,4146.887034,
06/30/1998,4055.594,34.063999,34.063999,0.0,423.544006,,,301.492004,,,,,41.890999,,,,,,800.991028,1180.598022,1942.458008,-761.859985,0.0,,2074.004883,,,,,2074.004883,3254.602905,,163.166,163.166,,,,164.061996,,,,,,205.878004,,,,205.878004,533.106,1039.488037,,,,,214.011002,,,214.011002,1253.499039,1786.605039,1801.093018,626.905029,,,0.0,,-159.009003,2268.989044,0.0,2268.989044,4055.594083,
09/30/1998,4015.541,39.914001,39.914001,0.0,438.440002,,,301.252014,,,301.252014,,50.271,,,,,,829.877014,1118.477051,1912.359985,-793.882996,0.0,,2067.187012,1870.444946,,,,196.742066,3185.664063,,170.216003,170.216003,,,,94.079002,,,,,,278.383995,,,,278.383995,542.679,1038.652954,,,,,236.097,,,236.097,1274.749954,1817.428954,1797.093018,632.546997,,,-10.267,,-221.261,2198.112015,0.0,2198.112015,4015.540969,
12/31/1998,4039.93,44.986,44.986,0.0,453.123993,,,275.312012,63.805,50.714001,176.964996,-16.172001,71.192001,,,,,,844.614014,1116.582031,1946.094971,-829.513,0.0,,2078.733887,1907.735962,,,,170.997925,3195.315918,,176.593994,176.593994,,,,85.130997,,,,,,273.265009,,,,273.265009,534.99,996.526001,,,,,280.276001,,,280.276001,1276.802002,1811.792002,1791.093018,618.88501,,,-17.233999,,-164.605997,2228.138032,0.0,2228.138032,4039.930034,
03/31/1999,4018.62,85.28,85.28,0.0,449.204,,,269.504,62.649,51.142,171.033,-15.32,71.626,,,,,,875.614,1070.809,1906.812,-836.003,0.0,,2072.197,1894.863,1894.863,0.0,,177.334,3143.006,,167.089,167.089,,,,278.857,278.857,0.0,0.0,,,257.329,,,,257.329,703.275,805.827,805.827,0.0,0.0,,281.796,,,281.796,1087.623,1790.898,1789.707,622.097,,,-11.807,20.738,-193.013,2227.722,0.0,2227.722,4018.62,
06/30/1999,3956.646,60.027,60.027,0.0,450.118,,,269.065,61.579,51.294,172.364,-16.172,72.226,,,,,,851.436,1043.403,1902.227,-858.824,0.0,,2061.807,1883.948,1883.948,0.0,,177.859,3105.21,,163.992,163.992,,,,148.656,148.656,0.0,0.0,,,252.034,,,,252.034,564.682,845.332,845.332,0.0,0.0,,288.291,,,288.291,1133.623,1698.305,1787.96,631.359,,,-11.838,54.051,-203.191,2258.341,0.0,2258.341,3956.646,
09/30/1999,3956.246,74.403,74.403,0.0,465.351,,,263.415,61.292,46.637,169.006,-13.52,70.311,,,,,,873.48,1030.7,1934.482,-903.782,0.0,,2052.066,1873.088,1873.088,0.0,,178.978,3082.766,,168.841,168.841,,,,238.115,238.115,0.0,0.0,,,271.509,,,,271.509,678.465,701.214,701.214,0.0,0.0,,290.81,,,290.81,992.024,1670.489,1787.938,635.595,,,-24.274,89.884,-203.386,2285.757,0.0,2285.757,3956.246,
12/31/1999,3855.233,13.672,13.672,0.0,470.046,,,245.934,60.596,43.021,157.341,-15.024,73.572,,,,,,803.224,1023.409,1946.131,-922.722,0.0,,2028.6,1859.958,1859.958,0.0,,168.642,3052.009,,175.166,175.166,,,,159.561,159.561,0.0,0.0,,,247.367,,,,247.367,582.094,665.116,665.116,0.0,0.0,,295.331,,,295.331,960.447,1542.541,1761.662,640.643,,,-23.652,132.073,-198.034,2312.692,0.0,2312.692,3855.233,
03/31/2000,3871.994,17.721,17.721,0.0,473.055,,,265.675,62.674,46.126,174.516,-17.641,74.534,,,,,,830.985,1006.448,1944.363,-937.915,0.0,,2034.561,1857.843,1857.843,0.0,,176.718,3041.009,,173.024,173.024,,,,135.843,,,,,,262.518,,,,262.518,571.385,706.902,,,,,290.54,,,290.54,997.442,1568.827,1701.407,644.993,,,-22.404,169.959,-190.788,2303.167,0.0,2303.167,3871.994,
06/30/2000,3865.078,18.766,18.766,0.0,483.415,,,272.291,64.433,51.378,174.748,-18.268,74.358,,,,,,848.83,995.59,1952.887,-957.297,0.0,,2020.658,1843.946,1843.946,0.0,,176.712,3016.248,,159.305,159.305,,,,149.443,,,,,,242.11,,,,242.11,550.858,690.275,,,,,288.748,,,288.748,979.023,1529.881,1698.417,647.283,,,-23.497,206.788,-193.794,2335.197,0.0,2335.197,3865.078,
