Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1992,235.602997,,-169.854004,,65.748993,,-48.419998,,,17.329,-26.491999,,33.202,,0.3,,-7.01,-9.162999,1.063,,,-8.1,0.0,,,-8.099999,-0.367,-8.467,0.0,,-8.467,-8.467,,50.889999,-0.17,-0.17,,50.889999,-0.17,-0.17,-0.17,
09/30/1992,232.296997,,-164.227997,,68.069,,-49.044998,,,19.024,-30.323,,31.403,,1.599,,-2.679,-11.299,0.304,,,-10.995,0.0,,,-10.995,-0.336,-11.331,0.0,,-11.331,-11.331,,50.889999,-0.22,-0.22,,50.889999,-0.22,-0.22,-0.22,
12/31/1992,199.473999,,-135.867004,,63.606995,,-57.389,,,6.218,-22.236999,,27.695999,,-2.388,,-3.071,-16.018999,-1.061,,,-17.08,0.0,,,-17.079999,-0.208,-17.288,0.0,,-17.288,-17.288,,50.899998,-0.34,-0.34,-0.34,50.899998,-0.34,-0.34,-0.34,
03/31/1993,198.518005,,-142.505997,,56.012009,,-44.738998,,,11.273,-20.050999,,26.136999,,-0.622,,-5.464,-8.777999,-4.541,,,-13.319,0.0,,,-13.318999,-0.171,-13.49,0.0,,-13.49,-13.49,,50.889999,-0.27,-0.27,,50.889999,-0.27,-0.27,-0.27,
06/30/1993,221.378006,,-171.671005,,49.707001,,-50.900002,,,-1.193,-22.324,,26.615,,-1.054,,-3.237,-23.517,-4.314,,,-27.830999,0.0,,,-27.831,-0.171,-28.002001,0.0,,-28.002001,-28.002001,,50.889999,-0.55,-0.55,,50.889999,-0.55,-0.55,-0.55,
09/30/1993,202.095993,,-156.893997,,45.201996,,-42.527,,,2.675,-18.737,,23.211,,-1.417,,-3.057,-16.062001,-2.502,,,-18.563999,0.0,,,-18.564001,-0.158,-18.722,0.0,,-18.722,-18.722,,50.889999,-0.37,-0.37,,50.889999,-0.37,-0.37,-0.37,
12/31/1993,183.330994,,-141.296005,,42.034989,,-47.522999,,,-5.488,-15.923,,23.156,,-0.206,,-7.027,-21.411,-1.356,,,-22.767,26.598,,,-49.365,-0.23,-49.595001,0.0,,-49.595001,-49.595001,,50.900002,-0.97,-0.45,-0.45,50.900002,-0.97,-0.45,-0.45,
03/31/1994,201.848999,,-146.955994,,54.893005,,-56.011002,,,-1.118,1.948999,,21.065001,,0.0,,-23.014,0.830999,-6.949,,,-6.118,0.0,,,-6.118001,-0.249,-6.367,0.0,,-6.367,-6.367,,50.965,-0.12,-0.12,,50.965,-0.12,-0.12,-0.12,
06/30/1994,237.113007,,-178.925003,,58.188004,,-54.25,,,3.938,-15.870999,,21.070999,,0.0,,-5.2,-11.932999,-3.354,,,-15.287,0.0,,,-15.286999,-0.247,-15.534,0.0,,-15.534,-15.534,,51.0,-0.3,-0.3,,51.0,-0.3,-0.3,-0.3,
09/30/1994,225.199997,,-168.033005,,57.166992,,-47.161999,,,10.005,-12.558001,,20.923,,0.0,,-8.365,-2.553,-1.901,,,-4.454,0.0,,,-4.454,-0.124,-4.578,0.0,,-4.578,-4.578,,51.040001,-0.09,-0.09,,51.040001,-0.09,-0.09,-0.09,
12/31/1994,223.792007,,-155.830994,,67.961013,,-55.092999,,,12.868,-12.618001,,20.867001,,-1.735,,-6.514,0.249999,2.47,,,2.72,0.0,,,2.719999,-0.223,2.497,0.0,,2.497,2.497,,51.0,0.05,0.05,0.05,51.0,0.05,0.05,0.05,
03/31/1995,250.875,,-169.768005,,81.106995,,-44.172001,,,36.935001,-17.782001,,20.676001,,0.0,,-2.894,19.153001,-5.746,,,13.407,0.0,,,13.407001,-0.345,13.062,0.0,,13.062,13.062,,51.175999,0.26,0.26,,51.175999,0.26,0.26,0.26,
06/30/1995,283.473999,,-187.895996,,95.578003,,-50.448002,,,45.130001,-14.931,,21.052,,0.0,,-6.121,30.199001,-9.056,,,21.143,0.0,,,21.143001,-0.141,21.002001,0.0,,21.002001,21.002001,,51.551998,0.41,0.41,,51.551998,0.41,0.41,0.41,
09/30/1995,255.339005,,-169.057999,,86.281006,,-48.317001,,,37.964001,-13.265001,,20.325001,,0.0,,-7.06,24.699,-7.413,,,17.285999,0.0,,,17.286,0.14,17.426001,0.0,,17.426001,17.426001,,51.627998,0.34,0.34,,51.627998,0.34,0.34,0.34,
12/31/1995,234.251007,,-149.462006,,84.789001,,-46.540001,,,38.249001,-13.397999,,19.563999,,0.0,,-6.166,24.851002,9.544,,,34.395,0.0,,,34.395002,-0.276,34.118999,0.0,,34.118999,34.118999,,51.5,0.66,0.66,0.66,51.5,0.66,0.66,0.66,
03/31/1996,240.440002,,-169.815994,,70.624008,,-42.890999,,,27.733,-8.591,,19.139,,0.0,,-10.548,19.142,-5.74,,,13.402,0.0,,,13.402,0.042,13.444,0.0,,13.444,13.444,,51.509998,0.26,0.26,0.26,51.509998,0.26,0.26,0.26,
06/30/1996,263.161987,,-194.794006,,68.367981,,-43.147999,,,25.219999,-8.187,,18.516001,,0.0,,-10.329,17.032999,-5.114,,,11.919,0.0,,,11.918999,0.0,11.919,0.0,,11.919,11.919,,51.493,0.23,0.23,0.23,51.493,0.23,0.23,0.23,
09/30/1996,248.462006,,-193.270996,,55.19101,,-45.273998,,,9.917,-13.459,,18.472,,0.0,,-5.013,-3.542,-0.698,,,-4.24,0.0,,,-4.24,-0.009,-4.249,0.0,,-4.249,-4.249,,51.299999,-0.08,-0.08,-0.08,51.299999,-0.08,-0.08,-0.08,
12/31/1996,99.114998,,-110.723999,,-11.609001,,-19.830999,,,-31.440001,-11.427,,13.206,,0.0,,-1.779,-42.867001,10.056,,,-32.811001,-22.552,,,-10.259001,-0.038,-10.297,0.0,,-10.297,-10.297,,51.099998,-0.2,-0.64,-0.64,51.099998,-0.2,-0.64,-0.64,
03/31/1997,206.812,,-167.175,,39.637,0.0,-64.033,64.033,0.0,-24.396,-13.752,,16.175,,0.0,,-2.423,-40.571,0.404,,,-40.167,-4.459,,,-35.708,-0.013,-35.721,0.0,0.0,-35.721,-35.721,,51.14,-0.7,-0.79,-0.79,51.14,-0.7,-0.79,-0.79,
06/30/1997,214.354004,,-172.679001,,41.675003,,-35.568001,,,6.107,-10.201001,,16.540001,,0.0,,-6.339,-4.094001,0.702,,,-3.392,-5.683,,,2.290999,-0.036,2.255,0.0,,2.255,2.255,,51.144001,0.04,-0.07,-0.07,51.144001,0.04,-0.07,-0.07,
09/30/1997,210.343994,,-162.498993,,47.845001,,-30.993999,,,16.851,-13.489,,16.445,,0.0,,-2.956,3.362,0.608,,,3.97,-5.814,,,9.784,-0.023,9.761,0.0,,9.761,9.761,,51.146,0.19,0.08,0.08,51.584999,0.19,0.08,0.08,
12/31/1997,208.153,,-147.591995,,60.561005,,-37.997002,,,22.563999,-8.950001,,16.599001,,0.0,,-7.649,13.613998,-3.958,,,9.656,-1.878,,,11.533998,0.13,14.232,0.0,,14.232,14.232,,51.200001,0.28,0.19,1.09,51.700001,0.28,0.2,1.09,
03/31/1998,222.628998,,-156.914993,,65.714005,,-32.639,,,33.075001,-10.418,,16.399,,0.0,,-5.981,22.657001,-6.342,,,16.315001,-284.714996,,,301.029996,-0.015,301.015015,0.0,,301.015015,301.015015,,51.282001,5.87,0.32,0.32,51.852001,5.8,0.31,0.31,
06/30/1998,241.645004,,-167.328995,,74.31601,,-33.629002,,,40.687,-8.164,,15.452,,0.0,,-7.288,32.523001,-9.105,,,23.417999,-0.315,,,23.733001,-0.004,23.729,0.0,,23.729,23.729,,51.341,0.46,0.46,0.46,52.029999,0.46,0.45,0.45,
09/30/1998,221.520004,,-151.781998,,69.738007,,-32.069,,,37.668999,-7.566,,15.066,,0.0,,-7.5,30.102999,1.27298,,,31.375999,2.4,,,28.975978,-0.017,28.959,0.0,,28.959,28.959,,51.444,0.56,0.61,0.61,52.194,0.55,0.6,0.6,
12/31/1998,208.929993,,-142.421005,,66.508987,,-35.632999,,,30.875999,-6.469,,11.153,,0.0,,-4.684,24.407,-5.614,,,18.792999,4.521,,,14.272,-0.004,12.975,0.0,,12.975,12.975,,51.799999,0.25,0.36,0.36,52.0,0.25,0.36,0.36,
03/31/1999,201.569,,-147.039993,,54.529007,,-32.562,,,21.966999,-3.366,,9.779,,0.0,,-6.413,18.600999,-4.65,,,13.951,0.0,,,13.950999,-0.011,13.94,0.0,,13.94,13.94,,51.819,0.27,0.27,0.27,51.869999,0.27,0.27,0.27,
06/30/1999,232.567993,,-167.779007,,64.788986,,-33.078999,,,31.709999,0.362,9.298,9.298,,0.0,,-9.66,32.071999,81.989998,,,114.061996,0.0,,,114.061996,-2.239,111.822998,0.0,,111.822998,111.822998,,51.826,2.16,2.16,0.42,51.882999,2.16,2.16,0.42,
09/30/1999,242.621002,,-181.744995,,60.876007,,-32.118999,,,28.757,-5.093,,9.06,,0.0,,-3.967,23.664,-6.507,,,17.157,0.0,,,17.157,-0.011,17.146,0.0,,17.146,17.146,,51.834999,0.33,0.33,0.33,51.943001,0.33,0.33,0.33,
12/31/1999,231.628998,,-165.751007,,65.877991,,-36.582001,,,29.296,-5.141,,8.747,,0.0,,-3.606,24.155,-6.232,,,17.923,0.0,,,17.923,-1.061,16.862,0.0,,16.862,16.862,,51.613998,0.33,0.33,0.33,51.757999,0.33,0.33,0.33,
03/31/2000,231.009003,,-159.264999,,71.744003,,-33.389999,,,38.354,-3.356,7.856,7.856,,-1.241,,-3.259,34.998,-11.199,,,23.799,0.0,,,23.799,-0.091,23.708,0.0,0.0,23.708,23.708,,50.919998,0.47,0.47,0.47,51.153999,0.46,0.46,0.46,
06/30/2000,251.126007,,-164.033005,,87.093002,,-36.832001,,,50.261002,46.049001,7.897,7.897,,-2.413,,-51.533001,96.310003,-32.762001,,,63.548,0.0,,,63.548002,-0.11,63.438,0.0,,63.438,63.438,,50.499001,1.26,1.26,0.72,50.849998,1.25,1.25,0.71,
09/30/2000,242.309006,,-159.020996,,83.28801,,-33.972,,,49.316002,-2.811,7.717,7.717,,-0.894,,-4.012,46.505002,-14.882,,,31.622999,0.0,,,31.623002,-1.454,30.169001,0.0,,30.169001,30.169001,,50.202999,0.6,0.6,0.6,50.605999,0.6,0.6,0.6,
12/31/2000,197.875,,-128.130005,,69.744995,,-32.984001,,,36.761002,21.623001,,7.773,,4.548,,-33.944,58.384002,-19.577,,,38.806999,0.732,,,38.075002,-0.781,37.293999,0.0,,37.293999,37.293999,,50.044998,0.75,0.76,0.47,50.384998,0.74,0.75,0.46,
03/31/2001,226.059998,,-149.901993,,76.158005,,-32.321999,,,43.835999,8.455001,6.976,6.976,,-1.067,,-14.364,52.290999,-17.146,,,35.145,0.0,,,35.144999,-0.586,34.558998,0.0,0.0,34.558998,34.558998,,50.078999,0.69,0.69,0.55,50.348999,0.69,0.69,0.55,
06/30/2001,220.104996,,-151.320007,,68.784988,,-29.336,,,39.449001,-1.589,,6.887,,-0.214,,-5.084,37.860001,-12.069,,,25.791,0.0,,,25.791001,-0.367,25.424,0.0,0.0,25.424,25.424,,49.931999,0.51,0.51,0.48,50.027,0.51,0.51,0.48,
09/30/2001,206.951996,,-145.945007,,61.006989,,-30.665001,,,30.341999,-0.123,6.949,6.949,,1.183,,-8.009,30.218999,-9.681,,,20.538,0.0,,,20.537999,0.0,20.538,0.0,0.0,20.538,20.538,,49.620998,0.41,0.41,0.36,49.705002,0.41,0.41,0.36,
12/31/2001,181.981995,,-130.893005,,51.088989,,-32.188999,,,18.9,18.021999,,6.757,,3.323,,-28.101999,36.921999,3.971,,,40.893002,0.0,,,40.892999,-0.007,40.886002,0.0,0.0,40.886002,40.886002,,49.299999,0.83,0.83,0.12,49.299999,0.83,0.83,0.12,
03/31/2002,202.356995,,-156.253006,,46.103989,,-34.845001,,,11.259,-1.54,6.313,6.535,-0.222,-0.598,,-4.175,9.719,-3.151,,,6.568,0.0,,,6.568,-0.184,6.384,0.0,0.0,6.384,6.384,,48.869999,0.13,0.13,0.11,48.938,0.13,0.13,0.11,
06/30/2002,226.908997,,-176.246994,,50.662003,,-32.389,,,18.273001,-0.172,7.745,8.078,-0.333,-4.222,,-3.351,18.101001,-3.867,,,14.234,0.0,,,14.234001,-0.186,14.048,0.0,0.0,14.048,14.048,,48.827,0.29,0.29,0.19,48.952999,0.29,0.29,0.19,
09/30/2002,234.061005,,-177.520996,,56.540009,,-39.143002,,,17.396999,-3.225,6.797,7.554,-0.757,-0.648,,-2.924,14.171999,-4.677,,,9.495,0.0,,,9.494999,-0.713,8.782,0.0,0.0,8.782,8.782,,48.623001,0.18,0.18,0.18,48.681,0.18,0.18,0.18,
12/31/2002,211.860992,,-161.809006,,50.051987,,-39.158001,,,10.894,-2.809,7.678,7.678,,-0.256,,-4.613,8.085,-0.308,,,7.777,0.0,,,7.777,-0.181,7.596,0.0,0.0,7.596,7.596,,47.799999,0.16,0.16,0.12,47.900002,0.16,0.16,0.12,
03/31/2003,252.973007,,-188.417007,,64.556,,-44.694,,,19.862,-5.318,6.8737,7.985,-1.1113,1.098,,-2.6537,14.543999,-5.09,,,9.454,0.0,,,9.453999,-0.024,9.43,0.0,0.0,9.43,9.43,,47.693001,0.2,0.2,0.2,47.743999,0.2,0.2,0.2,
06/30/2003,266.631012,,-197.649002,,68.98201,,-54.176998,,,14.805,-8.027,8.169,8.367,-0.198,2.743,,-2.885,6.778001,22.191,,,28.969,0.0,,,28.969001,-0.134,28.834999,0.0,0.0,28.834999,28.834999,,47.698002,0.6,0.6,0.052,47.755001,0.6,0.6,0.052,
09/30/2003,295.465,,-220.303,,75.162,0.0,-36.157,36.157,0.0,39.005,-14.164,7.942,8.638,-0.696,0.525,,5.697,24.841,-8.612,,,16.229,0.0,,,16.229,0.105,16.334,0.0,0.0,16.334,16.334,-7.03495,47.717,0.34,0.34,0.192569,47.778,0.34,0.34,0.192758,
12/31/2003,245.641998,,-175.738998,,69.903,,-43.578999,,,26.323999,-8.937,5.614,8.314,-2.7,3.464,,-0.141,17.386999,-6.707,,,10.68,0.0,,,10.68,-1.868,8.812,0.0,0.0,8.812,8.812,,47.799999,0.18,0.18,0.158829,47.900002,0.18,0.18,0.158497,
03/31/2004,263.267,,-202.231,,61.036,,-35.244,,,25.792,-14.685,9.217,9.217,,-0.254,,5.722,11.107,-2.224,,,8.883,,,,8.883,-4.794,4.089,,,4.089,4.089,,48.14,0.08,0.08,0.08,48.279,0.08,0.08,0.08,
06/30/2004,295.8,,-227.505,,68.295,,-39.595,,,28.7,-0.439,7.76,8.594,-0.834,-0.302,,-7.019,28.261,283.817,,,312.078,0.0,,,312.078,-133.034,179.044,0.0,0.0,179.044,179.044,,48.361,3.7,3.7,-2.4,48.424,3.7,3.7,-2.4,
09/30/2004,55.987,,-43.49,,12.497,,-6.505,,,5.992,6.039,-0.127,0.086,-0.213,0.117,,-6.029,12.031,-2.231,,,9.8,0.0,,,9.8,-1.266,8.534,0.0,0.0,8.534,8.534,,48.395,0.18,0.18,0.18,48.459,0.18,0.18,0.18,
12/31/2004,46.599998,,-64.139,,-17.539001,,-13.603,,,-31.142,69.704997,,0.199,-7.759,-0.954,,-61.190997,38.562997,-38.41,,,0.153,-3.547,,,3.699997,0.0,3.7,0.0,0.0,3.7,3.7,,47.799999,0.07,0.0,-0.37,47.900002,0.07,0.0,-0.37,
03/31/2005,46.842999,,-36.560001,,10.282997,,-6.122,,,4.161,18.164,0.08,0.08,,0.054,,-18.298,22.325,-8.089,,,14.236,0.326,,,13.91,-0.731,13.179,0.0,0.0,13.179,13.179,,48.490002,0.27,0.27,0.11,48.561001,0.27,0.27,0.11,
06/30/2005,45.73,,-35.203,,10.527,,-8.853,,,1.674,13.243,-1.32,0.117,-1.437,-0.039,,-11.884,14.917,-4.247,,,10.67,0.0,,,10.67,-0.785,9.885,0.0,0.0,9.885,9.885,,48.553,0.2,0.2,0.1736,48.593,0.2,0.2,0.1736,
09/30/2005,47.133999,,-36.153,,10.980999,,-6.049,,,4.932,1.388,0.09,0.09,,0.043,,-1.521,6.32,-5.46,,,0.86,0.0,,,0.86,1.929,2.789,0.0,0.0,2.789,2.789,,48.557999,0.06,0.06,0.06,48.594002,0.06,0.06,0.06,
12/31/2005,46.7,,-34.7,,12.0,,-12.2,,,-0.2,4.551,,0.049,-2.022,0.013,,-2.591,4.351,1.9,,,6.3,0.0,,,6.251,-0.7,5.6,0.0,0.0,5.6,5.6,,48.56,0.12,0.12,0.12,48.6,0.12,0.12,0.12,
03/31/2006,47.028999,,-35.401001,,11.627998,,-8.679,,,2.949,7.025,-1.353,0.061,-1.414,,,-5.672,9.974,-2.579,,,7.395,0.0,,,7.395,-0.751,6.644,0.0,0.0,6.644,6.644,,48.563,0.14,0.14,0.11,48.587002,0.14,0.14,0.11,
06/30/2006,50.143002,,-37.793999,,12.349003,,-12.36,,,-0.011,5.833,-1.24,0.051,-1.291,,,-4.593,5.822,-1.838,,,3.984,0.177,,,3.807,-1.122,2.685,0.0,0.0,2.685,2.685,,48.564999,0.06,0.06,0.06,48.583,0.06,0.06,0.06,
09/30/2006,48.812,,-35.955002,,12.856998,,-14.156,,,-1.299,5.746,-1.279,0.05,-1.329,,,-4.467,4.447,-0.03,,,4.417,0.0,,,4.417,-1.126,3.291,0.0,0.0,3.291,3.291,,48.569,0.07,0.07,0.07,48.584,0.07,0.07,0.07,
12/31/2006,44.1,,-34.4,,9.7,,-12.1,,,-2.4,20.7,-0.9,0.1,-1.0,-0.225,,-19.575,18.3,-4.5,,,13.8,-0.2,,,14.0,-0.4,13.6,0.0,0.0,13.6,13.6,,48.6,0.28,0.28,0.2,48.6,0.28,0.28,0.2,
03/31/2007,43.550999,,-31.429001,,12.121998,,-9.178,,,2.944,5.757,-1.045,0.054,-1.099,,,-4.712,8.701,-2.045,,,6.656,0.0,,,6.656,-0.89,5.766,0.0,0.0,5.766,5.766,,48.585999,0.12,0.12,0.08,48.595001,0.12,0.12,0.08,
06/30/2007,45.229,,-33.368,,11.861,,-15.709,,,-3.848,1.265,-1.322,0.048,-1.37,,,0.057,-2.583,1.838,,,-0.745,0.0,,,-0.745,-0.785,-1.53,0.0,0.0,-1.53,-1.53,,48.589001,-0.03,-0.03,0.01,48.598,-0.03,-0.03,0.01,
09/30/2007,46.389,,-34.435001,,11.953999,,-6.549,,,5.405,-34.008999,-1.033,0.049,-1.082,,,35.041999,-28.603999,13.411,,,-15.193,0.0,,,-15.192999,-0.834,-16.027,0.0,0.0,-16.027,-16.027,,48.591999,-0.33,-0.33,-0.33,48.591999,-0.33,-0.33,-0.33,
12/31/2007,42.5,,-33.200001,,9.299999,,-20.0,,,-10.7,25.699999,-0.6,0.6,-1.2,0.0,,-25.099999,14.999999,-4.9,,,10.1,0.0,,,10.099999,-0.1,10.0,0.0,0.0,10.0,10.0,,48.599998,0.21,0.21,0.21,48.599998,0.21,0.21,0.21,
03/31/2008,40.52,,-31.078,,9.442,,-10.128,,,-0.686,0.062,-0.212,0.762,-0.974,,,0.15,-0.624,0.55,,,-0.074,,,,-0.074,-0.216,-0.29,0.0,,-0.29,-0.29,,48.592,-0.01,-0.01,-0.01,48.592,-0.01,-0.01,-0.01,
06/30/2008,43.708,,-32.727001,,10.980999,,-11.92,,,-0.939,6.752,,0.504,-5.151,,,-2.105,5.813,-1.563,,,4.25,0.0,,,4.25,-0.285,3.965,0.0,0.0,3.965,3.965,,48.595001,0.08,0.08,0.08,48.603001,0.08,0.08,0.08,
09/30/2008,43.909,,-32.688,,11.221001,,-5.612,,,5.609,-14.176,-0.285,0.507,-0.792,,,14.461,-8.566999,0.848,,,-7.719,0.0,,,-7.719,0.974,-6.745,0.0,0.0,-6.745,-6.745,,48.598999,-0.14,-0.14,0.0,48.598999,-0.14,-0.14,0.0,
12/31/2008,37.365,,-29.256,,8.109,,-12.691,,,-4.582,55.612,,0.589,-1.093,-0.679,,-54.429,51.03,-14.685,,,36.345,0.0,,,36.345,-0.091,36.254,0.0,0.0,36.254,36.254,,48.598,0.75,0.75,0.03,48.626,0.75,0.75,0.03,
03/31/2009,28.476,28.476,-23.703,23.703,4.773,0.0,-9.35,5.678,3.672,-4.577,-9.154,-0.4,0.323,-0.723,,9.554,0.0,-13.731,1.813,,,-11.918,0.0,0.0,0.0,-11.918,0.075,-11.843,0.0,0.0,-11.843,-10.718,1.125,48.602,-0.24,-0.24,-0.220526,48.602,-0.24,-0.24,-0.220526,
06/30/2009,29.239,29.239,-22.993,22.993,6.246,0.0,1.17,6.451,-7.621,7.416,-7.469,-0.399,0.293,-0.692,,7.868,0.0,-0.053,-2.297,,,-2.35,0.0,0.0,0.0,-2.35,0.206,-2.144,0.0,0.0,-2.144,-9.87163,-7.72763,48.609,-0.04,-0.04,-0.203082,48.609,-0.04,-0.04,-0.203082,
09/30/2009,29.411,29.411,-22.446,22.446,6.965,0.0,-10.744,6.91,3.834,-3.779,3.524,-0.452,0.229,-0.681,,-3.072,0.0,-0.255,3.442,,,3.187,0.0,0.0,0.0,3.187,-0.067,3.12,0.0,0.0,3.12,3.12272,0.00272,48.612,0.06,0.06,0.064238,48.614,0.06,0.06,0.060056,
12/31/2009,29.0,29.0,-23.2,23.2,5.8,0.0,-16.5,7.7,8.8,-10.7,2.3,-0.4,0.3,-0.7,,-1.9,0.0,-8.4,7.4,,,-1.0,0.0,0.0,0.0,-1.0,0.1,-0.9,0.0,0.0,-0.9,-2.535,-1.635,48.6,-0.02,-0.02,-0.05216,48.6,-0.02,-0.02,-0.053642,
03/31/2010,32.8,32.8,-23.701,23.701,9.099,0.0,-25.981,7.305,18.676,-16.882,15.805,-0.409,0.197,-0.606,,-15.396,0.0,-1.077,-1.343,,,-2.42,0.0,0.0,0.0,-2.42,0.125,-2.295,0.0,-2.513,-4.808,6.2901,11.0981,48.618,-0.1,-0.1,0.129378,48.618,-0.1,-0.1,0.128271,
06/30/2010,34.384,34.384,-25.529,25.529,8.855,0.0,-8.393,6.037,2.356,0.462,7.279,-0.338,0.303,-0.641,,-6.941,0.0,7.741,-3.228,,,4.513,0.0,0.0,0.0,4.513,-0.223,4.29,0.0,0.0,4.29,5.5276,1.2376,48.626,0.09,0.09,0.113676,48.626,0.09,0.09,0.113676,
09/30/2010,35.74,35.74,-26.042,26.042,9.698,0.0,-4.577,5.936,-1.359,5.121,11.704,-0.147,0.459,-0.606,,-11.557,0.0,16.825,-5.114,,,11.711,0.0,0.0,0.0,11.711,-0.217,11.494,0.0,0.0,11.494,9.39915,-2.09485,48.63,0.24,0.24,0.193279,48.63,0.24,0.24,0.193279,
12/31/2010,32.34,32.34,-24.002,24.002,8.338,0.0,-11.255,6.508,4.747,-2.917,90.684,-0.045,0.543,-0.588,,-11.729,-78.91,87.767,-30.794,,,56.973,0.0,0.0,0.0,56.973,-0.081,56.892,0.0,0.0,56.892,7.63462,-49.25738,48.34,1.17,1.17,0.156989,48.634,1.17,1.17,0.156989,
