Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1991,72.874992,,,,,,,,,,,,,,,,,,,,,,,,,,,3.369,,,3.369,3.369,,60.711994,0.055,0.055,,60.711994,0.055,0.055,0.055,
06/30/1991,68.865997,,,,,,,,,,,,,,,,,,,,,,,,,,,2.814,,,2.814,2.814,,60.553997,0.045,0.045,,60.553997,0.045,0.045,0.045,
09/30/1991,87.128998,,-61.740002,,25.388996,,-13.127,,,,,,12.262,-2.601,,2.601,,0.0,0.0,9.661,-3.5,6.161,0.0,,,6.161,0.0,6.161,0.0,,6.161,6.161,,61.610001,0.1,0.1,,61.610001,0.1,0.1,0.1,
12/31/1991,93.035004,,-65.446999,,27.588005,,-13.938,,,,,,13.65,-3.087,,3.087,,0.0,0.0,10.563,-3.9,6.663,0.0,,,6.663,0.0,6.663,0.0,,6.663,6.663,,63.458,0.1045,0.1045,,63.458,0.1045,0.1045,0.1045,
03/31/1992,120.831001,,-86.940002,,33.890999,,-19.434,,,,,,14.457,-1.642,,1.642,,0.0,0.0,12.815,-4.6,8.215,0.0,,,8.215,0.0,8.215,0.0,,8.215,8.215,,78.237999,0.1045,0.1045,,78.237999,0.1045,0.1045,0.1045,
06/30/1992,108.790001,,-76.499001,,32.291,,-18.827999,,,,,,13.463,-1.451,,1.451,,0.0,0.0,12.012,-4.5,7.512,0.0,,,7.512,0.0,7.512,0.0,,7.512,7.512,,73.046997,0.0995,0.0995,,73.046997,0.0995,0.0995,0.0995,
09/30/1992,142.932007,,-101.481003,,41.451004,,-24.174999,,,,,,17.275999,-0.874,,0.874,,0.0,0.0,16.401999,-6.0,10.402,0.0,,,10.401999,0.0,10.402,0.0,,10.402,10.402,,77.052002,0.1345,0.1345,,77.052002,0.1345,0.1345,0.1345,
12/31/1992,141.022995,,-99.945,,41.077995,,-21.768999,,,,,,19.309,-0.833,,0.833,,0.0,0.0,18.476,-6.7,11.776,0.0,,,11.776,0.0,11.776,0.0,,11.776,11.776,,78.505997,0.15,0.15,,78.505997,0.15,0.15,0.15,
03/31/1993,142.156998,,-101.176003,,40.980995,,-22.469,,,,,,18.511999,-0.861,,0.861,,0.0,0.0,17.650999,-6.4,11.251,0.0,,,11.250999,0.0,11.251,0.0,,11.251,11.251,,77.594002,0.1445,0.1445,,77.594002,0.1445,0.1445,0.1445,
06/30/1993,144.656006,,-102.866997,,41.789009,,-23.433001,,,,,,18.356001,-0.769,,0.769,,0.0,0.0,17.587001,-6.4,11.187,0.0,,,11.187001,0.0,11.187,0.0,,11.187,11.187,,77.458,0.14,0.14,,77.458,0.14,0.14,0.14,
