Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/30/2009,5564.507,2955.538,1728.841,1226.697,318.033,318.033,0.0,61.141,1.64,0.236,59.265,0.0,255.877,,,361.178,113.481,3590.589,780.378,,,0.0,,1193.54,715.956,680.986,34.97,116.406,1973.918,,524.737,118.807,3.02,,402.91,0.0,0.0,,,,,1014.022,704.836,,0.0,1538.759,1078.016,1078.016,,,,844.238,,,,,,139.402,1922.254,3461.013,0.0,3276.614,0.442,3276.172,-2927.376,1747.831,6.425,2103.494,0.0,2103.494,5564.507,
01/29/2010,5968.634,3233.271,1975.826,1257.445,457.536,457.536,0.0,72.048,1.78,0.173,70.095,0.0,254.546,,,369.438,133.083,4017.401,797.961,,,0.0,,1153.272,711.01,680.986,30.024,72.824,1951.233,,612.685,139.145,6.803,,466.737,0.0,0.0,,,,,1068.844,730.374,,0.0,1681.529,1089.496,1089.496,,,,870.629,,,,,,140.255,1960.125,3641.654,0.0,3392.324,0.449,3391.875,-2927.376,1855.711,6.321,2326.98,0.0,2326.98,5968.634,
04/30/2010,6494.4,3724.0,1705.0,2019.0,471.5,471.5,0.0,112.9,9.4,0.2,103.3,0.0,228.7,,,72.8,224.2,4537.1,804.4,1402.0,-597.6,0.0,,1152.9,706.1,681.0,25.1,374.0,1957.3,,560.2,184.6,0.0,0.0,375.6,0.0,0.0,0.0,0.0,,,1350.8,779.5,,212.2,1911.0,1101.5,1101.5,0.0,0.0,,951.4,0.0,0.0,0.0,0.0,,171.9,2052.9,3963.9,0.0,3454.2,0.5,3453.7,-2927.4,2000.9,2.8,2530.5,0.0,2530.5,6494.4,
07/30/2010,6645.8,3920.9,1612.0,2308.9,372.5,372.5,0.0,90.4,8.2,0.2,82.0,0.0,210.4,,,0.0,210.4,4594.2,825.4,1450.6,-625.2,71.2,71.2,1155.0,780.2,737.0,43.2,374.8,2051.6,,338.7,149.9,,,188.8,0.0,0.0,,,,,1326.7,821.0,,199.9,1665.4,1113.4,1113.4,,,,1017.1,,,,,,196.1,2130.5,3795.9,0.0,3629.8,0.5,3629.3,-2927.4,2142.7,4.8,2849.9,0.0,2849.9,6645.8,
10/29/2010,7237.8,4381.5,1771.1,2610.4,446.6,446.6,0.0,84.7,8.9,0.1,75.7,0.0,218.3,,,,218.3,5131.1,845.3,1484.9,-639.6,69.8,69.8,1191.6,775.8,737.0,38.8,415.8,2106.7,,453.5,175.9,,,277.6,0.0,0.0,,,,,1381.0,866.4,,245.4,1834.5,1125.4,1125.4,,,,1070.5,,,,,,204.1,2195.9,4030.4,0.0,3816.5,0.5,3816.0,-2927.4,2307.3,11.0,3207.4,0.0,3207.4,7237.8,
01/28/2011,7763.4,4755.6,1919.4,2836.2,541.5,541.5,0.0,97.2,3.5,0.2,93.5,0.0,204.4,,,69.2,204.4,5598.7,862.2,1503.3,-641.1,0.0,,1302.5,772.4,737.0,35.4,460.9,2164.7,,496.5,183.6,,,312.9,0.0,0.0,,,,,1445.9,966.4,,269.0,1942.4,1137.7,1137.7,,,,1169.9,,,,,,203.5,2307.6,4250.0,0.0,3953.8,0.5,3953.3,-2927.4,2479.8,7.2,3513.4,0.0,3513.4,7763.4,
04/29/2011,8498.8,5174.7,2757.3,2417.4,742.6,742.6,0.0,108.5,7.6,0.0,100.9,0.0,339.4,,,208.0,339.4,6365.2,911.6,1589.5,-677.9,0.0,,1222.0,813.3,760.3,53.0,200.7,2133.6,,670.0,232.8,0.0,0.0,437.2,1150.4,1150.4,,,,,1552.4,1088.3,,325.8,3372.8,114.6,114.6,0.0,0.0,,1281.2,0.0,0.0,0.0,0.0,,192.9,1395.8,4768.6,0.0,3970.8,0.5,3970.3,-2927.4,2674.0,12.8,3730.2,0.0,3730.2,8498.8,
07/29/2011,8445.8,4714.1,2543.2,2170.9,597.0,597.0,0.0,138.2,17.2,0.4,120.6,0.0,388.3,,,0.0,388.3,5837.6,993.3,1714.7,-721.4,60.1,60.1,1554.8,1204.8,904.0,300.8,350.0,2608.2,,468.4,250.8,,,217.6,1163.1,1163.1,,,,,1539.7,1141.7,,298.9,3171.2,101.9,101.9,,,,1347.8,,,,,,206.1,1449.7,4620.9,0.0,4084.7,0.5,4084.2,-2927.4,2652.4,15.2,3824.9,0.0,3824.9,8445.8,
10/28/2011,8504.1,4641.6,2269.0,2372.6,625.2,625.2,0.0,163.3,29.8,0.5,133.0,0.0,399.9,,,,399.9,5830.0,1046.1,1803.5,-757.4,0.0,0.0,1628.0,1183.1,904.0,279.1,444.9,2674.1,,544.5,273.2,,,271.3,0.0,0.0,,,,,1577.8,1191.9,,331.1,2122.3,1175.8,1175.8,,,,1403.0,,,,,,211.1,2578.8,4701.1,0.0,4211.4,0.5,4210.9,-2927.4,2512.0,7.0,3803.0,0.0,3803.0,8504.1,
01/27/2012,8821.6,4866.1,2420.9,2445.2,685.4,685.4,0.0,153.8,15.6,0.0,138.2,0.0,462.4,,,,462.4,6167.7,1081.8,1857.5,-775.7,0.0,0.0,1572.1,1162.7,905.2,257.5,409.4,2653.9,,489.4,220.2,,,269.2,0.0,0.0,,,,,1668.1,1236.5,,358.8,2157.5,1188.8,1188.8,,,,1433.8,,,,,,197.3,2622.6,4780.1,0.0,4339.7,0.5,4339.2,-2927.4,2624.6,4.6,4041.5,0.0,4041.5,8821.6,
04/27/2012,9532.3,5398.5,1549.8,3848.7,830.9,830.9,0.0,161.5,30.9,0.0,130.6,0.0,435.6,,,,435.6,6826.5,1137.2,1960.5,-823.3,0.0,,1568.6,1141.2,905.2,236.0,427.4,2705.8,,573.4,233.1,,,340.3,1202.3,1202.3,0.0,0.0,,,1744.1,1449.4,,377.6,3519.8,62.6,62.6,0.0,0.0,,1656.3,0.0,0.0,0.0,0.0,,206.9,1718.9,5238.7,0.0,4410.8,0.5,4410.3,-2927.4,2805.3,4.9,4293.6,0.0,4293.6,9532.3,
07/27/2012,9406.0,5441.1,1529.4,3911.7,584.2,584.2,0.0,203.7,65.2,0.0,138.5,0.0,511.8,,,0.0,511.8,6740.8,1139.1,2016.6,-877.5,0.0,,1526.1,1119.8,905.2,214.6,406.3,2665.2,,492.8,275.6,,,217.2,1215.8,1215.8,,,,0.0,1751.3,1363.1,,346.9,3459.9,0.0,,,,,1570.4,,,,,,207.3,1570.4,5030.3,0.0,4532.2,0.5,4531.7,-2927.4,2765.7,5.2,4375.7,0.0,4375.7,9406.0,
10/26/2012,9553.9,5571.0,1816.8,3754.2,615.0,615.0,0.0,213.2,52.9,0.0,160.3,0.0,488.5,,,,488.5,6887.7,1132.4,2066.6,-934.2,0.0,,1533.8,1098.3,905.2,193.1,435.5,2666.2,,557.6,246.6,,,311.0,1229.4,1229.4,,,,0.0,1786.7,1361.7,,378.2,3573.7,0.0,,,,,1578.0,,,,,,216.3,1578.0,5151.7,0.0,4586.4,0.5,4585.9,-2927.4,2735.0,8.2,4402.2,0.0,4402.2,9553.9,
01/25/2013,10865.9,6723.9,3081.7,3642.2,633.8,633.8,0.0,172.9,21.7,0.0,151.2,0.0,518.0,,,,518.0,8048.6,1189.2,2120.3,-931.1,0.0,,1628.1,1171.9,978.1,193.8,456.2,2817.3,,501.5,221.2,,,280.3,1243.3,0.0,,,,1243.3,1876.2,1398.7,,398.9,3621.0,994.3,994.3,,,,1625.6,,,,,,226.9,2619.9,6240.9,0.0,4694.2,0.5,4693.7,-2927.4,2849.6,8.6,4625.0,0.0,4625.0,10865.9,
04/26/2013,11242.4,6952.6,3277.1,3675.5,800.9,800.9,0.0,139.5,16.3,0.0,123.2,0.0,525.2,,,200.3,525.2,8418.2,1170.9,2139.3,-968.4,0.0,,1653.3,1168.7,988.1,180.6,284.3,2824.2,,607.7,259.7,0.0,0.0,348.0,1257.8,0.0,0.0,0.0,,1257.8,1965.1,1446.2,,401.8,3830.6,994.6,994.6,0.0,0.0,,1699.7,0.0,,,,,253.5,2694.3,6524.9,0.0,4739.4,0.5,4738.9,-2927.4,2896.8,8.7,4717.5,0.0,4717.5,11242.4,
07/26/2013,9017.9,5084.0,1796.8,3287.2,533.3,533.3,0.0,116.5,13.6,0.0,102.9,0.0,467.8,,,0.0,467.8,6201.6,1163.4,2172.0,-1008.6,0.0,,1652.9,1153.8,988.1,165.7,499.1,2816.3,,459.1,218.7,,,240.4,0.0,0.0,,,,0.0,1871.0,1412.2,,341.9,2330.1,994.8,994.8,,,,1675.0,,,,,,262.8,2669.8,4999.9,0.0,4633.4,0.4,4633.0,-2927.4,2313.3,-1.3,4018.0,0.0,4018.0,9017.9,
10/25/2013,9197.4,5272.7,2260.5,3012.2,590.4,590.4,0.0,115.9,10.8,0.0,105.1,0.0,441.0,,,,441.0,6420.0,1142.9,2210.7,-1067.8,0.0,,1634.5,1139.0,988.1,150.9,495.5,2777.4,,530.5,223.8,,,306.7,0.0,0.0,,,,0.0,1878.2,1406.1,,352.4,2408.7,995.0,995.0,,,,1673.3,,,,,,267.2,2668.3,5077.0,0.0,3998.6,0.3,3998.3,0.0,115.5,6.3,4120.4,0.0,4120.4,9197.4,
01/24/2014,9000.6,5069.3,2152.7,2916.6,584.3,584.3,0.0,118.2,18.9,0.0,99.3,0.0,457.6,,,,457.6,6229.4,1128.6,2244.3,-1115.7,0.0,,1642.6,1124.2,988.1,136.1,518.4,2771.2,,483.5,186.6,,,296.9,0.0,0.0,,,,0.0,1940.3,1393.0,,374.0,2423.8,995.2,995.2,,,,1665.7,,,,,,272.7,2660.9,5084.7,0.0,3909.2,0.3,3908.9,0.0,0.0,6.7,3915.9,0.0,3915.9,9000.6,
04/25/2014,9213.8,5003.3,2291.0,2712.3,855.9,855.9,0.0,122.4,17.6,0.0,104.8,0.0,489.7,219.4,,245.0,1.0,6471.3,1108.8,2192.5,-1083.7,0.0,,1633.7,1109.6,988.1,121.5,279.1,2742.5,,1040.8,247.0,0.0,0.0,793.8,0.0,0.0,0.0,0.0,,,1653.8,1446.4,,0.0,2694.6,990.1,990.1,0.0,0.0,,1742.6,0.0,27.0,,,,269.2,2732.7,5427.3,0.0,3776.3,0.3,3776.0,0.0,1.1,9.1,3786.5,0.0,3786.5,9213.8,
07/25/2014,9472.4,5564.2,3031.6,2532.6,585.4,585.4,0.0,104.2,17.1,0.0,87.1,0.0,494.3,240.7,,0.0,253.6,6748.1,1098.0,2222.4,-1124.4,0.0,,1626.3,1095.1,988.1,107.0,531.2,2724.3,,426.1,183.1,,,243.0,0.0,0.0,,,,0.0,1974.8,1419.9,,318.4,2400.9,1494.1,1494.1,,,,1740.7,,,,,,320.8,3234.8,5635.7,0.0,3791.5,0.3,3791.2,0.0,36.1,9.1,3836.7,0.0,3836.7,9472.4,
10/24/2014,9177.5,5269.4,2905.2,2364.2,632.7,632.7,0.0,107.6,23.3,0.0,84.3,0.0,479.4,225.2,,247.3,0.0,6489.1,1081.7,2238.5,-1156.8,0.0,,1606.7,1080.6,988.1,92.5,278.8,2688.4,,525.6,210.3,,,315.3,0.0,0.0,,,,0.0,1965.4,1414.9,,333.3,2491.0,1494.4,1494.4,,,,1730.8,,,,,,315.9,3225.2,5716.2,0.0,3460.7,0.3,3460.4,0.0,0.0,0.6,3461.3,0.0,3461.3,9177.5,
01/23/2015,9234.7,5252.5,2539.7,2712.8,666.3,666.3,0.0,117.8,25.9,0.0,91.9,0.0,518.0,266.0,,250.6,0.0,6554.6,1050.7,2219.7,-1169.0,0.0,,1629.4,1136.3,1031.3,105.0,242.5,2680.1,,476.8,194.2,,,282.6,0.0,0.0,,,,,2014.5,1430.3,,335.1,2491.3,1494.7,1494.7,,,,1740.7,,,,,,310.4,3235.4,5726.7,0.0,3452.5,0.3,3452.2,0.0,69.8,-14.3,3508.0,0.0,3508.0,9234.7,
04/24/2015,9401.2,5326.2,1921.5,3404.7,778.9,778.9,0.0,146.5,36.2,0.0,110.3,0.0,521.8,268.3,,255.9,1.8,6773.4,1029.9,2223.1,-1193.2,0.0,,1597.9,1116.9,1027.4,89.5,225.1,2627.8,,984.8,283.4,0.0,0.0,701.4,0.0,0.0,0.0,0.0,,,1724.2,1473.0,,0.0,2709.0,1487.5,1487.5,0.0,0.0,,1790.6,0.0,40.5,,,,277.1,3278.1,5987.1,0.0,3384.6,0.3,3384.3,0.0,53.2,-23.7,3414.1,0.0,3414.1,9401.2,
07/31/2015,8697.0,4950.0,2324.0,2626.0,415.0,415.0,0.0,193.0,63.0,0.0,130.0,0.0,561.0,271.0,0.0,273.0,0.0,6119.0,1011.0,2231.0,-1220.0,0.0,,1567.0,1091.0,1027.0,64.0,203.0,2578.0,,841.0,249.0,0.0,0.0,592.0,0.0,0.0,,,,0.0,1639.0,1427.0,,0.0,2480.0,1488.0,1488.0,,,,1729.0,,,,,,302.0,3217.0,5697.0,0.0,3065.0,0.297,3064.703,0.0,-31.0,-34.0,3000.0,0.0,3000.0,8697.0,
10/30/2015,8635.0,4814.0,2198.0,2616.0,587.0,587.0,0.0,125.0,35.0,0.0,90.0,0.0,555.0,250.0,,281.0,0.0,6081.0,1004.0,2249.0,-1245.0,0.0,,1550.0,1078.0,1027.0,51.0,191.0,2554.0,,844.0,226.0,,,618.0,0.0,0.0,,,,,1609.0,1437.0,,0.0,2453.0,1489.0,1489.0,0.0,0.0,,1706.0,,,,,,269.0,3195.0,5648.0,0.0,3022.0,0.292,3021.708,0.0,0.0,-35.0,2987.0,0.0,2987.0,8635.0,
01/29/2016,8785.0,5023.0,2495.0,2528.0,585.0,585.0,0.0,102.0,25.0,0.0,77.0,0.0,354.0,354.0,,605.0,0.0,6064.0,873.0,2075.0,-1202.0,0.0,,1848.0,1064.0,1027.0,37.0,179.0,2721.0,,792.0,175.0,,,617.0,0.0,0.0,,,,,1684.0,1441.0,,0.0,2476.0,1490.0,1490.0,,,,1710.0,,,,,,269.0,3200.0,5676.0,0.0,3099.0,0.291,3098.709,0.0,51.0,-41.0,3109.0,0.0,3109.0,8785.0,
04/29/2016,10037.0,5303.0,2868.0,2435.0,813.0,813.0,0.0,98.0,10.0,0.0,88.0,0.0,234.0,0.0,0.0,621.0,74.0,6448.0,937.0,2191.0,-1254.0,0.0,,2652.0,1856.0,1676.0,180.0,175.0,3589.0,,623.0,254.0,0.0,0.0,369.0,849.0,849.0,0.0,0.0,,0.0,2190.0,1591.0,0.0,0.0,3662.0,1490.0,1490.0,0.0,0.0,,2004.0,0.0,52.0,,,,361.0,3494.0,7156.0,0.0,2912.0,0.281,2911.719,0.0,0.0,-31.0,2881.0,0.0,2881.0,10037.0,
07/29/2016,8787.0,4421.0,2294.0,2127.0,501.0,501.0,0.0,81.0,11.0,0.0,70.0,0.0,220.0,0.0,0.0,599.0,220.0,5223.0,942.0,2218.0,-1276.0,0.0,,2622.0,1845.0,1676.0,169.0,178.0,3564.0,,800.0,239.0,0.0,0.0,561.0,0.0,0.0,0.0,0.0,,0.0,1724.0,1576.0,,0.0,2524.0,1491.0,1491.0,,,,1980.0,,,,,,404.0,3471.0,5995.0,0.0,2823.0,0.278,2822.722,0.0,0.0,-31.0,2792.0,0.0,2792.0,8787.0,
10/28/2016,8762.0,4357.0,2113.0,2244.0,547.0,547.0,0.0,97.0,10.0,0.0,87.0,0.0,219.0,0.0,0.0,590.0,219.0,5220.0,949.0,2251.0,-1302.0,0.0,,2593.0,1834.0,1676.0,158.0,169.0,3542.0,,873.0,253.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,,,1655.0,1546.0,,0.0,2528.0,1492.0,1492.0,,,,1953.0,,,,,,407.0,3445.0,5973.0,0.0,2830.0,0.276,2829.724,0.0,0.0,-41.0,2789.0,0.0,2789.0,8762.0,
01/27/2017,9055.0,4639.0,2213.0,2426.0,605.0,605.0,0.0,125.0,19.0,0.0,106.0,0.0,277.0,0.0,,533.0,277.0,5646.0,892.0,2196.0,-1304.0,0.0,,2517.0,1821.0,1676.0,145.0,163.0,3409.0,,1005.0,258.0,,,747.0,1140.0,392.0,,,,748.0,1699.0,1535.0,,0.0,3844.0,744.0,744.0,,,,1773.0,,,,,,238.0,2517.0,6361.0,0.0,2731.0,0.271,2730.729,0.0,0.0,-37.0,2694.0,0.0,2694.0,9055.0,
04/28/2017,9493.0,4921.0,2444.0,2477.0,731.0,731.0,0.0,163.0,28.0,0.0,135.0,0.0,383.0,0.0,0.0,525.0,218.0,6198.0,799.0,2047.0,-1248.0,0.0,,2496.0,1815.0,1684.0,131.0,156.0,3295.0,,872.0,347.0,0.0,0.0,525.0,1249.0,500.0,0.0,0.0,,749.0,2001.0,1598.0,0.0,0.0,4122.0,744.0,744.0,0.0,0.0,,1847.0,0.0,27.0,,,,222.0,2591.0,6713.0,0.0,2769.0,0.269,2768.731,0.0,40.0,-29.0,2780.0,0.0,2780.0,9493.0,
07/28/2017,9599.0,5321.0,2951.0,2370.0,518.0,518.0,0.0,143.0,59.0,0.0,84.0,0.0,316.0,0.0,,523.0,214.0,6298.0,799.0,2069.0,-1270.0,0.0,,2502.0,1825.0,1701.0,124.0,154.0,3301.0,,649.0,289.0,,,360.0,1643.0,894.0,,,,749.0,1995.0,1549.0,,0.0,4287.0,745.0,745.0,,,,1799.0,,,,,,250.0,2544.0,6831.0,0.0,2771.0,0.27,2770.73,0.0,10.0,-13.0,2768.0,0.0,2768.0,9599.0,
10/27/2017,10308.0,5965.0,3535.0,2430.0,584.0,584.0,0.0,108.0,32.0,0.0,76.0,0.0,363.0,0.0,0.0,483.0,227.0,7020.0,795.0,2075.0,-1280.0,0.0,,2493.0,1859.0,1739.0,120.0,151.0,3288.0,,853.0,379.0,0.0,0.0,474.0,1468.0,718.0,0.0,0.0,,750.0,1893.0,1522.0,,0.0,4214.0,1540.0,1540.0,,,,1777.0,,,,,,255.0,3317.0,7531.0,0.0,2779.0,0.267,2778.733,0.0,17.0,-19.0,2777.0,0.0,2777.0,10308.0,
01/26/2018,9787.0,5619.0,2974.0,2645.0,754.0,754.0,0.0,98.0,22.0,0.0,76.0,0.0,295.0,0.0,,289.0,170.0,6766.0,741.0,1985.0,-1244.0,0.0,,2280.0,1845.0,1739.0,106.0,146.0,3021.0,,666.0,458.0,0.0,0.0,208.0,632.0,632.0,,,,0.0,2250.0,1550.0,,0.0,3548.0,1540.0,1540.0,,,,2523.0,,,,,,973.0,4063.0,7611.0,0.0,2707.0,0.268,2706.732,0.0,-489.0,-42.0,2176.0,0.0,2176.0,9787.0,
04/27/2018,9991.0,5391.0,2941.0,2450.0,1047.0,1047.0,0.0,122.0,12.0,0.0,110.0,0.0,392.0,,0.0,229.0,277.0,6952.0,756.0,2004.0,-1248.0,0.0,,2283.0,1833.0,1739.0,94.0,221.0,3039.0,,1022.0,609.0,0.0,0.0,413.0,385.0,385.0,0.0,0.0,,0.0,2124.0,1651.0,0.0,0.0,3531.0,1541.0,1541.0,0.0,0.0,,2643.0,0.0,28.0,,,,964.0,4184.0,7715.0,0.0,2355.0,0.263,2354.737,0.0,-9.0,-70.0,2276.0,0.0,2276.0,9991.0,
07/27/2018,8905.0,4811.0,2627.0,2184.0,616.0,616.0,0.0,97.0,17.0,0.0,80.0,0.0,329.0,,,225.0,200.0,5853.0,768.0,2029.0,-1261.0,0.0,,2284.0,1820.0,1739.0,81.0,239.0,3052.0,,898.0,425.0,,,473.0,200.0,200.0,,,,0.0,1742.0,1637.0,,0.0,2840.0,1542.0,1542.0,,,,2601.0,,,,,,964.0,4143.0,6983.0,0.0,1992.0,0.26,1991.74,0.0,0.0,-70.0,1922.0,0.0,1922.0,8905.0,
10/26/2018,8551.0,4299.0,2359.0,1940.0,765.0,765.0,0.0,86.0,12.0,0.0,74.0,0.0,321.0,0.0,0.0,223.0,220.0,5471.0,770.0,2052.0,-1282.0,0.0,,2310.0,1811.0,1742.0,69.0,276.0,3080.0,,887.0,472.0,0.0,0.0,415.0,648.0,249.0,0.0,0.0,,399.0,1775.0,1668.0,,0.0,3310.0,1144.0,1144.0,,,,2567.0,,,,,,899.0,3711.0,7021.0,0.0,1605.0,0.254,1604.746,0.0,0.0,-75.0,1530.0,0.0,1530.0,8551.0,
01/25/2019,8418.0,4049.0,2271.0,1778.0,872.0,872.0,0.0,100.0,11.0,0.0,89.0,0.0,340.0,0.0,,219.0,288.0,5361.0,763.0,2071.0,-1308.0,0.0,,2294.0,1798.0,1742.0,56.0,277.0,3057.0,,882.0,497.0,0.0,0.0,385.0,562.0,163.0,0.0,0.0,,399.0,1986.0,1716.0,,0.0,3430.0,1144.0,1144.0,,,,2614.0,,,,,,898.0,3758.0,7188.0,0.0,1298.0,0.247,1297.753,0.0,0.0,-68.0,1230.0,0.0,1230.0,8418.0,
04/26/2019,8741.0,3899.0,2325.0,1574.0,1216.0,1216.0,0.0,131.0,8.0,0.0,123.0,0.0,364.0,,0.0,201.0,243.0,5610.0,759.0,2086.0,-1327.0,0.0,,2372.0,1782.0,1735.0,47.0,389.0,3131.0,,1030.0,542.0,0.0,0.0,488.0,649.0,249.0,0.0,0.0,,400.0,2188.0,1843.0,0.0,0.0,3867.0,1144.0,1144.0,0.0,0.0,,2640.0,0.0,30.0,,,,767.0,3784.0,7651.0,0.0,1133.0,0.24,1132.76,0.0,0.0,-43.0,1090.0,0.0,1090.0,8741.0,
07/26/2019,7811.0,3532.0,2967.0,565.0,542.0,542.0,0.0,116.0,21.0,0.0,95.0,0.0,326.0,0.0,,207.0,173.0,4516.0,754.0,2106.0,-1352.0,0.0,,2541.0,1832.0,1770.0,62.0,502.0,3295.0,,791.0,348.0,,,443.0,481.0,30.0,51.0,,51.0,400.0,1903.0,1746.0,,0.0,3175.0,1245.0,1145.0,100.0,,100.0,2528.0,,,,,,782.0,3773.0,6948.0,0.0,902.0,0.239,901.761,0.0,0.0,-39.0,863.0,0.0,863.0,7811.0,
10/26/2019,7472.0,2987.0,2545.0,442.0,780.0,780.0,0.0,111.0,14.0,0.0,97.0,0.0,313.0,,,223.0,199.0,4191.0,746.0,2125.0,-1379.0,0.0,,2535.0,1821.0,1770.0,51.0,491.0,3281.0,,794.0,382.0,,,412.0,547.0,498.0,49.0,,49.0,0.0,1863.0,1750.0,,0.0,3204.0,1247.0,1145.0,102.0,,102.0,2485.0,,,,,,735.0,3732.0,6936.0,0.0,572.0,0.229,571.771,0.0,0.0,-36.0,536.0,0.0,536.0,7472.0,
01/24/2020,7483.0,3008.0,2705.0,303.0,821.0,821.0,0.0,113.0,18.0,0.0,95.0,0.0,276.0,0.0,,222.0,216.0,4218.0,740.0,2137.0,-1397.0,0.0,,2525.0,1813.0,1770.0,43.0,490.0,3265.0,,770.0,381.0,,,389.0,743.0,693.0,50.0,,50.0,0.0,2016.0,1778.0,,0.0,3529.0,1245.0,1146.0,99.0,,99.0,2427.0,,,,,,649.0,3672.0,7201.0,0.0,321.0,0.222,320.778,0.0,0.0,-39.0,282.0,0.0,282.0,7483.0,
04/24/2020,7522.0,2882.0,2658.0,224.0,973.0,973.0,0.0,145.0,28.0,0.0,117.0,0.0,274.0,,0.0,220.0,20.0,4274.0,727.0,2088.0,-1361.0,0.0,,2521.0,1822.0,1778.0,44.0,479.0,3248.0,,1041.0,426.0,0.0,0.0,615.0,573.0,522.0,51.0,0.0,51.0,0.0,2002.0,1804.0,0.0,0.0,3616.0,1239.0,1146.0,93.0,0.0,93.0,2425.0,0.0,27.0,,,,594.0,3664.0,7280.0,0.0,284.0,0.219,283.781,0.0,0.0,-42.0,242.0,0.0,242.0,7522.0,
07/31/2020,8416.0,3773.0,3633.0,140.0,604.0,604.0,0.0,136.0,25.0,0.0,111.0,0.0,304.0,0.0,,208.0,304.0,4817.0,737.0,2130.0,-1393.0,0.0,,2862.0,2178.0,2038.0,140.0,476.0,3599.0,,866.0,396.0,,,470.0,202.0,150.0,52.0,,52.0,0.0,1908.0,1806.0,,0.0,2976.0,2720.0,2630.0,90.0,,90.0,2436.0,,,,,,630.0,5156.0,8132.0,0.0,323.0,0.222,322.778,0.0,0.0,-39.0,284.0,0.0,284.0,8416.0,
