Date,P/Book,Average,High,Low,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
09/30/1989,,,,,,,,,,,8.4375,,
12/31/1989,,,,,,,,,,,8.3125,,
03/31/1990,1.655622,187.055869,187.055869,187.055869,,,,,,,9.1875,187.166128,
06/30/1990,1.690892,194.587615,215.188004,175.156753,,,,,,,9.875,202.627759,
09/30/1990,1.131991,166.296636,203.220254,129.443381,,,,0.581417,,,6.875,135.7335,
12/31/1990,1.406904,153.55256,178.3655,122.248506,0.778873,7.207797,,0.680826,5.485665,7.01445,8.875,165.414754,
03/31/1991,1.696794,180.224923,212.646381,142.713249,0.957907,9.795927,,0.874491,6.861789,8.732034,10.9375,212.886999,
06/30/1991,1.698861,226.988784,237.966256,204.882999,0.965879,9.89841,,0.888705,6.889479,8.701646,11.3125,221.978998,
09/30/1991,2.039352,241.103732,292.051998,219.310998,1.157658,20.700837,,1.11851,8.785019,11.046716,14.1875,292.505992,
12/31/1991,1.852662,277.22123,440.728992,251.089993,1.031789,,,1.577342,13.485884,16.756904,15.125,515.174255,
03/29/1992,2.509364,580.720402,710.765632,432.712992,1.198183,,,1.638299,14.792429,18.62603,20.75,671.561501,
06/28/1992,2.199271,681.763707,789.920501,595.871756,1.132043,,,1.470593,14.182013,18.091536,22.5,725.452498,
09/27/1992,1.945473,693.484537,796.909123,594.261502,0.972447,,,1.179034,11.592582,14.891539,20.5,681.481503,
12/31/1992,2.37573,725.877014,846.070505,590.810494,1.191435,,,1.368764,12.906221,16.452157,25.5,852.64949,
04/04/1993,2.186532,898.307671,962.735132,797.790994,1.268128,,,1.429581,12.089011,14.982857,26.0,889.727026,
07/04/1993,1.749552,803.932762,881.294744,681.359272,1.127915,23.007446,,1.122809,8.337545,10.117838,21.25,683.186741,
09/30/1993,1.925271,727.277065,789.396114,622.03252,1.343872,20.501244,,1.372315,9.284044,11.140459,24.0,787.908966,
12/31/1993,2.022982,793.81215,916.121461,685.324364,1.658803,10.255425,,1.600434,9.248677,11.075259,25.75,828.163543,
03/31/1994,1.970268,849.893187,903.442963,794.951967,1.739504,9.016687,,1.594134,9.73534,11.926819,25.5,797.450956,
07/03/1994,1.165136,705.894341,856.528546,433.140975,1.033307,14.076232,,0.890539,6.155838,7.771254,15.375,453.475979,
10/02/1994,1.318868,539.808752,624.875973,462.170969,1.103259,55.249779,,1.040217,7.942984,10.137997,17.8125,575.564538,
12/31/1994,1.042321,489.918159,568.762978,440.504356,0.816365,,,0.777703,6.972292,8.97174,14.75,481.764481,
04/02/1995,1.178558,537.271838,608.802979,477.580105,0.895889,,,0.938003,8.733389,11.220138,17.0,610.655998,
06/30/1995,1.218854,631.644071,793.941627,546.150373,0.906118,,,1.172099,10.267795,13.068625,17.875,793.905896,
10/01/1995,1.17276,766.649589,815.443501,729.436002,0.847431,,,1.104631,9.54028,12.338276,17.4375,781.148637,
12/31/1995,1.153128,735.287946,778.632389,690.510015,0.776956,10.877048,15.728843,0.945189,7.867984,10.087212,16.5,690.510015,
03/31/1996,1.310202,693.194087,795.927393,630.271514,0.851582,6.527776,7.985694,1.02189,8.360299,10.710022,19.0,785.216003,
06/30/1996,1.102837,743.500665,786.459766,658.054753,0.703356,5.352732,6.474908,0.82675,7.066639,9.121822,16.25,658.851,
09/29/1996,0.779655,533.093399,649.409003,467.848252,0.510389,3.802878,4.751539,0.64039,5.86059,7.720102,11.6875,503.852481,
12/31/1996,0.925568,527.155497,580.460978,489.090983,0.574312,4.114373,5.059192,0.641016,8.140933,12.293352,12.875,489.090983,
03/30/1997,1.055525,510.60433,555.34698,484.432359,0.691377,3.243929,3.661231,0.705048,8.828652,13.772842,14.75,506.358503,
06/29/1997,1.451822,626.427213,722.383966,457.35998,1.006959,5.06647,5.735454,1.00538,11.382749,17.456378,20.75,678.878505,
