Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
09/26/2014,205.3,-352.4,117.2,410.1,53.3,-87.0,443.8,30.4,-25.6,63.5,-3.9,-3.6,,-1520.3,-47.7,0,0.0,0.0,-47.7,-47.7,0,0,0,0,-1490.6,0.0,-1490.6,0,18.0,1697.3,0,1742.8,,,,28.4,28.4,,-73.9,-2.4,379.9,
12/26/2014,216.8,92.7,150.6,-44.6,35.4,-69.7,-10.3,18.7,28.1,22.6,-5.9,-26.1,,-20.9,-22.3,0,0.0,0.0,-22.3,-22.3,0,0,0,0,0.0,0.0,0.0,0,1.4,-0.8,0,-7.8,,,,7.0,17.6,-10.6,0.0,-3.9,191.2,
03/27/2015,148.7,98.8,150.6,-98.8,30.5,-54.5,-74.8,-1.9,-57.9,19.7,25.0,11.3,,-32.1,-32.8,0,0.0,0.0,-32.8,-32.8,0,0,0,0,0.0,0.0,0.0,0,0.7,41.4,0,24.3,,,,21.5,23.2,-1.7,-4.4,-3.5,154.5,
06/26/2015,193.7,58.0,180.0,0.9,28.0,-11.0,-16.1,-21.8,6.9,-5.4,-2.6,-20.7,,-1235.1,-37.4,0,0.0,0.0,-37.4,-37.4,0,0,0,0,-1176.3,0.0,-1176.3,0,-21.4,212.9,0,245.7,,,,16.2,19.3,-3.1,-49.0,0.3,-828.2,
09/25/2015,188.5,75.2,40.7,50.2,-7.4,-1.9,59.5,22.4,81.5,4.7,-21.1,-42.7,,-976.4,-22.7,0,0.0,0.0,-22.7,-22.7,0,0,0,0,-978.4,0.0,-978.4,0,24.7,775.0,0,875.1,,,,-89.9,0.0,-89.9,-10.2,-1.0,-13.9,
03/25/2016,228.6,118.3,211.5,-85.6,11.3,-115.1,18.2,-15.6,-17.8,15.8,-3.2,-10.4,,-202.8,-42.4,0,0.0,0.0,-42.4,-42.4,0,0,0,0,-164.3,5.8,-170.1,0,3.9,-229.0,0,-5.5,,,,-223.5,2.7,-226.2,0.0,1.4,-201.8,
06/24/2016,454.4,199.3,207.5,-19.5,10.8,-100.3,70.0,69.2,0.6,-7.8,7.6,68.8,,-43.6,-42.1,0,0.0,0.0,-42.1,-42.1,0,0,0,0,-2.2,-2.8,0.6,0,0.7,-256.9,0,-135.7,,,,-98.2,2.2,-100.4,-23.0,0.7,154.6,
09/30/2016,190.2,115.0,209.5,-59.4,12.3,-108.6,36.9,-78.7,-20.0,-10.8,-1.1,-46.8,,-124.6,-49.4,0,0.0,0.0,-49.4,-49.4,0,0,0,0,-75.9,0.0,-75.9,0,0.7,-306.9,0,-261.5,,,,-45.4,5.5,-50.9,0.0,-0.3,-241.6,
12/30/2016,195.6,-153.2,203.2,129.4,11.0,-204.3,322.7,16.2,36.5,-26.3,5.4,0.6,,-77.2,-65.2,0,0.0,0.0,-65.2,-65.2,0,0,0,0,-1.8,0.0,-1.8,0,-10.2,-53.9,0,103.3,,,,-158.4,0.4,-158.8,1.2,-3.0,61.5,
03/31/2017,-97.4,399.2,204.0,-562.5,16.4,-73.6,-505.3,-138.1,-57.4,-13.5,-6.6,-60.6,0.0,513.5,-52.6,0,0.0,0.0,-52.6,-52.6,0,0,0,0,576.9,576.9,0.0,0,-10.8,-498.3,0,-208.9,,,,-277.4,2.2,-279.6,-12.0,0.0,-82.2,
06/30/2017,319.9,62.8,202.0,395.4,15.4,-84.0,464.0,78.8,4.8,5.0,-4.1,73.1,,-48.1,-49.0,0,0.0,0.0,-49.0,-49.0,0,0,0,0,0.0,0.0,0.0,0,0.9,-203.9,0,-83.9,,,,-99.5,1.7,-101.2,-20.5,1.6,69.5,
09/29/2017,226.0,63.7,200.5,53.7,14.3,28.9,10.5,-91.9,17.9,-9.7,-19.5,-80.6,,-75.2,-49.7,0,0.0,0.0,-49.7,-49.7,0,0,0,0,-35.9,0.0,-35.9,0,10.4,-110.3,0,-54.7,,,,-56.8,0.1,-56.9,1.2,1.1,41.6,
12/29/2017,278.8,1608.7,201.8,-1583.1,13.1,-1615.4,19.2,51.4,18.5,-5.4,4.4,33.9,,-71.8,-34.8,0,0.0,0.0,-34.8,-34.8,0,0,0,0,-617.3,-576.9,-40.4,0,3.4,682.3,0,895.3,,,,-213.9,0.1,-214.0,0.9,-0.2,889.1,
03/30/2018,17.8,-18.0,198.6,-148.8,4.6,-47.8,-105.6,-14.0,-22.4,-7.8,19.1,-2.9,0.0,-427.6,-34.3,0,0.0,0.0,-34.3,-34.3,0,0,0,0,-401.6,298.3,-699.9,0,8.3,-338.8,0,-275.4,,,,-46.6,0.0,-46.6,-16.8,-0.3,-748.9,
06/29/2018,244.0,15.6,198.5,9.8,11.8,-53.2,51.2,20.1,0.6,26.2,-17.0,10.3,,-28.7,-32.8,0,0.0,0.0,-32.8,-32.8,0,0,0,0,0.0,0.0,0.0,0,4.1,-490.5,0,-460.2,,,,-10.2,0.0,-10.2,-20.1,-0.9,-276.1,
09/28/2018,219.3,113.8,199.9,-89.0,11.5,-131.7,31.2,-5.4,-37.2,24.7,-2.2,9.3,,5.1,-26.2,0,0.0,0.0,-26.2,-26.2,0,0,0,0,14.9,14.9,0.0,0,16.4,-169.6,0,-170.6,,,,0.4,1.0,-0.6,0.6,0.3,55.1,
12/28/2018,184.4,-3718.4,255.1,3606.7,6.7,-308.8,3908.8,40.2,-86.8,20.0,24.7,82.3,,-29.1,-33.7,0,0.0,0.0,-33.7,-33.7,0,0,0,0,-0.2,-0.2,0.0,0,4.8,-96.1,0,-97.1,,,,-0.1,0.0,-0.1,1.1,-0.9,58.3,
03/29/2019,164.5,154.9,247.6,-298.7,10.0,-243.2,-65.5,60.7,48.7,-0.7,-7.1,19.8,0.0,-39.4,-39.8,0,0.0,0.0,-39.8,-39.8,0,0,0,0,0.0,0.0,0.0,0,0.4,-248.4,0,-248.7,,,,-0.2,0.3,-0.5,0.5,0.3,-123.0,
06/28/2019,302.9,6.8,241.0,14.5,12.8,-28.0,29.7,40.6,46.8,-23.1,14.3,2.6,,-30.0,-37.8,0,0.0,0.0,-37.8,-37.8,0,0,0,0,0.0,0.0,0.0,0,7.8,-258.0,0,-237.2,,,,-1.8,0.2,-2.0,-19.0,0.5,15.4,
09/27/2019,66.7,-1.1,234.9,-91.9,7.8,-30.7,-69.0,-75.2,-26.8,-8.2,-35.0,-5.2,,-25.6,-31.1,0,0.0,0.0,-31.1,-31.1,0,0,0,0,0.0,0.0,0.0,0,5.5,241.2,0,240.8,,,,0.0,0.0,0.0,0.4,-0.3,282.0,
12/27/2019,208.8,-1157.1,227.6,1117.8,3.2,-302.4,1417.0,-13.0,-37.1,8.9,34.5,-19.3,,86.7,-24.3,0,0.0,0.0,-24.3,-24.3,0,0,0,0,95.1,95.1,0.0,0,15.9,-14.9,0,-5.0,,,,0.0,0.1,-0.1,-9.9,0.1,280.7,
03/27/2020,53.7,-50.2,223.1,-92.4,6.7,5.5,-104.6,-26.8,49.4,-18.4,-22.9,-34.9,0.0,-16.7,-19.9,0,0.0,0.0,-19.9,-19.9,0,0,0,0,-3.5,-3.5,0.0,0,6.7,-8.9,0,-4.9,,,,0.0,0.0,0.0,-4.0,-1.5,26.6,
06/26/2020,170.9,-933.1,216.3,1070.0,6.6,308.6,754.8,-182.3,34.2,-8.8,-22.8,-184.9,0.0,-12.1,-11.4,0,0.0,0.0,-11.4,-11.4,0,0,0,0,0.0,3.5,-3.5,0,-0.7,-149.3,0,-124.7,,,,-0.3,0.0,-0.3,-24.3,1.0,10.5,
