Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,(Income) Loss from Affiliates,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2000,408.686,96.066,242.675,242.675,0.0,-146.609,567.216,254.596,254.596,,,295.98,16.64,-1.256,407.43,-405.469,0.0,405.469,1.961,-33.665,,33.665,-31.704,8.923,-22.781,0.0,,,-22.781,-0.408,-23.189,0.0,0.0,-23.189,-23.189,15.99,28.5004,-0.8,-0.8,-0.24,28.5004,-0.8,-0.8,-0.24,
06/30/2000,331.315,92.352,257.193,257.193,0.0,-164.841,419.157,180.194,180.194,,,214.1,24.863,-0.974,330.341,-328.991,0.0,328.991,1.35,11.643,,-11.643,12.993,-7.888,5.105,0.0,,,5.105,0.585,5.69,0.0,0.0,5.69,5.69,0.737,29.4015,0.2,0.2,0.22,30.9346,0.2,0.2,0.22,
09/30/2000,584.41,115.422,434.369,434.369,0.0,-318.947,468.988,58.101,,,,228.998,181.889,-1.773,582.637,-374.818,0.0,374.818,207.819,-77.417,7.67,69.747,130.402,-88.541,41.861,0.0,0.0,,41.861,0.004,41.865,0.0,0.0,41.865,41.865,4.807,38.1522,1.09732,1.09732,1.22331,43.3251,0.9663,0.9663,1.07725,
03/31/2001,325.574,92.879,323.208,323.208,0.0,-230.329,232.695,59.466,,,,173.229,0.0,-1.443,324.131,-326.655,0.0,326.655,-2.524,-17.849,,17.849,-20.373,13.242,-7.131,2.037,,,-9.168,-0.035,-9.203,0.0,0.0,-9.203,-9.203,,31.7242,-0.3,-0.2,0.1,31.7242,-0.3,-0.2,0.1,
06/30/2001,302.296,84.8,303.735,303.735,0.0,-218.935,217.496,64.626,,,,152.87,0.0,-1.656,300.64,-300.722,0.0,300.722,-0.082,-25.229,,25.229,-25.311,12.655,-12.656,-2.111,,,-10.545,0.35,-10.195,0.0,0.0,-10.195,-10.195,,32.155,-0.3,-0.4,0.2,32.155,-0.3,-0.4,0.2,
09/30/2001,283.62,87.21,291.703,291.703,0.0,-204.493,196.41,79.496,,,,116.914,0.0,0.0,283.62,-278.34,0.0,278.34,5.28,-283.435,,283.435,-278.155,19.471,-258.684,-15.246,,,-243.438,-0.299,-243.737,0.0,0.0,-243.737,-243.737,,33.6469,-7.2,-7.7,-7.7,33.6469,-7.2,-7.7,-7.7,
12/31/2001,340.667,85.024,263.404,263.404,0.0,-178.38,255.643,0.0,,,,131.526,124.117,-4.377,336.29,-311.456,0.0,311.456,24.834,-11.25,,11.25,13.584,-5.434,8.15,-13.949,,,22.099,-0.496,21.603,0.0,0.0,21.603,21.603,,36.1685,0.6,0.2,0.7,36.8426,0.6,0.2,0.7,
03/31/2002,325.443,94.159,259.299,259.299,0.0,-165.14,231.284,101.612,,,,129.672,0.0,-3.382,322.061,-284.974,0.0,284.974,37.087,2.56,,-2.56,39.647,-16.922,22.725,292.769,,,-270.044,-0.193,-270.237,0.0,0.0,-270.237,-270.237,,34.695,-7.8,0.6,0.8,35.6958,-7.8,0.5,0.8,
06/30/2002,312.211,93.224,245.968,245.968,0.0,-152.744,218.987,91.759,,,,127.228,0.0,-4.383,307.828,-256.241,0.0,256.241,51.587,6.915,,-6.915,58.502,-25.532,32.97,0.0,,,32.97,-0.18,32.79,0.0,0.0,32.79,32.79,,35.676,0.9,0.9,1.1,36.2498,0.9,0.9,1.1,
09/30/2002,324.745,86.156,232.819,232.819,0.0,-146.663,238.589,110.839,,,,127.75,0.0,-4.176,320.569,-258.096,0.0,258.096,62.473,-23.478,,23.478,38.995,-17.543,21.452,0.0,,,21.452,-0.774,20.678,0.0,0.0,20.678,20.678,,35.964,0.6,0.6,0.6,36.338,0.6,0.6,0.6,
12/31/2002,343.044,76.195,220.562,220.562,0.0,-144.367,266.849,124.793,,,,142.056,0.0,-2.723,340.321,-266.142,0.0,266.142,74.179,-18.827,,18.827,55.352,-24.58,30.772,0.0,,,30.772,-0.408,30.364,0.0,0.0,30.364,30.364,,35.65,0.9,0.9,1.5,36.0566,0.8,0.8,1.4,
03/31/2003,322.68,88.037,223.316,223.316,0.0,-135.279,234.643,110.958,,,,123.685,0.0,-10.333,312.347,-266.124,30.142,235.982,46.223,-8.307,,8.307,37.916,-15.926,21.99,0.0,,,21.99,-0.508,21.482,0.0,0.0,21.482,21.482,,35.4563,0.6,0.6,1.0,35.8441,0.6,0.6,1.0,
06/30/2003,367.445,87.379,218.641,218.641,,-131.262,280.066,141.605,,,,85.78,52.681,-7.828,359.617,-291.937,38.554,253.383,67.68,-53.327,,53.327,14.353,-6.1,8.253,1.206,,,7.047,5.64,12.687,,,12.687,12.687,,35.6237,0.4,0.4,0.4,36.3697,0.3,0.3,0.3,
09/30/2003,424.935,83.297,214.615,214.615,,-131.318,341.638,191.222,,,,92.885,57.531,-7.988,416.947,-283.838,41.429,242.409,133.109,-45.356,,45.356,87.753,-25.427,62.326,0.88,,,61.446,-0.043,61.403,,,61.403,61.403,,35.9432,1.7,1.7,1.7,37.1173,1.7,1.7,1.7,
12/31/2003,385.372,109.028,242.876,242.876,0.0,-133.848,276.344,116.709,,,,159.635,0.0,-12.374,372.998,-280.854,-68.696,349.55,92.144,81.616,,-81.616,173.76,-66.277,107.483,0.0,,,107.483,-0.028,107.455,0.0,0.0,107.455,107.455,,36.3048,2.9598,2.9598,2.9598,37.6133,2.85684,2.85684,2.9598,
03/31/2004,438.481,124.958,257.022,257.022,0.0,-132.064,313.523,139.117,,,,174.406,0.0,-9.055,429.426,-294.714,43.927,250.787,134.712,3.606,,-3.606,138.318,-49.103,89.215,0.0,,,89.215,-0.74,88.475,0.0,0.0,88.475,88.475,,36.5045,2.4,2.4,2.4,42.5155,2.3,2.3,2.3,
06/30/2004,409.851,143.042,275.62,275.62,0.0,-132.578,266.809,111.897,,,,154.912,0.0,-7.501,402.35,-246.71,39.399,207.311,155.64,-3.883,,3.883,151.757,-48.848,102.909,-20.086,,,122.995,-0.089,122.906,0.0,0.0,122.906,122.906,,36.5072,3.4,2.8,2.9,41.6713,3.1,2.6,2.7,
09/30/2004,383.336,153.985,294.71,294.71,0.0,-140.725,132.276,24.391,24.391,,,107.885,0.0,-9.145,374.191,-237.539,30.894,206.645,136.652,-18.22,-0.084,18.304,118.348,-38.464,79.884,0.563,,,79.321,-0.047,79.274,0.0,0.0,79.274,79.274,,36.9103,2.1,2.1,2.4,38.0557,2.1,2.1,2.4,
12/31/2004,432.701,172.513,325.126,325.126,,-152.613,213.73,67.074,67.074,,,94.148,52.508,-12.42,420.281,-281.546,,281.546,138.735,-2.861,1.262,1.599,137.136,-38.623,98.513,0.074,,,98.439,-0.017,98.422,0.0,0.0,98.422,98.422,,36.7603,2.7,2.7,2.7,38.1061,2.6,2.6,2.6,
03/31/2005,435.369,178.125,338.483,338.483,0.0,-160.358,257.244,90.553,,,,143.187,23.504,-12.04,423.329,-264.644,42.979,221.665,158.685,-0.557,2.641,-2.084,160.769,-58.511,102.258,10.212,,,92.046,-0.052,91.994,0.0,0.0,91.994,91.994,,36.613,2.5,2.8,2.8,37.8734,2.4,2.7,2.7,
06/30/2005,422.091,198.909,390.174,390.174,0.0,-191.265,223.182,69.616,,,,133.392,20.174,-12.997,409.094,-245.951,42.811,203.14,163.143,-0.407,1.398,-0.991,164.134,-54.745,109.389,7.816,,,101.573,-0.006,101.567,0.0,0.0,101.567,101.567,,36.518,2.8,3.0,3.0,37.6345,2.7,2.9,2.9,
09/30/2005,444.399,206.639,427.523,427.523,0.0,-220.884,237.76,67.671,,,,147.171,22.918,-12.909,431.49,-268.318,46.93,221.388,163.172,0.469,3.103,-3.572,166.744,-57.606,109.138,1.647,,,107.491,0.0,107.491,0.0,0.0,107.491,107.491,,36.7342,2.9,3.0,3.0,38.2031,2.8,2.9,2.9,
12/31/2005,461.673,224.336,504.949,504.949,0.0,-280.613,237.337,52.524,,,,159.893,24.92,-16.07,445.603,-271.012,30.193,240.819,174.591,30.017,6.103,-36.12,676.126,-66.452,137.381,8.012,,,601.662,-0.009,129.36,0.0,0.0,129.36,129.36,,38.7055,3.4,3.6,3.0,40.0717,3.3,3.5,2.9,
03/31/2006,587.615,286.242,596.255,596.255,0.0,-310.013,301.373,59.936,,,,207.859,33.578,-10.197,577.418,-354.85,63.288,291.562,222.568,0.118,-1.007,0.889,221.679,-78.695,142.984,0.513,,,142.471,0.0,142.471,0.0,0.0,142.471,142.471,,41.4679,3.4,3.4,3.7,43.2302,3.3,3.3,3.6,
06/30/2006,602.992,310.676,662.561,662.561,0.0,-351.885,292.316,57.987,,,,200.936,33.393,-10.27,592.722,-347.687,64.138,283.549,245.035,-3.452,0.189,3.263,241.772,-85.08,156.692,0.208,,,156.484,0.0,156.484,0.0,0.0,156.484,156.484,,42.1929,3.7,3.7,3.9,43.946,3.6,3.6,3.7,
09/30/2006,585.282,319.114,733.371,733.371,0.0,-414.257,266.168,65.691,,,,167.516,32.961,-12.547,572.735,-341.913,62.5,279.413,230.822,-16.684,2.519,14.165,216.657,-66.429,150.228,-3.021,,,153.249,0.0,153.249,0.0,0.0,153.249,153.249,,42.3736,3.6,3.5,3.76,43.8883,3.5,3.4,3.65,
12/31/2006,616.135,339.937,790.925,790.925,0.0,-450.988,276.198,53.403,,,,186.395,36.4,-11.956,604.179,-346.542,63.114,283.428,257.637,-8.948,,8.948,248.689,-71.779,176.91,0.255,,,176.655,0.0,176.655,0.0,0.0,176.655,176.655,,42.405,4.2,4.2,4.4,43.8086,4.0,4.0,4.2,
03/31/2007,649.854,354.5,831.5,831.5,0.0,-477.0,295.354,67.213,,,,218.491,9.65,-21.186,628.668,-373.672,67.252,306.42,254.996,-0.733,8.095,-7.362,262.358,-92.948,169.41,0.0,,,169.41,0.0,169.41,0.0,0.0,169.41,169.41,,42.3786,4.0,4.0,4.0,43.7535,3.9,3.9,3.9,
06/30/2007,649.258,370.867,895.452,895.452,0.0,-524.585,278.391,45.28,,,,222.061,11.05,-30.045,619.213,-381.936,70.093,311.843,237.277,2.145,-0.84,-1.305,238.582,-80.894,157.688,-1.441,,,159.129,0.0,159.129,0.0,0.0,159.129,159.129,,42.3308,3.8,3.7,4.2,43.5775,3.7,3.6,4.1,
09/30/2007,445.755,375.095,939.997,939.997,0.0,-564.902,70.66,-180.414,,,,238.46,12.614,-186.536,259.219,-350.442,74.809,275.633,-91.223,-5.074,-0.741,5.815,-97.038,38.206,-58.832,-0.384,,,-58.448,0.0,-58.448,0.0,0.0,-58.448,-58.448,,42.0964,-1.4,-1.4,-1.3,42.0964,-1.4,-1.4,-1.3,
12/31/2007,-1664.089,328.844,884.339,884.339,0.0,-555.495,-1992.933,-2252.217,,,,245.275,14.009,-402.311,-2066.4,-389.914,65.931,323.983,-2456.314,-129.343,1.151,128.192,-2584.506,872.661,-1711.845,1.242,,,-1713.087,0.0,-1711.845,0.0,0.0,-1711.845,-1711.845,,42.967,-39.8,-39.8,-37.9,42.967,-39.8,-39.8,-37.9,
03/31/2008,436.781,233.556,702.017,702.017,,-468.461,211.29,20.49,20.49,,,177.196,13.604,-233.871,202.91,-343.767,44.885,298.882,-140.857,-4.019,-4.699,8.718,-149.575,56.648,-92.927,-1.734,,,-91.193,0.0,-91.193,0.0,0.0,-91.193,-91.193,,46.0857,-2.0,-2.0164,-2.0,46.0857,-2.0,-2.03763,-2.0,
06/30/2008,443.912,254.321,627.88,627.88,0.0,-373.559,189.591,2.703,,,,173.197,13.691,-319.121,124.791,-306.11,46.122,259.988,-181.319,0.502,-1.594,1.092,-182.411,62.968,-119.443,-24.884,,,-94.559,0.0,-94.559,0.0,0.0,-94.559,-94.559,,49.2712,-1.9,-2.4,-2.4,49.2712,-1.9,-2.4,-2.4,
09/30/2008,290.134,237.389,605.458,605.458,0.0,-368.069,52.745,-139.348,,,,179.125,12.968,-517.8,-227.666,-290.364,46.105,244.259,-518.03,-5.526,21.965,-16.439,-501.591,180.802,-320.789,-270.314,,,-50.475,0.0,-50.475,0.0,0.0,-50.475,-50.475,,53.6521,-0.9,-6.0,-5.9,53.6521,-0.9,-6.0,-5.9,
03/31/2009,410.019,191.771,487.061,487.061,,-295.29,218.248,33.716,17.642,16.074,0.0,172.341,12.191,-453.963,-43.944,-296.983,42.671,254.312,-340.927,-3.129,3.129,0.0,-344.056,111.371,-232.685,0.0,0.0,0.0,-232.685,0.0,-232.685,0.0,0.0,-232.685,-232.685,1.87655,56.7833,-4.1,-4.1,-4.1,56.7833,-4.1,-4.1,-4.1,
06/30/2009,533.05,253.326,485.695,485.695,,-232.369,279.724,64.6,22.693,41.907,0.0,201.997,13.127,-404.525,128.525,-339.582,44.072,295.51,-211.057,-0.439,0.439,0.0,-211.496,68.259,-143.237,0.0,0.0,0.0,-143.237,0.0,-143.237,0.0,0.0,-143.237,-143.237,9.62195,66.207,-2.16,-2.16,-2.01814,66.207,-2.16,-2.16,-2.01814,
09/30/2009,506.484,252.535,440.23,440.23,,-187.695,253.949,47.638,24.888,22.75,0.0,194.906,11.405,-347.222,159.262,-1307.207,43.245,1263.962,-1147.945,-3.404,3.404,0.0,-1151.349,296.658,-854.691,0.0,0.0,0.0,-854.691,0.0,-854.691,0.0,0.0,-854.691,-854.691,655.1935,126.849,-6.74,-6.74,-1.57272,126.849,-6.74,-6.74,-1.57485,
12/31/2009,483.921,281.142,420.432,420.432,,-139.29,202.779,20.396,22.83,-2.434,0.0,171.265,11.118,-292.402,191.519,-318.405,40.723,277.682,-126.886,-1.644,1.644,0.0,-128.53,61.381,-67.149,0.0,0.0,0.0,-67.149,0.0,-67.149,0.0,0.0,-67.149,-67.149,8.983,186.717,-0.36,-0.36,-0.31152,186.717,-0.36,-0.36,-0.31189,
03/31/2010,495.592,279.377,406.989,406.989,,-127.612,216.215,46.714,26.211,20.503,0.0,155.482,14.019,-267.979,227.613,-295.336,39.159,256.177,-67.723,1.794,-1.794,0.0,-65.929,18.092,-47.837,0.0,0.0,0.0,-47.837,0.0,-47.837,0.0,0.0,-47.837,-47.837,2.19245,192.195,-0.25,-0.25,-0.23749,192.195,-0.25,-0.25,-0.23859,
06/30/2010,492.853,260.879,381.837,381.837,,-120.958,231.974,65.456,28.706,36.75,0.0,154.758,11.76,-165.666,327.187,-275.661,38.141,237.52,51.526,0.733,-0.733,0.0,52.259,-17.183,35.076,0.0,0.0,0.0,35.076,0.0,35.076,0.0,0.0,35.076,35.076,-1.20445,211.642,0.17,0.17,0.160042,289.15,0.12,0.12,0.115835,
09/30/2010,455.353,263.175,382.119,382.119,,-118.944,192.178,62.806,21.512,41.294,0.0,119.096,10.276,-151.983,303.37,-266.894,33.8,233.094,36.476,-0.932,0.932,0.0,35.544,-27.14,8.404,0.0,0.0,0.0,8.404,0.0,8.404,0.0,0.0,8.404,8.404,1.9201,220.415,0.04,0.04,0.046839,289.271,0.03,0.03,0.036638,
12/31/2010,475.79,261.91,381.956,381.956,,-120.046,213.88,59.567,26.917,32.65,0.0,144.041,10.272,-193.784,282.006,-304.686,36.393,268.293,-22.68,-2.335,2.335,0.0,-25.015,0.9,-24.115,0.0,0.0,0.0,-24.115,0.0,-24.115,0.0,0.0,-24.115,-24.115,6.4168,220.545,-0.11,-0.11,-0.080248,220.545,-0.11,-0.11,-0.080905,
03/31/2011,494.034,267.041,388.082,388.082,,-121.041,226.993,55.848,29.576,26.272,0.0,161.678,9.467,-116.058,377.976,-298.014,39.155,258.859,79.962,-0.998,0.998,0.0,78.964,-33.731,45.233,0.0,0.0,0.0,45.233,0.0,45.233,0.0,0.0,45.233,45.233,2.3088,230.301,0.2,0.2,0.206433,289.677,0.16,0.16,0.16797,
06/30/2011,472.896,270.66,394.716,394.716,,-124.056,202.236,51.921,23.756,28.165,0.0,140.458,9.857,-103.136,369.76,-287.827,39.192,248.635,81.933,0.675,-0.675,0.0,82.608,-35.49,47.118,0.0,0.0,0.0,47.118,0.0,47.118,0.0,0.0,47.118,47.118,-0.67925,269.119,0.18,0.18,0.172558,289.643,0.16,0.16,0.157655,
09/30/2011,462.516,260.819,383.711,383.711,,-122.892,201.697,48.49,27.345,21.145,0.0,142.853,10.354,-98.384,364.132,-341.712,34.748,306.964,22.42,0.52,-0.52,0.0,22.94,47.756,70.696,0.0,0.0,0.0,70.696,0.0,70.696,0.0,0.0,70.696,70.696,-61.4023,283.807,0.25,0.25,0.032747,289.706,0.24,0.24,0.028053,
12/31/2011,430.07,244.312,366.532,366.532,,-122.22,185.758,54.47,24.682,29.788,0.0,121.706,9.582,-123.036,307.034,-304.26,33.957,270.303,2.774,-1.956,1.956,0.0,0.818,-7.164,-6.346,0.0,0.0,0.0,-6.346,0.0,-6.346,0.0,0.0,-6.346,-6.346,1.0725,285.153,-0.02,-0.02,-0.018494,285.153,-0.02,-0.02,-0.018494,
03/31/2012,444.285,239.741,362.275,362.275,,-122.534,204.544,55.519,24.146,31.373,0.0,139.429,9.596,-71.947,372.338,-306.239,34.555,271.684,66.099,-0.105,0.105,0.0,65.994,-3.403,62.591,0.0,0.0,0.0,62.591,0.0,62.591,0.0,0.0,62.591,62.591,-26.5756,285.478,0.22,0.22,0.126158,290.017,0.22,0.22,0.126158,
06/30/2012,407.143,233.84,354.54,354.54,,-120.7,173.303,40.655,21.239,19.416,0.0,122.376,10.272,-67.261,339.882,-281.455,32.837,248.618,58.427,2.113,-2.113,0.0,60.54,-21.03,39.51,0.0,0.0,0.0,39.51,0.0,39.51,0.0,0.0,39.51,39.51,1.03285,285.645,0.14,0.14,0.141934,290.044,0.14,0.14,0.141934,
09/30/2012,444.591,215.415,333.998,333.998,,-118.583,229.176,98.777,22.177,76.6,0.0,121.339,9.06,-141.019,303.572,-339.641,30.856,308.785,-36.069,-0.234,0.234,0.0,-36.303,7.678,-28.625,0.0,0.0,0.0,-28.625,0.0,-28.625,0.0,0.0,-28.625,-28.625,42.8727,285.85,-0.1,-0.1,0.049843,285.85,-0.1,-0.1,0.049843,
12/31/2012,423.708,216.282,320.375,320.375,,-104.093,207.426,81.664,25.594,56.07,0.0,116.869,8.893,-74.41,349.298,-570.011,30.387,539.624,-220.713,-0.482,0.482,0.0,-221.195,35.136,-186.059,0.0,0.0,0.0,-186.059,0.0,-186.059,0.0,0.0,-186.059,-186.059,187.73755,286.016,-0.65,-0.65,0.005869,286.016,-0.65,-0.65,0.005869,
03/31/2013,391.0,212.0,300.0,300.0,,-88.0,179.0,37.0,22.0,15.0,0.0,133.0,9.0,-43.0,348.0,-295.0,32.0,263.0,53.0,4.0,-4.0,0.0,57.0,-22.0,35.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0,35.0,35.0,-0.325,286.626,0.12,0.12,0.120976,291.696,0.12,0.12,0.118886,
06/30/2013,411.329,213.939,301.841,301.841,,-87.902,197.39,41.657,21.176,20.481,0.0,146.728,9.005,-46.149,365.18,-413.927,31.062,382.865,-48.747,0.966,-0.966,0.0,-47.781,-6.622,-54.403,0.0,0.0,0.0,-54.403,0.0,-54.403,0.0,0.0,-54.403,-54.403,120.6678,286.903,-0.19,-0.19,0.230966,286.903,-0.19,-0.19,0.230587,
09/30/2013,388.206,212.251,300.924,300.924,,-88.673,175.955,24.258,12.631,11.627,0.0,142.677,9.02,-37.399,350.807,-270.744,30.941,239.803,80.063,-0.133,0.133,0.0,79.93,-32.502,47.428,0.0,0.0,0.0,47.428,0.0,47.428,0.0,0.0,47.428,47.428,4.1665,287.111,0.17,0.17,0.179702,292.63,0.16,0.16,0.174238,
12/31/2013,418.544,228.57,317.147,317.147,,-88.577,189.974,28.746,17.109,11.637,0.0,152.502,8.726,-17.273,401.271,-295.159,30.346,264.813,106.112,-0.689,0.689,0.0,105.423,-47.56,57.863,0.0,0.0,0.0,57.863,0.0,57.863,0.0,0.0,57.863,57.863,3.0082,287.316,0.2,0.2,0.211862,293.149,0.2,0.2,0.210262,
03/31/2014,447.0,235.0,319.0,319.0,,-84.0,212.0,25.0,10.0,15.0,0.0,178.0,9.0,-4.0,443.0,-302.0,28.0,274.0,141.0,3.0,-3.0,0.0,144.0,-47.0,97.0,0.0,0.0,0.0,97.0,0.0,97.0,0.0,0.0,97.0,97.0,2.75,288.051,0.34,0.34,0.346293,293.819,0.33,0.33,0.33936,
