Date,P/E,P/Book,Average,High,Low,P/Tangible Book,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
03/31/1996,85.887098,2.145906,,,,,1.417113,,,2.220646,,32.970233,,642.523898,
06/30/1996,83.333335,2.946408,,,,,1.824594,,,2.865649,,38.632417,,884.14148,
09/30/1996,86.170213,2.478272,,,,,2.269376,278.310295,,3.057413,,37.653844,,1067.3735,
12/31/1996,43.114407,2.57297,,,,,2.190344,518.977569,,2.207691,16.73571,22.799498,,1055.320371,
03/31/1997,37.57622,3.02525,,,,,2.413525,,,2.624885,18.205271,23.882928,,1449.813124,
06/30/1997,35.59322,3.990416,,,,5.845438,2.780032,,,2.189791,9.676846,16.223446,,2037.372746,
09/30/1997,40.764331,5.924883,,,,,3.704755,255.84982,,2.456253,10.04052,15.837591,,3207.223058,
12/31/1997,27.236842,3.436709,,,,4.351596,2.597921,75.687766,,3.935439,15.460383,23.539959,,5630.640499,
03/31/1998,20.861487,7.649032,,,,,2.085105,33.376969,,2.759489,10.400895,15.55364,,5068.168969,
06/30/1998,23.125,2.548898,,,,5.175754,1.629968,31.806022,,2.441464,8.852671,13.33276,,4615.508,
09/30/1998,16.894531,1.383381,,,,,1.043758,19.008645,,1.741535,6.192004,9.963671,,2965.846109,
12/31/1998,20.182292,1.263289,,,,2.232557,1.088926,12.614674,,1.524749,6.017697,11.717153,,2631.051482,
03/31/1999,70.608108,1.722591,,,,3.964914,1.786545,22.875945,,2.565306,10.708862,27.927237,,3643.722493,
06/30/1999,67.824074,2.644299,,,,6.258498,3.053982,27.482967,,4.301125,23.790616,112.569543,,5024.3165,
09/30/1999,94.117647,1.867418,,,,3.916472,2.694772,26.733073,,3.894276,26.970716,246.11779,,4554.409919,
12/31/1999,249.609375,2.35787,,,,5.135817,3.273051,193.955807,,4.377536,24.971262,83.216456,,5429.020741,
03/31/2000,278.571428,3.454661,,,,7.66764,4.461926,,,5.502274,31.620032,98.038636,,7539.440784,
06/30/2000,129.032258,3.185926,,,,12.948342,2.830857,,,3.702372,20.74881,55.377134,,5603.543049,
09/30/2000,91.489362,3.338625,,,,13.725997,2.838637,,,3.632221,18.657984,46.668086,,6000.570937,
12/31/2000,62.171053,3.881788,,,,18.109735,2.852531,39.503151,,3.529886,17.199096,36.965983,,6404.134975,
03/31/2001,47.451923,4.09858,,,,11.989375,2.789956,30.967918,,3.560459,16.351512,30.616443,,6925.225176,
06/30/2001,34.782609,3.402421,,,,10.843314,2.545677,23.291827,,3.341384,14.142557,23.757774,,7004.171964,
09/30/2001,15.184524,1.723919,,,,5.327277,1.279645,12.608472,,1.940124,7.696633,12.09629,,4350.999085,
12/31/2001,21.170455,2.398375,,,,9.690328,1.825886,17.349371,,2.582638,10.089716,15.502744,,6014.227336,
03/31/2002,27.217143,2.9233,,,,18.158538,2.333038,18.795895,,3.130877,12.308194,18.957663,,7422.702387,
06/30/2002,27.0,2.558963,,,,14.231217,2.125769,17.847231,,2.903055,12.036535,19.139908,,6943.154898,
09/30/2002,26.719424,2.366965,,,,24.014607,1.866387,13.439564,,2.665181,12.207862,20.803441,,6311.098439,
12/31/2002,33.275,2.439466,,,,22.149798,2.058451,16.784249,493.639031,2.853696,14.049139,25.745943,,6646.057873,
03/31/2003,34.027027,2.240226,,,,17.888955,1.937673,16.049116,,2.735585,13.945279,26.805919,,6428.676117,
06/30/2003,37.458842,2.33984,,,,15.264574,2.135827,16.187343,465.097093,2.936629,15.548075,31.327219,,6966.703869,
09/30/2003,32.06883,1.903306,,,,6.689034,1.920438,15.388685,2431.88728,2.663446,13.702727,26.556323,,6485.665122,
12/31/2003,27.948336,1.745637,,,,5.79703,1.769231,15.270808,5156.233436,2.42841,12.467899,23.226771,,6258.174776,
03/31/2004,30.062421,1.996556,,,,6.314903,2.013823,16.30066,127.396685,2.626002,13.497407,24.731273,,7091.173259,
06/30/2004,30.401546,2.104201,,,,6.232942,2.10444,16.95026,87.323646,2.619938,13.217764,23.404476,,7404.895486,
09/30/2004,31.300613,2.297138,,,,6.185187,2.280346,15.391903,41.514007,2.780589,13.796567,23.587419,,8266.847831,
12/31/2004,28.186813,2.109277,,,,5.180157,2.196776,13.699403,35.895173,2.585781,12.475075,20.587891,,8098.0825,
03/31/2005,28.541872,2.316236,,,,5.378277,2.3952,16.828937,54.519257,2.785535,13.089706,21.040075,,9127.75276,
06/30/2005,25.54185,2.272187,,,,5.07663,2.286241,16.097911,61.793133,2.644531,12.225648,19.119676,,9181.66978,
09/30/2005,27.464,2.187106,,,,5.98404,2.58173,20.656422,199.830115,3.635009,16.821117,26.152483,,13647.35922,
12/31/2005,23.737705,2.293067,,,,5.808238,2.535752,22.275515,,3.334001,14.743958,22.380384,,14446.985304,
03/31/2006,25.416667,2.829556,,,,6.93512,2.939634,21.786168,981.736653,3.602191,14.954988,21.818261,,18052.4945,
06/30/2006,24.81,3.00936,,,,7.422175,2.98908,19.228765,188.593097,3.498867,13.882244,19.83231,,19638.48844,
09/30/2006,18.060606,2.531995,,,,6.578239,2.326784,15.94886,,2.756234,10.272278,14.239287,,17178.91664,
12/31/2006,16.583333,2.299635,,,,5.530622,2.196933,13.282792,929.010885,2.475606,8.862386,12.022579,,16286.83131,
03/31/2007,16.281588,2.568307,,,,6.009129,2.245275,14.918441,,2.723176,9.555859,12.844819,,18776.8513,
06/30/2007,18.853242,3.028736,,,,7.234464,2.625026,22.351827,,3.243153,11.48356,15.579911,,23261.7426,
09/30/2007,21.601286,3.446804,,,,7.756138,3.058202,25.494464,,3.729823,13.146424,17.980932,,27779.01092,
12/31/2007,20.538922,3.140632,,,,6.740142,2.964988,26.61374,,3.438637,12.073917,16.58008,,26931.6208,
03/31/2008,23.870224,3.20157,,,,6.740851,3.46726,30.993003,,3.517182,12.679007,17.662872,,28755.315253,
06/30/2008,31.725417,4.131901,,,,8.284366,4.493374,36.341259,,4.440691,15.996695,22.211963,,38140.983339,
09/30/2008,14.90131,2.042501,,,,4.282638,2.122732,19.294792,,2.454962,8.879995,12.242183,,22481.997668,
12/31/2008,6.10575,0.898861,,,,1.83745,0.869396,7.014445,,1.365529,4.986605,6.910086,,13109.84904,
03/31/2009,6.264051,0.918861,,,,1.841209,0.787227,6.618146,,1.432463,5.413569,7.720817,,13838.761143,
06/30/2009,13.301318,1.626829,,,,3.228768,1.43394,13.01605,,2.186343,8.822192,13.468556,,20609.328758,
09/30/2009,20.324028,1.586087,,,,3.211642,1.608584,17.884936,,2.427086,10.953781,19.146669,,21929.88662,
12/31/2009,63.549399,1.396248,,,,2.949578,1.450485,21.149048,,2.220231,12.281933,28.51045,,19611.31186,
03/31/2010,344.917576,1.211122,,,,2.449262,1.29195,25.846562,,2.0715,12.797472,38.070511,,18452.776683,
06/30/2010,,1.013884,,,,2.060696,1.034057,13.564355,,1.73458,11.279624,37.162895,,16218.779432,
09/30/2010,719.182403,1.278456,,,,2.518962,1.302202,11.900104,267.73302,1.960318,11.961931,33.944258,,19074.160892,
12/31/2010,,1.823807,,,,4.003403,1.647899,14.918999,111.388627,2.270921,12.746719,30.041123,,23182.2536,
03/31/2011,1103.030895,1.744995,,,,3.617452,1.559182,17.51595,,2.217313,12.170776,27.009799,,23798.954976,
06/30/2011,238.077099,1.423246,,,,2.928878,1.227138,17.082905,,1.862543,9.755471,19.789896,,21136.282175,
09/30/2011,101.69915,0.932625,,,,1.918622,0.746534,14.319779,,1.359799,7.14217,13.781422,,16573.676319,
12/31/2011,,1.176036,,,,2.617031,,,,,,,,18221.36,
03/31/2012,,1.156365,,,,2.407455,,,,,,,,19034.891366,
06/30/2012,,1.124691,,,,2.410494,,,,,,,,17874.8496,
09/30/2012,,1.091768,,,,2.292998,,,,,,,,18271.087326,
12/31/2012,45.659865,0.969223,,,,2.052444,0.562707,7.024944,,1.109536,10.684551,56.649631,,16881.59,
03/31/2013,89.576908,1.073118,,,,2.225089,0.602463,8.706376,,1.162501,11.701446,86.828119,,17973.420667,
06/30/2013,39.226016,1.251951,,,,2.630067,0.675677,8.941913,,1.251164,8.653191,21.807203,,19495.639905,
09/30/2013,33.980884,1.381127,,,,2.863517,0.757463,9.275895,,1.335739,9.461285,25.446,,20814.827925,
12/31/2013,35.684913,1.455627,,,,2.759134,0.782947,9.742144,,1.323516,10.493938,38.624914,,20200.83,
03/31/2014,42.099647,1.681907,,,,3.617059,0.893526,16.057607,,1.487251,12.544346,59.736578,,22341.48,
06/30/2014,45.749476,2.228783,,,,4.520468,1.199083,17.508064,,1.796569,15.130878,77.633721,,26706.0,
09/30/2014,35.142437,2.047463,,,,4.067509,1.081686,15.494668,,1.629487,13.367345,57.482742,,24315.2,
12/31/2014,19.712287,1.273685,,,,2.527032,0.596465,9.243495,,1.072249,8.522548,31.66,,15988.3,
03/31/2015,30.059606,1.458141,,,,2.958421,0.677549,7.201742,,1.198469,9.602044,39.786353,,16909.2,
06/30/2015,206.187299,1.540708,,,,3.351868,0.745915,8.061175,,1.313517,13.678542,,,16797.25,
09/30/2015,,1.162196,,,,2.685333,0.591703,6.818498,326.177677,1.243355,17.702324,,,13860.92,
12/31/2019,,0.67934,2327.123793,3840.498714,1793.498839,1.28127,5.46467,,,0.736433,,,27.95,3840.5,
03/31/2020,,0.228972,3378.468546,4263.998436,2251.499798,0.508547,0.281592,,,0.44286,,,5.95,2251.5,
06/30/2020,,0.10884,2100.622217,2401.999725,1748.934191,0.351786,0.062431,1.801912,,0.380527,,,1.97,1748.9,
09/19/2020,,0.123204420943287,,,,0.398214289120265,0.0706710915690708,2.03972786825532,,0.384494931218451,,,2.23,1767.13870388,
