Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2005,874.2,709.5,,,,89.2,,,,75.5,-367.9,307.8,307.8,,60.1,,,,506.3,-307.0,,80.4,25.4,201.2,199.3,-89.8,,,2.8,8.6,44.2,44.2,,,57.0,109.5,-9.9,99.6,-12.9,,,112.5,,112.5,,0.0,112.5,112.5,,233.278,0.48,0.425,0.6,234.068,0.48,0.425,0.6,
12/31/2005,867.1,571.0,,,,258.3,,,0.0,37.8,-457.0,249.4,249.4,,207.6,,,,410.1,-287.6,,74.3,25.8,187.5,122.5,-228.5,,,3.6,20.2,37.8,42.4,-4.6,0.0,214.5,-106.0,42.6,-54.4,18.9,,,-82.3,,-73.3,,0.0,-73.3,-73.3,,234.972,-0.313382,-0.232578,-0.232578,234.972,-0.313382,-0.232578,-0.232578,
03/31/2006,930.9,583.0,,,,290.1,,,0.0,57.8,-528.5,312.2,312.2,0.0,216.3,,,,402.4,-282.6,,67.0,26.8,188.8,119.8,-101.2,,,0.0,,37.4,39.7,-2.3,0.0,63.8,18.6,-0.8,17.8,14.7,,,3.1,0.0,3.1,-4.7,0.0,-1.6,-1.6,,234.074,-0.005,0.055,0.265,234.686,-0.005,0.055,0.265,
06/30/2006,696.8,559.7,,,,83.5,,,,53.6,-328.7,281.0,281.0,,47.7,,,,368.1,-270.2,,64.5,27.1,178.6,97.9,-14.4,,,,,32.4,34.7,-2.3,,-18.0,83.5,-32.7,50.8,0.7,,,50.1,,50.1,-4.7,,45.4,45.4,,234.61,0.195,0.195,0.195,235.378,0.195,0.195,0.195,
09/30/2006,890.4,747.7,,,,68.0,,,0.0,74.7,-436.7,400.4,400.4,0.0,36.3,,,,453.7,-283.2,,64.4,26.5,192.3,170.5,-28.2,,,0.0,,30.8,33.2,-2.4,0.0,-2.6,142.3,-49.9,92.4,9.0,,,83.4,0.0,83.4,-4.6,0.0,78.8,78.8,,234.22,0.335,0.375,0.375,234.996,0.335,0.375,0.375,
12/31/2006,841.3,552.6,,,,191.7,,,0.0,97.0,-395.2,263.8,263.8,0.0,131.4,,,,446.1,-340.8,,65.5,27.8,247.5,105.3,210.3,,,0.0,7.7,37.0,38.1,-1.1,0.0,-239.6,315.6,-119.6,196.0,-1.8,,,197.8,0.0,197.8,-4.7,0.0,193.1,193.1,,231.7,0.835,0.825,0.15,232.46,0.83,0.825,0.15,
06/30/2007,746.2,565.5,,,,94.0,,,0.0,86.7,-353.8,292.9,292.9,0.0,60.9,,,,392.4,-295.4,,66.0,27.0,202.4,97.0,-16.4,,,0.0,2.4,25.8,27.7,-1.9,0.0,-7.0,80.6,-30.9,49.7,-3.6,,,53.3,0.0,53.3,-4.7,0.0,48.6,48.6,,225.556,0.215,0.2,0.2,226.052,0.215,0.2,0.2,
09/30/2007,907.3,733.5,,,,56.3,,,0.0,117.5,-378.2,346.5,346.5,,31.7,,,,529.1,-325.5,,65.3,26.8,233.4,203.6,-17.6,,,0.0,2.1,26.9,29.0,-2.1,0.0,-7.2,186.0,-65.2,120.8,-3.4,,,124.2,0.0,124.2,-4.6,0.0,119.6,119.6,,221.762,0.54,0.525,0.505,222.112,0.54,0.525,0.505,
12/31/2007,873.6,560.5,,,,191.6,,,0.0,121.5,-422.3,285.7,285.7,0.0,136.6,,,,451.3,-327.9,,65.0,27.1,235.8,123.4,201.0,,,0.0,0.0,28.1,30.4,-2.3,0.0,-221.5,324.4,-120.5,203.9,5.1,,,198.8,,198.8,-4.7,0.0,194.1,194.1,,220.116,0.88,0.905,0.35,220.498,0.88,0.905,0.35,
03/31/2008,992.0,567.7,,,,308.5,,,0.0,115.8,-555.7,323.6,323.6,0.0,232.1,,0.0,0.0,436.3,-311.2,,61.6,26.1,223.5,125.1,-11.9,,,4.2,6.9,28.6,29.7,-1.1,0.0,-5.6,113.2,-40.4,72.8,0.0,,,72.8,0.0,72.8,-4.7,0.0,68.1,68.1,0.0,220.296,0.31,0.31,0.31,220.608,0.31,0.31,0.31,
06/30/2008,827.4,576.7,,,,121.1,,,0.0,129.6,-392.0,305.2,305.2,0.0,86.8,,,,435.4,-353.4,,61.7,26.2,265.5,82.0,-14.7,,,0.0,4.3,26.1,30.3,-4.2,0.0,-7.1,67.3,-10.8,56.5,-9.0,,,65.5,,65.5,-4.7,0.0,60.8,60.8,0.0,220.336,0.275,0.235,0.235,220.644,0.275,0.235,0.235,
09/30/2008,980.3,714.0,,,,73.5,,,0.0,192.8,-413.3,366.4,366.4,,46.9,,,,567.0,-376.5,,57.9,25.8,292.8,190.5,-9.2,,,0.0,3.5,21.6,30.0,-8.4,0.0,-8.9,181.3,-67.6,113.7,0.6,,,113.1,0.0,113.1,-4.6,0.0,108.5,108.5,0.0,220.364,0.49,0.495,0.495,220.626,0.49,0.495,0.495,
12/31/2008,882.0,552.9,,,,207.3,,,0.0,121.8,-449.2,295.4,295.4,,153.8,,,0.0,432.8,-341.8,,60.7,24.7,256.4,91.0,-13.9,,,0.0,4.3,26.9,35.8,-8.9,0.0,-8.7,77.1,-21.4,55.7,0.4,,,55.3,0.0,55.3,-4.7,0.0,50.6,50.6,0.0,220.368,0.23,0.23,0.23,220.584,0.23,0.23,0.23,
03/31/2009,949.9,608.1,510.7,86.2,11.2,264.6,257.7,6.9,0.0,77.2,-580.2,381.1,381.1,,199.1,199.1,0.0,0.0,369.7,-296.0,,65.1,25.9,205.0,73.7,-15.3,17.3,-8.9,7.3,1.6,26.2,35.7,-9.5,,-2.0,58.4,18.9,77.3,0.0,0.0,0.0,77.3,,77.3,-4.7,0.0,72.6,-1.8,-74.4,220.436,0.33,0.33,-0.008165,220.61,0.33,0.33,-0.008165,
06/30/2009,740.8,567.8,489.1,67.0,11.7,58.1,50.8,7.3,0.0,114.9,-350.0,322.5,322.5,,27.5,27.5,0.0,0.0,390.8,-328.4,,66.2,25.5,236.7,62.4,-14.3,22.9,-1.5,,1.5,24.4,35.7,-11.3,,-8.6,48.1,-14.4,33.7,-0.1,-0.1,0.0,33.8,,33.8,-4.7,0.0,29.1,38.1,9.1,220.532,0.13,0.13,0.172764,220.698,0.13,0.13,0.171233,
09/30/2009,884.0,725.3,639.9,72.8,12.6,39.1,32.9,6.2,0.0,119.6,-405.3,391.4,391.4,,13.9,13.9,0.0,0.0,478.7,-319.3,,69.5,24.9,224.9,159.4,-220.6,27.3,-1.2,,1.2,28.5,42.4,-13.9,,193.3,-61.2,22.2,-39.0,0.7,0.7,0.0,-39.7,,-39.7,-4.6,0.0,-44.3,84.4,128.0,220.576,-0.2,-0.2,0.382634,220.576,-0.2,-0.2,0.380299,
12/31/2009,853.7,574.7,496.4,78.3,,163.5,154.8,8.7,0.0,115.5,-410.3,302.9,302.9,,107.4,107.4,0.0,0.0,443.4,-342.7,,73.4,23.9,245.4,100.7,-26.5,36.1,,,,36.1,41.1,-5.0,,-9.6,74.2,-17.3,56.9,-1.4,-1.4,0.0,58.3,,58.3,-4.7,0.0,53.6,47.9844,-4.2156,220.602,0.245,0.24,0.217516,220.78,0.245,0.24,0.217516,
03/31/2010,890.2,604.9,523.0,68.8,13.1,224.9,217.0,7.9,0.0,60.4,-492.4,336.0,336.0,,156.4,156.4,,0.0,397.8,-288.8,,74.4,25.7,188.7,109.0,-26.2,36.8,,,,36.8,40.7,-3.9,,-10.6,82.8,-34.7,48.1,0.0,0.0,0.0,48.1,,48.1,-4.7,0.0,43.4,50.5,7.1,220.736,0.195,0.195,0.22878,220.902,0.195,0.195,0.227141,
06/30/2010,741.6,627.3,557.2,57.2,12.9,59.5,52.3,7.2,0.0,54.8,-365.5,336.8,336.8,,28.7,28.7,0.0,0.0,376.1,-275.4,,65.1,25.0,185.3,100.7,-25.0,34.1,,,,34.1,39.6,-5.5,,-9.1,75.7,-23.0,52.7,0.2,0.2,0.0,52.5,,52.5,-4.7,0.0,47.8,58.3,10.3,220.818,0.215,0.215,0.264018,220.98,0.215,0.215,0.261611,
09/30/2010,951.7,842.0,763.8,63.9,14.3,46.5,41.2,5.3,0.0,63.2,-421.7,401.9,401.9,,19.8,19.8,0.0,0.0,530.0,-283.4,,75.4,24.2,183.8,246.6,-27.0,36.9,,,,36.9,41.9,-5.0,,-9.9,219.6,-64.1,155.5,1.8,1.8,0.0,153.7,,153.7,-4.6,0.0,149.1,150.9,0.0,220.938,0.675,0.685,0.685,221.088,0.675,0.685,0.685,
12/31/2010,832.6,600.0,539.3,60.7,,149.7,144.7,5.0,0.0,82.9,-402.8,303.7,303.7,,99.1,99.1,0.0,0.0,429.8,-330.0,,76.4,24.7,228.9,99.8,-24.7,34.1,-3.1,,3.1,37.2,40.8,-3.6,,-9.4,75.1,-23.4,51.7,-0.3,-0.3,0.0,52.0,,52.0,-4.7,0.0,47.3,47.0,0.0,221.042,0.215,0.215,0.215,221.198,0.215,0.215,0.215,
03/31/2011,877.2,620.3,552.7,57.7,9.9,229.0,221.4,7.6,0.0,27.9,-481.8,325.4,325.4,,156.4,156.4,0.0,0.0,395.4,-268.1,,77.8,25.1,165.2,127.3,-26.7,37.4,,,,37.4,40.5,-3.1,,-10.7,100.6,-22.4,78.2,-1.5,-1.5,0.0,79.7,,79.7,-6.2,0.0,73.5,75.1,3.1,221.138,0.33,0.325,0.339607,221.264,0.33,0.325,0.33901,
06/30/2011,712.5,620.5,540.7,68.1,11.7,67.1,61.3,5.8,0.0,24.9,-362.8,328.0,328.0,,34.8,34.8,0.0,0.0,349.7,-279.1,,81.5,24.7,172.9,70.6,-27.3,37.7,,,,37.7,40.4,-2.7,,-10.4,43.3,11.2,54.5,-0.8,-0.8,0.0,55.3,,55.3,-4.2,0.0,51.1,47.3,-3.0,221.248,0.23,0.225,0.213787,221.354,0.23,0.225,0.211447,
09/30/2011,870.9,796.9,719.2,65.4,12.3,46.4,39.7,6.7,0.0,27.6,-404.2,384.4,384.4,,19.8,19.8,0.0,0.0,466.7,-257.3,,80.7,24.8,151.8,209.4,-25.3,36.0,,,,36.0,38.8,-2.8,,-10.7,184.1,-43.3,140.8,14.9,14.9,0.0,125.9,,125.9,-3.9,0.0,122.0,139.0,2.1,221.294,0.55,0.615,0.628123,221.39,0.55,0.615,0.624486,
12/31/2011,760.8,598.1,534.2,63.9,,134.2,126.9,7.3,0.0,28.5,-391.9,307.7,307.7,,84.2,84.2,0.0,0.0,368.9,-262.9,,81.0,23.6,158.3,106.0,-23.4,35.2,,,,35.2,38.6,-3.4,,-11.8,82.6,-14.7,67.9,6.9,6.9,0.0,61.0,,61.0,-4.0,0.0,57.0,66.9,3.0,221.326,0.255,0.29,0.302269,221.418,0.255,0.29,0.302269,
03/31/2012,765.7,572.4,515.1,46.1,11.2,167.1,159.6,7.5,0.0,26.2,-407.6,302.8,302.8,,104.8,104.8,0.0,0.0,358.1,-262.5,,83.0,25.3,154.2,95.6,-24.6,35.1,,,,35.1,38.9,-3.8,,-10.5,71.0,-27.7,43.3,4.4,4.4,0.0,38.9,,38.9,-4.0,0.0,34.9,54.5,15.2,221.432,0.16,0.18,0.246125,221.482,0.16,0.18,0.246125,
06/30/2012,690.3,612.6,554.0,46.7,11.9,50.0,42.9,7.1,0.0,27.7,-337.6,319.0,319.0,,18.6,18.6,0.0,0.0,352.7,-243.9,,80.8,24.5,138.6,108.8,-22.6,33.8,,,,33.8,38.6,-4.8,,-11.2,86.2,-16.8,69.4,-0.4,-0.4,0.0,69.8,,69.8,-3.9,0.0,65.9,61.86155,-3.63845,221.512,0.3,0.3,0.27927,221.538,0.3,0.3,0.27927,
09/30/2012,887.6,815.3,738.5,63.8,13.0,46.8,38.4,8.4,0.0,25.5,-418.2,400.5,400.5,,17.7,17.7,0.0,0.0,469.4,-255.7,,83.6,23.7,148.4,213.7,-21.4,31.8,-0.7,,0.7,32.5,38.3,-5.8,,-10.4,192.3,-39.3,153.0,-1.7,-1.7,0.0,154.7,,154.7,-4.0,0.0,150.7,131.27536,-17.72464,221.536,0.68,0.67,0.592569,221.558,0.68,0.67,0.59,
12/31/2012,750.9,589.0,521.5,67.5,,132.4,124.4,8.0,0.0,29.5,-378.9,302.8,302.8,,76.1,76.1,0.0,0.0,372.0,-270.4,,85.0,24.7,160.7,101.6,-20.9,33.4,,,,33.4,40.9,-7.5,,-12.5,80.7,-5.6,75.1,2.8,2.8,0.0,72.3,,72.3,-4.0,0.0,68.3,71.1,0.0,221.544,0.31,0.32,0.32,221.564,0.31,0.32,0.32,
03/31/2013,859.6,633.2,571.1,50.3,11.8,197.3,188.6,8.7,0.0,29.1,-467.8,339.8,339.8,,128.0,128.0,,0.0,391.8,-271.1,,92.6,26.1,152.4,120.7,-25.5,37.0,,,,37.0,42.6,-5.6,,-11.5,95.2,-12.1,83.1,3.0,3.0,0.0,80.1,,80.1,-10.2,0.0,69.9,78.9,6.0,221.534,0.315,0.33,0.356153,221.552,0.315,0.33,0.356153,
06/30/2013,718.0,612.1,547.6,50.3,14.2,73.4,66.5,6.9,0.0,32.5,-348.5,309.6,309.6,,38.9,38.9,0.0,0.0,369.5,-266.3,,92.7,23.3,150.3,103.2,-24.3,35.5,,,,35.5,42.5,-7.0,,-11.2,78.9,-10.5,68.4,0.6,0.6,0.0,67.8,,67.8,-2.5,0.0,65.3,59.2532,-6.6468,221.552,0.295,0.295,0.267446,221.56,0.295,0.295,0.265,
09/30/2013,866.6,798.1,723.5,62.4,12.2,39.8,33.0,6.8,0.0,28.7,-388.8,374.5,374.5,,14.3,14.3,0.0,0.0,477.8,-276.4,,92.1,24.9,159.4,201.4,-22.3,33.4,-0.6,,0.6,34.0,42.5,-8.5,,-11.1,179.1,-17.6,161.5,1.3,1.3,0.0,160.2,,160.2,-2.6,0.0,157.6,158.9,0.0,221.566,0.71,0.715,0.715,221.57,0.71,0.715,0.715,
12/31/2013,832.6,645.6,581.7,63.9,,154.3,145.8,8.5,0.0,32.7,-431.7,336.2,336.2,,95.5,95.5,0.0,0.0,400.9,-292.3,,93.5,25.3,173.5,108.6,-25.8,35.5,,,,35.5,45.2,-9.7,,-9.7,82.8,-13.7,69.1,1.0,1.0,0.0,68.1,,68.1,-2.6,0.0,65.5,66.5,0.0,221.6,0.295,0.3,0.3,221.6,0.295,0.3,0.3,
03/31/2014,952.8,675.8,614.5,49.4,11.9,240.7,229.4,11.3,0.0,36.3,-514.7,352.8,352.8,,161.9,161.9,0.0,0.0,438.1,-283.9,,95.5,26.1,162.3,154.2,-23.0,36.1,,,,36.1,45.2,-9.1,,-13.1,131.2,-20.6,110.6,0.0,0.0,0.0,110.6,,110.6,-2.6,0.0,108.0,108.0,0.0,221.6,0.485,0.485,0.485,221.6,0.485,0.485,0.485,
06/30/2014,750.3,643.9,577.8,53.8,12.3,76.9,70.0,6.9,0.0,29.5,-364.6,319.6,319.6,,45.0,45.0,0.0,0.0,385.7,-282.4,,95.8,24.1,162.5,103.3,-25.5,36.7,,,,36.7,45.1,-8.4,,-11.2,77.8,-13.2,64.6,0.3,0.3,0.0,64.3,,64.3,-2.5,0.0,61.8,62.1,0.0,221.6,0.28,0.28,0.28,221.6,0.28,0.28,0.28,
09/30/2014,843.1,771.2,701.8,55.9,13.5,47.2,40.6,6.6,0.0,24.7,-366.6,344.8,344.8,,21.8,21.8,0.0,0.0,476.5,-281.7,,97.1,25.6,159.0,194.8,-24.6,36.1,-0.2,,0.2,36.3,44.6,-8.3,,-11.5,170.2,-12.4,157.8,1.9,1.9,0.0,155.9,,155.9,-2.6,0.0,153.3,155.2,0.0,221.6,0.69,0.7,0.7,221.6,0.69,0.7,0.7,
12/31/2014,804.1,622.7,557.4,50.4,14.9,152.7,143.7,9.0,0.0,28.7,-406.6,307.5,307.5,,99.1,99.1,0.0,0.0,397.5,-306.2,,99.7,25.3,181.2,91.3,-30.5,36.7,,,,36.7,45.7,-9.0,,-6.2,60.8,1.9,62.7,0.2,0.2,0.0,62.5,,62.5,-2.5,0.0,60.0,60.2,0.0,221.6,0.27,0.27,0.27,221.6,0.27,0.27,0.27,
03/31/2015,897.4,671.3,599.7,60.2,11.4,198.4,188.1,10.3,0.0,27.7,-469.9,339.1,339.1,,130.8,130.8,0.0,0.0,427.5,-274.6,,100.2,26.5,147.9,152.9,-33.2,39.8,,,,39.8,46.6,-6.8,,-6.6,119.7,-20.5,99.2,0.0,0.0,0.0,99.2,,99.2,-2.6,0.0,96.6,96.6,0.0,222.2,0.435,0.435,0.435,222.2,0.435,0.435,0.435,
06/30/2015,717.2,640.4,575.8,53.4,11.2,51.7,44.7,7.0,0.0,25.1,-324.0,302.1,302.1,,21.9,21.9,0.0,0.0,393.2,-284.2,,100.4,26.5,157.3,109.0,-26.4,37.9,,,,37.9,46.5,-8.6,,-11.5,82.6,-11.2,71.4,1.3,1.3,0.0,70.1,,70.1,-2.5,0.0,67.6,75.7,6.8,226.2,0.3,0.305,0.334659,226.2,0.3,0.305,0.334659,
09/30/2015,898.9,835.8,747.4,76.1,12.3,38.0,31.0,7.0,0.0,25.1,-387.0,373.4,373.4,,13.6,13.6,0.0,0.0,511.9,-276.0,,99.3,25.6,151.1,235.9,-25.5,36.7,,,,36.7,46.4,-9.7,,-11.2,210.4,-27.8,182.6,0.1,0.1,0.0,182.5,,182.5,-2.6,0.0,179.9,184.7,4.7,226.4,0.79,0.79,0.815813,226.4,0.79,0.79,0.810759,
12/31/2015,740.1,623.0,551.2,59.8,12.0,93.1,86.1,7.0,0.0,24.0,-361.2,308.4,308.4,,52.8,52.8,0.0,0.0,378.9,-299.7,,101.4,25.1,173.2,79.2,-30.6,35.5,-0.3,,0.3,35.8,47.6,-11.8,,-4.9,48.6,-10.9,37.7,1.1,1.1,0.0,36.6,0.0,36.6,-2.5,0.0,34.1,37.9,2.7,226.6,0.15,0.16,0.167255,226.6,0.15,0.16,0.167255,
03/31/2016,843.8,668.9,596.0,63.3,9.6,152.2,143.0,9.2,0.0,22.7,-424.0,328.8,328.8,,95.2,95.2,0.0,0.0,419.8,-273.9,,102.5,26.3,145.1,145.9,-24.1,34.6,-0.2,,0.2,34.8,48.0,-13.2,,-10.5,121.8,-21.6,100.2,1.1,1.1,0.0,99.1,,99.1,-2.6,0.0,96.5,97.6,0.0,226.8,0.43,0.43,0.43,226.8,0.43,0.43,0.43,
06/30/2016,754.6,675.9,601.9,64.1,9.9,57.0,49.0,8.0,0.0,21.7,-354.4,329.8,329.8,,24.6,24.6,0.0,0.0,400.2,-271.6,,102.1,25.0,144.5,128.6,-23.6,32.7,,,,32.7,48.0,-15.3,,-9.1,105.0,-18.1,86.9,0.5,0.5,0.0,86.4,0.0,86.4,-2.5,0.0,83.9,84.4,0.0,227.0,0.37,0.37,0.37,227.0,0.37,0.37,0.37,
09/30/2016,924.6,864.3,772.5,77.5,14.3,39.5,30.9,8.6,0.0,20.8,-397.0,384.5,384.5,,12.5,12.5,0.0,0.0,527.6,-365.0,,104.1,25.9,235.0,162.6,-23.7,33.0,,,,33.0,48.8,-15.8,,-9.3,138.9,-7.5,131.4,0.4,0.4,0.0,131.0,,131.0,-2.6,0.0,128.4,267.456,138.656,227.2,0.57,0.57,1.177183,227.2,0.57,0.57,1.177183,
12/31/2016,797.0,666.4,594.4,61.8,10.2,106.7,99.5,7.2,0.0,23.9,-400.8,338.8,338.8,,62.0,62.0,0.0,0.0,396.2,-296.3,,102.9,25.1,168.3,99.9,-22.2,33.0,-0.2,,0.2,33.2,51.4,-18.2,,-10.8,77.7,-12.2,65.5,0.3,0.3,0.0,65.2,0.0,65.2,-2.5,0.0,62.7,63.0,0.0,227.4,0.28,0.28,0.28,227.4,0.28,0.28,0.28,
03/31/2017,853.9,677.6,601.9,75.7,,154.3,144.5,9.8,0.0,22.0,-424.7,332.5,332.5,,92.2,92.2,,0.0,429.2,-282.0,,107.0,26.4,148.6,147.2,-28.0,35.3,,,,35.3,52.3,-17.0,,-7.3,119.2,-17.6,101.6,-1.4,-1.4,0.0,103.0,0.0,103.0,-2.6,0.0,100.4,99.0,0.0,227.6,0.44,0.43,0.43,227.6,0.44,0.43,0.43,
06/30/2017,765.3,680.9,602.8,78.1,,62.6,55.0,7.6,0.0,21.8,-330.2,301.9,301.9,,28.3,28.3,0.0,0.0,435.1,-281.4,,115.0,25.7,140.7,153.7,-35.7,42.7,,,,42.7,52.8,-10.1,,-7.0,118.0,-21.2,96.8,0.0,0.0,0.0,96.8,0.0,96.8,-2.5,0.0,94.3,94.3,0.0,229.0,0.41,0.41,0.41,229.0,0.41,0.41,0.41,
09/30/2017,906.9,840.6,745.7,75.6,19.3,45.8,37.4,8.4,0.0,20.5,-358.6,343.6,343.6,,15.0,15.0,0.0,0.0,548.3,-312.0,,120.7,27.0,164.3,236.3,-38.8,44.3,,,,44.3,53.9,-9.6,,-5.5,197.5,-26.1,171.4,0.0,0.0,0.0,171.4,0.0,171.4,-2.6,0.0,168.8,174.3,5.5,231.0,0.73,0.73,0.754545,231.0,0.73,0.73,0.75381,
12/31/2017,856.1,695.6,619.2,64.0,12.4,138.2,127.7,10.5,0.0,22.3,-396.9,321.0,321.0,,75.9,75.9,,0.0,459.2,-325.2,,119.1,26.5,179.6,134.0,-35.9,10.0,-33.6,33.6,,43.6,56.6,-13.0,,25.9,98.1,-1.8,96.3,0.0,0.0,0.0,96.3,0.0,96.3,-2.5,0.0,93.8,84.775,-9.025,231.2,0.41,0.41,0.366674,231.2,0.41,0.41,0.366674,
03/31/2018,916.3,708.7,635.3,73.4,,185.6,173.4,12.2,0.0,22.0,-440.8,329.6,329.6,,111.2,111.2,,0.0,475.5,-309.8,,120.4,27.0,162.4,165.7,-25.4,44.3,,,,44.3,59.2,-14.9,,-18.9,140.3,-16.8,123.5,0.0,0.0,0.0,123.5,0.0,123.5,-2.6,0.0,120.9,120.9,0.0,231.4,0.52,0.52,0.52,231.4,0.52,0.52,0.52,
06/30/2018,816.1,726.3,646.0,80.3,,68.6,59.6,9.0,0.0,21.2,-355.7,328.2,328.2,,27.5,27.5,0.0,0.0,460.4,-309.2,,127.0,24.2,158.0,151.2,-34.7,43.2,,,,43.2,61.3,-18.1,,-8.5,116.5,-13.6,102.9,0.0,0.0,0.0,102.9,0.0,102.9,-2.5,0.0,100.4,100.4,0.0,232.0,0.43,0.43,0.43,232.0,0.43,0.43,0.43,
09/30/2018,928.6,861.2,776.1,85.1,,44.8,35.8,9.0,0.0,22.6,-368.2,356.9,356.9,,11.3,11.3,0.0,0.0,560.4,-304.3,,129.0,26.9,148.4,256.1,-36.3,44.5,,,,44.5,63.3,-18.8,,-8.2,219.8,-11.7,208.1,0.0,0.0,0.0,208.1,0.0,208.1,-2.6,0.0,205.5,199.9,-5.6,235.2,0.87,0.87,0.849915,235.2,0.87,0.87,0.84619,
12/31/2018,873.5,704.1,630.4,113.7,-40.0,147.6,133.5,14.1,0.0,21.8,-418.3,336.0,336.0,,82.3,82.3,,0.0,455.2,-333.8,,130.5,26.3,177.0,121.4,-28.0,-12.0,-51.4,51.4,,39.4,63.2,-23.8,,40.0,93.4,-5.6,87.8,0.0,0.0,0.0,87.8,0.0,87.8,-2.5,0.0,85.3,85.3,0.0,236.0,0.36,0.36,0.36,236.0,0.36,0.36,0.36,
03/31/2019,987.2,743.4,664.5,78.9,,215.8,200.8,15.0,0.0,28.0,-463.0,341.4,341.4,,121.6,121.6,,0.0,524.2,-347.4,,136.9,29.3,181.2,176.8,-34.0,40.9,,,,40.9,66.3,-25.4,,-6.9,142.8,-15.1,127.7,0.0,0.0,0.0,127.7,0.0,127.7,-2.6,0.0,125.1,125.1,0.0,236.5,0.53,0.53,0.53,236.6,0.53,0.53,0.53,
06/30/2019,790.2,691.2,618.8,72.4,,65.2,53.3,11.9,0.0,33.8,-297.6,277.2,277.2,,20.4,20.4,,0.0,492.6,-342.8,,142.9,27.6,172.3,149.8,-41.5,50.9,,,,50.9,69.2,-18.3,,-9.4,108.3,-11.2,97.1,0.0,0.0,0.0,97.1,0.0,97.1,-2.5,0.0,94.6,94.6,0.0,237.5,0.4,0.4,0.4,238.1,0.4,0.4,0.4,
09/30/2019,990.2,915.9,825.9,90.0,,41.5,32.7,8.8,0.0,32.8,-355.1,346.0,346.0,,9.1,9.1,,0.0,635.1,-344.9,,143.8,27.4,173.7,290.2,-38.5,46.4,,,,46.4,68.3,-21.9,,-7.9,251.7,-23.1,228.6,0.0,0.0,0.0,228.6,0.0,228.6,-2.6,0.0,226.0,226.0,0.0,239.1,0.95,0.95,0.95,239.9,0.94,0.94,0.94,
12/31/2019,880.1,713.1,642.0,71.1,,132.7,121.6,11.1,0.0,34.3,-364.1,293.5,293.5,,70.6,70.6,,0.0,516.0,-355.1,,143.6,26.5,185.0,160.9,-27.6,-23.5,-65.5,65.5,,42.0,69.1,-27.1,,51.1,133.3,-19.3,114.0,0.0,0.0,0.0,114.0,0.0,114.0,-2.5,0.0,111.5,107.3,-4.2,241.0,0.46,0.46,0.445228,241.4,0.46,0.46,0.442601,
03/31/2020,915.7,730.3,659.0,71.3,,152.2,140.4,11.8,0.0,33.2,-391.3,306.3,306.3,,85.0,85.0,,0.0,524.4,-336.1,,146.3,27.6,162.2,188.3,-34.4,45.9,,,,45.9,68.9,-23.0,,-11.5,153.9,18.7,172.6,0.0,0.0,0.0,172.6,0.0,172.6,-2.6,0.0,170.0,175.8,5.8,244.4,0.7,0.7,0.719313,244.6,0.7,0.7,0.719313,
06/30/2020,763.1,675.2,611.0,64.2,,58.9,50.0,8.9,0.0,29.0,-256.0,235.1,235.1,,20.9,20.9,,0.0,507.1,-339.0,,152.1,27.1,159.8,168.1,-39.5,54.4,,,,54.4,69.6,-15.2,,-14.9,128.6,8.3,136.9,0.0,0.0,0.0,136.9,0.0,136.9,-2.5,0.0,134.4,134.4,0.0,249.6,0.54,0.54,0.54,249.8,0.54,0.54,0.54,
09/30/2020,1007.667,,,,,,,,,,,,,,,,,,,,,,,,319.0,,,,,,,,,,,276.0,,232.0,,,,,,232.0,,,232.0,232.0,,,0.918,0.918,0.918,,0.918,0.918,0.918,
12/31/2020,944.333,,,,,,,,,,,,,,,,,,,,,,,,182.5,,,,,,,,,,,107.0,,65.275,,,,,,65.275,,,65.275,65.275,,,0.286,0.286,0.286,,0.286,0.286,0.286,
