Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,173.139999,117.719002,,,,47.000999,,,,8.42,-65.970001,37.567999,34.105999,3.462,28.402,,,,107.169998,-68.279999,9.321,14.591,6.859,37.508999,38.889999,-7.104,,,0.0,,7.44,6.822,-0.216,0.834,-0.336,31.785999,-11.073,20.712999,0.0,,,20.712999,0.0,20.712999,-0.953,,19.759999,19.759999,,53.326,0.37,0.37,0.37,53.326,0.37,0.37,0.37,
06/30/1990,137.712006,110.939003,,,,17.257999,,,,9.515,-44.617001,34.377,29.733,4.644,10.24,,,,93.095005,-71.862999,10.847,14.719,6.161,40.136002,21.232,-6.946,,,0.0,,7.661,6.851,-0.346,1.156,-0.715,14.286001,-4.186,10.1,0.0,,,10.100001,0.0,10.1,-0.953,,9.147,9.147,,53.326,0.17,0.17,0.17,53.326,0.17,0.17,0.17,
09/30/1990,144.375,125.160004,,,,9.67,,,,9.545,-41.936001,37.010999,31.820999,5.19,4.925,,,,102.438999,-67.601997,8.822,13.349,6.02,39.410999,34.837002,-6.934,,,0.0,,8.253,6.829,-0.288,1.712,-1.319,27.903002,-9.031,18.872,0.0,,,18.872001,0.0,18.872,-0.953,,17.919,17.919,,53.326,0.335,0.335,0.335,53.326,0.335,0.335,0.335,
12/31/1990,163.264008,117.000999,,,,36.493999,,,,9.769,-56.345001,34.564,30.157,4.407,21.781,,,,106.919007,-75.564003,12.714,12.638,6.78,43.431999,31.355,-13.487,,,0.0,,8.714,6.53,-0.454,2.638,4.773,17.868,-4.204,13.664,0.0,,,13.664,0.0,13.664,-0.952,,12.712,12.712,,53.326,0.24,0.24,0.24,53.326,0.24,0.24,0.24,
03/31/1991,177.063995,119.627998,,,,47.969002,,,,9.467,-67.459999,37.736001,34.117001,3.619,29.724001,,,,109.603996,-72.852997,10.314,13.45,6.525,42.563999,36.750999,-7.969,,,0.0,,8.615,7.738,-0.246,1.123,-0.646,28.782,-8.98,19.802,0.0,,,19.802,0.0,19.802,-0.953,,18.849,18.849,,53.326,0.355,0.355,0.355,53.326,0.355,0.355,0.355,
06/30/1991,147.878006,120.844002,,,,16.052999,,,,10.981,-48.007999,38.711,32.346001,6.365,9.297,,,,99.870007,-78.767998,13.857,13.384,6.008,45.519001,21.101999,-7.417,,,0.0,,8.441,7.65,-0.411,1.202,-1.024,13.684999,-2.423,11.262,0.0,,,11.261999,0.0,11.262,-0.953,,10.309,10.309,,53.43,0.195,0.195,0.195,53.43,0.195,0.195,0.195,
09/30/1991,152.231995,127.837997,,,,12.873,,,,11.521,-44.217999,37.773,32.333,5.44,6.445,,,,108.013996,-72.045998,8.206,13.383,6.521,43.936001,35.967999,-7.552,,,0.0,,8.407,7.509,-0.494,1.392,-0.855,28.415999,-9.566,18.85,0.0,,,18.849999,0.0,18.85,-0.953,,17.897,17.897,,53.540001,0.335,0.335,0.335,53.540001,0.335,0.335,0.335,
12/31/1991,171.626999,120.241997,,,,40.880001,,,,10.505,-61.944,36.576001,31.610001,4.966,25.368,,,,109.682999,-72.517998,10.506,12.801,7.48,41.730999,37.165001,-7.226,,,1.073,,9.297,7.21,,1.822,-0.998,29.939001,-10.843,18.830999,0.0,,,19.096001,0.0,18.830999,-0.952,,17.878999,17.878999,,53.546002,0.33,0.33,0.33,53.546002,0.33,0.33,0.33,
03/31/1992,178.048996,122.052002,,,,46.099998,,,,9.897,-65.566002,37.644001,33.908001,3.736,27.922001,,,,112.482994,-76.636002,11.566,14.428,7.21,43.431999,35.847,-7.84,,,0.189,,8.835,7.143,-0.18,1.872,-0.806,28.007,-8.634,19.372999,0.0,,,19.373,0.0,19.372999,-0.953,,18.419999,18.419999,,53.688,0.345,0.345,0.345,53.688,0.345,0.345,0.345,
06/30/1992,141.397003,113.193001,,,,14.883,,,,13.321,-47.306999,36.169,30.282,5.887,11.138,,,,94.090004,-77.012001,11.321,13.964,7.526,44.201,17.077999,-8.361,,,0.361,,9.029,9.272,-0.243,0.0,-0.307,8.716999,-0.664,8.053,0.0,,,8.052999,0.0,8.053,-0.953,,7.1,7.1,,53.953999,0.13,0.13,0.13,53.953999,0.13,0.13,0.13,
09/30/1992,156.516006,122.058998,,,,14.458,,,,19.999001,-46.363998,37.466,29.174,8.292,8.898,,,,110.152008,-84.528,10.321,14.871,7.784,51.551998,25.624001,-7.215,,,0.597,,9.952,10.145,-0.193,0.0,-2.14,18.409001,-5.166,13.243,0.0,,,13.243001,0.0,13.243,-0.953,,12.29,12.29,,55.245998,0.22,0.22,0.22,55.245998,0.22,0.22,0.22,
12/31/1992,197.311005,120.431,,,,43.921001,,,,32.959,-65.741997,36.588,30.076,6.512,29.153999,,,,131.569008,-92.158997,11.873,16.686001,6.741,56.859001,39.41,-7.596,,,1.204,,9.809,12.394,-0.713,,-1.009,31.814,-8.793,21.149,0.0,,,23.021,0.0,21.149,-0.952,,20.197,20.197,,55.514,0.365,0.365,0.365,55.514,0.365,0.365,0.365,
03/31/1993,209.25,125.610001,,,,55.499001,,,,28.141001,-75.875,38.536001,32.553001,5.983,37.339001,,,,133.375,-96.886002,10.871,17.312,8.411,60.292,36.488998,-9.556,,,0.248,,9.093,9.249,-0.156,0.0,0.711,26.932998,-6.214,20.719,0.0,,,20.718998,0.0,20.719,-0.953,,19.766,19.766,,56.456001,0.35,0.35,0.35,56.456001,0.35,0.35,0.35,
06/30/1993,173.630997,116.817001,,,,23.281,,,,33.533001,-50.674,34.999001,27.235001,7.764,15.675,,,,122.956997,-103.084,11.747,17.184999,7.588,66.564003,19.872999,-8.347,,,0.398,,9.462,9.715,-0.253,0.0,-0.717,11.525999,-3.382,8.144,0.0,,,8.143999,0.0,8.144,-0.953,,7.191,7.191,,58.556,0.125,0.125,0.125,58.556,0.125,0.125,0.125,
09/30/1993,173.869003,131.423996,,,,12.004,,,,30.441,-47.620998,39.987,31.642,8.345,7.634,,,,126.248005,-96.889999,10.936,16.597,8.423,60.933998,29.358,-7.597,,,1.103,,9.26,9.527,-0.267,0.0,-0.56,21.761,-7.55,14.211,0.0,,,14.210999,0.0,14.211,-0.953,,13.258,13.258,,60.588001,0.22,0.22,0.22,60.588001,0.22,0.22,0.22,
12/31/1993,216.307007,129.335999,,,,47.599998,,,,39.370998,-63.459999,38.970998,32.488998,6.482,30.971001,,,,152.847008,-105.902,11.209,18.018,7.956,68.719002,46.945,-9.176,,,1.228,,9.205,9.582,-0.377,0.0,1.199,37.769,-7.91,29.858999,0.0,,,29.859,0.0,29.858999,-1.069,,28.789999,28.789999,,60.756,0.365,0.365,0.365,60.756,0.365,0.365,0.365,
03/31/1994,234.177994,137.197006,,,,63.134998,,,,33.846001,-83.517998,41.773,32.285999,9.487,41.744999,,,,150.659996,-103.415001,9.372,21.465,8.984,63.594002,47.244999,-4.015,,,0.449,,9.286,9.475,-0.189,0.0,-4.822,43.229999,-16.033001,27.197001,0.0,,,27.196998,0.0,27.197001,-0.828,,26.369,26.369,,61.0,0.435,0.435,0.435,61.0,0.435,0.435,0.435,
06/30/1994,181.285004,125.271004,,,,22.129999,,,,33.883999,-53.946999,41.085999,32.646,8.44,12.861,,,,127.338005,-106.473999,12.387,19.569,8.703,65.815002,20.864,-4.046,,,0.681,,8.974,9.219,-0.245,0.0,-4.247,16.818001,-5.688,11.13,0.0,,,11.13,0.0,11.13,-0.827,,10.303,10.303,,61.298,0.165,0.165,0.165,61.298,0.165,0.165,0.165,
09/30/1994,193.705994,137.873001,,,,17.490999,,,,38.341999,-52.175999,42.178,29.385,12.793,9.998,,,,141.529995,-108.014999,9.406,20.627001,8.163,69.819,33.514999,-8.075,,,0.661,,10.059,10.344,-0.285,0.0,-1.323,25.439999,-9.303,16.136999,0.0,,,16.136999,0.0,16.136999,-0.828,,15.308999,15.308999,,61.515999,0.25,0.25,0.25,61.515999,0.25,0.25,0.25,
12/31/1994,206.990005,131.406006,,,,36.889999,,,,38.694,-60.293999,36.345,29.152,7.193,23.948999,,,,146.696007,-118.310997,10.062,19.819,7.937,80.492996,28.385,-9.902,,,1.218,,8.338,8.648,-0.31,0.0,2.782,18.483,-4.387,14.096,0.0,,,14.096,0.0,14.096,-0.827,,13.269,13.269,,61.546001,0.215,0.215,0.215,61.546001,0.215,0.215,0.215,
03/31/1995,215.873993,131.151001,,,,55.207001,,,,29.516001,-70.742996,36.860999,29.712999,7.148,33.882,,,,145.130997,-100.43,9.832,21.284,9.323,59.991001,44.701,-9.851,,,0.271,,10.157,10.247,-0.09,0.0,-0.035,34.850001,-13.963,20.886999,0.406,,,20.481,0.0,20.481001,-0.828,,19.653001,19.653001,,61.548,0.32,0.325,0.325,61.548,0.32,0.325,0.325,
06/30/1995,175.990005,126.093002,,,,22.450001,,,,27.447001,-50.491001,38.132001,27.898001,10.234,12.359,,,,125.499004,-104.071999,13.216,21.552,9.348,59.956001,21.427,-9.75,,,0.451,,10.06,10.211,-0.151,0.0,0.141,11.677,-3.008,8.669,0.903,,,7.766,0.0,7.766,-0.827,,6.939,6.939,,61.487999,0.115,0.115,0.115,61.487999,0.115,0.115,0.115,
09/30/1995,196.130997,150.707993,,,,13.601,,,,31.822001,-53.703999,45.596,30.66,14.936,8.108,,,,142.426998,-100.503998,9.793,22.165001,8.187,60.359001,41.923,-7.628,,,0.454,,9.597,9.749,-0.152,0.0,-1.515,34.295,-12.248,22.047001,0.51,,,21.537,0.0,21.537001,-0.828,,20.709001,20.709001,,61.487999,0.335,0.335,0.335,61.487999,0.335,0.335,0.335,
12/31/1995,219.259995,138.371994,,,,47.907001,,,,29.18,-69.567001,39.913999,28.216999,11.697,29.653,,,,149.692994,-108.339996,9.202,21.318001,7.33,70.489998,41.353001,-11.139,,,0.249,,13.082,9.544,-0.27,3.808,-1.694,30.214001,-6.889,23.325001,11.367,,,11.958001,0.0,11.958,-0.827,,11.131,11.131,,61.548,0.18,0.389,0.39,61.548,0.18,1.165,0.39,
03/31/1996,260.877014,148.5,,,,71.740997,,,,40.636002,-89.311996,43.948,28.604,15.344,45.363998,,,,171.565018,-117.403,8.551,23.115999,9.171,76.565002,54.161999,-4.195,,,0.53,,8.675,8.921,-0.246,0.0,-3.95,49.966999,-17.459,32.507999,0.0,,,32.507999,0.0,32.507999,-0.828,,31.679999,31.679999,,61.548,0.515,0.515,0.515,61.548,0.515,0.515,0.515,
06/30/1996,208.292999,137.084,,,,28.002001,,,,43.207001,-59.458,43.768002,27.339001,16.429001,15.69,,,,148.834999,-117.708,10.94,22.712,8.884,75.171997,31.127001,-3.348,,,0.377,,9.853,10.059,-0.206,0.0,-6.128,27.779001,-10.412,17.367001,0.0,,,17.367001,0.0,17.367001,-0.828,,16.539001,16.539001,,61.59,0.27,0.27,0.27,61.59,0.27,0.27,0.27,
09/30/1996,212.263,153.587006,,,,10.827,,,,47.848999,-59.018002,52.620001,30.419001,22.201,6.398,,,,153.244999,-124.377998,10.746,22.162001,8.335,83.135002,28.867001,-6.882,,,0.494,,8.698,8.945,-0.247,0.0,-1.322,21.985001,-7.264,14.721,1.297,,,13.424001,0.0,13.424,-0.828,,12.596,12.596,,61.59,0.205,0.226,0.226,61.59,0.205,0.226,0.226,
12/31/1996,251.410995,150.311005,,,,55.056999,,,,46.042999,-92.620003,55.242001,28.108,27.134001,37.377998,,,,158.790992,-131.442993,16.254999,22.693001,8.213,84.281998,27.348,-8.75,,,0.869,,13.863,14.102,-0.239,0.0,-4.244,18.598,-6.679,11.919,0.0,,,11.919,0.0,11.919,-0.826,,11.093,11.093,,61.59,0.18,0.18,0.18,61.59,0.18,0.18,0.18,
03/31/1997,663.648987,359.994995,,,,177.598007,,,1.0,125.056,-260.303009,138.740002,74.955002,63.785,121.563004,,,,403.345978,-307.931,27.563999,62.869999,26.330999,191.166,95.415001,-23.772,,,1.255,,28.5,28.5,,0.0,-3.473,71.643001,-27.113001,44.529999,0.0,,,44.53,0.0,44.529999,-1.673,,42.856999,42.856999,,152.166,0.2815,0.2815,0.2815,152.166,0.2815,0.2815,0.2815,
06/30/1997,493.84201,351.398987,,,,58.216999,,,1.126,83.099998,-164.578003,129.43,65.382004,64.047997,35.147999,,,,329.264008,-270.944,33.215,63.467999,26.333,147.927994,58.32,-25.585,,,1.109,,28.434,28.434,,0.0,-1.74,32.735,-10.203,22.532,0.0,,,22.532,0.0,22.532,-1.673,,20.859,20.859,,152.266006,0.135,0.135,0.135,152.266006,0.135,0.135,0.135,
09/30/1997,556.857971,433.983002,,,,33.893002,,,1.356,87.625999,-159.800995,140.967995,75.184998,65.782997,18.833,,,,397.056976,-276.76001,28.833,64.531998,25.441999,157.953003,120.296997,-27.667,,,1.468,,31.584,31.584,,0.0,-2.449,92.629997,-35.987,56.643002,0.0,,,56.642998,0.0,56.643002,-1.674,,54.969002,54.969002,,152.654007,0.36,0.36,0.36,152.654007,0.36,0.36,0.36,
12/31/1997,236.473999,158.945007,,,,47.299999,,,,30.229,-85.327003,54.461,27.157,27.304001,30.865999,,,,151.146996,-114.954002,11.298,29.854,8.029,65.773003,36.193001,-13.096,,,0.442,,12.402,10.089,-0.178,2.491,1.136,23.097,-5.803,17.294001,0.0,,,17.294,0.0,17.294001,-0.827,,16.467001,16.467001,,60.987999,0.27,0.27,0.27,60.987999,0.27,0.27,0.27,
03/31/1998,556.283,357.751,,,,130.046,,,,68.486,-202.981,125.702,69.556,56.146,77.279,,,,353.302,-272.949,25.258,70.564,26.977,150.15,80.353,-29.298,,,1.503,,30.924,30.924,-1.503,0.0,-0.123,51.055,-20.506,30.549,0.0,,,30.549,0.0,30.549,-1.674,,28.875,28.875,,153.49,0.188,0.188,0.2535,153.49,0.188,0.188,0.2535,
06/30/1998,491.011993,380.414001,,,,45.266998,,,1.253,64.078003,-166.862,142.955002,69.538002,73.417,23.907,,,,324.149994,-291.79599,33.389,73.588997,26.598,158.220001,32.354,-41.158999,,,1.638,,32.230999,32.230999,,0.0,10.566,-8.804999,1.382,-7.423,0.0,,,-7.422999,0.0,-7.423,-1.675,,-9.098,-9.098,,153.600006,-0.059,-0.059,0.1685,153.600006,-0.059,-0.059,0.1685,
09/30/1998,555.312988,460.973999,,,,29.082001,,,1.335,63.922001,-167.434998,155.219994,85.853996,69.365997,12.215,,,,387.877991,-265.682007,29.274,70.097,26.229,140.082001,122.195999,-31.136999,,,1.884,,31.889999,31.889999,,0.0,1.131,91.059,-37.68,53.379002,0.0,,,53.378999,0.0,53.379002,-1.675,,51.704002,51.704002,,154.016006,0.3355,0.3355,0.3745,154.016006,0.3355,0.3355,0.3745,
12/31/1998,528.265991,368.303009,,,,91.195,,,,71.356003,-182.192001,129.139999,72.737,56.403,53.051998,,,,346.07399,-297.674988,34.816002,65.254997,25.822001,171.781998,48.398998,-23.505001,,,1.787,,34.318001,34.318001,,0.0,-9.026,24.893997,-1.309,23.584999,0.0,,,23.584997,0.0,23.584999,-1.675,,21.909999,21.909999,,154.524002,0.165,0.165,0.175,154.524002,0.165,0.165,0.175,
03/31/1999,546.855,351.338,,,,133.684,,,,61.833,-198.812,117.469,65.404,52.065,81.343,,,,348.043,-255.056,23.812,73.64,27.239,130.365,92.987,-24.695,,,1.934,,33.4,33.4,-1.934,0.0,-6.771,68.292,-24.872,43.42,0.0,,,43.42,0.0,43.42,-1.676,,41.744,41.744,,155.56,0.27,0.27,0.27,155.558,0.27,0.27,0.27,
06/30/1999,486.114014,366.152008,,,,46.200001,,,1.248,72.514,-148.466003,125.800003,53.360001,72.440002,22.666,,,,337.64801,-277.390015,31.934,70.474998,26.690001,148.291,60.257999,4.131998,,,1.782,,34.715,34.715,,0.0,-37.064999,64.389998,-24.167,40.223,0.0,,,40.222998,0.0,40.223,-1.677,,38.546,38.546,,156.427994,0.245,0.245,0.11,156.427994,0.245,0.245,0.11,
09/30/1999,598.335999,475.423004,,,,33.473,,,,89.440002,-169.509995,155.052002,80.25,74.802002,14.458,,,,428.826004,-298.024994,31.375999,74.542,26.839001,165.268005,130.800995,-15.044001,,,,,30.565001,32.231998,-1.667,0.0,-15.521,115.756994,-42.584999,73.171997,0.0,,,73.171995,0.0,73.171997,-1.677,,71.494997,71.494997,,157.138,0.455,0.455,0.455,157.138,0.455,0.455,0.455,
12/31/1999,566.6579,356.025,,,,100.962,,,,110.919,-181.482,119.42999,63.29099,56.139,62.05199,,,,385.1759,-292.687,28.292,60.43102,24.201,179.763,92.48901,-13.43899,,,,,30.25699,35.882,,0.0,-16.818,79.05002,-28.862,46.47201,0.0,,,50.18802,0.0,46.47201,-1.676,,44.79601,44.79601,,157.694,0.285,0.285,0.285,157.694,0.285,0.285,0.285,
03/31/2000,574.1,373.622,,,,130.134,,,,70.344,-213.73,131.617,69.272,62.345,82.113,,,,360.37,-271.98,,75.911,26.353,169.716,88.39,-54.954,,,,,80.111,40.618,,39.493,-25.157,33.436,-12.438,20.998,0.0,,,20.998,0.0,20.998,-1.678,,19.32,19.32,,158.542,0.12,0.12,0.28,158.542,0.12,0.12,0.28,
06/30/2000,523.885,393.843,,,,54.653,,,0.0,75.389,-170.774,138.905,64.113,74.792,31.869,,,,353.111,-292.944,,77.97,26.612,188.362,60.167,9.827,,,,,38.909,41.794,-2.885,0.0,-48.736,69.994,-26.038,43.956,0.0,,,43.956,0.0,43.956,-1.678,,42.278,42.278,,158.024,0.27,0.27,0.11,158.024,0.27,0.27,0.11,
