Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1999,159.855,,,-85.624,,,74.231,,-20.686,,,,53.545,-6.517,41.002,41.002,,0.0,-34.485,47.028,-0.6,,,,46.428,0.0,,,46.428,0.0,46.428,0.0,,46.428,46.428,,100.305,0.46,0.46,0.12,100.513,0.46,0.46,0.12,
12/31/1999,163.409,,,-87.528,,,75.881,,-35.391,,,,40.49,-33.361,39.918,39.918,,0.0,-6.557,7.129,1.1,,,,8.229,0.0,,,8.229,0.0,8.229,0.0,0.0,8.229,8.229,,100.319,0.08,0.08,0.09,100.319,0.08,0.08,0.09,
03/31/2000,174.375,,,-95.03,,,79.345,,-22.834,,,,56.511,-42.041,39.755,39.755,,0.0,2.286,14.47,0.3,,,,14.77,0.0,,,14.77,0.0,14.77,0.0,0.0,14.77,14.77,5.1,100.163,0.15,0.15,0.2,100.304,0.15,0.15,0.2,
06/30/2000,197.947,,,-96.689,,,101.258,,-34.659,,,,66.599,-71.942,41.863,41.863,,0.0,30.079,-5.343,1.6,,,,-3.743,12.318,,,-16.061,0.0,-16.061,0.0,,-16.061,-16.061,4.779,99.683,-0.16,-0.04,0.3,99.683,-0.16,-0.04,0.3,
09/30/2000,228.587,,,-106.3,,,122.287,,-29.968,,,,92.319,-26.931,40.794,40.794,,0.0,-13.863,65.388,3.9,,,,69.288,0.0,,,69.288,0.0,69.288,0.0,,69.288,69.288,-10.7,99.312,0.7,0.7,0.6,99.804,0.69,0.69,0.59,
12/31/2000,251.829,,,-106.184,,,145.645,,-33.351,,,,112.294,-28.31,39.54,39.54,,0.0,-11.23,83.984,0.2,,,,84.184,0.0,,,84.184,0.0,84.184,0.0,,84.184,84.184,-3.0,98.367,0.86,0.86,0.83,98.367,0.85,0.85,0.82,
03/31/2001,257.986,,,-107.963,,,150.023,,-33.331,,,,116.692,-48.373,35.616,35.616,,0.0,12.757,68.319,-0.4,,,,67.919,0.0,,,67.919,0.0,67.919,0.0,0.0,67.919,67.919,1.5,98.379,0.69,0.69,0.71,99.708,0.68,0.68,0.7,
06/30/2001,218.611,,,-109.37,,,109.241,,-54.588,,,,54.653,-23.707,34.26,34.26,,0.0,-10.553,30.946,-2.608,,,,28.338,0.0,,,28.338,0.0,28.338,0.0,0.0,28.338,28.338,-10.772,98.337,0.29,0.29,0.19,99.7,0.28,0.28,0.18,
09/30/2001,198.088,,,-108.57,,,89.518,,-36.027,,,,53.491,-27.884,32.261,32.261,,0.0,-4.377,25.607,-2.379,,,,23.228,-1.374,,,24.602,0.0,24.602,0.0,0.0,24.602,24.602,,98.468,0.25,0.24,0.24,99.523,0.25,0.24,0.24,
12/31/2001,172.337,,,-99.983,,,72.354,,-47.338,,,,25.016,-42.123,29.821,29.821,,0.0,12.302,-17.107,1.371,,,,-15.736,5.127,,,-20.863,0.0,-20.863,0.0,0.0,-20.863,-20.863,14.7,98.925,-0.21,-0.16,-0.01,98.925,-0.21,-0.16,-0.01,
03/31/2002,165.539,,,-101.406,,,64.133,,-33.038,,,,31.095,-33.464,26.317,26.317,,,7.147,-2.369,0.41,,,,-1.959,0.0,,,-1.959,0.0,-1.959,0.0,0.0,-1.959,-1.959,,104.055,-0.02,-0.02,-0.02,104.055,-0.02,-0.02,-0.02,
06/30/2002,172.43,,,-100.662,,,71.768,,-28.618,,,,43.15,-30.571,24.741,24.741,,,5.83,12.579,-1.437,,,,11.142,0.0,,,11.142,0.0,11.142,0.0,0.0,11.142,11.142,,113.306,0.1,0.1,0.1,115.239,0.1,0.1,0.1,
09/30/2002,168.317,,,-102.517,,,65.8,,-32.991,,,,32.809,-12.009,20.347,20.347,,,-8.338,20.8,-2.189,,,,18.611,19.501,,,-0.89,0.0,-0.89,0.0,0.0,-0.89,-0.89,,116.193,-0.01,0.16,0.16,118.021,-0.01,0.16,0.16,
12/31/2002,195.494,,,-113.474,,,82.02,,-37.535,,,,44.485,-24.216,24.41,24.41,,,-0.194,20.269,-1.847,,,,18.422,0.002,,,18.42,0.0,18.42,0.0,0.0,18.42,18.42,,116.445,0.16,0.16,0.16,118.44,0.16,0.16,0.16,
03/31/2003,284.999,,,-137.916,,,147.083,,-51.348,,,,95.735,-24.624,22.491,22.491,,,2.133,71.111,-2.304,,,,68.807,-15.413,,,84.22,0.0,84.22,0.0,0.0,84.22,84.22,,116.743,0.72,0.59,0.59,118.675,0.71,0.58,0.58,
06/30/2003,339.954,,,-170.116,,,169.838,,-61.926,,,,107.912,-28.097,23.823,23.823,,,4.274,79.815,-2.63,,,,77.185,0.0,,,77.185,0.0,77.185,0.0,0.0,77.185,77.185,,117.005,0.66,0.66,0.66,118.969,0.65,0.65,0.65,
09/30/2003,336.473,,,-179.298,,,157.175,,-39.723,,,,117.452,-25.534,23.212,23.212,,,2.322,91.918,99.895,,,,191.813,0.0,,,191.813,0.0,191.813,0.0,0.0,191.813,191.813,,117.216,1.64,1.64,1.64,118.457,1.62,1.62,1.62,
12/31/2003,345.022,,,-190.837,,,154.185,,-42.927,,,,111.258,-23.326,21.862,21.862,,,1.464,87.932,-30.558,,,,57.374,0.0,,,57.374,0.0,57.374,0.0,0.0,57.374,57.374,,117.763,0.49,0.49,0.49,119.199,0.48,0.48,0.48,
03/31/2004,435.527,,,-214.711,,,220.816,,-100.801,,,,120.015,-20.05,21.576,21.576,,,-1.526,99.965,-39.777,,,,60.188,0.0,,,60.188,0.0,60.188,0.0,0.0,60.188,60.188,,118.719,0.51,0.51,0.51,120.264,0.5,0.5,0.5,
06/30/2004,446.993,,,-238.315,,,208.678,,-58.893,,,,149.785,-28.324,21.402,21.402,,,6.922,121.461,-51.759,,,,69.702,0.0,,,69.702,0.0,69.702,0.0,0.0,69.702,69.702,,118.855,0.59,0.59,0.59,120.402,0.58,0.58,0.58,
09/30/2004,425.575,,,-210.554,,,215.021,,-87.138,,,,127.883,-27.916,24.827,24.827,,0.0,3.089,99.967,-22.893,,,,77.074,-3.842,,,80.916,0.0,80.916,0.0,0.0,80.916,80.916,,118.663,0.68,0.65,0.65,120.297,0.67,0.64,0.64,
12/31/2004,519.482,,,-256.325,,,263.157,,-56.253,,,,206.904,-53.56,,35.582,,,17.978,153.344,-51.296,,,,102.048,0.0,,,102.048,0.0,102.048,0.0,0.0,102.048,102.048,,144.249,0.71,0.71,0.71,148.84,0.69,0.69,0.69,
03/31/2005,323.115,,,-154.254,,,168.861,,-81.469,,,,87.392,-38.639,32.746,32.746,,0.0,5.893,48.753,-21.762,,,,26.991,-57.666,,,84.657,0.0,84.657,0.0,0.0,84.657,84.657,,142.898,0.59,0.19,0.18,147.345,0.58,0.19,0.18,
06/30/2005,320.337,,,-145.639,,,174.698,,-64.565,,,,110.133,-34.019,29.403,29.403,,0.0,4.616,76.114,-53.885,,,,22.229,-163.33,,,185.559,0.0,185.559,0.0,0.0,185.559,185.559,,140.812,1.32,0.16,0.16,145.246,1.28,0.16,0.16,
09/30/2005,389.679,,,-168.645,,,221.034,,-86.202,,,,134.832,-55.881,28.862,28.862,,0.0,27.019,78.951,-17.438,,,,61.513,-62.06,,,123.573,0.0,123.573,0.0,0.0,123.573,123.573,-0.244,137.655,0.9,0.45,0.45,141.786,0.88,0.44,0.44,
12/31/2005,420.109,,,-177.845,,,242.264,,-45.968,,,,196.296,-49.648,,35.075,-9.309,0.0,23.882,146.648,-62.747,,,,83.901,-56.878,,,140.779,0.0,140.779,0.0,0.0,140.779,140.779,,127.243,1.11,0.66,0.4,131.465,1.08,0.64,0.39,
03/31/2006,379.468,,,-178.237,,,201.231,0.0,-156.889,,,,44.342,-24.592,-17.111,36.576,-53.687,,41.703,19.75,-20.717,,,,-0.967,-544.174,,,543.207,,543.207,0.0,0.0,543.207,543.207,,126.944,4.28,-0.01,-0.01,126.944,4.28,-0.01,-0.01,
06/30/2006,407.57,,,-192.204,,,215.366,0.0,-71.086,,,,144.28,-28.187,-9.741,22.766,-32.507,,37.928,116.093,-50.207,,,,65.886,-22.153,,,88.039,,88.039,,0.0,88.039,88.039,,125.629,0.7,0.52,0.52,129.624,0.69,0.52,0.52,
09/30/2006,384.112,,,-171.249,,,212.863,,-70.268,,,,142.595,-24.827,9.45,23.467,-14.017,0.0,15.377,117.768,-39.271,,,,78.497,-2.302,,,80.799,0.0,80.799,0.0,0.0,80.799,80.799,0.291,124.021,0.65,0.63,0.63,126.734,0.64,0.62,0.62,
12/31/2006,287.79,,,-123.759,,,164.031,,-61.192,,,,102.839,-65.212,,24.241,,0.0,40.971,37.627,-30.826,,,,6.801,-20.885,,,27.686,0.0,27.686,0.0,0.0,27.686,27.686,,120.37,0.23,0.06,0.07,125.85,0.22,0.05,0.06,
03/31/2007,353.582,,,-168.298,,,185.284,,-104.395,,,,80.889,-38.241,14.939,28.425,-13.486,0.0,23.302,42.648,-14.632,,,,28.016,-1.577,,,29.593,0.0,29.593,0.0,0.0,29.593,29.593,,121.523,0.24,0.23,0.23,122.794,0.24,0.23,0.23,
06/30/2007,419.792,,,-193.576,,,226.216,,-111.115,,,,115.101,-61.71,4.325,30.531,-26.206,0.0,57.385,53.391,-16.601,,,,36.79,0.111,,,36.679,-0.199,36.48,0.0,0.0,36.48,36.48,1.148,121.226,0.3,0.3,0.31,122.776,0.3,0.3,0.31,
09/30/2007,458.898,,,-227.433,,,231.465,,-64.246,,,,167.219,-13.252,4.485,35.476,-30.991,0.0,8.767,153.967,-60.948,,,,93.019,-8.908,,,101.927,0.0,101.927,0.0,0.0,101.927,101.927,-18.337,120.323,0.85,0.78,0.63,121.805,0.84,0.77,0.62,
12/31/2007,508.579,,,-220.831,,,287.748,0.0,-155.375,,,,132.373,-27.556,17.228,40.838,-23.61,0.0,10.328,104.817,-20.464,,,,84.353,-120.375,,,204.728,0.0,204.728,0.0,0.0,204.728,204.728,,117.599,1.74,0.72,0.99,119.175,1.72,0.71,0.98,
03/31/2008,558.476,,,-244.416,,,314.06,0.0,-75.158,,,,238.902,-23.835,12.429,37.453,-25.024,,11.406,215.067,-87.267,,,,127.8,-1.94,,,129.74,,129.74,0.0,0.0,129.74,129.74,-6.726,117.934,1.1,1.08,1.02,119.092,1.09,1.07,1.01,
06/30/2008,653.309,,,-261.367,,,391.942,0.0,-65.636,,,,326.306,-36.288,29.802,38.281,-8.479,0.0,6.486,290.018,-125.758,,,,164.26,-0.796,,,165.056,-6.227,158.829,0.0,0.0,158.829,158.829,-2.172,118.363,1.34,1.33,1.31,120.047,1.32,1.31,1.29,
09/30/2008,612.2,,,-285.408,,,326.792,0.0,-142.692,,,,184.1,-163.33,34.3,37.689,-3.389,,129.03,20.77,-14.895,,,,5.875,0.491,,,5.384,-8.422,-3.038,0.0,0.0,-3.038,-3.038,111.784,118.11,-0.03,-0.03,0.92,118.11,-0.03,-0.03,0.92,
12/31/2008,450.002,,,-313.6,,,136.402,0.0,-92.97,,,,43.432,-105.133,19.717,43.661,-23.944,0.0,85.416,-61.701,16.525,,,,-45.176,17.975,,,-63.151,-6.248,-69.399,0.0,0.0,-69.399,-69.399,4.025,115.455,-0.6,-0.44,-0.41,115.455,-0.6,-0.44,-0.41,
03/31/2009,393.214,367.851,25.363,-329.026,140.882,188.144,64.188,0.0,-87.405,34.654,34.654,52.751,-23.217,12.633,40.701,41.138,-0.437,,-53.334,-10.584,0.741,9.769,-10.51,,-9.843,0.97,0.97,0.0,-10.813,-3.793,-14.606,0.0,-0.068,-14.674,-48.1785,-34.4745,114.242,-0.13,-0.12,-0.421723,114.242,-0.13,-0.12,-0.421767,
06/30/2009,382.362,370.692,11.67,-269.934,111.261,158.673,112.428,0.0,-70.915,33.275,33.275,37.64,41.513,-173.486,42.726,43.475,-0.749,,130.76,-131.973,41.724,-2.292,-39.432,,-90.249,-2.731,-2.731,0.0,-87.518,0.522,-86.996,0.0,-0.121,-87.117,-25.04245,64.80555,113.979,-0.76,-0.78,-0.219711,113.979,-0.76,-0.78,-0.219711,
09/30/2009,408.179,409.969,-1.79,-283.842,121.237,162.605,124.337,0.0,-62.087,34.799,34.799,27.288,62.25,-77.73,43.33,43.438,-0.108,,34.4,-15.48,5.206,12.249,-17.455,,-10.274,-12.107,-12.107,0.0,1.833,-8.998,-7.165,,0.0,-7.165,-7.37475,11.89725,114.123,-0.06,-0.17,-0.064621,114.123,-0.06,-0.17,-0.065751,
12/31/2009,377.685,417.001,-39.316,-246.33,110.565,135.765,131.355,0.0,-52.735,35.337,35.337,17.398,78.62,-129.232,44.579,45.31,-0.731,,84.653,-50.612,15.144,,,,-35.468,-89.698,-89.698,0.0,54.23,2.43,56.66,0.0,0.0,56.66,12.4737,45.5117,114.347,0.48,-0.3,0.109086,114.347,0.48,-0.3,0.098014,
03/31/2010,470.621,472.045,-1.424,-260.448,116.02,144.428,210.173,0.0,-46.756,38.315,38.315,8.441,163.417,237.385,47.139,47.523,-0.384,,-284.524,400.802,-144.007,2.462,141.545,,256.795,-3.811,-3.811,0.0,260.606,-15.352,245.254,0.0,-5.388,239.866,48.50345,-187.55155,114.655,2.09,2.06,0.423038,115.462,2.08,2.05,0.423038,
06/30/2010,470.28,422.042,48.238,-266.188,121.879,144.309,204.092,0.0,-60.715,40.433,40.433,20.282,143.377,86.681,45.276,45.368,-0.092,,-131.957,230.058,-83.22,4.412,78.808,,146.838,-41.851,-41.851,0.0,188.689,-21.113,167.576,0.0,-4.083,163.493,39.522,-82.12,115.104,1.42,1.07,0.343359,116.006,1.41,1.06,0.343359,
09/30/2010,471.259,437.411,33.848,-283.379,136.283,147.096,187.88,0.0,-78.879,43.417,43.417,35.462,109.001,63.7,41.889,45.002,-3.113,,-105.589,172.701,-76.211,13.281,62.93,,96.49,-18.083,-18.083,0.0,114.573,-2.538,112.035,0.0,-2.708,109.327,24.69505,-66.54895,115.191,0.95,0.8,0.214384,116.021,0.94,0.79,0.214384,
12/31/2010,474.329,453.981,20.348,-237.923,115.206,122.717,236.406,0.0,-46.386,42.905,42.905,3.481,190.02,-207.677,44.607,45.191,-0.584,,163.07,-17.657,39.264,,,,21.607,-60.519,-60.519,0.0,82.126,-1.784,80.342,0.0,-1.876,78.466,10.08005,-7.86695,115.289,0.68,0.17,0.087433,117.825,0.67,0.17,0.087433,
03/31/2011,507.106,475.728,31.378,-260.856,134.175,126.681,246.25,0.0,-81.518,43.911,43.911,37.607,164.732,-288.717,,45.227,,,243.49,-123.985,47.907,2.398,-50.305,,-76.078,-419.882,-419.882,0.0,343.804,4.79,348.594,0.0,-6.14,342.454,89.58085,167.00885,115.869,2.96,-0.66,0.773122,115.869,2.96,-0.66,0.773122,
06/30/2011,610.67,583.931,26.739,-294.875,140.977,153.898,315.795,0.0,-64.852,44.644,44.644,20.208,250.943,161.037,45.554,45.768,-0.214,,-206.591,411.98,-144.696,13.32,131.376,,267.284,1.584,1.584,0.0,265.7,-20.123,245.577,0.0,-4.847,240.73,109.5051,-132.8089,116.213,2.07,2.08,0.942279,118.592,2.03,2.04,0.920119,
09/30/2011,648.158,574.114,74.044,-290.78,152.367,138.413,357.378,0.0,-78.161,49.618,49.618,28.543,279.217,288.779,45.481,45.56,-0.079,,-334.26,567.996,-182.728,3.035,179.693,,385.268,-0.33,-0.33,0.0,385.598,-34.134,351.464,0.0,-6.986,344.478,151.50025,-192.64775,116.281,2.96,2.96,1.302881,117.075,2.95,2.95,1.302881,
12/31/2011,718.351,664.776,53.575,-357.863,175.575,182.288,360.488,0.0,-476.002,55.347,55.347,420.655,-115.514,-75.202,45.664,45.878,-0.214,,29.538,-190.716,75.272,,,,-115.444,-2.256,-2.256,0.0,-113.188,2.042,-111.146,0.0,-0.116,-111.262,152.88485,266.40285,119.223,-0.93,-0.95,1.282344,119.223,-0.93,-0.95,1.282344,
03/31/2012,782.653,718.956,63.697,-367.965,186.547,181.418,414.688,0.0,-96.365,63.067,63.067,33.298,318.323,9.643,,46.858,,,-56.501,327.966,-117.703,11.832,105.871,,210.263,-10.695,-10.695,0.0,220.958,-6.339,214.619,0.0,-2.448,212.171,154.60405,-46.87195,122.48,1.73,1.65,1.26228,126.247,1.68,1.6,1.228728,
06/30/2012,798.445,641.737,156.708,-404.698,203.777,200.921,393.747,0.0,-566.526,54.957,54.957,511.569,-172.779,76.139,,49.008,,,-125.147,-96.64,45.086,3.494,-48.58,,-51.554,-12.017,-12.017,0.0,-39.537,-30.855,-70.392,,-0.265,-70.657,136.426,219.1,123.028,-0.57,-0.67,1.108902,123.028,-0.57,-0.67,1.108902,
09/30/2012,829.421,716.327,113.094,-439.361,231.963,207.398,390.06,0.0,-108.769,62.567,62.567,46.202,281.291,-281.273,54.357,54.441,-0.084,,226.916,0.018,-10.614,-8.275,18.889,,-10.596,-32.295,-32.295,0.0,21.699,-2.475,19.224,0.0,-0.357,18.867,124.1128,137.5408,123.111,0.15,-0.11,1.008137,123.111,0.15,-0.11,1.00721,
12/31/2012,788.632,726.434,62.198,-452.232,253.974,198.258,336.4,0.0,-103.362,66.504,66.504,36.858,233.038,-46.087,53.851,53.915,-0.064,,-7.764,186.951,-57.807,,,,129.144,89.442,89.442,0.0,39.702,-10.868,28.834,0.0,0.0,28.834,112.0369,-6.2391,123.24,0.23,0.959721,0.909095,126.945,0.22,0.924573,0.875425,
03/31/2013,839.0,785.0,54.0,-473.0,261.0,212.0,366.0,0.0,-152.0,62.0,62.0,90.0,214.0,-71.0,,51.0,,,20.0,143.0,-50.0,6.0,44.0,0.0,93.0,-16.0,-16.0,0.0,109.0,-8.0,101.0,0.0,-1.0,100.0,132.709,48.709,129.0,0.77,0.65,1.028752,133.0,0.75,0.63,0.996233,
06/30/2013,879.209,845.136,34.073,-486.081,236.491,249.59,393.128,0.0,81.649,66.654,66.654,-148.303,474.777,68.726,42.724,42.805,-0.081,,-111.45,543.503,-192.029,10.185,181.844,,351.474,0.0,0.0,0.0,351.474,-14.211,337.263,0.0,-4.584,332.679,153.469,-179.21,137.539,2.42,2.42,1.115822,138.829,2.4,2.4,1.109131,
09/30/2013,936.556,902.0,34.556,-509.0,287.0,222.0,427.556,0.0,-127.0,72.0,72.0,55.0,300.556,-173.556,,45.0,,,128.556,127.0,-48.0,-9.0,57.0,,79.0,-19.0,-19.0,0.0,98.0,-7.0,91.0,0.0,-1.0,90.0,163.3,92.3,139.0,0.65,0.51,1.17482,139.0,0.65,0.51,1.174029,
12/31/2013,978.4,932.0,46.4,-575.0,336.0,239.0,403.4,0.0,-1734.4,96.0,96.0,1638.4,-1331.0,-31.0,45.0,45.0,0.0,,-14.0,-1362.0,494.0,6.0,-500.0,,-868.0,490.0,490.0,0.0,-1358.0,-9.0,-1367.0,0.0,0.0,-1367.0,100.56555,977.56555,139.0,-9.82,-6.3,0.723493,139.0,-9.82,-6.3,0.723493,
03/31/2014,1019.0,1037.0,-18.0,-576.0,359.0,217.0,443.0,0.0,-121.0,81.0,81.0,40.0,322.0,-126.0,,45.0,,,81.0,196.0,-51.0,12.0,39.0,0.0,145.0,22.0,22.0,0.0,123.0,,123.0,0.0,-1.0,122.0,194.44,50.44,143.0,0.85,1.0,1.35972,143.0,0.85,1.0,1.352727,
06/30/2014,1137.0,1143.0,-6.0,-667.0,424.0,243.0,470.0,0.0,-127.0,82.0,82.0,45.0,343.0,-256.0,,47.0,,,209.0,87.0,-32.0,6.0,26.0,,55.0,54.0,54.0,0.0,1.0,,1.0,0.0,0.0,1.0,257.8,202.8,143.0,0.01,0.38,1.802797,143.0,0.01,0.38,1.798182,
09/30/2014,1172.0,1169.0,3.0,-697.0,423.0,274.0,475.0,0.0,-122.0,81.0,81.0,41.0,353.0,294.0,,46.0,,,-340.0,647.0,-236.0,-14.0,250.0,,411.0,37.0,37.0,0.0,374.0,0.0,374.0,0.0,-4.0,370.0,192.3,-214.7,143.0,2.58,2.84,1.344755,143.0,2.58,2.84,1.338601,
12/31/2014,1099.0,976.0,123.0,-735.0,422.0,313.0,364.0,0.0,-221.0,89.0,89.0,132.0,143.0,523.0,,46.0,,0.0,-569.0,666.0,-237.0,0.0,237.0,,429.0,-2.0,-2.0,0.0,431.0,0.0,431.0,0.0,-5.0,426.0,61.95,-362.05,146.0,2.92,2.91,0.424315,147.0,2.91,2.9,0.424315,
03/31/2015,826.0,620.0,206.0,-640.0,330.0,310.0,186.0,0.0,-258.0,82.0,82.0,176.0,-72.0,-39.0,,46.0,,,-7.0,-111.0,37.0,0.0,-37.0,,-74.0,4.0,4.0,0.0,-78.0,,-78.0,0.0,0.0,-78.0,-9.65,64.35,149.0,-0.52,-0.5,-0.064765,149.0,-0.52,-0.5,-0.068121,
06/30/2015,982.0,832.0,150.0,-769.0,440.0,329.0,213.0,0.0,-171.0,83.0,83.0,88.0,42.0,-382.0,,46.0,,,336.0,-340.0,123.0,1.0,-124.0,,-217.0,1.0,1.0,0.0,-218.0,,-218.0,0.0,0.0,-218.0,17.25,234.25,149.0,-1.46,-1.45,0.115772,149.0,-1.46,-1.45,0.115772,
09/30/2015,1121.0,883.0,238.0,-931.0,567.0,364.0,190.0,0.0,857.0,81.0,81.0,-938.0,1047.0,-44.0,44.0,46.0,-2.0,,0.0,1003.0,-355.0,48.0,307.0,,648.0,2.0,2.0,0.0,646.0,,646.0,0.0,-6.0,640.0,-10.4,-652.4,149.0,4.28,4.29,-0.069799,150.0,4.27,4.28,-0.069799,
12/31/2015,1089.0,807.0,282.0,-922.0,540.0,382.0,167.0,0.0,-1097.0,81.0,81.0,1016.0,-930.0,-43.0,47.0,48.0,-1.0,,-4.0,-973.0,351.0,,,,-622.0,1.0,1.0,0.0,-623.0,,-623.0,0.0,0.0,-623.0,-18.15,603.85,149.0,-4.17,-4.17,-0.121812,149.0,-4.17,-4.17,-0.121812,
03/31/2016,850.0,632.0,218.0,-786.0,433.0,353.0,64.0,0.0,-425.0,74.0,74.0,351.0,-361.0,-47.0,51.0,55.0,-4.0,,-4.0,-408.0,141.0,0.0,-141.0,,-267.0,0.0,0.0,0.0,-267.0,,-267.0,0.0,0.0,-267.0,-105.3,161.7,162.0,-1.65,-1.65,-0.65,162.0,-1.65,-1.65,-0.651852,
06/30/2016,1140.0,1008.0,132.0,-976.0,592.0,384.0,164.0,0.0,-164.0,80.0,80.0,84.0,0.0,-411.0,51.0,56.0,-5.0,,360.0,-411.0,143.0,0.0,-143.0,,-268.0,0.0,0.0,0.0,-268.0,,-268.0,0.0,0.0,-268.0,-36.35,231.65,164.0,-1.63,-1.63,-0.221646,164.0,-1.63,-1.63,-0.221646,
