Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
11/19/2008,,,8.025,8.025,,,,,-0.825,,,4.312012,4.312012,,,3.538235,3.538235,
02/11/2009,,,7.895,7.895,,,,,-0.13,,,4.230295,4.230295,,,3.531238,3.531238,
05/06/2009,,,7.206,7.206,,,,,-0.794,,,3.875214,3.875214,,,3.297156,3.297156,
08/26/2009,,,6.903,6.903,,,,,-0.997,,,4.231543,4.231543,,,3.551565,3.551565,
11/18/2009,,,,,,,,,-0.459,,,,,,,,,
02/10/2010,,,5.155,5.155,,,,,-0.438,,,3.228837,3.228837,,,2.789261,2.789261,
05/05/2010,,,5.725,5.725,,,,,-0.438,,,3.554642,3.554642,,,3.04956,3.04956,
08/25/2010,,,3.481,,,,,,,,,2.157275,,,,1.4364,,
11/17/2010,,,,,,,,,2.51,,,,,,,,,
02/09/2011,,,5.218,5.218,,,,,,,,3.258195,3.258195,,,2.244716,2.244716,
05/04/2011,,,5.093,5.093,,,,,,,,3.14507,3.14507,,,2.213347,2.213347,
08/31/2011,,,6.719,,,,,,,,,4.071208,,,,2.946671,,
02/15/2012,,,1.932,1.932,,,,,,,,1.158739,1.158739,,,0.849294,0.849294,
08/29/2012,,,2.74,,,,,,,,,1.586943,,,,1.18606,,
06/07/2017,,,,,0.0,0.685,0.0,0.685,,,,,,,,,,
08/30/2017,,,,,0.0,1.097,0.0,1.097,,,,,,,,,,
12/20/2017,,,,,0.0,0.545,0.0,0.545,,,,,,,,,,
06/06/2018,,,,,0.0,0.229,0.0,0.229,,,,,,,,,,
08/29/2018,,,,,0.0,0.435,0.0,0.435,,,,,,,,,,
12/19/2018,,,,,0.0,0.545,0.0,0.545,,,,,,,,,,
03/13/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
06/05/2019,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
03/11/2020,0.0,0.0,3.362,3.362,,,,,,0.0,0.0,3.710325,3.710325,0.0,0.0,1.653738,1.653738,
06/03/2020,0.0,0.0,8.734,8.734,0.0,,,,,0.0,0.0,13.305506,13.305506,0.0,0.0,4.614913,4.614913,
