Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/29/1989,145.089996,-97.052002,48.037994,-35.539001,12.499,-0.358,0,0.663,12.804,-3.969,8.835,0.0,0.0,8.835,0,,8.835,,,8.834999,,0.063333,0.063333,138.905994,0.063333,0.063333,0.063333,138.905994,
12/29/1989,147.067993,-90.936996,56.130997,-36.407001,19.724001,-0.354,0,-4.372,14.998001,-4.65,10.348,0.0,0.0,10.348,0,,10.348,,,10.348001,,0.073333,0.073333,140.994003,0.073333,0.073333,0.073333,140.994003,
03/30/1990,161.052994,-103.975998,57.076996,-40.702,16.375,-0.344,0,1.079,17.11,-5.304,11.806,0.0,0.0,11.806,0,,11.806,,,11.806,,0.085,0.085,137.819996,0.085,0.085,0.085,137.819996,
06/29/1990,161.108002,-113.671997,47.436005,-29.653,17.783001,-0.433,0,1.939,19.289001,-5.979,13.31,0.0,0.0,13.31,0,,13.31,,,13.310001,0.095,0.095,0.095,134.289,0.095,0.095,0.095,134.289,
09/28/1990,128.445007,-87.988998,40.456009,-35.186001,5.27,-0.381,0,3.132,8.021,-2.487,5.534,0.0,0.0,5.534,0,,5.534,,,5.534,,0.041667,0.041667,134.724003,0.041667,0.041667,0.041667,134.724003,
12/28/1990,123.875,-85.432999,38.442001,-35.250999,3.191,-0.306,0,1.951,4.836,-1.499,3.337,0.0,0.0,3.337,0,,3.337,,,3.337,,0.025,0.025,135.071995,0.025,0.025,0.025,135.071995,
03/29/1991,114.317001,-78.742996,35.574005,-35.869999,-0.296,-0.411,0,1.401,0.694,-0.216,0.478,0.0,0.0,0.478,0,,0.478,,,0.478,,0.003333,0.003333,135.516003,0.003333,0.003333,0.003333,135.516003,
06/28/1991,127.015999,-101.025002,25.990997,-39.917999,-13.927,-0.008,0,1.916,-12.019,3.727,-8.292,0.0,0.0,-8.292,0,,-8.292,,,-8.292,-0.061667,-0.061667,-0.061667,136.053006,-0.061667,-0.061667,-0.061667,136.053006,
09/27/1991,128.001007,-89.697998,38.303009,-37.007,1.296,-0.108,0,1.849,3.037,-0.759,2.278,0.0,0.0,2.278,0,,2.278,,,2.278,,0.018333,0.0175,136.23,0.018333,0.018333,0.0175,136.23,
12/27/1991,133.505997,-93.778,39.727997,-37.992001,1.736,-0.131,0,1.346,2.951,-0.738,2.213,0.0,0.0,2.213,0,,2.213,,,2.213,,0.015,0.015,136.602001,0.015,0.015,0.015,136.602001,
03/27/1992,146.384995,-102.853996,43.530998,-37.534,5.997,-0.159,0,-0.486,5.352,-1.338,4.014,0.0,0.0,4.014,0,,4.014,,,4.014,,0.028333,0.028333,141.551994,0.028333,0.028333,0.028333,141.551994,
06/26/1992,172.938995,-122.514999,50.423996,-41.877998,8.546,-0.17,0,1.986,10.362,-2.59,7.772,0.0,0.0,7.772,0,,7.772,,,7.772,0.055,0.055,0.055,138.054006,0.055,0.055,0.055,138.054006,
09/25/1992,171.199997,-123.189003,48.010994,-39.738998,8.272,-0.184,0,0.965,9.053,-2.263,6.79,-4.7,0.0,2.09,0,,2.09,,,6.79,,0.036667,0.015,219.69001,0.036667,0.036667,0.015,219.69001,
01/01/1993,186.647003,-142.570007,44.076996,-43.353001,0.724,-0.227,0,1.403,1.9,-0.475,1.425,0.0,0.0,1.425,0,,1.425,,,1.425,,0.01,0.01,148.727997,0.01,0.01,0.01,148.727997,
04/02/1993,184.138,-131.199997,52.938004,-44.299999,8.638,-0.206,0,0.798,9.23,-2.308,6.922,0.0,0.0,6.922,0,,6.922,,,6.921999,,0.045,0.045,152.244003,0.045,0.045,0.045,152.244003,
07/02/1993,188.647003,-129.268005,59.378998,-46.808998,12.57,-0.316,0,0.461,12.715,-3.178,9.537,0.0,0.0,9.537,0,,9.537,,,9.537,0.0625,0.0625,0.0625,153.199996,0.0625,0.0625,0.0625,153.199996,
10/01/1993,170.292007,-120.699997,49.59201,-39.799,9.793,-0.252,0,0.974,10.515,-3.365,7.15,0.0,0.0,7.15,0,,7.15,,,7.15,,0.045,0.045,154.184006,0.045,0.045,0.045,154.184006,
12/31/1993,178.033005,-124.794998,53.238007,-43.257999,9.98,-0.416,0,-16.301001,-6.737001,2.156,-4.581,0.0,0.0,-4.581,0,,-4.581,,,-4.581001,,-0.03,-0.03,154.391998,-0.03,-0.03,-0.03,154.391998,
03/31/1994,204.046997,-140.660004,63.386993,-46.195,17.191999,-0.23,0,0.548,17.509999,-5.603,11.907,0.0,0.0,11.907,0,,11.907,,,11.906999,,0.08,0.08,154.240005,0.08,0.08,0.08,154.240005,
07/01/1994,259.210999,-180.574005,78.636994,-48.769001,29.868,-0.168,0,0.514,30.214,-9.668,20.546,0.0,0.0,20.546,0,,20.546,,,20.546,0.135,0.135,0.135,154.800004,0.135,0.135,0.135,154.800004,
09/30/1994,232.300995,-162.436005,69.86499,-52.674999,17.190001,-0.228,0,0.846,17.808001,-5.699,12.109,0.0,0.0,12.109,0,,12.109,,,12.109001,,0.08,0.08,155.820007,0.08,0.08,0.08,155.820007,
12/30/1994,277.393005,-202.057999,75.335007,-54.924999,20.41,-0.19,0,1.858,22.078,-7.065,15.013,0.0,0.0,15.013,0,,15.013,,,15.013,,0.095,0.095,156.462006,0.095,0.095,0.095,156.462006,
03/31/1995,313.51001,-230.488998,83.021011,-60.665001,22.356001,-0.165,0,0.853,23.044001,-7.373,15.671,0.0,0.0,15.671,0,,15.671,,,15.671001,,0.105,0.105,152.806,0.105,0.105,0.105,152.806,
06/30/1995,323.298004,-230.270996,93.027008,-63.127998,29.899,-0.192,0,0.804,30.511,-9.764,20.747,0.0,0.0,20.747,0,,20.747,,,20.747,0.135,0.135,0.135,153.600006,0.135,0.135,0.135,153.600006,
09/29/1995,242.192993,-181.115997,61.076996,-55.493,5.584,-0.147,0,0.572,6.009,-1.923,4.086,-13.21,0.0,-9.124,0,,-9.124,,,4.086,0.025,0.025,-0.06,153.332001,0.025,0.025,-0.06,153.332001,
12/29/1995,261.100006,-193.382996,67.71701,-57.534,10.183,-0.22,0,-0.256,9.707,-3.106,6.601,0.0,0.0,6.601,0,,6.601,,,6.601,0.045,0.045,0.045,152.757996,0.045,0.045,0.045,152.757996,
03/29/1996,271.882996,-196.673004,75.209991,-59.073002,16.136999,-0.206,0,1.018,16.948999,-5.424,11.525,0.0,0.0,11.525,0,,11.525,,,11.524999,0.075,0.075,0.075,152.927994,0.075,0.075,0.075,152.927994,
06/28/1996,272.725006,-190.703995,82.021011,-61.561001,20.459999,-0.099,0,-42.473,-22.112001,7.076,-15.036,0.0,0.0,-15.036,0,,-15.036,,,-15.036001,0.095,-0.01,-0.1,153.600006,0.095,-0.01,-0.1,153.600006,
09/27/1996,261.664001,-182.893997,78.770004,-63.466,15.304,-0.134,0,0.728,15.898,-5.087,10.811,3.4,0.0,14.211,0,,14.211,,,10.811,0.07,0.07,0.09,155.339996,0.07,0.07,0.09,155.339996,
12/27/1996,282.18399,-196.847,85.33699,-66.732002,18.605,-0.12,0,1.738,20.223,-6.471,13.752,0.0,0.0,13.752,0,,13.752,,,13.751999,0.09,0.09,0.09,154.410004,0.09,0.09,0.09,156.774002,
03/28/1997,301.740997,-207.449005,94.291992,-71.111,23.181,-0.09,0,1.116,24.207,-7.746,16.461,0.0,0.0,16.461,0,,16.461,,,16.461,0.105,0.105,0.105,154.690002,0.105,0.105,0.105,157.399994,
06/27/1997,322.656006,-221.891006,100.765,-73.648003,27.117001,-0.14,0,1.874,28.851001,-9.233,19.618,0.0,0.0,19.618,0,,19.618,,,19.618001,0.125,0.125,0.125,158.0,0.125,0.125,0.125,158.0,
09/26/1997,294.501007,-204.272995,90.228012,-67.848999,22.379,-0.115,0,1.286,23.55,-7.065,16.485001,0.0,0.0,16.485001,0,,16.485001,,,16.485,0.105,0.105,0.105,156.496002,0.105,0.105,0.105,159.852005,
12/26/1997,294.523987,-208.507004,86.016983,-65.837997,20.179001,-0.154,0,1.163,21.188001,-6.356,14.832,0.0,0.0,14.832,0,,14.832,,,14.832001,0.095,0.095,0.095,157.770004,0.095,0.095,0.095,160.298004,
