Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1997,,,,,,,,38.335834,,22.918218,20.936386,20.936386,,0.0,0.0,,
06/30/1997,,,,,,,,38.093096,,22.461022,20.658439,20.658439,,0.0,0.0,,
09/30/1997,,,,,,,59.064948,44.383479,,28.74192,19.143455,19.143455,,0.0,89.118689,,
12/31/1997,,,,,,,59.007651,40.414655,,19.555958,16.186796,15.925524,,0.0,112.368883,,
03/31/1998,,3.75673,2.149398,2.447175,4.958798,,59.962548,41.827617,44.887418,23.531379,19.459097,17.781551,,0.0,108.924146,-0.335256,
06/30/1998,,,,,,,62.093942,43.976156,48.572342,24.821224,22.234613,20.126318,,0.0,99.536042,,
09/30/1998,,5.694044,3.068283,3.535379,6.883126,,60.951908,43.139108,42.387237,22.727741,20.466065,18.537394,,0.0,115.283467,-0.870247,
12/31/1998,,5.012641,2.683501,3.067252,5.858572,,60.417651,41.67594,43.09616,23.098835,20.882214,18.947894,,0.0,108.692865,-0.435742,
03/31/1999,,5.218462,2.799741,3.207293,6.229753,,61.470867,43.25306,48.512541,21.492673,18.883305,16.593214,,0.0,117.328071,-0.904259,
06/30/1999,,5.329409,2.758028,3.164721,6.326387,,61.721165,43.401438,40.57541,24.068369,20.407498,18.141245,,0.0,101.05034,-0.055977,
09/30/1999,,5.489794,2.732661,3.146624,6.311332,,61.082471,42.886944,40.862485,21.279233,19.776455,17.556684,,0.0,130.112745,-1.653128,
12/31/1999,,6.205043,3.080331,3.551588,6.653695,,62.084888,42.901636,65.470602,34.287414,30.511071,28.305086,,0.0,75.99117,1.489758,
03/31/2000,,6.47076,3.162626,3.673708,6.728826,,62.541189,43.420527,-30.707721,24.935217,22.038923,19.757505,,0.0,111.563659,-0.748257,
06/30/2000,,6.458474,2.955303,3.466763,6.114327,,61.983249,43.738177,54.144996,31.256191,27.422251,25.23186,,0.0,84.978786,0.970141,
09/30/2000,,6.785462,3.051022,3.599461,6.576274,,62.046056,43.374949,44.974112,20.589706,17.927307,16.230132,,0.0,130.391798,-2.062224,
12/31/2000,,6.257392,2.867573,3.393874,7.499662,,80.926942,60.17635,112.663586,20.484468,17.697252,16.041173,,0.0,127.687302,-1.732503,
03/31/2001,,6.689103,3.043081,3.628931,8.118163,,64.024168,45.170697,49.400759,22.8007,19.874183,18.232233,,0.993738,114.427591,-0.965076,
06/30/2001,,6.082411,2.657446,3.167394,7.370794,,63.246584,44.180084,45.493356,22.831941,20.206494,18.568488,,0.0,112.544001,-0.762978,
09/30/2001,,6.086074,2.664973,3.166096,6.892722,,65.989454,48.046615,60.404999,27.95944,24.597187,22.231627,,0.0,104.470999,-0.272108,
12/31/2001,,6.240732,2.771951,3.271083,7.294159,,64.752765,45.478012,3.176146,15.598714,15.232172,13.309123,,0.0,196.287057,-6.009017,
03/31/2002,,7.109882,3.159514,3.740104,7.955206,,65.212051,45.478269,46.461325,27.648507,24.955761,23.136772,,2.829324,105.541331,-0.393982,
06/30/2002,,7.571749,3.383177,3.994438,8.337513,,63.377419,43.06297,39.313629,21.798747,21.152608,19.315828,,0.904032,138.975281,-2.95111,
09/30/2002,,6.23924,2.762798,3.255794,6.868693,,64.08896,43.860349,-202.582362,22.009613,21.341911,19.546149,,0.0,138.306787,-2.390052,
12/31/2002,,6.852236,3.017185,3.523533,6.534985,,64.127876,43.629284,-95.164913,21.430772,21.912849,20.102014,,0.0,141.718862,-2.858675,
03/31/2003,,6.326163,2.78761,3.274579,6.274674,,64.306172,42.054386,-80.076047,19.563049,19.848313,17.89591,,0.0,170.647337,-4.469266,
06/30/2003,,6.241724,2.738817,3.222502,6.094899,,62.702599,39.970621,-74.319879,16.046364,21.070615,19.107708,,0.0,222.258239,-7.631022,
09/30/2003,,5.695415,2.491425,2.931954,5.863192,,63.065495,39.907991,-82.968066,16.055872,15.443668,14.098971,,0.0,199.69648,-5.678128,
12/31/2003,,6.049224,2.650149,3.104249,6.082975,,62.174733,37.452674,-175.632242,25.547422,25.984993,24.696679,,1.469156,116.24776,-0.982863,
03/31/2004,,5.375835,2.302883,2.716394,5.902203,,62.943775,39.122721,,15.082492,9.785038,8.18661,,,206.024717,-5.699714,
06/30/2004,,4.96807,2.097123,2.486985,5.84906,,60.624382,36.88058,,15.106217,13.723788,12.602906,,1.111622,206.31537,-5.281822,
09/30/2004,,2.52622,1.124498,1.340549,5.531021,,63.186102,36.303118,-85.005446,3.208407,-16.622328,-17.82479,,4.661,725.686162,-15.806209,
12/31/2004,,1.045271,0.562036,0.678937,4.838117,,72.003185,34.120292,-47.312342,4.398258,11.489244,10.06209,,,2480.289387,-24.880464,
03/31/2005,,1.438467,0.685238,0.829635,4.729931,,66.500372,39.204349,-37.626067,11.899334,14.488038,13.337547,,0.503051,302.821202,-2.917516,
06/30/2005,,-1.895447,-0.568862,-0.640112,4.698447,,63.682179,34.671956,-56.513307,5.858733,-27.429751,-28.64285,,1.029228,372.634901,5.167651,
