Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
03/31/1996,,,2.116,,2.116,2.116,,,,,,,,,,,
06/30/1996,,,8.069,,8.069,8.069,,,,,,,,,,,
09/30/1996,,,13.288,,13.288,13.288,,,,,,,,,,,
12/31/1996,,,24.1,,24.171,24.171,,,,,,,,,,,
03/31/1997,,,15.777,,15.777,15.777,,,,,,,,,,,
06/30/1997,,,20.309999,,20.309999,20.309999,,,,,,,,,,,
09/30/1997,,,21.336,,21.336,21.336,,,,,,,,,,,
12/31/1997,,,25.587,,25.587,25.587,,,,,,,,,,,
03/31/1998,,,18.285999,,18.285999,18.285999,,,,,,,,,,,
06/30/1998,,,19.82,,13.82,13.82,,,,,,,,,,,
09/30/1998,,,16.141001,,16.141001,16.141001,,,,,,,,,,,
12/31/1998,,,-2.495,,-2.495,-2.495,,,,,,,,,,,
03/31/1999,,,-3.896,,-3.896,-3.896,,,,,,,,,,,
06/30/1999,,,-2.493,,-2.493,-2.493,,,,,,,,,,,
09/30/1999,,,-7.469,,-7.469,-7.469,,,,,,,,,,,
12/31/1999,,,-6.532,,-17.532,-17.532,,,,,,,,,,,
03/31/2000,,,-8.248,,-15.121,-15.121,,,,,,,,,,,
06/30/2000,,,-10.118,,-9.518,-9.518,,,,,,,,,,,
09/30/2000,,,-7.909,,-7.909,-7.909,,18.8311688311688,,,,,,,,,
12/31/2000,,,-7.654,,-6.354,-6.354,,25.0,,,,,,,,,
03/31/2001,,,-3.836,,-3.616,-3.616,,41.1764705882353,,,,,,,,,
06/30/2001,,,-2.348,,29.552,29.552,,23.9130434782609,,,,,,,,,
09/30/2001,,,4.34,,4.34,4.34,,,,,,,,,,,
12/31/2001,,,-2.9,,-72.0,-72.0,,-1025.0,,,,,,,,,
03/31/2002,,,-8.582,,-80.392,-80.392,,-33.8235294117647,,,,,,,,,
06/30/2002,,,-12.345,,-12.345,-12.345,,-23.7341772151899,,,,,,,,,
09/30/2002,,,-9.148,,-9.148,-9.148,,15.9883720930233,,,,,,,,,
12/31/2002,,,-9.645,,-9.645,-9.645,,-17.3076923076923,,,,,,,,,
03/31/2003,,,-13.399,,-13.59,-13.59,,,,,,,,,,,
06/30/2003,,,-6.351,,-6.351,-6.351,,,,,,,,,,,
09/30/2003,,,0.094,,-2.986,-2.986,,,,,,,,,,,
12/31/2003,,,9.87,,9.9,9.9,,,,,,,,,,,
03/31/2004,,,-3.125,,-1.225,-1.225,,,,,,,,,,,
06/30/2004,,,3.385,,3.385,3.385,,,,,,,,,,,
09/30/2004,,,24.142,,25.193,25.193,,,,,,,,,,,
12/31/2004,,,14.501,,14.501,14.501,,,,,,,,,,,
03/31/2005,,,12.207,,,,,,,,,,,,,,
06/30/2005,,,24.801001,,33.601,33.601,,,,,,,,,,,
09/30/2005,,,33.432999,,33.433001,33.433001,,,,,,,,,,,
12/31/2005,,,35.782001,,35.782,35.782,,,,,,,,,,,
03/31/2006,,,56.771999,,56.772,56.772,,45.4545454545455,,,,,,,,,
06/30/2006,,45.0,54.318001,13.9928068181818,54.3,54.3,,24.0,,,,,,,,20.7066688888889,
09/30/2006,,47.0,52.723999,-6.91506369863013,52.724,52.724,,11.5384615384615,,,,,,,,12.1787212765957,
12/31/2006,,50.0,71.099998,9.66101694915254,112.522,112.522,,27.5862068965517,,,,,,,,42.199996,
03/31/2007,,67.9,76.400002,1.69643214285715,75.000002,75.000002,,9.33333333333333,,,,,,,,12.518412371134,
06/30/2007,,74.3,77.699997,-2.23495358166189,76.3,76.3,,3.70370370370369,,,,,,,,4.57603903095558,
09/30/2007,,70.75,53.700001,-12.6872281938326,52.300001,52.300001,,-24.6753246753247,,,,,,,,-24.0989385159011,
12/31/2007,,54.0,60.400002,-2.73615439739413,59.4,59.4,,8.19672131147542,,,,,,,,11.8518555555556,
03/31/2008,,40.0,40.400002,-1.77257123745819,40.3,40.3,,0.0,,,,,,,,1.000005,
06/30/2008,,44.2,47.400002,1.46757269624573,47.3,47.3,,5.26315789473685,,,,,,,,7.23982352941176,
09/30/2008,,38.7,40.299999,4.93783090586145,40.199999,40.199999,,4.76190476190477,,,,,,,,4.13436434108526,
12/31/2008,,29.1,28.940001,-1.77777333333333,34.400002,34.400002,,-11.1111111111111,,,,,,,,-0.54982474226805,
03/31/2009,,17.0,19.6,-14.5378151260504,19.6,18.56,,37.5,,46.6666666666667,,,,53.8888888888889,,15.2941176470588,
06/30/2009,,16.6,8.6,2.08436724565756,8.7,8.7,,-39.7590361445783,,-29.0909090909091,,,,-32.7272727272727,,-48.1927710843374,
09/30/2009,,6.61,1.2,2.29342536358151,1.1,1.1,,-71.4285714285714,,-67.1361502347418,,,,-67.1361502347418,,-81.8456883509834,
12/31/2009,,2.213,5.0,4.85714285714286,4.9,4.9,,200.0,,144.736842105263,,,,176.315789473684,,125.937641211026,
03/31/2010,,4.043,16.8,17.9929800958049,16.7,16.7,,275.0,,266.666666666667,,,,312.121212121212,,315.533020034628,
06/30/2010,,18.333,19.1,-5.35714285714286,19.0,19.0,,8.9108910891089,,-2.55474452554744,,,,8.02919708029198,,4.18371243113513,
09/30/2010,,21.95,21.5,-9.15766738660907,21.5,21.5,,-2.4390243902439,,17.2638436482085,,,,2.79503105590062,,-2.0501138952164,
12/31/2010,,23.1,23.3,-0.776255707762552,23.3,23.3,,2.36220472440945,,0.892857142857134,,,,5.01474926253688,,0.865800865800863,
03/31/2011,,24.5,21.684,12.0,28.7,28.7,,-17.2413793103448,,20.6434316353887,,,,18.9333333333333,,-11.4938775510204,
06/30/2011,,28.9,31.5,8.8,31.5,31.5,,12.5,,6.16438356164384,,,,9.31818181818182,,8.99653979238755,
09/30/2011,,29.7,25.0,-1.68539325842697,25.0,25.0,,-6.66666666666665,,-14.2538975501114,,,,-6.45879732739421,,-15.8249158249158,
12/31/2011,,28.35,28.6,-7.27598566308244,28.6,20.747,,3.22580645161291,,-3.67965367965369,,,,6.3437139561707,,0.881834215167548,
03/31/2012,,27.375,25.6,0.709736123748858,25.6,25.6,,-2.5974025974026,,8.08729139922978,,,,-5.48424737456243,,-6.48401826484018,
06/30/2012,,29.55,30.2,-2.52595155709343,30.2,29.16,,4.93827160493828,,-1.01925254813136,,,,-0.0536193029490586,,2.19966159052453,
09/30/2012,,28.7,18.6,-9.2605633802817,18.6,18.6,,-33.3333333333333,,-29.0672451193059,,,,-30.0838112042347,,-35.191637630662,
