Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1991,24238.0,,-15461.0,,,8777.0,,-7157.0,,,1620.0,25.0,,163.0,,,,-188.0,1645.0,-454.0,1191.0,0.0,,,1191.0,-76.0,1115.0,-17.0,,1098.0,1098.0,,4973.200196,0.22,0.22,0.22,4973.200196,0.22,0.22,0.22,
12/31/1991,27121.0,,-17597.0,,,9524.0,,-8073.0,,,1451.0,233.0,,226.0,,-60.0,,-399.0,1684.0,-621.0,1063.0,0.0,,,1063.0,57.0,1120.0,-17.0,,1103.0,1103.0,,4974.78418,0.2225,0.2225,0.2225,4974.78418,0.2225,0.2225,0.2225,
03/31/1992,24475.0,,-15378.0,,,9097.0,,-7326.0,,,1771.0,257.0,,223.0,,,,-480.0,2028.0,-643.0,1385.0,40.0,,,1345.0,-50.0,1295.0,-16.0,,1279.0,1279.0,,4966.6958,0.2575,0.265554,0.265554,4966.6958,0.2575,0.265554,0.265554,
06/30/1992,24547.0,,-16024.0,,,8523.0,,-7229.0,,,1294.0,29.0,,194.0,,,,-223.0,1323.0,-336.0,987.0,0.0,,,987.0,-57.0,930.0,-15.0,,915.0,915.0,,4965.895996,0.1825,0.1825,,4965.895996,0.1825,0.1825,0.1825,
09/30/1992,27241.0,,-17380.0,,,9861.0,,-7825.0,,,2036.0,-20.0,,231.0,,,,-211.0,2016.0,-779.0,1237.0,0.0,,,1237.0,-92.0,1145.0,-15.0,,1130.0,1130.0,,4966.151856,0.2275,0.2275,0.2275,4966.151856,0.2275,0.2275,0.2275,
12/31/1992,26897.0,,-17741.0,,,9156.0,,-7373.0,,,1783.0,384.0,,136.0,,118.0,,-638.0,2167.0,-719.0,1448.0,0.0,,,1448.0,-48.0,1400.0,-15.0,,1385.0,1385.0,,4966.0,0.28,0.279446,0.279446,4966.0,0.28,0.279446,0.279446,
03/31/1993,24139.0,,-16099.0,,,8040.0,,-6319.0,,,1721.0,214.0,,151.0,,,,-365.0,1935.0,-685.0,1250.0,0.0,,,1250.0,-65.0,1185.0,-13.5,,1171.5,1171.5,,4966.744141,0.235,0.235,,4966.744141,0.235,0.235,0.235,
06/30/1993,24702.0,,-16145.0,,,8557.0,,-6893.0,,,1664.0,158.0,,190.0,,,,-348.0,1822.0,-529.0,1293.0,0.0,,,1293.0,-58.0,1235.0,-13.5,,1221.5,1221.5,,4967.600098,0.245,0.245,,4967.600098,0.245,0.245,0.245,
09/30/1993,24455.0,,-15859.0,,,8596.0,,-6842.0,,,1754.0,347.0,,193.0,,,,-540.0,2101.0,-677.0,1424.0,0.0,,,1424.0,-64.0,1360.0,-13.5,,1346.5,1346.5,,4966.399904,0.2725,0.2725,0.2725,4966.399904,0.2725,0.2725,0.2725,
12/31/1993,24529.0,,-15016.0,,,9513.0,,-7348.0,,,2165.0,279.0,,147.0,,,,-426.0,2444.0,-881.0,1563.0,0.0,,,1563.0,-63.0,1500.0,-13.5,,1486.5,1486.5,,4966.0,0.3,0.3,0.3,4966.0,0.3,0.3,0.3,
03/31/1994,22883.0,,-14614.0,,,8269.0,,-6546.0,,,1723.0,39.0,,301.0,,,,-340.0,1762.0,-548.0,1214.0,0.0,,,1214.0,-54.0,1160.0,-11.5,,1148.5,1148.5,,4967.600096,0.23,0.23,0.23,4967.600096,0.23,0.23,0.23,
06/30/1994,24246.0,,-15865.0,,,8381.0,,-7016.0,,,1365.0,110.0,,107.0,,,,-217.0,1475.0,-552.0,923.0,0.0,,,923.0,-38.0,885.0,-11.5,,873.5,873.5,,4966.399904,0.175,0.175,0.175,4966.399904,0.175,0.175,0.175,
09/30/1994,26047.0,,-16641.0,,,9406.0,,-7569.0,,,1837.0,200.0,,126.0,,,,-326.0,2037.0,-785.0,1252.0,0.0,,,1252.0,-97.0,1155.0,-11.5,,1143.5,1143.5,,4965.600096,0.23,0.23,0.23,4965.600096,0.23,0.23,0.23,
12/31/1994,26507.0,,-16453.0,,,10054.0,,-7945.0,,,2109.0,654.0,,239.0,,,,-893.0,2763.0,-819.0,1944.0,0.0,,,1944.0,-44.0,1900.0,-11.5,,1888.5,1888.5,,4966.799804,0.3825,0.3825,0.3825,4966.799804,0.3825,0.3825,0.3825,
03/31/1995,26127.0,,-16618.0,,,9509.0,,-7363.0,,,2146.0,439.0,,143.0,,,,-582.0,2585.0,-851.0,1734.0,0.0,,,1734.0,-74.0,1660.0,-9.5,,1650.5,1650.5,,4967.600098,0.3325,0.3325,,4967.600098,0.3325,0.3325,0.3325,
06/30/1995,27846.0,,-17731.0,,,10115.0,,-7762.0,,,2353.0,407.0,,176.0,,,,-583.0,2760.0,-1044.0,1716.0,0.0,,,1716.0,-86.0,1630.0,-9.5,,1620.5,1620.5,,4970.0,0.325,0.325,,4970.0,0.325,0.325,0.325,
09/30/1995,27025.0,,-16647.0,,,10378.0,,-8003.0,,,2375.0,200.0,,192.0,,,,-392.0,2575.0,-991.0,1584.0,0.0,,,1584.0,-84.0,1500.0,-9.5,,1490.5,1490.5,,4967.200196,0.3,0.3,0.3,4967.200196,0.3,0.3,0.3,
12/31/1995,26895.0,,-16049.0,,,10846.0,,-8522.0,,,2324.0,499.0,,60.0,,,,-559.0,2823.0,-1086.0,1737.0,0.0,,,1737.0,-57.0,1680.0,-9.5,,1670.5,1670.5,,4968.0,0.3375,0.3375,0.3375,4968.0,0.3375,0.3375,0.3375,
03/31/1996,27164.0,,-17257.0,,,9907.0,,-7582.0,,,2325.0,655.0,,76.0,,,,-731.0,2980.0,-956.0,2024.0,0.0,,,2024.0,-139.0,1885.0,-6.75,,1878.25,1878.25,,4968.0,0.38,0.38,0.3525,5024.0,0.375,0.375,0.3475,
06/30/1996,27975.0,,-17901.0,,,10074.0,,-7792.0,,,2282.0,450.0,,136.0,,,,-586.0,2732.0,-1082.0,1650.0,0.0,,,1650.0,-80.0,1570.0,-6.75,,1563.25,1563.25,,4968.399902,0.315,0.315,0.315,5024.0,0.31,0.31,0.31,
09/30/1996,29086.0,,-18535.0,,,10551.0,,-8218.0,,,2333.0,286.0,,97.0,,,,-383.0,2619.0,-987.0,1632.0,0.0,,,1632.0,-72.0,1560.0,-6.75,,1553.25,1553.25,,4967.600096,0.31,0.31,0.31,5024.0,0.31,0.31,0.31,
12/31/1996,32503.0,,-21297.0,,,11206.0,,-8088.0,,,3118.0,851.0,,155.0,,,,-1006.0,3969.0,-1381.0,2588.0,0.0,,,2588.0,-93.0,2495.0,-6.75,,2488.25,2488.25,,4968.0,0.5,0.5,0.42,5024.0,0.5,0.5,0.42,
03/31/1997,31121.0,,-20124.0,,,10997.0,,-7758.0,,,3239.0,407.0,,76.0,,,,-483.0,3646.0,-1364.0,2282.0,0.0,,,2282.0,-107.0,2175.0,-4.25,,2170.75,2170.75,,4968.0,0.435,0.435,0.435,5034.0,0.43,0.43,0.43,
06/30/1997,29990.0,,-19060.0,,,10930.0,,-2299.0,,,8631.0,-5378.0,,106.0,,,,5272.0,3253.0,-1192.0,2061.0,0.0,,,2061.0,-96.0,1965.0,-4.25,,1960.75,1960.75,,4956.0,0.395,0.395,0.395,5026.0,0.39,0.39,0.39,
09/30/1997,28765.0,,-18104.0,,,10661.0,,-8060.0,,,2601.0,261.0,,107.0,,,,-368.0,2862.0,-946.0,1916.0,0.0,,,1916.0,-96.0,1820.0,-4.25,,1815.75,1815.75,,4940.600098,0.37,0.37,0.37,5012.0,0.365,0.365,0.365,
12/31/1997,34495.0,,-21019.0,,,13476.0,,-10591.0,,,5770.0,582.0,,132.0,,-153.0,,-561.0,6352.0,-854.0,8111.0,0.0,,,5498.0,-113.0,2500.0,-4.25,,2495.75,2495.75,,4922.4,0.505,0.505,0.445,4922.4,0.5,0.505,0.445,
03/31/1998,25885.0,,-16355.0,,,9530.0,,-7355.0,2004.0,5351.0,2175.0,600.0,32.0,32.0,,,,-632.0,2775.0,-819.0,1956.0,70.0,,,1886.0,-66.0,1820.0,-2.5,,1817.5,1817.5,,4902.0,0.37,0.385,0.385,4966.0,0.365,0.38,0.38,
06/30/1998,25201.0,,-15500.0,,,9701.0,,-7950.0,2179.0,5771.0,1751.0,529.0,28.0,28.0,,,,-557.0,2280.0,-638.0,1642.0,0.0,,,1642.0,-22.0,1620.0,-2.5,,1617.5,1617.5,,4886.0,0.33,0.33,0.33,4950.0,0.325,0.325,0.325,
09/30/1998,24512.0,,-15007.0,,,9505.0,,-8007.0,2106.0,5901.0,1498.0,583.0,6.0,6.0,,,,-589.0,2081.0,-640.0,1441.0,0.0,,,1441.0,-41.0,1400.0,-2.5,,1397.5,1397.5,,4870.0,0.29,0.29,0.29,4930.0,0.29,0.29,0.29,
12/31/1998,75598.0,,-41304.0,,,34294.0,,-31522.0,,,3477.0,1715.0,502.0,502.0,,,,-2217.0,5192.0,-1842.0,3370.0,0.0,,,3350.0,-136.0,3234.0,-2.5,0.0,3231.5,3231.5,732.0,5904.0,0.545,0.545,0.42,5904.0,0.545,0.545,0.42,
03/31/1999,33104.0,,-20223.0,,,12881.0,,-11706.0,3244.0,8462.0,1175.0,511.0,182.0,182.0,,,,-693.0,1686.0,-193.0,1493.0,0.0,,,1493.0,-9.0,1484.0,-14.0,,1470.0,1470.0,,6898.0,0.21,0.21,0.21,7032.0,0.21,0.21,0.21,
06/30/1999,37236.0,,-23359.0,,,13877.0,,-11857.0,3338.0,8519.0,2020.0,671.0,128.0,128.0,,,,-799.0,2691.0,-730.0,1961.0,0.0,,,1961.0,-7.0,1954.0,-13.0,,1941.0,1941.0,,6902.0,0.285,0.285,0.29,7044.0,0.28,0.28,0.285,
09/30/1999,43024.0,,-28157.0,,,14867.0,,-11720.0,2753.0,8967.0,3147.0,397.0,157.0,157.0,,,,-554.0,3544.0,-1304.0,2240.0,0.0,,,2240.0,-52.0,2188.0,-12.0,,2176.0,2176.0,,6904.0,0.315,0.315,0.315,7042.0,0.31,0.31,0.31,
12/31/1999,83591.0,,-52312.0,,,31279.0,,-25363.0,,,5916.0,-1508.0,,498.0,,,,1010.0,4408.0,-2062.0,4361.0,0.0,,,2346.0,-176.0,4185.0,0.0,0.0,4185.0,4185.0,305.5,6906.0,0.6,0.6,0.645,6906.0,0.6,0.6,0.645,
03/31/2000,47780.0,,-39459.0,,,8321.0,0.0,-3087.0,2877.0,210.0,5234.0,104.0,,174.0,,,-808.0,530.0,5338.0,-2241.0,3097.0,-455.0,,,3552.0,-72.0,3480.0,0.0,0.0,3480.0,3480.0,,6956.0,0.5,0.435,0.48,7044.0,0.495,0.43,0.475,
06/30/2000,49479.0,,-40359.0,,,9120.0,,-2996.0,2830.0,166.0,6124.0,692.0,126.0,126.0,,,,-818.0,6816.0,-2706.0,4110.0,-530.0,,,4640.0,-110.0,4530.0,0.0,,4530.0,4530.0,,6962.0,0.66,0.58,0.609,7049.0,0.65,0.57,0.57,
09/30/2000,52178.0,,-42406.0,,,9772.0,,-3593.0,3358.0,235.0,6179.0,591.0,108.0,108.0,,,,-699.0,6770.0,-2637.0,4133.0,-430.0,,,4563.0,-73.0,4490.0,0.0,,4490.0,4490.0,,6960.0,0.63,0.57,0.6234,7043.0,0.63,0.57,0.6228,
12/31/2000,56646.0,,-37227.0,,,19419.0,,-11777.0,,,7642.0,770.0,,181.0,,,,-951.0,8412.0,-3507.0,4905.0,-315.0,,,5220.0,-157.0,5220.0,0.0,0.0,5220.0,5220.0,,6938.0,0.75,0.705,0.68,7028.0,0.745,0.7,0.675,
03/31/2001,50782.0,,-31843.0,,,18939.0,,-11533.0,,,7406.0,1026.0,77.0,77.0,,,,-1103.0,8432.0,-3260.0,5172.0,-40.0,,,5212.0,-212.0,5000.0,0.0,0.0,5000.0,5000.0,,6912.0,0.72,0.71,0.72,6989.0,0.71,0.7,0.71,
06/30/2001,49875.0,,-32228.0,,,17647.0,,-11538.0,3215.0,8323.0,6109.0,846.0,70.0,70.0,,,,-916.0,6955.0,-2587.0,4368.0,-175.0,,,4543.0,-83.0,4460.0,0.0,0.0,4460.0,4460.0,,6883.0,0.66,0.64,0.64,6963.0,0.65,0.63,0.63,
09/30/2001,45816.0,,-37697.0,,,8119.0,,-3514.0,3196.0,318.0,4605.0,760.0,76.0,76.0,,,,-836.0,5365.0,-2060.0,3305.0,0.0,,,3305.0,-125.0,3180.0,0.0,,3180.0,3180.0,,6852.0,0.46,0.46,0.46,6924.0,0.46,0.46,0.46,
12/31/2001,40335.0,,-24500.0,,,15835.0,,-12445.0,,,3390.0,539.0,,70.0,,,,-609.0,3929.0,-1060.0,2727.0,-102.0,,,2971.0,-149.0,2680.0,0.0,0.0,2680.0,2680.0,,6823.0,0.39,0.37784,0.37784,6889.0,0.39,0.375194,0.375194,
03/31/2002,37801.0,,-23788.0,,,14013.0,,-11300.0,3137.0,8163.0,2713.0,630.0,88.0,88.0,,,,-718.0,3343.0,-1265.0,2078.0,-27.0,,,2105.0,-15.0,2090.0,0.0,0.0,2090.0,2090.0,,6793.0,0.3,0.3,0.3,6858.0,0.3,0.3,0.3,
06/30/2002,44322.0,,-28834.0,,,15488.0,,-11930.0,3310.0,8620.0,3558.0,740.0,51.0,51.0,,,,-791.0,4298.0,-1652.0,2646.0,-11.0,,,2657.0,-17.0,2640.0,0.0,0.0,2640.0,2640.0,,6767.0,0.4,0.39,0.39,6831.0,0.39,0.38,0.38,
09/30/2002,47411.0,,-32198.0,,,15213.0,,-11377.0,2730.0,8647.0,3836.0,724.0,51.0,51.0,,,,-775.0,4560.0,-1855.0,2705.0,-11.0,,,2716.0,-76.0,2640.0,0.0,0.0,2640.0,2640.0,,6740.0,0.39,0.39,0.44,6787.0,0.39,0.39,0.44,
12/31/2002,56211.0,,-39108.0,,,17103.0,,-12240.0,,,4863.0,643.0,,208.0,,,,-851.0,5506.0,-1715.0,3791.0,-400.0,,,4191.0,-101.0,4090.0,0.0,0.0,4090.0,4090.0,,6712.0,0.6,0.54,0.56,6755.0,0.6,0.54,0.56,
03/31/2003,54357.0,,-35600.0,,,18757.0,,-12056.0,3102.0,8954.0,6701.0,3550.0,42.0,42.0,,,,-3592.0,10251.0,-3388.0,6863.0,-550.0,,,7413.0,-373.0,7040.0,0.0,0.0,7040.0,7040.0,,6683.0,1.05,0.97,0.717,6714.0,1.05,0.97,0.713,
06/30/2003,50271.0,,-31716.0,,,18555.0,,-12635.0,3340.0,9295.0,5920.0,928.0,70.0,70.0,,,,-998.0,6848.0,-2578.0,4270.0,0.0,,,4270.0,-100.0,4170.0,0.0,0.0,4170.0,4170.0,,6654.0,0.63,0.63,0.63,6687.0,0.62,0.62,0.62,
09/30/2003,52860.0,,-34753.0,,,18107.0,,-13084.0,3246.0,9838.0,5023.0,1040.0,41.0,41.0,,,,-1081.0,6063.0,-2312.0,3751.0,0.0,,,3751.0,-101.0,3650.0,0.0,0.0,3650.0,3650.0,,6619.0,0.55,0.55,0.55,6652.0,0.55,0.55,0.55,
12/31/2003,55711.0,,-35896.0,,,19815.0,,-14276.0,,,5539.0,3959.0,,54.0,,,,-4013.0,9498.0,-2728.0,6770.0,0.0,,,6770.0,-120.0,6650.0,0.0,0.0,6650.0,6650.0,,6580.0,1.01,1.01,0.672,6612.0,1.01,1.01,0.668,
03/31/2004,59644.0,,-38441.0,,,21203.0,,-13581.0,3242.0,10339.0,7622.0,1494.0,48.0,48.0,,,,-1542.0,9116.0,-3522.0,5594.0,0.0,,,5594.0,-154.0,5440.0,0.0,0.0,5440.0,5440.0,,6544.0,0.83,0.83,0.83,6582.0,0.83,0.83,0.83,
06/30/2004,62706.0,,-41018.0,,,21688.0,,-13489.0,3332.0,10157.0,8199.0,1423.0,50.0,50.0,,,,-1473.0,9622.0,-3690.0,5932.0,0.0,,,5932.0,-142.0,5790.0,0.0,0.0,5790.0,5790.0,,6506.0,0.89,0.89,0.89,6547.0,0.88,0.88,0.88,
09/30/2004,67809.0,,-45199.0,,,22610.0,,-13939.0,3372.0,10567.0,8671.0,1062.0,459.0,459.0,,,,-1521.0,9733.0,-3854.0,5879.0,0.0,,,5879.0,-199.0,5680.0,0.0,0.0,5680.0,5680.0,,6464.0,0.88,0.88,0.96,6508.0,0.88,0.88,0.96,
12/31/2004,73830.0,,-47558.0,,,26272.0,,-14892.0,,,11380.0,2166.0,,81.0,,69.0,,-2316.0,13546.0,-4845.0,8701.0,0.0,,,8701.0,-281.0,8420.0,0.0,0.0,8420.0,8420.0,,6411.0,1.31,1.31,1.31,6461.0,1.3,1.3,1.3,
03/31/2005,72237.0,,-58135.0,,,14102.0,,-3624.0,3451.0,173.0,10478.0,2520.0,56.0,56.0,,,,-2576.0,12998.0,-5043.0,7955.0,0.0,,,7955.0,-95.0,7860.0,0.0,0.0,7860.0,7860.0,,6365.0,1.23,1.23,1.16,6421.0,1.22,1.22,1.15,
06/30/2005,79107.0,,-64129.0,,,14978.0,,-3722.0,3508.0,214.0,11256.0,1702.0,244.0,244.0,,,,-1946.0,12958.0,-5119.0,7839.0,0.0,,,7839.0,-199.0,7640.0,0.0,0.0,7640.0,7640.0,,6310.0,1.21,1.21,1.24,6370.0,1.2,1.2,1.23,
09/30/2005,88571.0,,-72245.0,,,16326.0,,-4013.0,3765.0,248.0,12313.0,3913.0,73.0,73.0,,,,-3986.0,16226.0,-6132.0,10094.0,0.0,,,10094.0,-174.0,9920.0,0.0,0.0,9920.0,9920.0,,6241.0,1.6,1.6,1.34,6303.0,1.58,1.58,1.32,
12/31/2005,88298.0,,-59286.0,,,29012.0,,-14057.0,,,14955.0,3094.0,123.0,123.0,,0.0,,-3217.0,18049.0,-7008.0,11041.0,0.0,,,11041.0,-331.0,10710.0,0.0,0.0,10710.0,10710.0,,6226.0,1.72,1.72,1.66,6263.0,1.71,1.71,1.65,
03/31/2006,78653.0,,-61762.0,,,16891.0,,-3748.0,3466.0,282.0,13143.0,2498.0,165.0,165.0,,,,-2663.0,15641.0,-7059.0,8582.0,,,,8582.0,-182.0,8400.0,,,8400.0,8400.0,,6068.0,1.38,1.38,1.38,6126.0,1.37,1.37,1.37,
06/30/2006,87813.0,,-68526.0,,,19287.0,,-3733.0,3557.0,176.0,15554.0,2903.0,107.0,107.0,,,,-3010.0,18457.0,-7844.0,10613.0,,,,10613.0,-253.0,10360.0,,,10360.0,10360.0,,5971.0,1.74,1.74,1.74,6030.0,1.72,1.72,1.72,
09/30/2006,88504.0,,-69314.0,,,19190.0,,-3764.0,3412.0,352.0,15426.0,3044.0,281.0,281.0,,,,-3325.0,18470.0,-7688.0,10782.0,,,,10782.0,-292.0,10490.0,,,10490.0,10490.0,,5861.0,1.79,1.79,1.79,5922.0,1.77,1.77,1.77,
12/31/2006,80116.0,,-63091.0,,,17025.0,,-4209.0,,,12816.0,3069.0,101.0,101.0,,0.0,,-3170.0,15885.0,-5311.0,10574.0,0.0,,,10574.0,-324.0,10250.0,0.0,0.0,10250.0,10250.0,,5790.96,1.77,1.77,1.7,5823.86,1.76,1.76,1.69,
03/31/2007,76890.0,,-59858.0,,,17032.0,,-3664.0,3392.0,272.0,13368.0,2946.0,103.0,103.0,,0.0,,-3049.0,16314.0,-6784.0,9530.0,0.0,,,9530.0,-250.0,9280.0,0.0,0.0,9280.0,9280.0,,5650.0,1.64,1.64,1.64,5714.0,1.62,1.62,1.62,
06/30/2007,87249.0,,-68187.0,,,19062.0,,-4141.0,3788.0,353.0,14921.0,3195.0,96.0,96.0,,0.0,,-3291.0,18116.0,-7668.0,10448.0,0.0,,,10448.0,-188.0,10260.0,0.0,0.0,10260.0,10260.0,,5555.0,1.85,1.85,1.85,5620.0,1.83,1.83,1.83,
09/30/2007,91160.0,,-73245.0,,,17915.0,,-4005.0,3656.0,349.0,13910.0,3134.0,73.0,73.0,,0.0,,-3207.0,17044.0,-7350.0,9694.0,0.0,,,9694.0,-284.0,9410.0,0.0,0.0,9410.0,9410.0,,5470.0,1.72,1.72,1.72,5536.0,1.7,1.7,1.7,
12/31/2007,103301.0,,-83296.0,,,20005.0,,-4549.0,,,15456.0,4549.0,128.0,128.0,,0.0,,-4677.0,20005.0,-8062.0,11943.0,0.0,,,11943.0,-283.0,11660.0,0.0,0.0,11660.0,11660.0,,5423.0,2.15,2.15,2.15,5454.0,2.13,2.13,2.13,
03/31/2008,104791.0,,-83674.0,,,21117.0,,-3322.0,3802.0,-480.0,17795.0,2679.0,130.0,130.0,,0.0,,-2809.0,20474.0,-9302.0,11172.0,0.0,,,11172.0,-282.0,10890.0,0.0,0.0,10890.0,10890.0,,5301.0,2.05,2.05,2.05,5362.0,2.03,2.03,2.03,
06/30/2008,124238.0,,-101269.0,,,22969.0,,-4727.0,4389.0,338.0,18242.0,4189.0,107.0,107.0,,0.0,,-4296.0,22431.0,-10526.0,11905.0,0.0,,,11905.0,-225.0,11680.0,0.0,0.0,11680.0,11680.0,,5201.0,2.25,2.25,2.31,5261.0,2.22,2.22,2.27,
09/30/2008,122758.0,,-97173.0,,,25585.0,,-4226.0,3823.0,403.0,21359.0,5334.0,318.0,318.0,,0.0,,-5652.0,26693.0,-11327.0,15366.0,0.0,,,15366.0,-536.0,14830.0,0.0,0.0,14830.0,14830.0,,5102.0,2.89,2.89,2.61,5160.0,2.86,2.86,2.59,
12/31/2008,73284.0,,-59341.0,,,13943.0,,-5049.0,,,8894.0,4905.0,118.0,118.0,,0.0,,-5023.0,13799.0,-5375.0,8424.0,0.0,,,8424.0,-604.0,7820.0,0.0,0.0,7820.0,7820.0,,4980.0,1.55,1.55,1.55,5062.0,1.54,1.54,1.54,
03/31/2009,56222.0,56222.0,-46366.0,43573.0,2793.0,9856.0,0.0,-3799.0,3448.0,351.0,6057.0,1793.0,,107.0,,,-1470.0,-430.0,7850.0,-3148.0,4702.0,0.0,0.0,0.0,4702.0,-152.0,4550.0,0.0,0.0,4550.0,4550.0,0.0,4937.0,0.92,0.92,0.92,4959.0,0.92,0.92,0.92,
06/30/2009,65951.0,65951.0,-56372.0,53368.0,3004.0,9579.0,0.0,-4009.0,3519.0,490.0,5570.0,1947.0,,343.0,,,-1583.0,-707.0,7517.0,-3571.0,3946.0,0.0,0.0,0.0,3946.0,4.0,3950.0,0.0,0.0,3950.0,4090.0,140.0,4851.0,0.82,0.82,0.843125,4871.0,0.81,0.81,0.838742,
09/30/2009,73285.0,73285.0,-61807.0,58880.0,2927.0,11478.0,0.0,-4382.0,3887.0,495.0,7096.0,2108.0,,62.0,,,-1675.0,-495.0,9204.0,-4333.0,4871.0,0.0,0.0,0.0,4871.0,-141.0,4730.0,0.0,0.0,4730.0,4730.0,0.0,4784.0,0.98,0.98,0.98,4803.0,0.98,0.98,0.98,
12/31/2009,80106.0,80106.0,-68024.0,64831.0,3193.0,12082.0,0.0,-4566.0,3881.0,685.0,7516.0,2690.0,,36.0,,,-2415.0,-311.0,10206.0,-4067.0,6139.0,0.0,0.0,0.0,6139.0,-89.0,6050.0,0.0,0.0,6050.0,6050.0,0.0,4760.0,1.27,1.27,1.27,4760.0,1.27,1.27,1.27,
