Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1990,,,,,,,26.893776,23.257151,,23.760242,13.54032,13.540318,13.540318,,43.012702,48.089169,,
06/30/1990,,,,,,,24.184261,20.404547,,20.921305,11.92972,11.929722,11.929722,,42.978125,56.930696,,
09/30/1990,,,,,,,23.521643,19.618488,,19.20763,10.946441,10.946441,10.946441,,43.009932,63.941022,,
12/31/1990,,,,,,,18.115183,14.001496,,13.597606,8.15258,8.15258,8.15258,,40.044007,92.110098,,
03/31/1991,,29.953579,13.156765,22.831089,21.561947,,26.864669,23.007661,19.42149,22.59105,12.982126,12.982126,12.982126,,42.534207,49.482403,15.131829,
06/30/1991,,30.111542,12.937823,22.449078,21.285322,,24.905824,20.892494,46.51154,20.327441,11.692263,11.692262,11.692262,,42.480399,59.479555,12.201331,
09/30/1991,,28.678608,12.574272,21.966925,20.951441,,23.740794,19.646538,-12.000122,18.954344,10.898379,10.89838,10.89838,,42.501945,64.054062,10.308795,
12/31/1991,,28.816676,12.746693,23.15084,20.186278,,11.743504,7.403514,-1703.862124,13.470491,8.13936,8.13936,8.13936,,39.576366,85.424353,4.200217,
03/31/1992,,25.17848,11.170224,19.849414,19.942746,,26.886057,23.348075,33.603235,22.645682,13.137357,7.921436,7.921436,,41.987363,46.336632,13.51162,
06/30/1992,,24.962825,10.840043,19.261004,19.414988,,23.342429,19.522511,,18.703957,10.84584,10.845839,10.845839,,42.013126,58.742134,10.299129,
09/30/1992,,23.393682,10.512253,18.777234,18.958918,,20.945206,16.958905,,16.287672,9.452055,9.452055,9.452055,,41.96804,70.289853,6.950297,
12/31/1992,,24.669067,9.640625,18.549416,20.81559,,17.342597,13.414634,115.267209,12.648893,7.699943,7.699943,7.699943,,39.125564,95.395954,1.135775,
03/31/1993,,28.341709,11.050944,20.003316,19.435018,,26.034296,22.448734,11.827946,21.465402,12.879242,12.879242,12.879242,,40.0,46.089386,15.279189,
06/30/1993,,27.755889,10.919174,20.010366,19.485032,,23.260565,19.468914,18.687865,18.358228,11.01749,11.017491,11.017491,,39.986092,57.24218,11.867813,
09/30/1993,,26.747545,10.919444,19.904945,19.456147,,21.959811,18.228078,43.681273,17.053757,9.92954,9.92954,9.92954,,41.775057,65.045994,9.349338,
12/31/1993,,26.934608,10.019593,19.087218,18.354849,,18.607336,14.542191,25.201086,13.477815,8.0277,8.027699,8.027699,,40.437678,80.830665,5.163185,
03/31/1994,,27.440381,10.040867,18.586795,18.763377,,28.268511,25.093385,53.997383,24.137551,14.359481,13.205888,13.205888,,40.509787,38.179039,16.963907,
06/30/1994,,27.411874,10.230518,18.758373,18.93236,,23.117193,19.4884,19.755246,18.381916,11.38608,11.386079,11.386079,,38.058251,52.037615,13.147388,
09/30/1994,,26.449845,10.199107,18.487502,18.659944,,21.768049,17.970734,14.710759,16.676745,10.085863,10.085863,10.085863,,39.521391,63.788965,9.577762,
12/31/1994,,26.292509,10.071571,18.607945,17.711938,,18.579426,15.103802,20.74741,13.925822,8.420807,8.420807,8.420807,,39.530989,78.39335,5.68093,
03/31/1995,,25.600707,9.811774,17.822694,17.474268,,25.732831,22.361809,,21.252094,13.065327,13.065327,13.065327,,38.522165,42.548073,14.7081,
06/30/1995,,25.125728,9.72482,17.362173,16.994386,,22.241231,18.701881,11.721214,17.375962,10.885371,10.885372,10.885372,,37.353848,51.866407,12.093915,
09/30/1995,,24.574003,9.75921,17.407239,16.987756,,20.94184,17.1875,10.348461,15.983073,9.906684,9.906685,9.906685,,38.017653,57.721801,10.389446,
12/31/1995,,25.776528,9.874879,17.960178,16.386752,,19.117187,15.444016,18.334992,14.29615,8.869874,8.869874,8.869874,,37.956204,74.823527,6.489621,
03/31/1996,,25.235157,10.025349,17.425185,17.023351,,25.908286,22.648736,25.021653,21.555992,13.365089,13.365089,13.365089,,37.998266,40.600976,14.989437,
06/30/1996,,25.349977,10.419813,18.35769,17.965832,,18.499228,18.643904,18.110239,17.447916,11.111111,11.11111,11.11111,,36.318406,50.694443,12.498947,
09/30/1996,,26.079837,10.464803,18.454712,18.092508,,24.752275,17.613751,23.442133,16.521739,10.374115,10.374115,10.374115,,37.209303,56.530216,11.336849,
12/31/1996,,25.846207,10.350772,18.626713,16.860128,,13.415677,10.004751,,8.826604,9.349169,9.349169,9.349169,,,72.764224,7.039415,
03/31/1997,,20.120151,8.218124,13.746216,13.439119,,26.011417,22.942004,25.217382,21.758914,13.60139,13.60139,13.60139,,37.490495,39.598542,12.152864,
06/30/1997,,20.437664,8.76148,15.118526,14.719348,,21.665057,18.043868,16.537531,16.416057,10.00138,10.001379,10.001379,,39.075629,49.724135,10.275212,
09/30/1997,,21.639344,9.375401,16.25208,15.809969,,21.060584,17.097128,16.002568,15.579062,9.616705,9.616705,9.616705,,38.271607,59.857149,8.68665,
12/31/1997,,17.06176,6.966627,13.458716,18.05598,,18.947592,16.21365,23.972931,-0.675568,-0.812793,-0.812794,-0.812794,,,,,
03/31/1998,,15.382488,6.41729,11.467144,14.791375,,25.900901,22.747748,22.333862,21.452703,13.006757,13.006757,13.006757,,39.370079,36.796537,9.722265,
06/30/1998,,16.369278,6.833668,11.964068,15.1692,,23.485714,19.771429,28.114593,18.285714,11.028571,11.028571,11.028571,,39.6875,44.559585,9.075196,
09/30/1998,,17.233534,7.38033,13.07777,16.338814,,22.978476,19.488074,32.712774,17.85922,10.820244,10.820244,10.820244,,39.413681,56.451613,7.504926,
12/31/1998,,23.214442,8.046418,14.498649,14.950474,,20.616967,17.017995,47.316033,15.269923,9.562982,9.562982,9.562982,,37.373737,63.44086,8.487,
03/31/1999,,23.231489,8.351061,14.754782,13.893299,,25.903871,22.075712,20.0,19.821353,11.867291,11.867291,11.867291,,40.128755,36.917563,14.65499,
06/30/1999,,21.786607,8.048212,14.439841,14.49519,,23.11804,19.198218,17.171717,13.184855,7.884187,7.884187,7.884187,,40.202703,59.322034,8.862349,
09/30/1999,,22.041024,8.192452,15.103805,15.085969,,23.529412,19.083969,17.716535,16.704086,10.013471,10.013471,10.013471,,40.053763,53.363229,10.279222,
12/31/1999,,18.54643,5.833199,11.381705,13.200262,,23.307626,18.037704,23.136247,4.841474,2.01371,2.01371,2.01371,,58.40708,291.489362,-35.51444,
03/31/2000,,19.103314,6.200569,11.544091,12.515264,,27.692308,23.227017,31.847134,21.163227,12.795497,12.645403,12.645403,,39.539007,35.78635,12.266935,
06/30/2000,,20.252294,6.894936,13.040956,13.50815,,25.473599,20.717453,35.169492,18.21846,11.326078,11.124547,11.124547,,37.831858,48.913043,10.34628,
09/30/2000,,20.312668,7.244761,13.823306,14.199772,,25.56213,20.749507,32.792208,18.540434,11.360947,11.12426,11.12426,,38.723404,48.22695,10.516488,
12/31/2000,,25.133007,8.816723,17.582758,17.030454,,29.563813,22.092084,88.732394,19.951535,12.399031,11.550889,11.550889,,37.854251,54.545455,11.424094,
03/31/2001,,24.971693,9.015236,16.30143,15.3119,,29.494489,24.515393,,22.729,14.215127,14.025086,14.025086,,37.458194,37.398374,15.632686,
06/30/2001,,24.936645,9.098979,16.561444,15.620199,,25.974026,20.700512,20.0,18.772137,11.727666,11.530893,11.530893,,37.526205,50.774745,12.275127,
09/30/2001,,22.103387,8.248642,15.463283,14.473324,,18.363108,12.962194,-167.1875,11.300374,7.145825,6.979643,6.979643,,36.764706,88.23214,2.601096,
12/31/2001,,18.728968,7.198285,13.763118,14.555574,,25.475131,20.339668,-1466.666667,9.826122,5.944197,5.822887,5.822887,,39.506173,101.215278,-0.227609,
03/31/2002,,19.28733,7.665218,12.981249,13.352408,,28.467153,25.163273,,25.163273,16.25048,16.058394,16.058394,,35.419847,,,
06/30/2002,,20.773653,8.038003,13.766084,13.975491,,24.894515,21.480629,51.515152,20.368239,13.118527,12.888377,12.888377,,35.59322,45.416668,11.338952,
09/30/2002,,23.700624,9.047277,15.685516,15.485683,,23.128448,19.582348,141.221374,18.676123,12.056738,11.78093,11.78093,,35.443038,50.100335,11.826532,
12/31/2002,,26.788343,10.055989,17.826828,16.671477,,22.878788,19.318182,4.191617,17.916667,11.931818,11.818182,11.818182,,33.403805,50.0,13.394171,
03/31/2003,,26.48628,10.274226,17.103252,16.014831,,28.471248,25.140252,24.899598,23.842917,15.708275,15.532959,15.532959,,34.117647,34.085779,17.458226,
06/30/2003,,27.069821,10.289692,18.040709,16.580345,,24.363002,20.907504,15.116279,19.546248,12.949389,12.739965,12.739965,,33.75,45.205479,14.832778,
09/30/2003,,28.192403,10.739085,19.02884,17.447769,,24.356715,20.902362,32.107023,19.421925,12.795206,12.583715,12.583715,,34.119782,37.815126,17.53141,
12/31/2003,,29.420193,10.65449,19.571189,19.534823,,22.610415,19.347396,19.543147,17.930125,12.623599,12.359921,12.359921,,29.595588,51.466667,14.2786,
03/31/2004,,28.744411,10.508394,18.42779,16.867038,,26.651913,23.237433,5.787781,23.016124,14.132153,14.100537,14.100537,,38.598901,36.491031,18.255279,
06/30/2004,,28.308193,10.717828,19.566352,16.819238,,22.428958,18.94452,,19.891746,13.328823,13.159675,13.159675,,32.993197,45.624678,15.392671,
09/30/2004,,22.120395,7.800025,14.45285,12.401615,,16.65522,12.431319,,2.712912,0.927198,0.721154,0.721154,,65.822785,843.52381,-164.470406,
12/31/2004,,3.350148,1.049149,2.943512,4.260769,,-4.427914,-8.749557,-395.260664,-33.72299,-24.123273,-24.08785,-24.08785,,,,,
03/31/2005,,-2.563619,-0.822821,,1.313916,,11.118487,6.77066,-354.0,6.671092,4.347826,4.447395,4.447395,,34.825871,69.976742,-0.769682,
06/30/2005,,-6.753198,-2.249655,,-0.448563,,12.713602,8.270677,-1060.0,7.894737,5.536569,5.673274,5.673274,,29.87013,56.843748,-2.914427,
09/30/2005,,-5.64582,-1.798572,,-0.340198,,9.447089,5.089711,-123.20442,3.25888,2.380081,2.526547,2.526547,,26.966292,145.444444,2.565712,
12/31/2005,,7.757296,2.22039,5.95705,3.707063,,7.147989,3.196839,,1.831897,0.75431,1.257184,1.257184,,58.823529,16.0,6.516129,
03/31/2006,,12.74264,3.912287,8.707306,4.755029,,17.127898,12.602842,,10.246821,7.516829,15.557218,15.557218,,26.642336,46.5,6.817312,
06/30/2006,,12.554427,4.003587,8.811672,4.951147,,14.198937,9.984814,,7.479119,5.049355,6.529992,6.529992,,32.48731,71.244276,3.610116,
09/30/2006,,13.819943,4.523965,9.464206,5.542804,,14.020537,9.636651,,7.266983,5.371248,6.951027,6.951027,,26.086957,70.300752,4.104419,
12/31/2006,,17.711781,5.495573,11.16201,7.074835,,16.845216,11.488733,,9.493905,6.280015,8.348726,8.348726,,33.85214,55.755952,7.836409,
03/31/2007,,14.409173,4.846043,9.682953,7.246557,,18.029872,13.762447,36.231884,11.913229,8.14367,9.530583,9.530583,,31.641791,46.083333,7.768946,
06/30/2007,,14.509636,4.892277,9.671152,6.925631,,12.746858,8.581688,,7.648115,5.13465,6.355476,6.355476,,32.86385,74.371429,3.718612,
09/30/2007,,39.85982,14.797217,25.453156,5.472951,,8.02651,4.270987,,5.854197,3.092784,71.612666,71.612666,,47.169811,133.75,-13.452689,
12/31/2007,,36.287662,13.945233,23.69645,4.271768,,7.26257,3.631285,,4.888268,3.351955,2.967877,2.967877,,31.428571,107.566667,-2.745766,
03/31/2008,,29.648875,11.85128,19.175515,0.724758,,14.412636,11.089174,,-3.882856,-6.975979,-6.910168,-6.910168,,,,,
06/30/2008,,28.580092,11.21323,17.649137,0.139417,,13.12336,9.744094,22.053232,4.035433,1.870079,2.132546,2.132546,,53.658537,186.181818,-24.630843,
09/30/2008,,-0.982801,-0.405136,-1.039257,-0.762246,,5.919662,2.466526,,0.105708,0.739958,-0.281889,-0.281889,,,570.0,4.619165,
12/31/2008,,-1.077968,-0.448334,-2.340596,-1.752918,,7.418622,3.557911,-4.504505,2.498107,2.725208,3.028009,3.028009,,,148.985507,0.528048,
03/31/2009,,4.74854,1.997894,4.662324,1.246819,,15.868149,12.418551,-3.023256,9.927175,6.860866,6.74588,6.74588,,30.888031,58.857143,1.953685,
06/30/2009,,0.829625,0.350844,2.483624,2.251876,,15.668016,11.902834,-0.519031,8.137652,6.356275,-7.813765,-7.813765,,21.890547,67.792208,0.267204,
09/30/2009,,4.396285,1.81082,5.044616,4.632763,,12.276975,8.283772,,6.839422,8.793543,9.388275,9.388275,,,51.625616,2.126676,
12/31/2009,,3.930736,1.486429,5.01617,3.150097,,2.340094,-1.092044,-156.410256,-2.418097,-0.195008,0.897036,0.897036,,,,,
03/31/2010,,5.138781,2.005231,5.608176,4.183082,,19.810247,16.129032,388.461538,14.3074,10.398482,9.411765,9.411765,,27.320955,39.481481,3.109914,
06/30/2010,,12.364629,4.767206,9.479671,2.083545,,1.650038,-1.918649,,-3.415196,-1.112817,9.056025,8.940906,,,,,
09/30/2010,,10.812995,4.463695,9.502683,1.647288,,12.797147,9.469097,25.882353,7.250396,5.071315,6.656101,6.537242,,30.054645,94.098361,0.638144,
12/31/2010,,13.922598,5.579665,11.026131,6.231316,,14.64991,11.669659,159.728507,10.70018,6.894075,7.289048,7.289048,,35.57047,0.0,13.922598,
03/31/2011,,14.691417,6.206093,11.518507,6.485326,,19.244105,16.366158,18.875502,15.499307,11.061026,11.269071,11.269071,,28.635347,73.162939,3.942744,
06/30/2011,,15.321757,6.295057,11.764093,9.75448,,18.681694,15.881148,159.937888,14.173497,9.76776,9.631148,9.631148,,31.084337,43.132616,8.713082,
09/30/2011,,14.698286,6.261657,11.665897,10.578875,,14.076978,11.047755,25.177305,7.056308,4.739843,4.632929,4.597292,,32.828283,93.543307,0.949023,
12/31/2011,,16.194596,6.455597,12.602354,11.584251,,16.265475,13.445667,53.658537,11.829436,8.390646,8.803301,8.803301,,29.069767,49.316667,8.207961,
03/31/2012,,15.8104,6.747997,12.405632,11.566131,,19.993445,17.273025,32.934132,16.617502,11.602753,11.37332,11.37332,,30.177515,69.164265,4.875253,
06/30/2012,,16.323077,6.929175,12.775327,11.941621,,19.89425,17.118308,54.081633,15.961666,11.202908,10.872439,10.872439,,29.813665,109.969789,-1.627376,
09/30/2012,,18.162112,7.602813,14.068497,12.833913,,16.344464,13.286467,174.358974,11.810193,8.646749,8.471002,8.471002,,26.785714,52.083333,8.702679,
12/31/2012,,18.929577,7.409741,14.457296,13.368806,,16.688874,13.524317,15.957447,12.325117,8.827448,8.627582,8.627582,,28.378378,48.02682,9.838303,
03/31/2013,,19.348808,8.131731,15.020662,13.848459,,22.200896,19.417786,106.666667,18.809981,13.179782,13.211772,13.211772,,29.931973,31.431421,13.267203,
06/30/2013,,19.935642,8.382732,15.435833,14.197645,,21.599741,18.685233,95.16129,18.264249,12.953368,12.564767,12.564767,,29.078014,32.246819,13.507032,
09/30/2013,,19.377214,8.027635,14.732029,13.504129,,16.814461,13.77899,29.885057,13.062756,8.867667,8.628922,8.628922,,32.114883,53.543307,9.002013,
12/31/2013,,18.785907,8.15799,14.683898,13.525868,,18.651685,15.698234,73.451327,14.060995,9.855538,9.727127,9.727127,,29.908676,45.214521,10.291949,
03/31/2014,,18.998699,8.637977,14.93535,13.006433,,23.590686,20.618873,47.826087,19.883578,14.001225,13.572304,13.572304,,29.583975,30.855856,13.136488,
06/30/2014,,19.156062,8.556214,14.791444,12.739538,,22.454545,19.606061,33.018868,18.424242,13.333333,13.060606,13.060606,,27.631579,31.69746,13.084077,
09/30/2014,,19.818487,8.431771,14.618377,12.358546,,17.287488,14.167463,19.617225,13.753582,9.710283,9.455587,9.455587,,29.398148,51.677852,9.576719,
12/31/2014,,19.586871,8.426078,15.063843,13.323359,,19.562539,16.512631,35.877863,11.33703,8.287123,9.057301,9.057301,,26.902174,57.378788,8.348162,
03/31/2015,,20.416752,9.003023,15.10418,14.225579,,26.00311,22.861586,,21.897356,15.489891,14.992224,14.992224,,29.261364,31.134021,14.060196,
