Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Long-Term Investments,Loans & Mortgages,Real Estate Investments,Other Long-Term Investments,Net Fixed Assets,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Customer Deposits,ST Borrowings & Repos,Long-Term Borrowings,Short and Long Term Debt,Other Short-Term Liabilities,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1995,,532.200012,881.099976,0,37808.5,37808.5,0,0,184.5,1897.599976,41303.898438,,0,16914.0,18205.900391,35119.900391,1343.0,39.900002,36502.800393,0,0.0,2171.300049,2629.800049,4801.100098,41303.900491,
03/31/1996,,458.100006,932.299988,0,39702.300781,39702.300781,0,0,,1432.400024,42525.101562,,0,16696.699219,21222.800781,37919.5,1516.699951,,39436.199951,0,0.0,2171.300049,917.599976,3088.900024,42525.099976,
06/30/1996,,484.200012,966.5,0,42120.5,42120.5,0,0,,1545.199951,45116.398438,,0,16689.900391,21925.900391,38615.800781,1393.699951,,40009.500732,0,0.0,4010.5,1096.400024,5106.900024,45116.400757,
09/30/1996,,421.700012,996.099976,0,44490.0,44490.0,0,0,,1642.800049,47550.601562,,0,16859.5,23930.5,40790.0,1505.900024,,42295.900024,0,0.0,4010.800049,1243.900024,5254.700073,47550.600098,
12/31/1996,,446.899994,1051.099976,0,44236.898438,52482.099976,0,0,261.299988,2272.199951,48268.398438,,0,20806.199219,20298.5,41104.699219,1726.199951,0.0,42830.89917,0,0.0,4011.0,1426.5,5437.5,48268.39917,
03/31/1997,,344.399994,1148.099976,0,45300.398438,45300.398438,0,0,265.399994,2152.5,49210.800781,,0,18240.5,23676.199219,41916.699219,1735.400024,0.0,43652.099243,0,0.0,4011.100098,1547.599976,5558.700073,49210.799316,
06/30/1997,,148.300003,1157.800049,0,49019.5,49019.5,0,0,308.100006,2407.5,53041.199219,,0,19741.800781,25837.599609,45579.400391,1640.800049,0.0,47220.200439,0,0.0,4009.100098,1811.900024,5821.000122,53041.200562,
09/30/1997,,427.399994,1347.599976,0,50009.800781,50009.800781,0,0,333.0,2236.800049,54354.601562,,0,20019.099609,26565.199219,46584.298828,1753.699951,0.0,48337.998779,0,0.0,4008.399902,2008.199951,6016.599854,54354.598633,
12/31/1997,,433.200012,1511.199951,0,52482.101562,52482.099976,0,0,383.200012,2423.0,57232.699219,,0,25655.800781,23542.800781,49198.601562,1765.5,0.0,50964.101562,0,0.0,4008.100098,2260.5,6268.600098,57232.70166,
03/31/1998,,681.700012,1828.5,0,54825.898438,54825.898438,0,0,406.700012,2825.199951,60568.0,,0,23540.900391,28453.900391,51994.800781,2069.800049,0.0,54064.60083,0,0.0,4003.899902,2499.5,6503.399902,60568.000732,
06/30/1998,,364.799988,5824.899902,0,53051.800781,53051.800781,0,0,504.200012,3664.399902,63410.101562,,0,23910.800781,30694.5,54605.300781,2124.800049,0.0,56730.10083,0,0.0,4005.600098,2674.399902,6680.0,63410.10083,
09/30/1998,,1094.300049,5975.100098,0,54891.300781,54891.300781,0,0,526.099976,3618.5,66105.296875,,0,24587.0,32257.199219,56844.199219,2294.0,0.0,59138.199219,0,0.0,4009.5,2957.600098,6967.100098,66105.299316,
12/31/1998,,4665.600098,7490.899902,0,57496.398438,57496.398438,0,0,608.700012,4913.799805,75175.398438,,0,33364.398438,29942.099609,63306.498047,3342.399902,0.0,66648.897949,0,0.0,5281.0,3245.5,8526.5,75175.397949,
03/31/1999,,1255.0,6839.700195,0,64158.800781,64158.800781,0,0,638.200012,9044.200195,81935.898438,,0,28739.699219,40397.800781,69137.5,3938.300049,0.0,73075.800049,0,0.0,5284.399902,3575.699951,8860.099854,81935.899902,
06/30/1999,,3485.399902,7438.799805,0,64975.898438,64975.898438,0,0,631.900024,9362.099609,85894.101562,,0,29310.300781,43160.898438,72471.199219,4313.100098,0.0,76784.299316,0,0.0,5286.899902,3822.899902,9109.799805,85894.099121,
09/30/1999,,768.0,7822.0,0,64700.898438,64700.898438,0,0,652.5,11015.400391,84958.796875,,0,27556.0,42878.699219,70434.699219,5052.200195,0.0,75486.899414,0,0.0,5289.200195,4182.700195,9471.900391,84958.799805,
12/31/1999,,1026.300049,7329.5,0,65656.796875,65656.796875,0,0,662.200012,8282.0,82956.796875,,0,36012.300781,32645.099609,68657.400391,4498.899902,0.0,73156.300293,0,0.0,5289.399902,4511.100098,9800.5,82956.800293,
03/31/2000,,1286.900024,11466.299805,0,62851.5,62851.5,0,0,681.400024,8414.0,84700.101562,,0,28175.699219,41870.0,70045.699219,4639.5,0.0,74685.199219,0,0.0,5287.0,4727.899902,10014.899902,84700.099121,
06/30/2000,,1334.0,11525.099609,0,65723.203125,65723.203125,0,0,736.296875,8382.400391,87701.0,,0,31263.0,42152.699219,73415.699219,3990.699951,0.0,77406.39917,0,0.0,5289.200195,5005.399902,10294.600098,87700.999268,
09/30/2000,,3203.399902,11859.099609,0,69624.703125,69624.703125,0,0,764.5,7565.899902,93017.601562,,0,33304.199219,43932.5,77236.699219,5079.700195,0.0,82316.399414,0,76.699997,5295.299805,5329.200195,10701.199997,93017.599411,
