Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
03/31/1990,467.337006,,469.226013,,2.579437,0.771769,0.521503,0.31,0.31,,,,,0.08,0.498365,,0.231567,6.126234,
06/30/1990,468.589996,,470.65799,,2.97792,0.896509,0.635733,0.38,0.38,,,,,0.09,0.381511,,0.229017,6.437135,
09/30/1990,485.813995,,476.625,,3.285262,0.974647,0.688671,0.35,0.4,,,,,0.09,0.712231,,1.008452,7.203531,
12/31/1990,488.665009,,487.239502,,3.810543,0.960924,0.704643,0.4,0.4,,,,,0.09,0.881314,,0.476109,7.516431,
03/31/1991,489.867004,,491.606995,,3.549207,0.903142,0.62241,0.34,0.34,,,,,0.09,0.631635,,0.366802,7.765479,
06/30/1991,490.891998,,492.591003,,3.818222,1.087009,0.782237,0.42,0.42,,,,,0.11,0.665219,,0.373308,8.001546,
09/30/1991,492.128998,,493.574005,,3.879665,1.101873,0.788117,0.42,0.42,,,,,0.11,0.784926,,0.525362,8.369434,
12/31/1991,493.621002,,492.875,,4.078874,1.104032,0.800126,0.05,0.05,,,,,0.11,0.965665,,0.450038,8.373023,
03/31/1992,495.282013,,496.440002,,4.069128,1.030141,0.709842,0.25,0.39,,,,,0.11,0.463567,,0.568795,8.575191,
06/30/1992,495.851013,,496.838013,,4.378045,1.190668,0.817142,0.66,0.66,,,,,0.13,0.580656,,0.712266,9.142071,
09/30/1992,488.638,,492.390991,,4.595311,1.242484,0.867059,0.44,0.44,,,,,0.13,0.669005,,0.691154,8.985515,
12/31/1992,490.177094,,489.40799,,4.50152,1.204277,0.827042,0.37,0.37,,,,,0.13,0.8635,,0.138872,8.812417,
03/31/1993,487.854004,,490.194,,4.356114,1.15451,0.757606,0.41,0.41,,,,,0.13,0.644551,,0.422112,8.88818,
06/30/1993,490.189636,,484.446014,,4.72825,1.266546,0.843568,0.45,0.45,,,,,0.15,0.571845,,0.38205,8.732182,
09/30/1993,482.700012,,482.920013,,4.809793,1.220192,0.833455,-0.26,-0.26,,,,,0.15,0.684273,,0.349188,8.437858,
12/31/1993,483.453003,483.453003,483.453003,,4.93721,1.228659,0.793337,0.34,0.34,0.34,0.34,0.34,0.34,0.15,0.978074,,0.261415,8.603632,
03/31/1994,483.630005,,483.846985,,4.720639,1.210226,0.770928,0.34,0.34,,,,,0.15,0.539578,,0.181746,8.660145,
06/30/1994,483.796997,,483.915009,,5.273079,1.416249,0.949382,0.42,0.42,,,,,0.15,1.119279,,0.245768,8.772562,
09/30/1994,483.871002,,484.161987,,5.376527,1.431157,0.976272,0.44,0.44,,,,,0.15,0.904394,,0.287854,9.148643,
12/31/1994,484.0,484.561005,484.561005,,5.486242,1.41421,0.956577,0.42,0.42,0.42,0.42,0.42,0.42,0.15,1.165381,,0.292607,9.382192,
03/31/1995,484.703003,,484.813995,,5.043553,1.356066,0.916217,0.21,0.21,,,,,0.15,0.705652,0.165899,0.652717,9.565307,
06/30/1995,484.88501,,485.082001,,5.433442,1.46158,1.007267,0.45,0.436,,,,,0.15,1.165834,0.499332,0.52902,9.901316,
09/30/1995,486.567993,,486.286011,,5.386186,1.503965,1.03544,0.48,0.474,,,,,0.15,1.158569,0.377469,0.58911,10.196086,
12/31/1995,498.816986,487.496002,487.496002,,2.775286,1.261286,0.801953,0.1,0.11,0.11,0.1,0.11,0.11,0.15,1.197378,0.331512,0.40836,9.908121,
03/31/1996,496.13501,489.912994,489.912994,,4.377308,1.169444,0.714413,0.28,0.27,0.27,0.28,0.27,0.27,0.15,0.48638,-0.086274,0.264783,10.608006,
06/30/1996,491.075012,496.031006,496.031006,,4.699303,1.228238,0.745921,0.27,0.23,0.24,0.27,0.23,0.24,0.16,0.987007,0.38777,0.595251,10.570088,
09/30/1996,485.122009,490.692993,490.692993,,4.835406,1.271634,0.79724,0.17,0.32,0.32,0.17,0.31,0.31,0.16,1.141551,0.576395,0.608218,10.869447,
12/31/1996,483.433014,485.894989,485.894989,,4.892827,1.201562,0.736991,-0.81,-0.37,-0.08,-0.81,-0.37,-0.08,0.16,1.273633,0.717851,1.329297,7.739978,
03/31/1997,483.924011,499.299988,484.0,,4.555754,1.04525,0.532316,0.24,0.24,0.08,0.23,0.23,0.07,0.16,0.69013,0.395967,2.32054,7.796796,
06/30/1997,454.546997,466.276001,466.276001,,5.004118,1.22966,0.773576,0.19,0.18,0.22,0.19,0.18,0.22,0.17,0.571344,0.10604,1.324714,9.186408,
09/30/1997,455.352997,455.945007,455.945007,,5.156762,1.015392,0.525283,0.07,0.07,0.09,0.07,0.07,0.09,0.17,1.039057,0.493801,0.474322,9.18884,
12/31/1997,455.037994,455.411011,455.411011,,5.048407,0.959645,0.013394,-3.1,-3.29,-0.62,-3.1,-3.29,-0.62,0.17,1.188788,0.6119,0.422178,2.95723,
03/31/1998,455.231995,455.334015,455.096008,,4.683893,1.123996,0.540005,0.16,0.16,0.15,0.16,0.16,0.15,0.17,0.779031,0.41299,0.691766,2.976269,
