Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2008,92.642,66.505,25.967,24.863,4.744,10.847,9.272,-24.693,-10.192,-0.1,6.075,-20.476,,-11.967,-11.865,0,,,-11.865,,,0.0,0.0,0.0,,,,,-0.102,-49.034,-56.183,-31.059,,,,0.0,0.0,0.0,38.208,,31.641,43.105,5.64,
06/30/2008,133.015,53.272,22.55,62.618,,14.731,47.887,-5.425,-15.168,0.1,,9.643,,-27.073,-11.698,0,,,-11.698,,,0.0,0.0,0.0,,,,,-15.375,-114.315,-56.183,-172.761,,,,0.0,0.0,0.0,114.629,,-8.373,28.391,4.566,
09/30/2008,306.337,57.327,25.013,151.319,15.236,9.731,126.352,72.678,48.007,0.0,-11.642,36.313,,-14.575,-19.281,0,,,-19.281,,,0.0,0.0,0.0,,,,,4.706,-218.277,,-190.0,,,,5.194,5.194,0.0,-33.471,,73.485,4.22,1.963,
12/31/2008,102.483,-153.547,33.798,252.808,,-6.985,259.793,-30.576,-33.272,0.0,,2.696,,-38.211,-34.592,0,,,-34.592,,,0.0,0.0,0.0,,,,,-3.619,-79.218,,-55.0,,,,0.679,0.679,0.0,-24.897,,-14.946,78.22,0.874,
03/31/2009,162.539,60.128,27.743,14.549,4.807,5.296,4.446,61.489,42.276,,3.673,15.54,,-18.947,-17.365,0,,0.0,-17.365,-17.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.019,-144.457,-65.02,-77.305,2.695,,-80.0,0.0,0.0,0.0,-2.132,-0.464,-1.329,2.633,0.241,
06/30/2009,82.852,79.524,29.295,32.796,5.545,6.396,20.855,-60.174,-22.403,,-7.318,-30.453,,-62.771,-23.046,0,,,-23.046,-23.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.611,-19.433,-29.412,10.605,10.605,,0.0,0.0,0.0,0.0,-0.626,0.429,1.077,83.048,0.302,
09/30/2009,155.416,65.32,29.837,25.383,5.205,-16.308,36.486,37.334,17.097,,-2.872,23.109,,-141.841,-17.441,0,,,-17.441,-17.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-124.219,-12.269,-22.056,9.519,9.519,,0.0,0.0,0.0,0.0,0.268,0.096,1.402,39.894,0.186,
12/31/2009,121.532,94.354,32.425,52.404,4.992,-18.367,65.779,-18.681,-42.134,,4.908,18.545,,-736.558,-32.154,0,,,-32.154,-32.154,0.0,-3.385,0.0,-3.385,-877.5,0.0,-877.5,0.0,166.295,860.335,-21.955,884.239,,884.239,0.0,4.916,4.916,0.0,-6.865,-2.059,243.25,52.133,0.173,
03/31/2010,159.052,72.458,38.554,23.373,6.234,-7.168,24.307,24.667,-1.639,,22.184,4.122,0.0,-31.934,-16.312,0,,,-16.312,-16.312,0.0,0.0,0.0,0.0,-14.4,0.0,-14.4,0.0,-1.222,-61.159,-68.02,0.0,0.0,0.0,0.0,8.817,8.817,0.0,-1.956,0.632,66.591,19.312,0.167,
06/30/2010,58.197,106.208,41.229,24.185,5.059,-24.625,43.751,-103.396,-40.674,,-30.718,-32.004,,-17.517,-17.525,0,,,-17.525,-17.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,-30.7,-12.598,0.0,0.0,0.0,0.0,9.217,9.217,0.0,-27.319,0.07,10.05,120.624,0.497,
09/30/2010,128.254,101.693,39.684,-6.977,4.598,-4.356,-7.219,-16.175,0.534,,-5.682,-11.027,,-16.901,-1.818,0,,,-1.818,-1.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.287,-25.253,-109.161,0.0,,,0.0,5.053,5.053,0.0,78.855,-0.316,85.784,73.657,19.091,
12/31/2010,141.993,130.613,39.51,49.417,8.43,17.766,23.221,-75.209,-53.517,,1.097,-22.789,,-24.825,-19.13,0,,,-19.13,-19.13,0.0,-1.225,0.0,-1.225,0.0,0.0,0.0,0.0,1.336,15.83,-27.646,0.0,0.0,0.0,0.0,42.143,42.143,0.0,1.333,0.104,133.102,81.109,0.256,
