Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Home Equity Loans,1-4 Family Residential Loans,Auto Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1994,10335.637695,400.739014,446.115997,,,1992.212006,,,,,,,,,,,,,,7401.229004,-223.128006,7178.101074,127.232002,,,,,,,0.0,191.237602,,1175.628052,6100.26001,4024.4729,2075.787109,0.0,7275.888184,2171.947998,,,,,75.539001,,,,,,,,,,94.564003,9617.939186,40.0,138.395004,,,-80.320999,,619.625015,717.69902,0.0,717.69902,10335.638206,
09/30/1994,10300.555664,328.972992,401.459015,,,1896.23999,,,,,,,,,,,,,,7590.158203,-234.317001,7355.84082,124.269997,,,,,,,0.0,193.77285,,1053.121948,6309.331055,3840.568115,2468.762939,0.0,7362.453125,2049.591064,,,,,75.513,,,,,,,,,,92.281998,9579.839188,40.0,138.815994,,,-97.655998,,639.556999,720.716995,0.0,720.716995,10300.556183,
12/31/1994,10528.643555,377.781006,3.223,,,1796.477997,,,,,4985.258789,,,3144.246094,,,,,87.788002,8217.292969,-243.332001,7973.960968,127.274002,,,,,,,0.0,249.926582,,1087.102051,7155.970947,3846.636963,3309.333984,0.0,8243.073242,1364.849976,,,,,96.186996,,,,,,,,,,103.538002,9807.648216,40.0,138.501007,,,-101.223999,,643.718994,720.996002,0.0,720.996002,10528.644218,
03/31/1995,11276.958984,419.718994,85.444,,,2081.917999,,,,,,,,,,,,,,8559.18457,-248.740997,8310.444336,126.986,,,,,,,0.0,252.447655,,1082.744019,7961.354248,3784.673096,4176.681152,0.0,9044.097656,1243.660034,,,,,96.197998,,,,,,,,,,,,40.0,138.835007,,,-113.419998,,685.175003,750.590012,0.0,750.590012,,
06/30/1995,11629.620117,308.07901,125.972,,,2194.024048,,,,,,,,,,,,,,8880.970703,-253.841995,8627.128906,125.396004,,,,,,,0.0,249.020149,,1181.989014,7683.88208,3653.25,4030.63208,0.0,8865.871094,1722.967041,,,,,96.207001,,,,,,,,,,,,40.0,138.960007,,,-121.810997,,736.808983,793.957993,0.0,793.957993,,
09/30/1995,11753.862305,310.019012,125.5,,,1973.271973,,,,,0.0,,,0.0,,,,,0.0,9222.140625,-259.109985,8963.03125,125.262001,,,,,,,0.0,256.778069,,1157.229004,8012.818848,3593.186035,4419.632812,0.0,9170.047852,1398.401978,,,,,196.205994,,,,,,,,,,179.862,10944.517822,40.0,139.011993,,,-132.940002,,763.271973,809.343964,0.0,809.343964,11753.861786,
12/31/1995,11955.902344,363.118988,126.5,,,1779.004044,,,,,5678.789062,,,3877.060059,,,,,0.0,9555.848633,-262.343994,9293.504639,128.516006,,,,,,,0.0,265.258667,,1184.359009,8285.216064,3533.860107,4751.355957,0.0,9469.575195,1287.889038,,,,,178.108002,,,,,,,,,,,,40.0,139.143997,,,-135.222,,802.331009,846.253006,0.0,846.253006,,
03/31/1996,12670.983398,415.688995,108.945999,,,2107.518036,,,,,,,,,,,,,,9912.283203,-266.915009,9645.368164,127.370003,,,,,,,0.0,266.092201,,1168.133057,8550.551025,3609.258057,4941.292969,0.0,9718.683594,1740.52002,,,,,190.444,,,,,,,,,,,,0.0,133.272995,,,-114.980003,,828.857994,847.150986,0.0,847.150986,,
06/30/1996,12542.357422,376.30899,37.587002,,,1848.531982,,,,,,,,,,,,,,10129.169922,-269.950989,9859.21875,125.628998,,,,,,,0.0,295.081699,,1172.333008,9020.349854,3619.344971,5401.004883,0.0,10192.682617,1134.291016,,,,,190.222,,,,,,,,,,,,0.0,133.619003,,,-129.138,,856.541992,861.022995,0.0,861.022995,,
09/30/1996,12820.611328,411.096985,70.523003,,,1773.633987,,,,,,,,,,,,,,10437.392578,-270.463013,10166.929688,124.945,,,,,,,0.0,273.482666,,1355.185059,9198.825928,3589.116943,5609.708984,0.0,10554.010742,1018.208984,,,,,188.205002,,,,,,,,,,,,0.0,135.597,,,-151.177994,,893.237991,877.656998,0.0,877.656998,,
12/31/1996,12943.915039,324.658997,209.968002,,,1571.697998,,,,,6229.602051,,,4492.520996,,,,,0.0,10722.123047,-270.466003,10451.657044,128.520996,,,,,,,0.0,257.412002,,1352.928955,9161.559814,3615.574951,5545.984863,0.0,10514.489258,1150.359985,,,,,177.828995,,,,,,,,,,,,0.0,137.084,,,-166.011993,,934.587005,905.659012,0.0,905.659012,,
03/31/1997,13122.232422,376.740997,68.639,,,1749.345016,,,,,,,,,,,,,,10802.773438,-273.572998,10529.200195,126.646004,,,,,,,0.0,271.661209,,1218.839966,9314.524902,3624.504883,5690.02002,0.0,10533.365234,1140.078979,,,,,327.959991,,,,,,,,,,,,0.0,138.636993,,,-190.945999,,964.49202,912.183014,0.0,912.183014,,
06/30/1997,13440.995117,399.093994,142.425003,,,1780.835999,,,,,,,,,,,,,,10980.155273,-271.933014,10708.22168,124.973999,,,,,,,0.0,285.444443,,1453.68396,9732.510742,3653.313965,6079.196777,0.0,11186.195312,658.966003,,,,,427.919006,,,,,,,,,,,,0.0,141.804993,,,-204.666,,1013.897995,951.036987,0.0,951.036987,,
09/30/1997,13675.132812,349.571014,32.561001,,,1796.049973,,,,,,,,,,,,,,11271.148438,-272.308014,10998.839844,121.497002,,,,,,,0.0,376.613979,,1358.352051,9846.611816,3660.000977,6186.61084,0.0,11204.963867,808.445007,,,,,427.886993,,,,,,,,,,,,0.0,142.018005,,,-222.796997,,1062.336975,981.557983,0.0,981.557983,,
12/31/1997,14002.93457,333.804993,53.755001,,,1782.508972,,,,,6968.974121,,,4527.594238,,,,,0.0,11496.568359,-274.656006,11221.912109,121.984001,,,,,,,0.0,488.969494,,1458.240967,9704.916748,3691.491943,6013.424805,0.0,11163.158203,1097.821045,,,,,427.321991,,,,,,,,,,,,0.0,143.720001,,,-217.576004,,1104.122025,1030.266022,0.0,1030.266022,,
03/31/1998,14570.290039,436.545013,204.194,,,1577.308006,,,,,,,,,,,,,,12033.421875,-278.72699,11754.695312,119.834,,,,,,,0.0,477.713707,,1420.598022,9664.236816,3763.875,5900.361816,0.0,11084.834961,1724.359009,,,,,427.397003,,,,,,,,,,,,0.0,151.681,,,-223.380997,,1140.549026,1068.84903,0.0,1068.84903,,
06/30/1998,20138.044922,511.27301,504.533997,,,2706.574921,,,,,,,,,,,,,,15244.779297,-310.811005,14933.967773,173.677994,,566.877991,,,,,0.0,741.139236,,2096.10498,12716.854004,5002.323242,7714.530762,0.0,14812.958984,2572.124023,,,,,694.593994,,,,,,,,,,,,0.0,532.31897,,,-52.352001,,1179.040966,1659.007935,0.0,1659.007935,,
09/30/1998,19478.400391,398.541992,144.983994,,,2642.750031,,,,,,,,,,,,,,15163.320312,-309.535004,14853.790039,170.919998,,556.137024,,,,,0.0,711.277313,,1815.667969,12578.73291,5087.787109,7490.945801,0.0,14394.400391,1841.202026,,,,,1193.453003,,,,,,,,,,,,0.0,529.171021,,,-107.718002,,1227.72496,1649.177979,0.0,1649.177979,,
12/31/1998,20583.890625,493.791992,402.862,,,2785.563995,,,,,,,,,,,,,,15791.530273,-306.346985,15485.179688,162.841995,,546.036011,,,,,0.0,707.614944,,2066.813965,12670.337891,5339.984863,7330.353027,0.0,14737.150391,2229.976074,,,,,1567.542969,,,,,,,,,,,,0.0,524.273987,,,-195.848007,,1273.941025,1602.367004,0.0,1602.367004,,
03/31/1999,20284.85,403.333,876.547,,,2088.265,,,,,,,,,,,,,,15812.88,-306.739,15506.14,159.222,,534.482,534.482,0.0,,,0.0,716.861,,1866.413,12609.532,5304.964,7304.568,0.0,14475.95,1719.517,,,,,1716.704,,,,,,,,,,,,0.0,514.808,,,-178.426,1330.244,0.62,1667.246,0.0,1667.246,,
06/30/1999,21205.45,543.669,421.464,,,2531.454,,,,,,,,,,,,,,16512.86,-314.398,16198.46,164.891,,620.876,620.876,0.0,,,0.0,724.636,,2191.999,12716.953,5537.317,7179.636,0.0,14908.95,1941.5,,,,,1821.507,,,,,,,,,,,,0.0,508.387,,,-109.688,1387.403,-13.595,1772.507,0.0,1772.507,,
09/30/1999,21759.3,517.461,518.128,,,2508.458,,,,,,,,,,,,,,16983.62,-314.9609,16668.66,169.709,,662.58,662.58,0.0,,,0.0,714.304,,2176.13,13240.386,5883.706,7356.68,0.0,15416.52,1830.031,,,,,1774.897,,,,,,,,,,,,0.0,504.779,,,-110.647,1445.114,-22.082,1817.164,0.0,1817.164,,
12/31/1999,22409.12,592.755,644.647,,,2541.636,,,,,10363.77,,,7043.003,,,,,0.0,17406.773,-316.165,17090.608,173.815,,648.04,648.04,0.0,,,0.0,717.619,,2260.432,13113.188,5782.152,7331.036,0.0,15373.62,2585.381,,,,,1743.911,,,,,,,,,,,,0.0,503.174,,,-181.611,1501.53,-26.045,1797.048,0.0,1797.048,,
03/31/2000,22761.56,476.969,592.54,,,2725.366,,,,,,,,,,,,,,17702.66,-318.595,17384.07,169.194,,638.245,638.245,0.0,,,0.0,775.176,,2140.782,13010.656,5737.826,7272.83,0.0,15151.44,3068.547,,,,,1774.456,,,,,,,,,,,,0.0,491.496,,,-195.47,1560.158,-23.928,1832.256,0.0,1832.256,,
06/30/2000,21746.11,545.423,65.443,,,2900.56,,,,,,,,,,,,,,16948.95,-320.165,16628.79,161.367,,624.648,624.648,0.0,,,0.0,819.879,,2541.69,12681.798,5550.721,7131.077,0.0,15223.49,2604.919,,,,,1774.816,,,,,,,,,,,,0.0,486.737,,,-209.125,1622.13,-47.725,1852.017,0.0,1852.017,,
09/30/2000,22008.910156,562.377014,44.073002,,,2799.454086,,,,,,,,,,,,,,17324.179688,-323.312988,17000.859375,161.679001,,610.838013,610.838013,0.0,,,0.0,829.629665,,2251.052002,12431.383789,5518.60791,6912.775879,0.0,14682.44043,3273.342041,,,,,1793.96106,,,,,,,,,,,,0.0,480.167999,,,-195.162994,1686.939941,-32.375946,1939.569,0.0,1939.569,,
12/31/2000,28949.46,750.259,20.363,,,3347.284,,,,,14299.08,,,8443.734,,,,,0.0,22742.814,-374.703,22368.111,257.975,,1199.407,1199.407,0.0,,,0.0,1006.061,,3344.913,16887.76,6979.161,9908.599,0.0,20232.67,2502.592,,,,,2984.748,,,,,,,,,,,,0.0,965.274,,,0.0,1735.643,-0.432,2700.485,0.0,2700.485,,
03/31/2001,30924.539062,691.104004,9.631,,,3748.684113,,,,,,,,,,,,,,24167.789062,-399.411987,23768.369141,272.794006,,1379.46106,1379.46106,0.0,,,0.0,1054.49574,,3236.648926,17741.033691,7923.681152,9817.352539,0.0,20977.679688,2943.979004,,,,,3490.447021,,,,,,,,,,,,0.0,1175.876953,,,0.0,1795.093018,21.088013,2992.057983,0.0,2992.057983,,
06/30/2001,31202.15,713.685,70.399,,,3377.169,,,,,,,,,,,,,,24774.43,-408.506,24365.92,268.584,,1347.951,1347.951,0.0,,,0.0,1058.442,,3371.044,16670.397,7986.585,8683.812,0.0,20041.44,3971.354,,,,,3727.043,,,,,,,,,,,,0.0,1183.826,,,-73.14,1865.605,10.417,2986.708,0.0,2986.708,,
09/30/2001,31139.060547,784.664001,7.287,,,3195.184082,,,,,,,,,,,,,,24946.419922,-412.727997,24533.689453,264.256989,,1316.94104,1316.94104,0.0,,,0.0,1037.037982,,3545.721924,16976.214844,8234.279297,8741.935547,0.0,20521.939453,3587.24707,,,,,3615.844971,,,,,,,,,,,,0.0,1159.791992,,,-186.432007,1939.472046,42.75,2955.582031,0.0,2955.582031,,
12/31/2001,31450.2,965.664,45.427,,,3063.066,,,,,15105.37,,,10082.39,,,,,0.0,25187.76,-425.008,24762.752,261.877,,1267.826,1097.553,170.273,,,0.0,1083.588,,3704.004,17876.396,8910.465,8965.931,0.0,21580.4,3418.001,,,,,3089.598,,,,,,,,,,,,0.0,1151.072,,,-252.14,2017.7,22.819,2939.451,0.0,2939.451,,
03/31/2002,31295.975,695.999,324.95,,,2892.64,,,,,,,,,,,,,,25137.849,-433.029,24704.82,254.147,,1382.529,1097.553,284.976,,,,1040.89,,3549.65,18074.445,9422.027,8652.418,,21624.095,2142.87,,,,,4109.158,,,,,,,,,,,,,1123.663,,,-310.19,2115.001,18.884,2947.358,,2947.358,,
06/30/2002,31685.531,864.158,49.946,,,3003.08,,,,,,,,,,,,,,25603.569,-436.395,25167.174,247.401,,1382.529,1097.553,284.976,,,0.0,971.243,,3800.508,18057.064,9401.867,8655.197,0.0,21857.572,2244.272,,,,,4211.92,,,,,,,,,,394.882,28708.646,0.0,1110.664,,,-388.705,2213.358,41.568,2976.885,0.0,2976.885,31685.531,
09/30/2002,34148.49,1197.615,244.592,,,4232.295,,,,,,,,,,,,,,26308.619,-437.34,25871.279,243.859,,1382.529,1097.553,284.976,,,0.0,976.321,,4000.097,18540.074,9878.903,8661.171,0.0,22540.171,3810.741,,,,,4314.359,,,,,,,,,,424.667,31089.938,0.0,1107.24,,,-404.228,2307.609,47.931,3058.552,0.0,3058.552,34148.49,
12/31/2002,33201.179,963.772,379.843,,,3955.15,,,,,15700.62,,,10027.16,,,,,0.0,25727.78,-436.472,25291.308,238.986,,1216.343,1097.553,118.79,,,0.0,1155.777,,4072.085,17592.838,10185.738,7407.1,0.0,21664.923,3429.414,,,,,4497.374,,,,,,,,,,,,0.0,1247.758,,,-391.899,2297.848,54.772,3208.479,0.0,3208.479,,
03/31/2003,33443.791,841.827,9.863,,,4195.669,,,,,,,,,,,,,,26224.113,-444.68,25779.433,231.834,,1204.895,1097.553,107.342,,,0.0,1180.27,,3901.172,18023.05,10665.178,7357.872,0.0,21924.222,2387.043,,,,,5394.92,,,,,,,,,,424.887,30131.072,0.0,1236.285,,,-365.953,2386.646,55.741,3312.719,0.0,3312.719,33443.791,
06/30/2003,50399.13,2565.621,288.929,,,5945.533,,,,,,,,,,,,,,37001.55,-603.501,36398.05,413.59,,3188.017,2904.081,283.936,,,0.0,1599.39,,8764.64,23774.129,15445.63,8328.499,0.0,32538.77,4631.346,,,,,6758.781,,,,,,,,,,,,0.0,2896.21,,,0.0,2484.861,52.366,5433.437,0.0,5433.437,,
09/30/2003,50258.84,2242.825,306.56,,,5957.406,,,,,,,,,,,,,,37159.58,-621.417,36538.16,407.929,,3165.629,2904.081,261.548,,,0.0,1640.331,,8120.99,24293.365,15539.82,8753.545,0.0,32414.36,4903.249,,,,,6199.392,,,,,,,,,,,,0.0,2925.872,,,0.0,2605.372,40.648,5571.892,0.0,5571.892,,
12/31/2003,49826.081,1877.494,35.482,,,7473.983,,,,,22406.572,,,13365.863,,,,,,35772.435,-614.058,35158.377,398.971,,3144.911,2904.081,240.83,,,,1736.863,,8411.296,24703.648,15856.948,8846.7,,33114.944,4442.246,,,,,5535.425,,,,,,,,,,,,,2949.016,,,0.0,2736.215,31.979,5717.21,,5717.21,,
03/31/2004,50832.480469,1827.401001,103.823997,,,7868.708923,,,,,,,,,,,,,,36515.308594,-615.640015,35899.671875,387.821014,,3123.76001,2904.080078,219.679932,,,0.0,1621.293648,,7959.024902,25381.856445,16007.129883,9374.726562,0.0,33340.878906,4955.615234,,,,,5747.951172,,,,,,,,,,,,0.0,2965.259033,,,-136.567001,2848.01001,57.439072,5734.141113,0.0,5734.141113,,
06/30/2004,52094.460938,1697.172974,167.817001,,,8161.040222,,,,,,,,,,,,,,37522.398438,-624.515991,36897.890625,378.437012,,3104.51001,2904.080078,200.429932,,,0.0,1687.593094,,8204.704102,26748.799805,15836.349609,10912.450195,0.0,34953.511719,4862.361816,,,,,5827.180176,,,,,,,,,,,,0.0,2971.37793,,,-284.234985,2985.27002,-15.726929,5656.686035,0.0,5656.686035,,
09/30/2004,52886.898438,1754.040039,173.235001,,,8437.288177,,,,,,,,,,,,,,37950.320312,-626.343994,37323.96875,371.075012,,3085.899902,2904.080078,181.819824,,,0.0,1741.391556,,8416.475586,26559.219727,15638.519531,10920.700195,0.0,34975.699219,5650.533203,,,,,5715.507812,,,,,,,,,,,,0.0,2969.668945,,,-384.471985,3125.02002,0.083069,5710.300049,0.0,5710.300049,,
12/31/2004,52938.721,1334.628,39.418,,,8634.565,,,,,24683.495,,,13714.982,,,,,,38398.477,-626.864,37771.613,367.204,,3030.888,2904.081,126.807,,,0.0,1760.405,,8417.365,27012.108,15550.662,11461.446,0.0,35429.473,6086.831,,,,,4965.392,,,,,,,,,,,,0.0,2963.889,,,-487.953,3270.887,-17.209,5729.614,0.0,5729.614,,
03/31/2005,53887.218,1348.725,31.724,,,8831.527,,,,,,,,,,,,,,39073.343,-631.993,38441.35,356.623,,3053.467,2904.081,149.386,,,0.0,1823.802,,8392.193,27901.214,15596.661,12304.553,0.0,36293.407,4881.596,,,,,6282.386,,,,,,,,,,,,0.0,2943.791,,,-628.587,3414.395,-55.994,5673.605,0.0,5673.605,,
06/30/2005,54481.946,1473.675,14.131,,,8514.917,,,,,,,,,,,,,,39910.964,-637.345,39273.619,345.458,,3039.412,2904.081,135.331,,,0.0,1820.734,,8681.655,28624.177,15300.847,13323.33,0.0,37305.832,4284.93,,,,,6317.961,,,,,,,,,,,,0.0,2938.986,,,-628.918,3559.925,-32.27,5837.723,0.0,5837.723,,
09/30/2005,54841.349,1401.79,31.181,,,8417.191,,,,,,,,,,,,,,40334.607,-637.819,39696.788,340.093,,3025.486,2904.081,121.405,,,0.0,1928.82,,8067.788,29131.227,15000.665,14130.562,0.0,37199.015,4198.206,,,,,6854.663,,,,,,,,,,,,0.0,2942.942,,,-756.043,3699.973,-39.849,5847.023,0.0,5847.023,,
12/31/2005,55146.406,1479.239,19.628,,,8591.781,,,,,26275.237,,,14055.408,,,,,,40330.645,-637.663,39692.982,337.115,,3012.341,2904.081,108.26,,,,2013.32,,8141.928,28958.246,14741.088,14217.158,,37100.174,5152.872,,,,,6196.994,,,,,,,,,,,,,2946.351,,,-831.673,3854.275,-92.567,5876.386,,5876.386,,
03/31/2006,55419.862,1277.809,22.941,,,8495.335,,,,,,,,,,,,,,40858.598,-638.831,40219.767,329.212,,3019.463,2908.849,110.614,,,,2055.335,,7697.855,30473.53,14974.466,15499.064,,38171.385,4351.347,,,,,6092.57,,,,,,,,,,,,,2943.266,,,-913.081,4007.075,-117.791,5919.469,,5919.469,,
06/30/2006,56507.088,1572.863,31.572,,,8111.433,,,,,,,,,,,,,,41599.461,-645.851,40953.61,334.873,,3199.696,2908.849,290.847,,,,2303.041,,8099.083,30414.6,15144.867,15269.733,,38513.683,5304.814,,,,,5734.509,,,,,,,,,,,,,2952.746,,,-957.671,4152.943,-147.794,6000.224,,6000.224,,
