Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Unsecured Debt,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/2004,-2.971,-6.032,2.677,0.0,0.835,-0.451,,6.406,-85.785004,-0.456,0.0,0.0,0.0,0.105,-5.135,-84.864998,79.671997,0.0,-0.727,65.369003,,,0.0,-0.155,15.185,-8.164,
06/30/2004,-3.958,-7.036,3.089,0.0,1.44,-1.451,,0.0,-60.862,-0.504,0.0,0.0,0.0,0.332,-7.937,-68.971001,72.122002,0.0,-1.037,67.156998,,,0.0,-0.089,6.091,-0.807,
09/30/2004,-8.271,-5.077,5.057,,-0.8,-7.451,,1.49,-71.547,-22.461,,,,9.323,0.919,-82.276,119.778,-3.468,-27.629,-62.114,,,264.475,-18.886,-32.6,29.231,
12/31/2004,9.042,-0.317,4.729,0.0,-0.91,5.54,,0.0,-5.394,-18.112,0.0,0.0,0.0,-4.804,3.125,-25.184999,8.467,-7.092,-0.923,51.415001,,,0.0,-88.650002,53.716999,-7.676,
06/30/2005,1.189,-1.22,6.213,0.0,-0.048,-3.756,,0.0,-16.44,-0.286,0.0,0.0,0.0,-1.714,-0.486,-18.926,100.493,-7.091,-0.621,28.935,,,81.358,0.0,-2.088,82.756,
09/30/2005,-17.108,-2.859,9.535,0.0,0.174,-24.585,,0.0,-534.041,-1.35,0.0,0.208,0.0,-0.018,-6.27,-541.471,470.63,-8.626,-0.651,485.471,,,,-0.893,-4.671,-87.949,
12/31/2005,27.434,-0.247,9.712,0.0,5.572,12.397,,0.0,-23.528,-0.441,-3.59,25.73,0.0,1.345,3.726,3.242,-9.116,-11.777,-1.115,-187.217,,,108.856,-0.002,0.809,21.56,
03/31/2006,15.03,0.738,9.276,0.0,1.743,3.273,,0.728,-48.453,-0.241,0.0,0.364,0.0,-0.057,1.615,-46.044,13.422,-11.777,-0.87,26.586,,26.586,0.091,0.0,-0.608,-17.592,
06/30/2006,21.234,3.092,9.057,0.0,1.832,7.253,,0.0,-54.629,-0.527,0.0,-0.246,0.0,-4.778,-1.626,-61.806,33.761,-11.784,-0.87,46.418,,,0.036,0.0,-0.039,-6.811,
09/30/2006,24.452,4.307,9.253,0.0,1.81,9.082,,0.0,-51.045,-0.449,0.0,0.005,0.0,-0.269,1.462,-50.296,173.28,-11.846,-0.87,-9.091,,,195.339,0.0,-0.252,147.436,
12/31/2006,13.804,6.739,9.586,0.0,2.884,-5.405,,0.0,-21.872,-33.565,0.0,1.447,0.0,-0.556,-27.327,-81.632,-13.057,-14.598,,40.214,,40.214,,-0.446,-0.9,-80.885,
03/31/2007,25.662,6.47,8.796,0.0,2.149,8.247,,0.0,-41.635,-0.259,-286.36,0.0,0.0,-5.583,-1.812,-335.649,274.297,-14.618,-0.903,294.762,,,0.732,0.0,-5.676,-35.69,
06/30/2007,26.243,8.695,9.123,0.0,3.477,4.948,,0.0,-75.893997,-0.242,196.029007,0.0,0.0,-0.439,10.566,130.020004,-145.584,-14.75,-0.876,-28.752001,,,0.301,0.0,-101.507004,10.679,
09/30/2007,26.947,11.338,10.598,0.0,2.457,2.554,,1.999,-58.313,-0.334,41.131,0.0,0.0,1.253,-1.114,-15.378,-15.529,-14.85,-2.61,2.957,,,0.306,0.0,-1.332,-3.96,
12/31/2007,101.332,9.591,39.801,,38.289,13.651,,1.999,-229.326,-1.071,-24.46,,,-10.838,10.117,-253.579,98.823,-60.664,-7.088,274.595,,274.595,1.721,,-109.741,-53.424,
03/31/2008,24.199,5.671,11.581,0.0,5.7,1.247,,0.0,-22.915,-0.347,21.812,0.0,0.0,-0.766,0.236,-1.98,-18.586,-16.604,-2.703,0.1,,0.1,0.634,0.0,-0.013,3.633,
06/30/2008,24.505,6.497,11.697,0.0,6.288,0.023,,0.34,-45.226,-0.538,-21.812,0.0,0.0,-2.284,-2.939,-72.459,189.554,-20.484,-2.708,-19.681,,,232.956,0.0,-0.529,141.6,
09/30/2008,27.322,9.916,12.355,0.0,7.837,-2.786,,0.0,-31.218,-0.483,21.812,0.0,0.0,-45.127,-1.113,-56.129,-21.727,-20.584,-1.537,-0.453,,,1.045,0.0,-0.198,-50.534,
12/31/2008,22.365,17.078,13.933,0.0,-2.475,-6.171,,0.0,-94.005,-0.974,0.0,0.0,0.0,1.031,0.035,-93.913,23.444,-21.448,-2.751,4.04,,,43.87,0.0,-0.267,-48.104,
03/31/2009,18.618,27.619,12.523,,-15.177,-6.347,,0.0,-37.133,-0.207,0.0,0.0,0.0,-0.114,3.811,-33.643,5.531,-21.526,-2.752,30.942,,30.942,0.0,0.0,-1.133,-9.494,
06/30/2009,30.514,-7.541,12.84,,20.468,4.747,,4.652,-30.161,-0.264,0.0,0.0,0.0,-1.041,-6.05,-32.864,79.423,0.0,-1.437,84.159,,84.159,0.0,0.0,-3.299,77.073,
