Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
03/31/1996,298,-65,72.0,0,,,0,291.0,,,291,,,-21.0,,,,-21.0,,,,,,,,,,21.0,,,,,,,,,,,,,
06/30/1996,51,-18,103.0,0,,,0,-34.0,,,-34,,,-152.0,,,,-152.0,,,,,,,,,,152.0,,,,,,,,,,,,,
09/30/1996,-45,-33,100.0,115,,,115,-227.0,,,-227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1996,64,7,110.0,84,,,84,-137.0,,,-137,,,-83.0,,,,-83.0,,,,,,,,,,83.0,,,,,,,,,,,,,
03/31/1997,-2,-16,92.0,-43,,,-43,-35.0,,,-35,,-279.0,4.0,30.0,,,-26.0,,,0.0,0.0,0.0,,,,,-283.0,-26.0,0.0,12.0,,,,0.0,0.0,0.0,-38.0,,-307.0,
06/30/1997,76,-4,94.0,43,,,43,-57.0,,,-57,,-132.0,-87.0,0.0,,,-87.0,,,0.0,0.0,0.0,,,,,-45.0,39.0,0.0,4.0,,,,0.0,0.0,0.0,35.0,,-17.0,
09/30/1997,-50,-9,92.0,0,,,0,-133.0,,,-133,,-9.0,-42.0,0.0,,,-42.0,,,0.0,0.0,0.0,,,,,33.0,-7.0,0.0,13.0,,,,0.0,0.0,0.0,-20.0,,-66.0,
12/31/1997,224,36,105.0,-44,,,-44,127.0,,,127,,-104.0,62.0,69.0,,,-7.0,,,0.0,0.0,0.0,,,,,-166.0,-7.0,0.0,-11.0,,,,0.0,0.0,0.0,4.0,,113.0,
03/31/1998,24,0,97.0,0,,,0,-73.0,,,-73,,-148.0,-61.0,0.0,,,-61.0,,,0.0,0.0,0.0,,,,,-87.0,25.0,0.0,12.0,,,,0.0,0.0,0.0,13.0,,-99.0,
06/30/1998,-117,48,87.0,-55,,,-55,-197.0,,,-197,,-8.0,149.0,172.0,,,-23.0,,,0.0,0.0,0.0,,,,,-157.0,-69.0,0.0,-4.0,,,,-78.0,0.0,-78.0,13.0,,-194.0,
09/30/1998,-34,25,90.0,0,,,0,-149.0,,,-149,,-10.0,-58.0,0.0,,,-58.0,,,0.0,0.0,0.0,,,,,48.0,-106.0,0.0,6.0,,,,-122.0,0.0,-122.0,10.0,,-150.0,
12/31/1998,70,49,90.0,112,,,112,-181.0,,,-181,,-42.0,56.0,138.0,,,-82.0,,,0.0,0.0,0.0,,,,,-98.0,17.0,0.0,-25.0,,,,0.0,0.0,0.0,42.0,,45.0,
03/31/1999,108,3,93.0,-10,,,-10,22.0,,,22,,-57.0,-56.0,29.0,,,-85.0,,,0.0,0.0,0.0,,,,,-1.0,36.0,0.0,13.0,,,,0.0,0.0,0.0,23.0,,87.0,
06/30/1999,107,46,92.0,-68,,,-68,37.0,,,37,,-206.0,-74.0,11.0,,,-85.0,,,0.0,0.0,0.0,,,,,-132.0,-35.0,0.0,15.0,,,,-62.0,0.0,-62.0,12.0,,-134.0,
09/30/1999,139,53,93.0,-9,,,-9,2.0,,,2,,-19.0,9.0,90.0,,,-81.0,,,0.0,0.0,0.0,,,,,-28.0,-79.0,0.0,-16.0,,,,-99.0,0.0,-99.0,36.0,,41.0,
12/31/1999,253,235,80.0,-269,,,-269,207.0,,,207,,-44.0,70.0,174.0,,,-104.0,,,0.0,0.0,0.0,,,,,-114.0,-120.0,0.0,-18.0,,,,-108.0,0.0,-108.0,6.0,,89.0,
03/31/2000,24,-5,94.0,3,,,3,-68.0,,,-68,,-144.0,-72.0,52.0,,,-124.0,,,0.0,0.0,0.0,,,,,-72.0,7.0,0.0,0.0,,,,-2.0,0.0,-2.0,9.0,,-113.0,
06/30/2000,-41,39,91.0,0,,,0,-171.0,,,-171,,-25.0,-41.0,81.0,,,-122.0,,,0.0,0.0,0.0,,,,,16.0,14.0,0.0,-3.0,,,,-2.0,0.0,-2.0,19.0,,-52.0,
