Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
12/31/1995,,,,,,,,,,,,38.75,,
03/31/1996,,,,,3.362715,,,,,,,39.875,20204.975521,
06/30/1996,,20464.406014,22673.668011,18603.234982,3.828602,,,,,,,44.375,22678.239849,
09/30/1996,22.790056,21584.957857,22673.668011,20448.197449,3.42491,,2.992785,,,2.962104,,41.25,20919.560692,
12/31/1996,20.855263,19404.396508,21495.900799,17934.426708,3.384171,,2.847972,25.412298,136.569853,2.808996,17.497702,39.625,20157.352402,
03/31/1997,20.013661,19276.486105,20864.12619,18384.281918,3.271413,,2.65921,20.432208,68.529505,2.652842,17.186488,36.625,18757.882992,
06/30/1997,20.933735,17378.624367,18760.849384,14692.841328,3.126744,,2.542181,15.474299,35.849465,2.54373,16.880344,34.75,17802.48336,
09/30/1997,23.248408,18545.073997,19574.065514,17452.788546,3.280144,,2.733121,16.606628,36.138181,2.724108,19.396657,36.5,18602.615616,
12/31/1997,25.975177,17446.700646,18888.729555,15296.410095,3.544375,,2.837628,15.322229,28.983113,2.829067,28.446158,36.625,18632.233366,
03/31/1998,31.25,20251.45441,22892.115143,17678.48336,4.283065,,3.422721,22.585516,52.338809,3.441307,35.482374,43.75,22495.825096,
06/30/1998,32.482394,22094.800222,23797.564852,20012.900898,4.509067,,3.635964,25.663232,67.988907,3.648524,41.822652,46.125,23671.621288,
09/30/1998,34.612068,24105.23476,26307.109861,21417.167208,4.745554,,3.8997,26.522876,69.233781,3.872822,41.330953,50.1875,25583.859848,
12/31/1998,36.532258,26768.204087,28981.457611,23932.408655,5.403491,,4.277223,31.961984,113.084848,4.242495,31.610564,56.625,28670.781773,
03/31/1999,38.742236,28446.427679,32169.302124,26707.743103,6.216578,8.055195,4.583182,38.602752,171.991556,4.621136,33.193809,62.375,32098.413269,
06/30/1999,34.224398,29139.627976,33766.843727,26916.154388,5.644454,7.396831,4.109393,33.898017,139.742053,4.145217,25.937951,56.8125,29232.070677,
09/30/1999,28.357143,27117.808196,30558.970306,24514.381424,4.877823,6.277266,3.53666,36.453825,618.011871,3.634099,23.501819,49.625,26016.514038,
12/31/1999,25.0,27612.716404,31687.597107,23542.456055,4.40017,5.584266,3.180223,36.08282,446.20441,3.253399,20.956398,45.0,23596.904297,
